gid	gname	chr	start	end	logCPM	logFC.A1.A2	absLogFC	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_A1g00375	MvSl-1064-A1-R4_A1	aMAT	368181	370216	3.685140097	-0.053647443	0.053647443	0.853787338	1	3.790684949	3.512531066	3.775752533	3.643869362
MvSl-1064-A1-R4_A1g00380	MvSl-1064-A1-R4_A1	aMAT	895253	895922	6.222117642	0.541764285	0.541764285	0.004549851	0.061682318	6.42719838	6.507354121	5.983607264	5.867613075
MvSl-1064-A1-R4_A1g00383	MvSl-1064-A1-R4_A1	aMAT	893809	894012	2.948023451	-1.953024422	1.953024422	2.06E-06	6.38E-05	2.092339947	1.098807684	3.856280287	3.286853656
MvSl-1064-A1-R4_A1g00384	MvSl-1064-A1-R4_A1	aMAT	893412	893740	-1.302019582	-3.181290192	3.181290192	0.00103211	0.01819264	-2.706608466	-2.722882557	-0.334882985	-1.087239506
MvSl-1064-A1-R4_A1g00389	MvSl-1064-A1-R4_A1	aMAT	889992	892373	4.6995366	0.2078839	0.2078839	0.387858317	0.929719628	4.889222125	4.704750761	4.63744905	4.546488476
MvSl-1064-A1-R4_A1g00390	MvSl-1064-A1-R4_A1	aMAT	885400	886813	5.1052372	0.027576271	0.027576271	0.902984949	1	5.200666921	5.032524811	5.110844168	5.071802864
MvSl-1064-A1-R4_A1g00391	MvSl-1064-A1-R4_A1	aMAT	882195	884498	6.518997354	-0.066247932	0.066247932	0.729387752	1	6.576947759	6.387918562	6.590150262	6.512102509
MvSl-1064-A1-R4_A1g00392	MvSl-1064-A1-R4_A1	aMAT	870248	870667	-2.529920405	-1.893269582	1.893269582	0.171879215	0.701479247	-2.706608466	-3.335044318	-2.071902355	-2.38092321
MvSl-1064-A1-R4_A1g00393	MvSl-1064-A1-R4_A1	aMAT	868641	869275	-2.335854352	-0.502869406	0.502869406	0.658630105	0.998466238	-2.270315873	-2.722882557	-2.071902355	-2.38092321
MvSl-1064-A1-R4_A1g00394	MvSl-1064-A1-R4_A1	aMAT	863010	863649	6.2865894	0.010663725	0.010663725	0.962989086	1	6.005747659	6.530425974	6.067583431	6.467367283
MvSl-1064-A1-R4_A1g00395	MvSl-1064-A1-R4_A1	aMAT	856916	857392	8.204423541	0.273768033	0.273768033	0.222053086	0.780467168	8.389646098	8.277878418	8.061744774	8.060568723
MvSl-1064-A1-R4_A1g00396	MvSl-1064-A1-R4_A1	aMAT	854394	856791	7.587362229	0.172972446	0.172972446	0.417307404	0.945635086	7.53765649	7.793511889	7.375429815	7.611683772
MvSl-1064-A1-R4_A1g00397	MvSl-1064-A1-R4_A1	aMAT	852461	853825	9.179689214	0.120822094	0.120822094	0.680331879	0.998466238	8.968714573	9.466256286	8.930305745	9.284124734
MvSl-1064-A1-R4_A1g00398	MvSl-1064-A1-R4_A1	aMAT	849156	852184	8.07108039	0.151633991	0.151633991	0.500280321	0.974902305	8.056905474	8.227842536	7.882209099	8.096510103
MvSl-1064-A1-R4_A1g00399	MvSl-1064-A1-R4_A1	aMAT	844814	848787	8.011035287	-0.027299218	0.027299218	0.924450736	1	7.644096638	8.280796938	7.62904753	8.334723405
MvSl-1064-A1-R4_A1g00400	MvSl-1064-A1-R4_A1	aMAT	841678	844038	4.762853964	1.085904874	1.085904874	0.000145951	0.003211257	5.343978812	5.055429141	4.442558937	3.717029823
MvSl-1064-A1-R4_A1g00401	MvSl-1064-A1-R4_A1	aMAT	838903	841231	7.383369326	0.354097477	0.354097477	0.248713742	0.814195828	7.062997625	7.912759675	6.732484611	7.545794773
MvSl-1064-A1-R4_A1g00402	MvSl-1064-A1-R4_A1	aMAT	837338	838797	6.449267577	0.144914458	0.144914458	0.520560627	0.976550288	6.666484908	6.356909163	6.616910265	6.0845632
MvSl-1064-A1-R4_A1g00403	MvSl-1064-A1-R4_A1	aMAT	834376	836308	6.74991166	0.479104621	0.479104621	0.009436451	0.110542959	6.900700618	7.035594479	6.436849394	6.543330366
MvSl-1064-A1-R4_A1g00404	MvSl-1064-A1-R4_A1	aMAT	817323	819348	3.112396081	-0.366895089	0.366895089	0.244239999	0.807401405	2.989654122	2.841955882	3.26703273	3.293702981
MvSl-1064-A1-R4_A1g00405	MvSl-1064-A1-R4_A1	aMAT	795631	796542	4.723245023	0.555968613	0.555968613	0.040621249	0.321421598	4.62082228	5.258576191	4.363728096	4.475974921
MvSl-1064-A1-R4_A1g00406	MvSl-1064-A1-R4_A1	aMAT	1156584	1158695	5.584600162	-0.243408165	0.243408165	0.24829646	0.813850123	5.326581173	5.577780927	5.695071058	5.706288597
MvSl-1064-A1-R4_A1g00432	MvSl-1064-A1-R4_A1	aMAT	1699348	1701504	6.996427152	0.150477932	0.150477932	0.435804219	0.951535841	7.005242388	7.131405012	6.79330611	7.035283459
MvSl-1064-A1-R4_A1g00433	MvSl-1064-A1-R4_A1	aMAT	1688108	1688798	5.349694025	0.350283891	0.350283891	0.11720534	0.593928892	5.61473222	5.406647489	5.268023996	5.053759758
MvSl-1064-A1-R4_A1g00441	MvSl-1064-A1-R4_A1	aMAT	1158935	1161921	5.424560131	0.206588117	0.206588117	0.400467701	0.93597503	5.20490496	5.785203518	5.229416113	5.401625322
MvSl-1064-A1-R4_A1g00448	MvSl-1064-A1-R4_A1	aMAT	3110528	3114459	6.746784192	2.205741043	2.205741043	1.49E-25	2.23E-23	7.277377454	7.629572721	5.38760565	5.122694538
MvSl-1064-A1-R4_A1g00478	MvSl-1064-A1-R4_A1	aMAT	3114574	3115941	7.047333099	0.184300734	0.184300734	0.339249677	0.894792452	7.099876104	7.17231806	6.831302984	7.064111681
MvSl-1064-A1-R4_A1g00481	MvSl-1064-A1-R4_A1	aMAT	641110	646152	3.210056972	-1.396573572	1.396573572	2.51E-05	0.000656699	2.5575901	2.118222358	3.799907306	3.66515365
MvSl-1064-A1-R4_A1g00495	MvSl-1064-A1-R4_A1	aMAT	3171155	3174630	6.43360278	1.957136135	1.957136135	1.11E-23	1.46E-21	7.144135194	7.061847896	5.112773827	5.184805423
MvSl-1064-A1-R4_A1g00503	MvSl-1064-A1-R4_A1	aMAT	2085727	2087119	6.595059656	-0.30815531	0.30815531	0.11915226	0.597435613	6.271243121	6.577866376	6.696266698	6.783660382
MvSl-1064-A1-R4_A1g00504	MvSl-1064-A1-R4_A1	aMAT	2097615	2099010	3.637286009	0.041695569	0.041695569	0.885046895	1	3.578437351	3.733132797	3.572029121	3.659861944
MvSl-1064-A1-R4_A1g00505	MvSl-1064-A1-R4_A1	aMAT	2138970	2141225	5.190394101	0.150138031	0.150138031	0.662317216	0.998466238	5.646239146	4.741936273	5.51709687	4.552211947
MvSl-1064-A1-R4_A1g00506	MvSl-1064-A1-R4_A1	aMAT	2141875	2142896	4.959465341	0.019901496	0.019901496	0.931427491	1	5.012813502	4.924702172	4.878810741	5.016982131
MvSl-1064-A1-R4_A1g00507	MvSl-1064-A1-R4_A1	aMAT	2165490	2171869	5.872437333	-0.011269063	0.011269063	0.961148736	1	6.106591885	5.57936215	5.99411383	5.751766047
MvSl-1064-A1-R4_A1g00511	MvSl-1064-A1-R4_A1	aMAT	2194410	2199254	6.805637222	0.102900928	0.102900928	0.572280834	0.989004675	6.876329432	6.835764403	6.719246717	6.786698104
MvSl-1064-A1-R4_A1g00512	MvSl-1064-A1-R4_A1	aMAT	2205155	2206148	5.119612186	-0.042916783	0.042916783	0.848493439	1	5.119930382	5.075736668	5.077638801	5.20129075
MvSl-1064-A1-R4_A1g00513	MvSl-1064-A1-R4_A1	aMAT	2207283	2207567	5.745293024	0.040505941	0.040505941	0.843382799	1	5.736830541	5.79340151	5.686027073	5.762914893
MvSl-1064-A1-R4_A1g00514	MvSl-1064-A1-R4_A1	aMAT	2082576	2084202	7.231173263	0.146522636	0.146522636	0.605597107	0.992522567	7.601333284	6.925525466	7.491582519	6.718344525
MvSl-1064-A1-R4_A1g00515	MvSl-1064-A1-R4_A1	aMAT	2080392	2081481	5.238846988	0.644442612	0.644442612	0.004985018	0.066715442	5.380032321	5.657789468	4.927860748	4.836446739
MvSl-1064-A1-R4_A1g00516	MvSl-1064-A1-R4_A1	aMAT	2776699	2777667	8.636931802	0.957292257	0.957292257	0.000188891	0.004017602	8.839239246	9.212016669	8.001572163	8.155510196
MvSl-1064-A1-R4_A1g00517	MvSl-1064-A1-R4_A1	aMAT	2791731	2799682	8.467682688	-0.380023667	0.380023667	0.135505828	0.630398987	8.424589731	8.08599453	8.812366149	8.455886861
MvSl-1064-A1-R4_A1g00518	MvSl-1064-A1-R4_A1	aMAT	2816107	2817007	6.397168777	0.229676338	0.229676338	0.263648284	0.834380844	6.312086278	6.67941021	6.16471998	6.383172773
MvSl-1064-A1-R4_A1g00519	MvSl-1064-A1-R4_A1	aMAT	2817417	2818269	7.186019925	0.332005046	0.332005046	0.088300525	0.506281342	7.347579155	7.337468374	7.077921452	6.940270192
MvSl-1064-A1-R4_A1g00520	MvSl-1064-A1-R4_A1	aMAT	2835849	2836868	5.586768995	0.211887065	0.211887065	0.317698465	0.878172903	5.577627633	5.792038409	5.38760565	5.561984275
MvSl-1064-A1-R4_A1g00521	MvSl-1064-A1-R4_A1	aMAT	2851861	2852673	6.044076489	0.295009598	0.295009598	0.255097934	0.822017731	5.788574852	6.49400263	5.634574184	6.106123664
MvSl-1064-A1-R4_A1g00522	MvSl-1064-A1-R4_A1	aMAT	1399296	1400598	1.434799339	4.750731726	4.750731726	3.93E-18	4.15E-16	2.198167305	2.563860945	-2.782444626	-1.237131354
MvSl-1064-A1-R4_A1g00524	MvSl-1064-A1-R4_A1	aMAT	1396587	1398849	-1.515268295	6.439326405	6.439326405	5.10E-06	0.000145259	-0.910900353	-0.458758264	-3.335044318	-3.335044318
MvSl-1064-A1-R4_A1g00525	MvSl-1064-A1-R4_A1	aMAT	1393224	1396199	7.320762029	0.430144751	0.430144751	0.029510891	0.258874719	7.549369349	7.489850233	7.113531598	7.066113247
MvSl-1064-A1-R4_A1g00528	MvSl-1064-A1-R4_A1	aMAT	3164779	3166951	3.082058224	-0.675295828	0.675295828	0.040587281	0.321421598	2.475776472	2.903842902	3.328103255	3.418018448
MvSl-1064-A1-R4_A1g00530	MvSl-1064-A1-R4_A1	aMAT	3145545	3147507	6.900668453	0.011780881	0.011780881	0.949128404	1	6.919518658	6.893469732	6.94017801	6.847892955
MvSl-1064-A1-R4_A1g00532	MvSl-1064-A1-R4_A1	aMAT	3136389	3137566	5.098399008	0.186640495	0.186640495	0.407445352	0.938682761	5.181440155	5.196050264	4.940953582	5.061806788
MvSl-1064-A1-R4_A1g00533	MvSl-1064-A1-R4_A1	aMAT	1356910	1358431	5.989892491	0.116360184	0.116360184	0.553152036	0.984366338	6.002099365	6.090347259	5.930989184	5.930488804
MvSl-1064-A1-R4_A1g00534	MvSl-1064-A1-R4_A1	aMAT	1360313	1362886	7.606926374	0.348880958	0.348880958	0.088173563	0.506254434	7.767778607	7.773966556	7.345382247	7.49506795
MvSl-1064-A1-R4_A1g00541	MvSl-1064-A1-R4_A1	aMAT	1369568	1370214	6.063953725	0.108616348	0.108616348	0.665005228	0.998466238	6.430821351	5.716450127	6.16471998	5.833942605
MvSl-1064-A1-R4_A1g00542	MvSl-1064-A1-R4_A1	aMAT	1378554	1381105	5.745068947	-1.131585465	1.131585465	6.13E-08	2.37E-06	5.131108369	5.009250977	6.223943157	6.177294045
MvSl-1064-A1-R4_A1g00543	MvSl-1064-A1-R4_A1	aMAT	1386919	1387128	7.086017771	-0.049672671	0.049672671	0.813039757	1	7.262714416	6.826473325	7.195936402	7.019876124
MvSl-1064-A1-R4_A1g00544	MvSl-1064-A1-R4_A1	aMAT	1389234	1391759	5.700678517	-0.075144727	0.075144727	0.724201082	1	5.549575826	5.76727976	5.669079188	5.803072334
MvSl-1064-A1-R4_A1g00546	MvSl-1064-A1-R4_A1	aMAT	1790347	1792433	5.358749703	-1.024249922	1.024249922	4.23E-06	0.000121822	4.851874367	4.657627775	5.71171808	5.844476403
MvSl-1064-A1-R4_A1g00568	MvSl-1064-A1-R4_A1	aMAT	925930	927977	5.21289553	-0.293747493	0.293747493	0.212254352	0.767131468	5.172811982	4.934619481	5.515639076	5.166264713
MvSl-1064-A1-R4_A1g00575	MvSl-1064-A1-R4_A1	aMAT	928859	929481	6.486692543	0.42189942	0.42189942	0.031372631	0.269420355	6.813190091	6.538577312	6.287679786	6.233587892
MvSl-1064-A1-R4_A1g00576	MvSl-1064-A1-R4_A1	aMAT	983405	984033	3.905504447	0.161088941	0.161088941	0.609959368	0.995507564	4.262624533	3.639224608	4.025620275	3.58924293
MvSl-1064-A1-R4_A1g00589	MvSl-1064-A1-R4_A1	aMAT	551158	551514	-2.083164107	1.535571472	1.535571472	0.146239943	0.64983544	-1.436085193	-1.964520834	-2.383864905	-2.780505068
MvSl-1064-A1-R4_A1g00591	MvSl-1064-A1-R4_A1	aMAT	552007	553387	3.854553027	4.277694685	4.277694685	1.07E-24	1.47E-22	5.117684354	4.35937403	0.996645048	0.039854671
MvSl-1064-A1-R4_A1g00593	MvSl-1064-A1-R4_A1	aMAT	576253	577851	8.078256052	-0.029756238	0.029756238	0.895134131	1	8.174481475	7.942859631	8.174354175	8.006874986
MvSl-1064-A1-R4_A1g00594	MvSl-1064-A1-R4_A1	aMAT	1098507	1099824	5.040123689	1.841044895	1.841044895	6.89E-13	4.87E-11	5.600326468	5.76727976	4.069996693	3.594799596
MvSl-1064-A1-R4_A1g00624	MvSl-1064-A1-R4_A1	aMAT	907140	907771	6.782187686	0.712835494	0.712835494	0.000108813	0.00248734	7.027546348	7.159689954	6.377896096	6.387981404
MvSl-1064-A1-R4_A1g00626	MvSl-1064-A1-R4_A1	aMAT	2709667	2711246	3.018074738	1.273306919	1.273306919	9.55E-05	0.002198355	3.427037982	3.608578931	2.322395303	2.202992535
MvSl-1064-A1-R4_A1g00628	MvSl-1064-A1-R4_A1	aMAT	1872072	1874749	6.547604694	3.021065918	3.021065918	1.55E-37	3.94E-35	7.129718281	7.594424672	4.21716769	4.499864431
MvSl-1064-A1-R4_A1g00635	MvSl-1064-A1-R4_A1	aMAT	1119790	1125248	4.306646941	1.418724105	1.418724105	4.27E-05	0.001063234	5.003111934	4.678433723	3.888175165	2.782445598
MvSl-1064-A1-R4_A1g00642	MvSl-1064-A1-R4_A1	aMAT	1645733	1648754	6.182733278	-5.090408956	5.090408956	1.07E-96	2.52E-93	2.092339947	2.065040515	7.209073966	7.063109856
MvSl-1064-A1-R4_A1g00644	MvSl-1064-A1-R4_A1	aMAT	1751427	1752854	5.053669576	1.311432661	1.311432661	6.71E-08	2.55E-06	5.43518569	5.685950863	4.395779149	4.10748552
MvSl-1064-A1-R4_A1g00645	MvSl-1064-A1-R4_A1	aMAT	2984367	2986997	6.122238965	0.001520989	0.001520989	0.994025147	1	5.948767249	6.278286376	6.096149802	6.14641073
MvSl-1064-A1-R4_A1g00646	MvSl-1064-A1-R4_A1	aMAT	2916000	2917527	8.038916727	1.510102883	1.510102883	9.56E-10	4.56E-08	8.355027283	8.817846253	6.966559896	7.213802837
MvSl-1064-A1-R4_A1g00647	MvSl-1064-A1-R4_A1	aMAT	741065	742055	7.456594048	0.067607412	0.067607412	0.77913562	1	7.140267868	7.771202038	7.306288544	7.529929464
MvSl-1064-A1-R4_A1g00648	MvSl-1064-A1-R4_A1	aMAT	724341	725782	6.450840974	-0.642197025	0.642197025	0.000648881	0.012192479	6.12236127	6.0657405	6.753044668	6.718344525
MvSl-1064-A1-R4_A1g00668	MvSl-1064-A1-R4_A1	aMAT	1441050	1443387	6.096249034	5.715493373	5.715493373	4.82E-95	9.06E-92	7.032919894	7.106946367	0.996645048	1.724149381
MvSl-1064-A1-R4_A1g00669	MvSl-1064-A1-R4_A1	aMAT	1437496	1440368	5.375644037	0.018162322	0.018162322	0.932672673	1	5.34013076	5.427866784	5.338978666	5.393677738
MvSl-1064-A1-R4_A1g00693	MvSl-1064-A1-R4_A1	aMAT	1637608	1638887	7.268704782	0.017540973	0.017540973	0.928503846	1	7.297856919	7.256761087	7.304179119	7.214254154
MvSl-1064-A1-R4_A1g00694	MvSl-1064-A1-R4_A1	aMAT	1614331	1618375	7.321192668	-0.193349609	0.193349609	0.329852542	0.889598907	7.199342296	7.242859753	7.35356512	7.472985262
MvSl-1064-A1-R4_A1g00718	MvSl-1064-A1-R4_A1	aMAT	646353	651020	5.254557131	-1.040011868	1.040011868	4.68E-05	0.001156199	4.459921635	4.805465863	5.414450418	5.904995569
MvSl-1064-A1-R4_A1g00726	MvSl-1064-A1-R4_A1	aMAT	578151	581054	7.489868015	0.327900441	0.327900441	0.119304257	0.597435613	7.474114668	7.796913757	7.247344661	7.383119161
MvSl-1064-A1-R4_A1g00745	MvSl-1064-A1-R4_A1	aMAT	1111101	1112366	5.822947075	-1.861862622	1.861862622	4.17E-17	4.31E-15	4.730717858	4.482789042	6.574832982	6.356434931
MvSl-1064-A1-R4_A1g00749	MvSl-1064-A1-R4_A1	aMAT	1108286	1110870	6.576432491	0.439226838	0.439226838	0.200139009	0.752122397	7.120774191	6.33180026	6.818354123	5.621721176
MvSl-1064-A1-R4_A1g00750	MvSl-1064-A1-R4_A1	aMAT	1060653	1061300	6.073590307	-0.009752576	0.009752576	0.961524869	1	6.195530841	5.929803255	6.139386546	6.014772771
MvSl-1064-A1-R4_A1g00751	MvSl-1064-A1-R4_A1	aMAT	1054963	1057437	8.100848133	0.331853228	0.331853228	0.135561751	0.630398987	8.306798316	8.206001926	7.995571408	7.851920385
MvSl-1064-A1-R4_A1g00752	MvSl-1064-A1-R4_A1	aMAT	1010063	1012204	3.547833713	5.76265012	5.76265012	3.89E-42	1.26E-39	4.445666762	4.605813521	-0.612421849	-1.404421636
MvSl-1064-A1-R4_A1g00756	MvSl-1064-A1-R4_A1	aMAT	998707	1000561	0.581286075	-0.183635182	0.183635182	0.680094124	0.998466238	0.590299044	0.382670668	0.81893504	0.484990225
MvSl-1064-A1-R4_A1g00757	MvSl-1064-A1-R4_A1	aMAT	985209	987129	1.438531513	0.043814515	0.043814515	0.919320169	1	0.95480445	1.830230979	1.677106989	1.099435674
MvSl-1064-A1-R4_A1g00763	MvSl-1064-A1-R4_A1	aMAT	1144687	1148015	0.591026515	4.03446275	4.03446275	3.12E-10	1.63E-08	1.896637675	0.988882281	-1.408909039	-2.780505068
MvSl-1064-A1-R4_A1g00772	MvSl-1064-A1-R4_A1	aMAT	468377	470856	3.838028104	0.451319637	0.451319637	0.205757795	0.758969173	3.525203159	4.427677154	3.253103134	3.876081255
MvSl-1064-A1-R4_A1g00778	MvSl-1064-A1-R4_A1	aMAT	742628	743237	4.851693916	-0.385806639	0.385806639	0.146516022	0.650221079	4.928192951	4.295392943	5.008843406	5.051740968
MvSl-1064-A1-R4_A1g00779	MvSl-1064-A1-R4_A1	aMAT	782234	783980	7.796605327	-0.673598329	0.673598329	0.001244896	0.021035602	7.429087139	7.412569004	8.114460626	8.073561261
MvSl-1064-A1-R4_A1g00794	MvSl-1064-A1-R4_A1	aMAT	3092860	3095963	5.315966812	-0.022863434	0.022863434	0.917888803	1	5.262966274	5.344773802	5.224070433	5.42364842
MvSl-1064-A1-R4_A1g00800	MvSl-1064-A1-R4_A1	aMAT	545893	546933	6.728929031	0.138852237	0.138852237	0.472093743	0.968298975	6.637774876	6.939752172	6.593608899	6.719616668
MvSl-1064-A1-R4_A1g00801	MvSl-1064-A1-R4_A1	aMAT	547576	548488	3.693577793	0.035790834	0.035790834	0.91253318	1	3.375331387	3.982950408	3.411988528	3.898720499
MvSl-1064-A1-R4_A1g00824	MvSl-1064-A1-R4_A1	aMAT	924447	925599	-0.790725716	7.355094103	7.355094103	6.45E-09	2.82E-07	-0.317737961	0.494165674	-3.335044318	-3.335044318
MvSl-1064-A1-R4_A1g00832	MvSl-1064-A1-R4_A1	aMAT	3195577	3196417	7.417258961	-0.089109335	0.089109335	0.651532552	0.998466238	7.390072311	7.353728757	7.450973824	7.471098219
MvSl-1064-A1-R4_A1g00835	MvSl-1064-A1-R4_A1	aMAT	1769429	1769832	-3.335044318	0	0	1	1	-3.335044318	-3.335044318	-3.335044318	-3.335044318
MvSl-1064-A1-R4_A1g00840	MvSl-1064-A1-R4_A1	aMAT	3189050	3195319	6.686999359	-0.265887854	0.265887854	0.154097796	0.664409728	6.504874766	6.589682823	6.721145298	6.900440698
MvSl-1064-A1-R4_A1g00842	MvSl-1064-A1-R4_A1	aMAT	1526188	1527713	6.471062898	0.323749272	0.323749272	0.132601901	0.627239202	6.484101658	6.751312119	6.063598475	6.504004216
MvSl-1064-A1-R4_A1g00843	MvSl-1064-A1-R4_A1	aMAT	1539659	1541133	3.443947521	0.545498416	0.545498416	0.068907713	0.439503032	3.654777503	3.727439259	3.151637867	3.150128182
MvSl-1064-A1-R4_A1g00844	MvSl-1064-A1-R4_A1	aMAT	1569616	1570333	-0.588618127	2.843472327	2.843472327	6.31E-05	0.001508151	0.026737648	0.323516086	-2.782444626	-1.593686272
MvSl-1064-A1-R4_A1g00845	MvSl-1064-A1-R4_A1	aMAT	1786241	1788119	5.95763661	-0.036634169	0.036634169	0.862337212	1	6.057050718	5.811005611	6.112636344	5.824514221
MvSl-1064-A1-R4_A1g00853	MvSl-1064-A1-R4_A1	aMAT	1834558	1837865	6.967902429	1.491570645	1.491570645	2.86E-15	2.44E-13	7.502797147	7.555188344	6.015931664	6.061672807
MvSl-1064-A1-R4_A1g00854	MvSl-1064-A1-R4_A1	aMAT	1796095	1800988	7.249531432	-0.747355877	0.747355877	0.000347693	0.006979855	7.004026889	6.627622308	7.558947083	7.590632906
MvSl-1064-A1-R4_A1g00869	MvSl-1064-A1-R4_A1	aMAT	790625	795162	9.315960845	0.7843565	0.7843565	0.013208982	0.142970487	9.263540559	9.963389819	8.673498603	9.045159884
MvSl-1064-A1-R4_A1g00911	MvSl-1064-A1-R4_A1	aMAT	3089488	3092080	6.749631325	0.245742981	0.245742981	0.264193878	0.834600364	6.659553792	7.048780905	6.369043414	6.836798092
MvSl-1064-A1-R4_A1g00912	MvSl-1064-A1-R4_A1	aMAT	3075092	3075729	5.477249284	0.207785665	0.207785665	0.372982671	0.918372233	5.39494727	5.739262445	5.184251577	5.534779923
MvSl-1064-A1-R4_A1g00913	MvSl-1064-A1-R4_A1	aMAT	3038018	3044084	5.042134958	0.561395606	0.561395606	0.016869764	0.170420893	5.396800843	5.187781368	4.832724825	4.632747585
MvSl-1064-A1-R4_A1g00920	MvSl-1064-A1-R4_A1	aMAT	3044289	3046699	3.648564807	0.982783573	0.982783573	0.011246874	0.127000453	4.3027207	3.766830089	3.549410794	2.393574039
MvSl-1064-A1-R4_A1g00921	MvSl-1064-A1-R4_A1	aMAT	3068865	3070179	7.359756083	-0.14083828	0.14083828	0.479050933	0.9707829	7.200403947	7.369807912	7.453640796	7.402655026
MvSl-1064-A1-R4_A1g00923	MvSl-1064-A1-R4_A1	aMAT	3070504	3073816	4.206036858	-1.06545679	1.06545679	0.000147627	0.00322549	3.801919553	3.314096941	4.702960825	4.569247372
MvSl-1064-A1-R4_A1g00929	MvSl-1064-A1-R4_A1	aMAT	3137879	3139458	1.270672694	-1.848469323	1.848469323	7.71E-05	0.00180187	0.304610308	-0.093697362	2.254100662	1.356549792
MvSl-1064-A1-R4_A1g00957	MvSl-1064-A1-R4_A1	aMAT	1991175	1993509	5.071909268	-0.386756506	0.386756506	0.095176935	0.527129481	4.849169305	4.881776079	5.118547367	5.372806759
MvSl-1064-A1-R4_A1g00958	MvSl-1064-A1-R4_A1	aMAT	1995562	1995873	6.866457145	0.565808466	0.565808466	0.002888168	0.042866248	7.039460497	7.199819633	6.462044712	6.645252421
MvSl-1064-A1-R4_A1g00960	MvSl-1064-A1-R4_A1	aMAT	2004135	2004905	7.577756091	0.339030758	0.339030758	0.161870696	0.681350891	7.939420163	7.502406799	7.625672916	7.128739763
MvSl-1064-A1-R4_A1g00968	MvSl-1064-A1-R4_A1	aMAT	2054540	2055464	5.56820607	-0.263975514	0.263975514	0.217156282	0.77431196	5.56943357	5.276232649	5.692492842	5.694691655
MvSl-1064-A1-R4_A1g00970	MvSl-1064-A1-R4_A1	aMAT	2512310	2513349	6.921356849	-0.870455666	0.870455666	9.58E-06	0.000264062	6.251916462	6.573112564	7.305023259	7.277380932
MvSl-1064-A1-R4_A1g00972	MvSl-1064-A1-R4_A1	aMAT	2516666	2518918	6.223179507	1.786625672	1.786625672	2.49E-16	2.34E-14	6.607681869	7.068618762	5.061744296	5.083707444
MvSl-1064-A1-R4_A1g00977	MvSl-1064-A1-R4_A1	aMAT	3035765	3037588	5.593873706	3.10397774	3.10397774	1.38E-42	4.79E-40	6.500571632	6.36975856	3.341330431	3.347357513
MvSl-1064-A1-R4_A1g00997	MvSl-1064-A1-R4_A1	aMAT	1970332	1974462	5.908618298	3.514346878	3.514346878	1.54E-54	9.06E-52	6.733290647	6.842364443	3.37387734	3.194720469
MvSl-1064-A1-R4_A1g00998	MvSl-1064-A1-R4_A1	aMAT	1984288	1990725	4.671964045	-0.371360293	0.371360293	0.155844306	0.669176077	4.3027207	4.627374636	4.621273434	5.03752978
MvSl-1064-A1-R4_A1g01007	MvSl-1064-A1-R4_A1	aMAT	1400757	1402594	6.338471303	-1.897284829	1.897284829	4.22E-18	4.41E-16	5.26499729	4.912208891	7.152979967	6.814349067
MvSl-1064-A1-R4_A1g01017	MvSl-1064-A1-R4_A1	aMAT	2255626	2255952	6.958818273	0.277935633	0.277935633	0.14802114	0.653198032	7.055390098	7.12600548	6.938547012	6.676377112
MvSl-1064-A1-R4_A1g01021	MvSl-1064-A1-R4_A1	aMAT	1578575	1582088	0.486001726	-4.423909469	4.423909469	8.23E-11	4.72E-09	-2.706608466	-1.964520834	1.677106989	0.862025425
MvSl-1064-A1-R4_A1g01022	MvSl-1064-A1-R4_A1	aMAT	1588797	1592442	-3.16577448	-2.245037367	2.245037367	0.274232109	0.839992727	-3.335044318	-3.335044318	-2.782444626	-3.335044318
MvSl-1064-A1-R4_A1g01049	MvSl-1064-A1-R4_A1	aMAT	1304949	1306659	6.086667642	-1.093767839	1.093767839	6.19E-08	2.38E-06	5.561192701	5.305188208	6.560058657	6.501048075
MvSl-1064-A1-R4_A1g01135	MvSl-1064-A1-R4_A1	aMAT	1112670	1116562	5.725120261	-0.912715835	0.912715835	1.68E-05	0.000449391	5.099589128	5.289817595	6.091264745	6.126407819
MvSl-1064-A1-R4_A1g01137	MvSl-1064-A1-R4_A1	aMAT	1213232	1215281	6.16343032	0.596506698	0.596506698	0.001868804	0.029311206	6.436238805	6.426205303	5.872967543	5.79705926
MvSl-1064-A1-R4_A1g01138	MvSl-1064-A1-R4_A1	aMAT	430224	432154	5.384905236	-2.265905372	2.265905372	2.56E-20	3.00E-18	3.685431006	3.997216179	6.258344177	5.94143384
MvSl-1064-A1-R4_A1g01154	MvSl-1064-A1-R4_A1	aMAT	1217849	1218338	7.322130089	0.073606404	0.073606404	0.717762059	1	7.299839438	7.414784859	7.163257804	7.397100292
MvSl-1064-A1-R4_A1g01159	MvSl-1064-A1-R4_A1	aMAT	1257109	1257735	7.031739462	-0.353800446	0.353800446	0.064743053	0.424341367	6.765209469	6.918671475	7.108705142	7.28126305
MvSl-1064-A1-R4_A1g01160	MvSl-1064-A1-R4_A1	aMAT	1274366	1278155	7.219753768	-0.295073042	0.295073042	0.132280304	0.627134675	7.115718665	7.011785096	7.310077752	7.407399264
