gida1	part8	youngold	genea10k	up5k	upk10	upk15	upk20	down5k	down10k	down15k	down20k	DE	DE2	haploid 
MvSl-1064-A1-R4_MC03g05077	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g01829	Auto	Auto	1	0	0	0	0	0	1	2	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g02007	Auto	Auto	2	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_A1g00854	Purple	OldStrata	0	0	2	2	2	2	0	4	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC11g10213	Auto	Auto	3	0	0	0	0	0	2	1	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC12g11020	Auto	Auto	0	0	0	0	2	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC04-1g05942	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC16g12190	Auto	Auto	3	2	0	0	0	4	2	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_A1g01376	Black	OldStrata	0	1	2	0	0	1	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC13g11692	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC09-2g09089	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC03g05112	Auto	Auto	0	3	5	0	0	0	0	0	5	Up	LessTE	A1
MvSl-1064-A1-R4_MC05-2g06373	Auto	Auto	0	5	3	0	0	1	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC10-2g10037	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC05-3g06538	Auto	Auto	2	1	1	0	0	1	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC07g07612	Auto	Auto	0	0	2	5	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g01992	Auto	Auto	1	0	0	0	0	2	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g02763	Auto	Auto	0	0	4	5	4	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC03g04650	Auto	Auto	0	0	0	0	0	0	0	2	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC10-1g09726	Auto	Auto	0	0	0	0	0	0	2	4	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC08g08472	Auto	Auto	0	0	0	0	0	2	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g03229	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC13g11462	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC06g06943	Auto	Auto	0	0	1	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_A1g00073	bPAR	bPAR	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-2g03117	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g02853	Auto	Auto	0	0	0	3	1	0	0	1	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC11g10656	Auto	Auto	0	1	0	1	0	1	5	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC03g04423	Auto	Auto	0	0	0	0	0	1	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC06g06929	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_A1g01375	Black	OldStrata	0	2	1	0	0	0	1	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC11g10239	Auto	Auto	0	0	1	1	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g03617	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC10-2g10050	Auto	Auto	0	0	0	0	0	0	0	0	1	Up	LessTE	A1
MvSl-1064-A1-R4_MC05-2g06342	Auto	Auto	4	4	0	4	2	1	1	1	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC03g04777	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g02186	Auto	Auto	1	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC06g07527	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC14g11775	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g03493	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_A1g00970	Black	OldStrata	0	1	1	1	2	2	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g01740	Auto	Auto	0	0	0	0	0	1	0	0	1	Up	LessTE	A1
MvSl-1064-A1-R4_MC10-2g10116	Auto	Auto	0	0	0	0	2	1	0	1	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC13g11584	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g03915	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_A1g00350	Black	OldStrata	0	0	0	0	0	0	4	1	4	Up	LessTE	A1
MvSl-1064-A1-R4_MC07g07981	Auto	Auto	0	0	0	0	0	1	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g04208	Auto	Auto	0	1	3	0	0	0	0	0	2	Up	LessTE	A1
MvSl-1064-A1-R4_MC06g06910	Auto	Auto	1	2	1	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC11g10721	Auto	Auto	0	0	1	0	0	0	0	0	1	Up	LessTE	A1
MvSl-1064-A1-R4_MC10-2g10108	Auto	Auto	0	0	0	0	0	0	2	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_A1g01135	Black	OldStrata	0	0	0	1	0	0	0	1	3	Up	LessTE	A1
MvSl-1064-A1-R4_MC10-2g09942	Auto	Auto	1	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g02509	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC09-2g09143	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC04-1g06022	Auto	Auto	3	0	0	1	4	1	1	2	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC03g04730	Auto	Auto	2	2	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC03g04791	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g02764	Auto	Auto	0	0	0	8	1	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC12g10912	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC11g10558	Auto	Auto	1	3	0	0	0	1	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC03g05244	Auto	Auto	2	1	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC10-1g09729	Auto	Auto	0	0	0	0	0	0	2	4	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC14g11916	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC05-1g06215	Auto	Auto	0	4	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC04-1g05378	Auto	Auto	1	2	0	6	0	1	2	2	2	Up	LessTE	A1
MvSl-1064-A1-R4_MC04-1g05677	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC12g10792	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g02744	Auto	Auto	0	0	0	0	2	0	0	2	4	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g03288	Auto	Auto	7	1	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC04-1g05308	Auto	Auto	0	0	1	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g03205	Auto	Auto	0	0	0	0	0	0	0	0	1	Up	LessTE	A1
MvSl-1064-A1-R4_A1g01049	Centro	Centro	0	4	1	2	1	2	1	1	1	Up	LessTE	A1
MvSl-1064-A1-R4_MC07g07983	Auto	Auto	1	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC05-1g06125	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g02873	Auto	Auto	2	4	0	0	1	0	1	0	2	Up	LessTE	A1
MvSl-1064-A1-R4_MC10-2g10100	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC11g10369	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC04-1g05592	Auto	Auto	0	2	2	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g02353	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC13g11307	Auto	Auto	4	0	0	0	0	1	2	3	1	Up	LessTE	A1
MvSl-1064-A1-R4_MC06g06875	Auto	Auto	0	0	2	0	10	6	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC12g11005	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC09-2g09545	Auto	Auto	1	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC05-2g06375	Auto	Auto	1	0	5	3	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g02382	Auto	Auto	1	0	0	0	0	0	0	1	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC15g12147	Auto	Auto	2	1	0	0	6	3	0	0	1	Up	LessTE	A1
MvSl-1064-A1-R4_MC08g08762	Auto	Auto	0	0	0	2	1	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC08g08498	Auto	Auto	0	0	0	0	0	0	1	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC10-1g09809	Auto	Auto	0	0	0	0	0	0	4	0	2	Up	LessTE	A1
MvSl-1064-A1-R4_A1g00718	Black	OldStrata	0	3	0	3	0	0	6	2	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC03g04831	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC09-2g09506	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC05-2g06306	Auto	Auto	4	2	1	1	5	0	0	1	1	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g02686	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g02046	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC10-2g09962	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC14g11772	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC07g08078	Auto	Auto	0	3	0	0	0	1	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g03352	Auto	Auto	1	0	3	0	0	0	2	1	1	Up	LessTE	A1
MvSl-1064-A1-R4_MC10-2g09980	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_A1g01347	Black	OldStrata	0	0	2	2	22	0	1	1	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g03373	Auto	Auto	0	2	2	1	4	3	2	2	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC11g10626	Auto	Auto	1	1	1	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_A1g00923	Black	OldStrata	0	0	0	0	2	0	1	4	2	Up	LessTE	A1
MvSl-1064-A1-R4_MC10-2g10125	Auto	Auto	1	0	1	0	0	0	0	2	1	Up	LessTE	A1
MvSl-1064-A1-R4_MC13g11325	Auto	Auto	0	1	0	4	0	1	1	2	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g03872	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC07g07960	Auto	Auto	0	0	0	0	0	1	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_A1g00542	Black	OldStrata	0	0	0	0	0	0	0	1	2	Up	LessTE	A1
MvSl-1064-A1-R4_A1g01288	Black	OldStrata	0	0	1	0	3	0	0	0	1	Up	LessTE	A1
MvSl-1064-A1-R4_MC11g10624	Auto	Auto	2	0	0	0	5	1	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC07g07592	Auto	Auto	0	1	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC10-1g09732	Auto	Auto	0	2	0	0	0	4	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g04224	Auto	Auto	0	0	2	1	1	0	2	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g03482	Auto	Auto	0	2	0	3	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_A1g01432	Blue	OldStrata	0	0	4	4	2	0	0	1	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC12g10896	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g02725	Auto	Auto	0	0	0	0	0	1	0	0	2	Up	LessTE	A1
MvSl-1064-A1-R4_MC11g10390	Auto	Auto	0	0	0	1	1	0	0	0	2	Up	LessTE	A1
MvSl-1064-A1-R4_MC07g08235	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC03g04931	Auto	Auto	2	0	0	0	0	0	1	2	2	Up	LessTE	A1
MvSl-1064-A1-R4_MC10-1g09796	Auto	Auto	0	1	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC04-1g05411	Auto	Auto	5	4	5	4	4	3	3	2	4	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-2g03005	Auto	Auto	0	0	1	3	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC13g11333	Auto	Auto	2	1	0	1	1	0	1	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC04-1g06041	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC04-1g05382	Auto	Auto	2	1	1	2	0	2	2	1	4	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g03359	Auto	Auto	2	2	1	0	0	2	1	1	3	Up	LessTE	A1
MvSl-1064-A1-R4_MC10-2g09889	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC06g07191	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g03922	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC08g08310	Auto	Auto	0	0	0	3	0	0	3	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC04-1g05546	Auto	Auto	0	1	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC11g10351	Auto	Auto	0	0	3	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g02511	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-2g02987	Auto	Auto	1	0	0	0	0	1	1	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC09-2g09380	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC13g11416	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g04109	Auto	Auto	0	0	0	0	0	0	3	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC09-2g09490	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC12g11242	Auto	Auto	2	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC14g11964	Auto	Auto	0	1	0	0	0	3	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC11g10592	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC05-3g06566	Auto	Auto	2	1	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC12g11142	Auto	Auto	2	4	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g04206	Auto	Auto	0	3	0	0	2	1	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_A1g00106	Black	OldStrata	0	0	1	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g02327	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC04-1g05801	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC06g07471	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g02422	Auto	Auto	0	0	6	5	1	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g02352	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC13g11418	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g03772	Auto	Auto	0	0	1	1	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-2g03070	Auto	Auto	5	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC09-2g08965	Auto	Auto	2	0	0	0	0	0	2	1	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC12g10779	Auto	Auto	1	2	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC03g05222	Auto	Auto	0	0	0	0	1	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g03606	Auto	Auto	1	0	0	0	0	4	1	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC14g11747	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC06g07033	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC05-2g06418	Auto	Auto	0	0	0	0	0	0	0	0	4	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g02440	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC07g07835	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC06g07078	Auto	Auto	3	1	5	1	2	5	1	2	3	Up	LessTE	A1
MvSl-1064-A1-R4_A1g00118	Black	OldStrata	0	0	0	0	0	1	1	5	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC07g08076	Auto	Auto	3	0	0	0	0	1	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC07g07851	Auto	Auto	0	0	0	0	0	1	1	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC10-1g09833	Auto	Auto	4	1	2	2	3	3	1	2	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC14g11969	Auto	Auto	0	2	1	0	1	0	0	0	2	Up	LessTE	A1
MvSl-1064-A1-R4_MC09-2g09466	Auto	Auto	2	0	0	0	0	1	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC07g07754	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC11g10384	Auto	Auto	2	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_A1g00230	Purple	OldStrata	0	1	0	0	1	1	4	0	3	Up	LessTE	A1
MvSl-1064-A1-R4_MC15g12018	Auto	Auto	0	2	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC04-1g06004	Auto	Auto	0	0	0	0	0	0	0	2	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g03584	Auto	Auto	0	0	0	5	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_A1g00481	Black	OldStrata	0	0	0	4	0	2	2	4	5	Up	LessTE	A1
MvSl-1064-A1-R4_MC03g05187	Auto	Auto	1	0	0	5	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC03g05233	Auto	Auto	1	0	0	0	0	0	0	0	3	Up	LessTE	A1
MvSl-1064-A1-R4_A1g01290	Black	OldStrata	0	0	0	1	2	0	0	0	2	Up	LessTE	A1
MvSl-1064-A1-R4_MC11g10248	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC05-2g06338	Auto	Auto	8	4	0	3	0	0	1	0	1	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g03297	Auto	Auto	0	0	0	0	2	8	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC07g08249	Auto	Auto	0	0	2	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC16g12187	Auto	Auto	2	0	0	0	4	3	4	2	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC11g10508	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC03g05094	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g02398	Auto	Auto	0	0	0	1	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC14g11979	Auto	Auto	2	0	0	0	0	0	5	3	0	Up	LessTE	A1
MvSl-1064-A1-R4_A1g00246	Black	OldStrata	0	0	3	4	1	2	1	0	4	Up	LessTE	A1
MvSl-1064-A1-R4_MC03g04792	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC09-2g09478	Auto	Auto	0	0	0	0	3	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC11g10255	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC05-2g06312	Auto	Auto	4	0	0	1	2	1	0	2	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC05-1g06264	Auto	Auto	1	3	0	0	3	2	1	2	6	Up	LessTE	A1
MvSl-1064-A1-R4_MC15g12135	Auto	Auto	1	0	0	0	0	6	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC05-2g06305	Auto	Auto	2	2	5	0	0	1	3	0	1	Up	LessTE	A1
MvSl-1064-A1-R4_MC07g07963	Auto	Auto	0	0	0	0	0	1	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC11g10204	Auto	Auto	0	2	0	0	0	0	0	0	3	Up	LessTE	A1
MvSl-1064-A1-R4_MC11g10629	Auto	Auto	0	0	2	1	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC03g05014	Auto	Auto	0	0	0	0	0	8	0	2	4	Up	LessTE	A1
MvSl-1064-A1-R4_MC11g10654	Auto	Auto	0	1	1	0	1	0	0	3	3	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g01722	Auto	Auto	2	0	0	0	0	1	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC12g11112	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC03g05037	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC11g10554	Auto	Auto	1	0	0	0	0	3	1	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g02419	Auto	Auto	6	4	2	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC03g05016	Auto	Auto	8	0	0	0	0	0	2	4	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC15g12050	Auto	Auto	2	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC03g04565	Auto	Auto	3	0	0	0	3	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g03274	Auto	Auto	0	0	0	0	2	0	0	0	3	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-2g02970	Auto	Auto	0	0	0	3	0	1	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC08g08368	Auto	Auto	1	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC03g05149	Auto	Auto	1	0	0	2	1	0	0	0	2	Up	LessTE	A1
MvSl-1064-A1-R4_MC11g10177	Auto	Auto	3	1	0	0	0	1	1	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g03495	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g02843	Auto	Auto	1	3	1	0	1	3	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g02022	Auto	Auto	0	0	0	0	0	0	3	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC03g04822	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g01777	Auto	Auto	3	1	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g03808	Auto	Auto	0	2	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC04-1g05376	Auto	Auto	2	6	0	0	0	2	0	2	2	Up	LessTE	A1
MvSl-1064-A1-R4_MC06g06907	Auto	Auto	2	1	0	0	2	1	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC07g08153	Auto	Auto	0	1	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g02736	Auto	Auto	0	0	1	0	0	2	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC09-2g08943	Auto	Auto	3	0	0	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC04-1g05907	Auto	Auto	0	1	2	0	2	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC02g03394	Auto	Auto	2	0	0	0	0	4	2	1	4	Up	LessTE	A1
MvSl-1064-A1-R4_MC01-1g01975	Auto	Auto	0	0	0	0	0	2	1	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_A1g00929	Black	OldStrata	1	0	0	0	0	2	4	0	1	Up	LessTE	A1
MvSl-1064-A1-R4_MC11g10627	Auto	Auto	0	2	1	0	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC03g04585	Auto	Auto	0	0	0	0	0	0	0	1	1	Up	LessTE	A1
MvSl-1064-A1-R4_MC14g11984	Auto	Auto	2	0	0	0	0	5	3	1	0	Up	LessTE	A1
MvSl-1064-A1-R4_A1g00745	Black	OldStrata	3	1	0	2	0	0	0	0	0	Up	LessTE	A1
MvSl-1064-A1-R4_MC03g05099	Auto	Auto	0	0	0	0	0	0	0	0	0	Up	LessTE	A1
