gene genename chr start end gene_size
MvSl-1064-A2-R4_MC06-2g07374 MvSl-1064-A1-R4_A2 MAT 227387 228091 705
MvSl-1064-A2-R4_MC06-2g07375 MvSl-1064-A1-R4_A2 MAT 228137 229081 945
MvSl-1064-A2-R4_MC06-2g07376 MvSl-1064-A1-R4_A2 MAT 229161 233255 4095
MvSl-1064-A2-R4_MC06-2g07377 MvSl-1064-A1-R4_A2 MAT 233324 235783 2460
MvSl-1064-A2-R4_MC06-2g07378 MvSl-1064-A1-R4_A2 MAT 236446 237318 873
MvSl-1064-A2-R4_MC06-2g07379 MvSl-1064-A1-R4_A2 MAT 237978 238339 362
MvSl-1064-A2-R4_MC06-2g07380 MvSl-1064-A1-R4_A2 MAT 238456 238926 471
MvSl-1064-A2-R4_MC06-2g07381 MvSl-1064-A1-R4_A2 MAT 239003 239771 769
MvSl-1064-A2-R4_MC06-2g07382 MvSl-1064-A1-R4_A2 MAT 239932 240193 262
MvSl-1064-A2-R4_MC06-2g07383 MvSl-1064-A1-R4_A2 MAT 240975 246996 6022
MvSl-1064-A2-R4_MC06-2g07384 MvSl-1064-A1-R4_A2 MAT 247454 250977 3524
MvSl-1064-A2-R4_MC06-2g07385 MvSl-1064-A1-R4_A2 MAT 251072 253526 2455
MvSl-1064-A2-R4_MC06-2g07386 MvSl-1064-A1-R4_A2 MAT 253832 256026 2195
MvSl-1064-A2-R4_MC06-2g07387 MvSl-1064-A1-R4_A2 MAT 256763 257931 1169
MvSl-1064-A2-R4_MC06-2g07388 MvSl-1064-A1-R4_A2 MAT 259439 259595 157
MvSl-1064-A2-R4_MC06-2g07389 MvSl-1064-A1-R4_A2 MAT 261068 261760 693
MvSl-1064-A2-R4_MC06-2g07390 MvSl-1064-A1-R4_A2 MAT 262356 262710 355
MvSl-1064-A2-R4_MC06-2g07391 MvSl-1064-A1-R4_A2 MAT 262936 268656 5721
MvSl-1064-A2-R4_MC06-2g07392 MvSl-1064-A1-R4_A2 MAT 269265 269868 604
MvSl-1064-A2-R4_MC06-2g07393 MvSl-1064-A1-R4_A2 MAT 270070 271844 1775
MvSl-1064-A2-R4_MC06-2g07394 MvSl-1064-A1-R4_A2 MAT 272342 272719 378
MvSl-1064-A2-R4_MC06-2g07395 MvSl-1064-A1-R4_A2 MAT 272843 274808 1966
MvSl-1064-A2-R4_MC06-2g07396 MvSl-1064-A1-R4_A2 MAT 275089 276457 1369
MvSl-1064-A2-R4_MC06-2g07397 MvSl-1064-A1-R4_A2 MAT 277245 278415 1171
MvSl-1064-A2-R4_MC06-2g07398 MvSl-1064-A1-R4_A2 MAT 278632 282420 3789
MvSl-1064-A2-R4_MC06-2g07399 MvSl-1064-A1-R4_A2 MAT 283594 285138 1545
MvSl-1064-A2-R4_MC06-2g07400 MvSl-1064-A1-R4_A2 MAT 285288 285473 186
MvSl-1064-A2-R4_MC06-2g07401 MvSl-1064-A1-R4_A2 MAT 286714 288239 1526
MvSl-1064-A2-R4_MC06-2g07402 MvSl-1064-A1-R4_A2 MAT 288938 291130 2193
MvSl-1064-A2-R4_MC06-2g07403 MvSl-1064-A1-R4_A2 MAT 291525 293782 2258
MvSl-1064-A2-R4_MC06-2g07404 MvSl-1064-A1-R4_A2 MAT 294016 296005 1990
MvSl-1064-A2-R4_MC06-2g07405 MvSl-1064-A1-R4_A2 MAT 296680 298556 1877
MvSl-1064-A2-R4_MC06-2g07406 MvSl-1064-A1-R4_A2 MAT 298978 299158 181
MvSl-1064-A2-R4_MC06-2g07407 MvSl-1064-A1-R4_A2 MAT 300118 300994 877
MvSl-1064-A2-R4_MC06-2g07408 MvSl-1064-A1-R4_A2 MAT 302313 302577 265
MvSl-1064-A2-R4_MC06-2g07409 MvSl-1064-A1-R4_A2 MAT 302722 303919 1198
MvSl-1064-A2-R4_MC06-2g07410 MvSl-1064-A1-R4_A2 MAT 304024 306282 2259
MvSl-1064-A2-R4_MC06-2g07411 MvSl-1064-A1-R4_A2 MAT 307152 307616 465
MvSl-1064-A2-R4_MC06-2g07412 MvSl-1064-A1-R4_A2 MAT 307695 310438 2744
MvSl-1064-A2-R4_MC06-2g07413 MvSl-1064-A1-R4_A2 MAT 311386 311899 514
MvSl-1064-A2-R4_MC06-2g07414 MvSl-1064-A1-R4_A2 MAT 312078 317106 5029
MvSl-1064-A2-R4_MC06-2g07415 MvSl-1064-A1-R4_A2 MAT 317424 318611 1188
MvSl-1064-A2-R4_MC06-2g07416 MvSl-1064-A1-R4_A2 MAT 319269 319634 366
MvSl-1064-A2-R4_MC06-2g07417 MvSl-1064-A1-R4_A2 MAT 320199 325057 4859
MvSl-1064-A2-R4_MC06-2g07418 MvSl-1064-A1-R4_A2 MAT 325409 325561 153
MvSl-1064-A2-R4_MC06-2g07419 MvSl-1064-A1-R4_A2 MAT 326938 327386 449
MvSl-1064-A2-R4_MC06-2g07420 MvSl-1064-A1-R4_A2 MAT 328281 331438 3158
MvSl-1064-A2-R4_MC06-2g07421 MvSl-1064-A1-R4_A2 MAT 332381 332968 588
MvSl-1064-A2-R4_MC06-2g07422 MvSl-1064-A1-R4_A2 MAT 333390 334761 1372
MvSl-1064-A2-R4_MC06-2g07423 MvSl-1064-A1-R4_A2 MAT 335359 336927 1569
MvSl-1064-A2-R4_MC06-2g07424 MvSl-1064-A1-R4_A2 MAT 337145 339502 2358
MvSl-1064-A2-R4_MC06-2g07425 MvSl-1064-A1-R4_A2 MAT 340756 346087 5332
MvSl-1064-A2-R4_MC06-2g07426 MvSl-1064-A1-R4_A2 MAT 346221 347674 1454
MvSl-1064-A2-R4_MC06-2g07427 MvSl-1064-A1-R4_A2 MAT 348079 350822 2744
MvSl-1064-A2-R4_MC06-2g07428 MvSl-1064-A1-R4_A2 MAT 352291 352784 494
MvSl-1064-A2-R4_MC06-2g07429 MvSl-1064-A1-R4_A2 MAT 353013 358712 5700
MvSl-1064-A2-R4_MC06-2g07430 MvSl-1064-A1-R4_A2 MAT 359422 359598 177
MvSl-1064-A2-R4_MC06-2g07431 MvSl-1064-A1-R4_A2 MAT 360229 362152 1924
MvSl-1064-A2-R4_MC06-2g07432 MvSl-1064-A1-R4_A2 MAT 362702 365225 2524
MvSl-1064-A2-R4_MC06-2g07433 MvSl-1064-A1-R4_A2 MAT 366252 367973 1722
MvSl-1064-A2-R4_MC06-2g07434 MvSl-1064-A1-R4_A2 MAT 368201 368944 744
MvSl-1064-A2-R4_MC06-2g07435 MvSl-1064-A1-R4_A2 MAT 369814 373864 4051
MvSl-1064-A2-R4_MC06-2g07436 MvSl-1064-A1-R4_A2 MAT 374353 375234 882
MvSl-1064-A2-R4_MC06-2g07437 MvSl-1064-A1-R4_A2 MAT 375318 376683 1366
MvSl-1064-A2-R4_MC06-2g07438 MvSl-1064-A1-R4_A2 MAT 377817 383326 5510
MvSl-1064-A2-R4_MC06-2g07439 MvSl-1064-A1-R4_A2 MAT 383823 385264 1442
MvSl-1064-A2-R4_MC06-2g07440 MvSl-1064-A1-R4_A2 MAT 386693 386848 156
MvSl-1064-A2-R4_MC06-2g07441 MvSl-1064-A1-R4_A2 MAT 387414 388756 1343
MvSl-1064-A2-R4_MC06-2g07442 MvSl-1064-A1-R4_A2 MAT 390024 396512 6489
MvSl-1064-A2-R4_MC06-2g07443 MvSl-1064-A1-R4_A2 MAT 397987 398205 219
MvSl-1064-A2-R4_MC06-2g07444 MvSl-1064-A1-R4_A2 MAT 398901 399236 336
MvSl-1064-A2-R4_MC06-2g07445 MvSl-1064-A1-R4_A2 MAT 400045 400916 872
MvSl-1064-A2-R4_MC06-2g07446 MvSl-1064-A1-R4_A2 MAT 401208 401480 273
MvSl-1064-A2-R4_MC06-2g07447 MvSl-1064-A1-R4_A2 MAT 401991 403790 1800
MvSl-1064-A2-R4_MC06-2g07448 MvSl-1064-A1-R4_A2 MAT 404577 407469 2893
MvSl-1064-A2-R4_MC06-2g07449 MvSl-1064-A1-R4_A2 MAT 408441 412169 3729
MvSl-1064-A2-R4_MC06-2g07450 MvSl-1064-A1-R4_A2 MAT 412432 415777 3346
MvSl-1064-A2-R4_MC06-2g07451 MvSl-1064-A1-R4_A2 MAT 416501 417742 1242
MvSl-1064-A2-R4_MC06-2g07452 MvSl-1064-A1-R4_A2 MAT 418446 420070 1625
MvSl-1064-A2-R4_MC06-2g07453 MvSl-1064-A1-R4_A2 MAT 420842 423448 2607
MvSl-1064-A2-R4_MC06-2g07454 MvSl-1064-A1-R4_A2 MAT 425146 425370 225
MvSl-1064-A2-R4_MC06-2g07455 MvSl-1064-A1-R4_A2 MAT 425423 425717 295
MvSl-1064-A2-R4_MC06-2g07456 MvSl-1064-A1-R4_A2 MAT 427693 432921 5229
MvSl-1064-A2-R4_MC06-2g07457 MvSl-1064-A1-R4_A2 MAT 433406 434804 1399
MvSl-1064-A2-R4_MC06-2g07458 MvSl-1064-A1-R4_A2 MAT 435668 436866 1199
MvSl-1064-A2-R4_MC06-2g07459 MvSl-1064-A1-R4_A2 MAT 437657 439932 2276
MvSl-1064-A2-R4_MC06-2g07460 MvSl-1064-A1-R4_A2 MAT 440923 441815 893
MvSl-1064-A2-R4_MC06-2g07461 MvSl-1064-A1-R4_A2 MAT 442156 443133 978
MvSl-1064-A2-R4_MC06-2g07462 MvSl-1064-A1-R4_A2 MAT 445102 445251 150
MvSl-1064-A2-R4_MC06-2g07463 MvSl-1064-A1-R4_A2 MAT 445906 446121 216
MvSl-1064-A2-R4_MC06-2g07464 MvSl-1064-A1-R4_A2 MAT 446470 447039 570
MvSl-1064-A2-R4_MC06-2g07465 MvSl-1064-A1-R4_A2 MAT 447303 447886 584
MvSl-1064-A2-R4_MC06-2g07466 MvSl-1064-A1-R4_A2 MAT 448441 451726 3286
MvSl-1064-A2-R4_MC06-2g07467 MvSl-1064-A1-R4_A2 MAT 452268 456048 3781
MvSl-1064-A2-R4_MC06-2g07468 MvSl-1064-A1-R4_A2 MAT 456521 458888 2368
MvSl-1064-A2-R4_MC06-2g07469 MvSl-1064-A1-R4_A2 MAT 459043 463251 4209
MvSl-1064-A2-R4_MC06-2g07470 MvSl-1064-A1-R4_A2 MAT 465232 467911 2680
MvSl-1064-A2-R4_MC06-2g07471 MvSl-1064-A1-R4_A2 MAT 468331 470103 1773
MvSl-1064-A2-R4_MC06-2g07472 MvSl-1064-A1-R4_A2 MAT 470943 471989 1047
MvSl-1064-A2-R4_MC06-2g07473 MvSl-1064-A1-R4_A2 MAT 472400 473644 1245
MvSl-1064-A2-R4_MC06-2g07474 MvSl-1064-A1-R4_A2 MAT 474353 474802 450
MvSl-1064-A2-R4_MC06-2g07475 MvSl-1064-A1-R4_A2 MAT 475004 475701 698
MvSl-1064-A2-R4_MC06-2g07476 MvSl-1064-A1-R4_A2 MAT 476178 476375 198
MvSl-1064-A2-R4_MC06-2g07477 MvSl-1064-A1-R4_A2 MAT 476423 478379 1957
MvSl-1064-A2-R4_MC06-2g07478 MvSl-1064-A1-R4_A2 MAT 479882 481755 1874
MvSl-1064-A2-R4_MC06-2g07479 MvSl-1064-A1-R4_A2 MAT 483573 485453 1881
MvSl-1064-A2-R4_MC06-2g07480 MvSl-1064-A1-R4_A2 MAT 486159 488694 2536
MvSl-1064-A2-R4_MC06-2g07481 MvSl-1064-A1-R4_A2 MAT 489594 490147 554
MvSl-1064-A2-R4_MC06-2g07482 MvSl-1064-A1-R4_A2 MAT 490231 491592 1362
MvSl-1064-A2-R4_MC06-2g07483 MvSl-1064-A1-R4_A2 MAT 493475 496470 2996
MvSl-1064-A2-R4_MC06-2g07484 MvSl-1064-A1-R4_A2 MAT 497093 503178 6086
MvSl-1064-A2-R4_MC06-2g07485 MvSl-1064-A1-R4_A2 MAT 503428 504971 1544
MvSl-1064-A2-R4_MC06-2g07486 MvSl-1064-A1-R4_A2 MAT 505454 507488 2035
MvSl-1064-A2-R4_MC06-2g07487 MvSl-1064-A1-R4_A2 MAT 507989 509470 1482
MvSl-1064-A2-R4_MC06-2g07488 MvSl-1064-A1-R4_A2 MAT 509512 509958 447
MvSl-1064-A2-R4_MC06-2g07489 MvSl-1064-A1-R4_A2 MAT 510181 510477 297
MvSl-1064-A2-R4_MC06-2g07490 MvSl-1064-A1-R4_A2 MAT 510637 513642 3006
MvSl-1064-A2-R4_MC06-2g07491 MvSl-1064-A1-R4_A2 MAT 514050 516398 2349
MvSl-1064-A2-R4_MC06-2g07492 MvSl-1064-A1-R4_A2 MAT 516748 519774 3027
MvSl-1064-A2-R4_MC06-2g07493 MvSl-1064-A1-R4_A2 MAT 520320 523579 3260
MvSl-1064-A2-R4_MC06-2g07494 MvSl-1064-A1-R4_A2 MAT 523857 524858 1002
MvSl-1064-A2-R4_MC06-2g07495 MvSl-1064-A1-R4_A2 MAT 525590 526635 1046
MvSl-1064-A2-R4_MC06-2g07496 MvSl-1064-A1-R4_A2 MAT 527310 531562 4253
MvSl-1064-A2-R4_MC06-2g07497 MvSl-1064-A1-R4_A2 MAT 531949 533269 1321
MvSl-1064-A2-R4_MC06-2g07498 MvSl-1064-A1-R4_A2 MAT 533657 534467 811
MvSl-1064-A2-R4_MC06-2g07499 MvSl-1064-A1-R4_A2 MAT 534918 536687 1770
MvSl-1064-A2-R4_MC06-2g07500 MvSl-1064-A1-R4_A2 MAT 537154 539592 2439
MvSl-1064-A2-R4_MC06-2g07501 MvSl-1064-A1-R4_A2 MAT 540000 542274 2275
MvSl-1064-A2-R4_MC06-2g07502 MvSl-1064-A1-R4_A2 MAT 543565 545839 2275
MvSl-1064-A2-R4_MC06-2g07503 MvSl-1064-A1-R4_A2 MAT 546155 549777 3623
MvSl-1064-A2-R4_MC06-2g07504 MvSl-1064-A1-R4_A2 MAT 552118 553848 1731
MvSl-1064-A2-R4_MC06-2g07505 MvSl-1064-A1-R4_A2 MAT 556779 558462 1684
MvSl-1064-A2-R4_MC06-2g07506 MvSl-1064-A1-R4_A2 MAT 558672 560169 1498
MvSl-1064-A2-R4_MC06-2g07507 MvSl-1064-A1-R4_A2 MAT 560573 564391 3819
MvSl-1064-A2-R4_MC06-2g07508 MvSl-1064-A1-R4_A2 MAT 565600 567661 2062
MvSl-1064-A2-R4_MC06-2g07509 MvSl-1064-A1-R4_A2 MAT 567887 570082 2196
MvSl-1064-A2-R4_MC06-2g07510 MvSl-1064-A1-R4_A2 MAT 570399 575970 5572
MvSl-1064-A2-R4_MC06-2g07511 MvSl-1064-A1-R4_A2 MAT 576199 576983 785
MvSl-1064-A2-R4_MC06-2g07512 MvSl-1064-A1-R4_A2 MAT 577119 577526 408
MvSl-1064-A2-R4_MC06-2g07513 MvSl-1064-A1-R4_A2 MAT 579452 579604 153
MvSl-1064-A2-R4_MC06-2g07514 MvSl-1064-A1-R4_A2 MAT 581592 583867 2276
MvSl-1064-A2-R4_MC06-2g07515 MvSl-1064-A1-R4_A2 MAT 584649 586002 1354
MvSl-1064-A2-R4_MC06-2g07516 MvSl-1064-A1-R4_A2 MAT 586405 587155 751
MvSl-1064-A2-R4_MC06-2g07517 MvSl-1064-A1-R4_A2 MAT 587974 590340 2367
MvSl-1064-A2-R4_MC06-2g07518 MvSl-1064-A1-R4_A2 MAT 591373 593127 1755
MvSl-1064-A2-R4_MC06-2g07519 MvSl-1064-A1-R4_A2 MAT 593646 594526 881
MvSl-1064-A2-R4_MC06-2g07520 MvSl-1064-A1-R4_A2 MAT 600160 603031 2872
MvSl-1064-A2-R4_MC06-2g07521 MvSl-1064-A1-R4_A2 MAT 603832 605478 1647
MvSl-1064-A2-R4_MC06-2g07522 MvSl-1064-A1-R4_A2 MAT 605554 608456 2903
MvSl-1064-A2-R4_MC06-2g07523 MvSl-1064-A1-R4_A2 MAT 609057 610422 1366
MvSl-1064-A2-R4_MC06-2g07524 MvSl-1064-A1-R4_A2 MAT 610672 612091 1420
MvSl-1064-A2-R4_MC06-2g07525 MvSl-1064-A1-R4_A2 MAT 612373 614604 2232
MvSl-1064-A2-R4_MC06-2g07526 MvSl-1064-A1-R4_A2 MAT 615152 616672 1521
MvSl-1064-A2-R4_MC06-2g07527 MvSl-1064-A1-R4_A2 MAT 617410 618890 1481
MvSl-1064-A2-R4_MC06-2g07528 MvSl-1064-A1-R4_A2 MAT 620368 621325 958
MvSl-1064-A2-R4_MC06-2g07529 MvSl-1064-A1-R4_A2 MAT 621605 624150 2546
MvSl-1064-A2-R4_MC06-2g07530 MvSl-1064-A1-R4_A2 MAT 624366 626271 1906
MvSl-1064-A2-R4_MC06-2g07531 MvSl-1064-A1-R4_A2 MAT 626806 628143 1338
MvSl-1064-A2-R4_MC06-2g07532 MvSl-1064-A1-R4_A2 MAT 628767 631236 2470
MvSl-1064-A2-R4_MC06-2g07533 MvSl-1064-A1-R4_A2 MAT 632130 633356 1227
MvSl-1064-A2-R4_MC06-2g07534 MvSl-1064-A1-R4_A2 MAT 633840 637391 3552
MvSl-1064-A2-R4_MC06-2g07535 MvSl-1064-A1-R4_A2 MAT 638557 640031 1475
MvSl-1064-A2-R4_MC06-2g07536 MvSl-1064-A1-R4_A2 MAT 640580 641470 891
MvSl-1064-A2-R4_MC06-2g07537 MvSl-1064-A1-R4_A2 MAT 641858 645018 3161
MvSl-1064-A2-R4_MC06-2g07538 MvSl-1064-A1-R4_A2 MAT 645900 648115 2216
MvSl-1064-A2-R4_MC06-2g07539 MvSl-1064-A1-R4_A2 MAT 648335 649954 1620
MvSl-1064-A2-R4_MC06-2g07540 MvSl-1064-A1-R4_A2 MAT 650967 651631 665
MvSl-1064-A2-R4_MC06-2g07541 MvSl-1064-A1-R4_A2 MAT 652197 653816 1620
MvSl-1064-A2-R4_MC06-2g07542 MvSl-1064-A1-R4_A2 MAT 656057 656874 818
MvSl-1064-A2-R4_MC06-2g07543 MvSl-1064-A1-R4_A2 MAT 658222 659666 1445
MvSl-1064-A2-R4_MC06-2g07544 MvSl-1064-A1-R4_A2 MAT 659911 660966 1056
MvSl-1064-A2-R4_MC06-2g07545 MvSl-1064-A1-R4_A2 MAT 662308 665717 3410
MvSl-1064-A2-R4_MC06-2g07546 MvSl-1064-A1-R4_A2 MAT 667803 670856 3054
MvSl-1064-A2-R4_MC06-2g07547 MvSl-1064-A1-R4_A2 MAT 671601 672966 1366
MvSl-1064-A2-R4_MC06-2g07548 MvSl-1064-A1-R4_A2 MAT 673220 675978 2759
MvSl-1064-A2-R4_MC06-2g07549 MvSl-1064-A1-R4_A2 MAT 677880 680006 2127
MvSl-1064-A2-R4_MC06-2g07550 MvSl-1064-A1-R4_A2 MAT 680342 682075 1734
MvSl-1064-A2-R4_MC06-2g07551 MvSl-1064-A1-R4_A2 MAT 682186 684424 2239
MvSl-1064-A2-R4_MC06-2g07552 MvSl-1064-A1-R4_A2 MAT 684690 686069 1380
MvSl-1064-A2-R4_MC06-2g07553 MvSl-1064-A1-R4_A2 MAT 687031 690223 3193
MvSl-1064-A2-R4_MC06-2g07554 MvSl-1064-A1-R4_A2 MAT 692410 693363 954
MvSl-1064-A2-R4_MC06-2g07555 MvSl-1064-A1-R4_A2 MAT 693962 695813 1852
MvSl-1064-A2-R4_MC06-2g07556 MvSl-1064-A1-R4_A2 MAT 696083 699908 3826
MvSl-1064-A2-R4_MC06-2g07557 MvSl-1064-A1-R4_A2 MAT 700245 701290 1046
MvSl-1064-A2-R4_MC06-2g07558 MvSl-1064-A1-R4_A2 MAT 701678 706509 4832
MvSl-1064-A2-R4_MC06-2g07559 MvSl-1064-A1-R4_A2 MAT 706968 708028 1061
MvSl-1064-A2-R4_MC06-2g07560 MvSl-1064-A1-R4_A2 MAT 710061 710994 934
MvSl-1064-A2-R4_MC06-2g07561 MvSl-1064-A1-R4_A2 MAT 711583 716439 4857
MvSl-1064-A2-R4_MC06-2g07562 MvSl-1064-A1-R4_A2 MAT 717250 718167 918
MvSl-1064-A2-R4_MC06-2g07563 MvSl-1064-A1-R4_A2 MAT 719440 721048 1609
MvSl-1064-A2-R4_MC06-2g07564 MvSl-1064-A1-R4_A2 MAT 721175 723801 2627
MvSl-1064-A2-R4_MC06-2g07565 MvSl-1064-A1-R4_A2 MAT 724624 725526 903
MvSl-1064-A2-R4_MC06-2g07566 MvSl-1064-A1-R4_A2 MAT 726073 728627 2555
MvSl-1064-A2-R4_MC06-2g07567 MvSl-1064-A1-R4_A2 MAT 729069 730182 1114
MvSl-1064-A2-R4_MC06-2g07568 MvSl-1064-A1-R4_A2 MAT 731161 734374 3214
MvSl-1064-A2-R4_MC06-2g07569 MvSl-1064-A1-R4_A2 MAT 734816 736201 1386
MvSl-1064-A2-R4_MC06-2g07570 MvSl-1064-A1-R4_A2 MAT 736912 738916 2005
MvSl-1064-A2-R4_MC06-2g07571 MvSl-1064-A1-R4_A2 MAT 739342 741701 2360
MvSl-1064-A2-R4_MC06-2g07572 MvSl-1064-A1-R4_A2 MAT 742450 744468 2019
MvSl-1064-A2-R4_MC06-2g07573 MvSl-1064-A1-R4_A2 MAT 744634 747285 2652
MvSl-1064-A2-R4_MC06-2g07574 MvSl-1064-A1-R4_A2 MAT 747362 749407 2046
MvSl-1064-A2-R4_MC06-2g07575 MvSl-1064-A1-R4_A2 MAT 749761 751858 2098
MvSl-1064-A2-R4_MC06-2g07576 MvSl-1064-A1-R4_A2 MAT 752115 754935 2821
MvSl-1064-A2-R4_MC06-2g07577 MvSl-1064-A1-R4_A2 MAT 755202 756538 1337
MvSl-1064-A2-R4_MC06-2g07578 MvSl-1064-A1-R4_A2 MAT 756738 757998 1261
MvSl-1064-A2-R4_MC06-2g07579 MvSl-1064-A1-R4_A2 MAT 758440 759133 694
MvSl-1064-A2-R4_MC06-2g07580 MvSl-1064-A1-R4_A2 MAT 759301 760908 1608
MvSl-1064-A2-R4_MC06-2g07581 MvSl-1064-A1-R4_A2 MAT 761475 762458 984
MvSl-1064-A2-R4_MC06-2g07582 MvSl-1064-A1-R4_A2 MAT 762607 763950 1344
MvSl-1064-A2-R4_MC06-2g07583 MvSl-1064-A1-R4_A2 MAT 765138 766063 926
MvSl-1064-A2-R4_MC06-2g07584 MvSl-1064-A1-R4_A2 MAT 766459 767771 1313
MvSl-1064-A2-R4_MC06-2g07585 MvSl-1064-A1-R4_A2 MAT 768649 769286 638
MvSl-1064-A2-R4_MC06-2g07586 MvSl-1064-A1-R4_A2 MAT 769413 770335 923
MvSl-1064-A2-R4_MC06-2g07587 MvSl-1064-A1-R4_A2 MAT 771462 771703 242
MvSl-1064-A2-R4_MC06-2g07588 MvSl-1064-A1-R4_A2 MAT 772315 772919 605
MvSl-1064-A2-R4_MC06-2g07589 MvSl-1064-A1-R4_A2 MAT 773411 773814 404
MvSl-1064-A2-R4_MC06-2g07590 MvSl-1064-A1-R4_A2 MAT 773863 774730 868
MvSl-1064-A2-R4_MC06-2g07591 MvSl-1064-A1-R4_A2 MAT 775456 778071 2616
MvSl-1064-A2-R4_MC06-2g07592 MvSl-1064-A1-R4_A2 MAT 778417 780545 2129
MvSl-1064-A2-R4_MC06-2g07593 MvSl-1064-A1-R4_A2 MAT 780932 782402 1471
MvSl-1064-A2-R4_MC06-2g07594 MvSl-1064-A1-R4_A2 MAT 782603 783472 870
MvSl-1064-A2-R4_MC06-2g07595 MvSl-1064-A1-R4_A2 MAT 783823 785325 1503
MvSl-1064-A2-R4_MC06-2g07596 MvSl-1064-A1-R4_A2 MAT 785609 788012 2404
MvSl-1064-A2-R4_MC06-2g07597 MvSl-1064-A1-R4_A2 MAT 788302 790327 2026
MvSl-1064-A2-R4_MC06-2g07598 MvSl-1064-A1-R4_A2 MAT 790964 792843 1880
MvSl-1064-A2-R4_MC06-2g07599 MvSl-1064-A1-R4_A2 MAT 793326 794578 1253
MvSl-1064-A2-R4_MC06-2g07600 MvSl-1064-A1-R4_A2 MAT 794930 799539 4610
MvSl-1064-A2-R4_MC06-2g07601 MvSl-1064-A1-R4_A2 MAT 800988 801194 207
MvSl-1064-A2-R4_MC06-2g07602 MvSl-1064-A1-R4_A2 MAT 801437 801774 338
MvSl-1064-A2-R4_MC06-2g07603 MvSl-1064-A1-R4_A2 MAT 802015 804089 2075
MvSl-1064-A2-R4_MC06-2g07604 MvSl-1064-A1-R4_A2 MAT 804256 807049 2794
MvSl-1064-A2-R4_MC06-2g07605 MvSl-1064-A1-R4_A2 MAT 808789 810914 2126
MvSl-1064-A2-R4_MC06-2g07606 MvSl-1064-A1-R4_A2 MAT 811070 813060 1991
MvSl-1064-A2-R4_MC06-2g07607 MvSl-1064-A1-R4_A2 MAT 813596 815890 2295
MvSl-1064-A2-R4_MC06-2g07608 MvSl-1064-A1-R4_A2 MAT 817325 819050 1726
MvSl-1064-A2-R4_MC06-2g07609 MvSl-1064-A1-R4_A2 MAT 819184 819753 570
MvSl-1064-A2-R4_MC06-2g07610 MvSl-1064-A1-R4_A2 MAT 819848 820859 1012
MvSl-1064-A2-R4_MC06-2g07611 MvSl-1064-A1-R4_A2 MAT 822338 825754 3417
MvSl-1064-A2-R4_MC06-2g07612 MvSl-1064-A1-R4_A2 MAT 827454 827849 396
MvSl-1064-A2-R4_MC06-2g07613 MvSl-1064-A1-R4_A2 MAT 828623 829447 825
MvSl-1064-A2-R4_MC06-2g07614 MvSl-1064-A1-R4_A2 MAT 830443 833183 2741
MvSl-1064-A2-R4_MC06-2g07615 MvSl-1064-A1-R4_A2 MAT 835503 838264 2762
MvSl-1064-A2-R4_MC06-2g07616 MvSl-1064-A1-R4_A2 MAT 839678 841672 1995
MvSl-1064-A2-R4_MC06-2g07617 MvSl-1064-A1-R4_A2 MAT 842122 842728 607
MvSl-1064-A2-R4_MC06-2g07618 MvSl-1064-A1-R4_A2 MAT 843132 844391 1260
MvSl-1064-A2-R4_MC06-2g07619 MvSl-1064-A1-R4_A2 MAT 844477 844839 363
MvSl-1064-A2-R4_MC06-2g07620 MvSl-1064-A1-R4_A2 MAT 845106 845472 367
MvSl-1064-A2-R4_MC06-2g07621 MvSl-1064-A1-R4_A2 MAT 846131 848039 1909
MvSl-1064-A2-R4_MC06-2g07622 MvSl-1064-A1-R4_A2 MAT 848303 850541 2239
MvSl-1064-A2-R4_MC06-2g07623 MvSl-1064-A1-R4_A2 MAT 851093 853397 2305
MvSl-1064-A2-R4_MC06-2g07624 MvSl-1064-A1-R4_A2 MAT 853882 854950 1069
MvSl-1064-A2-R4_MC06-2g07625 MvSl-1064-A1-R4_A2 MAT 855430 858694 3265
MvSl-1064-A2-R4_MC06-2g07626 MvSl-1064-A1-R4_A2 MAT 859381 860046 666
MvSl-1064-A2-R4_MC06-2g07627 MvSl-1064-A1-R4_A2 MAT 860573 862354 1782
MvSl-1064-A2-R4_MC06-2g07628 MvSl-1064-A1-R4_A2 MAT 863526 865166 1641
MvSl-1064-A2-R4_MC06-2g07629 MvSl-1064-A1-R4_A2 MAT 865704 866450 747
MvSl-1064-A2-R4_MC06-2g07630 MvSl-1064-A1-R4_A2 MAT 866801 868171 1371
MvSl-1064-A2-R4_MC06-2g07631 MvSl-1064-A1-R4_A2 MAT 868304 868534 231
MvSl-1064-A2-R4_MC06-2g07632 MvSl-1064-A1-R4_A2 MAT 868976 869670 695
MvSl-1064-A2-R4_MC06-2g07633 MvSl-1064-A1-R4_A2 MAT 869950 872371 2422
MvSl-1064-A2-R4_MC06-2g07634 MvSl-1064-A1-R4_A2 MAT 872916 873757 842
MvSl-1064-A2-R4_MC06-2g07635 MvSl-1064-A1-R4_A2 MAT 874170 877051 2882
MvSl-1064-A2-R4_MC06-2g07636 MvSl-1064-A1-R4_A2 MAT 877318 879607 2290
MvSl-1064-A2-R4_MC06-2g07637 MvSl-1064-A1-R4_A2 MAT 880135 882727 2593
MvSl-1064-A2-R4_MC06-2g07638 MvSl-1064-A1-R4_A2 MAT 883812 884008 197
