gene	water1	water2	rich1	rich2	di1	di2
MvSl-1064-A1-R4_A1g00335	344.536	221.125	254.099	149.67	277.872	430.12
MvSl-1064-A1-R4_A1g00336	17	8	1	2	5	5
MvSl-1064-A1-R4_A1g00337	0	1	0	0	0	0
MvSl-1064-A1-R4_A1g00338	20	18	2	3	9	12
MvSl-1064-A1-R4_A1g00339	366	403	38	23	66	75
MvSl-1064-A1-R4_A1g00340	2410.91	4041.22	149.731	346	167.488	223.312
MvSl-1064-A1-R4_A1g00341	1879.18	3279.66	62.9727	171.583	100.435	151.217
MvSl-1064-A1-R4_A1g00342	1108	1368.86	417	586	434.856	389.925
MvSl-1064-A1-R4_A1g00343	325.472	430.836	108.063	175.871	178.764	145.992
MvSl-1064-A1-R4_A1g00344	0	4	2	0	0	0
MvSl-1064-A1-R4_A1g00345	28	16.4049	8.94792	1.01693	22.4164	56.1752
MvSl-1064-A1-R4_A1g00346	850.301	1091.24	544.512	650.651	954.276	1515.29
MvSl-1064-A1-R4_A1g00347	24.9608	22.63	12.9467	14.1537	6.67681	19.0669
MvSl-1064-A1-R4_A1g00348	2415.22	2031.45	121.028	178.357	784.115	1214.06
MvSl-1064-A1-R4_A1g00349	20314	15331	29	20	46124	90988
MvSl-1064-A1-R4_A1g00350	593	689	1391	1531	972	774
MvSl-1064-A1-R4_A1g00351	6610	6727	2887	3602	8027	9684
MvSl-1064-A1-R4_A1g00352	778	951	689	906	1199	1451
MvSl-1064-A1-R4_A1g00353	1940.05	2831.69	915.114	1420.14	627.489	963.134
MvSl-1064-A1-R4_A1g00354	26.7248	48.3202	10.5739	23.2097	8.86681	10.849
MvSl-1064-A1-R4_A1g00355	9439.36	18802.6	1724.45	2383.47	3595.23	5199.58
MvSl-1064-A1-R4_A1g00356	90.8272	125.457	21.2506	19.2004	28.1311	48.9233
MvSl-1064-A1-R4_A1g00357	1874.23	2696.72	452.118	393.86	359.774	873.891
MvSl-1064-A1-R4_A1g00358	9653.28	7264.26	1695.76	1977.02	6048.4	8735.49
MvSl-1064-A1-R4_A1g00359	7531	8885	21828	32484	10617	8934
MvSl-1064-A1-R4_A1g00360	543.357	521.895	1226.36	989.528	537.418	553.049
MvSl-1064-A1-R4_A1g00361	3387.11	3639.91	2215.45	1354.41	1982.94	2024.59
MvSl-1064-A1-R4_A1g00362	33.869	37.4396	97.4797	56.6757	19.6866	24.5933
MvSl-1064-A1-R4_A1g00363	2617.72	4620.06	1272.32	2309.57	1021.58	1660.45
MvSl-1064-A1-R4_A1g00364	2309.97	4567.49	1320.35	2837.62	1067.12	1405.44
MvSl-1064-A1-R4_A1g00365	6.67388	6.78713	2.55419	3.42545	5.40955	3.74124
MvSl-1064-A1-R4_A1g00366	1215.6	1347.2	458.243	528.288	870.137	930.026
MvSl-1064-A1-R4_A1g00367	342	371	1134	1258	944	712
MvSl-1064-A1-R4_A1g00368	1241	1611	2313	3732	1843	1819
MvSl-1064-A1-R4_A1g00369	2374	2868	3374	4384	3740	2834
MvSl-1064-A1-R4_A1g00370	2394	2572	2065	2349	3299	2961
MvSl-1064-A1-R4_A1g00371	3179.27	3512.99	3419.93	4492.78	4444.11	3723.48
MvSl-1064-A1-R4_A1g00372	2958	3262	4575	6043	4375	3541
MvSl-1064-A1-R4_A1g00373	690	1011	1027	2123	1158	1131
MvSl-1064-A1-R4_A1g00374	4438	3424	554	351	5263	5445
MvSl-1064-A1-R4_A1g00375	509.637	402.446	312.13	432.667	200.666	249.509
MvSl-1064-A1-R4_A1g00376	27.14	26.2486	30.2794	16.7175	26.8916	25.5334
MvSl-1064-A1-R4_A1g00377	36.207	64.9216	33.1881	24.4227	102.535	94.4666
MvSl-1064-A1-R4_A1g00378	16	17	14	9	5	12
MvSl-1064-A1-R4_A1g00379	37	28	50	80	27	19
MvSl-1064-A1-R4_A1g00380	1755.58	1936.8	2290.42	3292.55	1357.54	1210.44
MvSl-1064-A1-R4_A1g00381	0	0	1	1.249	1.22312	0
MvSl-1064-A1-R4_A1g00382	446.634	383.507	459.169	276.696	468.381	453.463
MvSl-1064-A1-R4_A1g00383	1569	1164	852	1522	1778	1755
MvSl-1064-A1-R4_A1g00384	1	1	1	1	2	2
MvSl-1064-A1-R4_A1g00385	0	4	0	0	2	1
MvSl-1064-A1-R4_A1g00386	13	4	0	0	2	1
MvSl-1064-A1-R4_A1g00387	66.1779	47.9721	3.07928	9	16.0763	14.3402
MvSl-1064-A1-R4_A1g00388	89.6063	85.129	85.0474	72.2665	50.3464	37.6865
MvSl-1064-A1-R4_A1g00389	2203.45	2127.6	1943	1950	3219.39	2957.86
MvSl-1064-A1-R4_A1g00390	676	624	410	405	15035	9265
MvSl-1064-A1-R4_A1g00391	2445	2358	4735	7010	4326	3554
MvSl-1064-A1-R4_A1g00392	1	0	2	2	1	3
MvSl-1064-A1-R4_A1g00393	2	1	3	3	0	2
MvSl-1064-A1-R4_A1g00394	1218	1816	3597	6638	1926	1898
MvSl-1064-A1-R4_A1g00395	6196	5923	3873	4764	7416	6737
MvSl-1064-A1-R4_A1g00396	3433	4230	4328	6775	4978	5024
MvSl-1064-A1-R4_A1g00397	9332	13573	13026	21783	10771	11881
MvSl-1064-A1-R4_A1g00398	4924	5730	12957	23882	6921	7343
MvSl-1064-A1-R4_A1g00399	3616	5803	12173	20709	5653	4059
MvSl-1064-A1-R4_A1g00400	760	646	189	204	1409	1895
MvSl-1064-A1-R4_A1g00401	2470	4594	17240	30850	4342	2930
MvSl-1064-A1-R4_A1g00402	4416	4625	4414	5392	5873	5042
MvSl-1064-A1-R4_A1g00403	2205	2498	2914	4186	3005	1951
MvSl-1064-A1-R4_A1g00404	182	178	270	421	457	485
MvSl-1064-A1-R4_A1g00405	454	728	918	1783	473	398
MvSl-1064-A1-R4_A1g00406	738	910	1176	1838	1121	1202
MvSl-1064-A1-R4_A1g00407	1646	1961	2934	4064	1815	2056
MvSl-1064-A1-R4_A1g00408	324.519	429.736	150.831	102.926	307.786	371.673
MvSl-1064-A1-R4_A1g00409	16042	31169.9	5896.49	8982.73	4200.5	8097.28
MvSl-1064-A1-R4_A1g00410	656.562	794.334	459.969	312.38	225.366	312.968
MvSl-1064-A1-R4_A1g00411	1248.21	1157.61	60.1317	46.3725	371.391	382.426
MvSl-1064-A1-R4_A1g00412	89.8293	139.471	23.5307	20.3592	15.256	56.4259
MvSl-1064-A1-R4_A1g00413	3802.36	6796.35	2186.16	4045.2	1083.5	2233.37
MvSl-1064-A1-R4_A1g00414	1945.14	2217.98	1555.48	1181.68	788.414	1638.37
MvSl-1064-A1-R4_A1g00415	6	4.60215	5	2	5.6315	4.57838
MvSl-1064-A1-R4_A1g00416	217.449	208.543	225.218	226.007	179.104	205.166
MvSl-1064-A1-R4_A1g00417	135.29	119.298	141.027	119.402	166.912	156.52
MvSl-1064-A1-R4_A1g00418	28.194	31.5125	38.5086	45.527	78.939	83.2062
MvSl-1064-A1-R4_A1g00419	3	2	0	1	5	3
MvSl-1064-A1-R4_A1g00420	23.1028	3.23612	4.66889	3.26609	12.901	9.71158
MvSl-1064-A1-R4_A1g00421	2.84748	1.65471	2.41193	2.8408	6.77569	2.68238
MvSl-1064-A1-R4_A1g00422	482.936	362.325	491.211	726.438	448.067	613.84
MvSl-1064-A1-R4_A1g00423	675.266	748.175	432.117	173.664	458.361	289.619
MvSl-1064-A1-R4_A1g00424	1	0	0	0	2	7
MvSl-1064-A1-R4_A1g00425	1.00853	3.03075	0	0	7.12721	8.20598
MvSl-1064-A1-R4_A1g00426	0	2	0	1	0	0
MvSl-1064-A1-R4_A1g00427	422.597	297.253	112.328	167.575	213.902	294.386
MvSl-1064-A1-R4_A1g00428	286.501	349.865	200.489	142.427	186.282	369.922
MvSl-1064-A1-R4_A1g00429	467.191	489.535	152.403	101.338	660.345	1061.02
MvSl-1064-A1-R4_A1g00430	1220.13	1605.2	461.722	507.676	6181.64	6334.17
MvSl-1064-A1-R4_A1g00431	81.6072	106.18	132.067	202.75	2563.79	2270.05
MvSl-1064-A1-R4_A1g00432	2366	2672	6849	9383	3551	4181
MvSl-1064-A1-R4_A1g00433	904	808	1398	2194	1208	1211
MvSl-1064-A1-R4_A1g00434	229.64	219.866	214.526	182.414	310.007	272.942
MvSl-1064-A1-R4_A1g00435	391.634	406.277	144.117	160.467	368.397	419.421
MvSl-1064-A1-R4_A1g00436	996.491	1262.94	947.585	1224.7	981.49	1243.65
MvSl-1064-A1-R4_A1g00437	2.84748	1.65471	2.41193	2.8408	6.77569	2.68238
MvSl-1064-A1-R4_A1g00438	375.82	333.044	417.825	415.085	314.63	285.343
MvSl-1064-A1-R4_A1g00439	3.30499	3.46016	14.4054	3.26566	18.3881	27.0277
MvSl-1064-A1-R4_A1g00440	53.086	37.5718	49.382	81.2792	88.7776	121.469
MvSl-1064-A1-R4_A1g00441	625.575	981.338	1710.21	3119.12	875.842	768.427
MvSl-1064-A1-R4_A1g00442	258.057	317.054	82.9984	62.8881	343.997	600.755
MvSl-1064-A1-R4_A1g00443	284.901	296.115	80.4731	110.807	129.544	147.204
MvSl-1064-A1-R4_A1g00444	460.642	506.936	380.054	346.592	1015.51	1501.29
MvSl-1064-A1-R4_A1g00445	37	34	25	39	26	39
MvSl-1064-A1-R4_A1g00446	237.967	183.806	186.669	351.298	146.088	190.796
MvSl-1064-A1-R4_A1g00447	1592.19	1668.75	880.231	1241.81	934.398	1235.07
MvSl-1064-A1-R4_A1g00448	5859	8028	3501	5512	2259	4424
MvSl-1064-A1-R4_A1g00449	0	0	0	0	1.50426	2.5384
MvSl-1064-A1-R4_A1g00450	15.447	22.1523	66.4046	48	105.149	107.393
MvSl-1064-A1-R4_A1g00451	5.7678	6.22665	9.174	7.46034	13.8405	3.50286
MvSl-1064-A1-R4_A1g00452	529.137	684.088	852.73	909.433	529.355	491.458
MvSl-1064-A1-R4_A1g00453	2.48971	4.67477	1.19086	0	10.8654	14.0546
MvSl-1064-A1-R4_A1g00454	118.603	93.8924	13.8207	11.3978	112.046	138.069
MvSl-1064-A1-R4_A1g00455	1	1	0	1	1.09642	1.11036
MvSl-1064-A1-R4_A1g00456	1.01706	1.02026	0	0	0	1.06798
MvSl-1064-A1-R4_A1g00457	0	0	0	0	0	1
MvSl-1064-A1-R4_A1g00458	1004.73	1006.59	2088.1	1545.57	802.82	1166.71
MvSl-1064-A1-R4_A1g00459	160.678	121.341	78.6774	76.0395	70.7703	101.236
MvSl-1064-A1-R4_A1g00460	87.7431	72.5893	33.8045	53.7512	71.3695	89.9648
MvSl-1064-A1-R4_A1g00461	100.552	144.165	110.659	184.226	42.2844	70.7271
MvSl-1064-A1-R4_A1g00462	526.698	546.716	127.699	170.852	301.247	325.921
MvSl-1064-A1-R4_A1g00463	3447.57	5079.98	1196.17	1828.48	1377.2	2292.91
MvSl-1064-A1-R4_A1g00464	21.5175	21.2069	226.713	491.881	8.85838	8.54561
MvSl-1064-A1-R4_A1g00465	2.04508	0.632551	103.287	224.772	0	0
MvSl-1064-A1-R4_A1g00466	0	4.72447	8.70725	9.56915	4.06668	0
MvSl-1064-A1-R4_A1g00467	8.72053	4.05036	186.722	401.32	5.29051	9.73328
MvSl-1064-A1-R4_A1g00468	2.04508	0.632551	103.287	224.772	0	0
MvSl-1064-A1-R4_A1g00469	21.5175	21.2069	226.713	491.881	8.85838	8.54561
MvSl-1064-A1-R4_A1g00470	3447.57	5079.98	1196.17	1828.48	1377.2	2292.91
MvSl-1064-A1-R4_A1g00471	451.482	745.5	147.39	311.562	161.046	285.243
MvSl-1064-A1-R4_A1g00472	10.5364	6.58547	20.7783	20.4841	14.5228	16.4743
MvSl-1064-A1-R4_A1g00473	0.374533	1.10732	1	0	0	1.02134
MvSl-1064-A1-R4_A1g00474	10	10	8	3.45188	4.37061	3
MvSl-1064-A1-R4_A1g00475	7.72563	14.3923	19.6999	47.3473	31.246	8.70168
MvSl-1064-A1-R4_A1g00476	260.648	394.071	361.442	770.825	186.562	368.468
MvSl-1064-A1-R4_A1g00477	168	171	288	432	168	100
MvSl-1064-A1-R4_A1g00478	2553.24	2773.82	2761.23	3649.41	3441.01	3053.04
MvSl-1064-A1-R4_A1g00479	12	1	5	11	1	2
MvSl-1064-A1-R4_A1g00480	36.319	37.9459	8.05758	27.1875	42.7984	71.2891
MvSl-1064-A1-R4_A1g00481	178.341	156.204	88.3939	71.0293	127.449	132.624
MvSl-1064-A1-R4_A1g00482	526.535	564.003	657.752	1023.55	620.434	441.349
MvSl-1064-A1-R4_A1g00483	5.22467	1.16783	1.11679	0	2.39114	2.51725
MvSl-1064-A1-R4_A1g00484	9	5	6	0	0	1
MvSl-1064-A1-R4_A1g00485	0	2.01043	1.02786	0	9.12641	2.60315
MvSl-1064-A1-R4_A1g00486	5	4	4	2	3	1.01191
MvSl-1064-A1-R4_A1g00487	81.4043	55.8692	17.0384	20.0787	45.4782	40.4103
MvSl-1064-A1-R4_A1g00488	28.8455	19.6093	15.9613	27.3159	6.79405	27.1023
MvSl-1064-A1-R4_A1g00489	2116.48	2405.19	1281.06	1930.3	1362.6	1462.22
MvSl-1064-A1-R4_A1g00490	2930.64	2805.99	3034.38	4521.48	2514.69	2547.11
MvSl-1064-A1-R4_A1g00491	2988.76	3243.88	2837.77	3613.34	2456.21	2652.92
MvSl-1064-A1-R4_A1g00492	470.921	451.108	374.637	351.721	857.691	1132.24
MvSl-1064-A1-R4_A1g00493	23.6165	43	46.6032	47.5192	22.8716	27
MvSl-1064-A1-R4_A1g00494	7	11	16	27	26	7.08643
MvSl-1064-A1-R4_A1g00495	3895	3648	2702	4367	2861	2561
MvSl-1064-A1-R4_A1g00496	716.333	780.333	388.235	577.359	449.196	571.462
MvSl-1064-A1-R4_A1g00497	70.9442	73.8541	40.7887	60.4444	45.9513	51.0407
MvSl-1064-A1-R4_A1g00498	44.7599	69.8586	32.5727	25	72.6067	95.873
MvSl-1064-A1-R4_A1g00499	2.38448	3.45847	0	0	2.70888	1.5689
MvSl-1064-A1-R4_A1g00500	191.699	232.441	221.028	199.803	290.629	425.223
MvSl-1064-A1-R4_A1g00501	1	0	0	1.50915	0	2
MvSl-1064-A1-R4_A1g00502	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g00503	1424	1821	2199	2988	3154	2970
MvSl-1064-A1-R4_A1g00504	220	252	221	226	335	299
MvSl-1064-A1-R4_A1g00505	1974	1191	4676	11846	1614	1981
MvSl-1064-A1-R4_A1g00506	594	578	1806	2959	868	699
MvSl-1064-A1-R4_A1g00507	1302.31	953.605	1350.12	1542.67	2301.85	1958.08
MvSl-1064-A1-R4_A1g00508	10609	4368	26	29	6514	13549
MvSl-1064-A1-R4_A1g00509	657	626	981	507	470	605
MvSl-1064-A1-R4_A1g00510	1040	1064	1142	1458	1609	1353
MvSl-1064-A1-R4_A1g00511	2182	2194	1982	3091	3186	2840
MvSl-1064-A1-R4_A1g00512	636	634	685	933	775	674
MvSl-1064-A1-R4_A1g00513	993	1069	1710	1851	1405	1226
MvSl-1064-A1-R4_A1g00514	6467	4724	1752	1873	11990	9669
MvSl-1064-A1-R4_A1g00515	767	958	871	1244	497	558
MvSl-1064-A1-R4_A1g00516	8484	11344	5256	7427	4764	5697
MvSl-1064-A1-R4_A1g00517	8202	6961	198	195	10615	16985
MvSl-1064-A1-R4_A1g00518	1469	1955	1790	3069	3163	3105
MvSl-1064-A1-R4_A1g00519	3006	3081	1485	2033	3583	3390
MvSl-1064-A1-R4_A1g00520	880	1055	1095	1433	1212	1136
MvSl-1064-A1-R4_A1g00521	1020	1718	7014	8180	2262	1507
MvSl-1064-A1-R4_A1g00522	81	101	127	95	24	17
MvSl-1064-A1-R4_A1g00523	6	10	7	6	0	0
MvSl-1064-A1-R4_A1g00524	6	3	0	6	0	1
MvSl-1064-A1-R4_A1g00525	3459	3430	2753	3255	3354	3163
MvSl-1064-A1-R4_A1g00526	1091	1098	2344	3703	896	987
MvSl-1064-A1-R4_A1g00527	745	553	384	359	1150	1415
MvSl-1064-A1-R4_A1g00528	102	141	145	167	273	303
MvSl-1064-A1-R4_A1g00529	225	193	220	293	224	152
MvSl-1064-A1-R4_A1g00530	2193	2237	2004	2099	2727	2155
MvSl-1064-A1-R4_A1g00531	16	10	12	18	21	23
MvSl-1064-A1-R4_A1g00532	667	698	1051	1362	1164	849
MvSl-1064-A1-R4_A1g00533	1216	1331	1044	940	1596	1462
MvSl-1064-A1-R4_A1g00534	4046	4200	13899	22157	5131	4991
MvSl-1064-A1-R4_A1g00535	213.599	172.652	346.233	514.732	266.608	248.015
MvSl-1064-A1-R4_A1g00536	122.178	121.824	170.792	180.396	115.719	95.0505
MvSl-1064-A1-R4_A1g00537	216.136	179.441	84.8872	197.522	83.9748	108.644
MvSl-1064-A1-R4_A1g00538	215.98	189.128	373.162	593.072	156.54	164.751
MvSl-1064-A1-R4_A1g00539	72.1123	58.189	41.6633	57.0177	28.7619	38.832
MvSl-1064-A1-R4_A1g00540	2892.9	2501.57	1176.79	931.527	3934.09	4082.59
MvSl-1064-A1-R4_A1g00541	1910	1153	1672	2191	2290	1688
MvSl-1064-A1-R4_A1g00542	642	610	423	586	1240.93	1287.89
MvSl-1064-A1-R4_A1g00543	2847	2171	3239	3868	3857	3091
MvSl-1064-A1-R4_A1g00544	867	1040	1366	1710	1225	835
MvSl-1064-A1-R4_A1g00545	92	69	22	16	18	18
MvSl-1064-A1-R4_A1g00546	5.12434	6.0241	4.00396	2.00588	103.053	97.5138
MvSl-1064-A1-R4_A1g00547	1.00776	1.00388	0	0	0	1.16209
MvSl-1064-A1-R4_A1g00548	132.184	87.2017	66.5867	90.0968	219.533	205.402
MvSl-1064-A1-R4_A1g00549	1951	1621	695	907	765.818	865.518
MvSl-1064-A1-R4_A1g00550	281	290	129	150	115	168
MvSl-1064-A1-R4_A1g00551	1245.24	1225.45	316.838	497.522	876.925	1172.88
MvSl-1064-A1-R4_A1g00552	70.3145	87.7036	39.2116	32.1445	46.2553	38.8516
MvSl-1064-A1-R4_A1g00553	148.642	152.138	68.7021	72.9928	37.6902	47.1867
MvSl-1064-A1-R4_A1g00554	740.788	569.768	265.49	195.202	702.409	676.789
MvSl-1064-A1-R4_A1g00555	20.9423	21.2808	89.1465	171.656	18.0156	15.7612
MvSl-1064-A1-R4_A1g00556	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g00557	174.9	76.4573	2.43119	2.13765	170.132	183.858
MvSl-1064-A1-R4_A1g00558	1634.32	1207.22	1568.29	2432.77	1324.42	1025.28
MvSl-1064-A1-R4_A1g00559	996.239	787.155	567.121	672.395	626.583	635.648
MvSl-1064-A1-R4_A1g00560	164.917	155	141.786	105.155	141.962	114.927
MvSl-1064-A1-R4_A1g00561	230.661	227.624	98.7949	144.864	123.731	232.769
MvSl-1064-A1-R4_A1g00562	122.672	106.429	125.249	118.338	275.286	392.66
MvSl-1064-A1-R4_A1g00563	1214.67	872.244	1441.47	1767.73	809.998	1004.82
MvSl-1064-A1-R4_A1g00564	0	0	36.104	93.1064	0	0
MvSl-1064-A1-R4_A1g00565	15.6962	8.97974	23.5906	23.2638	5.98879	8.57883
MvSl-1064-A1-R4_A1g00566	0	0	0	2.09319	0	0
MvSl-1064-A1-R4_A1g00567	706.645	721.161	195.834	224.806	562.634	609.863
MvSl-1064-A1-R4_A1g00568	848	744	687	866	759	804
MvSl-1064-A1-R4_A1g00569	1313	1392	1093	1555	842	1002
MvSl-1064-A1-R4_A1g00570	114.6	102.177	55.2029	21.7494	54.1936	73.9359
MvSl-1064-A1-R4_A1g00571	1.86979	1.43296	2.02589	3.01021	0	2.49578
MvSl-1064-A1-R4_A1g00572	241.868	183.56	83.4849	63.0365	281.732	319.857
MvSl-1064-A1-R4_A1g00573	363.405	473.45	653.104	713.517	332.395	320.722
MvSl-1064-A1-R4_A1g00574	37	39	4	6	16	15
MvSl-1064-A1-R4_A1g00575	3865	3720	1762	2085	3200	4022
MvSl-1064-A1-R4_A1g00576	363	254	201	183	293	271
MvSl-1064-A1-R4_A1g00577	661.36	1270.42	141.729	215.418	216.479	400.386
MvSl-1064-A1-R4_A1g00578	69.1177	108.927	23.3315	20.3258	8.27045	29.7373
MvSl-1064-A1-R4_A1g00579	2233.58	3916.13	509	829	459.707	975.728
MvSl-1064-A1-R4_A1g00580	899.936	1087.47	104.427	89.1038	281.637	432.576
MvSl-1064-A1-R4_A1g00581	27.0678	26.2748	7.86935	3.76367	22.7123	56.3013
MvSl-1064-A1-R4_A1g00582	2196.4	3563.61	494.544	739.572	713.083	1260.71
MvSl-1064-A1-R4_A1g00583	1213	2875.51	515.242	496.951	455.832	785.355
MvSl-1064-A1-R4_A1g00584	288.519	224.023	115.953	109.935	226.848	272.859
MvSl-1064-A1-R4_A1g00585	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g00586	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g00587	0	0	0	0	2.769e-05	0.543548
MvSl-1064-A1-R4_A1g00588	2.57553	2.44388	0	0	35.8663	51.5169
MvSl-1064-A1-R4_A1g00589	6	4	0	1	8	4
MvSl-1064-A1-R4_A1g00590	936.002	1243.26	1577.9	2541.86	1062.25	432.236
MvSl-1064-A1-R4_A1g00591	752	479	17	19	6288	4571
MvSl-1064-A1-R4_A1g00592	72	41	15	12	6589	4744
MvSl-1064-A1-R4_A1g00593	5332	4687	4104	4725	6438	5702
MvSl-1064-A1-R4_A1g00594	1062.78	1274.29	972	821	925.741	927.323
MvSl-1064-A1-R4_A1g00595	325.018	302.897	174.888	144.119	304.631	331.999
MvSl-1064-A1-R4_A1g00596	6.73545	7.59875	3.60846	5.78003	4.52156	2.5386
MvSl-1064-A1-R4_A1g00597	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g00598	84.7069	69.2979	54.3788	73.1334	421.235	382.876
MvSl-1064-A1-R4_A1g00599	55.5312	52.9496	20.8268	13.0676	8.97857	13.7981
MvSl-1064-A1-R4_A1g00600	26	16	4.11911	2	0	13
MvSl-1064-A1-R4_A1g00601	85	72	14	6	14	41
MvSl-1064-A1-R4_A1g00602	2	3	1	2.03909	1	5.07242
MvSl-1064-A1-R4_A1g00603	178.868	215.956	142.154	150.031	305.571	242.121
MvSl-1064-A1-R4_A1g00604	96.905	56.7329	25.2591	18.9864	69.4834	66.2291
MvSl-1064-A1-R4_A1g00605	2549.95	2278.02	912.029	1040.47	860.59	1279.05
MvSl-1064-A1-R4_A1g00606	519.095	508.62	100.741	137.014	278.315	391.54
MvSl-1064-A1-R4_A1g00607	37.066	47.4779	38.0484	49.7114	39.5606	69.9533
MvSl-1064-A1-R4_A1g00608	47.2625	43.9116	28.3579	26.3724	51.1566	62.1267
MvSl-1064-A1-R4_A1g00609	9.02169	0	3.00842	0	0	1.00707
MvSl-1064-A1-R4_A1g00610	30.5849	14.4692	27.1043	20.3979	20.9203	32.8161
MvSl-1064-A1-R4_A1g00611	1.48682	0	0	0	22.2595	41.1804
MvSl-1064-A1-R4_A1g00612	33.6562	50.6676	98.7824	111.417	64.3913	95.5907
MvSl-1064-A1-R4_A1g00613	11.4605	8.48827	12.9707	4.32118	7.5563	2.20489
MvSl-1064-A1-R4_A1g00614	36.3389	22.0783	13.0666	22.1084	10.0705	16.0351
MvSl-1064-A1-R4_A1g00615	4.0151	5.07607	4.02501	0	4.20254	0
MvSl-1064-A1-R4_A1g00616	513.919	625.283	231.887	267.838	524.333	570.444
MvSl-1064-A1-R4_A1g00617	0	0	0	0	1.03502	3.03898
MvSl-1064-A1-R4_A1g00618	0	3	0	0	1.00344	0
MvSl-1064-A1-R4_A1g00619	5.31879	7.56251	3.22773	3.23304	28.5671	29.8356
MvSl-1064-A1-R4_A1g00620	392	491	186	138	274	254
MvSl-1064-A1-R4_A1g00621	134.196	215	0	1	35.1033	26.08
MvSl-1064-A1-R4_A1g00622	2253.16	2074.22	173	171	1218.77	1558.95
MvSl-1064-A1-R4_A1g00623	248	280	20	34	121	205
MvSl-1064-A1-R4_A1g00624	4110	4922	2497	4034	4924	5734
MvSl-1064-A1-R4_A1g00625	85.6767	106	54.1383	72	111	108
MvSl-1064-A1-R4_A1g00626	846.087	868.239	698.254	780.042	462.489	509.112
MvSl-1064-A1-R4_A1g00627	746.544	617.699	663.179	666.958	859.138	698.511
MvSl-1064-A1-R4_A1g00628	170.831	239.041	32.129	67.048	132.937	207.97
MvSl-1064-A1-R4_A1g00629	132	174	169	324	80	104
MvSl-1064-A1-R4_A1g00630	784	719	1805	3955	440	461
MvSl-1064-A1-R4_A1g00631	528	482	3667	8248	349	337
MvSl-1064-A1-R4_A1g00632	163	180	296	513	120	117
MvSl-1064-A1-R4_A1g00633	1184	1142	1988	3763	758	796
MvSl-1064-A1-R4_A1g00634	498	329	613	1286	213	350
MvSl-1064-A1-R4_A1g00635	555.969	426.104	224.798	404.574	195.022	275.203
MvSl-1064-A1-R4_A1g00636	1192.85	2268.35	292.363	463.321	381.123	660.788
MvSl-1064-A1-R4_A1g00637	4305.42	6651.73	840.561	1393.99	1680.82	2524.96
MvSl-1064-A1-R4_A1g00638	19.1645	24.1063	0	1.06934	25.0953	30.0447
MvSl-1064-A1-R4_A1g00639	185	229	96	141	81	103
MvSl-1064-A1-R4_A1g00640	838	1125	496	897	722	779.92
MvSl-1064-A1-R4_A1g00641	234.492	354	212.777	252.287	232	228.729
MvSl-1064-A1-R4_A1g00642	13.5398	11	5.73062	8	398.73	732.154
MvSl-1064-A1-R4_A1g00643	38.8333	19.4019	9.41391	27.3913	9.90286	8.6153
MvSl-1064-A1-R4_A1g00644	812	992	1130	1978	937	858
MvSl-1064-A1-R4_A1g00645	1144	1483	1795	3087	1635	1355
MvSl-1064-A1-R4_A1g00646	6063	8626	5654	9553	5129	5485
MvSl-1064-A1-R4_A1g00647	4949	8045	7249	15321	4863	8064
MvSl-1064-A1-R4_A1g00648	1311	1306	1135	1423	1693	1518
MvSl-1064-A1-R4_A1g00649	258.704	281.451	167.265	133.123	447.8	725.859
MvSl-1064-A1-R4_A1g00650	630.29	863.359	39.9051	29.477	89.5436	162.59
MvSl-1064-A1-R4_A1g00651	24.1731	50.3297	5.96107	20.5115	37.2558	47.6987
MvSl-1064-A1-R4_A1g00652	2130.5	3780.01	861.434	1519.34	922.707	1588.43
MvSl-1064-A1-R4_A1g00653	89	125	104	117	74.0265	126.785
MvSl-1064-A1-R4_A1g00654	434.993	757.69	855.1	1254.6	496.263	837.538
MvSl-1064-A1-R4_A1g00655	0	0	0	0	0	14.847
MvSl-1064-A1-R4_A1g00656	521.693	537.74	191.909	247.629	263.746	506.704
MvSl-1064-A1-R4_A1g00657	464.017	1281.47	364.618	982.221	637.539	1069.76
MvSl-1064-A1-R4_A1g00658	88	151	52	29	12	47
MvSl-1064-A1-R4_A1g00659	85	67	13	24	313	261
MvSl-1064-A1-R4_A1g00660	1270.26	1180.87	927.893	1210.76	586.355	679.769
MvSl-1064-A1-R4_A1g00661	1417.65	1502.48	951.975	1375.88	1166.21	1516.14
MvSl-1064-A1-R4_A1g00662	322.405	327.366	235.414	371.309	489.479	641.922
MvSl-1064-A1-R4_A1g00663	1049.03	1123.33	733.251	833.24	513.766	615.76
MvSl-1064-A1-R4_A1g00664	4	7.29763	1.02628	2.14958	3.19037	6.68143
MvSl-1064-A1-R4_A1g00665	5.76976	1.51289	1.67161	0	8.29903	7.67862
MvSl-1064-A1-R4_A1g00666	7.38067	6.09089	14.0206	2.00698	7.42664	25.3355
MvSl-1064-A1-R4_A1g00667	105.754	70.8052	33.2683	23.5724	122.221	168.864
MvSl-1064-A1-R4_A1g00668	2893.06	3139.69	1010.34	1454	5778.8	8195.62
MvSl-1064-A1-R4_A1g00669	1160	1304	1450	1845	1876	1774
