gene	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_MC01-1g01720	2100.31	3179.69	3455.63	3724.83
MvSl-1064-A1-R4_MC01-1g01721	2	0	0	0
MvSl-1064-A1-R4_MC01-1g01722	9	12	23	11.0187
MvSl-1064-A1-R4_MC01-1g01723	113.61	117.714	115.671	138.334
MvSl-1064-A1-R4_MC01-1g01724	108.678	206.666	116.324	141.665
MvSl-1064-A1-R4_MC01-1g01725	1689	1910	1966	1897
MvSl-1064-A1-R4_MC01-1g01726	2140	2951	2947	3227
MvSl-1064-A1-R4_MC01-1g01727	496.061	500.117	522.532	601.894
MvSl-1064-A1-R4_MC01-1g01728	6421.66	9374.47	11109.5	10953
MvSl-1064-A1-R4_MC01-1g01729	598	652	863	822
MvSl-1064-A1-R4_MC01-1g01730	541	1063	803	733
MvSl-1064-A1-R4_MC01-1g01731	34230	53831	52903	54599
MvSl-1064-A1-R4_MC01-1g01732	1	2	1	3
MvSl-1064-A1-R4_MC01-1g01733	0	2	1	3
MvSl-1064-A1-R4_MC01-1g01734	652	829	1521	1335
MvSl-1064-A1-R4_MC01-1g01735	8	15	13	5
MvSl-1064-A1-R4_MC01-1g01736	2	0	0	0
MvSl-1064-A1-R4_MC01-1g01737	7.01242	7.32957	7.17858	10.0811
MvSl-1064-A1-R4_MC01-1g01738	20	28	3.03274	1
MvSl-1064-A1-R4_MC01-1g01739	95.9712	51.944	44	31
MvSl-1064-A1-R4_MC01-1g01740	16	9	14	5
MvSl-1064-A1-R4_MC01-1g01741	1334.3	1596.9	1369.43	1461.32
MvSl-1064-A1-R4_MC01-1g01742	2135.35	2400.73	1653.08	1635.91
MvSl-1064-A1-R4_MC01-1g01743	2053	3480	2629	2584
MvSl-1064-A1-R4_MC01-1g01744	4476	6940	5331	4932
MvSl-1064-A1-R4_MC01-1g01745	18	12	15	10
MvSl-1064-A1-R4_MC01-1g01746	121.002	84.874	73.5437	33.9894
MvSl-1064-A1-R4_MC01-1g01747	2	0	0	0
MvSl-1064-A1-R4_MC01-1g01748	1057	1271	1472	1493
MvSl-1064-A1-R4_MC01-1g01749	67.125	65	52.3514	85.8147
MvSl-1064-A1-R4_MC01-1g01750	276.779	222.339	279.904	360.16
MvSl-1064-A1-R4_MC01-1g01751	3749	4018	4805	4903
MvSl-1064-A1-R4_MC01-1g01752	343	498	476	524
MvSl-1064-A1-R4_MC01-1g01753	760	1194	1106	1115
MvSl-1064-A1-R4_MC01-1g01754	656	663	943	1295
MvSl-1064-A1-R4_MC01-1g01755	1979	3243	2806	3144
MvSl-1064-A1-R4_MC01-1g01756	1360.5	1873.6	1945.76	2098.91
MvSl-1064-A1-R4_MC01-1g01757	10.6377	38.4268	14.5864	18.8826
MvSl-1064-A1-R4_MC01-1g01758	224.282	262.878	306.625	292.067
MvSl-1064-A1-R4_MC01-1g01759	5.65001	5.66465	1.34298	4.1792
MvSl-1064-A1-R4_MC01-1g01760	1569.36	6785.57	2377.41	4443.12
MvSl-1064-A1-R4_MC01-1g01761	60	63	106	120
MvSl-1064-A1-R4_MC01-1g01762	215	320	228	242
MvSl-1064-A1-R4_MC01-1g01763	2115	2291	2261	2195
MvSl-1064-A1-R4_MC01-1g01764	55	55	48	55
MvSl-1064-A1-R4_MC01-1g01765	227.009	246.831	241.672	255.958
MvSl-1064-A1-R4_MC01-1g01766	1325	1233	2062	1837
MvSl-1064-A1-R4_MC01-1g01767	1122	1621	1697	1349
MvSl-1064-A1-R4_MC01-1g01768	1787	3056	2498	2286
MvSl-1064-A1-R4_MC01-1g01769	502	456	681	910
MvSl-1064-A1-R4_MC01-1g01770	4947	8930	7901	7495
MvSl-1064-A1-R4_MC01-1g01771	4194	5817	6061	5477
MvSl-1064-A1-R4_MC01-1g01772	0	0	0	0
MvSl-1064-A1-R4_MC01-1g01773	0	0	0	1
MvSl-1064-A1-R4_MC01-1g01774	10	16	13	23
MvSl-1064-A1-R4_MC01-1g01775	906.31	1340.53	1107.57	1122.48
MvSl-1064-A1-R4_MC01-1g01776	36.6009	39.6517	23.3897	13.6206
MvSl-1064-A1-R4_MC01-1g01777	3.01931	8.06419	8.01201	8.0276
MvSl-1064-A1-R4_MC01-1g01778	2	1	0	1
MvSl-1064-A1-R4_MC01-1g01779	68	74	60	43
MvSl-1064-A1-R4_MC01-1g01780	1388	1950	1947	1788
MvSl-1064-A1-R4_MC01-1g01782	1696.8	2665.54	2562.6	2388.19
MvSl-1064-A1-R4_MC01-1g01783	40.4653	20.3032	42.8673	93.0374
MvSl-1064-A1-R4_MC01-1g01785	25.875	18.9	12.9231	12.9231
MvSl-1064-A1-R4_MC01-1g01786	107.804	117.111	52.968	77.869
MvSl-1064-A1-R4_MC01-1g01787	0	0	0	0
MvSl-1064-A1-R4_MC01-1g01788	1116.25	1364.72	922.412	840.355
MvSl-1064-A1-R4_MC01-1g01789	3442.43	6278.22	2719.04	2957.97
MvSl-1064-A1-R4_MC01-1g01790	1050.97	1689.94	936.657	956.111
MvSl-1064-A1-R4_MC01-1g01791	38.4715	41.6591	34.3534	28.4107
MvSl-1064-A1-R4_MC01-1g01792	110.375	105.673	84.0979	85.4838
MvSl-1064-A1-R4_MC01-1g01794	98.4473	82.3495	129.473	223.759
MvSl-1064-A1-R4_MC01-1g01795	3	4	3	6
MvSl-1064-A1-R4_MC01-1g01796	3818	5786	6013	5244
MvSl-1064-A1-R4_MC01-1g01797	637	958	1090	1507
MvSl-1064-A1-R4_MC01-1g01798	1165	2088	1590	1671
MvSl-1064-A1-R4_MC01-1g01799	538	755	746	753
MvSl-1064-A1-R4_MC01-1g01800	13682	23662	32292	24670
MvSl-1064-A1-R4_MC01-1g01801	1429	1537	1605	1784
MvSl-1064-A1-R4_MC01-1g01802	3747	3931	4465	4303
MvSl-1064-A1-R4_MC01-1g01803	15403	26796	30921	27322
MvSl-1064-A1-R4_MC01-1g01804	1516	2073	2596	3909
MvSl-1064-A1-R4_MC01-1g01805	919	1113	1058	1190
MvSl-1064-A1-R4_MC01-1g01806	1628	1894	3119	3299
MvSl-1064-A1-R4_MC01-1g01807	1.02854	2.03767	4.10797	5.16955
MvSl-1064-A1-R4_MC01-1g01808	1090.97	1372.96	1074.89	1246.83
MvSl-1064-A1-R4_MC01-1g01809	4383	6821	6383	6196
MvSl-1064-A1-R4_MC01-1g01810	316	305	399	402
MvSl-1064-A1-R4_MC01-1g01811	675	865	957	1056
MvSl-1064-A1-R4_MC01-1g01812	1243	1471	1747	1884
MvSl-1064-A1-R4_MC01-1g01813	1658	1834	2430	2462
MvSl-1064-A1-R4_MC01-1g01814	594	1277	1338	1223
MvSl-1064-A1-R4_MC01-1g01815	5	4	10	13
MvSl-1064-A1-R4_MC01-1g01816	3766	5714	5324	5445
MvSl-1064-A1-R4_MC01-1g01817	4637	8986	6671	6307
MvSl-1064-A1-R4_MC01-1g01818	998	1248	602	824
MvSl-1064-A1-R4_MC01-1g01819	2016	3422	2520	2849
MvSl-1064-A1-R4_MC01-1g01820	196	205	191	144
MvSl-1064-A1-R4_MC01-1g01821	2044	1012	661	138
MvSl-1064-A1-R4_MC01-1g01822	1879.1	2605	2242	2130
MvSl-1064-A1-R4_MC01-1g01823	755	1231	1267	1677
MvSl-1064-A1-R4_MC01-1g01824	3730	5331	4551	3489
MvSl-1064-A1-R4_MC01-1g01825	0	0	0	0
MvSl-1064-A1-R4_MC01-1g01826	21	35	54	55
MvSl-1064-A1-R4_MC01-1g01827	55.1146	66.8609	44.9291	46.9655
MvSl-1064-A1-R4_MC01-1g01828	207.904	197.544	151.243	186.466
MvSl-1064-A1-R4_MC01-1g01829	178.39	174.286	257.329	285.666
MvSl-1064-A1-R4_MC01-1g01830	408.187	581.048	417.778	404.785
MvSl-1064-A1-R4_MC01-1g01831	3.66649	1	0	1
MvSl-1064-A1-R4_MC01-1g01832	4.51276e-08	0	2	0
MvSl-1064-A1-R4_MC01-1g01833	0	0	1	3
MvSl-1064-A1-R4_MC01-1g01834	7	5	13	7
MvSl-1064-A1-R4_MC01-1g01835	5.89292	9.0234	4.66261	10.6013
MvSl-1064-A1-R4_MC01-1g01836	15.5767	7.90136	15.9169	19.1933
MvSl-1064-A1-R4_MC01-1g01837	0	1.11979	2.0384	0
MvSl-1064-A1-R4_MC01-1g01839	2.80079	1.55094	13.9062	10.8882
MvSl-1064-A1-R4_MC01-1g01840	3	16	52	22
MvSl-1064-A1-R4_MC01-1g01841	816	909	994	1019
MvSl-1064-A1-R4_MC01-1g01842	0	0	0	0
MvSl-1064-A1-R4_MC01-1g01843	49	35	27	33
MvSl-1064-A1-R4_MC01-1g01844	1810	2932	3998	3490
MvSl-1064-A1-R4_MC01-1g01845	1200	1397	1892	1721
MvSl-1064-A1-R4_MC01-1g01846	3250	3526	3902	4129
MvSl-1064-A1-R4_MC01-1g01847	11	6	4	5
MvSl-1064-A1-R4_MC01-1g01848	1	0	0	2
MvSl-1064-A1-R4_MC01-1g01849	5772	8298	10153	11943
MvSl-1064-A1-R4_MC01-1g01850	546	557	732	820
MvSl-1064-A1-R4_MC01-1g01851	1661	2212	2635	2719
MvSl-1064-A1-R4_MC01-1g01852	3029	4765	4270	4279
MvSl-1064-A1-R4_MC01-1g01853	703	784	751	727
MvSl-1064-A1-R4_MC01-1g01854	39	42	43	46
MvSl-1064-A1-R4_MC01-1g01855	1752	2425	2406	2007
MvSl-1064-A1-R4_MC01-1g01856	2773	4782	3438	3519
MvSl-1064-A1-R4_MC01-1g01857	112	68	133	129
MvSl-1064-A1-R4_MC01-1g01858	527	730	826	1020
MvSl-1064-A1-R4_MC01-1g01859	5458	6784	7552	7821
MvSl-1064-A1-R4_MC01-1g01860	982	1555	1275	1447
MvSl-1064-A1-R4_MC01-1g01861	3406	3316	3420	3366
MvSl-1064-A1-R4_MC01-1g01862	5700	8873	8096	7291
MvSl-1064-A1-R4_MC01-1g01863	1739	1941	2323	2481
MvSl-1064-A1-R4_MC01-1g01864	696	958	787	929
MvSl-1064-A1-R4_MC01-1g01865	222	266	286	324
MvSl-1064-A1-R4_MC01-1g01866	8	1	5	10
MvSl-1064-A1-R4_MC01-1g01867	1851	2117	2492	2451
MvSl-1064-A1-R4_MC01-1g01868	733	690	886	1037
MvSl-1064-A1-R4_MC01-1g01869	1229	1622	1613	1700
MvSl-1064-A1-R4_MC01-1g01870	6301.05	9327.57	8232.31	8296.31
MvSl-1064-A1-R4_MC01-1g01871	854	1497	1297	1366
MvSl-1064-A1-R4_MC01-1g01872	2017	3547	2491	2650
MvSl-1064-A1-R4_MC01-1g01873	2640	4707	3382	3145
MvSl-1064-A1-R4_MC01-1g01874	2243	3564	3148	3358
MvSl-1064-A1-R4_MC01-1g01875	880	1006	791	603
MvSl-1064-A1-R4_MC01-1g01876	5756	6322	4511	3486
MvSl-1064-A1-R4_MC01-1g01877	749	1069	1196	1303
MvSl-1064-A1-R4_MC01-1g01878	519	652	569	620
MvSl-1064-A1-R4_MC01-1g01879	790	798	1156	1575
MvSl-1064-A1-R4_MC01-1g01880	4915	4648	2309	2999
MvSl-1064-A1-R4_MC01-1g01881	1538	2653	1864	1913
MvSl-1064-A1-R4_MC01-1g01882	2117	3660	6351	7916
MvSl-1064-A1-R4_MC01-1g01883	954	1662	1145	1200
MvSl-1064-A1-R4_MC01-1g01884	195	149	126	116
MvSl-1064-A1-R4_MC01-1g01885	224	369	241	234
MvSl-1064-A1-R4_MC01-1g01886	861	900	1373	1621
MvSl-1064-A1-R4_MC01-1g01887	1821	964	1020	620
MvSl-1064-A1-R4_MC01-1g01888	136	97	68	38
MvSl-1064-A1-R4_MC01-1g01889	4475	8183	7214	7097
MvSl-1064-A1-R4_MC01-1g01890	3185	3101	4286	5702
MvSl-1064-A1-R4_MC01-1g01891	495	637	824	1322
MvSl-1064-A1-R4_MC01-1g01892	128	86	157	171
MvSl-1064-A1-R4_MC01-1g01893	1084	1479	1925	2260
MvSl-1064-A1-R4_MC01-1g01894	5094	2341	2909	2744
MvSl-1064-A1-R4_MC01-1g01895	1324	645	784	796
MvSl-1064-A1-R4_MC01-1g01896	1274	1250	1709	2399
MvSl-1064-A1-R4_MC01-1g01897	2252	2484	2748	2751
MvSl-1064-A1-R4_MC01-1g01898	461	563	716	716
MvSl-1064-A1-R4_MC01-1g01899	9063	15475	18645	18885
MvSl-1064-A1-R4_MC01-1g01900	604	1171	1049	1310
MvSl-1064-A1-R4_MC01-1g01901	1196	1514	2403	2507
MvSl-1064-A1-R4_MC01-1g01902	2312	2328	2082	2029
MvSl-1064-A1-R4_MC01-1g01903	189	99	111	216
MvSl-1064-A1-R4_MC01-1g01904	1127	1151	1351	1833
MvSl-1064-A1-R4_MC01-1g01905	1546	1898	2489	2514
MvSl-1064-A1-R4_MC01-1g01906	4370	5361	6330	5601
MvSl-1064-A1-R4_MC01-1g01907	1543	1526	1358	1647
MvSl-1064-A1-R4_MC01-1g01908	0	0	0.00206202	0
MvSl-1064-A1-R4_MC01-1g01909	28.505	56.2874	36.2955	46.7862
MvSl-1064-A1-R4_MC01-1g01910	56.3623	67.388	45.6521	40.8019
MvSl-1064-A1-R4_MC01-1g01911	38.7585	22.095	21.3249	24.253
MvSl-1064-A1-R4_MC01-1g01912	1658	2018	1669	1799
MvSl-1064-A1-R4_MC01-1g01913	6385	8791	7399	7170
MvSl-1064-A1-R4_MC01-1g01914	3	1	4	1
MvSl-1064-A1-R4_MC01-1g01915	1631	2256	2379	2210
MvSl-1064-A1-R4_MC01-1g01916	824	1042	1323	1568
MvSl-1064-A1-R4_MC01-1g01917	3563.82	3014.28	2935.57	2510.14
MvSl-1064-A1-R4_MC01-1g01918	1299	1592	2121	2178
MvSl-1064-A1-R4_MC01-1g01919	3916	4971	4264	4522
MvSl-1064-A1-R4_MC01-1g01921	1382.16	1391.15	2385.83	2734.99
MvSl-1064-A1-R4_MC01-1g01922	429	491	402	541
MvSl-1064-A1-R4_MC01-1g01923	3269	4611	6171	4617
MvSl-1064-A1-R4_MC01-1g01924	1745	2112	3892	4473
MvSl-1064-A1-R4_MC01-1g01925	3578	6240	4664	4757
MvSl-1064-A1-R4_MC01-1g01926	1227	759	947	761
MvSl-1064-A1-R4_MC01-1g01927	626	921	1890	2196
MvSl-1064-A1-R4_MC01-1g01928	3945	4862	4656	3930
MvSl-1064-A1-R4_MC01-1g01929	347.112	400.812	422.936	352.115
MvSl-1064-A1-R4_MC01-1g01930	21	5	1	3
MvSl-1064-A1-R4_MC01-1g01931	315	365	548	460
MvSl-1064-A1-R4_MC01-1g01932	411	548	963	784
MvSl-1064-A1-R4_MC01-1g01933	1067	1739	2043	2141
MvSl-1064-A1-R4_MC01-1g01934	2674	3032	3818	3212
MvSl-1064-A1-R4_MC01-1g01935	4483	7842	6490	6829
MvSl-1064-A1-R4_MC01-1g01936	979	1692	1214	1193
MvSl-1064-A1-R4_MC01-1g01937	584	627	230	363
MvSl-1064-A1-R4_MC01-1g01938	37149	75338	39500	51578
MvSl-1064-A1-R4_MC01-1g01939	7777	15425	6768	7211
MvSl-1064-A1-R4_MC01-1g01940	8556	19489	9558	10925
MvSl-1064-A1-R4_MC01-1g01941	5367	10862	6046	6139
MvSl-1064-A1-R4_MC01-1g01942	965	1412	1516	1488
MvSl-1064-A1-R4_MC01-1g01943	1150	1203	1284	1409
MvSl-1064-A1-R4_MC01-1g01944	1937	2095	1979	2256
MvSl-1064-A1-R4_MC01-1g01945	3420	4414	4565	5038
MvSl-1064-A1-R4_MC01-1g01946	786	1391	1524	1806
MvSl-1064-A1-R4_MC01-1g01947	2240	3315	2838	2874
MvSl-1064-A1-R4_MC01-1g01948	2298	2616	3086	3058
MvSl-1064-A1-R4_MC01-1g01949	1587	2321	2396	2287
MvSl-1064-A1-R4_MC01-1g01950	66.3624	55.6305	71.6691	92.8128
MvSl-1064-A1-R4_MC01-1g01951	1888	2406	2365	2294
MvSl-1064-A1-R4_MC01-1g01952	4524	7896	4727	5556
MvSl-1064-A1-R4_MC01-1g01953	3530	6545	5245	5443
MvSl-1064-A1-R4_MC01-1g01954	4295	8628	4196	4718
MvSl-1064-A1-R4_MC01-1g01955	27480	44294	48477	38900
MvSl-1064-A1-R4_MC01-1g01956	129	176	119	147
MvSl-1064-A1-R4_MC01-1g01957	682.897	688.846	537.633	484.677
MvSl-1064-A1-R4_MC01-1g01958	1329	1507	1952	2022
MvSl-1064-A1-R4_MC01-1g01959	1303	1099	1461	1695
MvSl-1064-A1-R4_MC01-1g01960	531	383	518	647
MvSl-1064-A1-R4_MC01-1g01961	26	12	15	24
MvSl-1064-A1-R4_MC01-1g01962	409	542	303	370
MvSl-1064-A1-R4_MC01-1g01963	365	613	468	438
MvSl-1064-A1-R4_MC01-1g01964	250	342	306	263
MvSl-1064-A1-R4_MC01-1g01965	271	533	1181	1187
MvSl-1064-A1-R4_MC01-1g01966	1170	1816	1418	1302
MvSl-1064-A1-R4_MC01-1g01967	1349	1288	880	775
MvSl-1064-A1-R4_MC01-1g01968	832	917	1040	1029
MvSl-1064-A1-R4_MC01-1g01969	8649	4333	8017	4862
MvSl-1064-A1-R4_MC01-1g01970	434.019	659.579	1546.91	1611.15
MvSl-1064-A1-R4_MC01-1g01971	145	213	209	284
MvSl-1064-A1-R4_MC01-1g01972	1337	1424	1514	1155
MvSl-1064-A1-R4_MC01-1g01973	3181	5299	3867	4348
MvSl-1064-A1-R4_MC01-1g01974	2406	3116	3668	4161
MvSl-1064-A1-R4_MC01-1g01975	771.3	964.126	873.02	784.685
MvSl-1064-A1-R4_MC01-1g01976	456.559	899.166	313.417	276.342
MvSl-1064-A1-R4_MC01-1g01977	148.758	133.3	182.551	171.363
MvSl-1064-A1-R4_MC01-1g01978	220.384	383.846	149.199	78.3661
MvSl-1064-A1-R4_MC01-1g01979	4	9	1	4
MvSl-1064-A1-R4_MC01-1g01980	4.00459	1.00114	6	8.07067
MvSl-1064-A1-R4_MC01-1g01981	0	0	0	1
MvSl-1064-A1-R4_MC01-1g01982	227.473	171.614	162.815	132.778
MvSl-1064-A1-R4_MC01-1g01983	55.1191	58.14	41.9133	31.6479
MvSl-1064-A1-R4_MC01-1g01984	5716	7800	8247	7235
MvSl-1064-A1-R4_MC01-1g01985	419	679	334	391
MvSl-1064-A1-R4_MC01-1g01986	15.9639	19.2862	22.3089	20.4752
MvSl-1064-A1-R4_MC01-1g01987	9330	17075	11864	10100
MvSl-1064-A1-R4_MC01-1g01988	4024	4172	3085	2466
MvSl-1064-A1-R4_MC01-1g01989	207	181	170	333
MvSl-1064-A1-R4_MC01-1g01990	963	1064	865	1177
MvSl-1064-A1-R4_MC01-1g01991	9.7294	9.45045	7	5
MvSl-1064-A1-R4_MC01-1g01992	1540.74	2618.84	1881.75	2082.36
MvSl-1064-A1-R4_MC01-1g01993	6423.75	10438.8	3172.12	3113.42
MvSl-1064-A1-R4_MC01-1g01994	17.5901	26.8006	15.576	2.5362
MvSl-1064-A1-R4_MC01-1g01995	927	1594	2095	2693
MvSl-1064-A1-R4_MC01-1g01996	3.03774	1.66895	2.54677	0
MvSl-1064-A1-R4_MC01-1g01997	304.664	329.374	383.941	595.542
MvSl-1064-A1-R4_MC01-1g01998	10266	19065	13901	12068
MvSl-1064-A1-R4_MC01-1g01999	45309	96708	47635	48519
MvSl-1064-A1-R4_MC01-1g02000	2151	3349	2774	2220
MvSl-1064-A1-R4_MC01-1g02001	1520	2555	2080	2259
MvSl-1064-A1-R4_MC01-1g02002	2088	2171	3104	3549
MvSl-1064-A1-R4_MC01-1g02003	2957	3641	5251	4622
MvSl-1064-A1-R4_MC01-1g02004	91.9133	121.082	203.645	233.487
MvSl-1064-A1-R4_MC01-1g02005	97.8571	160.31	176.809	212.886
MvSl-1064-A1-R4_MC01-1g02006	1	1	0	2.80087
MvSl-1064-A1-R4_MC01-1g02007	555.607	962.279	800.534	1106.97
MvSl-1064-A1-R4_MC01-1g02008	1827.66	1707.74	1932	1889
MvSl-1064-A1-R4_MC01-1g02009	1967.98	2162.52	2380	2393
MvSl-1064-A1-R4_MC01-1g02010	3516.62	3887.85	4128.08	3630.96
MvSl-1064-A1-R4_MC01-1g02011	3107	2159	4211	3383
MvSl-1064-A1-R4_MC01-1g02012	12	5	13	24
MvSl-1064-A1-R4_MC01-1g02013	2471.96	2101.71	3048.99	4404.03
MvSl-1064-A1-R4_MC01-1g02014	204.01	233.949	175.701	187.037
MvSl-1064-A1-R4_MC01-1g02015	2693	2801	3103	2801
MvSl-1064-A1-R4_MC01-1g02016	748	1103	1290	1472
MvSl-1064-A1-R4_MC01-1g02017	3017	5290	4388	4437
MvSl-1064-A1-R4_MC01-1g02018	1282	1844	3084	4635
MvSl-1064-A1-R4_MC01-1g02019	5	0	4	2
MvSl-1064-A1-R4_MC01-1g02020	2426	2281	2708	3061
MvSl-1064-A1-R4_MC01-1g02021	2339	2463	2994	3222
MvSl-1064-A1-R4_MC01-1g02022	362.556	446.718	203.604	141.268
MvSl-1064-A1-R4_MC01-1g02023	27	17.5	30.4699	33.3537
MvSl-1064-A1-R4_MC01-1g02024	30	30	15.302	16.3695
MvSl-1064-A1-R4_MC01-1g02025	132.838	114.934	83.3243	117.807
MvSl-1064-A1-R4_MC01-1g02026	276.54	290.518	269.681	225.382
MvSl-1064-A1-R4_MC01-1g02027	215.882	247.245	317.039	281.273
MvSl-1064-A1-R4_MC01-1g02028	24	20.4279	33.9012	16.8361
MvSl-1064-A1-R4_MC01-1g02029	3065	3512	4050	3601
MvSl-1064-A1-R4_MC01-1g02030	437	654	688	726
MvSl-1064-A1-R4_MC01-1g02031	3693	6076	3921	3950
MvSl-1064-A1-R4_MC01-1g02032	14000	29825	15198	17257
MvSl-1064-A1-R4_MC01-1g02033	775	1397	924	899
MvSl-1064-A1-R4_MC01-1g02034	3601	6705	4715	3825
MvSl-1064-A1-R4_MC01-1g02035	5335	9829	6326	6066
MvSl-1064-A1-R4_MC01-1g02036	696	1073	996	1050
MvSl-1064-A1-R4_MC01-1g02037	17779	38360	25528	24749
MvSl-1064-A1-R4_MC01-1g02038	174	261	171	226
MvSl-1064-A1-R4_MC01-1g02039	3179	3433	4473	5500
MvSl-1064-A1-R4_MC01-1g02040	549	545	641	591
MvSl-1064-A1-R4_MC01-1g02041	46	71	101	103
MvSl-1064-A1-R4_MC01-1g02042	699.781	512.552	515.967	1400.99
MvSl-1064-A1-R4_MC01-1g02043	1925	2450	2663	2257
MvSl-1064-A1-R4_MC01-1g02044	1796	2967	2391	2395
MvSl-1064-A1-R4_MC01-1g02045	1831	1856	1606	1468
MvSl-1064-A1-R4_MC01-1g02046	40.9365	64.3429	62.2954	64.4127
MvSl-1064-A1-R4_MC01-1g02047	543.459	802.01	825.963	684.702
MvSl-1064-A1-R4_MC01-1g02048	298.382	400.11	305.25	283.415
MvSl-1064-A1-R4_MC01-1g02049	1256.73	1541.65	1497.06	1637.98
MvSl-1064-A1-R4_MC01-1g02050	249	302	267	267
MvSl-1064-A1-R4_MC01-1g02051	2607	2745	2871	2596
MvSl-1064-A1-R4_MC01-1g02052	7093	10307	12767	32615
MvSl-1064-A1-R4_MC01-1g02053	553	955	801	974
MvSl-1064-A1-R4_MC01-1g02054	4619	9217	4819	5032
MvSl-1064-A1-R4_MC01-1g02055	59	80	46	56
MvSl-1064-A1-R4_MC01-1g02056	144	189	122	137
MvSl-1064-A1-R4_MC01-1g02057	627	761	561	617
MvSl-1064-A1-R4_MC01-1g02058	2475	2609	3463	3250
MvSl-1064-A1-R4_MC01-1g02059	3	6	22	23
MvSl-1064-A1-R4_MC01-1g02060	1523	2277	3494	3549
MvSl-1064-A1-R4_MC01-1g02061	45	57	81	70
MvSl-1064-A1-R4_MC01-1g02062	2537	4205	4559	4766
MvSl-1064-A1-R4_MC01-1g02063	335.412	403.171	365.58	364.667
MvSl-1064-A1-R4_MC01-1g02064	500.703	652.671	657.952	722.432
MvSl-1064-A1-R4_MC01-1g02065	19	33.7929	24	34
MvSl-1064-A1-R4_MC01-1g02066	3	2.0506	5	5.07082
MvSl-1064-A1-R4_MC01-1g02067	1204	2322	2038	2188
MvSl-1064-A1-R4_MC01-1g02068	1426	1777	2948	3101
MvSl-1064-A1-R4_MC01-1g02069	0	2	0	4
MvSl-1064-A1-R4_MC01-1g02070	10	11	12	10
MvSl-1064-A1-R4_MC01-1g02071	992	1382	1627	1401
MvSl-1064-A1-R4_MC01-1g02072	2803	4514	5020	4698
MvSl-1064-A1-R4_MC01-1g02073	1750	2680	2126	1884
MvSl-1064-A1-R4_MC01-1g02074	815	1475	1484	1178
MvSl-1064-A1-R4_MC01-1g02075	557	1123	1215	1515
MvSl-1064-A1-R4_MC01-1g02076	519	1052	835	945
MvSl-1064-A1-R4_MC01-1g02077	875	1174	1323	1622
MvSl-1064-A1-R4_MC01-1g02078	18047	15294	23612	20328
MvSl-1064-A1-R4_MC01-1g02079	2138	3175	2898	2916
MvSl-1064-A1-R4_MC01-1g02080	2958	4167	5488	5092
MvSl-1064-A1-R4_MC01-1g02081	1713	3018	2731	2642
MvSl-1064-A1-R4_MC01-1g02082	718.657	685.376	649.703	819.762
MvSl-1064-A1-R4_MC01-1g02083	230.877	146.541	117.547	104
MvSl-1064-A1-R4_MC01-1g02084	2292	1936	2182	2230
MvSl-1064-A1-R4_MC01-1g02085	1829	2081	1882	1678
MvSl-1064-A1-R4_MC01-1g02086	3681	4699	4505	4163
MvSl-1064-A1-R4_MC01-1g02087	1591	2220	1942	1802
MvSl-1064-A1-R4_MC01-1g02088	816	1243	1843	2566
MvSl-1064-A1-R4_MC01-1g02089	1232	2110	1844	1901
MvSl-1064-A1-R4_MC01-1g02090	4386	6270	7398	6304
MvSl-1064-A1-R4_MC01-1g02091	552	686	728	804
MvSl-1064-A1-R4_MC01-1g02092	1071	1235	1375	1458
MvSl-1064-A1-R4_MC01-1g02093	2052	2623	3263	2625
MvSl-1064-A1-R4_MC01-1g02094	574	901	876	874
MvSl-1064-A1-R4_MC01-1g02095	10039	19073	9506	10114
MvSl-1064-A1-R4_MC01-1g02097	423.237	515.56	571.38	558.883
MvSl-1064-A1-R4_MC01-1g02098	5	7	6	1
MvSl-1064-A1-R4_MC01-1g02099	37	49	48	36
MvSl-1064-A1-R4_MC01-1g02100	166	165	162	159
MvSl-1064-A1-R4_MC01-1g02101	73	65	94	82
MvSl-1064-A1-R4_MC01-1g02102	1807	2258	2342	2237
MvSl-1064-A1-R4_MC01-1g02103	1175	1473	1581	1368
MvSl-1064-A1-R4_MC01-1g02104	10093	13634	13744	14000
MvSl-1064-A1-R4_MC01-1g02105	1782	2312	2357	1825
MvSl-1064-A1-R4_MC01-1g02106	568	971	807	811
MvSl-1064-A1-R4_MC01-1g02107	2048	3168	3620	3165
MvSl-1064-A1-R4_MC01-1g02108	1155	1568	1424	1377
MvSl-1064-A1-R4_MC01-1g02109	585	887	865	1006
MvSl-1064-A1-R4_MC01-1g02110	2454	3784	3461	3462
MvSl-1064-A1-R4_MC01-1g02111	768	1258	2874	2734
MvSl-1064-A1-R4_MC01-1g02112	2712	4962	2658	2653
MvSl-1064-A1-R4_MC01-1g02113	1145	1624	1452	1610
MvSl-1064-A1-R4_MC01-1g02114	3180	4529	4881	4358
MvSl-1064-A1-R4_MC01-1g02115	646	920	963	1228
MvSl-1064-A1-R4_MC01-1g02116	1079	1589	1812	2479
MvSl-1064-A1-R4_MC01-1g02117	33	47	38	29
MvSl-1064-A1-R4_MC01-1g02118	3589	3048	3843	3070
MvSl-1064-A1-R4_MC01-1g02119	126	117	141	191
MvSl-1064-A1-R4_MC01-1g02120	604	914	1098	881
MvSl-1064-A1-R4_MC01-1g02121	449	700	577	680
MvSl-1064-A1-R4_MC01-1g02122	1169	1672	1293	1270
