gene	genename	chr	start	end	length
MvSl-1064-A1-R4_A1g01173	MvSl-1064-A1-R4_A1	aMAT	2593478	2595807	1554
MvSl-1064-A1-R4_A1g01174	MvSl-1064-A1-R4_A1	aMAT	2596448	2598123	1221
MvSl-1064-A1-R4_A1g01175	MvSl-1064-A1-R4_A1	aMAT	2598714	2598931	162
MvSl-1064-A1-R4_A1g01189	MvSl-1064-A1-R4_A1	aMAT	2625755	2626956	1044
MvSl-1064-A1-R4_A1g01212	MvSl-1064-A1-R4_A1	aMAT	2689352	2692677	2769
MvSl-1064-A1-R4_A1g01219	MvSl-1064-A1-R4_A1	aMAT	2705499	2709175	3069
MvSl-1064-A1-R4_A1g01220	MvSl-1064-A1-R4_A1	aMAT	2709667	2711246	891
MvSl-1064-A1-R4_A1g01227	MvSl-1064-A1-R4_A1	aMAT	2723676	2724484	519
MvSl-1064-A1-R4_A1g01228	MvSl-1064-A1-R4_A1	aMAT	2725136	2725813	552
MvSl-1064-A1-R4_A1g01252	MvSl-1064-A1-R4_A1	aMAT	2775123	2776609	966
MvSl-1064-A1-R4_A1g01253	MvSl-1064-A1-R4_A1	aMAT	2776699	2777667	549
MvSl-1064-A1-R4_A1g01261	MvSl-1064-A1-R4_A1	aMAT	2791731	2799682	6930
MvSl-1064-A1-R4_A1g01271	MvSl-1064-A1-R4_A1	aMAT	2816107	2817007	393
MvSl-1064-A1-R4_A1g01272	MvSl-1064-A1-R4_A1	aMAT	2817417	2818269	552
MvSl-1064-A1-R4_A1g01282	MvSl-1064-A1-R4_A1	aMAT	2835849	2836868	675
MvSl-1064-A1-R4_A1g01288	MvSl-1064-A1-R4_A1	aMAT	2851861	2852673	813
MvSl-1064-A1-R4_A1g01290	MvSl-1064-A1-R4_A1	aMAT	2854025	2856120	1260
MvSl-1064-A1-R4_A1g01302	MvSl-1064-A1-R4_A1	aMAT	2883014	2885819	2388
MvSl-1064-A1-R4_A1g01317	MvSl-1064-A1-R4_A1	aMAT	2916000	2917527	813
MvSl-1064-A1-R4_A1g01346	MvSl-1064-A1-R4_A1	aMAT	2984367	2986997	729
MvSl-1064-A1-R4_A1g01347	MvSl-1064-A1-R4_A1	aMAT	2987402	2994226	6378
MvSl-1064-A1-R4_A1g01348	MvSl-1064-A1-R4_A1	aMAT	2994712	2997178	2376
MvSl-1064-A1-R4_A1g01350	MvSl-1064-A1-R4_A1	aMAT	2998043	3000087	1890
MvSl-1064-A1-R4_A1g01351	MvSl-1064-A1-R4_A1	aMAT	3000503	3001944	840
MvSl-1064-A1-R4_A1g01359	MvSl-1064-A1-R4_A1	aMAT	3018297	3020055	1368
MvSl-1064-A1-R4_A1g01366	MvSl-1064-A1-R4_A1	aMAT	3033187	3035601	2277
MvSl-1064-A1-R4_A1g01367	MvSl-1064-A1-R4_A1	aMAT	3035765	3037588	1629
MvSl-1064-A1-R4_A1g01368	MvSl-1064-A1-R4_A1	aMAT	3038018	3044084	5619
MvSl-1064-A1-R4_A1g01369	MvSl-1064-A1-R4_A1	aMAT	3044289	3046699	1896
MvSl-1064-A1-R4_A1g01375	MvSl-1064-A1-R4_A1	aMAT	3068865	3070179	1173
MvSl-1064-A1-R4_A1g01376	MvSl-1064-A1-R4_A1	aMAT	3070504	3073816	2523
MvSl-1064-A1-R4_A1g01378	MvSl-1064-A1-R4_A1	aMAT	3075092	3075729	471
MvSl-1064-A1-R4_A1g01383	MvSl-1064-A1-R4_A1	aMAT	3089488	3092080	2037
MvSl-1064-A1-R4_A1g01384	MvSl-1064-A1-R4_A1	aMAT	3092860	3095963	3027
MvSl-1064-A1-R4_A1g01388	MvSl-1064-A1-R4_A1	aMAT	3104710	3107087	2247
MvSl-1064-A1-R4_A1g01392	MvSl-1064-A1-R4_A1	aMAT	3110528	3114459	3642
MvSl-1064-A1-R4_A1g01393	MvSl-1064-A1-R4_A1	aMAT	3114574	3115941	1206
MvSl-1064-A1-R4_A1g01404	MvSl-1064-A1-R4_A1	aMAT	3136389	3137566	1107
MvSl-1064-A1-R4_A1g01405	MvSl-1064-A1-R4_A1	aMAT	3137879	3139458	1035
MvSl-1064-A1-R4_A1g01406	MvSl-1064-A1-R4_A1	aMAT	3139638	3144611	3675
MvSl-1064-A1-R4_A1g01407	MvSl-1064-A1-R4_A1	aMAT	3145545	3147507	1473
MvSl-1064-A1-R4_A1g01415	MvSl-1064-A1-R4_A1	aMAT	3164779	3166951	1095
MvSl-1064-A1-R4_A1g01418	MvSl-1064-A1-R4_A1	aMAT	3171155	3174630	2715
MvSl-1064-A1-R4_A1g01431	MvSl-1064-A1-R4_A1	aMAT	3189050	3195319	5118
MvSl-1064-A1-R4_A1g01432	MvSl-1064-A1-R4_A1	aMAT	3195577	3196417	504
MvSl-1064-A1-R4_A1g01440	MvSl-1064-A1-R4_A1	aMAT	3215913	3218813	2220
MvSl-1064-A1-R4_A1g01441	MvSl-1064-A1-R4_A1	aMAT	3219240	3221354	1683
MvSl-1064-A1-R4_A1g01444	MvSl-1064-A1-R4_A1	aMAT	3224048	3225965	1539
MvSl-1064-A1-R4_A1g01445	MvSl-1064-A1-R4_A1	aMAT	3226394	3229199	2682
MvSl-1064-A1-R4_A1g01446	MvSl-1064-A1-R4_A1	aMAT	3229595	3229834	240
MvSl-1064-A1-R4_A1g01447	MvSl-1064-A1-R4_A1	aMAT	3231159	3234807	3006
MvSl-1064-A1-R4_A1g01450	MvSl-1064-A1-R4_A1	aMAT	3239229	3242046	2385
MvSl-1064-A1-R4_A1g01451	MvSl-1064-A1-R4_A1	aMAT	3242237	3243945	1257
MvSl-1064-A1-R4_A1g01453	MvSl-1064-A1-R4_A1	aMAT	3245830	3247989	1479
MvSl-1064-A1-R4_A1g01458	MvSl-1064-A1-R4_A1	aMAT	3251205	3254042	2340
MvSl-1064-A1-R4_A1g01459	MvSl-1064-A1-R4_A1	aMAT	3256296	3256583	288
MvSl-1064-A1-R4_A1g01460	MvSl-1064-A1-R4_A1	aMAT	3259899	3261228	1077
MvSl-1064-A1-R4_A1g01461	MvSl-1064-A1-R4_A1	aMAT	3261448	3262668	1068
MvSl-1064-A1-R4_A1g01462	MvSl-1064-A1-R4_A1	aMAT	3263169	3264801	1191
MvSl-1064-A1-R4_A1g01463	MvSl-1064-A1-R4_A1	aMAT	3266524	3266715	192
MvSl-1064-A1-R4_A1g01464	MvSl-1064-A1-R4_A1	aMAT	3267988	3268919	522
MvSl-1064-A1-R4_A1g01465	MvSl-1064-A1-R4_A1	aMAT	3270671	3271230	468
MvSl-1064-A1-R4_A1g01467	MvSl-1064-A1-R4_A1	aMAT	3277429	3279145	1203
MvSl-1064-A1-R4_A1g01468	MvSl-1064-A1-R4_A1	aMAT	3279617	3281427	1740
MvSl-1064-A1-R4_A1g01469	MvSl-1064-A1-R4_A1	aMAT	3282569	3282769	126
MvSl-1064-A1-R4_A1g01470	MvSl-1064-A1-R4_A1	aMAT	3284420	3286879	2136
MvSl-1064-A1-R4_A1g01471	MvSl-1064-A1-R4_A1	aMAT	3289330	3291290	1581
MvSl-1064-A1-R4_A1g01472	MvSl-1064-A1-R4_A1	aMAT	3291750	3292872	1047
MvSl-1064-A1-R4_A1g01473	MvSl-1064-A1-R4_A1	aMAT	3293435	3294595	819
MvSl-1064-A1-R4_A1g01474	MvSl-1064-A1-R4_A1	aMAT	3296413	3296999	363
MvSl-1064-A1-R4_A1g01475	MvSl-1064-A1-R4_A1	aMAT	3297186	3297380	195
MvSl-1064-A1-R4_A1g01476	MvSl-1064-A1-R4_A1	aMAT	3299543	3301627	2016
MvSl-1064-A1-R4_A1g01477	MvSl-1064-A1-R4_A1	aMAT	3302338	3304876	2286
MvSl-1064-A1-R4_A1g01478	MvSl-1064-A1-R4_A1	aMAT	3306303	3307087	408
MvSl-1064-A1-R4_A1g01481	MvSl-1064-A1-R4_A1	aMAT	3309866	3311402	1473
MvSl-1064-A1-R4_A1g01482	MvSl-1064-A1-R4_A1	aMAT	3311569	3312594	681
MvSl-1064-A1-R4_A1g01484	MvSl-1064-A1-R4_A1	aMAT	3316489	3317553	651
MvSl-1064-A1-R4_A1g01485	MvSl-1064-A1-R4_A1	aMAT	3318298	3320270	1659
MvSl-1064-A1-R4_A1g01486	MvSl-1064-A1-R4_A1	aMAT	3320827	3323669	2709
MvSl-1064-A1-R4_A1g01487	MvSl-1064-A1-R4_A1	aMAT	3323907	3326513	2262
MvSl-1064-A1-R4_A1g01488	MvSl-1064-A1-R4_A1	aMAT	3327895	3332234	3777
MvSl-1064-A1-R4_A1g01489	MvSl-1064-A1-R4_A1	aMAT	3332557	3333382	405
MvSl-1064-A1-R4_A1g01490	MvSl-1064-A1-R4_A1	aMAT	3333819	3334356	303
MvSl-1064-A1-R4_A1g01491	MvSl-1064-A1-R4_A1	aMAT	3336620	3337151	324
MvSl-1064-A1-R4_A1g01492	MvSl-1064-A1-R4_A1	aMAT	3339262	3339849	378
MvSl-1064-A1-R4_A1g01493	MvSl-1064-A1-R4_A1	aMAT	3342886	3345193	1662
MvSl-1064-A1-R4_A1g01494	MvSl-1064-A1-R4_A1	aMAT	3345781	3348549	2727
MvSl-1064-A1-R4_A1g01495	MvSl-1064-A1-R4_A1	aMAT	3349202	3350492	1080
MvSl-1064-A1-R4_A1g01496	MvSl-1064-A1-R4_A1	aMAT	3350982	3351206	225
MvSl-1064-A1-R4_A1g01497	MvSl-1064-A1-R4_A1	aMAT	3352840	3353961	693
MvSl-1064-A1-R4_A1g01498	MvSl-1064-A1-R4_A1	aMAT	3354193	3355369	756
MvSl-1064-A1-R4_A1g01500	MvSl-1064-A1-R4_A1	aMAT	3362914	3366464	3129
MvSl-1064-A1-R4_A1g01501	MvSl-1064-A1-R4_A1	aMAT	3366984	3368475	1065
MvSl-1064-A1-R4_A1g01502	MvSl-1064-A1-R4_A1	aMAT	3368989	3374123	4914
MvSl-1064-A1-R4_A1g01505	MvSl-1064-A1-R4_A1	aMAT	3379816	3381017	846
MvSl-1064-A1-R4_A1g01507	MvSl-1064-A1-R4_A1	aMAT	3382835	3383095	261
MvSl-1064-A1-R4_A1g01508	MvSl-1064-A1-R4_A1	aMAT	3383505	3385066	1140
MvSl-1064-A1-R4_A1g01509	MvSl-1064-A1-R4_A1	aMAT	3385519	3388997	2718
MvSl-1064-A1-R4_A1g01512	MvSl-1064-A1-R4_A1	aMAT	3397281	3400814	3021
MvSl-1064-A1-R4_A1g01516	MvSl-1064-A1-R4_A1	aMAT	3408913	3409518	429
MvSl-1064-A1-R4_C37g01627	MvSl-1064-A1-R4_C37	random	6580	10663	4317
MvSl-1064-A1-R4_C39g01646	MvSl-1064-A1-R4_C39	random	8294	12977	5955
MvSl-1064-A1-R4_C24g01523	MvSl-1064-A1-R4_C24	random	8651	13258	1590
MvSl-1064-A1-R4_C36g01618	MvSl-1064-A1-R4_C36	random	14543	18402	3177
MvSl-1064-A1-R4_C24g01527	MvSl-1064-A1-R4_C24	random	24021	31104	3588
MvSl-1064-A1-R4_C26g01541	MvSl-1064-A1-R4_C26	random	24549	28153	2904
MvSl-1064-A1-R4_C24g01531	MvSl-1064-A1-R4_C24	random	39986	41872	4539
MvSl-1064-A1-R4_MC01-1g01697	MvSl-1064-A1-R4_MC01-1	Chr01	1	3803	2526
MvSl-1064-A1-R4_MC01-1g01698	MvSl-1064-A1-R4_MC01-1	Chr01	1284	4382	153
MvSl-1064-A1-R4_MC01-1g01699	MvSl-1064-A1-R4_MC01-1	Chr01	4141	7652	1848
MvSl-1064-A1-R4_MC01-1g01700	MvSl-1064-A1-R4_MC01-1	Chr01	5214	5593	504
MvSl-1064-A1-R4_MC01-1g01701	MvSl-1064-A1-R4_MC01-1	Chr01	5862	8116	2289
MvSl-1064-A1-R4_MC01-1g01703	MvSl-1064-A1-R4_MC01-1	Chr01	8410	9148	1668
MvSl-1064-A1-R4_MC01-1g01705	MvSl-1064-A1-R4_MC01-1	Chr01	9448	11814	2313
MvSl-1064-A1-R4_MC01-1g01707	MvSl-1064-A1-R4_MC01-1	Chr01	14372	14536	432
MvSl-1064-A1-R4_MC01-1g01709	MvSl-1064-A1-R4_MC01-1	Chr01	14920	16821	732
MvSl-1064-A1-R4_MC01-1g01710	MvSl-1064-A1-R4_MC01-1	Chr01	16423	17334	657
MvSl-1064-A1-R4_MC01-1g01711	MvSl-1064-A1-R4_MC01-1	Chr01	16937	17296	4725
MvSl-1064-A1-R4_MC01-1g01712	MvSl-1064-A1-R4_MC01-1	Chr01	17413	19467	876
MvSl-1064-A1-R4_MC01-1g01713	MvSl-1064-A1-R4_MC01-1	Chr01	18064	20740	2346
MvSl-1064-A1-R4_MC01-1g01714	MvSl-1064-A1-R4_MC01-1	Chr01	20934	21320	879
MvSl-1064-A1-R4_MC01-1g01715	MvSl-1064-A1-R4_MC01-1	Chr01	20942	21127	198
MvSl-1064-A1-R4_MC01-1g01716	MvSl-1064-A1-R4_MC01-1	Chr01	21189	21699	273
MvSl-1064-A1-R4_MC01-1g01717	MvSl-1064-A1-R4_MC01-1	Chr01	21439	22441	1218
MvSl-1064-A1-R4_MC01-1g01719	MvSl-1064-A1-R4_MC01-1	Chr01	23393	25963	2346
MvSl-1064-A1-R4_MC01-1g01720	MvSl-1064-A1-R4_MC01-1	Chr01	23818	25270	2040
MvSl-1064-A1-R4_MC01-1g01721	MvSl-1064-A1-R4_MC01-1	Chr01	25351	26085	303
MvSl-1064-A1-R4_MC01-1g01722	MvSl-1064-A1-R4_MC01-1	Chr01	26052	30485	1296
MvSl-1064-A1-R4_MC01-1g01725	MvSl-1064-A1-R4_MC01-1	Chr01	31714	32073	1815
MvSl-1064-A1-R4_MC01-1g01726	MvSl-1064-A1-R4_MC01-1	Chr01	32646	40126	3282
MvSl-1064-A1-R4_MC01-1g01727	MvSl-1064-A1-R4_MC01-1	Chr01	32702	34145	1020
MvSl-1064-A1-R4_MC01-1g01728	MvSl-1064-A1-R4_MC01-1	Chr01	34395	36740	2649
MvSl-1064-A1-R4_MC01-1g01729	MvSl-1064-A1-R4_MC01-1	Chr01	37242	38197	2745
MvSl-1064-A1-R4_MC01-1g01730	MvSl-1064-A1-R4_MC01-1	Chr01	38506	38703	1143
MvSl-1064-A1-R4_MC01-1g01731	MvSl-1064-A1-R4_MC01-1	Chr01	39784	40163	2433
MvSl-1064-A1-R4_MC01-1g01732	MvSl-1064-A1-R4_MC01-1	Chr01	40258	42105	1242
MvSl-1064-A1-R4_MC01-1g01733	MvSl-1064-A1-R4_MC01-1	Chr01	40802	42480	1233
MvSl-1064-A1-R4_MC01-1g01734	MvSl-1064-A1-R4_MC01-1	Chr01	42719	43578	2151
MvSl-1064-A1-R4_MC01-1g01735	MvSl-1064-A1-R4_MC01-1	Chr01	42721	43005	1257
MvSl-1064-A1-R4_MC01-1g01737	MvSl-1064-A1-R4_MC01-1	Chr01	44063	44338	399
MvSl-1064-A1-R4_MC01-1g01738	MvSl-1064-A1-R4_MC01-1	Chr01	45147	45873	600
MvSl-1064-A1-R4_MC01-1g01740	MvSl-1064-A1-R4_MC01-1	Chr01	47762	50177	291
MvSl-1064-A1-R4_MC01-1g01741	MvSl-1064-A1-R4_MC01-1	Chr01	50663	51012	2031
MvSl-1064-A1-R4_MC01-1g01742	MvSl-1064-A1-R4_MC01-1	Chr01	51022	51455	1935
MvSl-1064-A1-R4_MC01-1g01743	MvSl-1064-A1-R4_MC01-1	Chr01	51311	52883	762
MvSl-1064-A1-R4_MC01-1g01744	MvSl-1064-A1-R4_MC01-1	Chr01	51587	52885	1536
MvSl-1064-A1-R4_MC01-1g01745	MvSl-1064-A1-R4_MC01-1	Chr01	53094	53351	276
MvSl-1064-A1-R4_MC01-1g01746	MvSl-1064-A1-R4_MC01-1	Chr01	53416	54394	438
MvSl-1064-A1-R4_MC01-1g01747	MvSl-1064-A1-R4_MC01-1	Chr01	53618	54744	225
MvSl-1064-A1-R4_MC01-1g01748	MvSl-1064-A1-R4_MC01-1	Chr01	54485	55279	714
MvSl-1064-A1-R4_MC01-1g01749	MvSl-1064-A1-R4_MC01-1	Chr01	54941	55780	1299
MvSl-1064-A1-R4_MC01-1g01750	MvSl-1064-A1-R4_MC01-1	Chr01	55644	57647	2586
MvSl-1064-A1-R4_MC01-1g01751	MvSl-1064-A1-R4_MC01-1	Chr01	56989	59088	4608
MvSl-1064-A1-R4_MC01-1g01752	MvSl-1064-A1-R4_MC01-1	Chr01	57994	58155	207
MvSl-1064-A1-R4_MC01-1g01753	MvSl-1064-A1-R4_MC01-1	Chr01	58727	62058	594
MvSl-1064-A1-R4_MC01-1g01754	MvSl-1064-A1-R4_MC01-1	Chr01	59427	63137	909
MvSl-1064-A1-R4_MC01-1g01755	MvSl-1064-A1-R4_MC01-1	Chr01	62246	62460	942
MvSl-1064-A1-R4_MC01-1g01756	MvSl-1064-A1-R4_MC01-1	Chr01	62800	63622	1209
MvSl-1064-A1-R4_MC01-1g01757	MvSl-1064-A1-R4_MC01-1	Chr01	63482	64936	1398
MvSl-1064-A1-R4_MC01-1g01758	MvSl-1064-A1-R4_MC01-1	Chr01	64173	65414	1272
MvSl-1064-A1-R4_MC01-1g01759	MvSl-1064-A1-R4_MC01-1	Chr01	65118	68396	138
MvSl-1064-A1-R4_MC01-1g01760	MvSl-1064-A1-R4_MC01-1	Chr01	65569	70766	1194
MvSl-1064-A1-R4_MC01-1g01765	MvSl-1064-A1-R4_MC01-1	Chr01	75022	76808	1083
MvSl-1064-A1-R4_MC01-1g01766	MvSl-1064-A1-R4_MC01-1	Chr01	78270	78644	1551
MvSl-1064-A1-R4_MC01-1g01767	MvSl-1064-A1-R4_MC01-1	Chr01	78390	79692	1650
MvSl-1064-A1-R4_MC01-1g01768	MvSl-1064-A1-R4_MC01-1	Chr01	78808	79141	5970
MvSl-1064-A1-R4_MC01-1g01769	MvSl-1064-A1-R4_MC01-1	Chr01	79481	80370	1377
MvSl-1064-A1-R4_MC01-1g01770	MvSl-1064-A1-R4_MC01-1	Chr01	80441	81806	837
MvSl-1064-A1-R4_MC01-1g01771	MvSl-1064-A1-R4_MC01-1	Chr01	81172	82311	942
MvSl-1064-A1-R4_MC01-1g01772	MvSl-1064-A1-R4_MC01-1	Chr01	82333	84625	234
MvSl-1064-A1-R4_MC01-1g01773	MvSl-1064-A1-R4_MC01-1	Chr01	82745	84951	516
MvSl-1064-A1-R4_MC01-1g01774	MvSl-1064-A1-R4_MC01-1	Chr01	84894	86574	1170
MvSl-1064-A1-R4_MC01-1g01775	MvSl-1064-A1-R4_MC01-1	Chr01	86866	87045	4422
MvSl-1064-A1-R4_MC01-1g01776	MvSl-1064-A1-R4_MC01-1	Chr01	86967	87292	828
MvSl-1064-A1-R4_MC01-1g01777	MvSl-1064-A1-R4_MC01-1	Chr01	87426	88128	792
MvSl-1064-A1-R4_MC01-1g01778	MvSl-1064-A1-R4_MC01-1	Chr01	87678	91680	1317
MvSl-1064-A1-R4_MC01-1g01779	MvSl-1064-A1-R4_MC01-1	Chr01	88284	89008	1488
MvSl-1064-A1-R4_MC01-1g01780	MvSl-1064-A1-R4_MC01-1	Chr01	89101	89709	762
MvSl-1064-A1-R4_MC01-1g01782	MvSl-1064-A1-R4_MC01-1	Chr01	91732	94066	2070
MvSl-1064-A1-R4_MC01-1g01783	MvSl-1064-A1-R4_MC01-1	Chr01	92445	97413	1347
MvSl-1064-A1-R4_MC01-1g01785	MvSl-1064-A1-R4_MC01-1	Chr01	97489	102257	270
MvSl-1064-A1-R4_MC01-1g01788	MvSl-1064-A1-R4_MC01-1	Chr01	102313	102663	4152
MvSl-1064-A1-R4_MC01-1g01789	MvSl-1064-A1-R4_MC01-1	Chr01	102345	102735	2379
MvSl-1064-A1-R4_MC01-1g01790	MvSl-1064-A1-R4_MC01-1	Chr01	102812	103391	1641
MvSl-1064-A1-R4_MC01-1g01792	MvSl-1064-A1-R4_MC01-1	Chr01	104686	105082	2607
MvSl-1064-A1-R4_MC01-1g01794	MvSl-1064-A1-R4_MC01-1	Chr01	107424	108928	1221
MvSl-1064-A1-R4_MC01-1g01796	MvSl-1064-A1-R4_MC01-1	Chr01	109906	111144	1428
MvSl-1064-A1-R4_MC01-1g01797	MvSl-1064-A1-R4_MC01-1	Chr01	111245	113069	1110
MvSl-1064-A1-R4_MC01-1g01798	MvSl-1064-A1-R4_MC01-1	Chr01	112385	117687	393
MvSl-1064-A1-R4_MC01-1g01799	MvSl-1064-A1-R4_MC01-1	Chr01	113827	116639	957
MvSl-1064-A1-R4_MC01-1g01800	MvSl-1064-A1-R4_MC01-1	Chr01	117575	119790	534
MvSl-1064-A1-R4_MC01-1g01801	MvSl-1064-A1-R4_MC01-1	Chr01	117869	118075	4032
MvSl-1064-A1-R4_MC01-1g01802	MvSl-1064-A1-R4_MC01-1	Chr01	118140	118733	4686
MvSl-1064-A1-R4_MC01-1g01803	MvSl-1064-A1-R4_MC01-1	Chr01	118866	120051	867
MvSl-1064-A1-R4_MC01-1g01804	MvSl-1064-A1-R4_MC01-1	Chr01	120339	121376	3771
MvSl-1064-A1-R4_MC01-1g01805	MvSl-1064-A1-R4_MC01-1	Chr01	120736	121255	1236
MvSl-1064-A1-R4_MC01-1g01806	MvSl-1064-A1-R4_MC01-1	Chr01	121727	123360	3504
MvSl-1064-A1-R4_MC01-1g01807	MvSl-1064-A1-R4_MC01-1	Chr01	121825	124163	1530
MvSl-1064-A1-R4_MC01-1g01808	MvSl-1064-A1-R4_MC01-1	Chr01	125398	126984	1593
MvSl-1064-A1-R4_MC01-1g01809	MvSl-1064-A1-R4_MC01-1	Chr01	126410	126703	828
MvSl-1064-A1-R4_MC01-1g01810	MvSl-1064-A1-R4_MC01-1	Chr01	126905	129614	390
MvSl-1064-A1-R4_MC01-1g01811	MvSl-1064-A1-R4_MC01-1	Chr01	127744	129495	1728
MvSl-1064-A1-R4_MC01-1g01812	MvSl-1064-A1-R4_MC01-1	Chr01	129678	131320	1911
MvSl-1064-A1-R4_MC01-1g01813	MvSl-1064-A1-R4_MC01-1	Chr01	130098	130541	3222
MvSl-1064-A1-R4_MC01-1g01814	MvSl-1064-A1-R4_MC01-1	Chr01	131345	132820	2106
MvSl-1064-A1-R4_MC01-1g01815	MvSl-1064-A1-R4_MC01-1	Chr01	131474	135462	672
MvSl-1064-A1-R4_MC01-1g01816	MvSl-1064-A1-R4_MC01-1	Chr01	133861	134311	1530
MvSl-1064-A1-R4_MC01-1g01817	MvSl-1064-A1-R4_MC01-1	Chr01	134750	135103	2100
MvSl-1064-A1-R4_MC01-1g01818	MvSl-1064-A1-R4_MC01-1	Chr01	135152	138674	1389
MvSl-1064-A1-R4_MC01-1g01819	MvSl-1064-A1-R4_MC01-1	Chr01	135505	135849	2298
MvSl-1064-A1-R4_MC01-1g01820	MvSl-1064-A1-R4_MC01-1	Chr01	135945	138065	891
MvSl-1064-A1-R4_MC01-1g01821	MvSl-1064-A1-R4_MC01-1	Chr01	138617	140551	1113
MvSl-1064-A1-R4_MC01-1g01822	MvSl-1064-A1-R4_MC01-1	Chr01	139413	139631	2304
MvSl-1064-A1-R4_MC01-1g01823	MvSl-1064-A1-R4_MC01-1	Chr01	139680	141036	2016
MvSl-1064-A1-R4_MC01-1g01824	MvSl-1064-A1-R4_MC01-1	Chr01	141451	143951	771
MvSl-1064-A1-R4_MC01-1g01825	MvSl-1064-A1-R4_MC01-1	Chr01	141979	143914	927
MvSl-1064-A1-R4_MC01-1g01826	MvSl-1064-A1-R4_MC01-1	Chr01	143961	145787	2505
MvSl-1064-A1-R4_MC01-1g01827	MvSl-1064-A1-R4_MC01-1	Chr01	145083	149260	837
MvSl-1064-A1-R4_MC01-1g01828	MvSl-1064-A1-R4_MC01-1	Chr01	146560	152997	717
MvSl-1064-A1-R4_MC01-1g01829	MvSl-1064-A1-R4_MC01-1	Chr01	149352	149537	2277
MvSl-1064-A1-R4_MC01-1g01830	MvSl-1064-A1-R4_MC01-1	Chr01	150131	151767	1737
MvSl-1064-A1-R4_MC01-1g01831	MvSl-1064-A1-R4_MC01-1	Chr01	152307	152821	120
MvSl-1064-A1-R4_MC01-1g01833	MvSl-1064-A1-R4_MC01-1	Chr01	153965	154705	156
MvSl-1064-A1-R4_MC01-1g01834	MvSl-1064-A1-R4_MC01-1	Chr01	155329	157048	1989
MvSl-1064-A1-R4_MC01-1g01835	MvSl-1064-A1-R4_MC01-1	Chr01	156507	157066	288
MvSl-1064-A1-R4_MC01-1g01837	MvSl-1064-A1-R4_MC01-1	Chr01	157897	159517	204
MvSl-1064-A1-R4_MC01-1g01839	MvSl-1064-A1-R4_MC01-1	Chr01	160702	162814	420
MvSl-1064-A1-R4_MC01-1g01840	MvSl-1064-A1-R4_MC01-1	Chr01	160989	161301	2172
MvSl-1064-A1-R4_MC01-1g01841	MvSl-1064-A1-R4_MC01-1	Chr01	161400	162011	2541
MvSl-1064-A1-R4_MC01-1g01842	MvSl-1064-A1-R4_MC01-1	Chr01	163073	165096	105
MvSl-1064-A1-R4_MC01-1g01843	MvSl-1064-A1-R4_MC01-1	Chr01	163110	164564	1881
MvSl-1064-A1-R4_MC01-1g01844	MvSl-1064-A1-R4_MC01-1	Chr01	164989	167859	687
MvSl-1064-A1-R4_MC01-1g01845	MvSl-1064-A1-R4_MC01-1	Chr01	165965	170607	930
MvSl-1064-A1-R4_MC01-1g01846	MvSl-1064-A1-R4_MC01-1	Chr01	168828	169862	6759
MvSl-1064-A1-R4_MC01-1g01847	MvSl-1064-A1-R4_MC01-1	Chr01	170688	177559	1263
MvSl-1064-A1-R4_MC01-1g01848	MvSl-1064-A1-R4_MC01-1	Chr01	170856	172085	249
MvSl-1064-A1-R4_MC01-1g01849	MvSl-1064-A1-R4_MC01-1	Chr01	172464	173411	3264
MvSl-1064-A1-R4_MC01-1g01850	MvSl-1064-A1-R4_MC01-1	Chr01	174222	176203	1089
MvSl-1064-A1-R4_MC01-1g01851	MvSl-1064-A1-R4_MC01-1	Chr01	177325	179771	3015
MvSl-1064-A1-R4_MC01-1g01852	MvSl-1064-A1-R4_MC01-1	Chr01	179989	180974	897
MvSl-1064-A1-R4_MC01-1g01853	MvSl-1064-A1-R4_MC01-1	Chr01	180152	181057	1548
MvSl-1064-A1-R4_MC01-1g01854	MvSl-1064-A1-R4_MC01-1	Chr01	183147	185097	2877
MvSl-1064-A1-R4_MC01-1g01855	MvSl-1064-A1-R4_MC01-1	Chr01	184394	184552	2310
MvSl-1064-A1-R4_MC01-1g01856	MvSl-1064-A1-R4_MC01-1	Chr01	184937	187225	390
MvSl-1064-A1-R4_MC01-1g01857	MvSl-1064-A1-R4_MC01-1	Chr01	185263	186838	2655
MvSl-1064-A1-R4_MC01-1g01858	MvSl-1064-A1-R4_MC01-1	Chr01	187113	191879	423
MvSl-1064-A1-R4_MC01-1g01859	MvSl-1064-A1-R4_MC01-1	Chr01	188081	190102	6495
MvSl-1064-A1-R4_MC01-1g01860	MvSl-1064-A1-R4_MC01-1	Chr01	190382	191225	1044
MvSl-1064-A1-R4_MC01-1g01861	MvSl-1064-A1-R4_MC01-1	Chr01	192929	193317	3981
MvSl-1064-A1-R4_MC01-1g01862	MvSl-1064-A1-R4_MC01-1	Chr01	193362	193753	444
MvSl-1064-A1-R4_MC01-1g01863	MvSl-1064-A1-R4_MC01-1	Chr01	194203	194472	3045
MvSl-1064-A1-R4_MC01-1g01864	MvSl-1064-A1-R4_MC01-1	Chr01	195262	197215	1014
MvSl-1064-A1-R4_MC01-1g01865	MvSl-1064-A1-R4_MC01-1	Chr01	195721	196072	675
MvSl-1064-A1-R4_MC01-1g01866	MvSl-1064-A1-R4_MC01-1	Chr01	196406	196696	759
MvSl-1064-A1-R4_MC01-1g01867	MvSl-1064-A1-R4_MC01-1	Chr01	197261	197548	1746
