gene	MintM1	MintM2	MintM3	MvSlM1	MvSlM2
MinSal-1389-A1-17072018_C001g00506	518	898	444	1746	2288
MinSal-1389-A1-17072018_C001g00507	6582	7237	4328	1119	972
MinSal-1389-A1-17072018_C001g00509	48	47	31	1015	816
MinSal-1389-A1-17072018_C001g00510	479	379	248	6170	5104
MinSal-1389-A1-17072018_C001g00511	0	0	0	216	173
MinSal-1389-A1-17072018_C001g00512	0	0	0	5269	4287
MinSal-1389-A1-17072018_C001g00513	186	267	183	2978	2559
MinSal-1389-A1-17072018_C001g00514	1518	1830	1280	5456	5370
MinSal-1389-A1-17072018_C001g00515	4041	3744	2721	14320	13386
MinSal-1389-A1-17072018_C001g00516	1047	879	726	214	185
MinSal-1389-A1-17072018_C001g00517	177	228	134	577	559
MinSal-1389-A1-17072018_C001g00518	692	667	332	1425	1309
MinSal-1389-A1-17072018_C001g00519	405	477	315	1909	1707
MinSal-1389-A1-17072018_C001g00520	1244	1411	755	1704	1671
MinSal-1389-A1-17072018_C001g00521	353	383	158	1250	1208
MinSal-1389-A1-17072018_C001g00522	365	588	285	1489	1342
MinSal-1389-A1-17072018_C001g00523	0	1	0	407	375
MinSal-1389-A1-17072018_C001g00524	1170	1350	848	1301.82	1148.13
MinSal-1389-A1-17072018_C001g00525	476	662	303	2540	2505
MinSal-1389-A1-17072018_C001g00526	1231	1289	772	9447	9853
MinSal-1389-A1-17072018_C001g00527	0	0	0	413	418
MinSal-1389-A1-17072018_C001g00528	32	63	34	949	860
MinSal-1389-A1-17072018_C001g00529	1866	2016	859	2827	2156
MinSal-1389-A1-17072018_C001g00530	117	141	89	1062	976
MinSal-1389-A1-17072018_C001g00531	173	243	126	3049	2822
MinSal-1389-A1-17072018_C001g00532	4598	4631	3033	11732	10681
MinSal-1389-A1-17072018_C001g00533	1056	982	665	3942	4761
MinSal-1389-A1-17072018_C001g00534	173	156	192	2946	3060
MinSal-1389-A1-17072018_C001g00535	447	399	417	2716	3288
MinSal-1389-A1-17072018_C001g00536	136	207	58	2328	2240
MinSal-1389-A1-17072018_C001g00537	318	388	137	897	842
MinSal-1389-A1-17072018_C001g00540	0	0	0	1932	1654
MinSal-1389-A1-17072018_C001g00541	180	201	74	2084	2291
MinSal-1389-A1-17072018_C001g00542	776	652	387	515	511
MinSal-1389-A1-17072018_C001g00543	922	973	492	3242	3122
MinSal-1389-A1-17072018_C001g00544	291	195	99	201	143
MinSal-1389-A1-17072018_C001g00545	792	879	535	4706	5143
MinSal-1389-A1-17072018_C001g00554	463	526	250	1485	1420
MinSal-1389-A1-17072018_C001g00555	1596	1785	853	3025	3006
MinSal-1389-A1-17072018_C001g00556	0	0	0	0	4
MinSal-1389-A1-17072018_C001g00557	0	0	0	599	471
MinSal-1389-A1-17072018_C001g00558	335	356	164	1354.24	1054.39
MinSal-1389-A1-17072018_C001g00561	90	125	57	497	153
MinSal-1389-A1-17072018_C001g00562	0	0	0	526	516
MinSal-1389-A1-17072018_C001g00563	2639	2498	1906	2550	1892
MinSal-1389-A1-17072018_C001g00564	1141	1155	803	3849	2922
MinSal-1389-A1-17072018_C001g00565	1	0	0	437	335
MinSal-1389-A1-17072018_C001g00567	2646	2509	970	3015.14	2122.11
MinSal-1389-A1-17072018_C001g00568	0	0	0	35	18
MinSal-1389-A1-17072018_C001g00569	3128	2328	3190	4205	4022
MinSal-1389-A1-17072018_C001g00570	370	395	248	199	143
MinSal-1389-A1-17072018_C001g00573	466	486	244	2976	2349
MinSal-1389-A1-17072018_C001g00575	0	0	0	2732	1750
MinSal-1389-A1-17072018_C001g00576	0	0	0	705	607
MinSal-1389-A1-17072018_C001g00577	317	347	183	2151.63	1757.76
MinSal-1389-A1-17072018_C001g00578	756	1189	614	2146	1860
MinSal-1389-A1-17072018_C001g00579	230	551	97	4182	4557
MinSal-1389-A1-17072018_C001g00580	915	1308	514	1486	1214
MinSal-1389-A1-17072018_C001g00581	0	0	0	832	1586
MinSal-1389-A1-17072018_C001g00582	0	0	0	1031	861
MinSal-1389-A1-17072018_C001g00583	0	0	0	443	359
MinSal-1389-A1-17072018_C001g00584	2211	2820	1188	8034	8247
MinSal-1389-A1-17072018_C001g00585	1539	1872	869	2412	2147
MinSal-1389-A1-17072018_C001g00586	13226	14451	7887	10163	6770
MinSal-1389-A1-17072018_C001g00588	0	0	0	4506	4533
MinSal-1389-A1-17072018_C001g00589	0	0	0	7052	7005
MinSal-1389-A1-17072018_C001g00590	443	623	288	2936	2688
MinSal-1389-A1-17072018_C001g00591	446	600	213	2071	2034
MinSal-1389-A1-17072018_C001g00592	6155	4387	5182	1217	2635
MinSal-1389-A1-17072018_C001g00593	0	0	0	1254	2359
MinSal-1389-A1-17072018_C001g00594	116	108	70	1680	1249
MinSal-1389-A1-17072018_C001g00595	1	0	0	3285	5606
MinSal-1389-A1-17072018_C001g00596	466	426	267	1142	1086
MinSal-1389-A1-17072018_C001g00597	108	97	50	1460	1518
MinSal-1389-A1-17072018_C001g00598	2888	3263	1782	2056	1665
MinSal-1389-A1-17072018_C001g00599	9	11	0	28	37
MinSal-1389-A1-17072018_C001g00600	13407	13391	8092	4687	3435
MinSal-1389-A1-17072018_C001g00601	0	0	0	6	10
MinSal-1389-A1-17072018_C001g00602	1	0	0	1930	1900
MinSal-1389-A1-17072018_C001g00603	65	79	40	296	483
MinSal-1389-A1-17072018_C001g00604	1392	1961	857	2381	2370
MinSal-1389-A1-17072018_C001g00605	1824	2269	894	3057.75	2405.7
MinSal-1389-A1-17072018_C001g00606	0	0	0	1908	2147
MinSal-1389-A1-17072018_C001g00607	618	845	330	4973.8	4232.03
MinSal-1389-A1-17072018_C001g00608	0	0	0	957.389	735.171
MinSal-1389-A1-17072018_C001g00609	799	1072	509	1652.29	1270.25
MinSal-1389-A1-17072018_C001g00610	0	0	0	416	253
MinSal-1389-A1-17072018_C001g00611	96	112	56	634	317
MinSal-1389-A1-17072018_C001g00612	17	5	10	1666	1234
MinSal-1389-A1-17072018_C001g00613	357	347	235	1629	1343
MinSal-1389-A1-17072018_C001g00614	1212	1618	700	2852	3138
MinSal-1389-A1-17072018_C001g00615	430	586	263	1311	877
MinSal-1389-A1-17072018_C001g00616	0	0	0	717	821
MinSal-1389-A1-17072018_C001g00617	1334	1820	815	2006	1663
MinSal-1389-A1-17072018_C001g00618	0	0	0	300	350
MinSal-1389-A1-17072018_C001g00619	936	1300	639	4674	4358
MinSal-1389-A1-17072018_C001g00620	176	184	107	1902	1565
MinSal-1389-A1-17072018_C001g00621	647	590	268	817	733
MinSal-1389-A1-17072018_C001g00622	0	0	0	985	1278
MinSal-1389-A1-17072018_C001g00623	9642	9438	4995	5914	3274
MinSal-1389-A1-17072018_C001g00624	321	376	157	769	716
MinSal-1389-A1-17072018_C001g00625	1857	2003	1156	2001	2136
MinSal-1389-A1-17072018_C001g00626	1331	1666	650	1201	1056
MinSal-1389-A1-17072018_C001g00627	849	1021	462	2382	2101
MinSal-1389-A1-17072018_C001g00628	3544	3257	1348	4638	4502
MinSal-1389-A1-17072018_C001g00629	0	0	0	420	608
MinSal-1389-A1-17072018_C001g00630	118	144	48	87	83
MinSal-1389-A1-17072018_C001g00631	269	435	148	726	708
MinSal-1389-A1-17072018_C001g00632	0	0	0	15	9
MinSal-1389-A1-17072018_C001g00634	1076	1257	873	2248	3243
MinSal-1389-A1-17072018_C001g00635	3693	3736	2408	1665	1804
MinSal-1389-A1-17072018_C001g00636	286	384	145	913	1263
MinSal-1389-A1-17072018_C001g00637	897	1063	430	1023	878
MinSal-1389-A1-17072018_C001g00638	0	1	0	1337	962
MinSal-1389-A1-17072018_C001g00639	4316	3998	2467	4005	3506
MinSal-1389-A1-17072018_C001g00640	697	869	379	1637	1513
MinSal-1389-A1-17072018_C001g00641	762	739	336	581	564
MinSal-1389-A1-17072018_C001g00642	301	334	176	2594	3080
MinSal-1389-A1-17072018_C001g00643	4595	4965	2763	3020	2210
MinSal-1389-A1-17072018_C001g00644	16427	16790	13360	1676	1478
MinSal-1389-A1-17072018_C001g00649	35551	32999	22688	15409	14214
MinSal-1389-A1-17072018_C001g00651	91	79	55	881	800
MinSal-1389-A1-17072018_C001g00654	3939	4219	2077	10183	10422
MinSal-1389-A1-17072018_C001g00655	370	384	222	1356	1660
MinSal-1389-A1-17072018_C001g00656	0	0	0	503	1520
MinSal-1389-A1-17072018_C001g00657	1813	1944	1047	7098	7469
MinSal-1389-A1-17072018_C001g00659	187	204	124	917	1029
MinSal-1389-A1-17072018_C001g00660	505	452	333	1621	1800
MinSal-1389-A1-17072018_C001g00664	315	449	228	856	1124
MinSal-1389-A1-17072018_C001g00665	1246	1345	719	4915	5339
MinSal-1389-A1-17072018_C001g00666	0	0	1	2422	2629
MinSal-1389-A1-17072018_C001g00667	221	273	89	1242	1187
MinSal-1389-A1-17072018_C001g00668	391	429	271	4529	4282
MinSal-1389-A1-17072018_C001g00669	42	63	23	624	684
MinSal-1389-A1-17072018_C001g00670	0	0	0	13	16
MinSal-1389-A1-17072018_C001g00671	2858	3797	1580	9340	7366
MinSal-1389-A1-17072018_C001g00672	0	0	0	2052	2430
MinSal-1389-A1-17072018_C001g00673	529	698	444	7785	8657
MinSal-1389-A1-17072018_C001g00674	1394	1583	938	1575	1208
MinSal-1389-A1-17072018_C001g00675	580	664	378	4972	4483
MinSal-1389-A1-17072018_C001g00676	79	64	38	706	625
MinSal-1389-A1-17072018_C001g00677	1021	1225	837	3059	3104
MinSal-1389-A1-17072018_C001g00678	87	49	45	1441	1694
MinSal-1389-A1-17072018_C001g00679	3791	3728	2729	2972	2906
MinSal-1389-A1-17072018_C001g00681	1096	1110	778	1127	880
MinSal-1389-A1-17072018_C001g00682	7	6	4	22	23
MinSal-1389-A1-17072018_C001g00683	167	231	117	3014	2798
MinSal-1389-A1-17072018_C001g00684	0	0	0	394	345
MinSal-1389-A1-17072018_C001g00687	2514	2958	1206	6659	5737
MinSal-1389-A1-17072018_C001g00688	767	966	377	3414	3062
MinSal-1389-A1-17072018_C001g00690	133	195	76	563	257
MinSal-1389-A1-17072018_C001g00691	1013	1068	340	3472	3052
MinSal-1389-A1-17072018_C001g00692	550	575	384	1555	1349
MinSal-1389-A1-17072018_C001g00693	951	682	295	455	413
MinSal-1389-A1-17072018_C001g00694	3186	3631	1804	2080	1859
MinSal-1389-A1-17072018_C001g00695	0	0	0	2324	2496
MinSal-1389-A1-17072018_C001g00696	16082	17269	11138	18061	20211
MinSal-1389-A1-17072018_C001g00697	1695	1660	1157	4616	4064
MinSal-1389-A1-17072018_C001g00698	3332	3167	1313	3182	2086
MinSal-1389-A1-17072018_C001g00699	115	130	58	2287	1958
MinSal-1389-A1-17072018_C001g00700	498	686	187	1478	1514
MinSal-1389-A1-17072018_C001g00701	10664	11627	5873	5127	4124
MinSal-1389-A1-17072018_C001g00702	1204	1516	871	6519	5378
MinSal-1389-A1-17072018_C001g00704	516	634	327	630	474
MinSal-1389-A1-17072018_C001g00705	88	103	45	1250	1082
MinSal-1389-A1-17072018_C001g00706	2478	2857	1606	4363	2823
MinSal-1389-A1-17072018_C001g00707	0	0	0	74	86
MinSal-1389-A1-17072018_C001g00708	0	0	0	2127	925
MinSal-1389-A1-17072018_C001g00709	255	250	116	1166	806
MinSal-1389-A1-17072018_C001g00710	83	101	52	364	265
MinSal-1389-A1-17072018_C001g00711	6197	6510	3342	4166	3931
MinSal-1389-A1-17072018_C001g00712	0	0	0	11672	14548
MinSal-1389-A1-17072018_C001g00713	0	0	0	2597	2226
MinSal-1389-A1-17072018_C001g00714	29	12	6	1268	1226
MinSal-1389-A1-17072018_C001g00715	0	0	0	1130	997
MinSal-1389-A1-17072018_C001g00716	2220	2789	1548	3337	3015
MinSal-1389-A1-17072018_C001g00717	647	927	444	1761.49	1299.62
MinSal-1389-A1-17072018_C001g00719	381	409	197	2329	2558
MinSal-1389-A1-17072018_C001g00720	0	0	0	1522	1173
MinSal-1389-A1-17072018_C001g00722	1743	2108	1016	5419	4324
MinSal-1389-A1-17072018_C001g00723	710	911	295	4163	4554
MinSal-1389-A1-17072018_C001g00724	985	1347	433	13476	15543
MinSal-1389-A1-17072018_C001g00729	658	906	323	924	891
MinSal-1389-A1-17072018_C001g00730	0	0	0	17	19
MinSal-1389-A1-17072018_C001g00736	180	259	99	754	822
MinSal-1389-A1-17072018_C001g00737	224	310	112	645	839
MinSal-1389-A1-17072018_C001g00738	76	50	11	8374	9306
MinSal-1389-A1-17072018_C001g00740	1096	1433	667	3792	3481
MinSal-1389-A1-17072018_C001g00742	1	2	2	415	457
MinSal-1389-A1-17072018_C001g00744	1034	1165	655	3417	3717
MinSal-1389-A1-17072018_C001g00745	27	26	11	1045	1616
MinSal-1389-A1-17072018_C001g00746	614	710	407	954	943
MinSal-1389-A1-17072018_C001g00747	170	141	140	3373.05	4794.26
MinSal-1389-A1-17072018_C001g00748	1780	1798	626	2068	1638
MinSal-1389-A1-17072018_C001g00749	0	0	0	140	113
MinSal-1389-A1-17072018_C001g00754	72	55	42	3543	2598
MinSal-1389-A1-17072018_C001g00755	621	640	349	858	1002
MinSal-1389-A1-17072018_C001g00756	513	555	352	4156	4308
MinSal-1389-A1-17072018_C001g00757	0	0	0	1624	3070
MinSal-1389-A1-17072018_C001g00758	171	205	170	4585	5333
MinSal-1389-A1-17072018_C001g00760	0	0	0	61	60
MinSal-1389-A1-17072018_C001g00763	504	653	288	2271	3227
MinSal-1389-A1-17072018_C001g00764	0	0	0	716.953	903.269
MinSal-1389-A1-17072018_C001g00765	662	766	316	2375	1947
MinSal-1389-A1-17072018_C001g00766	480	520	323	8776	5937
MinSal-1389-A1-17072018_C001g00767	259	244	95	1124	1054
MinSal-1389-A1-17072018_C001g00768	4	1	0	754	628
MinSal-1389-A1-17072018_C001g00769	0	0	0	1305	1713
MinSal-1389-A1-17072018_C001g00770	142	127	68	2974	3018
MinSal-1389-A1-17072018_C001g00771	0	0	0	1529	1574
MinSal-1389-A1-17072018_C001g00772	0	0	0	114	115
MinSal-1389-A1-17072018_C001g00775	1	0	0	88	66
MinSal-1389-A1-17072018_C001g00776	2699	3044	1657	3458	3333
MinSal-1389-A1-17072018_C001g00778	666	549	612	340	403
MinSal-1389-A1-17072018_C001g00779	0	0	0	1	1
MinSal-1389-A1-17072018_C001g00780	0	0	0	269	150
MinSal-1389-A1-17072018_C001g00783	230	251	119	10694	10744
MinSal-1389-A1-17072018_C001g00784	0	0	0	1475	1627
MinSal-1389-A1-17072018_C001g00785	692	814	453	2270	1873
MinSal-1389-A1-17072018_C001g00788	115	147	83	3820	2786
MinSal-1389-A1-17072018_C001g00789	1	3	0	4084	5310
MinSal-1389-A1-17072018_C001g00790	0	0	0	302	249
MinSal-1389-A1-17072018_C001g00791	1	1	0	1594.52	1525.94
MinSal-1389-A1-17072018_C001g00792	916	767	777	3870	2602
MinSal-1389-A1-17072018_C001g00793	0	0	0	385	358
MinSal-1389-A1-17072018_C001g00794	5524	6432	3568	9151	8608
MinSal-1389-A1-17072018_C001g00795	0	0	0	2320	2114
MinSal-1389-A1-17072018_C001g00796	0	0	0	700	607
MinSal-1389-A1-17072018_C001g00797	112	125	66	1054	919
MinSal-1389-A1-17072018_C001g00798	4517	4730	1827	6507	6063
MinSal-1389-A1-17072018_C001g00799	0	0	0	1033	1144
MinSal-1389-A1-17072018_C001g00800	65	82	24	301	198
MinSal-1389-A1-17072018_C001g00803	1760	1629	1161	14793	15020
MinSal-1389-A1-17072018_C001g00804	198	232	202	2717	3609
MinSal-1389-A1-17072018_C001g00805	0	0	0	9	9
MinSal-1389-A1-17072018_C001g00806	0	0	0	22	23
MinSal-1389-A1-17072018_C001g00807	0	0	0	1074	941
MinSal-1389-A1-17072018_C001g00808	0	0	0	581	575
MinSal-1389-A1-17072018_C001g00809	0	0	0	2401	2176
MinSal-1389-A1-17072018_C001g00810	0	0	0	2046	2459
MinSal-1389-A1-17072018_C001g00811	1022	1142	738	1825	2354
MinSal-1389-A1-17072018_C001g00812	1162	1559	610	2047	2243
MinSal-1389-A1-17072018_C001g00813	1651	1743	903	3292	2484
MinSal-1389-A1-17072018_C001g00814	1338	1394	818	4495	4498
MinSal-1389-A1-17072018_C001g00815	2782	2629	1465	2944	1946
MinSal-1389-A1-17072018_C001g00816	3064	3351	1760	7929	7313
MinSal-1389-A1-17072018_C001g00817	1	7	0	8622	9208
MinSal-1389-A1-17072018_C001g00818	511	562	482	519	1267
MinSal-1389-A1-17072018_C001g00819	0	0	0	1761	2893
MinSal-1389-A1-17072018_C001g00820	654	922	305	1991	1733
MinSal-1389-A1-17072018_C001g00821	1720	2023	1162	9708	9651
MinSal-1389-A1-17072018_C001g00822	510	342	395	4731	5345
MinSal-1389-A1-17072018_C001g00823	0	0	0	1918	2463
MinSal-1389-A1-17072018_C001g00824	1531	1519	1219	3714	4227
MinSal-1389-A1-17072018_C001g00825	1617	2002	1155	7031	5226
MinSal-1389-A1-17072018_C001g00827	313	331	122	1126	1274
MinSal-1389-A1-17072018_C001g00828	0	0	0	264	165
MinSal-1389-A1-17072018_C001g00829	0	0	0	112	80
MinSal-1389-A1-17072018_C001g00830	235	221	140	1906	1553
MinSal-1389-A1-17072018_C001g00831	148	191	95	880	692
MinSal-1389-A1-17072018_C001g00832	219	219	192	2850	2941
MinSal-1389-A1-17072018_C001g00833	252	234	182	1245	1318
MinSal-1389-A1-17072018_C001g00834	492	674	366	1576	1434
MinSal-1389-A1-17072018_C001g00835	1	1	2	3817	3863
MinSal-1389-A1-17072018_C001g00836	0	0	0	845	1039
MinSal-1389-A1-17072018_C001g00837	247	437	121	3426	3947
MinSal-1389-A1-17072018_C001g00838	1284	1765	867	9719	8180
MinSal-1389-A1-17072018_C001g00841	2099	2119	1354	11597	8334
MinSal-1389-A1-17072018_C001g00842	3	3	1	14491	13727
MinSal-1389-A1-17072018_C001g00844	3212	4283	2222	9134	7071
MinSal-1389-A1-17072018_C001g00845	1582	1895	1008	4033	3279
MinSal-1389-A1-17072018_C001g00846	0	0	1	905	755
MinSal-1389-A1-17072018_C001g00847	691	679	382	2457	2419
MinSal-1389-A1-17072018_C001g00848	1119	1262	799	3765	3419
MinSal-1389-A1-17072018_C001g00849	766	902	346	4290	3618.02
MinSal-1389-A1-17072018_C001g00850	3724	3719	2430	7665	7556
MinSal-1389-A1-17072018_C001g00851	775	1158	433	6330	5405
MinSal-1389-A1-17072018_C001g00852	1111	1387	535	2594	2225
MinSal-1389-A1-17072018_C001g00855	2161	2867	1223	3579	3206
MinSal-1389-A1-17072018_C001g00856	509	574	434	897	688
MinSal-1389-A1-17072018_C001g00858	11192	12255	7983	15476	16049
MinSal-1389-A1-17072018_C001g00860	2851	2904	1512	1425	1517
MinSal-1389-A1-17072018_C001g00861	0	0	0	7934	8458
MinSal-1389-A1-17072018_C001g00862	0	0	0	2986	1825
MinSal-1389-A1-17072018_C001g00863	177	196	118	4625	4632
MinSal-1389-A1-17072018_C001g00864	339	457	285	1519	926
MinSal-1389-A1-17072018_C001g00865	1025	1154	728	3497	3358
MinSal-1389-A1-17072018_C001g00866	1558	1580	607	5478	4388
MinSal-1389-A1-17072018_C001g00867	804	963	387	1722	1623
MinSal-1389-A1-17072018_C001g00868	0	1	0	1822	1344
MinSal-1389-A1-17072018_C001g00869	254	354	181	1219	1072
MinSal-1389-A1-17072018_C001g00870	1012	1038	541	3161	4548
MinSal-1389-A1-17072018_C001g00871	272	398	253	3311	2409
MinSal-1389-A1-17072018_C001g00873	215	321	134	1785	1531
MinSal-1389-A1-17072018_C001g00874	0	0	0	1144	943
MinSal-1389-A1-17072018_C001g00875	2	7	3	2390	2113
MinSal-1389-A1-17072018_C001g00876	331	417	284	3341	1916
MinSal-1389-A1-17072018_C001g00877	98	156	71	2488	1772
MinSal-1389-A1-17072018_C001g00878	507	516	362	3702	3690
MinSal-1389-A1-17072018_C001g00881	348	359	125	203	220
MinSal-1389-A1-17072018_C001g00883	167	278	136	790	751
MinSal-1389-A1-17072018_C001g00884	0	4	0	5033	8754
MinSal-1389-A1-17072018_C001g00885	777	1129	417	6285	6309
MinSal-1389-A1-17072018_C001g00886	1984	1957	1279	2000	1873
MinSal-1389-A1-17072018_C001g00887	255	278	230	2092	2102
MinSal-1389-A1-17072018_C001g00888	845	924	420	4455.32	4829.87
MinSal-1389-A1-17072018_C001g00889	834	1013	693	4197	2829
MinSal-1389-A1-17072018_C001g00890	859	1102	468	616	410
MinSal-1389-A1-17072018_C001g00891	627	739	458	3824	3918
MinSal-1389-A1-17072018_C001g00892	882	944	601	5083	6072
MinSal-1389-A1-17072018_C001g00894	670	784	369	1756	1607
MinSal-1389-A1-17072018_C001g00895	0	0	0	1793	1564
MinSal-1389-A1-17072018_C001g00896	1638	1468	611	2868	2825
MinSal-1389-A1-17072018_C001g00897	771	919	637	3925	3175
MinSal-1389-A1-17072018_C001g00898	3165	3747	2144	9579	7435
MinSal-1389-A1-17072018_C001g00899	1	0	0	1672	1767
MinSal-1389-A1-17072018_C001g00900	948	1037	652	1180	1021
MinSal-1389-A1-17072018_C001g00905	891	1045	507	1188	716
MinSal-1389-A1-17072018_C001g00906	2	0	0	698	862
MinSal-1389-A1-17072018_C001g00915	40.8406	49.7225	23.7216	549.799	499.197
MinSal-1389-A1-17072018_C001g00927	0	0	0	836	760
MinSal-1389-A1-17072018_C001g00928	0	0	0	638	518
MinSal-1389-A1-17072018_C001g00929	0	0	0	1621.79	1875.2
MinSal-1389-A1-17072018_C001g00930	0	0	0	1161	896
MinSal-1389-A1-17072018_C001g00935	134	117	81	1961	1661
MinSal-1389-A1-17072018_C001g00936	373	397	236	1571	1536
MinSal-1389-A1-17072018_C001g00938	2093	2552	1013	1434	1190
MinSal-1389-A1-17072018_C001g00939	207	271	167	3129	4149
MinSal-1389-A1-17072018_C001g00940	2845	2949	2564	15061	17852
MinSal-1389-A1-17072018_C001g00943	0	0	0	73.09	64.0329
MinSal-1389-A1-17072018_C001g00944	1296	1409	772	2877	2663
MinSal-1389-A1-17072018_C001g00945	1372	1590	1073	4705	3782
MinSal-1389-A1-17072018_C001g00948	3198	3021	2149	4205	4218
MinSal-1389-A1-17072018_C001g00949	2241	2588	1283	3614	2868
MinSal-1389-A1-17072018_C001g00951	1585	1910	916	3850	4387
MinSal-1389-A1-17072018_C001g00952	148	221	122	4372	3673
MinSal-1389-A1-17072018_C001g00953	1306	1737	1026	2655	2608
MinSal-1389-A1-17072018_C001g00954	0	0	0	185	211
MinSal-1389-A1-17072018_C001g00955	3	1	1	1226	916
MinSal-1389-A1-17072018_C001g00956	329	365	193	2852	2385
MinSal-1389-A1-17072018_C001g00958	995	965	672	2467	2082
MinSal-1389-A1-17072018_C001g00959	70137	63590	68269	5400	4793
MinSal-1389-A1-17072018_C001g00960	43476	37826	30290	32796	18510
MinSal-1389-A1-17072018_C001g00961	31630	36985	16981	12952	10227
MinSal-1389-A1-17072018_C001g00962	405	507	255	1773	1346
MinSal-1389-A1-17072018_C001g00963	1	4	1	3547	2797
MinSal-1389-A1-17072018_C001g00964	1452	1552	879	3766	3100
MinSal-1389-A1-17072018_C001g00967	0	0	0	14	10
MinSal-1389-A1-17072018_C001g00968	0	0	0	2246	2132
MinSal-1389-A1-17072018_C001g00969	80	84	18	1398	1367
MinSal-1389-A1-17072018_C001g00970	0	0	0	2603	3610
MinSal-1389-A1-17072018_C001g00971	10017	10940	6481	9075	6950
MinSal-1389-A1-17072018_C001g00972	10139	11164	5947	4426	2475
MinSal-1389-A1-17072018_C001g00973	753	978	495	2063	1937
MinSal-1389-A1-17072018_C001g00974	252	253	85	538	451
MinSal-1389-A1-17072018_C001g00975	287	309	159	570	462
MinSal-1389-A1-17072018_C001g00977	228	395	184	118	109
MinSal-1389-A1-17072018_C001g00978	2	1	0	562	608
MinSal-1389-A1-17072018_C001g00979	626	622	471	1187	852
MinSal-1389-A1-17072018_C001g00980	0	0	0	1253	1067
MinSal-1389-A1-17072018_C001g00981	2	1	1	1279	1047
MinSal-1389-A1-17072018_C001g00982	9244	9956	5219	6352	4618
MinSal-1389-A1-17072018_C001g00985	433	346	215	2300	2602
MinSal-1389-A1-17072018_C001g00986	14411	14406	6367	12693	10688
MinSal-1389-A1-17072018_C001g00988	6	1	3	1566	1481
MinSal-1389-A1-17072018_C001g00989	0	0	0	1244	1301
MinSal-1389-A1-17072018_C001g00990	0	0	0	7	6
MinSal-1389-A1-17072018_C001g00991	163	150	99	696	571
MinSal-1389-A1-17072018_C001g00992	130	159	84	270	179
MinSal-1389-A1-17072018_C001g00993	518	562	238	1927	2042
MinSal-1389-A1-17072018_C001g00994	1733	2065	1008	3377	3542
MinSal-1389-A1-17072018_C001g00995	8847	8194	5665	3137	1882
MinSal-1389-A1-17072018_C001g01000	171	172	100	1905	1616
MinSal-1389-A1-17072018_C001g01001	7220	7069	6822	29449	26389
MinSal-1389-A1-17072018_C001g01002	9	3	8	16	18
MinSal-1389-A1-17072018_C001g01003	1623	1796	766	2025	1829
MinSal-1389-A1-17072018_C001g01004	216	258	154	142	204
MinSal-1389-A1-17072018_C001g01005	847	781	635	866	980
MinSal-1389-A1-17072018_C001g01006	749	959	624	2874	2419
MinSal-1389-A1-17072018_C001g01007	1882	1859	1134	3618	3356
MinSal-1389-A1-17072018_C001g01009	504	477	360	2488	2619
MinSal-1389-A1-17072018_C001g01010	0	0	0	1998	2170
MinSal-1389-A1-17072018_C001g01011	1	0	0	10098	9191
MinSal-1389-A1-17072018_C001g01012	96	130	42	2673	2200
MinSal-1389-A1-17072018_C001g01013	0	0	0	1283	1022
MinSal-1389-A1-17072018_C001g01014	464	474	597	2416	2334
MinSal-1389-A1-17072018_C001g01015	448	451	302	2605	2174
MinSal-1389-A1-17072018_C001g01016	542	700	340	4533	3435
MinSal-1389-A1-17072018_C001g01017	0	0	0	1032	901
MinSal-1389-A1-17072018_C001g01018	0	0	0	62	75
MinSal-1389-A1-17072018_C001g01019	481	385	341	2534	3696
MinSal-1389-A1-17072018_C001g01020	159	136	98	6752	7420
