gene	S1_A2	S2_A2
MvSl-1064-A2-R4_A2g00510	5.34988	5.25863
MvSl-1064-A2-R4_A2g00511	105.774	153.925
MvSl-1064-A2-R4_A2g00512	26.3383	35.1454
MvSl-1064-A2-R4_A2g00513	3123	4088
MvSl-1064-A2-R4_A2g00514	724.621	1021.11
MvSl-1064-A2-R4_A2g00515	3.09902	2.84235
MvSl-1064-A2-R4_A2g00516	6.04708	6.89742
MvSl-1064-A2-R4_A2g00517	1.11199	1.3877
MvSl-1064-A2-R4_A2g00518	0	0
MvSl-1064-A2-R4_A2g00519	0	0
MvSl-1064-A2-R4_A2g00520	25.7972	10.6543
MvSl-1064-A2-R4_A2g00521	595.738	605.907
MvSl-1064-A2-R4_A2g00522	139.079	144.953
MvSl-1064-A2-R4_A2g00523	3.38069	0
MvSl-1064-A2-R4_A2g00524	2	3.10855
MvSl-1064-A2-R4_A2g00525	144.843	146.927
MvSl-1064-A2-R4_A2g00526	18.1907	27.7632
MvSl-1064-A2-R4_A2g00527	494.774	364.963
MvSl-1064-A2-R4_A2g00528	3148	2001
MvSl-1064-A2-R4_A2g00529	2155	1816
MvSl-1064-A2-R4_A2g00530	0	0.751623
MvSl-1064-A2-R4_A2g00531	3.09902	2.84235
MvSl-1064-A2-R4_A2g00532	946.214	1310.13
MvSl-1064-A2-R4_A2g00533	7.01545	0
MvSl-1064-A2-R4_A2g00534	81.0315	126.34
MvSl-1064-A2-R4_A2g00535	64.1156	60.2925
MvSl-1064-A2-R4_A2g00536	127.965	170.392
MvSl-1064-A2-R4_A2g00537	120.703	145.72
MvSl-1064-A2-R4_A2g00538	279.772	197.433
MvSl-1064-A2-R4_A2g00539	293.463	250.764
MvSl-1064-A2-R4_A2g00540	48.232	76.1901
MvSl-1064-A2-R4_A2g00541	137.248	74.4796
MvSl-1064-A2-R4_A2g00542	633.05	554.516
MvSl-1064-A2-R4_A2g00543	664.353	566.188
MvSl-1064-A2-R4_A2g00544	0	0
MvSl-1064-A2-R4_A2g00545	31.1397	26.266
MvSl-1064-A2-R4_A2g00546	186.617	160.156
MvSl-1064-A2-R4_A2g00547	0.739887	5.54532
MvSl-1064-A2-R4_A2g00548	463	674
MvSl-1064-A2-R4_A2g00549	234	206
MvSl-1064-A2-R4_A2g00550	350	308
MvSl-1064-A2-R4_A2g00551	102.692	144.607
MvSl-1064-A2-R4_A2g00552	575.308	556.393
MvSl-1064-A2-R4_A2g00553	131.507	101.469
MvSl-1064-A2-R4_A2g00554	28.5453	29.3327
MvSl-1064-A2-R4_A2g00555	169.757	201.267
MvSl-1064-A2-R4_A2g00556	15.8603	14.4699
MvSl-1064-A2-R4_A2g00557	0	0
MvSl-1064-A2-R4_A2g00558	660	812
MvSl-1064-A2-R4_A2g00559	3193	4030
MvSl-1064-A2-R4_A2g00560	285	264
MvSl-1064-A2-R4_A2g00561	0.739887	5.54532
MvSl-1064-A2-R4_A2g00562	19.5865	16.4927
MvSl-1064-A2-R4_A2g00563	1152.66	833.352
MvSl-1064-A2-R4_A2g00564	526.068	565.487
MvSl-1064-A2-R4_A2g00565	35	27
MvSl-1064-A2-R4_A2g00566	8	19
MvSl-1064-A2-R4_A2g00567	524.325	630.203
MvSl-1064-A2-R4_A2g00568	1264	1554
MvSl-1064-A2-R4_A2g00569	8047	5869
MvSl-1064-A2-R4_A2g00570	2151	1677
MvSl-1064-A2-R4_A2g00571	429.099	431.463
MvSl-1064-A2-R4_A2g00572	42.0057	47.6284
MvSl-1064-A2-R4_A2g00573	316.775	363.856
MvSl-1064-A2-R4_A2g00574	25.191	33.4764
MvSl-1064-A2-R4_A2g00575	1878	1978
MvSl-1064-A2-R4_A2g00576	14072	10176
MvSl-1064-A2-R4_A2g00577	3466	3719
MvSl-1064-A2-R4_A2g00578	188.038	294.165
MvSl-1064-A2-R4_A2g00579	0	0
MvSl-1064-A2-R4_A2g00580	10010.3	11536.7
MvSl-1064-A2-R4_A2g00581	547.902	827.755
MvSl-1064-A2-R4_A2g00582	6.62087	4.8576
MvSl-1064-A2-R4_A2g00583	14	41.3194
MvSl-1064-A2-R4_A2g00584	5	0
MvSl-1064-A2-R4_A2g00585	8.14147	7.95364
MvSl-1064-A2-R4_A2g00586	9.2281	7.12151
MvSl-1064-A2-R4_A2g00587	83.3068	103.983
MvSl-1064-A2-R4_A2g00588	14.4298	19.5673
MvSl-1064-A2-R4_A2g00589	64.1185	57.7608
MvSl-1064-A2-R4_A2g00590	0	0
MvSl-1064-A2-R4_A2g00591	0	0
MvSl-1064-A2-R4_A2g00592	0	0
MvSl-1064-A2-R4_A2g00593	1224.49	1275.38
MvSl-1064-A2-R4_A2g00594	44.0585	50.9412
MvSl-1064-A2-R4_A2g00595	55.3131	50.3093
MvSl-1064-A2-R4_A2g00596	0	0
MvSl-1064-A2-R4_A2g00597	295.722	275.834
MvSl-1064-A2-R4_A2g00598	94.2324	138.753
MvSl-1064-A2-R4_A2g00599	1604.9	1794.27
MvSl-1064-A2-R4_A2g00600	87.7447	80.8698
MvSl-1064-A2-R4_A2g00601	61.4184	74.3195
MvSl-1064-A2-R4_A2g00602	3438	4439
MvSl-1064-A2-R4_A2g00603	1271.27	1518.8
MvSl-1064-A2-R4_A2g00604	120.883	128.475
MvSl-1064-A2-R4_A2g00605	1033.99	1648.36
MvSl-1064-A2-R4_A2g00606	21.5	21
MvSl-1064-A2-R4_A2g00607	287.491	258.757
MvSl-1064-A2-R4_A2g00608	136.049	141.41
MvSl-1064-A2-R4_A2g00609	653.256	649.263
MvSl-1064-A2-R4_A2g00610	241.274	255.928
MvSl-1064-A2-R4_A2g00611	537	429
MvSl-1064-A2-R4_A2g00612	63	105
MvSl-1064-A2-R4_A2g00613	26.9328	41.8251
MvSl-1064-A2-R4_A2g00614	177.921	140.708
MvSl-1064-A2-R4_A2g00615	34.7798	41.9212
MvSl-1064-A2-R4_A2g00616	65.9467	77.1442
MvSl-1064-A2-R4_A2g00617	1.45116	4.17703
MvSl-1064-A2-R4_A2g00618	2429.48	2709.7
MvSl-1064-A2-R4_A2g00619	967.35	1182.83
MvSl-1064-A2-R4_A2g00620	0	0
MvSl-1064-A2-R4_A2g00621	180.631	190.891
MvSl-1064-A2-R4_A2g00622	1435.1	1921.01
MvSl-1064-A2-R4_A2g00623	10	1
MvSl-1064-A2-R4_A2g00624	98.6814	152.585
MvSl-1064-A2-R4_A2g00625	183	281
MvSl-1064-A2-R4_A2g00626	1.10457	0
MvSl-1064-A2-R4_A2g00627	275.782	326.719
MvSl-1064-A2-R4_A2g00628	23.6642	26.2573
MvSl-1064-A2-R4_A2g00629	47.8612	92.2844
MvSl-1064-A2-R4_A2g00630	10.4148	15.4163
MvSl-1064-A2-R4_A2g00631	5.16966	0.582933
MvSl-1064-A2-R4_A2g00632	1.43328	5.53191
MvSl-1064-A2-R4_A2g00633	0	0.621155
MvSl-1064-A2-R4_A2g00634	0	0
MvSl-1064-A2-R4_A2g00635	208.436	126.982
MvSl-1064-A2-R4_A2g00636	9.42115	10.3534
MvSl-1064-A2-R4_A2g00637	478.296	399.834
MvSl-1064-A2-R4_A2g00638	364.15	484.166
MvSl-1064-A2-R4_A2g00639	522.469	757.126
MvSl-1064-A2-R4_A2g00640	11.4723	6.84519
MvSl-1064-A2-R4_A2g00641	11.454	6.41869
MvSl-1064-A2-R4_A2g00642	881.151	732.159
MvSl-1064-A2-R4_A2g00643	4312	4282
MvSl-1064-A2-R4_A2g00644	1491	1470
MvSl-1064-A2-R4_A2g00645	85.037	99.8107
MvSl-1064-A2-R4_A2g00646	683.554	737.46
MvSl-1064-A2-R4_A2g00647	1064	876
MvSl-1064-A2-R4_A2g00648	1777.92	1776.13
MvSl-1064-A2-R4_A2g00649	0	0.621155
MvSl-1064-A2-R4_A2g00650	4.17704	5.63151
MvSl-1064-A2-R4_A2g00651	3178	2706
MvSl-1064-A2-R4_A2g00652	516.854	1072.94
MvSl-1064-A2-R4_A2g00653	25.9407	37.2728
MvSl-1064-A2-R4_A2g00654	2.7688	2.69374
MvSl-1064-A2-R4_A2g00655	0	0
MvSl-1064-A2-R4_A2g00656	2.11285	1.34994
MvSl-1064-A2-R4_A2g00657	0	0
MvSl-1064-A2-R4_A2g00658	1.00468	1.00492
MvSl-1064-A2-R4_A2g00659	28.4014	36.7627
MvSl-1064-A2-R4_A2g00660	81.7584	104.523
MvSl-1064-A2-R4_A2g00661	1.29133	0
MvSl-1064-A2-R4_A2g00662	83.3167	78.2331
MvSl-1064-A2-R4_A2g00663	179.815	229.572
MvSl-1064-A2-R4_A2g00664	809.646	1054.8
MvSl-1064-A2-R4_A2g00665	345.133	374.248
MvSl-1064-A2-R4_A2g00666	826.437	1363.25
MvSl-1064-A2-R4_A2g00667	2306.15	3434.59
MvSl-1064-A2-R4_A2g00668	100.024	123.049
MvSl-1064-A2-R4_A2g00669	1118.5	1149.95
MvSl-1064-A2-R4_A2g00670	288.19	153.202
MvSl-1064-A2-R4_A2g00671	111.384	97.5094
MvSl-1064-A2-R4_A2g00672	126.847	81.8316
MvSl-1064-A2-R4_A2g00673	196.545	233.952
MvSl-1064-A2-R4_A2g00674	773.299	591.5
MvSl-1064-A2-R4_A2g00675	384.387	275.328
MvSl-1064-A2-R4_A2g00676	256	189.5
MvSl-1064-A2-R4_A2g00677	721.415	658.006
MvSl-1064-A2-R4_A2g00678	1533.28	1189.02
MvSl-1064-A2-R4_A2g00679	1179.57	995.645
MvSl-1064-A2-R4_A2g00680	0	0
MvSl-1064-A2-R4_A2g00681	22.7299	28.4125
MvSl-1064-A2-R4_A2g00682	3.02694	1.89884
MvSl-1064-A2-R4_A2g00683	48.8108	61.9467
MvSl-1064-A2-R4_A2g00684	93.4833	88.105
MvSl-1064-A2-R4_A2g00685	1784.53	1070.47
MvSl-1064-A2-R4_A2g00686	398.515	599.228
MvSl-1064-A2-R4_A2g00687	5.1838	6.06658
MvSl-1064-A2-R4_A2g00688	118	128
MvSl-1064-A2-R4_A2g00689	81.0171	120.285
MvSl-1064-A2-R4_A2g00690	9.15737	12.1072
MvSl-1064-A2-R4_A2g00691	31.688	37.1488
MvSl-1064-A2-R4_A2g00692	1.13629	0
MvSl-1064-A2-R4_A2g00693	32	33.6095
MvSl-1064-A2-R4_A2g00694	3	7
MvSl-1064-A2-R4_A2g00695	867	920
MvSl-1064-A2-R4_A2g00696	73.4461	80.3921
MvSl-1064-A2-R4_A2g00697	29476.1	31061.3
MvSl-1064-A2-R4_A2g00698	10350	9987
MvSl-1064-A2-R4_A2g00699	1212	967
MvSl-1064-A2-R4_A2g00700	190.294	181.963
MvSl-1064-A2-R4_A2g00701	290.461	270.712
MvSl-1064-A2-R4_A2g00702	182.407	204.14
MvSl-1064-A2-R4_A2g00703	122.103	142.572
MvSl-1064-A2-R4_A2g00704	43.1246	36.4336
MvSl-1064-A2-R4_A2g00705	633.07	831.155
MvSl-1064-A2-R4_A2g00706	1442.88	1791.26
MvSl-1064-A2-R4_A2g00707	9	13
MvSl-1064-A2-R4_A2g00708	19	15
MvSl-1064-A2-R4_A2g00709	2	5
MvSl-1064-A2-R4_A2g00710	23.602	23.3722
MvSl-1064-A2-R4_A2g00711	2225	2283
MvSl-1064-A2-R4_A2g00712	89	99
MvSl-1064-A2-R4_A2g00713	562	515.98
MvSl-1064-A2-R4_A2g00714	621.008	554.793
MvSl-1064-A2-R4_A2g00715	2	0
MvSl-1064-A2-R4_A2g00716	1.03511	14.514
MvSl-1064-A2-R4_A2g00717	324.424	291.856
MvSl-1064-A2-R4_A2g00718	33.193	41.8919
MvSl-1064-A2-R4_A2g00719	85.8963	123.918
MvSl-1064-A2-R4_A2g00720	101.957	146.432
MvSl-1064-A2-R4_A2g00721	11.0247	11.7302
MvSl-1064-A2-R4_A2g00722	188.81	316.147
MvSl-1064-A2-R4_A2g00723	135.819	147.857
MvSl-1064-A2-R4_A2g00724	9.44619	8.10885
MvSl-1064-A2-R4_A2g00725	1343.41	1430.6
MvSl-1064-A2-R4_A2g00726	103.802	59.9922
MvSl-1064-A2-R4_A2g00727	298.711	311.53
MvSl-1064-A2-R4_A2g00728	144.986	198.504
MvSl-1064-A2-R4_A2g00729	2305.78	2882.97
MvSl-1064-A2-R4_A2g00730	23	24
MvSl-1064-A2-R4_A2g00731	2453.6	2598.45
MvSl-1064-A2-R4_A2g00732	1121	1202
MvSl-1064-A2-R4_A2g00733	2998.64	3487.02
MvSl-1064-A2-R4_A2g00734	0	0.916653
MvSl-1064-A2-R4_A2g00735	92.7268	87.7493
MvSl-1064-A2-R4_A2g00736	144.186	173.572
MvSl-1064-A2-R4_A2g00737	882	766
MvSl-1064-A2-R4_A2g00738	10	21
MvSl-1064-A2-R4_A2g00739	225.777	220.891
MvSl-1064-A2-R4_A2g00740	226.76	258.284
MvSl-1064-A2-R4_A2g00741	60.1825	106.465
MvSl-1064-A2-R4_A2g00742	4.24858	4.18098
MvSl-1064-A2-R4_A2g00743	0	4.27702
MvSl-1064-A2-R4_A2g00744	40.5183	16.2975
MvSl-1064-A2-R4_A2g00745	82.4171	163.847
MvSl-1064-A2-R4_A2g00746	421.346	387.264
MvSl-1064-A2-R4_A2g00747	2144.25	2047.96
MvSl-1064-A2-R4_A2g00748	0	0.916653
MvSl-1064-A2-R4_A2g00749	92.7268	87.7493
MvSl-1064-A2-R4_A2g00750	144.186	173.572
MvSl-1064-A2-R4_A2g00751	0.5	0
MvSl-1064-A2-R4_A2g00752	1.59211	1.90309
MvSl-1064-A2-R4_A2g00753	147.329	142.877
MvSl-1064-A2-R4_A2g00754	14.2128	17.322
MvSl-1064-A2-R4_A2g00755	57.1684	5.6411
MvSl-1064-A2-R4_A2g00756	933.787	1246.33
MvSl-1064-A2-R4_A2g00757	1790.02	1870.22
MvSl-1064-A2-R4_A2g00758	475.194	663.432
MvSl-1064-A2-R4_A2g00759	2838	2653
MvSl-1064-A2-R4_A2g00760	1.41011e-08	0
MvSl-1064-A2-R4_A2g00761	296.096	246.925
MvSl-1064-A2-R4_A2g00762	128.97	80.574
MvSl-1064-A2-R4_A2g00763	97.1494	106.35
MvSl-1064-A2-R4_A2g00764	77.6375	61.5456
MvSl-1064-A2-R4_A2g00765	249.32	209.736
MvSl-1064-A2-R4_A2g00766	26.2215	25.2788
MvSl-1064-A2-R4_A2g00767	271.116	323.054
MvSl-1064-A2-R4_A2g00768	206.329	261.235
MvSl-1064-A2-R4_A2g00769	2.08435	4.10782
MvSl-1064-A2-R4_A2g00770	1545.08	1215.81
MvSl-1064-A2-R4_A2g00771	988.161	967.93
MvSl-1064-A2-R4_A2g00772	172.604	118.11
MvSl-1064-A2-R4_A2g00773	16205	14390
MvSl-1064-A2-R4_A2g00774	1696	1163
MvSl-1064-A2-R4_A2g00775	965	854
MvSl-1064-A2-R4_A2g00776	2292	2014
MvSl-1064-A2-R4_A2g00777	10.3382	10.1852
MvSl-1064-A2-R4_A2g00778	8	8.61432
MvSl-1064-A2-R4_A2g00779	12	19
MvSl-1064-A2-R4_A2g00780	2	6.83702
MvSl-1064-A2-R4_A2g00781	51.414	48.8136
MvSl-1064-A2-R4_A2g00782	8	9
MvSl-1064-A2-R4_A2g00783	0	0
MvSl-1064-A2-R4_A2g00784	378.318	456.452
MvSl-1064-A2-R4_A2g00785	10.4532	1.9508
MvSl-1064-A2-R4_A2g00786	29.8124	38.4432
MvSl-1064-A2-R4_A2g00787	344.358	425.271
MvSl-1064-A2-R4_A2g00788	126.453	156.255
MvSl-1064-A2-R4_A2g00789	6.27434	3.60235
MvSl-1064-A2-R4_A2g00790	575.149	435.791
MvSl-1064-A2-R4_A2g00791	185.77	169.583
MvSl-1064-A2-R4_A2g00792	0	1.89884
MvSl-1064-A2-R4_A2g00793	15.3541	7.18909
MvSl-1064-A2-R4_A2g00794	0	0
MvSl-1064-A2-R4_A2g00795	1743.43	1056.36
MvSl-1064-A2-R4_A2g00796	1112.72	1733.98
MvSl-1064-A2-R4_A2g00797	1321.58	1131.99
MvSl-1064-A2-R4_A2g00798	256	189.5
MvSl-1064-A2-R4_A2g00799	608.613	582.672
MvSl-1064-A2-R4_A2g00800	1642.7	591.5
MvSl-1064-A2-R4_A2g00801	126.847	81.8316
MvSl-1064-A2-R4_A2g00802	111.384	97.5094
MvSl-1064-A2-R4_A2g00803	638.294	289.189
MvSl-1064-A2-R4_A2g00804	3996.46	4486.7
MvSl-1064-A2-R4_A2g00805	1619.24	1792.98
MvSl-1064-A2-R4_A2g00806	2426.33	3498.99
MvSl-1064-A2-R4_A2g00807	4.11691	1.01537
MvSl-1064-A2-R4_A2g00808	742.642	832.669
MvSl-1064-A2-R4_A2g00809	31.9753	81.6057
MvSl-1064-A2-R4_A2g00810	554.428	701.655
MvSl-1064-A2-R4_A2g00811	60.8468	132.557
MvSl-1064-A2-R4_A2g00812	90.8063	156.715
MvSl-1064-A2-R4_A2g00813	1871.03	2721.38
MvSl-1064-A2-R4_A2g00814	3461.24	2897.3
MvSl-1064-A2-R4_A2g00815	473.509	406.309
MvSl-1064-A2-R4_A2g00816	1919.9	1799.42
MvSl-1064-A2-R4_A2g00817	59.2615	61.1873
MvSl-1064-A2-R4_A2g00818	477	447
MvSl-1064-A2-R4_A2g00819	377	421
MvSl-1064-A2-R4_A2g00820	0	0
MvSl-1064-A2-R4_A2g00821	135	173
MvSl-1064-A2-R4_A2g00822	701	700
MvSl-1064-A2-R4_A2g00823	896.578	1027.81
MvSl-1064-A2-R4_A2g00824	229.603	272.417
MvSl-1064-A2-R4_A2g00825	2464	2413
MvSl-1064-A2-R4_A2g00826	290	315
MvSl-1064-A2-R4_A2g00827	0	0
MvSl-1064-A2-R4_A2g00828	1.7473	0
MvSl-1064-A2-R4_A2g00829	112.041	131.946
MvSl-1064-A2-R4_A2g00830	79.4137	119.107
MvSl-1064-A2-R4_A2g00831	357.935	388.95
MvSl-1064-A2-R4_A2g00832	4374	4204
MvSl-1064-A2-R4_A2g00833	3144	3719
MvSl-1064-A2-R4_A2g00834	3525	3313
MvSl-1064-A2-R4_A2g00835	1646	1518
MvSl-1064-A2-R4_A2g00836	317	187
MvSl-1064-A2-R4_A2g00837	435	395
MvSl-1064-A2-R4_A2g00838	802.956	788.132
MvSl-1064-A2-R4_A2g00839	134.525	118.635
MvSl-1064-A2-R4_A2g00840	294.002	292.101
MvSl-1064-A2-R4_A2g00841	432	274
MvSl-1064-A2-R4_A2g00842	6735.38	6810.57
MvSl-1064-A2-R4_A2g00843	1019.79	1082.01
MvSl-1064-A2-R4_A2g00844	15	18
MvSl-1064-A2-R4_A2g00845	254.11	343.514
MvSl-1064-A2-R4_A2g00846	102.934	86.8629
MvSl-1064-A2-R4_A2g00847	95	106
MvSl-1064-A2-R4_A2g00848	3	2
MvSl-1064-A2-R4_A2g00849	26.5362	27.9312
MvSl-1064-A2-R4_A2g00850	202.295	223.187
MvSl-1064-A2-R4_A2g00851	126	127
MvSl-1064-A2-R4_A2g00852	66	40
MvSl-1064-A2-R4_A2g00853	61.1462	26.9286
MvSl-1064-A2-R4_A2g00854	322.754	337.206
MvSl-1064-A2-R4_A2g00855	355.741	432.491
MvSl-1064-A2-R4_A2g00856	4.59627	4.73792
MvSl-1064-A2-R4_A2g00857	227.127	155.817
MvSl-1064-A2-R4_A2g00858	2314.32	2812.25
MvSl-1064-A2-R4_A2g00859	2815.46	2728.34
MvSl-1064-A2-R4_A2g00860	346.819	344.808
MvSl-1064-A2-R4_A2g00861	4.84987	3.54135
MvSl-1064-A2-R4_A2g00862	1.01385	0
MvSl-1064-A2-R4_A2g00863	14.5362	0
MvSl-1064-A2-R4_A2g00864	1915.02	1784.06
MvSl-1064-A2-R4_A2g00865	5132	4991
MvSl-1064-A2-R4_A2g00866	2288	1685
MvSl-1064-A2-R4_A2g00867	1000.63	1048.86
MvSl-1064-A2-R4_A2g00868	3857	3091
MvSl-1064-A2-R4_A2g00869	1257	872
MvSl-1064-A2-R4_A2g00870	7.74685	3.63909
MvSl-1064-A2-R4_A2g00871	122.047	134.616
MvSl-1064-A2-R4_A2g00872	0	0
MvSl-1064-A2-R4_A2g00873	351.017	218.446
MvSl-1064-A2-R4_A2g00874	2815.46	2728.34
MvSl-1064-A2-R4_A2g00875	110.208	138.157
MvSl-1064-A2-R4_A2g00876	5.478	11.0838
MvSl-1064-A2-R4_A2g00877	2.61646	2.77928
MvSl-1064-A2-R4_A2g00878	82.9108	60.3941
MvSl-1064-A2-R4_A2g00879	17.6318	36.254
MvSl-1064-A2-R4_A2g00880	187.215	147.73
MvSl-1064-A2-R4_A2g00881	39.9557	49.2029
MvSl-1064-A2-R4_A2g00882	18.8673	39.4711
MvSl-1064-A2-R4_A2g00883	172.329	178.239
MvSl-1064-A2-R4_A2g00884	44.5416	50.6749
MvSl-1064-A2-R4_A2g00885	749.531	922.432
MvSl-1064-A2-R4_A2g00886	3344	3151
MvSl-1064-A2-R4_A2g00887	0	1
MvSl-1064-A2-R4_A2g00888	0	0
MvSl-1064-A2-R4_A2g00889	21	16
MvSl-1064-A2-R4_A2g00890	3.13192	5.54299
MvSl-1064-A2-R4_A2g00891	11.4121	8.5764
MvSl-1064-A2-R4_A2g00892	12467	13753.1
MvSl-1064-A2-R4_A2g00893	76.6615	85.938
MvSl-1064-A2-R4_A2g00894	825.768	959.148
MvSl-1064-A2-R4_A2g00895	2.1599	6.63577
MvSl-1064-A2-R4_A2g00896	109.873	77.7927
MvSl-1064-A2-R4_A2g00897	730.685	521.658
MvSl-1064-A2-R4_A2g00898	4.59627	4.73792
MvSl-1064-A2-R4_A2g00899	961.373	888.845
MvSl-1064-A2-R4_A2g00900	1	0
MvSl-1064-A2-R4_A2g00901	572.901	595.651
MvSl-1064-A2-R4_A2g00902	1849	1746
MvSl-1064-A2-R4_A2g00903	2.1618	3.08182
MvSl-1064-A2-R4_A2g00904	5366	7632
MvSl-1064-A2-R4_A2g00905	879.965	1056.72
MvSl-1064-A2-R4_A2g00906	495.5	614.278
MvSl-1064-A2-R4_A2g00907	85.9896	117.998
MvSl-1064-A2-R4_A2g00908	10.7455	21.6985
MvSl-1064-A2-R4_A2g00909	76.5345	84.4237
MvSl-1064-A2-R4_A2g00910	225.129	412.181
MvSl-1064-A2-R4_A2g00911	72.2885	55.7714
MvSl-1064-A2-R4_A2g00912	78.8887	106.731
MvSl-1064-A2-R4_A2g00913	11.4777	6.0241
MvSl-1064-A2-R4_A2g00914	1944	1771
MvSl-1064-A2-R4_A2g00915	8670	7042
MvSl-1064-A2-R4_A2g00916	205	373
MvSl-1064-A2-R4_A2g00917	1550	4354
MvSl-1064-A2-R4_A2g00918	311.321	316.736
MvSl-1064-A2-R4_A2g00919	1242.23	807.04
MvSl-1064-A2-R4_A2g00920	4.59627	4.73792
MvSl-1064-A2-R4_A2g00921	72.4174	69.9584
MvSl-1064-A2-R4_A2g00922	502.185	364.33
MvSl-1064-A2-R4_A2g00923	4938	3546
MvSl-1064-A2-R4_A2g00924	398	271
MvSl-1064-A2-R4_A2g00925	6	14
MvSl-1064-A2-R4_A2g00926	32.9464	32.4241
MvSl-1064-A2-R4_A2g00927	43.2773	53.314
MvSl-1064-A2-R4_A2g00928	2.03634	4
MvSl-1064-A2-R4_A2g00929	359.834	407.03
MvSl-1064-A2-R4_A2g00930	911.509	1186.24
MvSl-1064-A2-R4_A2g00931	3168.56	3655.53
MvSl-1064-A2-R4_A2g00932	34.1416	43.8449
MvSl-1064-A2-R4_A2g00933	51.2626	66.119
MvSl-1064-A2-R4_A2g00934	0	2
MvSl-1064-A2-R4_A2g00935	8.85884	13.36
MvSl-1064-A2-R4_A2g00936	6.5029	4.70327
MvSl-1064-A2-R4_A2g00937	1	2
MvSl-1064-A2-R4_A2g00938	0	0
MvSl-1064-A2-R4_A2g00939	55.5771	127.762
MvSl-1064-A2-R4_A2g00940	15	17.6048
MvSl-1064-A2-R4_A2g00941	56.9528	41.069
MvSl-1064-A2-R4_A2g00942	12.1663	12.1979
MvSl-1064-A2-R4_A2g00943	101.925	59.723
MvSl-1064-A2-R4_A2g00944	2.94457	7.54637
MvSl-1064-A2-R4_A2g00945	186.934	235.981
MvSl-1064-A2-R4_A2g00946	0	0
MvSl-1064-A2-R4_A2g00947	0	4.05499
MvSl-1064-A2-R4_A2g00948	0	0
MvSl-1064-A2-R4_A2g00949	472.223	645.769
MvSl-1064-A2-R4_A2g00950	52.4394	45.1616
MvSl-1064-A2-R4_A2g00951	0	0
MvSl-1064-A2-R4_A2g00952	0	0
MvSl-1064-A2-R4_A2g00953	104.34	101.142
MvSl-1064-A2-R4_A2g00954	213.685	84.9915
MvSl-1064-A2-R4_A2g00955	159.756	147.46
MvSl-1064-A2-R4_A2g00956	1207.6	906.871
MvSl-1064-A2-R4_A2g00957	5093.61	5617.97
MvSl-1064-A2-R4_A2g00958	734.873	618
MvSl-1064-A2-R4_A2g00959	629.906	800.79
MvSl-1064-A2-R4_A2g00960	7.90984	14.3431
MvSl-1064-A2-R4_A2g00961	0	0
MvSl-1064-A2-R4_A2g00962	1905.89	1979.72
MvSl-1064-A2-R4_A2g00963	1911.05	2474.11
MvSl-1064-A2-R4_A2g00964	394.506	516.27
MvSl-1064-A2-R4_A2g00965	103.807	78.6763
MvSl-1064-A2-R4_A2g00966	385.003	582.471
MvSl-1064-A2-R4_A2g00967	697.213	764.006
MvSl-1064-A2-R4_A2g00968	1200	1448
MvSl-1064-A2-R4_A2g00969	8068	9691
MvSl-1064-A2-R4_A2g00970	993	797
MvSl-1064-A2-R4_A2g00971	119.568	123.893
MvSl-1064-A2-R4_A2g00972	340.206	407.091
MvSl-1064-A2-R4_A2g00973	683.273	565.991
MvSl-1064-A2-R4_A2g00974	49.4053	50.864
MvSl-1064-A2-R4_A2g00975	3705	3548.02
MvSl-1064-A2-R4_A2g00976	3637	3697
MvSl-1064-A2-R4_A2g00977	1271.99	2209.18
MvSl-1064-A2-R4_A2g00978	4.46949	2.13764
MvSl-1064-A2-R4_A2g00979	457.604	353.716
MvSl-1064-A2-R4_A2g00980	69.1088	98.0376
MvSl-1064-A2-R4_A2g00981	111.698	114.197
MvSl-1064-A2-R4_A2g00982	229.22	203.426
MvSl-1064-A2-R4_A2g00983	1.08911	3.02947
MvSl-1064-A2-R4_A2g00984	51.6979	25.3761
MvSl-1064-A2-R4_A2g00985	327.924	352.543
MvSl-1064-A2-R4_A2g00986	279	273
MvSl-1064-A2-R4_A2g00987	450.948	519.893
MvSl-1064-A2-R4_A2g00988	486.088	461.201
MvSl-1064-A2-R4_A2g00989	103.807	78.6763
MvSl-1064-A2-R4_A2g00990	300.876	446.184
MvSl-1064-A2-R4_A2g00991	6513	7654
MvSl-1064-A2-R4_A2g00992	471.392	404.979
MvSl-1064-A2-R4_A2g00993	1200	1205
MvSl-1064-A2-R4_A2g00994	3448	4029
MvSl-1064-A2-R4_A2g00995	52831	102885
MvSl-1064-A2-R4_A2g00996	159.265	307.55
MvSl-1064-A2-R4_A2g00997	1083.76	1051
MvSl-1064-A2-R4_A2g00998	416.77	482.536
MvSl-1064-A2-R4_A2g00999	154.331	151.731
MvSl-1064-A2-R4_A2g01000	1097.26	937.546
MvSl-1064-A2-R4_A2g01001	66.3017	56.195
MvSl-1064-A2-R4_A2g01002	914	841
MvSl-1064-A2-R4_A2g01003	0	0
MvSl-1064-A2-R4_A2g01004	2955	3709.52
MvSl-1064-A2-R4_A2g01005	1332.52	1867.92
MvSl-1064-A2-R4_A2g01006	35.8949	33.0599
MvSl-1064-A2-R4_A2g01007	1.03556	0
MvSl-1064-A2-R4_A2g01008	198.091	137.975
MvSl-1064-A2-R4_A2g01009	564.086	639.933
MvSl-1064-A2-R4_A2g01010	2	4
MvSl-1064-A2-R4_A2g01011	5.44699	8.20763
