gene	MintM1	MintM2	MintM3	gene2	MvSlM1	MvSlM2
MinSal-1389-A1-17072018_C001g00313	0	0	0	MvSl-1064-A1-R4_MC01-1g02093	3843	3268
MinSal-1389-A1-17072018_C001g00314	794	708	534	MvSl-1064-A1-R4_MC01-1g02094	488	639
MinSal-1389-A1-17072018_C001g00315	4471	2530	3924	MvSl-1064-A1-R4_MC01-1g02095	13078	18487
MinSal-1389-A1-17072018_C001g00318	519	607	290	MvSl-1064-A1-R4_MC01-1g02100	1299	1557
MinSal-1389-A1-17072018_C001g00319	1760	1958	851	MvSl-1064-A1-R4_MC01-1g02102	3127	3717
MinSal-1389-A1-17072018_C001g00320	209	216	173	MvSl-1064-A1-R4_MC01-1g02103	1641	2635
MinSal-1389-A1-17072018_C001g00321	8149	8780	5690	MvSl-1064-A1-R4_MC01-1g02104	8249	6916
MinSal-1389-A1-17072018_C001g00322	0	0	0	MvSl-1064-A1-R4_MC01-1g02105	2824	3086
MinSal-1389-A1-17072018_C001g00323	397	443	308	MvSl-1064-A1-R4_MC01-1g02106	378	687
MinSal-1389-A1-17072018_C001g00325	1036	1055	504	MvSl-1064-A1-R4_MC01-1g02107	1205	1396
MinSal-1389-A1-17072018_C001g00326	335	357	296	MvSl-1064-A1-R4_MC01-1g02108	1085	978
MinSal-1389-A1-17072018_C001g00327	917	895	795	MvSl-1064-A1-R4_MC01-1g02109	727	650
MinSal-1389-A1-17072018_C001g00328	1180	1137	849	MvSl-1064-A1-R4_MC01-1g02110	3217	3284
MinSal-1389-A1-17072018_C001g00329	954	930	562	MvSl-1064-A1-R4_MC01-1g02111	164	156
MinSal-1389-A1-17072018_C001g00330	4608	4634	3176	MvSl-1064-A1-R4_MC01-1g02112	13472	15116
MinSal-1389-A1-17072018_C001g00331	124	183	143	MvSl-1064-A1-R4_MC01-1g02113	1481	1256
MinSal-1389-A1-17072018_C001g00332	1133	1358	684	MvSl-1064-A1-R4_MC01-1g02114	1872	1536
MinSal-1389-A1-17072018_C001g00333	457	618	286	MvSl-1064-A1-R4_MC01-1g02116	1043	1011
MinSal-1389-A1-17072018_C001g00334	0	0	0	MvSl-1064-A1-R4_MC01-1g02117	72	42
MinSal-1389-A1-17072018_C001g00335	2	1	2	MvSl-1064-A1-R4_MC01-1g02118	4278	3778
MinSal-1389-A1-17072018_C001g00337	206	259	112	MvSl-1064-A1-R4_MC01-1g02120	486	518
MinSal-1389-A1-17072018_C001g00338	0	0	0	MvSl-1064-A1-R4_MC01-1g02121	403	449
MinSal-1389-A1-17072018_C001g00339	825	1127	538	MvSl-1064-A1-R4_MC01-1g02122	3522	3318
MinSal-1389-A1-17072018_C001g00340	2306	2927	1167	MvSl-1064-A1-R4_MC01-1g02123	722	447
MinSal-1389-A1-17072018_C001g00341	45	34	13	MvSl-1064-A1-R4_MC01-1g02124	123	81
MinSal-1389-A1-17072018_C001g00342	5981	6473	3108	MvSl-1064-A1-R4_MC01-1g02125	7496	5915
MinSal-1389-A1-17072018_C001g00343	0	0	0	MvSl-1064-A1-R4_MC01-1g02126	459	480
MinSal-1389-A1-17072018_C001g00344	0	0	0	MvSl-1064-A1-R4_MC01-1g02127	832	884
MinSal-1389-A1-17072018_C001g00345	1042	1266	591	MvSl-1064-A1-R4_MC01-1g02128	1400	1226
MinSal-1389-A1-17072018_C001g00346	133	162	78	MvSl-1064-A1-R4_MC01-1g02129	1578	1556
MinSal-1389-A1-17072018_C001g00347	334	407	187	MvSl-1064-A1-R4_MC01-1g02130	1240	1055
MinSal-1389-A1-17072018_C001g00348	0	0	0	MvSl-1064-A1-R4_MC01-1g02131	591	651
MinSal-1389-A1-17072018_C001g00349	2488	2650	1265	MvSl-1064-A1-R4_MC01-1g02132	6676	6160
MinSal-1389-A1-17072018_C001g00350	1923	1001	1325	MvSl-1064-A1-R4_MC01-1g02133	4152	3059
MinSal-1389-A1-17072018_C001g00352	1446	1468	909	MvSl-1064-A1-R4_MC01-1g02137	5948	5778
MinSal-1389-A1-17072018_C001g00353	7188	7737	4023	MvSl-1064-A1-R4_MC01-1g02138	3973	4373
MinSal-1389-A1-17072018_C001g00354	1125	1375	651	MvSl-1064-A1-R4_MC01-1g02139	2020	1828
MinSal-1389-A1-17072018_C001g00356	0	0	0	MvSl-1064-A1-R4_A1g00699	74.8175	95.9293
MinSal-1389-A1-17072018_C001g00357	774	594	774	MvSl-1064-A1-R4_MC01-1g02141	2341	2071
MinSal-1389-A1-17072018_C001g00358	569	624	333	MvSl-1064-A1-R4_MC01-1g02142	1019	785
MinSal-1389-A1-17072018_C001g00359	894	1002	466	MvSl-1064-A1-R4_MC01-1g02143	1755.16	1680.73
MinSal-1389-A1-17072018_C001g00360	2289	2894	1390	MvSl-1064-A1-R4_MC01-1g02144	1990	2224
MinSal-1389-A1-17072018_C001g00361	161	227	98	MvSl-1064-A1-R4_MC01-1g02145	409	376
MinSal-1389-A1-17072018_C001g00362	0	0	0	MvSl-1064-A1-R4_MC01-1g02146	1823	1439
MinSal-1389-A1-17072018_C001g00363	972	876	386	MvSl-1064-A1-R4_MC01-1g02147	743	601
MinSal-1389-A1-17072018_C001g00364	138	192	78	MvSl-1064-A1-R4_MC01-1g02148	2487	3529
MinSal-1389-A1-17072018_C001g00365	1901	2030	912	MvSl-1064-A1-R4_MC01-1g02149	2682	2025
MinSal-1389-A1-17072018_C001g00366	993	689	699	MvSl-1064-A1-R4_MC01-1g02150	9128	9836
MinSal-1389-A1-17072018_C001g00367	1185	1083	692	MvSl-1064-A1-R4_MC01-1g02151	5594.76	4843.84
MinSal-1389-A1-17072018_C001g00368	0	0	0	MvSl-1064-A1-R4_MC01-1g02152	254	478
MinSal-1389-A1-17072018_C001g00370	228	263	134	MvSl-1064-A1-R4_MC01-1g02155	2824	2743
MinSal-1389-A1-17072018_C001g00371	0	0	0	MvSl-1064-A1-R4_MC01-1g02156	1947	2083
MinSal-1389-A1-17072018_C001g00372	1055	1249	450	MvSl-1064-A1-R4_MC01-1g02157	2819	2084
MinSal-1389-A1-17072018_C001g00373	778	863	480	MvSl-1064-A1-R4_MC01-1g02158	860	569
MinSal-1389-A1-17072018_C001g00374	1025	955	472	MvSl-1064-A1-R4_MC01-1g02159	1124	883
MinSal-1389-A1-17072018_C001g00375	17	22	14	MvSl-1064-A1-R4_MC01-1g02161	1821	1216
MinSal-1389-A1-17072018_C001g00376	1	0	0	MvSl-1064-A1-R4_MC01-1g02162	3656	4516
MinSal-1389-A1-17072018_C001g00377	2837	3080	1523	MvSl-1064-A1-R4_MC01-1g02163	1435	1569
MinSal-1389-A1-17072018_C001g00378	636	731	336	MvSl-1064-A1-R4_MC01-1g02164	1055	1055
MinSal-1389-A1-17072018_C001g00379	368.56	322.973	203.04	MvSl-1064-A1-R4_MC01-1g02165	2424	2062
MinSal-1389-A1-17072018_C001g00380	0	0	0	MvSl-1064-A1-R4_MC01-1g02166	436	533
MinSal-1389-A1-17072018_C001g00381	0	0	0	MvSl-1064-A1-R4_MC01-1g02167	4288.33	4710.41
MinSal-1389-A1-17072018_C001g00382	436	470	262	MvSl-1064-A1-R4_MC01-1g02168	1229	1487
MinSal-1389-A1-17072018_C001g00383	0	0	0	MvSl-1064-A1-R4_MC01-1g02170	3	5
MinSal-1389-A1-17072018_C001g00384	0	0	0	MvSl-1064-A1-R4_MC01-1g02181	2565	2636
MinSal-1389-A1-17072018_C001g00385	4813	5829	4126	MvSl-1064-A1-R4_MC01-1g02182	2613	1736
MinSal-1389-A1-17072018_C001g00386	109	141	75	MvSl-1064-A1-R4_MC01-1g02183	453	439
MinSal-1389-A1-17072018_C001g00387	1204	1037	510	MvSl-1064-A1-R4_MC01-1g02184	564	513
MinSal-1389-A1-17072018_C001g00391	0	0	0	MvSl-1064-A1-R4_MC01-1g02188	18	4
MinSal-1389-A1-17072018_C001g00392	172	167	91	MvSl-1064-A1-R4_MC01-1g02189	487	350
MinSal-1389-A1-17072018_C001g00393	2266	2642	1115	MvSl-1064-A1-R4_MC01-1g02190	2286	1927
MinSal-1389-A1-17072018_C001g00394	619	575	404	MvSl-1064-A1-R4_MC01-1g02191	1770	1715
MinSal-1389-A1-17072018_C001g00395	219	275	160	MvSl-1064-A1-R4_MC01-1g02192	1143	931
MinSal-1389-A1-17072018_C001g00396	320	408	206	MvSl-1064-A1-R4_MC01-1g02193	2247	2385
MinSal-1389-A1-17072018_C001g00397	518	681	339	MvSl-1064-A1-R4_MC01-1g02194	1288	1104
MinSal-1389-A1-17072018_C001g00398	37	61	13	MvSl-1064-A1-R4_MC01-1g02195	2315	2094
MinSal-1389-A1-17072018_C001g00399	1020	1218	618	MvSl-1064-A1-R4_MC01-1g02196	13486	10798
MinSal-1389-A1-17072018_C001g00400	600	649	371	MvSl-1064-A1-R4_MC01-1g02197	2169	1726
MinSal-1389-A1-17072018_C001g00401	1527	2244	822	MvSl-1064-A1-R4_MC01-1g02198	7003	8892
MinSal-1389-A1-17072018_C001g00402	356	721	176	MvSl-1064-A1-R4_MC01-1g02199	18781	19272
MinSal-1389-A1-17072018_C001g00403	445	562	309	MvSl-1064-A1-R4_MC01-1g02200	761	721
MinSal-1389-A1-17072018_C001g00404	0	0	0	MvSl-1064-A1-R4_MC01-1g02201	715	714
MinSal-1389-A1-17072018_C001g00405	1	0	0	MvSl-1064-A1-R4_MC01-1g02202	579	533
MinSal-1389-A1-17072018_C001g00406	91	168	76	MvSl-1064-A1-R4_MC01-1g02203	4172	4498
MinSal-1389-A1-17072018_C001g00407	59	86	56	MvSl-1064-A1-R4_MC01-1g02204	4190	4132
MinSal-1389-A1-17072018_C001g00408	911	1216	525	MvSl-1064-A1-R4_MC01-1g02205	5968	5821
MinSal-1389-A1-17072018_C001g00409	450	634	341	MvSl-1064-A1-R4_MC01-1g02209	2620	2419
MinSal-1389-A1-17072018_C001g00410	627	664	222	MvSl-1064-A1-R4_MC01-1g02210	2306	1670
MinSal-1389-A1-17072018_C001g00411	554	654	473	MvSl-1064-A1-R4_MC01-1g02211	5013	5237
MinSal-1389-A1-17072018_C001g00412	669	725	195	MvSl-1064-A1-R4_MC01-1g02212	2790	2185.4
MinSal-1389-A1-17072018_C001g00415	3458.8	3812.82	1789.38	MvSl-1064-A1-R4_MC01-1g02216	4598	4453
MinSal-1389-A1-17072018_C001g00416	8412	6568	4954	MvSl-1064-A1-R4_MC01-1g02217	7996	8383
MinSal-1389-A1-17072018_C001g00419	1576	1804	749	MvSl-1064-A1-R4_MC01-1g02219	5462	4898
MinSal-1389-A1-17072018_C001g00420	524	693	308	MvSl-1064-A1-R4_MC01-1g02220	3455	2713
MinSal-1389-A1-17072018_C001g00421	22	46	5	MvSl-1064-A1-R4_MC01-1g02221	240	154
MinSal-1389-A1-17072018_C001g00422	1	0	0	MvSl-1064-A1-R4_MC01-1g02222	1595	2025
MinSal-1389-A1-17072018_C001g00423	60	63	30	MvSl-1064-A1-R4_MC01-1g02223	2894	2714
MinSal-1389-A1-17072018_C001g00424	0	0	0	MvSl-1064-A1-R4_MC01-1g02224	1725	1480
MinSal-1389-A1-17072018_C001g00425	3788	4065	2466	MvSl-1064-A1-R4_MC01-1g02225	5175	4705
MinSal-1389-A1-17072018_C001g00426	1082	1450	563	MvSl-1064-A1-R4_MC01-1g02227	2964	2518
MinSal-1389-A1-17072018_C001g00429	5	1	2	MvSl-1064-A1-R4_MC01-1g02232	1152	822
MinSal-1389-A1-17072018_C001g00430	5049	5168	3157	MvSl-1064-A1-R4_MC01-1g02233	1590	1261
MinSal-1389-A1-17072018_C001g00431	0	1	0	MvSl-1064-A1-R4_MC01-1g02234	3023	2588
MinSal-1389-A1-17072018_C001g00432	0	0	0	MvSl-1064-A1-R4_MC01-1g02235	977	858
MinSal-1389-A1-17072018_C001g00433	1047	1151	539	MvSl-1064-A1-R4_MC01-1g02236	3260	3222
MinSal-1389-A1-17072018_C001g00434	32	41	36	MvSl-1064-A1-R4_MC01-1g02237	833	1750
MinSal-1389-A1-17072018_C001g00435	1	1	0	MvSl-1064-A1-R4_MC01-1g02238	966	1802
MinSal-1389-A1-17072018_C001g00436	341	300	154	MvSl-1064-A1-R4_MC01-1g02239	480	467
MinSal-1389-A1-17072018_C001g00437	1	0	0	MvSl-1064-A1-R4_MC01-1g02240	588	528
MinSal-1389-A1-17072018_C001g00438	216	216	157	MvSl-1064-A1-R4_MC01-1g02241	1018	932
MinSal-1389-A1-17072018_C001g00439	1040	1214	521	MvSl-1064-A1-R4_MC01-1g02242	637	419
MinSal-1389-A1-17072018_C001g00440	1734	1789	1297	MvSl-1064-A1-R4_MC01-1g02244	8526	8620
MinSal-1389-A1-17072018_C001g00441	0	0	0	MvSl-1064-A1-R4_MC01-1g02245	1996.15	2344.63
MinSal-1389-A1-17072018_C001g00442	185	277	148	MvSl-1064-A1-R4_MC01-1g02246	8158.48	11104.1
MinSal-1389-A1-17072018_C001g00443	0	0	0	MvSl-1064-A1-R4_MC01-1g02247	457	383
MinSal-1389-A1-17072018_C001g00444	8855	7627	6314	MvSl-1064-A1-R4_MC01-1g02248	3363	4144
MinSal-1389-A1-17072018_C001g00445	0	0	0	MvSl-1064-A1-R4_MC01-1g02249	1395	1328
MinSal-1389-A1-17072018_C001g00446	191	211	104	MvSl-1064-A1-R4_MC01-1g02250	439	368
MinSal-1389-A1-17072018_C001g00447	0	0	0	MvSl-1064-A1-R4_MC01-1g02251	1226	972
MinSal-1389-A1-17072018_C001g00448	0	0	0	MvSl-1064-A1-R4_MC01-1g02252	70	76
MinSal-1389-A1-17072018_C001g00449	180	187	70	MvSl-1064-A1-R4_MC01-1g02253	261	217
MinSal-1389-A1-17072018_C001g00451	1288	1932	1015	MvSl-1064-A1-R4_MC01-1g02257	3176	2457
MinSal-1389-A1-17072018_C001g00452	619.945	858.994	343.963	MvSl-1064-A1-R4_MC01-1g02261	3600	3460
MinSal-1389-A1-17072018_C001g00453	1581	1643	974	MvSl-1064-A1-R4_MC01-1g02263	3898	2974
MinSal-1389-A1-17072018_C001g00454	0	0	0	MvSl-1064-A1-R4_MC01-1g02264	1550	1410
MinSal-1389-A1-17072018_C001g00457	0	0	0	MvSl-1064-A1-R4_MC01-1g02265	988	1390
MinSal-1389-A1-17072018_C001g00458	1159	1169	999	MvSl-1064-A1-R4_MC01-1g02268	3511	3517
MinSal-1389-A1-17072018_C001g00459	263	259	171	MvSl-1064-A1-R4_MC01-1g02269	1305	1598
MinSal-1389-A1-17072018_C001g00460	2375	2992	2191	MvSl-1064-A1-R4_MC01-1g02270	4982	6258
MinSal-1389-A1-17072018_C001g00461	3231	3022	2287	MvSl-1064-A1-R4_MC01-1g02271	2125	2024
MinSal-1389-A1-17072018_C001g00462	643	520	756	MvSl-1064-A1-R4_MC01-1g02272	1611	2454
MinSal-1389-A1-17072018_C001g00463	225	268	163	MvSl-1064-A1-R4_MC01-1g02273	510	600
MinSal-1389-A1-17072018_C001g00464	470	553	465	MvSl-1064-A1-R4_MC01-1g02274	1835	1319
MinSal-1389-A1-17072018_C001g00465	180	249	98	MvSl-1064-A1-R4_MC01-1g02275	535	483
MinSal-1389-A1-17072018_C001g00466	0	0	0	MvSl-1064-A1-R4_MC01-1g02276	154	141
MinSal-1389-A1-17072018_C001g00467	0	0	0	MvSl-1064-A1-R4_MC01-1g02277	150	118
MinSal-1389-A1-17072018_C001g00468	845	1006	466	MvSl-1064-A1-R4_MC01-1g02278	1035	928
MinSal-1389-A1-17072018_C001g00469	23	21	3	MvSl-1064-A1-R4_MC01-1g02279	440	407
MinSal-1389-A1-17072018_C001g00471	474	652	382	MvSl-1064-A1-R4_MC01-1g02281	4158	3904
MinSal-1389-A1-17072018_C001g00472	651	816	313	MvSl-1064-A1-R4_MC01-1g02286	730	627
MinSal-1389-A1-17072018_C001g00473	0	1	0	MvSl-1064-A1-R4_MC01-1g02289	562	829
MinSal-1389-A1-17072018_C001g00474	0	0	0	MvSl-1064-A1-R4_MC01-1g02290	112	78
MinSal-1389-A1-17072018_C001g00475	91	166	49	MvSl-1064-A1-R4_MC01-1g02291	38	13
MinSal-1389-A1-17072018_C001g00476	51	95	34	MvSl-1064-A1-R4_MC01-1g02292	1349	1133
MinSal-1389-A1-17072018_C001g00477	0	0	0	MvSl-1064-A1-R4_MC01-1g02293	2418	2013
MinSal-1389-A1-17072018_C001g00478	1342	1637	859	MvSl-1064-A1-R4_MC01-1g02294	3335	2986
MinSal-1389-A1-17072018_C001g00479	563	639	262	MvSl-1064-A1-R4_MC01-1g02295	298	247
MinSal-1389-A1-17072018_C001g00480	439	708	179	MvSl-1064-A1-R4_MC01-1g02296	620	687
MinSal-1389-A1-17072018_C001g00481	1446	2037	910	MvSl-1064-A1-R4_MC01-1g02297	1981	1729
MinSal-1389-A1-17072018_C001g00482	488	698	346	MvSl-1064-A1-R4_MC01-1g02298	1343	1177
MinSal-1389-A1-17072018_C001g00483	1239	827	709	MvSl-1064-A1-R4_MC01-1g02299	1579	1035
MinSal-1389-A1-17072018_C001g00484	0	0	0	MvSl-1064-A1-R4_MC01-1g02300	93	49
MinSal-1389-A1-17072018_C001g00485	2710	2641	1580	MvSl-1064-A1-R4_MC01-1g02301	2253	2208
MinSal-1389-A1-17072018_C001g00486	827	1020	337	MvSl-1064-A1-R4_MC01-1g02302	5336	5191
MinSal-1389-A1-17072018_C001g00487	0	0	0	MvSl-1064-A1-R4_A1g00027	72	67
MinSal-1389-A1-17072018_C001g00488	399	463	257	MvSl-1064-A1-R4_MC01-1g02304	1427	1509
MinSal-1389-A1-17072018_C001g00489	1984	2352	1487	MvSl-1064-A1-R4_MC01-1g02305	5288	3985
MinSal-1389-A1-17072018_C001g00490	2932	2687	1958	MvSl-1064-A1-R4_MC01-1g02306	1805	1603
MinSal-1389-A1-17072018_C001g00491	205	231	167	MvSl-1064-A1-R4_MC01-1g02307	1745	1767
MinSal-1389-A1-17072018_C001g00492	221	380	88	MvSl-1064-A1-R4_MC01-1g02308	4683	4514
MinSal-1389-A1-17072018_C001g00493	1069	1245	646	MvSl-1064-A1-R4_MC01-1g02309	302	317
MinSal-1389-A1-17072018_C001g00494	788	1133	349	MvSl-1064-A1-R4_MC01-1g02310	1548	1505
MinSal-1389-A1-17072018_C001g00495	5874	6993	3234	MvSl-1064-A1-R4_MC01-1g02311	5340	4802
MinSal-1389-A1-17072018_C001g00496	17217	22976	9948	MvSl-1064-A1-R4_MC01-1g02312	26321	26958
MinSal-1389-A1-17072018_C001g00499	0	2	0	MvSl-1064-A1-R4_MC01-1g02314	85	47
MinSal-1389-A1-17072018_C001g00500	401	711	305	MvSl-1064-A1-R4_MC01-1g02315	4815	4279
MinSal-1389-A1-17072018_C001g00501	648	649	584	MvSl-1064-A1-R4_MC01-1g02316	2540	3010
MinSal-1389-A1-17072018_C001g00502	1426	1851	862	MvSl-1064-A1-R4_MC01-1g02317	1640	1149
MinSal-1389-A1-17072018_C001g00503	7853	8500	5205	MvSl-1064-A1-R4_MC01-1g02319	37817	42321
MinSal-1389-A1-17072018_C001g00504	327	206	340	MvSl-1064-A1-R4_MC01-1g02320	142	265
MinSal-1389-A1-17072018_C001g00505	6132	6728	3419	MvSl-1064-A1-R4_MC01-1g02321	7835	6926
MinSal-1389-A1-17072018_C001g00506	518	898	444	MvSl-1064-A1-R4_MC01-1g02322	1746	2288
MinSal-1389-A1-17072018_C001g00507	6582	7237	4328	MvSl-1064-A1-R4_MC01-1g02323	1119	972
MinSal-1389-A1-17072018_C001g00509	48	47	31	MvSl-1064-A1-R4_MC01-1g02325	1015	816
MinSal-1389-A1-17072018_C001g00510	479	379	248	MvSl-1064-A1-R4_MC01-1g02326	6170	5104
MinSal-1389-A1-17072018_C001g00511	0	0	0	MvSl-1064-A1-R4_MC01-1g02330	216	173
MinSal-1389-A1-17072018_C001g00512	0	0	0	MvSl-1064-A1-R4_MC01-1g02331	5269	4287
MinSal-1389-A1-17072018_C001g00513	186	267	183	MvSl-1064-A1-R4_MC01-1g02332	2978	2559
MinSal-1389-A1-17072018_C001g00514	1518	1830	1280	MvSl-1064-A1-R4_MC01-1g02333	5456	5370
MinSal-1389-A1-17072018_C001g00515	4041	3744	2721	MvSl-1064-A1-R4_MC01-1g02334	14320	13386
MinSal-1389-A1-17072018_C001g00516	1047	879	726	MvSl-1064-A1-R4_MC01-1g02335	214	185
MinSal-1389-A1-17072018_C001g00517	177	228	134	MvSl-1064-A1-R4_MC01-1g02336	577	559
MinSal-1389-A1-17072018_C001g00518	692	667	332	MvSl-1064-A1-R4_MC01-1g02338	1425	1309
MinSal-1389-A1-17072018_C001g00519	405	477	315	MvSl-1064-A1-R4_MC01-1g02341	1909	1707
MinSal-1389-A1-17072018_C001g00520	1244	1411	755	MvSl-1064-A1-R4_MC01-1g02342	1704	1671
MinSal-1389-A1-17072018_C001g00521	353	383	158	MvSl-1064-A1-R4_MC01-1g02343	1250	1208
MinSal-1389-A1-17072018_C001g00522	365	588	285	MvSl-1064-A1-R4_MC01-1g02344	1489	1342
MinSal-1389-A1-17072018_C001g00523	0	1	0	MvSl-1064-A1-R4_MC01-1g02345	407	375
MinSal-1389-A1-17072018_C001g00524	1170	1350	848	MvSl-1064-A1-R4_MC01-1g02346	1301.82	1148.13
MinSal-1389-A1-17072018_C001g00525	476	662	303	MvSl-1064-A1-R4_MC01-1g02348	2540	2505
MinSal-1389-A1-17072018_C001g00526	1231	1289	772	MvSl-1064-A1-R4_MC01-1g02349	9447	9853
MinSal-1389-A1-17072018_C001g00527	0	0	0	MvSl-1064-A1-R4_MC01-1g02351	413	418
MinSal-1389-A1-17072018_C001g00528	32	63	34	MvSl-1064-A1-R4_MC01-1g02354	949	860
MinSal-1389-A1-17072018_C001g00529	1866	2016	859	MvSl-1064-A1-R4_MC01-1g02355	2827	2156
MinSal-1389-A1-17072018_C001g00530	117	141	89	MvSl-1064-A1-R4_MC01-1g02356	1062	976
MinSal-1389-A1-17072018_C001g00531	173	243	126	MvSl-1064-A1-R4_MC01-1g02357	3049	2822
MinSal-1389-A1-17072018_C001g00532	4598	4631	3033	MvSl-1064-A1-R4_MC01-1g02358	11732	10681
MinSal-1389-A1-17072018_C001g00533	1056	982	665	MvSl-1064-A1-R4_MC01-1g02363	3942	4761
MinSal-1389-A1-17072018_C001g00534	173	156	192	MvSl-1064-A1-R4_MC01-1g02364	2946	3060
MinSal-1389-A1-17072018_C001g00535	447	399	417	MvSl-1064-A1-R4_MC01-1g02365	2716	3288
MinSal-1389-A1-17072018_C001g00536	136	207	58	MvSl-1064-A1-R4_MC01-1g02366	2328	2240
MinSal-1389-A1-17072018_C001g00537	318	388	137	MvSl-1064-A1-R4_MC01-1g02367	897	842
MinSal-1389-A1-17072018_C001g00540	0	0	0	MvSl-1064-A1-R4_MC01-1g02372	1932	1654
MinSal-1389-A1-17072018_C001g00541	180	201	74	MvSl-1064-A1-R4_MC01-1g02373	2084	2291
MinSal-1389-A1-17072018_C001g00542	776	652	387	MvSl-1064-A1-R4_MC01-1g02374	515	511
MinSal-1389-A1-17072018_C001g00543	922	973	492	MvSl-1064-A1-R4_MC01-1g02378	3242	3122
MinSal-1389-A1-17072018_C001g00544	291	195	99	MvSl-1064-A1-R4_MC01-1g02380	201	143
MinSal-1389-A1-17072018_C001g00545	792	879	535	MvSl-1064-A1-R4_MC01-1g02381	4706	5143
MinSal-1389-A1-17072018_C001g00554	463	526	250	MvSl-1064-A1-R4_MC01-1g02386	1485	1420
MinSal-1389-A1-17072018_C001g00555	1596	1785	853	MvSl-1064-A1-R4_MC01-1g02387	3025	3006
MinSal-1389-A1-17072018_C001g00556	0	0	0	MvSl-1064-A1-R4_MC01-1g02388	0	4
MinSal-1389-A1-17072018_C001g00557	0	0	0	MvSl-1064-A1-R4_MC01-1g02393	599	471
MinSal-1389-A1-17072018_C001g00558	335	356	164	MvSl-1064-A1-R4_MC01-1g02394	1354.24	1054.39
MinSal-1389-A1-17072018_C001g00561	90	125	57	MvSl-1064-A1-R4_MC01-1g02400	497	153
MinSal-1389-A1-17072018_C001g00562	0	0	0	MvSl-1064-A1-R4_MC01-1g02401	526	516
MinSal-1389-A1-17072018_C001g00563	2639	2498	1906	MvSl-1064-A1-R4_MC01-1g02402	2550	1892
MinSal-1389-A1-17072018_C001g00564	1141	1155	803	MvSl-1064-A1-R4_MC01-1g02403	3849	2922
MinSal-1389-A1-17072018_C001g00565	1	0	0	MvSl-1064-A1-R4_MC01-1g02404	437	335
MinSal-1389-A1-17072018_C001g00567	2646	2509	970	MvSl-1064-A1-R4_MC01-1g02408	3015.14	2122.11
MinSal-1389-A1-17072018_C001g00568	0	0	0	MvSl-1064-A1-R4_MC01-1g02410	35	18
MinSal-1389-A1-17072018_C001g00569	3128	2328	3190	MvSl-1064-A1-R4_MC01-1g02411	4205	4022
MinSal-1389-A1-17072018_C001g00570	370	395	248	MvSl-1064-A1-R4_MC01-1g02413	199	143
MinSal-1389-A1-17072018_C001g00573	466	486	244	MvSl-1064-A1-R4_MC01-1g02420	2976	2349
MinSal-1389-A1-17072018_C001g00575	0	0	0	MvSl-1064-A1-R4_MC01-1g02423	2732	1750
MinSal-1389-A1-17072018_C001g00576	0	0	0	MvSl-1064-A1-R4_MC01-1g02424	705	607
MinSal-1389-A1-17072018_C001g00577	317	347	183	MvSl-1064-A1-R4_MC01-1g02425	2151.63	1757.76
MinSal-1389-A1-17072018_C001g00578	756	1189	614	MvSl-1064-A1-R4_MC01-1g02426	2146	1860
MinSal-1389-A1-17072018_C001g00579	230	551	97	MvSl-1064-A1-R4_MC01-1g02427	4182	4557
MinSal-1389-A1-17072018_C001g00580	915	1308	514	MvSl-1064-A1-R4_MC01-1g02428	1486	1214
MinSal-1389-A1-17072018_C001g00581	0	0	0	MvSl-1064-A1-R4_MC01-1g02429	832	1586
MinSal-1389-A1-17072018_C001g00582	0	0	0	MvSl-1064-A1-R4_MC01-1g02431	1031	861
MinSal-1389-A1-17072018_C001g00583	0	0	0	MvSl-1064-A1-R4_MC01-1g02432	443	359
MinSal-1389-A1-17072018_C001g00584	2211	2820	1188	MvSl-1064-A1-R4_MC01-1g02433	8034	8247
MinSal-1389-A1-17072018_C001g00585	1539	1872	869	MvSl-1064-A1-R4_MC01-1g02434	2412	2147
MinSal-1389-A1-17072018_C001g00586	13226	14451	7887	MvSl-1064-A1-R4_MC01-1g02435	10163	6770
MinSal-1389-A1-17072018_C001g00588	0	0	0	MvSl-1064-A1-R4_MC01-1g02437	4506	4533
MinSal-1389-A1-17072018_C001g00589	0	0	0	MvSl-1064-A1-R4_MC01-1g02438	7052	7005
MinSal-1389-A1-17072018_C001g00590	443	623	288	MvSl-1064-A1-R4_MC01-1g02439	2936	2688
MinSal-1389-A1-17072018_C001g00591	446	600	213	MvSl-1064-A1-R4_MC01-1g02442	2071	2034
MinSal-1389-A1-17072018_C001g00592	6155	4387	5182	MvSl-1064-A1-R4_MC01-1g02443	1217	2635
MinSal-1389-A1-17072018_C001g00593	0	0	0	MvSl-1064-A1-R4_MC01-1g02444	1254	2359
MinSal-1389-A1-17072018_C001g00594	116	108	70	MvSl-1064-A1-R4_MC01-1g02445	1680	1249
MinSal-1389-A1-17072018_C001g00595	1	0	0	MvSl-1064-A1-R4_MC01-1g02446	3285	5606
MinSal-1389-A1-17072018_C001g00596	466	426	267	MvSl-1064-A1-R4_MC01-1g02447	1142	1086
MinSal-1389-A1-17072018_C001g00597	108	97	50	MvSl-1064-A1-R4_MC01-1g02448	1460	1518
MinSal-1389-A1-17072018_C001g00598	2888	3263	1782	MvSl-1064-A1-R4_MC01-1g02449	2056	1665
MinSal-1389-A1-17072018_C001g00599	9	11	0	MvSl-1064-A1-R4_MC01-1g02450	28	37
