gene A1 A2 location chr start end log2FC intron_nr mean sum group ave_count
MvSl-1064-A1-R4_A1g00575 7.68608177109784 7.58349411741897 MvSl-1064-A1-R4_A1 aMAT 924447 925599 0.421916294 7 1277897 116.286 NONDE 7.63479
MvSl-1064-A1-R4_A1g00593 8.15010201608468 7.91670482811734 MvSl-1064-A1-R4_A1 aMAT 542621 544478 -0.033157431 6 1304382 90.1667 NONDE 8.0334
MvSl-1064-A1-R4_A1g00594 5.82555603549577 6.03896549988708 MvSl-1064-A1-R4_A1 aMAT 1017072 1017508 1.188992125 3 102.333 307 DE 5.93226
MvSl-1064-A1-R4_A1g00624 7.77471099405666 7.98725686991029 MvSl-1064-A1-R4_A1 aMAT 908654 911656 0.808088472 7 107.286 751 DE 7.88098
MvSl-1064-A1-R4_A1g00635 4.89283345450501 4.46278199771794 MvSl-1064-A1-R4_A1 aMAT 1091186 1095689 3.597650441 10 66.5 665 DE 4.67781
MvSl-1064-A1-R4_A1g00641 3.65076411073916 4.19697604329982 MvSl-1064-A1-R4_A1 aMAT 545893 546933 2.24131479 1 128 128 DE 3.92387
MvSl-1064-A1-R4_A1g00644 5.43773333708386 5.67862086895763 MvSl-1064-A1-R4_A1 aMAT 1588797 1592442 1.320733705 1 156 156 DE 5.55818
MvSl-1064-A1-R4_A1g00645 5.93132568657411 6.2578169975749 MvSl-1064-A1-R4_A1 aMAT 2791731 2799682 0.002624131 5 1395914 89.4 NONDE 6.09457
MvSl-1064-A1-R4_A1g00646 8.33539729618903 8.79646563901298 MvSl-1064-A1-R4_A1 aMAT 2776699 2777667 1.509647233 2 86 172 DE 8.56593
MvSl-1064-A1-R4_A1g00648 6.12761237784609 6.07470264860951 MvSl-1064-A1-R4_A1 aMAT 739770 740360 -0.64351508 3 109.667 329 DE 6.10116
MvSl-1064-A1-R4_A1g00668 7.26840937594335 7.33909164579489 MvSl-1064-A1-R4_A1 aMAT 1389234 1391759 5.495973042 7 131 917 DE 7.30375
MvSl-1064-A1-R4_A1g00669 5.95133161464593 6.07249482531279 MvSl-1064-A1-R4_A1 aMAT 1386243 1386532 0.154053322 2 1442019 101 NONDE 6.01191
MvSl-1064-A1-R4_A1g00693 7.26591537605487 7.21947180314698 MvSl-1064-A1-R4_A1 aMAT 1539659 1541133 0.01252285 5 1486423 98.6 NONDE 7.24269
MvSl-1064-A1-R4_A1g00694 7.16833367280157 7.21397370912731 MvSl-1064-A1-R4_A1 aMAT 1526188 1527713 -0.19789549 4 1490114 76.5 NONDE 7.19115
MvSl-1064-A1-R4_A1g00718 4.44097823831043 4.77937725054352 MvSl-1064-A1-R4_A1 aMAT 646353 651020 -1.039972343 2 71.5 143 DE 4.61018
MvSl-1064-A1-R4_A1g00726 7.49017282324615 7.80843740427133 MvSl-1064-A1-R4_A1 aMAT 547576 548488 0.311615773 6 1541047 114.833 NONDE 7.64931
MvSl-1064-A1-R4_A1g00732 6.40016991108273 6.70030748566869 MvSl-1064-A1-R4_A1 aMAT 2238742 2239464 0.418964568 1 1551645 60 NONDE 6.55024
MvSl-1064-A1-R4_A1g00749 8.00091615043386 7.35234678845095 MvSl-1064-A1-R4_A1 aMAT 1054963 1057437 0.496680815 2 1580486 81.5 NONDE 7.67663
MvSl-1064-A1-R4_A1g00750 6.17197877332549 5.90517660323197 MvSl-1064-A1-R4_A1 aMAT 998707 1000561 -0.012311706 4 1584716 79.5 NONDE 6.03858
MvSl-1064-A1-R4_A1g00751 8.27392261963235 8.17337185639162 MvSl-1064-A1-R4_A1 aMAT 985209 987129 0.330966011 10 1591316 72.7 NONDE 8.22365
MvSl-1064-A1-R4_A1g00757 1.2874451439019 2.4884513368058 MvSl-1064-A1-R4_A1 aMAT 928859 929481 0.227771882 2 1609048 99 NONDE 1.88795
MvSl-1064-A1-R4_A1g00772 3.85040241293982 4.70436376514164 MvSl-1064-A1-R4_A1 aMAT 411533 413382 0.40820065 3 1638107 82.6667 NONDE 4.27738
MvSl-1064-A1-R4_A1g00778 4.90570710134179 4.26815778567022 MvSl-1064-A1-R4_A1 aMAT 790625 795162 -0.38590473 7 1646000 76.8571 NONDE 4.58693
MvSl-1064-A1-R4_A1g00779 7.73703159586323 7.61645047008878 MvSl-1064-A1-R4_A1 aMAT 795631 796542 -0.654128401 10 1652647 96 NONDE 7.67674
MvSl-1064-A1-R4_A1g00794 5.19295975856253 5.28371273421117 MvSl-1064-A1-R4_A1 aMAT 3044289 3046699 -0.016901964 4 1688176 87.25 NONDE 5.23834
MvSl-1064-A1-R4_A1g00800 7.0169733668509 7.32293015744791 MvSl-1064-A1-R4_A1 aMAT 486140 486307 0.846571444 8 102.375 819 DE 7.16995
MvSl-1064-A1-R4_A1g00801 3.35284876036217 3.95478364562296 MvSl-1064-A1-R4_A1 aMAT 527848 528105 0.03150145 2 1702249 76 NONDE 3.65382
MvSl-1064-A1-R4_A1g00832 7.39066256295273 7.34778979343558 MvSl-1064-A1-R4_A1 aMAT 3195577 3196417 -0.101008859 5 1764016 112.8 NONDE 7.36923
MvSl-1064-A1-R4_A1g00835 0.806199110801548 1.39109179928443 MvSl-1064-A1-R4_A1 aMAT 1637608 1638887 -4.211399549 2 65.5 131 DE 1.09865
MvSl-1064-A1-R4_A1g00840 6.54872711676636 6.62622764899803 MvSl-1064-A1-R4_A1 aMAT 3189050 3195319 -0.270688657 2 1786337 75.5 NONDE 6.58748
MvSl-1064-A1-R4_A1g00842 7.3975144273789 7.79978831465167 MvSl-1064-A1-R4_A1 aMAT 1400757 1402594 0.358832298 6 1790777 114.333 NONDE 7.59865
MvSl-1064-A1-R4_A1g00843 4.04449000542764 4.37950522873746 MvSl-1064-A1-R4_A1 aMAT 1437496 1440368 0.646969295 2 1793722 129.5 NONDE 4.212
MvSl-1064-A1-R4_A1g00845 6.77254542390066 6.60499882930492 MvSl-1064-A1-R4_A1 aMAT 1645733 1648754 -0.038260324 3 1800672 92.3333 NONDE 6.68877
MvSl-1064-A1-R4_A1g00853 8.044929991106 7.99805729732433 MvSl-1064-A1-R4_A1 aMAT 1711315 1715586 1.602029695 6 114.833 689 DE 8.02149
MvSl-1064-A1-R4_A1g00854 7.63404034219859 7.37312553771672 MvSl-1064-A1-R4_A1 aMAT 1701948 1703146 -0.781634241 8 97.125 777 DE 7.50358
MvSl-1064-A1-R4_A1g00869 9.20622524805163 9.91642161686178 MvSl-1064-A1-R4_A1 aMAT 834376 836308 0.783136283 10 1874598 84.8 NONDE 9.56132
MvSl-1064-A1-R4_A1g00886 4.26433079050978 4.27968729896577 MvSl-1064-A1-R4_A1 aMAT 2593478 2595807 -0.728654196 1 1909544 94 NONDE 4.27201
MvSl-1064-A1-R4_A1g00911 6.48753468292789 6.89465905064535 MvSl-1064-A1-R4_A1 aMAT 3038018 3044084 0.220741495 6 1965605 87.8333 NONDE 6.6911
MvSl-1064-A1-R4_A1g00912 5.37246096028979 5.71304430674394 MvSl-1064-A1-R4_A1 aMAT 3035765 3037588 0.202295333 4 1967470 90.25 NONDE 5.54275
MvSl-1064-A1-R4_A1g00920 6.32069248919224 6.01617172339543 MvSl-1064-A1-R4_A1 aMAT 3000503 3001944 0.945533516 4 115.5 462 DE 6.16843
MvSl-1064-A1-R4_A1g00921 7.26840937594335 7.42812311603392 MvSl-1064-A1-R4_A1 aMAT 3017616 3018135 -0.14131149 7 1993334 96.5714 NONDE 7.34827
MvSl-1064-A1-R4_A1g00922 6.38829455164951 6.45205291173276 MvSl-1064-A1-R4_A1 aMAT 3033187 3035601 -0.258848306 1 1995288 107 NONDE 6.42017
MvSl-1064-A1-R4_A1g00929 -2.29255867825372 -0.971797913713282 MvSl-1064-A1-R4_A1 aMAT 3107476 3107769 -2.777924797 2 69 138 DE -1.63218
MvSl-1064-A1-R4_A1g00956 4.82397341020327 5.1829350985052 MvSl-1064-A1-R4_A1 aMAT 1794549 1795435 -1.568578928 1 83 83 DE 5.00345
MvSl-1064-A1-R4_A1g00957 4.86673632185318 4.94782939047744 MvSl-1064-A1-R4_A1 aMAT 1796095 1800988 -0.331606852 2 2054976 105.5 NONDE 4.90728
MvSl-1064-A1-R4_A1g00958 7.01459839598289 7.16921794707374 MvSl-1064-A1-R4_A1 aMAT 1834558 1837865 0.55996284 4 2057283 73.25 NONDE 7.09191
MvSl-1064-A1-R4_A1g00959 3.72236694378456 3.70406096136346 MvSl-1064-A1-R4_A1 aMAT 1838292 1841771 -1.929359364 1 79 79 DE 3.71321
MvSl-1064-A1-R4_A1g00960 7.97610842074011 7.62249968306477 MvSl-1064-A1-R4_A1 aMAT 1872072 1874749 0.016497306 4 2058810 67.5 NONDE 7.7993
MvSl-1064-A1-R4_A1g00968 6.32644857011899 6.01846737528028 MvSl-1064-A1-R4_A1 aMAT 1965456 1966246 0.075082805 4 2080983 89.5 NONDE 6.17246
MvSl-1064-A1-R4_A1g00970 6.1088087657494 6.4469487129204 MvSl-1064-A1-R4_A1 aMAT 2085727 2087119 -0.873348638 3 71.3333 214 DE 6.27788
MvSl-1064-A1-R4_A1g00971 5.57300594033605 6.14362605223953 MvSl-1064-A1-R4_A1 aMAT 2097615 2099010 0.545396327 1 2085041 118 NONDE 5.85832
MvSl-1064-A1-R4_A1g00972 6.5601717361156 7.00932404073721 MvSl-1064-A1-R4_A1 aMAT 2138970 2141225 1.761422743 3 81.3333 244 DE 6.78475
MvSl-1064-A1-R4_A1g00977 4.22378390700555 3.66941990552013 MvSl-1064-A1-R4_A1 aMAT 2998043 3000087 0.509087203 4 2097895 79 NONDE 3.9466
MvSl-1064-A1-R4_A1g00997 6.83310142977781 6.9522301210457 MvSl-1064-A1-R4_A1 aMAT 1790347 1792433 2.954530306 4 92.25 369 DE 6.89267
MvSl-1064-A1-R4_A1g00998 4.28418474935747 4.60399142979664 MvSl-1064-A1-R4_A1 aMAT 1792754 1794128 -0.36983637 3 2142063 109.667 NONDE 4.44409
MvSl-1064-A1-R4_A1g01017 8.22622656621007 8.45953158451762 MvSl-1064-A1-R4_A1 aMAT 2082576 2084202 0.258676241 17 2198810 99.3529 NONDE 8.34288
MvSl-1064-A1-R4_A1g01127 1.12079216822597 0.359389254324568 MvSl-1064-A1-R4_A1 aMAT 2854025 2856120 -0.896398974 2 2500801 106.5 NONDE 0.740091
MvSl-1064-A1-R4_A1g01129 7.1710020375653 7.15572450207433 MvSl-1064-A1-R4_A1 aMAT 1608112 1609203 0.37050565 1 2504172 126 NONDE 7.16336
MvSl-1064-A1-R4_A1g01137 6.92385733885639 6.90089398358594 MvSl-1064-A1-R4_A1 aMAT 1164529 1164771 0.63619117 6 77.5 465 DE 6.91238
MvSl-1064-A1-R4_A1g01154 7.2768568705159 7.39272468526366 MvSl-1064-A1-R4_A1 aMAT 1166037 1167381 0.07228405 2 2558314 191 NONDE 7.33479
MvSl-1064-A1-R4_A1g01159 6.79969684219396 6.9413822577205 MvSl-1064-A1-R4_A1 aMAT 1172917 1174722 -0.337264477 2 2568609 180 NONDE 6.87054
MvSl-1064-A1-R4_A1g01160 7.10052826559506 6.99657158935831 MvSl-1064-A1-R4_A1 aMAT 1174940 1175619 -0.323252528 5 2570615 124.2 NONDE 7.04855
MvSl-1064-A1-R4_A1g01161 5.96492650942463 5.88267103411373 MvSl-1064-A1-R4_A1 aMAT 1176446 1176679 0.274503857 3 2573830 92 NONDE 5.9238
MvSl-1064-A1-R4_A1g01162 -0.793556811367931 -1.71912154558816 MvSl-1064-A1-R4_A1 aMAT 1176877 1180058 -5.466800161 2 68 136 DE -1.25634
MvSl-1064-A1-R4_A1g01163 1.3490653228404 1.17761919517806 MvSl-1064-A1-R4_A1 aMAT 1183296 1185232 -3.618098308 4 87 348 DE 1.26334
MvSl-1064-A1-R4_A1g01164 5.99173790685884 5.95995086767498 MvSl-1064-A1-R4_A1 aMAT 2987402 2994226 0.771436125 10 83.2 832 DE 5.97584
MvSl-1064-A1-R4_A1g01173 7.25388379279571 7.15259262575193 MvSl-1064-A1-R4_A1 aMAT 2516666 2518918 -0.243338541 5 2593553 155.2 NONDE 7.20324
MvSl-1064-A1-R4_A1g01184 6.98942226564628 7.18156240441408 MvSl-1064-A1-R4_A1 aMAT 2141875 2142896 -0.485461094 1 2620395 97 NONDE 7.08549
MvSl-1064-A1-R4_A1g01189 7.00924037344765 6.61413517144326 MvSl-1064-A1-R4_A1 aMAT 904475 905581 -0.517444208 2 2626815 79 NONDE 6.81169
MvSl-1064-A1-R4_A1g01212 4.81308165238509 3.70406096136346 MvSl-1064-A1-R4_A1 aMAT 1185421 1186806 1.980081342 7 79.5714 557 DE 4.25857
MvSl-1064-A1-R4_A1g01219 11.5158912918951 11.7347533423583 MvSl-1064-A1-R4_A1 aMAT 2503758 2506154 0.902404386 4 2708734 152 NONDE 11.6253
MvSl-1064-A1-R4_A1g01220 4.99756115168233 5.0612865399922 MvSl-1064-A1-R4_A1 aMAT 2515006 2516109 -3.433526337 8 86.125 689 DE 5.02942
MvSl-1064-A1-R4_A1g01227 7.22541363348676 7.97519362486906 MvSl-1064-A1-R4_A1 aMAT 2725136 2725813 0.282165256 2 2724180 145 NONDE 7.6003
MvSl-1064-A1-R4_A1g01228 3.2756116952337 3.45566326135655 MvSl-1064-A1-R4_A1 aMAT 2775123 2776609 -0.117342921 1 2725578 126 NONDE 3.36564
MvSl-1064-A1-R4_A1g01252 6.96379897781794 6.98487981462209 MvSl-1064-A1-R4_A1 aMAT 471540 472718 -0.196291943 4 2775338 130.25 NONDE 6.97434
MvSl-1064-A1-R4_A1g01253 6.90858945477826 7.11607872577404 MvSl-1064-A1-R4_A1 aMAT 473140 476235 0.883920258 4 105 420 DE 7.01233
MvSl-1064-A1-R4_A1g01261 11.2400846760929 11.4584155651942 MvSl-1064-A1-R4_A1 aMAT 2570487 2572532 2.083064204 7 146 1022 DE 11.3493
MvSl-1064-A1-R4_A1g01271 7.75634970434223 8.31807092834797 MvSl-1064-A1-R4_A1 aMAT 2557552 2558488 0.502724325 5 2816365 101.6 NONDE 8.03721
MvSl-1064-A1-R4_A1g01272 8.91170423380521 9.40728614540245 MvSl-1064-A1-R4_A1 aMAT 2568240 2569874 -0.12717277 3 2818073 100.333 NONDE 9.1595
MvSl-1064-A1-R4_A1g01282 -1.95807687448953 -2.31713705616712 MvSl-1064-A1-R4_A1 aMAT 817323 819348 -6.176567113 3 115 345 DE -2.13761
MvSl-1064-A1-R4_A1g01290 5.41810046345894 5.48138443585813 MvSl-1064-A1-R4_A1 aMAT 1153924 1156082 -0.086469126 9 2854194 92.8889 NONDE 5.44974
MvSl-1064-A1-R4_A1g01347 6.33027323815765 6.20134592847887 MvSl-1064-A1-R4_A1 aMAT 2816107 2817007 -1.100869854 5 89.4 447 DE 6.26581
MvSl-1064-A1-R4_A1g01348 7.31740481748982 7.2971619897229 MvSl-1064-A1-R4_A1 aMAT 2817417 2818269 -0.153025609 1 2995906 91 NONDE 7.30728
MvSl-1064-A1-R4_A1g01350 6.03456396411327 6.12776505734057 MvSl-1064-A1-R4_A1 aMAT 2835849 2836868 0.145950771 2 2998936 77.5 NONDE 6.08116
MvSl-1064-A1-R4_A1g01351 10.241317689373 10.229089373104 MvSl-1064-A1-R4_A1 aMAT 2851861 2852673 0.069821415 5 3001701 120.4 NONDE 10.2352
MvSl-1064-A1-R4_A1g01358 1.3490653228404 1.33325345504761 MvSl-1064-A1-R4_A1 aMAT 1688108 1688798 -1.310742222 1 55 55 DE 1.34116
MvSl-1064-A1-R4_A1g01359 6.28467999723449 5.85339336924682 MvSl-1064-A1-R4_A1 aMAT 1699348 1701504 0.921473077 5 78.2 391 DE 6.06904
MvSl-1064-A1-R4_A1g01366 6.41194831752903 6.34545735121637 MvSl-1064-A1-R4_A1 aMAT 1151741 1153580 0.071635813 1 3033668 138 NONDE 6.3787
MvSl-1064-A1-R4_A1g01367 4.59516140823396 4.23300587823382 MvSl-1064-A1-R4_A1 aMAT 1150800 1151468 -0.360021701 3 3036351 65 NONDE 4.41408
MvSl-1064-A1-R4_A1g01368 6.43788177021194 5.79030858477787 MvSl-1064-A1-R4_A1 aMAT 1148624 1150396 0.200629648 7 3038388 64 NONDE 6.1141
MvSl-1064-A1-R4_A1g01369 8.69058312042523 8.78336372055649 MvSl-1064-A1-R4_A1 aMAT 1144687 1148015 -0.615115419 5 3046264 103 NONDE 8.73697
MvSl-1064-A1-R4_A1g01376 6.47376867146617 6.2809485130087 MvSl-1064-A1-R4_A1 aMAT 907140 907771 -0.9329166 11 71.8182 790 DE 6.37736
MvSl-1064-A1-R4_A1g01384 8.14929034779233 8.21800090974792 MvSl-1064-A1-R4_A1 aMAT 1761367 1764288 0.957219372 1 77 77 DE 8.18365
MvSl-1064-A1-R4_A1g01385 4.7140988720441 5.11161359685837 MvSl-1064-A1-R4_A1 aMAT 1745782 1746129 -0.108222877 2 3097697 72 NONDE 4.91286
MvSl-1064-A1-R4_A1g01388 4.66345528988873 5.62840396487722 MvSl-1064-A1-R4_A1 aMAT 468377 470856 -0.405275717 2 3105071 65.5 NONDE 5.14593
MvSl-1064-A1-R4_A1g01392 5.47102780977476 5.93829006844114 MvSl-1064-A1-R4_A1 aMAT 357937 361103 0.221441848 4 3110652 72.5 NONDE 5.70466
MvSl-1064-A1-R4_A1g01406 11.4331710998482 11.7608253325776 MvSl-1064-A1-R4_A1 aMAT 2500697 2501425 0.84361703 8 3144317 162.375 NONDE 11.597
MvSl-1064-A1-R4_A1g01407 6.97116647227236 6.92617917072407 MvSl-1064-A1-R4_A1 aMAT 2246376 2250905 0.376756807 5 3146692 98 NONDE 6.94867
MvSl-1064-A1-R4_A1g01415 6.68937338311726 6.6118565044531 MvSl-1064-A1-R4_A1 aMAT 406221 406733 -0.3938514 10 3166622 107.8 NONDE 6.65061
MvSl-1064-A1-R4_A1g01418 4.23606807305543 3.60976974579872 MvSl-1064-A1-R4_A1 aMAT 1131484 1132443 0.285774402 9 3174274 84.5556 NONDE 3.92292
MvSl-1064-A1-R4_A1g01431 6.94832811674232 6.61109614829971 MvSl-1064-A1-R4_A1 aMAT 1769429 1769832 -0.059690211 13 3189574 88.6154 NONDE 6.77971
MvSl-1064-A1-R4_A1g01432 4.39789156391081 3.73788970527857 MvSl-1064-A1-R4_A1 aMAT 1786241 1788119 -1.159635395 4 84.25 337 DE 4.06789
MvSl-1064-A1-R4_A1g01440 7.01934443445619 6.83729785442112 MvSl-1064-A1-R4_A1 aMAT 3215913 3218813 -0.041939093 6 3218277 113.5 NONDE 6.92832
MvSl-1064-A1-R4_A1g01441 6.26682994128234 6.21742187992618 MvSl-1064-A1-R4_A1 aMAT 3219240 3221354 0.038308635 6 3219844 72 NONDE 6.24213
MvSl-1064-A1-R4_A1g01444 11.075806201098 11.2683230782167 MvSl-1064-A1-R4_A1 aMAT 3224048 3225965 -0.063206732 3 3224196 126.333 NONDE 11.1721
MvSl-1064-A1-R4_A1g01445 7.57240151861863 7.27860705084509 MvSl-1064-A1-R4_A1 aMAT 3226394 3229199 -0.036502015 2 3228122 62 NONDE 7.4255
MvSl-1064-A1-R4_A1g01447 6.02751399005135 5.99883690048351 MvSl-1064-A1-R4_A1 aMAT 3231159 3234807 -0.141031684 4 3232855 160.75 NONDE 6.01318
MvSl-1064-A1-R4_A1g01448 2.25831122324145 1.84876613672186 MvSl-1064-A1-R4_A1 aMAT 3236479 3237729 -0.037648255 1 3236729 72 NONDE 2.05354
MvSl-1064-A1-R4_A1g01450 4.82938860788906 4.59786394577889 MvSl-1064-A1-R4_A1 aMAT 3239229 3242046 -0.140798155 5 3239977 86.6 NONDE 4.71363
MvSl-1064-A1-R4_A1g01451 5.24048007968247 5.52401776210504 MvSl-1064-A1-R4_A1 aMAT 3242237 3243945 0.003990829 5 3243630 90.4 NONDE 5.38225
MvSl-1064-A1-R4_A1g01453 7.6074952999807 7.76397999648631 MvSl-1064-A1-R4_A1 aMAT 3245830 3247989 -0.485091208 5 3246094 136.2 NONDE 7.68574
MvSl-1064-A1-R4_A1g01454 2.8654126178479 2.46170770652844 MvSl-1064-A1-R4_A1 aMAT 3248498 3249284 0.164787452 2 3248877 216.5 NONDE 2.66356
MvSl-1064-A1-R4_A1g01456 3.26765560088238 2.87034098133197 MvSl-1064-A1-R4_A1 aMAT 3249927 3250459 0.347804662 1 3250004 74 NONDE 3.069
MvSl-1064-A1-R4_A1g01458 6.69975875949678 6.70601578509145 MvSl-1064-A1-R4_A1 aMAT 3251205 3254042 0.112703934 7 3251590 71.1429 NONDE 6.70289
MvSl-1064-A1-R4_A1g01460 6.7962443143879 6.98781165325626 MvSl-1064-A1-R4_A1 aMAT 3259899 3261228 -0.108500822 3 3260185 84.3333 NONDE 6.89203
MvSl-1064-A1-R4_A1g01461 6.19942266379788 6.33904289396412 MvSl-1064-A1-R4_A1 aMAT 3261448 3262668 0.007378385 1 3262302 153 NONDE 6.26923
MvSl-1064-A1-R4_A1g01462 7.53270306526281 7.63377404318165 MvSl-1064-A1-R4_A1 aMAT 3263169 3264801 0.261111031 5 3263322 88.4 NONDE 7.58324
MvSl-1064-A1-R4_A1g01465 3.68700969940406 2.99680880066441 MvSl-1064-A1-R4_A1 aMAT 3270671 3271230 0.549349499 1 3270813 92 NONDE 3.34191
MvSl-1064-A1-R4_A1g01467 5.7703176600648 5.51429053089728 MvSl-1064-A1-R4_A1 aMAT 3277429 3279145 -0.067344113 6 3278996 85.6667 NONDE 5.6423
MvSl-1064-A1-R4_A1g01468 5.6772863855558 5.43057373223845 MvSl-1064-A1-R4_A1 aMAT 3279617 3281427 -0.223213306 1 3279718 71 NONDE 5.55393
MvSl-1064-A1-R4_A1g01469 0.217552451525376 0.0359221013491793 MvSl-1064-A1-R4_A1 aMAT 3282569 3282769 -0.012777942 1 3282748 75 NONDE 0.126737
MvSl-1064-A1-R4_A1g01470 5.42705763100192 6.04798312121664 MvSl-1064-A1-R4_A1 aMAT 3284420 3286879 0.19837748 3 3284603 108 NONDE 5.73752
MvSl-1064-A1-R4_A1g01471 6.6668640233056 6.73212678817997 MvSl-1064-A1-R4_A1 aMAT 3289330 3291290 0.013383442 3 3290999 126.667 NONDE 6.6995
MvSl-1064-A1-R4_A1g01472 5.68028627487034 5.98833513932659 MvSl-1064-A1-R4_A1 aMAT 3291750 3292872 0.08016036 1 3292061 76 NONDE 5.83431
MvSl-1064-A1-R4_A1g01473 7.57723759867799 8.11019986845913 MvSl-1064-A1-R4_A1 aMAT 3293435 3294595 -0.067337126 3 3293651 114 NONDE 7.84372
MvSl-1064-A1-R4_A1g01474 0.761575006956244 1.03976667245823 MvSl-1064-A1-R4_A1 aMAT 3296413 3296999 -0.175437614 2 3296775 112 NONDE 0.900671
MvSl-1064-A1-R4_A1g01476 4.45505917524922 4.25653538976034 MvSl-1064-A1-R4_A1 aMAT 3299543 3301627 -0.162510548 1 3299909 69 NONDE 4.3558
MvSl-1064-A1-R4_A1g01477 7.088722794328 7.15468129854428 MvSl-1064-A1-R4_A1 aMAT 3302338 3304876 0.09102433 4 3302632 63.25 NONDE 7.1217
MvSl-1064-A1-R4_A1g01478 1.04833890739762 0.523547080653121 MvSl-1064-A1-R4_A1 aMAT 3306303 3307087 0.620669912 3 3306566 125.667 NONDE 0.785943
MvSl-1064-A1-R4_A1g01479 4.66950645910624 4.54788399858982 MvSl-1064-A1-R4_A1 aMAT 3307916 3308481 0.538807867 1 3308233 311 NONDE 4.6087
MvSl-1064-A1-R4_A1g01481 1.7877911147268 1.8279758157176 MvSl-1064-A1-R4_A1 aMAT 3309866 3311402 0.010307657 1 3310497 64 NONDE 1.80788
MvSl-1064-A1-R4_A1g01484 1.91548531983386 1.98646887159582 MvSl-1064-A1-R4_A1 aMAT 3316489 3317553 1.097683817 3 3316692 138 NONDE 1.95098
MvSl-1064-A1-R4_A1g01485 6.74343970320131 7.1336572347872 MvSl-1064-A1-R4_A1 aMAT 3318298 3320270 0.20008274 4 3318834 78.5 NONDE 6.93855
MvSl-1064-A1-R4_A1g01486 6.16557073657714 5.82482148647735 MvSl-1064-A1-R4_A1 aMAT 3320827 3323669 -0.281833757 2 3321253 67 NONDE 5.9952
MvSl-1064-A1-R4_A1g01487 9.30074993912266 9.89182441796284 MvSl-1064-A1-R4_A1 aMAT 3323907 3326513 0.544634883 4 3326309 86.25 NONDE 9.59629
MvSl-1064-A1-R4_A1g01488 9.27406751560948 9.31037513354328 MvSl-1064-A1-R4_A1 aMAT 3327895 3332234 -0.514368776 6 3331227 93.8333 NONDE 9.29222
MvSl-1064-A1-R4_A1g01489 5.87614321304069 6.20739542198099 MvSl-1064-A1-R4_A1 aMAT 3332557 3333382 -0.051883585 3 3332753 140.333 NONDE 6.04177
MvSl-1064-A1-R4_A1g01494 6.3369421058506 6.10526257003334 MvSl-1064-A1-R4_A1 aMAT 3345781 3348549 -0.077795411 1 3347785 42 NONDE 6.2211
MvSl-1064-A1-R4_A1g01495 5.4500892958608 5.11161359685837 MvSl-1064-A1-R4_A1 aMAT 3349202 3350492 -0.202284899 3 3349564 70.3333 NONDE 5.28085
MvSl-1064-A1-R4_A1g01497 5.20758887050072 5.20123865426858 MvSl-1064-A1-R4_A1 aMAT 3352840 3353961 -0.217250176 4 3353771 107.25 NONDE 5.20441
MvSl-1064-A1-R4_A1g01498 4.96102494744493 4.99288808860976 MvSl-1064-A1-R4_A1 aMAT 3354193 3355369 -0.06875351 4 3355099 105.25 NONDE 4.97696
MvSl-1064-A1-R4_A1g01500 8.02176112478044 7.86214927784982 MvSl-1064-A1-R4_A1 aMAT 3362914 3366464 0.066253856 5 3363012 84.4 NONDE 7.94196
MvSl-1064-A1-R4_A1g01501 6.11325524448197 6.39223520711732 MvSl-1064-A1-R4_A1 aMAT 3366984 3368475 -0.01981801 4 3368237 106.75 NONDE 6.25275
MvSl-1064-A1-R4_A1g01502 7.2931150788153 6.94741891561518 MvSl-1064-A1-R4_A1 aMAT 3368989 3374123 0.116427333 3 3369121 73.6667 NONDE 7.12027
MvSl-1064-A1-R4_A1g01503 3.02495301921296 3.05163812548295 MvSl-1064-A1-R4_A1 aMAT 3375330 3376702 0.385902179 1 3375405 68 NONDE 3.0383
MvSl-1064-A1-R4_A1g01505 3.32244831333316 3.15541550798704 MvSl-1064-A1-R4_A1 aMAT 3379816 3381017 -0.055987782 3 3380138 118.667 NONDE 3.23893
MvSl-1064-A1-R4_A1g01508 7.76732396512213 7.97312392781868 MvSl-1064-A1-R4_A1 aMAT 3383505 3385066 0.410649458 4 3383745 105.5 NONDE 7.87022
MvSl-1064-A1-R4_A1g01509 6.42809973972178 5.72714847365382 MvSl-1064-A1-R4_A1 aMAT 3385519 3388997 0.123501931 7 3388784 108.714 NONDE 6.07762
MvSl-1064-A1-R4_A1g01512 1.085020322372 -0.199902509540692 MvSl-1064-A1-R4_A1 aMAT 3397281 3400814 -0.9092473 5 3397340 102.6 NONDE 0.442559
MvSl-1064-A1-R4_C36g01618 5.40546625994425 5.28180287581188 MvSl-1064-A1-R4_MC06 Chr06 92064 92597 -0.147153652 2 18229 136 NONDE 5.34363
MvSl-1064-A1-R4_MC01-1g01697 1.3490653228404 1.41916405137362 MvSl-1064-A1-R4_MC01-2 Chr01 32646 40126 -0.261625928 4 4133 143.25 NONDE 1.38411
MvSl-1064-A1-R4_MC01-1g01698 1.57217916431723 1.27299914938363 MvSl-1064-A1-R4_MC01-1 Chr01 32702 34145 -0.408628564 1 5349 227 NONDE 1.42259
MvSl-1064-A1-R4_MC01-1g01699 3.91804132643894 3.51539867484378 MvSl-1064-A1-R4_MC01-1 Chr01 34395 36740 -0.160848539 2 7905 203.5 NONDE 3.71672
MvSl-1064-A1-R4_MC01-1g01701 7.59840514299667 7.46562113493408 MvSl-1064-A1-R4_MC01-1 Chr01 38506 38703 -0.177454969 1 11145 78 NONDE 7.53201
