a1	cdsa1	a2	cdsa2	cdsa2	prota1	prota2	protdiff
MvSl-1064-A1-R4_A1g00126	1054	MvSl-1064-A2-R4_A2g01242	1039	15	226	196	30
MvSl-1064-A1-R4_A1g00514	4883	MvSl-1064-A2-R4_A2g01252	4829	54	1572	1554	18
MvSl-1064-A1-R4_A1g00307	944	MvSl-1064-A2-R4_A2g01256	918	26	287	287	0
MvSl-1064-A1-R4_A1g00503	2585	MvSl-1064-A2-R4_A2g01265	2585	0	651	651	0
MvSl-1064-A1-R4_A1g00504	1266	MvSl-1064-A2-R4_A2g01266	1266	0	319	319	0
MvSl-1064-A1-R4_A1g00505	3893	MvSl-1064-A2-R4_A2g01267	3894	-1	991	945	46
MvSl-1064-A1-R4_A1g00506	2032	MvSl-1064-A2-R4_A2g01268	2032	0	463	463	0
MvSl-1064-A1-R4_A1g00507	5459	MvSl-1064-A2-R4_A2g01269	5132	327	1401	1291	110
MvSl-1064-A1-R4_A1g00508	2517	MvSl-1064-A2-R4_A2g01271	2471	46	614	594	20
MvSl-1064-A1-R4_A1g00510	960	MvSl-1064-A2-R4_A2g01274	960	0	319	319	0
MvSl-1064-A1-R4_A1g00511	1593	MvSl-1064-A2-R4_A2g01275	1593	0	353	353	0
MvSl-1064-A1-R4_A1g00512	1362	MvSl-1064-A2-R4_A2g01276	1359	3	207	207	0
MvSl-1064-A1-R4_A1g00513	2370	MvSl-1064-A2-R4_A2g01277	2331	39	575	562	13
MvSl-1064-A1-R4_A1g01017	4845	MvSl-1064-A2-R4_A2g01279	4844	1	1051	1066	-15
MvSl-1064-A1-R4_A1g01184	1858	MvSl-1064-A2-R4_A2g01305	2062	-204	586	584	2
MvSl-1064-A1-R4_A1g00252	1599	MvSl-1064-A2-R4_A2g01311	2594	-995	489	742	-253
MvSl-1064-A1-R4_A1g00253	2904	MvSl-1064-A2-R4_A2g01312	2899	5	780	778	2
MvSl-1064-A1-R4_A1g00732	1329	MvSl-1064-A2-R4_A2g01321	1329	0	422	422	0
MvSl-1064-A1-R4_A1g01407	1963	MvSl-1064-A2-R4_A2g01322	1962	1	490	489	1
MvSl-1064-A1-R4_A1g01406	4974	MvSl-1064-A2-R4_A2g01323	4988	-14	1224	1222	2
MvSl-1064-A1-R4_A1g01219	3677	MvSl-1064-A2-R4_A2g01387	3681	-4	1022	1024	-2
MvSl-1064-A1-R4_A1g01220	1580	MvSl-1064-A2-R4_A2g01388	1477	103	296	255	41
MvSl-1064-A1-R4_A1g01174	1676	MvSl-1064-A2-R4_A2g01392	1445	231	406	321	85
MvSl-1064-A1-R4_A1g01173	2330	MvSl-1064-A2-R4_A2g01393	2474	-144	517	562	-45
MvSl-1064-A1-R4_A1g01271	901	MvSl-1064-A2-R4_A2g01394	876	25	130	137	-7
MvSl-1064-A1-R4_A1g01272	853	MvSl-1064-A2-R4_A2g01395	853	0	183	183	0
MvSl-1064-A1-R4_A1g00130	362	MvSl-1064-A2-R4_A2g01411	371	-9	72	75	-3
MvSl-1064-A1-R4_A1g01261	7952	MvSl-1064-A2-R4_A2g01419	7892	60	2309	2310	-1
MvSl-1064-A1-R4_A1g00153	4773	MvSl-1064-A2-R4_A2g01431	4753	20	1373	1339	34
MvSl-1064-A1-R4_A1g00154	790	MvSl-1064-A2-R4_A2g01432	787	3	220	220	0
MvSl-1064-A1-R4_A1g00155	1527	MvSl-1064-A2-R4_A2g01433	1527	0	508	508	0
MvSl-1064-A1-R4_A1g00175	2780	MvSl-1064-A2-R4_A2g01447	2303	477	840	639	201
MvSl-1064-A1-R4_A1g00886	1930	MvSl-1064-A2-R4_A2g01477	1930	0	611	577	34
MvSl-1064-A1-R4_A1g00516	1773	MvSl-1064-A2-R4_A2g01504	1688	85	327	335	-8
MvSl-1064-A1-R4_A1g00517	669	MvSl-1064-A2-R4_A2g01505	679	-10	78	78	0
MvSl-1064-A1-R4_A1g00518	1840	MvSl-1064-A2-R4_A2g01506	1840	0	424	424	0
MvSl-1064-A1-R4_A1g00519	2159	MvSl-1064-A2-R4_A2g01511	2159	0	695	695	0
MvSl-1064-A1-R4_A1g00520	2112	MvSl-1064-A2-R4_A2g01512	2112	0	655	655	0
MvSl-1064-A1-R4_A1g00521	2987	MvSl-1064-A2-R4_A2g01513	2985	2	888	887	1
MvSl-1064-A1-R4_A1g01227	809	MvSl-1064-A2-R4_A2g01519	808	1	172	173	-1
MvSl-1064-A1-R4_A1g01228	678	MvSl-1064-A2-R4_A2g01520	678	0	183	183	0
MvSl-1064-A1-R4_A1g00646	2263	MvSl-1064-A2-R4_A2g01534	2263	0	696	696	0
MvSl-1064-A1-R4_A1g00645	2976	MvSl-1064-A2-R4_A2g01535	2967	9	842	839	3
MvSl-1064-A1-R4_A1g01331	1163	MvSl-1064-A2-R4_A2g01544	1112	51	213	174	39
MvSl-1064-A1-R4_A1g01175	218	MvSl-1064-A2-R4_A2g01554	231	-13	53	56	-3
MvSl-1064-A1-R4_A1g01347	6825	MvSl-1064-A2-R4_A2g01555	6819	6	2125	2123	2
MvSl-1064-A1-R4_A1g01348	2467	MvSl-1064-A2-R4_A2g01556	2467	0	791	791	0
MvSl-1064-A1-R4_A1g01350	2045	MvSl-1064-A2-R4_A2g01557	2044	1	629	629	0
MvSl-1064-A1-R4_A1g01351	1442	MvSl-1064-A2-R4_A2g01558	1442	0	279	279	0
MvSl-1064-A1-R4_A1g01127	729	MvSl-1064-A2-R4_A2g01563	537	192	171	178	-7
MvSl-1064-A1-R4_A1g01164	3922	MvSl-1064-A2-R4_A2g01564	3929	-7	1029	1059	-30
MvSl-1064-A1-R4_A1g00150	267	MvSl-1064-A2-R4_A2g01565	267	0	49	49	0
MvSl-1064-A1-R4_A1g00977	1396	MvSl-1064-A2-R4_A2g01566	1479	-83	359	301	58
MvSl-1064-A1-R4_A1g00913	4131	MvSl-1064-A2-R4_A2g01572	3220	911	1231	924	307
MvSl-1064-A1-R4_A1g00920	6438	MvSl-1064-A2-R4_A2g01577	5173	1265	1991	1628	363
MvSl-1064-A1-R4_A1g00921	2335	MvSl-1064-A2-R4_A2g01578	2303	32	552	550	2
MvSl-1064-A1-R4_A1g00923	312	MvSl-1064-A2-R4_A2g01579	312	0	103	103	0
MvSl-1064-A1-R4_A1g00922	1478	MvSl-1064-A2-R4_A2g01580	1520	-42	456	470	-14
MvSl-1064-A1-R4_A1g00912	1387	MvSl-1064-A2-R4_A2g01608	1387	0	341	341	0
MvSl-1064-A1-R4_A1g00911	791	MvSl-1064-A2-R4_A2g01609	798	-7	87	87	0
MvSl-1064-A1-R4_A1g00794	691	MvSl-1064-A2-R4_A2g01610	697	-6	113	113	0
MvSl-1064-A1-R4_A1g00328	610	MvSl-1064-A2-R4_A2g01638	1326	-716	175	266	-91
MvSl-1064-A1-R4_A1g00448	2142	MvSl-1064-A2-R4_A2g01642	2627	-485	513	688	-175
MvSl-1064-A1-R4_A1g00478	2475	MvSl-1064-A2-R4_A2g01653	2677	-202	739	753	-14
MvSl-1064-A1-R4_A1g01151	237	MvSl-1064-A2-R4_A2g01656	243	-6	78	80	-2
MvSl-1064-A1-R4_A1g00532	1937	MvSl-1064-A2-R4_A2g01664	1937	0	620	620	0
MvSl-1064-A1-R4_A1g00118	826	MvSl-1064-A2-R4_A2g01692	814	12	230	233	-3
MvSl-1064-A1-R4_A1g00495	1318	MvSl-1064-A2-R4_A2g01715	1321	-3	342	387	-45
MvSl-1064-A1-R4_A1g00840	1879	MvSl-1064-A2-R4_A2g01736	1904	-25	575	594	-19
MvSl-1064-A1-R4_A1g01440	2901	MvSl-1064-A2-R4_A2g01753	2901	0	739	739	0
MvSl-1064-A1-R4_A1g01441	2115	MvSl-1064-A2-R4_A2g01754	2115	0	560	560	0
MvSl-1064-A1-R4_A1g01442	282	MvSl-1064-A2-R4_A2g01755	282	0	93	93	0
MvSl-1064-A1-R4_A1g01443	174	MvSl-1064-A2-R4_A2g01756	174	0	57	57	0
MvSl-1064-A1-R4_A1g01444	1918	MvSl-1064-A2-R4_A2g01757	1918	0	512	512	0
MvSl-1064-A1-R4_A1g01445	2806	MvSl-1064-A2-R4_A2g01758	2806	0	893	893	0
MvSl-1064-A1-R4_A1g01446	240	MvSl-1064-A2-R4_A2g01759	240	0	79	79	0
MvSl-1064-A1-R4_A1g01447	3649	MvSl-1064-A2-R4_A2g01760	3649	0	1001	1001	0
MvSl-1064-A1-R4_A1g01450	2818	MvSl-1064-A2-R4_A2g01763	2818	0	794	794	0
MvSl-1064-A1-R4_A1g01451	1709	MvSl-1064-A2-R4_A2g01764	1709	0	418	418	0
MvSl-1064-A1-R4_A1g01452	246	MvSl-1064-A2-R4_A2g01765	285	-39	81	94	-13
MvSl-1064-A1-R4_A1g01453	2160	MvSl-1064-A2-R4_A2g01766	2160	0	492	492	0
MvSl-1064-A1-R4_A1g01454	787	MvSl-1064-A2-R4_A2g01767	787	0	117	117	0
MvSl-1064-A1-R4_A1g01455	420	MvSl-1064-A2-R4_A2g01768	420	0	139	139	0
MvSl-1064-A1-R4_A1g01456	533	MvSl-1064-A2-R4_A2g01769	533	0	152	152	0
MvSl-1064-A1-R4_A1g01457	519	MvSl-1064-A2-R4_A2g01770	519	0	172	172	0
MvSl-1064-A1-R4_A1g01458	2838	MvSl-1064-A2-R4_A2g01771	2838	0	779	779	0
MvSl-1064-A1-R4_A1g01459	288	MvSl-1064-A2-R4_A2g01772	288	0	95	95	0
MvSl-1064-A1-R4_A1g01460	1330	MvSl-1064-A2-R4_A2g01773	1330	0	358	358	0
MvSl-1064-A1-R4_A1g01461	1221	MvSl-1064-A2-R4_A2g01774	1221	0	355	355	0
MvSl-1064-A1-R4_A1g01462	1633	MvSl-1064-A2-R4_A2g01775	1633	0	396	396	0
MvSl-1064-A1-R4_A1g01463	192	MvSl-1064-A2-R4_A2g01776	192	0	63	63	0
MvSl-1064-A1-R4_A1g01464	932	MvSl-1064-A2-R4_A2g01777	932	0	173	173	0
MvSl-1064-A1-R4_A1g01465	560	MvSl-1064-A2-R4_A2g01778	560	0	155	155	0
MvSl-1064-A1-R4_A1g01466	2928	MvSl-1064-A2-R4_A2g01779	2928	0	975	975	0
MvSl-1064-A1-R4_A1g01467	1717	MvSl-1064-A2-R4_A2g01780	1717	0	400	400	0
MvSl-1064-A1-R4_A1g01468	1811	MvSl-1064-A2-R4_A2g01781	1811	0	579	579	0
MvSl-1064-A1-R4_A1g01469	201	MvSl-1064-A2-R4_A2g01782	201	0	41	41	0
MvSl-1064-A1-R4_A1g01470	2460	MvSl-1064-A2-R4_A2g01783	2460	0	711	711	0
MvSl-1064-A1-R4_A1g01471	1961	MvSl-1064-A2-R4_A2g01784	1962	-1	526	526	0
MvSl-1064-A1-R4_A1g01472	1123	MvSl-1064-A2-R4_A2g01785	1123	0	348	348	0
MvSl-1064-A1-R4_A1g01473	1161	MvSl-1064-A2-R4_A2g01786	1161	0	272	272	0
MvSl-1064-A1-R4_A1g01474	587	MvSl-1064-A2-R4_A2g01787	587	0	120	120	0
MvSl-1064-A1-R4_A1g01475	195	MvSl-1064-A2-R4_A2g01788	195	0	64	64	0
MvSl-1064-A1-R4_A1g01476	2085	MvSl-1064-A2-R4_A2g01789	2085	0	671	671	0
MvSl-1064-A1-R4_A1g01477	2539	MvSl-1064-A2-R4_A2g01790	2539	0	761	761	0
MvSl-1064-A1-R4_A1g01485	1973	MvSl-1064-A2-R4_A2g01798	1973	0	552	552	0
MvSl-1064-A1-R4_A1g01486	2843	MvSl-1064-A2-R4_A2g01799	2843	0	902	902	0
MvSl-1064-A1-R4_A1g01487	2607	MvSl-1064-A2-R4_A2g01800	2607	0	753	753	0
MvSl-1064-A1-R4_A1g01488	4340	MvSl-1064-A2-R4_A2g01801	4341	-1	1258	1258	0
MvSl-1064-A1-R4_A1g01489	826	MvSl-1064-A2-R4_A2g01802	826	0	134	134	0
MvSl-1064-A1-R4_A1g01490	538	MvSl-1064-A2-R4_A2g01803	538	0	100	100	0
MvSl-1064-A1-R4_A1g01491	532	MvSl-1064-A2-R4_A2g01804	532	0	107	107	0
MvSl-1064-A1-R4_A1g01492	588	MvSl-1064-A2-R4_A2g01805	588	0	125	125	0
MvSl-1064-A1-R4_A1g01493	2308	MvSl-1064-A2-R4_A2g01806	2308	0	553	553	0
MvSl-1064-A1-R4_A1g01494	2769	MvSl-1064-A2-R4_A2g01807	2769	0	908	908	0
MvSl-1064-A1-R4_A1g01495	1291	MvSl-1064-A2-R4_A2g01808	1291	0	359	359	0
MvSl-1064-A1-R4_A1g01496	225	MvSl-1064-A2-R4_A2g01809	225	0	74	74	0
MvSl-1064-A1-R4_A1g01497	1122	MvSl-1064-A2-R4_A2g01810	1122	0	230	230	0
MvSl-1064-A1-R4_A1g01498	1177	MvSl-1064-A2-R4_A2g01811	1177	0	251	251	0
MvSl-1064-A1-R4_A1g01499	2429	MvSl-1064-A2-R4_A2g01812	2429	0	773	773	0
MvSl-1064-A1-R4_A1g01500	3551	MvSl-1064-A2-R4_A2g01813	3551	0	1042	1042	0
MvSl-1064-A1-R4_A1g01501	1492	MvSl-1064-A2-R4_A2g01814	1492	0	354	354	0
MvSl-1064-A1-R4_A1g01502	5135	MvSl-1064-A2-R4_A2g01815	5017	118	1637	1590	47
MvSl-1064-A1-R4_A1g01504	174	MvSl-1064-A2-R4_A2g01817	174	0	57	57	0
MvSl-1064-A1-R4_A1g01505	1202	MvSl-1064-A2-R4_A2g01818	1202	0	281	281	0
MvSl-1064-A1-R4_A1g01506	201	MvSl-1064-A2-R4_A2g01819	201	0	66	66	0
MvSl-1064-A1-R4_A1g01507	261	MvSl-1064-A2-R4_A2g01820	261	0	86	86	0
MvSl-1064-A1-R4_A1g01508	1562	MvSl-1064-A2-R4_A2g01821	1562	0	379	379	0
MvSl-1064-A1-R4_A1g01509	3479	MvSl-1064-A2-R4_A2g01822	3479	0	905	905	0
MvSl-1064-A1-R4_A1g01510	1488	MvSl-1064-A2-R4_A2g01823	1488	0	495	495	0
MvSl-1064-A1-R4_A1g00003	4405	MvSl-1064-A2-R4_A2g01827	5010	-605	1300	1310	-10
MvSl-1064-A1-R4_A1g01515	210	MvSl-1064-A2-R4_A2g01828	210	0	69	69	0
MvSl-1064-A1-R4_A1g01516	606	MvSl-1064-A2-R4_A2g01829	606	0	142	142	0
MvSl-1064-A1-R4_C24g01527	7084	MvSl-1064-A2-R4_C22g01840	7083	1	1984	1983	1
MvSl-1064-A1-R4_MC14g12001	2549	MvSl-1064-A2-R4_C22g01850	2549	0	740	740	0
MvSl-1064-A1-R4_MC14g11997	516	MvSl-1064-A2-R4_C22g01854	516	0	171	171	0
MvSl-1064-A1-R4_MC06g07032	1024	MvSl-1064-A2-R4_C25g01885	1024	0	262	262	0
MvSl-1064-A1-R4_MC06g07033	5812	MvSl-1064-A2-R4_C25g01886	5812	0	1511	1511	0
MvSl-1064-A1-R4_MC09-2g09580	3517	MvSl-1064-A2-R4_C28g01908	3517	0	1082	1082	0
MvSl-1064-A1-R4_MC12g11286	13740	MvSl-1064-A2-R4_C30g01930	13740	0	3862	3862	0
MvSl-1064-A1-R4_MC12g11287	1335	MvSl-1064-A2-R4_C30g01931	1335	0	392	392	0
MvSl-1064-A1-R4_MC12g11288	840	MvSl-1064-A2-R4_C30g01932	840	0	279	279	0
MvSl-1064-A1-R4_MC01-1g01697	3099	MvSl-1064-A2-R4_MC01g01978	3099	0	841	841	0
MvSl-1064-A1-R4_MC01-1g01698	380	MvSl-1064-A2-R4_MC01g01979	380	0	50	50	0
MvSl-1064-A1-R4_MC01-1g01699	2255	MvSl-1064-A2-R4_MC01g01980	2255	0	615	615	0
MvSl-1064-A1-R4_MC01-1g01700	739	MvSl-1064-A2-R4_MC01g01981	739	0	167	167	0
MvSl-1064-A1-R4_MC01-1g01701	2367	MvSl-1064-A2-R4_MC01g01982	2367	0	762	762	0
MvSl-1064-A1-R4_MC01-1g01702	165	MvSl-1064-A2-R4_MC01g01983	165	0	54	54	0
MvSl-1064-A1-R4_MC01-1g01703	1902	MvSl-1064-A2-R4_MC01g01984	1902	0	555	555	0
MvSl-1064-A1-R4_MC01-1g01704	360	MvSl-1064-A2-R4_MC01g01985	360	0	119	119	0
MvSl-1064-A1-R4_MC01-1g01705	2677	MvSl-1064-A2-R4_MC01g01986	2677	0	770	770	0
MvSl-1064-A1-R4_MC01-1g01706	186	MvSl-1064-A2-R4_MC01g01987	186	0	61	61	0
MvSl-1064-A1-R4_MC01-1g01707	511	MvSl-1064-A2-R4_MC01g01988	511	0	143	143	0
MvSl-1064-A1-R4_MC01-1g01708	1299	MvSl-1064-A2-R4_MC01g01989	1299	0	408	408	0
MvSl-1064-A1-R4_MC01-1g01709	1453	MvSl-1064-A2-R4_MC01g01990	1453	0	243	243	0
MvSl-1064-A1-R4_MC01-1g01710	735	MvSl-1064-A2-R4_MC01g01991	720	15	218	213	5
MvSl-1064-A1-R4_MC01-1g01711	5069	MvSl-1064-A2-R4_MC01g01992	5069	0	1574	1574	0
MvSl-1064-A1-R4_MC01-1g01712	1444	MvSl-1064-A2-R4_MC01g01993	1444	0	291	291	0
MvSl-1064-A1-R4_MC01-1g01713	2346	MvSl-1064-A2-R4_MC01g01994	2346	0	781	781	0
MvSl-1064-A1-R4_MC01-1g01714	956	MvSl-1064-A2-R4_MC01g01995	956	0	292	292	0
MvSl-1064-A1-R4_MC01-1g01715	198	MvSl-1064-A2-R4_MC01g01996	198	0	65	65	0
MvSl-1064-A1-R4_MC01-1g01716	380	MvSl-1064-A2-R4_MC01g01997	380	0	90	90	0
MvSl-1064-A1-R4_MC01-1g01717	1679	MvSl-1064-A2-R4_MC01g01998	1679	0	405	405	0
MvSl-1064-A1-R4_MC01-1g01718	285	MvSl-1064-A2-R4_MC01g01999	285	0	94	94	0
MvSl-1064-A1-R4_MC01-1g01719	2809	MvSl-1064-A2-R4_MC01g02000	2809	0	781	781	0
MvSl-1064-A1-R4_MC01-1g01720	2416	MvSl-1064-A2-R4_MC01g02001	2416	0	679	679	0
MvSl-1064-A1-R4_MC01-1g01721	350	MvSl-1064-A2-R4_MC01g02002	350	0	100	100	0
MvSl-1064-A1-R4_MC01-1g01725	2100	MvSl-1064-A2-R4_MC01g02006	2100	0	604	604	0
MvSl-1064-A1-R4_MC01-1g01726	3711	MvSl-1064-A2-R4_MC01g02007	3711	0	1093	1093	0
MvSl-1064-A1-R4_MC01-1g01727	1455	MvSl-1064-A2-R4_MC01g02008	1455	0	339	339	0
MvSl-1064-A1-R4_MC01-1g01728	3279	MvSl-1064-A2-R4_MC01g02009	3279	0	882	882	0
MvSl-1064-A1-R4_MC01-1g01729	2894	MvSl-1064-A2-R4_MC01g02010	2894	0	914	914	0
MvSl-1064-A1-R4_MC01-1g01730	1421	MvSl-1064-A2-R4_MC01g02011	1421	0	380	380	0
MvSl-1064-A1-R4_MC01-1g01731	3001	MvSl-1064-A2-R4_MC01g02012	3001	0	810	810	0
MvSl-1064-A1-R4_MC01-1g01732	1303	MvSl-1064-A2-R4_MC01g02013	1303	0	413	413	0
MvSl-1064-A1-R4_MC01-1g01733	1366	MvSl-1064-A2-R4_MC01g02014	1366	0	410	410	0
MvSl-1064-A1-R4_MC01-1g01734	2293	MvSl-1064-A2-R4_MC01g02015	2293	0	716	716	0
MvSl-1064-A1-R4_MC01-1g01735	1681	MvSl-1064-A2-R4_MC01g02016	1681	0	418	418	0
MvSl-1064-A1-R4_MC01-1g01736	326	MvSl-1064-A2-R4_MC01g02017	326	0	90	90	0
MvSl-1064-A1-R4_MC01-1g01737	703	MvSl-1064-A2-R4_MC01g02018	703	0	132	132	0
MvSl-1064-A1-R4_MC01-1g01738	725	MvSl-1064-A2-R4_MC01g02019	725	0	199	199	0
MvSl-1064-A1-R4_MC01-1g01739	609	MvSl-1064-A2-R4_MC01g02020	609	0	142	142	0
MvSl-1064-A1-R4_MC01-1g01740	291	MvSl-1064-A2-R4_MC01g02021	291	0	96	96	0
MvSl-1064-A1-R4_MC01-1g01741	2335	MvSl-1064-A2-R4_MC01g02022	2335	0	676	676	0
MvSl-1064-A1-R4_MC01-1g01743	998	MvSl-1064-A2-R4_MC01g02024	998	0	253	253	0
MvSl-1064-A1-R4_MC01-1g01744	1989	MvSl-1064-A2-R4_MC01g02025	1989	0	511	511	0
MvSl-1064-A1-R4_MC01-1g01745	391	MvSl-1064-A2-R4_MC01g02026	391	0	91	91	0
MvSl-1064-A1-R4_MC01-1g01746	580	MvSl-1064-A2-R4_MC01g02027	580	0	145	145	0
MvSl-1064-A1-R4_MC01-1g01747	397	MvSl-1064-A2-R4_MC01g02028	397	0	74	74	0
MvSl-1064-A1-R4_MC01-1g01748	879	MvSl-1064-A2-R4_MC01g02029	879	0	237	237	0
MvSl-1064-A1-R4_MC01-1g01750	3151	MvSl-1064-A2-R4_MC01g02031	3151	0	861	861	0
MvSl-1064-A1-R4_MC01-1g01751	5303	MvSl-1064-A2-R4_MC01g02032	5303	0	1535	1535	0
MvSl-1064-A1-R4_MC01-1g01752	207	MvSl-1064-A2-R4_MC01g02033	207	0	68	68	0
MvSl-1064-A1-R4_MC01-1g01753	594	MvSl-1064-A2-R4_MC01g02034	594	0	197	197	0
MvSl-1064-A1-R4_MC01-1g01754	1186	MvSl-1064-A2-R4_MC01g02035	1186	0	302	302	0
MvSl-1064-A1-R4_MC01-1g01755	1038	MvSl-1064-A2-R4_MC01g02036	1038	0	313	313	0
MvSl-1064-A1-R4_MC01-1g01756	1634	MvSl-1064-A2-R4_MC01g02037	1633	1	402	402	0
MvSl-1064-A1-R4_MC01-1g01766	1936	MvSl-1064-A2-R4_MC01g02047	1936	0	516	516	0
MvSl-1064-A1-R4_MC01-1g01767	1827	MvSl-1064-A2-R4_MC01g02048	1827	0	549	549	0
MvSl-1064-A1-R4_MC01-1g01768	6438	MvSl-1064-A2-R4_MC01g02049	6438	0	1989	1989	0
MvSl-1064-A1-R4_MC01-1g01769	1628	MvSl-1064-A2-R4_MC01g02050	1628	0	458	458	0
MvSl-1064-A1-R4_MC01-1g01770	1720	MvSl-1064-A2-R4_MC01g02051	1720	0	278	278	0
MvSl-1064-A1-R4_MC01-1g01771	1621	MvSl-1064-A2-R4_MC01g02052	1621	0	313	313	0
MvSl-1064-A1-R4_MC01-1g01772	313	MvSl-1064-A2-R4_MC01g02053	313	0	77	77	0
MvSl-1064-A1-R4_MC01-1g01773	612	MvSl-1064-A2-R4_MC01g02054	612	0	171	171	0
MvSl-1064-A1-R4_MC01-1g01774	2024	MvSl-1064-A2-R4_MC01g02055	2024	0	389	389	0
MvSl-1064-A1-R4_MC01-1g01776	1230	MvSl-1064-A2-R4_MC01g02057	1230	0	275	275	0
MvSl-1064-A1-R4_MC01-1g01778	1982	MvSl-1064-A2-R4_MC01g02059	1982	0	438	438	0
MvSl-1064-A1-R4_MC01-1g01779	2447	MvSl-1064-A2-R4_MC01g02060	2447	0	495	495	0
MvSl-1064-A1-R4_MC01-1g01780	986	MvSl-1064-A2-R4_MC01g02061	986	0	253	253	0
MvSl-1064-A1-R4_MC01-1g01782	2289	MvSl-1064-A2-R4_MC01g02063	2289	0	689	689	0
MvSl-1064-A1-R4_MC01-1g01783	2022	MvSl-1064-A2-R4_MC01g02064	2022	0	448	448	0
MvSl-1064-A1-R4_MC01-1g01785	389	MvSl-1064-A2-R4_MC01g02066	389	0	89	89	0
MvSl-1064-A1-R4_MC01-1g01786	352	MvSl-1064-A2-R4_MC01g02067	352	0	92	92	0
MvSl-1064-A1-R4_MC01-1g01787	291	MvSl-1064-A2-R4_MC01g02068	291	0	96	96	0
MvSl-1064-A1-R4_MC01-1g01788	5179	MvSl-1064-A2-R4_MC01g02069	5179	0	1383	1383	0
MvSl-1064-A1-R4_MC01-1g01789	2845	MvSl-1064-A2-R4_MC01g02070	2845	0	792	792	0
MvSl-1064-A1-R4_MC01-1g01790	2225	MvSl-1064-A2-R4_MC01g02071	2225	0	546	546	0
MvSl-1064-A1-R4_MC01-1g01791	507	MvSl-1064-A2-R4_MC01g02072	507	0	168	168	0
MvSl-1064-A1-R4_MC01-1g01792	2724	MvSl-1064-A2-R4_MC01g02073	2724	0	868	868	0
MvSl-1064-A1-R4_MC01-1g01794	1353	MvSl-1064-A2-R4_MC01g02075	1353	0	406	406	0
MvSl-1064-A1-R4_MC01-1g01795	225	MvSl-1064-A2-R4_MC01g02076	225	0	74	74	0
MvSl-1064-A1-R4_MC01-1g01796	1729	MvSl-1064-A2-R4_MC01g02077	1729	0	475	475	0
MvSl-1064-A1-R4_MC01-1g01797	1361	MvSl-1064-A2-R4_MC01g02078	1361	0	369	369	0
MvSl-1064-A1-R4_MC01-1g01798	393	MvSl-1064-A2-R4_MC01g02079	393	0	130	130	0
MvSl-1064-A1-R4_MC01-1g01799	1137	MvSl-1064-A2-R4_MC01g02080	1137	0	318	318	0
MvSl-1064-A1-R4_MC01-1g01800	850	MvSl-1064-A2-R4_MC01g02081	850	0	177	177	0
MvSl-1064-A1-R4_MC01-1g01801	4590	MvSl-1064-A2-R4_MC01g02082	4590	0	1343	1343	0
MvSl-1064-A1-R4_MC01-1g01802	5378	MvSl-1064-A2-R4_MC01g02083	5378	0	1561	1561	0
MvSl-1064-A1-R4_MC01-1g01803	1523	MvSl-1064-A2-R4_MC01g02084	1523	0	288	288	0
MvSl-1064-A1-R4_MC01-1g01804	4261	MvSl-1064-A2-R4_MC01g02085	4261	0	1256	1256	0
MvSl-1064-A1-R4_MC01-1g01805	1857	MvSl-1064-A2-R4_MC01g02086	1857	0	411	411	0
MvSl-1064-A1-R4_MC01-1g01806	4120	MvSl-1064-A2-R4_MC01g02087	4120	0	1167	1167	0
MvSl-1064-A1-R4_MC01-1g01807	1767	MvSl-1064-A2-R4_MC01g02088	1767	0	509	509	0
MvSl-1064-A1-R4_MC01-1g01808	1735	MvSl-1064-A2-R4_MC01g02089	1735	0	530	530	0
MvSl-1064-A1-R4_MC01-1g01809	1458	MvSl-1064-A2-R4_MC01g02090	1458	0	275	275	0
MvSl-1064-A1-R4_MC01-1g01810	581	MvSl-1064-A2-R4_MC01g02091	581	0	129	129	0
MvSl-1064-A1-R4_MC01-1g01811	1798	MvSl-1064-A2-R4_MC01g02092	1798	0	575	575	0
MvSl-1064-A1-R4_MC01-1g01812	2642	MvSl-1064-A2-R4_MC01g02093	2642	0	636	636	0
MvSl-1064-A1-R4_MC01-1g01813	4091	MvSl-1064-A2-R4_MC01g02094	4091	0	1073	1073	0
MvSl-1064-A1-R4_MC01-1g01814	2453	MvSl-1064-A2-R4_MC01g02095	2453	0	701	701	0
MvSl-1064-A1-R4_MC01-1g01815	672	MvSl-1064-A2-R4_MC01g02096	672	0	223	223	0
MvSl-1064-A1-R4_MC01-1g01816	1816	MvSl-1064-A2-R4_MC01g02097	1816	0	509	509	0
MvSl-1064-A1-R4_MC01-1g01817	3015	MvSl-1064-A2-R4_MC01g02098	3015	0	699	699	0
MvSl-1064-A1-R4_MC01-1g01818	1763	MvSl-1064-A2-R4_MC01g02099	1763	0	462	462	0
MvSl-1064-A1-R4_MC01-1g01819	2909	MvSl-1064-A2-R4_MC01g02100	2910	-1	765	787	-22
MvSl-1064-A1-R4_MC01-1g01820	1039	MvSl-1064-A2-R4_MC01g02101	1039	0	296	296	0
MvSl-1064-A1-R4_MC01-1g01821	1183	MvSl-1064-A2-R4_MC01g02102	1183	0	370	370	0
MvSl-1064-A1-R4_MC01-1g01822	3110	MvSl-1064-A2-R4_MC01g02103	3110	0	767	767	0
MvSl-1064-A1-R4_MC01-1g01823	2075	MvSl-1064-A2-R4_MC01g02104	2075	0	671	671	0
MvSl-1064-A1-R4_MC01-1g01824	1150	MvSl-1064-A2-R4_MC01g02105	1150	0	256	256	0
