gene	haploid	cdslength	protleng	chr	chr1	DE_status	DE_status2	mean_exp	genelength	efflength	estcounts	meantpm
MvSl-1064-A1-R4_A1g01159	A1	1635	424	fBlue	NRR	NON	NON	6.87054	1635	1302.99	2090	14.2762
MvSl-1064-A1-R4_A1g01160	A1	2046	474	fBlue	NRR	NON	NON	7.04855	2046	1713.99	2575	12.2644
MvSl-1064-A1-R4_A1g01161	A1	1713	478	fBlue	NRR	NON	NON	5.9238	1713	1380.99	1171	6.97185
MvSl-1064-A1-R4_A1g01162	A1	697	186	fBlue	NRR	Down	DE	-1.25634	697	373.935	9	0.144245
MvSl-1064-A1-R4_A1g01163	A1	1032	227	fBlue	NRR	Down	DE	1.26334	1032	699.991	46	0.522689
MvSl-1064-A1-R4_A1g01164	A1	3922	1029	faBlack	NRR	Up	DE	5.97584	3922	3589.99	1193.44	2.78209
MvSl-1064-A1-R4_A1g01173	A1	2330	517	faBlack	NRR	NON	NON	7.20324	2330	1997.99	2864	11.7139
MvSl-1064-A1-R4_A1g01184	A1	1858	586	faBlack	NRR	NON	NON	7.08549	1858	1525.99	2384	14.1694
MvSl-1064-A1-R4_A1g01189	A1	1202	347	faBlack	NRR	NON	NON	6.81169	1202	869.991	2417	20.6436
MvSl-1064-A1-R4_A1g01212	A1	3326	922	faBlack	NRR	Up	DE	4.25857	3326	2993.99	526	1.08231
MvSl-1064-A1-R4_A1g01219	A1	3677	1022	faBlack	NRR	NON	NON	11.6253	3677	3344.99	54983	150.66
MvSl-1064-A1-R4_A1g01220	A1	1580	296	faBlack	NRR	Down	DE	5.02942	1580	1247.99	598	4.14581
MvSl-1064-A1-R4_A1g01227	A1	809	172	gPurple	NRR	NON	NON	7.6003	809	480.719	2808	66.0789
MvSl-1064-A1-R4_A1g01228	A1	678	183	faBlack	NRR	NON	NON	3.36564	678	356.311	180	4.52446
MvSl-1064-A1-R4_A1g01252	A1	1487	321	eOrange	NRR	NON	NON	6.97434	1487	1154.99	2342	17.2775
MvSl-1064-A1-R4_A1g01253	A1	969	182	faBlack	NRR	Up	DE	7.01233	969	637.251	2254	32.2084
MvSl-1064-A1-R4_A1g01261	A1	7952	2309	eOrange	NRR	Up	DE	11.3493	7952	7619.99	45415	54.63
MvSl-1064-A1-R4_A1g01271	A1	901	130	faBlack	NRR	NON	NON	8.03721	901	570.332	4058	74.4831
MvSl-1064-A1-R4_A1g01272	A1	853	183	faBlack	NRR	NON	NON	9.1595	853	523.16	9041	175.832
MvSl-1064-A1-R4_A1g01282	A1	1020	224	faBlack	NRR	Down	DE	-2.13761	1020	687.991	3.15644	0.0315891
MvSl-1064-A1-R4_A1g01288	A1	813	270	faBlack	NRR	NON	NON	4.67078	813	484.524	403	8.40648
MvSl-1064-A1-R4_A1g01290	A1	2096	419	faBlack	NRR	NON	NON	5.44974	2096	1763.99	801	3.92941
MvSl-1064-A1-R4_A1g01347	A1	6825	2125	faBlack	NRR	Down	DE	6.26581	6825	6492.99	1509	1.88241
MvSl-1064-A1-R4_A1g01348	A1	2467	791	faBlack	NRR	NON	NON	7.30728	2467	2134.99	2993	11.7797
MvSl-1064-A1-R4_A1g01350	A1	2045	629	faBlack	NRR	NON	NON	6.08116	2045	1712.99	1229	6.27553
MvSl-1064-A1-R4_A1g01351	A1	1442	279	faBlack	NRR	NON	NON	10.2352	1442	1109.99	22726	172.416
MvSl-1064-A1-R4_A1g01358	A1	520	154	faBlack	NRR	Down	DE	1.34116	520	218.168	46	1.74015
MvSl-1064-A1-R4_A1g01359	A1	1759	455	faBlack	NRR	Up	DE	6.06904	1759	1426.99	1462	7.53395
MvSl-1064-A1-R4_A1g01366	A1	2415	758	faBlack	NRR	NON	NON	6.3787	2415	2082.99	1597	6.34003
MvSl-1064-A1-R4_A1g01367	A1	1824	542	faBlack	NRR	NON	NON	4.41408	1824	1491.99	452	2.27425
MvSl-1064-A1-R4_A1g01368	A1	6067	1872	faBlack	NRR	NON	NON	6.1141	6067	5734.99	1626	1.96079
MvSl-1064-A1-R4_A1g01369	A1	2411	631	faBlack	NRR	NON	NON	8.73697	2411	2078.99	7756	32.6302
MvSl-1064-A1-R4_A1g01376	A1	3313	840	faBlack	NRR	Down	DE	6.37736	3313	2980.99	1667	4.43343
MvSl-1064-A1-R4_A1g01384	A1	3104	1008	faBlack	NRR	Up	DE	8.18365	3104	2771.99	5329	16.6724
MvSl-1064-A1-R4_A1g01385	A1	1698	517	faBlack	NRR	NON	NON	4.91286	1698	1365.99	491	3.52994
MvSl-1064-A1-R4_A1g01388	A1	2378	748	faBlack	NRR	NON	NON	5.14593	2378	2045.99	474	2.90758
MvSl-1064-A1-R4_A1g01389	A1	294	97	faBlack	NRR	NON	NON	6.90298	294	67.5815	1960	275.154
MvSl-1064-A1-R4_A1g01392	A1	3932	1213	faBlack	NRR	NON	NON	5.70466	3932	3599.99	831	2.33269
MvSl-1064-A1-R4_A1g01406	A1	4974	1224	faBlack	NRR	NON	NON	11.597	4974	4641.99	51919	106.892
MvSl-1064-A1-R4_A1g01407	A1	1963	490	faBlack	NRR	NON	NON	6.94867	1963	1630.99	2354	12.0217
MvSl-1064-A1-R4_A1g01431	A1	6270	1705	fBlue	NRR	NON	NON	6.77971	6270	5937.99	2317	2.95493
MvSl-1064-A1-R4_A1g01432	A1	841	167	fBlue	NRR	Down	DE	4.06789	841	511.576	394	5.28558
MvSl-1064-A1-R4_A1g01440	A1	2901	739	bPAR	bPAR	NON	NON	6.92832	2901	2568.99	2434	7.53769
MvSl-1064-A1-R4_A1g01441	A1	2115	560	bPAR	bPAR	NON	NON	6.24213	2115	1782.99	1444	6.73585
MvSl-1064-A1-R4_A1g01444	A1	1918	512	bPAR	bPAR	NON	NON	11.1721	1918	1585.99	40527	231.791
MvSl-1064-A1-R4_A1g01445	A1	2806	893	bPAR	bPAR	NON	NON	7.4255	2806	2473.99	3572	11.0805
MvSl-1064-A1-R4_A1g01446	A1	240	79	bPAR	bPAR	NON	NON	5.07459	240	46.5995	696	113.534
MvSl-1064-A1-R4_A1g01447	A1	3649	1001	bPAR	bPAR	NON	NON	6.01318	3649	3316.99	1223	3.0898
MvSl-1064-A1-R4_A1g01450	A1	2818	794	bPAR	bPAR	NON	NON	4.71363	2818	2485.99	532	1.6749
MvSl-1064-A1-R4_A1g01451	A1	1709	418	bPAR	bPAR	NON	NON	5.38225	1709	1376.99	708	4.82809
MvSl-1064-A1-R4_A1g01453	A1	2160	492	bPAR	bPAR	NON	NON	7.68574	2160	1827.99	3660	17.9231
MvSl-1064-A1-R4_A1g01454	A1	787	117	bPAR	bPAR	NON	NON	2.66356	787	459.758	135	2.16383
MvSl-1064-A1-R4_A1g01455	A1	420	139	bPAR	bPAR	NON	NON	3.16122	420	140.945	194	9.83618
MvSl-1064-A1-R4_A1g01456	A1	533	152	bPAR	bPAR	NON	NON	3.069	533	229.166	179	5.70739
MvSl-1064-A1-R4_A1g01457	A1	519	172	bPAR	bPAR	NON	NON	3.39297	519	217.287	218	7.51351
MvSl-1064-A1-R4_A1g01458	A1	2838	779	bPAR	bPAR	NON	NON	6.70289	2838	2505.99	1950	6.60005
MvSl-1064-A1-R4_A1g01460	A1	1330	358	bPAR	bPAR	NON	NON	6.89203	1330	997.991	2085	18.9348
MvSl-1064-A1-R4_A1g01461	A1	1221	355	bPAR	bPAR	NON	NON	6.26923	1221	888.991	1378	13.7787
MvSl-1064-A1-R4_A1g01462	A1	1633	396	bPAR	bPAR	NON	NON	7.58324	1633	1300.99	3475	23.4229
MvSl-1064-A1-R4_A1g01465	A1	560	155	bPAR	bPAR	NON	NON	3.34191	560	251.883	240	6.4243
MvSl-1064-A1-R4_A1g01466	A1	2928	975	bPAR	bPAR	NON	NON	6.51004	2928	2595.99	2004	5.63381
MvSl-1064-A1-R4_A1g01467	A1	1717	400	bPAR	bPAR	NON	NON	5.6423	1717	1384.99	1023	5.73401
MvSl-1064-A1-R4_A1g01468	A1	1811	579	bPAR	bPAR	NON	NON	5.55393	1811	1478.99	959	5.04895
MvSl-1064-A1-R4_A1g01469	A1	201	41	bPAR	bPAR	NON	NON	0.126737	201	35.1367	20	4.54709
MvSl-1064-A1-R4_A1g01470	A1	2460	711	bPAR	bPAR	NON	NON	5.73752	2460	2127.99	806	4.07873
MvSl-1064-A1-R4_A1g01471	A1	1961	526	bPAR	bPAR	NON	NON	6.6995	1961	1628.99	1906	10.1312
MvSl-1064-A1-R4_A1g01472	A1	1123	348	bPAR	bPAR	NON	NON	5.83431	1123	790.991	961	11.5065
MvSl-1064-A1-R4_A1g01473	A1	1161	272	bPAR	bPAR	NON	NON	7.84372	1161	828.991	3584	44.8004
MvSl-1064-A1-R4_A1g01474	A1	587	120	bPAR	bPAR	NON	NON	0.900671	587	275.006	30	1.01366
MvSl-1064-A1-R4_A1g01475	A1	195	64	bPAR	bPAR	NON	NON	-0.363995	195	33.1815	14	3.2912
MvSl-1064-A1-R4_A1g01476	A1	2085	671	bPAR	bPAR	NON	NON	4.3558	2085	1752.99	410	1.84979
MvSl-1064-A1-R4_A1g01477	A1	2539	761	bPAR	bPAR	NON	NON	7.1217	2539	2206.99	2554	10.025
MvSl-1064-A1-R4_A1g01485	A1	1973	552	bPAR	bPAR	NON	NON	6.93855	1973	1640.99	2010	11.9916
MvSl-1064-A1-R4_A1g01486	A1	2843	902	bPAR	bPAR	NON	NON	5.9952	2843	2510.99	1346	4.05351
MvSl-1064-A1-R4_A1g01487	A1	2607	753	bPAR	bPAR	NON	NON	9.59629	2607	2274.99	11840	55.3206
MvSl-1064-A1-R4_A1g01488	A1	4340	1258	bPAR	bPAR	NON	NON	9.29222	4340	4007.99	11623.3	24.8648
MvSl-1064-A1-R4_A1g01489	A1	826	134	bPAR	bPAR	NON	NON	6.04177	826	496.982	1101	21.0938
MvSl-1064-A1-R4_A1g01494	A1	2769	908	bPAR	bPAR	NON	NON	6.2211	2769	2436.99	1515.91	4.86925
MvSl-1064-A1-R4_A1g01495	A1	1291	359	bPAR	bPAR	NON	NON	5.28085	1291	958.991	819.152	6.45554
MvSl-1064-A1-R4_A1g01496	A1	225	74	bPAR	bPAR	NON	NON	1.8712	225	41.2883	87	13.9489
MvSl-1064-A1-R4_A1g01497	A1	1122	230	bPAR	bPAR	NON	NON	5.20441	1122	789.991	692	7.38793
MvSl-1064-A1-R4_A1g01498	A1	1177	251	bPAR	bPAR	NON	NON	4.97696	1177	844.991	583	5.89873
MvSl-1064-A1-R4_A1g01500	A1	3551	1042	bPAR	bPAR	NON	NON	7.94196	3551	3218.99	4878	12.1471
MvSl-1064-A1-R4_A1g01501	A1	1492	354	bPAR	bPAR	NON	NON	6.25275	1492	1159.99	1298	10.4855
MvSl-1064-A1-R4_A1g01502	A1	5135	1637	bPAR	bPAR	NON	NON	7.12027	5135	4802.99	2943	4.62792
MvSl-1064-A1-R4_A1g01504	A1	174	57	bPAR	bPAR	NON	NON	0.387319	174	26.382	27.7159	7.39527
MvSl-1064-A1-R4_A1g01505	A1	1202	281	bPAR	bPAR	NON	NON	3.23893	1202	869.991	185.713	1.70737
MvSl-1064-A1-R4_A1g01508	A1	1562	379	bPAR	bPAR	NON	NON	7.87022	1562	1229.99	4089	30.2984
MvSl-1064-A1-R4_A1g01509	A1	3479	905	bPAR	bPAR	NON	NON	6.07762	3479	3146.99	1615	3.49756
MvSl-1064-A1-R4_A1g01515	A1	210	69	bPAR	bPAR	Down	DE	4.63554	210	37.702	532.506	105.652
MvSl-1064-A1-R4_C36g01618	A1	3860	1195	aAutosome	aAutosome	NON	NON	5.34363	3860	3527.99	793.611	1.82532
MvSl-1064-A1-R4_MC01-1g01697	A1	3099	841	aAutosome	aAutosome	NON	NON	1.38411	3099	2766.99	45.8131	0.143984
MvSl-1064-A1-R4_MC01-1g01698	A1	380	50	aAutosome	aAutosome	NON	NON	1.42259	380	114.788	54	3.49797
MvSl-1064-A1-R4_MC01-1g01699	A1	2255	615	aAutosome	aAutosome	NON	NON	3.71672	2255	1922.99	281.519	1.08545
MvSl-1064-A1-R4_MC01-1g01701	A1	2367	762	aAutosome	aAutosome	NON	NON	7.53201	2367	2034.99	3637	14.4512
MvSl-1064-A1-R4_MC01-1g01702	A1	165	54	aAutosome	aAutosome	NON	NON	2.24253	165	23.63	91	31.5017
MvSl-1064-A1-R4_MC01-1g01703	A1	1902	555	aAutosome	aAutosome	NON	NON	5.08718	1902	1569.99	611.936	3.43342
MvSl-1064-A1-R4_MC01-1g01704	A1	360	119	aAutosome	aAutosome	NON	NON	1.32321	360	102.337	60.1946	3.7838
MvSl-1064-A1-R4_MC01-1g01705	A1	2677	770	aAutosome	aAutosome	NON	NON	4.4233	2677	2344.99	391.507	1.44737
MvSl-1064-A1-R4_MC01-1g01707	A1	511	143	aAutosome	aAutosome	NON	NON	4.57228	511	210.582	255.349	20.1589
MvSl-1064-A1-R4_MC01-1g01708	A1	1299	408	aAutosome	aAutosome	NON	NON	7.5623	1299	966.991	3063	31.3978
MvSl-1064-A1-R4_MC01-1g01709	A1	1453	243	aAutosome	aAutosome	NON	NON	5.81092	1453	1120.99	941	7.99761
MvSl-1064-A1-R4_MC01-1g01710	A1	735	218	aAutosome	aAutosome	NON	NON	3.40913	735	410.154	143	4.26541
MvSl-1064-A1-R4_MC01-1g01711	A1	5069	1574	aAutosome	aAutosome	NON	NON	7.18419	5069	4736.99	3031	4.8978
MvSl-1064-A1-R4_MC01-1g01712	A1	1444	291	aAutosome	aAutosome	NON	NON	7.20692	1444	1111.99	2752	21.0864
MvSl-1064-A1-R4_MC01-1g01713	A1	2346	781	aAutosome	aAutosome	NON	NON	3.87133	2346	2013.99	295	1.14933
MvSl-1064-A1-R4_MC01-1g01716	A1	380	90	aAutosome	aAutosome	NON	NON	4.05054	380	114.788	334.02	22.2212
MvSl-1064-A1-R4_MC01-1g01717	A1	1679	405	aAutosome	aAutosome	NON	NON	5.55426	1679	1346.99	956.439	5.54489
MvSl-1064-A1-R4_MC01-1g01718	A1	285	94	aAutosome	aAutosome	NON	NON	4.86244	285	63.9084	563.751	70.4993
MvSl-1064-A1-R4_MC01-1g01719	A1	2809	781	aAutosome	aAutosome	NON	NON	1.2481	2809	2476.99	44.6265	0.146329
MvSl-1064-A1-R4_MC01-1g01720	A1	2416	679	aAutosome	aAutosome	NON	NON	6.65284	2416	2083.99	1942.5	7.66616
MvSl-1064-A1-R4_MC01-1g01725	A1	2100	604	aAutosome	aAutosome	NON	NON	5.58305	2100	1767.99	888	4.29964
MvSl-1064-A1-R4_MC01-1g01726	A1	3711	1093	aAutosome	aAutosome	NON	NON	6.74847	3711	3378.99	2057	5.05259
MvSl-1064-A1-R4_MC01-1g01727	A1	1455	339	aAutosome	aAutosome	NON	NON	4.51103	1455	1122.99	465.88	3.22098
MvSl-1064-A1-R4_MC01-1g01728	A1	3279	882	aAutosome	aAutosome	NON	NON	7.25625	3279	2946.99	2541	8.31108
MvSl-1064-A1-R4_MC01-1g01729	A1	2894	914	aAutosome	aAutosome	NON	NON	4.35857	2894	2561.99	479	1.29464
MvSl-1064-A1-R4_MC01-1g01730	A1	1421	380	aAutosome	aAutosome	NON	NON	4.79476	1421	1088.99	521	4.03304
MvSl-1064-A1-R4_MC01-1g01731	A1	3001	810	aAutosome	aAutosome	NON	NON	10.4914	3001	2668.99	29353	85.9224
MvSl-1064-A1-R4_MC01-1g01734	A1	2293	716	aAutosome	aAutosome	NON	NON	4.0037	2293	1960.99	274	1.29808
MvSl-1064-A1-R4_MC01-1g01735	A1	1681	418	aAutosome	aAutosome	NON	NON	2.50627	1681	1348.99	129	0.669976
MvSl-1064-A1-R4_MC01-1g01737	A1	703	132	aAutosome	aAutosome	NON	NON	0.596567	703	379.514	27.0866	0.59293
MvSl-1064-A1-R4_MC01-1g01738	A1	725	199	aAutosome	aAutosome	NON	NON	0.511805	725	400.441	32.4321	0.542505
MvSl-1064-A1-R4_MC01-1g01739	A1	609	142	aAutosome	aAutosome	NON	NON	3.79176	609	294.629	261	7.34054
MvSl-1064-A1-R4_MC01-1g01740	A1	291	96	aAutosome	aAutosome	NON	NON	3.00281	291	66.6328	141	18.443
MvSl-1064-A1-R4_MC01-1g01741	A1	2335	676	aAutosome	aAutosome	NON	NON	6.12949	2335	2002.99	1371.53	5.54679
MvSl-1064-A1-R4_MC01-1g01743	A1	998	253	aAutosome	aAutosome	NON	NON	6.14839	998	665.991	1274	16.8982
MvSl-1064-A1-R4_MC01-1g01744	A1	1989	511	aAutosome	aAutosome	NON	NON	7.76724	1989	1656.99	4244	20.8838
MvSl-1064-A1-R4_MC01-1g01745	A1	391	91	aAutosome	aAutosome	NON	NON	0.840545	391	121.666	29	2.1489
MvSl-1064-A1-R4_MC01-1g01746	A1	580	145	aAutosome	aAutosome	NON	NON	4.13439	580	269.212	412.785	10.4416
MvSl-1064-A1-R4_MC01-1g01748	A1	879	237	aAutosome	aAutosome	NON	NON	4.87456	879	548.892	527	8.44986
MvSl-1064-A1-R4_MC01-1g01750	A1	3151	861	aAutosome	aAutosome	NON	NON	4.5525	3151	2818.99	547.973	1.34657
MvSl-1064-A1-R4_MC01-1g01751	A1	5303	1535	aAutosome	aAutosome	NON	NON	7.72797	5303	4970.99	4114	6.77732
MvSl-1064-A1-R4_MC01-1g01752	A1	207	68	aAutosome	aAutosome	NON	NON	3.32701	207	36.703	141	44.9681
MvSl-1064-A1-R4_MC01-1g01753	A1	594	197	aAutosome	aAutosome	NON	NON	4.50651	594	281.01	377	12.7262
MvSl-1064-A1-R4_MC01-1g01754	A1	1186	302	aAutosome	aAutosome	NON	NON	5.0174	1186	853.991	573	6.01505
MvSl-1064-A1-R4_MC01-1g01755	A1	1038	313	aAutosome	aAutosome	NON	NON	6.54413	1038	705.991	1633	21.0179
MvSl-1064-A1-R4_MC01-1g01756	A1	1634	402	aAutosome	aAutosome	NON	NON	5.45539	1634	1301.99	664.984	5.47231
MvSl-1064-A1-R4_MC01-1g01766	A1	1936	516	aAutosome	aAutosome	NON	NON	6.19495	1936	1603.99	1273	7.27297
MvSl-1064-A1-R4_MC01-1g01767	A1	1827	549	aAutosome	aAutosome	NON	NON	6.20124	1827	1494.99	1453	7.81393
MvSl-1064-A1-R4_MC01-1g01768	A1	6438	1989	aAutosome	aAutosome	NON	NON	7.83813	6438	6105.99	4074	5.96673
MvSl-1064-A1-R4_MC01-1g01769	A1	1628	458	aAutosome	aAutosome	NON	NON	5.89285	1628	1295.99	1213	7.28977
MvSl-1064-A1-R4_MC01-1g01770	A1	1720	278	aAutosome	aAutosome	NON	NON	7.15463	1720	1387.99	2521	16.3324
MvSl-1064-A1-R4_MC01-1g01771	A1	1621	313	aAutosome	aAutosome	NON	NON	7.39731	1621	1288.99	3138	20.7627
MvSl-1064-A1-R4_MC01-1g01776	A1	1230	275	aAutosome	aAutosome	NON	NON	2.85727	1230	897.991	140.016	1.2649
MvSl-1064-A1-R4_MC01-1g01778	A1	1982	438	aAutosome	aAutosome	NON	NON	0.585451	1982	1649.99	34	0.13889
MvSl-1064-A1-R4_MC01-1g01779	A1	2447	495	aAutosome	aAutosome	NON	NON	4.06242	2447	2114.99	349	1.25416
MvSl-1064-A1-R4_MC01-1g01780	A1	986	253	aAutosome	aAutosome	NON	NON	5.67914	986	654.057	875	12.4671
MvSl-1064-A1-R4_MC01-1g01782	A1	2289	689	aAutosome	aAutosome	NON	NON	6.09002	2289	1956.99	1212.48	5.53512
MvSl-1064-A1-R4_MC01-1g01783	A1	2022	448	aAutosome	aAutosome	NON	NON	-0.258542	2022	1689.99	7.74553	0.0786854
MvSl-1064-A1-R4_MC01-1g01785	A1	389	89	aAutosome	aAutosome	NON	NON	1.8484	389	120.502	90.7879	4.73998
MvSl-1064-A1-R4_MC01-1g01786	A1	352	92	aAutosome	aAutosome	NON	NON	2.57103	352	97.9288	84.0541	9.43476
MvSl-1064-A1-R4_MC01-1g01788	A1	5179	1383	aAutosome	aAutosome	NON	NON	6.53479	5179	4846.99	1754.39	3.0373
MvSl-1064-A1-R4_MC01-1g01789	A1	2845	792	aAutosome	aAutosome	NON	NON	8.12668	2845	2512.99	4529.39	17.8882
MvSl-1064-A1-R4_MC01-1g01790	A1	2225	546	aAutosome	aAutosome	NON	NON	6.30488	2225	1892.99	1436.32	6.63362
MvSl-1064-A1-R4_MC01-1g01791	A1	507	168	aAutosome	aAutosome	NON	NON	0.968809	507	207.276	35.1975	1.4086
MvSl-1064-A1-R4_MC01-1g01792	A1	2724	868	aAutosome	aAutosome	NON	NON	2.60789	2724	2391.99	114.825	0.397888
MvSl-1064-A1-R4_MC01-1g01794	A1	1353	406	aAutosome	aAutosome	NON	NON	1.52952	1353	1020.99	40.5965	0.447369
MvSl-1064-A1-R4_MC01-1g01796	A1	1729	475	aAutosome	aAutosome	NON	NON	6.61718	1729	1396.99	2138	11.2572
MvSl-1064-A1-R4_MC01-1g01797	A1	1361	369	aAutosome	aAutosome	NON	NON	4.8636	1361	1028.99	379	4.79116
MvSl-1064-A1-R4_MC01-1g01798	A1	393	130	aAutosome	aAutosome	NON	NON	6.28524	393	123.091	1283	98.208
MvSl-1064-A1-R4_MC01-1g01799	A1	1137	318	aAutosome	aAutosome	NON	NON	5.43776	1137	804.991	830	8.52715
MvSl-1064-A1-R4_MC01-1g01800	A1	850	177	aAutosome	aAutosome	NON	NON	7.73704	850	520.369	3288	66.2294
MvSl-1064-A1-R4_MC01-1g01801	A1	4590	1343	aAutosome	aAutosome	NON	NON	6.70398	4590	4257.99	1952	3.88823
MvSl-1064-A1-R4_MC01-1g01802	A1	5378	1561	aAutosome	aAutosome	NON	NON	8.89676	5378	5045.99	9601	15.037
MvSl-1064-A1-R4_MC01-1g01803	A1	1523	288	aAutosome	aAutosome	NON	NON	8.16805	1523	1190.99	4481	39.0829
MvSl-1064-A1-R4_MC01-1g01804	A1	4261	1256	aAutosome	aAutosome	NON	NON	5.75425	4261	3928.99	763	2.27375
MvSl-1064-A1-R4_MC01-1g01805	A1	1857	411	aAutosome	aAutosome	NON	NON	5.91327	1857	1524.99	1153	6.26743
MvSl-1064-A1-R4_MC01-1g01806	A1	4120	1167	aAutosome	aAutosome	NON	NON	7.27982	4120	3787.99	3220	6.54096
MvSl-1064-A1-R4_MC01-1g01808	A1	1735	530	aAutosome	aAutosome	NON	NON	6.57877	1735	1402.99	1792	10.811
MvSl-1064-A1-R4_MC01-1g01809	A1	1458	275	aAutosome	aAutosome	NON	NON	7.51496	1458	1125.99	3372	25.7908
MvSl-1064-A1-R4_MC01-1g01810	A1	581	129	aAutosome	aAutosome	NON	NON	3.90709	581	270.07	286	8.65573
MvSl-1064-A1-R4_MC01-1g01811	A1	1798	575	aAutosome	aAutosome	NON	NON	4.44038	1798	1465.99	326	2.40361
MvSl-1064-A1-R4_MC01-1g01812	A1	2642	636	aAutosome	aAutosome	NON	NON	6.04646	2642	2309.99	1235	4.5401
MvSl-1064-A1-R4_MC01-1g01813	A1	4091	1073	aAutosome	aAutosome	NON	NON	5.92571	4091	3758.99	1238	2.57253
MvSl-1064-A1-R4_MC01-1g01814	A1	2453	701	aAutosome	aAutosome	NON	NON	4.59787	2453	2120.99	507	1.81604
MvSl-1064-A1-R4_MC01-1g01816	A1	1816	509	aAutosome	aAutosome	NON	NON	6.8728	1816	1483.99	2126	12.5462
MvSl-1064-A1-R4_MC01-1g01817	A1	3015	699	aAutosome	aAutosome	NON	NON	7.26865	3015	2682.99	2783	9.1385
MvSl-1064-A1-R4_MC01-1g01818	A1	1763	462	aAutosome	aAutosome	NON	NON	6.06997	1763	1430.99	1288	7.44642
MvSl-1064-A1-R4_MC01-1g01819	A1	2909	765	aAutosome	aAutosome	NON	NON	6.79817	2909	2576.99	2056	6.85875
MvSl-1064-A1-R4_MC01-1g01820	A1	1039	296	aAutosome	aAutosome	NON	NON	5.72069	1039	706.991	927	11.846
MvSl-1064-A1-R4_MC01-1g01821	A1	1183	370	aAutosome	aAutosome	NON	NON	10.2704	1183	850.991	24612	230.636
MvSl-1064-A1-R4_MC01-1g01822	A1	3110	767	aAutosome	aAutosome	NON	NON	6.73621	3110	2777.99	1809	6.13081
MvSl-1064-A1-R4_MC01-1g01823	A1	2075	671	aAutosome	aAutosome	NON	NON	6.96952	2075	1742.99	2467	11.4214
MvSl-1064-A1-R4_MC01-1g01824	A1	1150	256	aAutosome	aAutosome	NON	NON	7.50493	1150	817.991	3241	35.2893
MvSl-1064-A1-R4_MC01-1g01826	A1	2730	834	aAutosome	aAutosome	NON	NON	1.63916	2730	2397.99	65	0.201475
MvSl-1064-A1-R4_MC01-1g01827	A1	995	278	aAutosome	aAutosome	NON	NON	3.58755	995	662.991	274.281	2.90776
MvSl-1064-A1-R4_MC01-1g01828	A1	846	238	aAutosome	aAutosome	NON	NON	5.43512	846	516.473	794.61	13.2285
MvSl-1064-A1-R4_MC01-1g01834	A1	2373	662	aAutosome	aAutosome	NON	NON	0.821665	2373	2040.99	26	0.1324
MvSl-1064-A1-R4_MC01-1g01840	A1	2857	723	aAutosome	aAutosome	NON	NON	3.95641	2857	2524.99	344	0.983295
MvSl-1064-A1-R4_MC01-1g01841	A1	2817	846	aAutosome	aAutosome	NON	NON	5.83202	2817	2484.99	1090	3.63651
MvSl-1064-A1-R4_MC01-1g01843	A1	2586	626	aAutosome	aAutosome	NON	NON	0.025355	2586	2253.99	10	0.0736645
MvSl-1064-A1-R4_MC01-1g01844	A1	1780	228	aAutosome	aAutosome	NON	NON	4.98398	1780	1447.99	411	3.70762
MvSl-1064-A1-R4_MC01-1g01845	A1	1339	309	aAutosome	aAutosome	NON	NON	6.4692	1339	1006.99	1581	13.9787
MvSl-1064-A1-R4_MC01-1g01846	A1	7365	2252	aAutosome	aAutosome	NON	NON	7.75854	7365	7032.99	3690	4.92074
MvSl-1064-A1-R4_MC01-1g01849	A1	3677	1087	aAutosome	aAutosome	NON	NON	7.53364	3677	3344.99	3131	8.85807
MvSl-1064-A1-R4_MC01-1g01850	A1	1364	362	aAutosome	aAutosome	NON	NON	3.63684	1364	1031.99	190	1.94003
MvSl-1064-A1-R4_MC01-1g01851	A1	3327	1004	aAutosome	aAutosome	NON	NON	6.31278	3327	2994.99	1478	4.21365
MvSl-1064-A1-R4_MC01-1g01852	A1	1318	298	aAutosome	aAutosome	NON	NON	5.89167	1318	985.991	1039	9.57388
MvSl-1064-A1-R4_MC01-1g01853	A1	1790	515	aAutosome	aAutosome	NON	NON	6.28042	1790	1457.99	1425	8.46229
MvSl-1064-A1-R4_MC01-1g01854	A1	3391	958	aAutosome	aAutosome	NON	NON	2.52239	3391	3058.99	135	0.301092
MvSl-1064-A1-R4_MC01-1g01855	A1	3262	769	aAutosome	aAutosome	NON	NON	7.22927	3262	2929.99	2679	8.1479
MvSl-1064-A1-R4_MC01-1g01856	A1	689	129	aAutosome	aAutosome	NON	NON	6.978	689	366.54	2194	54.312
MvSl-1064-A1-R4_MC01-1g01857	A1	3009	884	aAutosome	aAutosome	NON	NON	3.6081	3009	2676.99	238	0.718491
MvSl-1064-A1-R4_MC01-1g01858	A1	613	140	aAutosome	aAutosome	NON	NON	3.35262	613	298.289	134	5.66313
MvSl-1064-A1-R4_MC01-1g01859	A1	6807	2164	aAutosome	aAutosome	NON	NON	8.35072	6807	6474.99	6523	8.02206
MvSl-1064-A1-R4_MC01-1g01860	A1	1323	347	aAutosome	aAutosome	NON	NON	5.96836	1323	990.991	1061	10.0773
MvSl-1064-A1-R4_MC01-1g01861	A1	4129	1326	aAutosome	aAutosome	NON	NON	8.41234	4129	3796.99	6779	14.2721
MvSl-1064-A1-R4_MC01-1g01862	A1	696	147	aAutosome	aAutosome	NON	NON	7.794	696	373.012	4214	93.6928
