gida2	cdsa2	prota2	reversecdsa2	cdsa2expest	bPARt8	youngold	DE	haploid
MvSl-1064-A2-R4_A2g00185	288	95	285	1.010526316	Black	OldStrata	Up	A2
MvSl-1064-A2-R4_A2g00153	3624	1207	3621	1.0008285	Black	OldStrata	NON	A2
MvSl-1064-A2-R4_A2g00154	1416	471	1413	1.002123142	Black	OldStrata	Down	A2
MvSl-1064-A2-R4_A2g00821	1833	610	1830	1.001639344	Black	OldStrata	Up	A2
MvSl-1064-A2-R4_A2g00822	660	219	657	1.00456621	Black	OldStrata	NON	A2
MvSl-1064-A2-R4_A2g01323	3669	1222	3666	1.000818331	Black	OldStrata	Up	A2
MvSl-1064-A2-R4_A2g01322	1470	489	1467	1.00204499	Black	OldStrata	Up	A2
MvSl-1064-A2-R4_A2g01151	4935	1644	4932	1.000608273	Blue	OldStrata	NON	A2
MvSl-1064-A2-R4_A2g01152	504	167	501	1.005988024	Blue	OldStrata	Down	A2
MvSl-1064-A2-R4_A2g01753	2220	739	2217	1.00135318	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01754	1683	560	1680	1.001785714	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01757	1539	512	1536	1.001953125	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01758	2682	893	2679	1.001119821	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01759	240	79	237	1.012658228	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01760	3006	1001	3003	1.000999001	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01763	2385	794	2382	1.001259446	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01764	1257	418	1254	1.002392344	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01766	1479	492	1476	1.00203252	bPAR	bPAR	Down	A2
MvSl-1064-A2-R4_A2g01767	354	117	351	1.008547009	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01768	420	139	417	1.007194245	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01769	459	152	456	1.006578947	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01770	519	172	516	1.005813953	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01771	2340	779	2337	1.001283697	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01773	1077	358	1074	1.002793296	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01774	1068	355	1065	1.002816901	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01775	1191	396	1188	1.002525253	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01778	468	155	465	1.006451613	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01779	2928	975	2925	1.001025641	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01780	1203	400	1200	1.0025	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01781	1740	579	1737	1.001727116	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01782	126	41	123	1.024390244	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01783	2136	711	2133	1.00140647	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01784	1581	526	1578	1.001901141	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01785	1047	348	1044	1.002873563	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01786	819	272	816	1.003676471	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01787	363	120	360	1.008333333	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01788	195	64	192	1.015625	bPAR	bPAR	Down	A2
MvSl-1064-A2-R4_A2g01789	2016	671	2013	1.001490313	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01790	2286	761	2283	1.00131406	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01798	1659	552	1656	1.001811594	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01799	2709	902	2706	1.001108647	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01800	2262	753	2259	1.001328021	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01801	3777	1258	3774	1.000794913	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01802	405	134	402	1.007462687	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01807	2727	908	2724	1.001101322	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01808	1080	359	1077	1.002785515	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01809	225	74	222	1.013513514	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01810	693	230	690	1.004347826	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01811	756	251	753	1.003984064	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01813	3129	1042	3126	1.000959693	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01814	1065	354	1062	1.002824859	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01815	4773	1590	4770	1.000628931	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01817	174	57	171	1.01754386	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01818	846	281	843	1.003558719	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01821	1140	379	1137	1.002638522	bPAR	bPAR	Up	A2
MvSl-1064-A2-R4_A2g01822	2718	905	2715	1.001104972	bPAR	bPAR	NON	A2
MvSl-1064-A2-R4_A2g01828	210	69	207	1.014492754	bPAR	bPAR	Down	A2
MvSl-1064-A2-R4_MC06-1g07117	3588	1195	3585	1.00083682	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g01978	2526	841	2523	1.001189061	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g01979	153	50	150	1.02	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g01980	1848	615	1845	1.001626016	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g01982	2289	762	2286	1.001312336	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g01983	165	54	162	1.018518519	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g01984	1668	555	1665	1.001801802	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g01985	360	119	357	1.008403361	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g01986	2313	770	2310	1.001298701	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g01988	432	143	429	1.006993007	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g01989	1227	408	1224	1.00245098	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g01990	732	243	729	1.004115226	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g01991	642	213	639	1.004694836	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g01992	4725	1574	4722	1.000635324	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g01993	876	291	873	1.003436426	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g01994	2346	781	2343	1.00128041	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g01997	273	90	270	1.011111111	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g01998	1218	405	1215	1.002469136	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g01999	285	94	282	1.010638298	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02000	2346	781	2343	1.00128041	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02001	2040	679	2037	1.001472754	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02006	1815	604	1812	1.001655629	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02007	3282	1093	3279	1.000914913	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02008	1020	339	1017	1.002949853	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02009	2649	882	2646	1.001133787	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02010	2745	914	2742	1.001094092	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02011	1143	380	1140	1.002631579	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02012	2433	810	2430	1.001234568	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02015	2151	716	2148	1.001396648	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02016	1257	418	1254	1.002392344	Auto	Auto	Up	A2
MvSl-1064-A2-R4_MC01g02018	399	132	396	1.007575758	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02019	600	199	597	1.005025126	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02020	429	142	426	1.007042254	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02021	291	96	288	1.010416667	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC01g02022	2031	676	2028	1.00147929	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02024	762	253	759	1.003952569	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02025	1536	511	1533	1.001956947	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02026	276	91	273	1.010989011	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02027	438	145	435	1.006896552	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02029	714	237	711	1.004219409	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02031	2586	861	2583	1.00116144	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02032	4608	1535	4605	1.000651466	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02033	207	68	204	1.014705882	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02034	594	197	591	1.005076142	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02035	909	302	906	1.003311258	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02036	942	313	939	1.003194888	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02037	1209	402	1206	1.002487562	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02047	1551	516	1548	1.001937984	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02048	1650	549	1647	1.001821494	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02049	5970	1989	5967	1.000502765	Auto	Auto	Up	A2
MvSl-1064-A2-R4_MC01g02050	1377	458	1374	1.002183406	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02051	837	278	834	1.003597122	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02052	942	313	939	1.003194888	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02057	828	275	825	1.003636364	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02059	1317	438	1314	1.002283105	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02060	1488	495	1485	1.002020202	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02061	762	253	759	1.003952569	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02063	2070	689	2067	1.001451379	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02064	1347	448	1344	1.002232143	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC01g02066	270	89	267	1.011235955	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02067	279	92	276	1.010869565	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02069	4152	1383	4149	1.000723066	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02070	2379	792	2376	1.001262626	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02071	1641	546	1638	1.001831502	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02072	507	168	504	1.005952381	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02073	2607	868	2604	1.001152074	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02075	1221	406	1218	1.002463054	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02077	1428	475	1425	1.002105263	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02078	1110	369	1107	1.002710027	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02079	393	130	390	1.007692308	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02080	957	318	954	1.003144654	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02081	534	177	531	1.005649718	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02082	4032	1343	4029	1.000744602	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02083	4686	1561	4683	1.000640615	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02084	867	288	864	1.003472222	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02085	3771	1256	3768	1.000796178	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02086	1236	411	1233	1.00243309	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02087	3504	1167	3501	1.000856898	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02089	1593	530	1590	1.001886792	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02090	828	275	825	1.003636364	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02091	390	129	387	1.007751938	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02092	1728	575	1725	1.00173913	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02093	1911	636	1908	1.001572327	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02094	3222	1073	3219	1.000931966	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02095	2106	701	2103	1.001426534	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02097	1530	509	1527	1.001964637	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02098	2100	699	2097	1.001430615	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02099	1389	462	1386	1.002164502	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02100	2364	787	2361	1.001270648	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02101	891	296	888	1.003378378	Auto	Auto	Up	A2
MvSl-1064-A2-R4_MC01g02102	1113	370	1110	1.002702703	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02103	2304	767	2301	1.001303781	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02104	2016	671	2013	1.001490313	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC01g02105	771	256	768	1.00390625	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02107	2505	834	2502	1.001199041	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02108	837	278	834	1.003597122	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02109	717	238	714	1.004201681	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02115	1989	662	1986	1.001510574	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02121	2172	723	2169	1.001383126	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02122	2541	846	2538	1.001182033	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02124	1881	626	1878	1.001597444	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02125	687	228	684	1.004385965	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02126	930	309	927	1.003236246	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02127	6759	2252	6756	1.00044405	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02130	3264	1087	3261	1.000919963	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02131	1089	362	1086	1.002762431	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02132	3015	1004	3012	1.000996016	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02133	897	298	894	1.003355705	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02134	1548	515	1545	1.001941748	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02135	2877	958	2874	1.001043841	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02136	2310	769	2307	1.00130039	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02137	390	129	387	1.007751938	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02138	2655	884	2652	1.001131222	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02139	423	140	420	1.007142857	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02140	6495	2164	6492	1.000462107	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02141	1044	347	1041	1.002881844	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02142	3981	1326	3978	1.000754148	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02143	444	147	441	1.006802721	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02144	3045	1014	3042	1.000986193	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02145	1014	337	1011	1.002967359	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02146	675	224	672	1.004464286	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02148	1746	581	1743	1.00172117	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02149	1320	439	1317	1.002277904	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02150	1968	655	1965	1.001526718	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02151	2400	799	2397	1.001251564	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02152	888	295	885	1.003389831	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02153	444	147	441	1.006802721	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02154	1575	524	1572	1.001908397	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02155	1779	592	1776	1.001689189	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02156	1398	465	1395	1.002150538	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02157	645	214	642	1.004672897	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02158	1002	333	999	1.003003003	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02159	888	295	885	1.003389831	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02160	1263	420	1260	1.002380952	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02161	666	221	663	1.004524887	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02162	1776	591	1773	1.001692047	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02163	4323	1440	4320	1.000694444	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02164	657	218	654	1.004587156	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02165	2697	898	2694	1.001113586	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02166	1008	335	1005	1.002985075	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02167	8034	2677	8031	1.000373552	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02168	2751	916	2748	1.001091703	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02169	540	179	537	1.005586592	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02170	1164	387	1161	1.002583979	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02171	4092	1363	4089	1.000733676	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02172	2085	694	2082	1.001440922	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02173	2760	919	2757	1.001088139	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02174	3354	1117	3351	1.000895255	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02175	1494	497	1491	1.002012072	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02176	534	177	531	1.005649718	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02177	3066	1021	3063	1.000979432	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02178	3540	1179	3537	1.000848176	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02179	255	84	252	1.011904762	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02180	963	320	960	1.003125	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02181	1482	493	1479	1.002028398	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02182	1911	636	1908	1.001572327	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02183	1365	454	1362	1.002202643	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02184	954	317	951	1.003154574	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC01g02185	1017	338	1014	1.00295858	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02186	3648	1215	3645	1.000823045	Auto	Auto	Up	A2
MvSl-1064-A2-R4_MC01g02187	2781	926	2778	1.001079914	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02188	3279	1092	3276	1.000915751	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02190	570	189	567	1.005291005	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02191	228	75	225	1.013333333	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02192	1299	432	1296	1.002314815	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC01g02193	1008	335	1005	1.002985075	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02194	3222	1073	3219	1.000931966	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02196	2112	703	2109	1.001422475	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02197	2661	886	2658	1.001128668	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02199	3315	1104	3312	1.000905797	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02200	912	303	909	1.00330033	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02202	1779	592	1776	1.001689189	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC01g02203	2346	781	2343	1.00128041	Auto	Auto	Up	A2
MvSl-1064-A2-R4_MC01g02204	1191	396	1188	1.002525253	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02205	1947	648	1944	1.00154321	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02206	2772	923	2769	1.001083424	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02207	1545	514	1542	1.001945525	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC01g02208	4920	1639	4917	1.000610128	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02209	3156	1051	3153	1.000951475	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02212	738	245	735	1.004081633	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02213	2838	945	2835	1.001058201	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02214	2025	674	2022	1.00148368	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02215	2478	825	2475	1.001212121	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02216	1872	623	1869	1.001605136	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02217	1497	498	1494	1.002008032	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02218	153	50	150	1.02	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02219	1038	345	1035	1.002898551	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02220	1335	444	1332	1.002252252	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02221	531	176	528	1.005681818	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02222	1296	431	1293	1.002320186	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02223	654	217	651	1.004608295	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02224	1542	513	1539	1.001949318	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02225	2070	689	2067	1.001451379	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02226	3231	1076	3228	1.000929368	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02227	1293	430	1290	1.002325581	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02228	597	198	594	1.005050505	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02229	1818	605	1815	1.001652893	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02230	897	298	894	1.003355705	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02231	3618	1205	3615	1.000829876	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02232	3519	1172	3516	1.000853242	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02233	987	328	984	1.00304878	Auto	Auto	Up	A2
MvSl-1064-A2-R4_MC01g02234	675	224	672	1.004464286	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02235	2256	751	2253	1.001331558	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02236	297	98	294	1.010204082	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02237	399	132	396	1.007575758	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC01g02238	921	306	918	1.003267974	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC01g02239	2601	866	2598	1.001154734	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02240	1548	515	1545	1.001941748	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02241	762	253	759	1.003952569	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02242	165	54	162	1.018518519	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02243	1275	424	1272	1.002358491	Auto	Auto	Up	A2
MvSl-1064-A2-R4_MC01g02244	264	87	261	1.011494253	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02245	276	91	273	1.010989011	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02246	633	210	630	1.004761905	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02247	2091	696	2088	1.001436782	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02248	1623	540	1620	1.001851852	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02249	885	294	882	1.003401361	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02250	2313	770	2310	1.001298701	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02251	624	207	621	1.004830918	Auto	Auto	Down	A2
MvSl-1064-A2-R4_MC01g02252	141	46	138	1.02173913	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02253	5895	1964	5892	1.000509165	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02254	384	127	381	1.007874016	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02255	4575	1524	4572	1.000656168	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02256	2535	844	2532	1.001184834	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02259	231	76	228	1.013157895	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02263	348	115	345	1.008695652	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02264	318	105	315	1.00952381	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02265	900	299	897	1.003344482	Auto	Auto	NON	A2
MvSl-1064-A2-R4_MC01g02266	1569	522	1566	1.001915709	Auto	Auto	Up	A2
MvSl-1064-A2-R4_MC01g02267	366	121	363	1.008264463	Auto	Auto	NON	A2
