gida2	cdsa2	prota2	reversecdsa2	cdsa2expest	gida1	cdsa1	prota1	reversecdsa1	cdsa1expest	cdsratioa1a2	protratioa1a2	bPARt8	youngold	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE
MvSl-1064-A2-R4_MC06-2g07736	2754	590	1770	1.555932203	MvSl-1064-A1-R4_MC06g07471	2754	590	1770	1.555932203	1.000	1.000	Auto	Auto	1589579	1590278	2.987044207	-1.298926129	0.000163886	0.005797241	2.294991104	2.101353244	3.167012106	3.742104036	Down
MvSl-1064-A2-R4_MC04-1g06077	956	171	513	1.863547758	MvSl-1064-A1-R4_MC04-1g05801	956	171	513	1.863547758	1.000	1.000	Auto	Auto	1257323	1259951	4.020663964	-1.295909989	0.000171744	0.006011067	2.639026841	3.652751326	4.597723768	4.441158103	Down
MvSl-1064-A2-R4_MC02g04275	1687	440	1320	1.278030303	MvSl-1064-A1-R4_MC02g03997	1687	440	1320	1.278030303	1.000	1.000	Auto	Auto	1970779	1972233	1.375793009	-1.295745214	0.002988067	0.064527851	0.392589324	0.793813078	1.517070891	2.123879492	Down
MvSl-1064-A2-R4_MC07g08116	672	124	372	1.806451613	MvSl-1064-A1-R4_MC07g07851	672	124	372	1.806451613	1.000	1.000	Auto	Auto	766132	767244	2.112106573	-1.295568489	0.002010735	0.046927622	1.636974197	0.954753039	2.182488695	2.921749114	Down
MvSl-1064-A2-R4_MC11g10492	769	201	603	1.275290216	MvSl-1064-A1-R4_MC11g10231	769	201	603	1.275290216	1.000	1.000	Auto	Auto	186103	188903	1.992041364	-1.287124297	0.000532601	0.015857708	1.179066455	1.26218765	2.396341294	2.549619522	Down
MvSl-1064-A2-R4_MC06-2g07355	5251	1498	4494	1.168446818	MvSl-1064-A1-R4_MC06g07090	5251	1498	4494	1.168446818	1.000	1.000	Auto	Auto	669452	670975	0.636630672	-1.285412945	0.007356311	0.126411899	0.139195447	-0.392490783	1.212952527	0.967707292	Down
MvSl-1064-A2-R4_MC11g10856	2114	531	1593	1.327055869	MvSl-1064-A1-R4_MC11g10592	2114	531	1593	1.327055869	1.000	1.000	Auto	Auto	1080127	1081306	7.849317655	-1.283506954	0.002942139	0.063998659	6.039009987	7.664289535	8.752059941	7.797530445	Down
MvSl-1064-A2-R4_MC04-1g06134	2688	859	2577	1.043073341	MvSl-1064-A1-R4_MC04-1g05858	2688	859	2577	1.043073341	1.000	1.000	Auto	Auto	1379179	1380269	4.943722722	-1.283344825	1.22E-07	7.42E-06	4.05228433	4.268873817	5.455725201	5.431889558	Down
MvSl-1064-A2-R4_MC01g03295	2113	584	1752	1.206050228	MvSl-1064-A1-R4_MC01-2g03013	2113	584	1752	1.206050228	1.000	1.000	Auto	Auto	2677194	2678216	0.011110844	-1.275479618	0.024303003	0.285537306	-0.451579696	-0.982600945	0.005043494	0.789971317	Down
MvSl-1064-A2-R4_MC02g04387	354	117	351	1.008547009	MvSl-1064-A1-R4_MC02g04109	354	117	351	1.008547009	1.000	1.000	Auto	Auto	2261251	2262287	3.886993464	-1.274349691	5.69E-05	0.002371315	3.31173618	2.889712255	4.099422929	4.616713883	Down
MvSl-1064-A2-R4_MC09g09654	1326	357	1071	1.238095238	MvSl-1064-A1-R4_MC09-2g09380	1326	357	1071	1.238095238	1.000	1.000	Auto	Auto	1174572	1177521	4.935196752	-1.271405934	2.50E-05	0.001142797	4.316212987	3.995770712	4.956906462	5.78850885	Down
MvSl-1064-A2-R4_MC04-2g06323	1643	404	1212	1.355610561	MvSl-1064-A1-R4_MC04-1g06041	1643	404	1212	1.355610561	1.000	1.000	Auto	Auto	1809294	1812293	5.231805074	-1.26793515	2.48E-07	1.47E-05	4.667824029	4.226140736	5.811777792	5.639019769	Down
MvSl-1064-A2-R4_MC13g11677	318	105	315	1.00952381	MvSl-1064-A1-R4_MC13g11416	318	105	315	1.00952381	1.000	1.000	Auto	Auto	312829	313365	1.708949175	-1.267204856	0.001724591	0.041885596	0.704812036	1.166807851	1.998333186	2.345978909	Down
MvSl-1064-A2-R4_MC11g10612	1581	434	1302	1.214285714	MvSl-1064-A1-R4_MC11g10351	1581	434	1302	1.214285714	1.000	1.000	Auto	Auto	464760	467355	6.251563704	-1.266522396	0.003481333	0.072221532	4.45829212	6.077065419	7.20027686	6.087742929	Down
MvSl-1064-A2-R4_MC01g03035	156	51	153	1.019607843	MvSl-1064-A1-R4_MC01-1g02753	156	51	153	1.019607843	1.000	1.000	Auto	Auto	2038956	2039464	3.324489581	-1.258569734	0.000108666	0.004074743	2.563628825	2.567520039	3.537429518	4.041233484	Down
MvSl-1064-A2-R4_MC02g04200	2763	778	2334	1.183804627	MvSl-1064-A1-R4_MC02g03922	2763	778	2334	1.183804627	1.000	1.000	Auto	Auto	1791625	1791813	4.347987051	-1.256186019	0.000104907	0.003966975	3.967070113	3.07625342	4.68421123	4.978017532	Down
MvSl-1064-A2-R4_MC06-2g07456	5229	776	2328	2.246134021	MvSl-1064-A1-R4_MC06g07191	5229	776	2328	2.246134021	1.000	1.000	Auto	Auto	918292	919338	5.231293964	-1.25491873	4.25E-05	0.001823967	4.584449538	4.350720432	5.153458388	6.131316837	Down
MvSl-1064-A2-R4_A2g00122	684	113	339	2.017699115	MvSl-1064-A1-R4_A1g00112	620	107	321	1.931464174	0.906	0.947	Green	ColorStrata	240393	243364	3.023105628	-1.252850822	0.000476871	0.014438235	2.62673098	1.796069305	3.383006776	3.619741093	Down
MvSl-1064-A2-R4_MC01g02184	1451	317	951	1.525762355	MvSl-1064-A1-R4_MC01-1g01903	1451	317	951	1.525762355	1.000	1.000	Auto	Auto	263259	265900	0.330694921	-1.243948796	0.017204147	0.228082201	-0.350879619	-0.392490783	1.095444864	0.351243905	Down
MvSl-1064-A2-R4_MC03g05100	189	62	186	1.016129032	MvSl-1064-A1-R4_MC03g04822	189	62	186	1.016129032	1.000	1.000	Auto	Auto	1397744	1399296	0.944158573	-1.241735059	0.010659536	0.164726757	0.657244997	-0.392490783	1.212952527	1.562262558	Down
MvSl-1064-A2-R4_MC03g05156	3864	1242	3726	1.037037037	MvSl-1064-A1-R4_MC03g04878	3864	1242	3726	1.037037037	1.000	1.000	Auto	Auto	1530511	1536809	0.679309879	-1.236357185	0.009770212	0.154427937	-0.451579696	0.28942985	1.064509097	1.184658705	Down
MvSl-1064-A2-R4_MC07g07865	1366	345	1035	1.319806763	MvSl-1064-A1-R4_MC07g07600	1366	345	1035	1.319806763	1.000	1.000	Auto	Auto	181738	182867	1.150041672	-1.234847239	0.006474516	0.114221679	0.504341425	0.348579756	1.212952527	1.9142776	Down
MvSl-1064-A2-R4_MC13g11635	309	102	306	1.009803922	MvSl-1064-A1-R4_MC13g11374	309	102	306	1.009803922	1.000	1.000	Auto	Auto	206752	207117	0.044922715	-1.233028334	0.023880599	0.283467456	-0.559839611	-0.716990412	0.129830326	0.751636887	Down
MvSl-1064-A2-R4_MC06-2g07685	273	90	270	1.011111111	MvSl-1064-A1-R4_MC06g07420	273	90	270	1.011111111	1.000	1.000	Auto	Auto	1481630	1481950	2.573197835	-1.214773204	0.000732493	0.02083	1.61224131	2.048818249	2.814056534	3.238251998	Down
MvSl-1064-A2-R4_MC10g10090	354	117	351	1.008547009	MvSl-1064-A1-R4_MC10-1g09823	354	117	351	1.008547009	1.000	1.000	Auto	Auto	311041	311226	0.546832521	-1.212720167	0.022687003	0.274717536	0.206836906	-0.600523601	0.450120158	1.373209518	Down
MvSl-1064-A2-R4_A2g00602	1242	384	1152	1.078125	MvSl-1064-A1-R4_A1g01135	1040	265	795	1.308176101	0.837	0.690	Black	OldStrata	1098507	1099824	6.611775105	-1.204929387	5.19E-10	4.38E-08	5.808054036	5.962216007	7.159687439	7.018733077	Down
MvSl-1064-A2-R4_MC07g08100	414	62	186	2.225806452	MvSl-1064-A1-R4_MC07g07835	414	62	186	2.225806452	1.000	1.000	Auto	Auto	738016	738171	1.998643858	-1.200994841	0.002125	0.04908313	1.454217731	1.099527591	2.182488695	2.687999607	Down
MvSl-1064-A2-R4_MC01g03287	4178	1254	3762	1.110579479	MvSl-1064-A1-R4_MC01-2g03005	4178	1247	3741	1.116813686	1.000	0.994	Auto	Auto	2655535	2656816	7.545723256	-1.193110621	7.73E-07	4.25E-05	7.01277273	6.619172148	7.746457515	8.252856004	Down
MvSl-1064-A2-R4_MC09g09781	186	61	183	1.016393443	MvSl-1064-A1-R4_MC09-2g09507	186	61	183	1.016393443	1.000	1.000	Auto	Auto	1487505	1489480	2.319555989	-1.16721351	0.001629208	0.039784631	1.79916092	1.435888721	2.526897608	2.98094086	Down
MvSl-1064-A2-R4_MC02g04502	1814	424	1272	1.426100629	MvSl-1064-A1-R4_MC02g04224	1814	424	1272	1.426100629	1.000	1.000	Auto	Auto	2555603	2555884	5.302031428	-1.164988822	0.000405132	0.012519963	5.008335009	4.045775561	5.357055376	6.086780899	Down
MvSl-1064-A2-R4_A2g01152	840	167	501	1.676646707	MvSl-1064-A1-R4_A1g01432	841	167	501	1.678642715	1.001	1.000	Blue	OldStrata	1872072	1874749	4.786658517	-1.159646231	2.85E-05	0.001257004	4.387179667	3.727076352	5.339395471	5.15366469	Down
MvSl-1064-A2-R4_MC05g06531	210	69	207	1.014492754	MvSl-1064-A1-R4_MC05-1g06258	210	69	207	1.014492754	1.000	1.000	Auto	Auto	144137	145430	3.601086318	-1.149648682	0.000172377	0.006011067	2.833457663	2.995279871	4.213097929	3.881767134	Down
MvSl-1064-A2-R4_A2g01579	312	103	309	1.009708738	MvSl-1064-A1-R4_A1g00923	312	103	309	1.009708738	1.000	1.000	Black	OldStrata	3044289	3046699	3.805110604	-1.149395277	0.000164305	0.005797241	3.357099967	2.839048453	4.22713419	4.295543186	Down
MvSl-1064-A2-R4_MC02g03748	641	163	489	1.310838446	MvSl-1064-A1-R4_MC02g03470	641	163	489	1.310838446	1.000	1.000	Auto	Auto	767990	769723	0.318355051	-1.147388882	0.043620388	0.410205575	-0.168391579	-0.492760713	-0.061645703	1.241090978	Down
MvSl-1064-A2-R4_MC10g09999	2407	578	1734	1.388119954	MvSl-1064-A1-R4_MC10-1g09732	2407	578	1734	1.388119954	1.000	1.000	Auto	Auto	203892	205308	4.661446028	-1.14378495	2.93E-05	0.001286153	3.85558323	4.09410511	4.82006334	5.366804087	Down
MvSl-1064-A2-R4_MC10g10389	2001	358	1074	1.863128492	MvSl-1064-A1-R4_MC10-2g10125	2001	358	1074	1.863128492	1.000	1.000	Auto	Auto	1	557	2.733106679	-1.143094912	0.001165377	0.030185287	2.19859622	1.89858543	2.904177145	3.414220388	Down
MvSl-1064-A2-R4_MC11g10851	1895	466	1398	1.355507868	MvSl-1064-A1-R4_MC11g10587	1895	466	1398	1.355507868	1.000	1.000	Auto	Auto	1070132	1072201	3.234569893	-1.136966871	0.0036352	0.074791859	2.975979006	1.975656489	3.318915466	3.976224633	Down
MvSl-1064-A2-R4_MC07g08225	2231	539	1617	1.379715523	MvSl-1064-A1-R4_MC07g07960	2231	539	1617	1.379715523	1.000	1.000	Auto	Auto	1045062	1045364	3.1024767	-1.136472196	0.002437226	0.055018695	2.589201833	2.248371186	3.021577117	3.93832734	Down
MvSl-1064-A2-R4_MC10g10244	551	137	411	1.340632603	MvSl-1064-A1-R4_MC10-2g09980	551	137	411	1.340632603	1.000	1.000	Auto	Auto	507694	508405	3.483726914	-1.133288885	0.000187545	0.00648949	2.885989102	2.732049082	3.854689765	4.009095196	Down
MvSl-1064-A2-R4_MC07g08343	1383	256	768	1.80078125	MvSl-1064-A1-R4_MC07g08078	1163	265	795	1.462893082	0.841	1.035	Auto	Auto	1327687	1330788	2.809785754	-1.131569712	0.000612663	0.017943431	2.02207773	2.248371186	3.152375506	3.351521898	Down
MvSl-1064-A2-R4_MC11g10509	1670	408	1224	1.364379085	MvSl-1064-A1-R4_MC11g10248	1670	408	1224	1.364379085	1.000	1.000	Auto	Auto	224902	225393	3.833287793	-1.123353197	9.59E-05	0.003687193	3.069795572	3.256934869	4.278586442	4.285515997	Down
MvSl-1064-A2-R4_A2g01555	6819	2123	6369	1.070654734	MvSl-1064-A1-R4_A1g01347	6825	2125	6375	1.070588235	1.001	1.001	Black	OldStrata	2916000	2917527	6.909300479	-1.100870441	3.61E-09	2.60E-07	6.319561498	6.190532239	7.29410493	7.416117366	Down
MvSl-1064-A2-R4_MC05g07048	1193	249	747	1.597054886	MvSl-1064-A1-R4_MC05-3g06784	1193	249	747	1.597054886	1.000	1.000	Auto	Auto	776854	777319	15.37794813	-1.096648928	0.049968391	0.438176828	14.66130271	14.79144224	15.68235388	15.95386231	Down
MvSl-1064-A2-R4_MC09g09754	387	79	237	1.632911392	MvSl-1064-A1-R4_MC09-2g09480	387	79	237	1.632911392	1.000	1.000	Auto	Auto	1418991	1422293	3.349868743	-1.095463393	0.003290891	0.069723314	2.975979006	2.367554365	3.299119394	4.152077424	Down
MvSl-1064-A2-R4_MC13g11975	192	63	189	1.015873016	MvSl-1064-A1-R4_MC13g11714	192	63	189	1.015873016	1.000	1.000	Auto	Auto	1024015	1025846	4.790430764	-1.092084012	6.97E-05	0.002812962	4.327652945	3.93434883	4.956906462	5.463363321	Down
MvSl-1064-A2-R4_MC04-1g05589	3197	704	2112	1.513731061	MvSl-1064-A1-R4_MC04-1g05312	3197	704	2112	1.513731061	1.000	1.000	Auto	Auto	62239	62406	2.048228329	-1.09159481	0.009769011	0.154427937	1.863450874	0.750607502	2.54941608	2.396544353	Down
MvSl-1064-A2-R4_MC07g07857	245	53	159	1.540880503	MvSl-1064-A1-R4_MC07g07592	245	53	159	1.540880503	1.000	1.000	Auto	Auto	161744	163781	3.169398761	-1.087076565	0.001587208	0.038864918	2.113034995	2.849324548	3.682014156	3.52063736	Down
MvSl-1064-A2-R4_MC14g12008	895	195	585	1.52991453	MvSl-1064-A1-R4_MC14g11747	895	195	585	1.52991453	1.000	1.000	Auto	Auto	54991	60113	1.789026391	-1.086578553	0.004265217	0.084613816	1.144984764	1.166807851	2.182488695	2.239198945	Down
MvSl-1064-A2-R4_MC12g11517	4223	1214	3642	1.159527732	MvSl-1064-A1-R4_MC12g11254	4223	1214	3642	1.159527732	1.000	1.000	Auto	Auto	1291983	1294261	0.735280523	-1.085820444	0.019607876	0.247941993	0.392589324	-0.210709988	1.212952527	1.064706382	Down
MvSl-1064-A2-R4_MC08-1g08712	183	60	180	1.016666667	MvSl-1064-A1-R4_MC08g08447	183	60	180	1.016666667	1.000	1.000	Auto	Auto	526662	529635	3.561405557	-1.084302529	0.00082421	0.02252002	3.157882092	2.640341333	3.799396199	4.170356444	Down
MvSl-1064-A2-R4_MC05g06723	1435	311	933	1.538049303	MvSl-1064-A1-R4_MC05-2g06449	1435	311	933	1.538049303	1.000	1.000	Auto	Auto	292352	292937	2.588958203	-1.082167865	0.003867794	0.078601297	2.130558006	1.752932264	2.625572905	3.325659117	Down
MvSl-1064-A2-R4_MC08-1g08764	704	145	435	1.618390805	MvSl-1064-A1-R4_MC08g08499	704	145	435	1.618390805	1.000	1.000	Auto	Auto	661972	662196	2.77790272	-1.077828079	0.003195172	0.068016931	1.661290212	2.503895416	3.279047906	3.130342936	Down
MvSl-1064-A2-R4_MC10g10228	815	137	411	1.98296837	MvSl-1064-A1-R4_MC10-2g09964	815	137	411	1.98296837	1.000	1.000	Auto	Auto	488997	489850	0.928405707	-1.076057688	0.022515077	0.273785779	0.657244997	-0.127744564	1.125731176	1.517270755	Down
MvSl-1064-A2-R4_MC14g12033	237	78	234	1.012820513	MvSl-1064-A1-R4_MC14g11772	237	78	234	1.012820513	1.000	1.000	Auto	Auto	118622	118777	3.283587862	-1.075764912	0.001164907	0.030185287	2.936674776	2.294226366	3.619535857	3.804291236	Down
MvSl-1064-A2-R4_MC10g10226	309	102	306	1.009803922	MvSl-1064-A1-R4_MC10-2g09962	309	102	306	1.009803922	1.000	1.000	Auto	Auto	486361	488599	2.916813048	-1.072933843	0.000979191	0.026232711	2.231448704	2.338668854	3.202966839	3.474307156	Down
MvSl-1064-A2-R4_MC01g02275	174	57	171	1.01754386	MvSl-1064-A1-R4_MC01-1g01994	174	57	171	1.01754386	1.000	1.000	Auto	Auto	377802	379627	1.174983631	-1.072374371	0.03757388	0.383091137	0.449547153	0.660109451	2.123677225	0.712255988	Down
MvSl-1064-A2-R4_MC03g04718	1932	390	1170	1.651282051	MvSl-1064-A1-R4_MC03g04440	1932	390	1170	1.651282051	1.000	1.000	Auto	Auto	472638	474004	8.04022073	-1.06154842	0.003978715	0.079770117	6.837139724	7.824892285	8.917678477	7.833533373	Down
MvSl-1064-A2-R4_MC09g09780	455	124	372	1.22311828	MvSl-1064-A1-R4_MC09-2g09506	455	124	372	1.22311828	1.000	1.000	Auto	Auto	1486130	1486630	3.437211533	-1.051461852	0.000933748	0.025281716	2.767785944	2.869659727	3.608854597	4.076553422	Down
MvSl-1064-A2-R4_MC11g10950	1385	226	678	2.042772861	MvSl-1064-A1-R4_MC11g10686	1385	226	678	2.042772861	1.000	1.000	Auto	Auto	1309164	1309865	1.728765109	-1.049439325	0.006871104	0.119570558	0.999986546	1.231089795	2.014609807	2.252986714	Down
MvSl-1064-A2-R4_A2g01788	195	64	192	1.015625	MvSl-1064-A1-R4_A1g01475	195	64	192	1.015625	1.000	1.000	bPAR	bPAR	3297186	3297380	0.204603705	-1.048319268	0.041290943	0.402822197	-0.256752132	-0.492760713	0.401436635	0.751636887	Down
MvSl-1064-A2-R4_MC03g05109	403	92	276	1.460144928	MvSl-1064-A1-R4_MC03g04831	403	92	276	1.460144928	1.000	1.000	Auto	Auto	1415907	1416257	3.569262851	-1.046440144	0.000595572	0.017532696	2.790010332	3.102265205	4.076347744	3.903784253	Down
MvSl-1064-A2-R4_MC11g10864	611	150	450	1.357777778	MvSl-1064-A1-R4_MC11g10600	611	150	450	1.357777778	1.000	1.000	Auto	Auto	1092026	1092792	0.93730762	-1.046074436	0.038050171	0.38575298	0.504341425	0.163316487	0.671575593	1.787384094	Down
MvSl-1064-A2-R4_MC03g05488	659	119	357	1.845938375	MvSl-1064-A1-R4_MC03g05211	659	119	357	1.845938375	1.000	1.000	Auto	Auto	2354134	2355953	0.560881871	-1.044533763	0.037154438	0.380312378	0.392589324	-0.600523601	1.064509097	0.827313457	Down
MvSl-1064-A2-R4_A2g00298	1525	460	1380	1.105072464	MvSl-1064-A1-R4_A1g00718	1526	460	1380	1.105797101	1.001	1.000	Black	OldStrata	646353	651020	5.220816347	-1.040016496	4.72E-05	0.002013732	4.430266347	4.768563686	5.868847683	5.384136111	Down
MvSl-1064-A2-R4_MC05g06799	711	179	537	1.324022346	MvSl-1064-A1-R4_MC05-3g06536	711	179	537	1.324022346	1.000	1.000	Auto	Auto	361221	361693	1.617664461	-1.037901397	0.011520749	0.172344376	1.307870713	0.660109451	1.89661761	2.138808691	Down
MvSl-1064-A2-R4_MC11g10937	526	131	393	1.338422392	MvSl-1064-A1-R4_MC11g10673	526	131	393	1.338422392	1.000	1.000	Auto	Auto	1282076	1282395	1.804734002	-1.03508595	0.008499988	0.139008933	1.179066455	1.231089795	1.94837163	2.433338323	Down
MvSl-1064-A2-R4_MC13g11678	321	106	318	1.009433962	MvSl-1064-A1-R4_MC13g11417	321	106	318	1.009433962	1.000	1.000	Auto	Auto	315684	315875	1.074493873	-1.034441511	0.020181085	0.252955083	0.750860674	0.163316487	1.321605842	1.605893578	Down
MvSl-1064-A2-R4_MC13g11889	2241	539	1617	1.385899814	MvSl-1064-A1-R4_MC13g11628	2241	539	1617	1.385899814	1.000	1.000	Auto	Auto	812588	813240	1.016060228	-1.031723874	0.034859373	0.362004286	0.608055998	0.227750757	0.827117886	1.824792399	Down
MvSl-1064-A2-R4_MC08-2g09043	886	280	840	1.054761905	MvSl-1064-A1-R4_MC08g08762	886	280	840	1.054761905	1.000	1.000	Auto	Auto	1274320	1277179	5.980757973	-1.02592204	8.41E-07	4.60E-05	5.418130622	5.338199531	6.241544474	6.548187485	Down
MvSl-1064-A2-R4_MC01g03051	1180	363	1089	1.083562902	MvSl-1064-A1-R4_MC01-1g02769	1180	363	1089	1.083562902	1.000	1.000	Auto	Auto	2085598	2091183	3.989329851	-1.025439061	0.00033331	0.010592652	3.41544799	3.361149143	4.244489629	4.554053564	Down
MvSl-1064-A2-R4_MC08-1g08763	1595	250	750	2.126666667	MvSl-1064-A1-R4_MC08g08498	1595	250	750	2.126666667	1.000	1.000	Auto	Auto	658631	661719	8.924701454	-1.020544368	0.000557002	0.016474748	8.076646536	8.538577761	9.584645425	9.060810892	Down
MvSl-1064-A2-R4_MC04-1g05830	258	85	255	1.011764706	MvSl-1064-A1-R4_MC04-1g05554	258	85	255	1.011764706	1.000	1.000	Auto	Auto	616658	619360	1.715424454	-1.020065088	0.01718301	0.228082201	1.481786447	0.660109451	1.842937708	2.345978909	Down
MvSl-1064-A2-R4_MC09g09420	934	217	651	1.434715822	MvSl-1064-A1-R4_MC09-2g09145	934	217	651	1.434715822	1.000	1.000	Auto	Auto	572801	573475	2.251124164	-1.0193109	0.005702786	0.10372771	1.39744767	1.878656708	2.785884781	2.515708541	Down
MvSl-1064-A2-R4_MC02g03607	1152	276	828	1.391304348	MvSl-1064-A1-R4_MC02g03327	1152	276	828	1.391304348	1.000	1.000	Auto	Auto	420251	421194	4.870936908	-1.013852949	0.000374427	0.011815548	3.866082	4.596231901	5.138682923	5.422769482	Down
MvSl-1064-A2-R4_MC06-2g07501	2275	515	1545	1.472491909	MvSl-1064-A1-R4_MC06g07236	2275	515	1545	1.472491909	1.000	1.000	Auto	Auto	1035312	1037678	9.380615654	-1.007938939	0.016369137	0.221267276	9.26372809	8.081245228	9.183456942	10.22785227	Down
MvSl-1064-A2-R4_MC03g05159	1436	437	1311	1.095347063	MvSl-1064-A1-R4_MC03g04881	1436	437	1311	1.095347063	1.000	1.000	Auto	Auto	1549596	1549969	2.295753224	-1.006091634	0.009370788	0.149166967	1.964617018	1.408352334	2.371280162	2.964275284	Down
MvSl-1064-A2-R4_MC12g11040	1559	451	1353	1.15225425	MvSl-1064-A1-R4_MC12g10777	1559	451	1353	1.15225425	1.000	1.000	Auto	Auto	100633	101499	7.012215509	-1.004995125	0.006151873	0.109174422	6.845785283	5.825764791	6.713539677	7.904043724	Down
MvSl-1064-A2-R4_MC12g11185	1364	319	957	1.425287356	MvSl-1064-A1-R4_MC12g10922	1364	319	957	1.425287356	1.000	1.000	Auto	Auto	464238	465376	2.703510823	-1.001894709	0.007686969	0.13047465	2.456547362	1.68570745	2.85078304	3.325659117	Down
MvSl-1064-A2-R4_MC03g04655	3108	828	2484	1.251207729	MvSl-1064-A1-R4_MC03g04377	3108	828	2484	1.251207729	1.000	1.000	Auto	Auto	323582	324840	1.83569132	-1.001865421	0.02314403	0.277108546	1.56146597	0.876526105	1.729186733	2.604424488	Down
MvSl-1064-A2-R4_MC14g12250	4577	983	2949	1.552051543	MvSl-1064-A1-R4_MC14g11989	4577	983	2949	1.552051543	1.000	1.000	Auto	Auto	615448	617996	0.911911906	-1.000314734	0.042393576	0.405743296	0.838770079	-0.392490783	1.240892591	1.347736043	Down
MvSl-1064-A2-R4_MC04-1g05868	1380	347	1041	1.325648415	MvSl-1064-A1-R4_MC04-1g05592	1380	347	1041	1.325648415	1.000	1.000	Auto	Auto	708158	709958	4.734569754	-0.996288457	5.74E-05	0.002372098	4.070556224	4.230078291	5.268209329	5.010847731	Down
MvSl-1064-A2-R4_MC11g10631	2487	750	2250	1.105333333	MvSl-1064-A1-R4_MC11g10369	2487	750	2250	1.105333333	1.000	1.000	Auto	Auto	517406	518087	5.199562052	-0.994428537	0.000152562	0.005425644	4.912827538	4.249606456	5.515564129	5.69942807	Down
MvSl-1064-A2-R4_MC04-1g05585	2179	699	2097	1.039103481	MvSl-1064-A1-R4_MC04-1g05308	2179	699	2097	1.039103481	1.000	1.000	Auto	Auto	56761	58056	4.296351659	-0.991829959	0.000237915	0.007861758	3.583916873	3.839595422	4.775389701	4.629982903	Down
MvSl-1064-A2-R4_MC02g03485	2261	634	1902	1.188748686	MvSl-1064-A1-R4_MC02g03205	2261	634	1902	1.188748686	1.000	1.000	Auto	Auto	113598	114750	6.172057437	-0.991142723	5.10E-06	0.000255473	5.502985633	5.677932506	6.335240591	6.794333089	Down
MvSl-1064-A2-R4_MC06-2g07379	362	89	267	1.355805243	MvSl-1064-A1-R4_MC06g07114	362	89	267	1.355805243	1.000	1.000	Auto	Auto	720197	722162	2.156956271	-0.979916096	0.012294363	0.180330735	1.754652066	1.408352334	2.182488695	2.841892762	Down
MvSl-1064-A2-R4_MC12g11268	296	53	159	1.86163522	MvSl-1064-A1-R4_MC12g11005	296	53	159	1.86163522	1.000	1.000	Auto	Auto	675446	678232	3.361085456	-0.978648637	0.003723651	0.076016775	3.042285572	2.490826715	3.497453138	3.984512752	Down
MvSl-1064-A2-R4_MC03g04979	2137	604	1812	1.179359823	MvSl-1064-A1-R4_MC03g04701	2137	604	1812	1.179359823	1.000	1.000	Auto	Auto	1096779	1098591	2.649664439	-0.978133415	0.006570921	0.11546783	2.231448704	1.918242612	2.727835202	3.305953151	Down
MvSl-1064-A2-R4_MC10g09994	222	73	219	1.01369863	MvSl-1064-A1-R4_MC10-1g09727	222	73	219	1.01369863	1.000	1.000	Auto	Auto	198465	198924	5.116737909	-0.974006106	2.66E-05	0.001193308	4.652743429	4.438418576	5.509834235	5.531411427	Down
MvSl-1064-A2-R4_MC04-1g05953	174	57	171	1.01754386	MvSl-1064-A1-R4_MC04-1g05677	174	57	171	1.01754386	1.000	1.000	Auto	Auto	921744	923465	5.435406001	-0.973325609	0.000702102	0.020038983	4.780336458	4.951397478	5.308373385	6.226982022	Down
MvSl-1064-A2-R4_MC11g10919	267	50	150	1.78	MvSl-1064-A1-R4_MC11g10655	267	50	150	1.78	1.000	1.000	Auto	Auto	1243910	1245635	0.797789758	-0.9715999	0.038425567	0.387271977	0.608055998	-0.210709988	1.125731176	1.213150749	Down
MvSl-1064-A2-R4_MC10g09996	295	81	243	1.21399177	MvSl-1064-A1-R4_MC10-1g09729	295	81	243	1.21399177	1.000	1.000	Auto	Auto	201208	202435	3.0029089	-0.970616227	0.002008153	0.046927622	2.442585572	2.437334896	3.395490318	3.401896783	Down
MvSl-1064-A2-R4_A2g00527	2613	674	2022	1.292284866	MvSl-1064-A1-R4_A1g01383	2593	678	2034	1.274827925	0.992	1.006	Black	OldStrata	914330	919259	6.100234915	-0.970293611	1.90E-06	0.000101103	5.486068927	5.58260104	6.344123031	6.648089509	Down
MvSl-1064-A2-R4_MC12g11055	1212	287	861	1.407665505	MvSl-1064-A1-R4_MC12g10792	1212	287	861	1.407665505	1.000	1.000	Auto	Auto	144581	145511	8.771770549	-0.968541633	0.000190083	0.00655201	8.077493796	8.327153887	9.271276126	9.074099695	Down
