gida1	part8	youngold	dndsa2	dna2	dsa2	DE	DE2	haploid
MvSl-1064-A1-R4_A1g01017	Purple	OldStrata	0.3599	0.0422	0.1172	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01154	Blue	OldStrata	0.1628	0.0329	0.2021	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01159	Blue	OldStrata	0.1817	0.0279	0.1537	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01160	Blue	OldStrata	0.1195	0.0203	0.1697	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01161	Blue	OldStrata	0.2691	0.0361	0.1342	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01173	Black	OldStrata	0.2465	0.0384	0.1559	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01189	Black	OldStrata	0.5125	0.0329	0.0643	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01219	Black	OldStrata	0.2849	0.0274	0.0962	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01227	Purple	OldStrata	0.3936	0.0228	0.058	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01252	Orange	ColorStrata	0.4355	0.0286	0.0657	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01271	Black	OldStrata	0.0782	0.0108	0.138	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01272	Black	OldStrata	0.0999	0.0143	0.143	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01317	Purple	OldStrata	0.2059	0.0154	0.0748	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01346	Black	OldStrata	0.1286	0.0173	0.1348	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01348	Black	OldStrata	0.3105	0.0429	0.138	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01350	Black	OldStrata	0.3932	0.0482	0.1225	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01351	Black	OldStrata	0.1033	0.0257	0.2484	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01366	Black	OldStrata	0.2646	0.0248	0.0936	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01367	Black	OldStrata	0.7971	0.0564	0.0708	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01368	Black	OldStrata	0.515	0.0426	0.0827	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01369	Black	OldStrata	0.2388	0.024	0.1004	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01388	Black	OldStrata	0.1577	0.0186	0.1177	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01392	Black	OldStrata	0.8258	0.0481	0.0582	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01393	Black	OldStrata	0.858	0.0579	0.0675	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01405	Black	OldStrata	0.3453	0.1053	0.3049	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01406	Black	OldStrata	0.3591	0.0963	0.2681	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01407	Black	OldStrata	0.1871	0.038	0.203	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01415	Black	OldStrata	0.1449	0.0053	0.0363	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01431	Blue	OldStrata	0.1392	0.0136	0.0979	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01440	bPAR	bPAR	0.154	0.0262	0.1702	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01441	bPAR	bPAR	0.3557	0.045	0.1264	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01444	bPAR	bPAR	0.0582	0.0126	0.2156	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01445	bPAR	bPAR	0.3843	0.0367	0.0955	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01446	bPAR	bPAR	0.7379	0.1538	0.2085	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01447	bPAR	bPAR	0.4234	0.0446	0.1053	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01450	bPAR	bPAR	0.2291	0.0324	0.1416	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01451	bPAR	bPAR	0.1593	0.0184	0.1156	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01453	bPAR	bPAR	0.0344	0.0086	0.2514	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01458	bPAR	bPAR	0.0562	0.0077	0.1365	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01460	bPAR	bPAR	0.2169	0.0414	0.1907	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01461	bPAR	bPAR	0.1783	0.0411	0.2305	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01462	bPAR	bPAR	0.1725	0.055	0.3186	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01468	bPAR	bPAR	0.5668	0.0844	0.1489	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01470	bPAR	bPAR	0.256	0.0475	0.1854	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01471	bPAR	bPAR	0.3502	0.0866	0.2474	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01472	bPAR	bPAR	0.2697	0.0592	0.2194	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01473	bPAR	bPAR	0.2055	0.0568	0.2765	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01476	bPAR	bPAR	0.4348	0.0752	0.1731	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01477	bPAR	bPAR	0.1519	0.0273	0.18	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01478	bPAR	bPAR	0.9883	0.3267	0.3306	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01484	bPAR	bPAR	0.8177	0.3053	0.3733	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01485	bPAR	bPAR	0.0719	0.0115	0.1596	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01486	bPAR	bPAR	0.3294	0.0689	0.2092	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01487	bPAR	bPAR	0.1798	0.0301	0.1673	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01488	bPAR	bPAR	0.1141	0.0426	0.3735	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01489	bPAR	bPAR	0.0524	0.0193	0.3686	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01497	bPAR	bPAR	0.1234	0.0255	0.2069	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01498	bPAR	bPAR	0.0676	0.0125	0.185	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01500	bPAR	bPAR	0.1517	0.0568	0.3742	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01501	bPAR	bPAR	0.0992	0.0416	0.4196	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01502	bPAR	bPAR	0.217	0.067	0.3089	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01508	bPAR	bPAR	0.1974	0.0743	0.3764	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01509	bPAR	bPAR	0.0145	0.0045	0.3132	NON	Neutral	A1
MvSl-1064-A1-R4_A1g01516	bPAR	bPAR	0.9574	0.485	0.5066	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01701	Auto	Auto	0.7868	0.0644	0.0819	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01709	Auto	Auto	0.1224	0.0255	0.2086	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01710	Auto	Auto	0.156	0.0901	0.5774	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01711	Auto	Auto	0.2401	0.0513	0.2138	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01712	Auto	Auto	0.084	0.0228	0.2712	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01713	Auto	Auto	0.3171	0.0753	0.2376	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01725	Auto	Auto	0.1434	0.0252	0.176	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01726	Auto	Auto	0.246	0.0404	0.1641	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01728	Auto	Auto	0.0327	0.0065	0.1996	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01729	Auto	Auto	0.4443	0.0687	0.1547	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01730	Auto	Auto	0.1396	0.023	0.1644	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01731	Auto	Auto	0.0479	0.0086	0.1787	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01734	Auto	Auto	0.2925	0.0446	0.1526	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01735	Auto	Auto	0.3528	0.0546	0.1548	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01743	Auto	Auto	0.172	0.0359	0.2087	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01744	Auto	Auto	0.1145	0.0152	0.1325	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01748	Auto	Auto	0.2902	0.0549	0.1891	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01751	Auto	Auto	0.2331	0.0658	0.2824	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01754	Auto	Auto	0.0785	0.0262	0.3337	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01755	Auto	Auto	0.1476	0.0805	0.5458	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01756	Auto	Auto	0.075	0.0185	0.2471	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01757	Auto	Auto	0.1453	0.0916	0.6308	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01760	Auto	Auto	0.1748	0.083	0.4748	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01766	Auto	Auto	0.1226	0.0257	0.2099	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01767	Auto	Auto	0.2116	0.0426	0.2011	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01768	Auto	Auto	0.1816	0.027	0.1487	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01769	Auto	Auto	0.1662	0.0463	0.2785	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01770	Auto	Auto	0.0255	0.0049	0.1933	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01771	Auto	Auto	0.064	0.0105	0.164	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01778	Auto	Auto	0.5097	0.093	0.1825	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01780	Auto	Auto	0.2982	0.0417	0.1398	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01782	Auto	Auto	0.3684	0.0501	0.1361	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01796	Auto	Auto	0.0785	0.0131	0.1672	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01797	Auto	Auto	0.442	0.0906	0.205	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01798	Auto	Auto	1.702	0.2319	0.1362	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01799	Auto	Auto	0.5147	0.1243	0.2415	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01800	Auto	Auto	0.0883	0.0228	0.2585	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01801	Auto	Auto	0.1207	0.0276	0.2284	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01802	Auto	Auto	0.1544	0.0285	0.1845	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01803	Auto	Auto	0.0225	0.0029	0.1278	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01804	Auto	Auto	0.0682	0.0139	0.2042	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01805	Auto	Auto	0.1204	0.0119	0.0987	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01806	Auto	Auto	0.2181	0.0316	0.1448	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01808	Auto	Auto	0.2828	0.0476	0.1681	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01809	Auto	Auto	0.0322	0.0047	0.147	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01810	Auto	Auto	0.3017	0.022	0.073	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01811	Auto	Auto	0.1794	0.0302	0.1687	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01812	Auto	Auto	0.1772	0.0194	0.1096	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01813	Auto	Auto	0.1252	0.021	0.1677	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01814	Auto	Auto	0.2339	0.0462	0.1974	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01816	Auto	Auto	0.1354	0.02	0.1474	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01817	Auto	Auto	0.0644	0.0117	0.1815	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01818	Auto	Auto	0.3353	0.0492	0.1467	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01819	Auto	Auto	0.3492	0.0455	0.1304	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01821	Auto	Auto	0.3573	0.0685	0.1916	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01822	Auto	Auto	0.0809	0.0142	0.1752	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01823	Auto	Auto	0.495	0.0718	0.145	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01824	Auto	Auto	0.2821	0.0223	0.0789	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01826	Auto	Auto	0.6073	0.0722	0.1189	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01834	Auto	Auto	0.2297	0.0298	0.1296	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01840	Auto	Auto	0.4626	0.0615	0.1329	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01841	Auto	Auto	0.2042	0.0254	0.1244	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01843	Auto	Auto	0.2629	0.0384	0.146	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01844	Auto	Auto	0.0365	0.0044	0.1208	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01845	Auto	Auto	0.0718	0.0103	0.1435	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01846	Auto	Auto	0.1918	0.024	0.1252	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01849	Auto	Auto	0.0746	0.0079	0.1064	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01850	Auto	Auto	0.1889	0.0211	0.1117	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01851	Auto	Auto	0.2043	0.0233	0.1142	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01852	Auto	Auto	0.1603	0.0321	0.2005	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01853	Auto	Auto	0.2492	0.0319	0.1279	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01854	Auto	Auto	0.2051	0.033	0.161	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01855	Auto	Auto	0.0659	0.0072	0.1089	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01856	Auto	Auto	0.001	0.0001	0.0648	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01857	Auto	Auto	0.7559	0.0777	0.1027	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01858	Auto	Auto	0.1547	0.0204	0.132	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01859	Auto	Auto	0.1325	0.0146	0.1101	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01860	Auto	Auto	0.2585	0.0253	0.0979	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01861	Auto	Auto	0.2229	0.0203	0.0911	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01862	Auto	Auto	0.1306	0.0208	0.1596	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01863	Auto	Auto	0.3444	0.0355	0.103	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01864	Auto	Auto	0.2516	0.056	0.2226	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01865	Auto	Auto	0.4804	0.0658	0.137	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01867	Auto	Auto	0.1844	0.0369	0.2001	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01868	Auto	Auto	0.3997	0.0669	0.1673	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01869	Auto	Auto	0.4008	0.0575	0.1435	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01870	Auto	Auto	0.0407	0.0051	0.1247	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01871	Auto	Auto	0.5038	0.0423	0.0839	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01872	Auto	Auto	0.0937	0.0228	0.2439	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01873	Auto	Auto	0.4013	0.036	0.0896	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01874	Auto	Auto	0.2329	0.0197	0.0846	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01875	Auto	Auto	0.3721	0.0285	0.0765	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01876	Auto	Auto	0.6912	0.0572	0.0827	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01877	Auto	Auto	0.1272	0.0181	0.1419	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01878	Auto	Auto	0.3309	0.0287	0.0868	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01879	Auto	Auto	0.3348	0.0315	0.0939	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01880	Auto	Auto	0.4689	0.0349	0.0744	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01881	Auto	Auto	0.1264	0.0123	0.0976	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01882	Auto	Auto	0.1705	0.0154	0.0904	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01883	Auto	Auto	0.157	0.0125	0.0798	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01885	Auto	Auto	0.4926	0.0531	0.1078	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01886	Auto	Auto	0.1757	0.0137	0.0781	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01887	Auto	Auto	0.357	0.0312	0.0875	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01889	Auto	Auto	0.1093	0.0093	0.0855	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01890	Auto	Auto	0.3118	0.0247	0.0794	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01891	Auto	Auto	0.3457	0.0324	0.0938	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01892	Auto	Auto	0.5101	0.0355	0.0696	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01893	Auto	Auto	0.3237	0.0196	0.0605	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01894	Auto	Auto	0.7899	0.0587	0.0743	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01895	Auto	Auto	0.2977	0.0461	0.1548	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01896	Auto	Auto	0.2837	0.0214	0.0753	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01897	Auto	Auto	0.3072	0.0246	0.0802	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01898	Auto	Auto	0.1251	0.0114	0.0914	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01899	Auto	Auto	0.0834	0.0046	0.0547	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01900	Auto	Auto	0.2057	0.0251	0.1222	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01901	Auto	Auto	0.4667	0.0322	0.0689	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01902	Auto	Auto	0.8234	0.0547	0.0664	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01903	Auto	Auto	0.1933	0.0158	0.0819	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01904	Auto	Auto	0.0459	0.0064	0.1406	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01905	Auto	Auto	0.1497	0.0147	0.0983	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01906	Auto	Auto	0.1569	0.0177	0.1128	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01907	Auto	Auto	0.2409	0.021	0.0872	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01912	Auto	Auto	0.0106	0.0013	0.1242	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01913	Auto	Auto	0.1321	0.0136	0.1029	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01915	Auto	Auto	0.1087	0.0134	0.1229	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01916	Auto	Auto	0.1307	0.012	0.0917	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01918	Auto	Auto	0.3665	0.0279	0.076	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01919	Auto	Auto	0.136	0.0105	0.0775	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01921	Auto	Auto	0.3809	0.018	0.0472	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01922	Auto	Auto	0.552	0.0411	0.0744	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01923	Auto	Auto	0.0612	0.0046	0.0755	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01924	Auto	Auto	0.1623	0.0142	0.0873	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01925	Auto	Auto	0.301	0.0202	0.067	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01926	Auto	Auto	0.6044	0.0584	0.0966	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01927	Auto	Auto	0.3197	0.0211	0.066	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01928	Auto	Auto	0.24	0.0266	0.1108	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01931	Auto	Auto	0.5092	0.034	0.0667	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01932	Auto	Auto	0.741	0.0583	0.0787	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01933	Auto	Auto	0.4935	0.044	0.0891	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01934	Auto	Auto	0.095	0.0114	0.1201	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01935	Auto	Auto	0.1123	0.009	0.08	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01936	Auto	Auto	0.6071	0.0369	0.0608	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01938	Auto	Auto	0.0595	0.0099	0.1664	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01939	Auto	Auto	0.1877	0.0165	0.0878	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01940	Auto	Auto	0.1003	0.023	0.2289	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01941	Auto	Auto	0.1259	0.0099	0.079	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01942	Auto	Auto	0.3323	0.0271	0.0817	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01943	Auto	Auto	0.3221	0.0287	0.0891	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01944	Auto	Auto	0.2183	0.0208	0.0953	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01945	Auto	Auto	0.1518	0.0163	0.1074	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01946	Auto	Auto	0.0782	0.0107	0.1362	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01947	Auto	Auto	0.2927	0.0278	0.0949	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01948	Auto	Auto	0.1791	0.0194	0.1086	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01949	Auto	Auto	0.2863	0.0333	0.1165	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01950	Auto	Auto	0.5912	0.0552	0.0935	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01951	Auto	Auto	0.1846	0.0189	0.1025	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01953	Auto	Auto	0.1132	0.0128	0.1129	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01954	Auto	Auto	0.2816	0.0191	0.0678	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01955	Auto	Auto	0.1851	0.0168	0.0905	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01957	Auto	Auto	0.2914	0.0283	0.097	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01958	Auto	Auto	0.2516	0.0179	0.0712	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01959	Auto	Auto	0.4469	0.0409	0.0915	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01960	Auto	Auto	0.9969	0.0506	0.0508	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01962	Auto	Auto	0.288	0.0235	0.0816	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01963	Auto	Auto	0.1845	0.0108	0.0588	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01964	Auto	Auto	0.8797	0.0775	0.0881	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01965	Auto	Auto	0.2902	0.0226	0.0778	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01966	Auto	Auto	0.2421	0.0261	0.108	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01967	Auto	Auto	0.0861	0.0047	0.0543	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01968	Auto	Auto	0.0365	0.0047	0.1289	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01969	Auto	Auto	0.0621	0.0087	0.1395	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01971	Auto	Auto	2.9769	0.0872	0.0293	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01972	Auto	Auto	0.3244	0.0262	0.0806	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01973	Auto	Auto	0.1577	0.0153	0.0972	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01974	Auto	Auto	0.3164	0.0232	0.0734	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01984	Auto	Auto	0.2059	0.0165	0.0799	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01985	Auto	Auto	0.2575	0.0225	0.0875	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01987	Auto	Auto	0.0985	0.0102	0.1031	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01988	Auto	Auto	0.1124	0.0114	0.1015	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01989	Auto	Auto	0.3498	0.0275	0.0786	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01990	Auto	Auto	0.82	0.0498	0.0608	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01995	Auto	Auto	0.3532	0.0219	0.0621	NON	Neutral	A1
MvSl-1064-A1-R4_MC01-1g01998	Auto	Auto	0.1202	0.0101	0.0842	NON	Neutral	A1
