gid	gname	chr	start	end	logCPM	logFC.MvSl.Mint	PV.MvSl.Mint	FDR.MvSl.Mint	MintM1	MintM2	MintM3	MvSlM1	MvSlM2
MinSal-1389-A1-17072018_C001g00209	MinSal-1389-A1-17072018_C010	bHD1	444967	445689	4.964406213	12.82282493	1.60E-105	1.63E-104	-2.638590112	-2.638590112	-2.638590112	6.226827131	6.146442621
MinSal-1389-A1-17072018_C001g00210	MinSal-1389-A1-17072018_C010	bHD1	449233	451465	5.118865499	4.05451818	5.78E-39	2.07E-38	1.771985595	2.82876794	1.620086444	6.337502092	6.136859272
MinSal-1389-A1-17072018_C001g00211	MinSal-1389-A1-17072018_C010	bHD1	460875	462343	10.00255459	-1.205664041	9.55E-07	1.49E-06	10.42423706	10.44252708	10.24734945	9.267535726	9.062504559
MinSal-1389-A1-17072018_C001g00214	MinSal-1389-A1-17072018_C010	bHD1	462731	463157	5.695810089	3.20731262	3.32E-50	1.40E-49	3.584443283	3.464052169	3.648732357	6.745445591	6.757146764
MinSal-1389-A1-17072018_C001g00216	MinSal-1389-A1-17072018_C010	bHD1	464649	466343	4.17686171	11.97454507	4.85E-57	2.29E-56	-2.638590112	-2.638590112	-2.638590112	5.631787229	4.976785103
MinSal-1389-A1-17072018_C001g00217	MinSal-1389-A1-17072018_C010	bHD1	473650	474493	2.887539384	10.53172675	1.15E-39	4.17E-39	-2.638590112	-2.638590112	-2.638590112	3.83670934	3.97554703
MinSal-1389-A1-17072018_C001g00218	MinSal-1389-A1-17072018_C010	bHD1	475707	476953	3.831183652	11.59615953	2.73E-33	9.02E-33	-2.638590112	-2.638590112	-2.638590112	4.186620854	5.467467265
MinSal-1389-A1-17072018_C001g00219	MinSal-1389-A1-17072018_C010	bHD1	477521	478834	4.055749248	11.84266294	1.54E-61	7.71E-61	-2.638590112	-2.638590112	-2.638590112	4.989019059	5.401766828
MinSal-1389-A1-17072018_C001g00220	MinSal-1389-A1-17072018_C010	bHD1	479317	480647	2.651266959	10.25950093	3.59E-36	1.24E-35	-2.638590112	-2.638590112	-2.638590112	3.644452085	3.632414299
MinSal-1389-A1-17072018_C001g00222	MinSal-1389-A1-17072018_C010	bHD1	483565	486222	7.350007233	-2.173857925	2.09E-22	5.60E-22	7.904034968	7.924465547	7.861088169	5.627891923	5.818634074
MinSal-1389-A1-17072018_C001g00224	MinSal-1389-A1-17072018_C010	bHD1	489266	490884	9.267597516	-1.713459002	7.96E-06	1.19E-05	10.07102657	10.10390505	8.594034043	7.861511607	8.173581583
MinSal-1389-A1-17072018_C001g00226	MinSal-1389-A1-17072018_C010	bHD1	495507	499090	6.645977094	1.438500872	1.89E-11	3.56E-11	5.887236	5.730446122	6.021981792	7.18121587	7.442684179
MinSal-1389-A1-17072018_C001g00227	MinSal-1389-A1-17072018_C010	bHD1	499262	500920	5.786607719	13.68624031	2.41E-132	5.74E-131	-2.638590112	-2.638590112	-2.638590112	6.987596063	7.108494154
MinSal-1389-A1-17072018_C001g00228	MinSal-1389-A1-17072018_C010	bHD1	501971	504787	6.963114859	0.550440299	0.007126211	0.009056386	6.603008785	6.838075136	6.687885581	7.321672293	7.202448356
MinSal-1389-A1-17072018_C001g00229	MinSal-1389-A1-17072018_C010	bHD1	505162	507803	5.949967485	1.447639061	7.29E-11	1.34E-10	4.901893409	5.368105556	5.211908202	6.730386657	6.494415581
MinSal-1389-A1-17072018_C001g00230	MinSal-1389-A1-17072018_C010	bHD1	508129	512577	6.181449605	11.41434079	5.24E-133	1.29E-131	-2.638590112	-2.638590112	-1.309844998	7.615221318	7.278069139
MinSal-1389-A1-17072018_C001g00231	MinSal-1389-A1-17072018_C010	bHD1	512872	515374	5.551015254	0.538767022	0.006496729	0.008274149	5.43824923	5.288124971	5.154062109	5.850358013	5.828192938
MinSal-1389-A1-17072018_C001g00232	MinSal-1389-A1-17072018_C010	bHD1	516263	518201	5.974651116	2.545963339	1.01E-18	2.43E-18	3.873673337	4.336763344	4.848423707	6.643665504	7.16945695
MinSal-1389-A1-17072018_C001g00234	MinSal-1389-A1-17072018_C010	bHD1	518802	520672	4.762325884	2.99062867	1.26E-23	3.47E-23	2.416418222	2.397908219	3.438674291	5.692722872	5.799324219
MinSal-1389-A1-17072018_C001g00235	MinSal-1389-A1-17072018_C010	bHD1	520825	522748	6.851348687	2.295254107	3.21E-28	9.78E-28	5.42837061	5.548556299	5.454861103	7.83922415	7.698282353
MinSal-1389-A1-17072018_C001g00237	MinSal-1389-A1-17072018_C010	bHD1	525400	526298	5.221833074	2.687766898	1.56E-20	3.96E-20	3.026671811	3.301017176	4.080004757	6.030326608	6.315685684
MinSal-1389-A1-17072018_C001g00242	MinSal-1389-A1-17072018_C010	bHD1	537307	541223	4.269893119	-0.919889305	0.000377435	0.000520037	4.423830897	4.453516771	4.919587792	3.776991059	3.604873131
MinSal-1389-A1-17072018_C001g00243	MinSal-1389-A1-17072018_C010	bHD1	541830	542700	4.869427306	3.653327768	3.55E-47	1.42E-46	2.334157085	2.46791212	2.100247757	6.05083777	5.827001538
MinSal-1389-A1-17072018_C001g00244	MinSal-1389-A1-17072018_C010	bHD1	546799	547773	4.201893054	1.100400398	3.48E-06	5.29E-06	3.798971772	3.514544956	3.501875346	4.735108036	4.679581873
MinSal-1389-A1-17072018_C001g00246	MinSal-1389-A1-17072018_C010	bHD1	548013	550956	7.832038713	10.28203735	7.23E-120	1.04E-118	-1.696546282	-1.242546265	0.458886646	8.631264639	9.510370993
MinSal-1389-A1-17072018_C001g00247	MinSal-1389-A1-17072018_C010	bHD1	551649	554568	6.94462236	2.57026968	1.71E-31	5.49E-31	5.287932717	5.354309686	5.43070308	7.724743352	8.097067976
MinSal-1389-A1-17072018_C001g00248	MinSal-1389-A1-17072018_C010	bHD1	561253	562519	7.70341277	-0.554471008	0.008874043	0.011188846	7.682991194	7.977176766	8.026039687	7.307130516	7.388796103
MinSal-1389-A1-17072018_C001g00249	MinSal-1389-A1-17072018_C010	bHD1	562627	564197	4.760578119	12.6057548	2.52E-85	1.77E-84	-2.638590112	-2.638590112	-2.638590112	5.73679288	6.172004121
MinSal-1389-A1-17072018_C001g00250	MinSal-1389-A1-17072018_C010	bHD1	564620	566125	7.454576697	1.178923371	0.001018224	0.001366085	6.710851255	6.287579069	7.374854516	7.265950255	8.536702306
MinSal-1389-A1-17072018_C001g00251	MinSal-1389-A1-17072018_C010	bHD1	567428	569253	2.265805947	9.81300268	1.01E-23	2.78E-23	-2.638590112	-2.638590112	-2.638590112	2.737062418	3.54816148
MinSal-1389-A1-17072018_C001g00253	MinSal-1389-A1-17072018_C010	bHD1	571522	576235	6.253830874	11.50021574	7.53E-78	4.78E-77	-2.638590112	-1.777909711	-2.638590112	6.815617944	8.008143766
MinSal-1389-A1-17072018_C001g00254	MinSal-1389-A1-17072018_C010	bHD1	577563	578511	3.834940532	11.59941641	2.50E-56	1.16E-55	-2.638590112	-2.638590112	-2.638590112	4.766155304	5.144936555
MinSal-1389-A1-17072018_C001g00255	MinSal-1389-A1-17072018_C010	bHD1	579280	582333	7.853564812	11.70140601	4.12E-192	1.36E-189	-1.131431696	-1.777909711	-2.638590112	9.132810713	9.186596046
MinSal-1389-A1-17072018_C001g00258	MinSal-1389-A1-17072018_C010	bHD1	582850	585040	5.031599321	12.89420848	9.23E-105	9.24E-104	-2.638590112	-2.638590112	-2.638590112	6.147421982	6.36166392
MinSal-1389-A1-17072018_C001g00259	MinSal-1389-A1-17072018_C010	bHD1	585967	587048	9.36001029	-1.835336463	1.81E-15	3.94E-15	9.803663611	9.782802296	9.962871099	7.992501219	8.04139769
MinSal-1389-A1-17072018_C001g00265	MinSal-1389-A1-17072018_C010	bHD1	587644	589226	8.322778469	-1.103258467	7.46E-08	1.23E-07	8.701009203	8.634025843	8.681941412	7.536026952	7.603008665
MinSal-1389-A1-17072018_C001g00266	MinSal-1389-A1-17072018_C010	bHD1	589510	595583	3.979855483	11.75911621	9.79E-66	5.19E-65	-2.638590112	-2.638590112	-2.638590112	5.050453061	5.199354305
MinSal-1389-A1-17072018_C001g00268	MinSal-1389-A1-17072018_C010	bHD1	597219	601013	6.237555305	1.778749701	2.36E-14	4.91E-14	5.510258423	5.129779116	5.020155827	6.81447594	7.190454368
MinSal-1389-A1-17072018_C001g00269	MinSal-1389-A1-17072018_C010	bHD1	601971	603800	7.229544349	-1.815817429	3.66E-16	8.17E-16	7.602914938	7.746663188	7.818277874	5.838047331	5.981692935
MinSal-1389-A1-17072018_C001g00270	MinSal-1389-A1-17072018_C010	bHD1	603965	606243	4.674427112	2.620996111	7.84E-28	2.37E-27	2.830601058	2.931447341	3.267381603	5.627891923	5.56787697
MinSal-1389-A1-17072018_C001g00271	MinSal-1389-A1-17072018_C010	bHD1	606458	608770	7.211055895	-0.527764726	0.015192974	0.018792228	7.492286311	7.42015692	7.285631372	7.021642323	6.712682743
MinSal-1389-A1-17072018_C001g00272	MinSal-1389-A1-17072018_C010	bHD1	608828	609740	7.043317278	0.959199788	2.89E-05	4.21E-05	6.533287367	6.818111916	6.322557618	7.701765641	7.342437818
MinSal-1389-A1-17072018_C001g00274	MinSal-1389-A1-17072018_C010	bHD1	610227	612673	5.586000371	-0.636462128	0.007436166	0.00943815	5.908711172	5.417590844	6.069694056	5.213549151	5.154466575
MinSal-1389-A1-17072018_C001g00276	MinSal-1389-A1-17072018_C010	bHD1	618059	620219	3.329188578	11.03331417	1.41E-39	5.09E-39	-2.638590112	-2.638590112	-2.638590112	4.685998912	4.055037398
MinSal-1389-A1-17072018_C001g00277	MinSal-1389-A1-17072018_C010	bHD1	621435	623276	6.053924926	0.575234267	0.010849223	0.013558097	5.847014871	5.57655315	5.927312557	6.563682663	6.127211838
MinSal-1389-A1-17072018_C001g00279	MinSal-1389-A1-17072018_C010	bHD1	623508	625277	8.920479207	4.807259967	9.64E-58	4.61E-57	5.519593705	5.672327412	4.667302534	10.33516223	9.962672767
MinSal-1389-A1-17072018_C001g00280	MinSal-1389-A1-17072018_C010	bHD1	625825	627169	5.696026506	1.94989218	2.79E-20	7.03E-20	4.627514115	4.684234258	4.344207274	6.614435213	6.401427447
MinSal-1389-A1-17072018_C001g00281	MinSal-1389-A1-17072018_C010	bHD1	627321	627506	2.46824931	10.04749725	8.03E-33	2.64E-32	-2.638590112	-2.638590112	-2.638590112	3.379980835	3.477026982
MinSal-1389-A1-17072018_C001g00282	MinSal-1389-A1-17072018_C010	bHD1	627688	629631	7.114198067	2.89323455	8.88E-33	2.91E-32	4.828676212	5.443884087	5.446853292	8.073972798	8.226949056
MinSal-1389-A1-17072018_C001g00283	MinSal-1389-A1-17072018_C010	bHD1	629830	630120	10.80543914	-2.463589938	4.74E-12	9.14E-12	11.48929889	10.68811012	11.75858193	8.838858647	8.988506802
MinSal-1389-A1-17072018_C001g00284	MinSal-1389-A1-17072018_C010	bHD1	630673	631005	3.357982622	11.06629929	2.92E-48	1.19E-47	-2.638590112	-2.638590112	-2.638590112	4.536104403	4.331963884
MinSal-1389-A1-17072018_C001g00285	MinSal-1389-A1-17072018_C010	bHD1	633544	636735	6.230705402	2.074287249	4.50E-18	1.07E-17	5.107786874	4.654521477	5.249222621	6.903631198	7.249006633
MinSal-1389-A1-17072018_C001g00286	MinSal-1389-A1-17072018_C010	bHD1	637260	638564	1.734968792	9.186764146	1.06E-22	2.86E-22	-2.638590112	-2.638590112	-2.638590112	2.449918376	2.709040357
MinSal-1389-A1-17072018_C001g00287	MinSal-1389-A1-17072018_C010	bHD1	638668	639764	2.578567151	10.17555822	1.26E-34	4.23E-34	-2.638590112	-2.638590112	-2.638590112	3.492793635	3.615952769
MinSal-1389-A1-17072018_C001g00288	MinSal-1389-A1-17072018_C010	bHD1	639886	640403	4.739590882	12.58328367	8.76E-87	6.28E-86	-2.638590112	-2.638590112	-2.638590112	5.742808613	6.12817949
MinSal-1389-A1-17072018_C001g00289	MinSal-1389-A1-17072018_C010	bHD1	641444	642952	8.075958253	-0.717599067	0.00060498	0.000821615	8.386509259	8.408396472	8.163095874	7.642506509	7.570630088
MinSal-1389-A1-17072018_C001g00290	MinSal-1389-A1-17072018_C010	bHD1	643619	644664	7.507666357	-1.022966495	1.25E-05	1.85E-05	7.896888855	7.988385264	7.602764785	7.019166105	6.583183446
MinSal-1389-A1-17072018_C001g00291	MinSal-1389-A1-17072018_C010	bHD1	644867	646836	6.828585965	-2.114362986	3.17E-18	7.55E-18	7.408085875	7.583786626	7.067968419	5.192604832	5.326200655
MinSal-1389-A1-17072018_C001g00292	MinSal-1389-A1-17072018_C010	bHD1	647226	649640	8.416146704	-1.903958227	3.87E-08	6.45E-08	9.227520419	9.240049911	7.951590761	7.145786908	6.874815261
MinSal-1389-A1-17072018_C001g00293	MinSal-1389-A1-17072018_C010	bHD1	649902	651202	6.747242465	-1.770224924	2.18E-15	4.72E-15	7.2766122	7.2178981	7.219015394	5.599000375	5.331251382
MinSal-1389-A1-17072018_C001g00294	MinSal-1389-A1-17072018_C010	bHD1	651445	653575	8.276104519	-1.905866593	3.69E-13	7.34E-13	8.656215733	8.911481555	8.76399314	7.201014666	6.457166469
MinSal-1389-A1-17072018_C001g00295	MinSal-1389-A1-17072018_C010	bHD1	653982	655391	7.088356546	-0.550753122	0.022781575	0.027744269	7.216174019	7.025293952	7.573642762	6.527899077	6.920773448
MinSal-1389-A1-17072018_C001g00298	MinSal-1389-A1-17072018_C010	bHD1	683718	685013	3.358531843	11.06697183	6.57E-49	2.71E-48	-2.638590112	-2.638590112	-2.638590112	4.510945519	4.361887832
MinSal-1389-A1-17072018_C001g00299	MinSal-1389-A1-17072018_C010	bHD1	685687	690355	3.346165858	11.05314712	3.30E-49	1.36E-48	-2.638590112	-2.638590112	-2.638590112	4.435698185	4.413600082
MinSal-1389-A1-17072018_C001g00301	MinSal-1389-A1-17072018_C010	bHD1	690861	692686	8.491828731	-1.671275967	1.48E-10	2.70E-10	9.149618494	9.151418775	8.468145616	7.376483188	7.1923061
MinSal-1389-A1-17072018_C001g00304	MinSal-1389-A1-17072018_C010	bHD1	695900	697678	4.692288191	3.51481988	9.39E-38	3.29E-37	2.375873881	1.78077099	2.639246778	5.815391539	5.656394621
MinSal-1389-A1-17072018_C001g00305	MinSal-1389-A1-17072018_C010	bHD1	698276	701439	7.278583731	1.100438209	2.17E-07	3.48E-07	6.700627823	6.865891697	6.603956137	7.938486465	7.709316592
MinSal-1389-A1-17072018_C001g00307	MinSal-1389-A1-17072018_C010	bHD1	701756	702217	6.172429465	-1.162158567	1.79E-07	2.89E-07	6.495939119	6.572138514	6.56749133	5.593684634	5.143022974
MinSal-1389-A1-17072018_C001g00308	MinSal-1389-A1-17072018_C010	bHD1	702935	703553	6.99605348	-2.699335195	2.63E-32	8.59E-32	7.631180842	7.627457248	7.553274828	4.997094581	4.820340256
MinSal-1389-A1-17072018_C001g00309	MinSal-1389-A1-17072018_C010	bHD1	703749	706767	7.920526331	-5.934709692	5.61E-101	5.32E-100	8.607800148	8.550282004	8.784790126	2.756221567	2.739753698
MinSal-1389-A1-17072018_C001g00312	MinSal-1389-A1-17072018_C010	bHD1	710165	712603	5.032348659	12.89496458	1.14E-108	1.24E-107	-2.638590112	-2.638590112	-2.638590112	6.225109231	6.292566779
MinSal-1389-A1-17072018_C001g00313	MinSal-1389-A1-17072018_C010	bHD1	714010	716326	6.071074818	13.98091171	6.12E-140	2.13E-138	-2.638590112	-2.638590112	-2.638590112	7.421432928	7.261407755
MinSal-1389-A1-17072018_C001g00314	MinSal-1389-A1-17072018_C010	bHD1	716781	717540	6.272769618	-2.12905366	1.57E-16	3.54E-16	6.878037695	6.537965341	7.020198095	4.453414557	4.913086792
MinSal-1389-A1-17072018_C001g00319	MinSal-1389-A1-17072018_C010	bHD1	721554	723905	7.695728658	-0.621844597	0.004789439	0.006145997	8.025320749	8.003932291	7.691852488	7.124288588	7.446956045
MinSal-1389-A1-17072018_C001g00320	MinSal-1389-A1-17072018_C010	bHD1	724260	726584	5.921552984	1.550997131	1.22E-08	2.06E-08	4.957904195	4.830915087	5.397849943	6.195587539	6.951165432
MinSal-1389-A1-17072018_C001g00321	MinSal-1389-A1-17072018_C010	bHD1	726979	730670	9.789478366	-1.848071136	1.01E-13	2.05E-13	10.235671	10.16807104	10.43209689	8.522697154	8.342140934
MinSal-1389-A1-17072018_C001g00322	MinSal-1389-A1-17072018_C010	bHD1	731654	734738	5.817739588	13.71859277	2.16E-130	4.64E-129	-2.638590112	-2.638590112	-2.638590112	6.977427616	7.178826884
MinSal-1389-A1-17072018_C001g00323	MinSal-1389-A1-17072018_C010	bHD1	735833	738320	5.567659883	-1.377224163	2.85E-06	4.34E-06	5.880005979	5.863013323	6.227597736	4.087993663	5.017043608
MinSal-1389-A1-17072018_C001g00325	MinSal-1389-A1-17072018_C010	bHD1	738586	738744	6.730236261	-1.212403184	8.40E-08	1.38E-07	7.261390626	7.112566805	6.936888321	5.751188718	6.03632217
MinSal-1389-A1-17072018_C001g00327	MinSal-1389-A1-17072018_C010	bHD1	743250	744030	6.652405851	-2.237806481	1.16E-16	2.63E-16	7.085556205	6.875582645	7.593727141	5.025008161	4.937580444
MinSal-1389-A1-17072018_C001g00329	MinSal-1389-A1-17072018_C010	bHD1	746928	747617	6.349441485	-4.184039393	6.15E-61	3.07E-60	7.14255758	6.930851425	7.093839558	2.900970903	2.902430196
MinSal-1389-A1-17072018_C001g00331	MinSal-1389-A1-17072018_C010	bHD1	753222	754477	5.365159933	1.29641605	5.98E-07	9.39E-07	4.20984209	4.593194563	5.124245382	6.047925398	5.884253102
MinSal-1389-A1-17072018_C001g00332	MinSal-1389-A1-17072018_C010	bHD1	754653	755747	7.054813586	-1.133683797	1.02E-07	1.66E-07	7.3903852	7.476433706	7.376963221	6.385202625	6.17387967
MinSal-1389-A1-17072018_C001g00333	MinSal-1389-A1-17072018_C010	bHD1	755987	757532	5.95914117	-0.631832915	0.002388868	0.003131955	6.082544561	6.34218586	6.120920329	5.543562658	5.572149835
MinSal-1389-A1-17072018_C001g00334	MinSal-1389-A1-17072018_C010	bHD1	757709	758168	0.763451233	8.018567498	8.91E-13	1.75E-12	-2.638590112	-2.638590112	-2.638590112	1.752442181	1.091089236
MinSal-1389-A1-17072018_C001g00335	MinSal-1389-A1-17072018_C010	bHD1	758521	760025	6.249548474	9.352133425	3.15E-135	8.59E-134	-1.131431696	-1.777909711	-0.630073859	7.575999006	7.47041862
MinSal-1389-A1-17072018_C001g00338	MinSal-1389-A1-17072018_C010	bHD1	764889	766587	3.232752804	10.9252362	6.55E-45	2.55E-44	-2.638590112	-2.638590112	-2.638590112	4.179541923	4.407236514
MinSal-1389-A1-17072018_C001g00340	MinSal-1389-A1-17072018_C010	bHD1	767720	771437	7.722367446	-3.660396081	2.24E-38	7.93E-38	8.41492727	8.583675457	8.147122579	5.015100909	4.400844753
MinSal-1389-A1-17072018_C001g00342	MinSal-1389-A1-17072018_C010	bHD1	776940	778435	9.274330673	-1.439502642	5.18E-10	9.26E-10	9.789504336	9.728356374	9.559794049	8.384662148	8.116702045
MinSal-1389-A1-17072018_C001g00343	MinSal-1389-A1-17072018_C010	bHD1	779363	781447	3.355960739	11.06433578	6.66E-49	2.74E-48	-2.638590112	-2.638590112	-2.638590112	4.365695527	4.502850139
MinSal-1389-A1-17072018_C001g00344	MinSal-1389-A1-17072018_C010	bHD1	782120	783123	4.139479257	11.93419302	2.81E-71	1.62E-70	-2.638590112	-2.638590112	-2.638590112	5.218738064	5.379184538
MinSal-1389-A1-17072018_C001g00345	MinSal-1389-A1-17072018_C010	bHD1	785568	789139	6.859922477	-1.366716994	2.60E-10	4.70E-10	7.269713205	7.375322166	7.166344335	5.966983166	5.849471592
MinSal-1389-A1-17072018_C001g00346	MinSal-1389-A1-17072018_C010	bHD1	789443	791174	5.388078061	1.839573761	3.96E-20	9.92E-20	4.310080774	4.418588404	4.255301046	6.139235699	6.192502269
MinSal-1389-A1-17072018_C001g00348	MinSal-1389-A1-17072018_C010	bHD1	795643	797765	3.717061295	11.4685748	1.63E-56	7.62E-56	-2.638590112	-2.638590112	-2.638590112	4.727847392	4.939786657
MinSal-1389-A1-17072018_C001g00353	MinSal-1389-A1-17072018_C010	bHD1	803262	804015	9.422592483	-2.413462098	1.47E-23	4.04E-23	10.05466407	9.985651524	9.932009463	7.469384523	7.681241511
MinSal-1389-A1-17072018_C001g00354	MinSal-1389-A1-17072018_C010	bHD1	804132	808355	7.084744568	-0.937426411	8.37E-06	1.25E-05	7.380172159	7.494365761	7.30569509	6.494774396	6.424454852
MinSal-1389-A1-17072018_C001g00356	MinSal-1389-A1-17072018_C010	bHD1	808702	810739	1.253232092	8.61303465	2.36E-17	5.47E-17	-2.638590112	-2.638590112	-2.638590112	1.808582806	2.221227707
MinSal-1389-A1-17072018_C001g00358	MinSal-1389-A1-17072018_C010	bHD1	819047	820392	6.031446663	-1.000553291	2.48E-06	3.79E-06	6.398105981	6.356097593	6.33995744	5.510094534	5.208532672
MinSal-1389-A1-17072018_C001g00359	MinSal-1389-A1-17072018_C010	bHD1	821516	826231	6.735667017	-0.678587212	0.001333965	0.001775225	7.048953186	7.038294863	6.823948727	6.292277988	6.303744358
MinSal-1389-A1-17072018_C001g00360	MinSal-1389-A1-17072018_C010	bHD1	831651	834323	7.959429519	-1.866292797	3.85E-17	8.88E-17	8.404257261	8.567324518	8.399271783	6.473226261	6.706865218
MinSal-1389-A1-17072018_C001g00361	MinSal-1389-A1-17072018_C010	bHD1	834849	836871	4.496401891	-0.529395433	0.020585283	0.025183399	4.583682606	4.902181565	4.582130774	4.200675356	4.153372021
MinSal-1389-A1-17072018_C001g00362	MinSal-1389-A1-17072018_C010	bHD1	837359	839377	4.995142981	12.85541143	1.85E-101	1.76E-100	-2.638590112	-2.638590112	-2.638590112	6.347011249	6.079984336
MinSal-1389-A1-17072018_C001g00363	MinSal-1389-A1-17072018_C010	bHD1	839926	841235	6.358791302	-1.939680808	2.75E-14	5.70E-14	7.169494263	6.844668625	6.552643366	5.056261774	4.825121955
MinSal-1389-A1-17072018_C001g00364	MinSal-1389-A1-17072018_C010	bHD1	841504	844218	6.126162942	2.675619883	6.02E-27	1.79E-26	4.362899571	4.662007239	4.255301046	6.794343139	7.372147519
MinSal-1389-A1-17072018_C001g00365	MinSal-1389-A1-17072018_C010	bHD1	844478	846247	7.616067288	-1.257132577	3.04E-08	5.09E-08	8.136437895	8.055999242	7.791652235	6.903094102	6.571848263
MinSal-1389-A1-17072018_C001g00366	MinSal-1389-A1-17072018_C010	bHD1	846641	848133	8.000811592	1.680730751	8.25E-11	1.52E-10	7.200297633	6.498788715	7.408229442	8.668716047	8.850062846
MinSal-1389-A1-17072018_C001g00367	MinSal-1389-A1-17072018_C010	bHD1	849428	851096	7.591305159	0.559554027	0.007051729	0.008967499	7.455063801	7.150313766	7.393722821	7.962914826	7.828707271
MinSal-1389-A1-17072018_C001g00368	MinSal-1389-A1-17072018_C010	bHD1	851587	853666	3.04704911	10.71536801	2.01E-29	6.28E-29	-2.638590112	-2.638590112	-2.638590112	3.521071216	4.496869106
MinSal-1389-A1-17072018_C001g00370	MinSal-1389-A1-17072018_C010	bHD1	855299	856073	6.177452241	1.920137092	5.04E-22	1.34E-21	5.082813759	5.113491147	5.030909302	6.977427616	7.009043374
MinSal-1389-A1-17072018_C001g00371	MinSal-1389-A1-17072018_C010	bHD1	857224	859780	5.28883938	13.16586593	5.86E-117	7.84E-116	-2.638590112	-2.638590112	-2.638590112	6.441768304	6.612521383
MinSal-1389-A1-17072018_C001g00373	MinSal-1389-A1-17072018_C010	bHD1	863403	864202	6.342941615	-1.820748671	3.46E-14	7.14E-14	6.848709349	6.823128678	6.866593535	5.266288626	4.746645177
