gida1	dndsa1	dna1	dsa1	gida2	dndsa2	dna2	dsa2	dndiff	dsdiff	dndsdiff	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	part8	youngold	DE
MvSl-1064-A1-R4_A1g01164	1.1952	0.0122	0.0102	MvSl-1064-A2-R4_A2g01564	1.3544	0.007	0.0051	0.0052	0.0051	-0.1592	3033187	3035601	4.608905741	-0.782988706	0.001693951	0.027375404	4.05681556	4.272441398	5.004422425	4.890160511	Black	OldStrata	Down
MvSl-1064-A1-R4_MC10-1g09718	0.3659	0.0038	0.0103	MvSl-1064-A2-R4_MC10g09985	0.3659	0.0038	0.0103	0	0	0	173527	184494	6.974633796	-0.781146008	0.000730169	0.013540603	6.315489423	6.721202626	7.56104659	7.013358564	Auto	Auto	Down
MvSl-1064-A1-R4_MC15g12029	0.001	0	0	MvSl-1064-A2-R4_MC15g12278	0.001	0	0	0	0	0	44970	45507	8.402279132	-0.754645564	0.001183869	0.020323077	7.926676951	8.024530651	8.719353158	8.742275611	Auto	Auto	Down
MvSl-1064-A1-R4_MC01-2g03112	0.1566	0.0008	0.0049	MvSl-1064-A2-R4_MC01g03392	0.1566	0.0008	0.0049	0	0	0	2892242	2893054	5.899566254	-0.753072657	0.002149137	0.033588616	5.433102115	5.517492473	6.531052049	5.842846241	Auto	Auto	Down
MvSl-1064-A1-R4_MC05-3g06516	0.4499	0.0042	0.0094	MvSl-1064-A2-R4_MC05g06779	0.4499	0.0042	0.0094	0	0	0	335094	339137	5.164718662	-0.748506772	0.001415449	0.023405559	4.852183515	4.629028336	5.345386096	5.624093174	Auto	Auto	Down
MvSl-1064-A1-R4_MC08g08768	98.9996	0.0034	0	MvSl-1064-A2-R4_MC08-2g09049	98.9996	0.0034	0	0	0	0	1262694	1263659	6.401389632	-0.726763597	0.001500458	0.024620759	5.739119042	6.21006917	6.91658272	6.491361529	Auto	Auto	Down
MvSl-1064-A1-R4_MC02g04171	1.2722	0.0065	0.0051	MvSl-1064-A2-R4_MC02g04449	1.2722	0.0065	0.0051	0	0	0	2391779	2393227	5.727709886	-0.712761873	0.001931428	0.030464537	5.132375371	5.502575187	6.203910505	5.856588467	Auto	Auto	Down
MvSl-1064-A1-R4_A1g00624	0.4363	0.0038	0.0087	MvSl-1064-A2-R4_A2g00431	0.8323	0.0037	0.0045	1E-04	0.0042	-0.396	907140	907771	6.80534784	-0.708893366	0.000113263	0.002541427	6.408324205	6.408769044	7.180897076	7.049702941	Purple	OldStrata	Down
MvSl-1064-A1-R4_MC09-2g09340	0.0553	0.0008	0.0138	MvSl-1064-A2-R4_MC09g09614	0.0553	0.0008	0.0138	0	0	0	1043601	1045792	7.518692087	-0.702099413	0.000896124	0.016121834	7.086256065	7.164292889	7.985706489	7.649772848	Auto	Auto	Down
MvSl-1064-A1-R4_MC01-1g02351	0.4813	0.0026	0.0053	MvSl-1064-A2-R4_MC01g02633	0.4813	0.0026	0.0053	0	0	0	1049308	1050374	4.85559816	-0.691663591	0.003470111	0.049878603	4.378635616	4.558658007	5.194408617	5.126294747	Auto	Auto	Down
MvSl-1064-A1-R4_MC05-1g06149	0.7791	0.0052	0.0067	MvSl-1064-A2-R4_MC05g06421	0.7791	0.0052	0.0067	0	0	0	37960	43677	6.745506222	-0.678128307	0.00094465	0.016859739	6.227230793	6.495707567	7.225645143	6.838812703	Auto	Auto	Down
MvSl-1064-A1-R4_MC11g10344	0.2042	0.0027	0.0133	MvSl-1064-A2-R4_MC11g10605	0.2042	0.0027	0.0133	0	0	0	421333	421740	8.118151678	-0.669008997	0.002716265	0.040314839	7.807555137	7.680646216	8.349090081	8.476641893	Auto	Auto	Down
MvSl-1064-A1-R4_MC04-1g05310	98.9996	0.0162	0.0002	MvSl-1064-A2-R4_MC04-1g05587	98.9996	0.0162	0.0002	0	0	0	51262	53882	5.411211465	-0.667337928	0.002500425	0.037854247	5.126531589	4.950330846	5.614726618	5.793690659	Auto	Auto	Down
MvSl-1064-A1-R4_MC04-1g05441	0.119	0.0016	0.0132	MvSl-1064-A2-R4_MC04-1g05718	0.119	0.0016	0.0132	0	0	0	357258	362613	7.462737057	-0.66247332	0.001219037	0.020801494	7.206545006	6.972469385	7.752427468	7.76026812	Auto	Auto	Down
MvSl-1064-A1-R4_MC09-2g09142	98.9996	0.0022	0	MvSl-1064-A2-R4_MC09g09417	98.9996	0.0022	0	0	0	0	523492	523677	7.827837632	-0.657293378	0.002222492	0.034608531	7.358865128	7.559030006	8.059421226	8.177055986	Auto	Auto	Down
MvSl-1064-A1-R4_MC14g11748	0.6194	0.0038	0.0061	MvSl-1064-A2-R4_MC14g12009	0.6194	0.0038	0.0061	0	0	0	38927	40489	6.680379386	-0.6216778	0.00098001	0.017310139	6.293925773	6.378857309	6.977483436	6.938448335	Auto	Auto	Down
MvSl-1064-A1-R4_MC01-1g01952	0.3828	0.0014	0.0037	MvSl-1064-A2-R4_MC01g02233	0.3828	0.0014	0.0037	0	0	0	318422	318709	7.189220724	-0.607244261	0.001796447	0.028813924	6.777456423	6.927383873	7.494568332	7.427040625	Auto	Auto	Down
MvSl-1064-A1-R4_MC10-2g10026	0.001	0	0.0246	MvSl-1064-A2-R4_MC10g10290	0.001	0	0.0246	0	0	0	555640	556844	6.907613423	-0.600349985	0.001377782	0.022960352	6.567763338	6.586218614	7.263068671	7.085154184	Auto	Auto	Down
MvSl-1064-A1-R4_A1g01137	1.0065	0.0109	0.0109	MvSl-1064-A2-R4_A2g00825	0.6386	0.0107	0.0167	0.0002	-0.0058	0.3679	1213232	1215281	6.186903311	-0.592036629	0.001899747	0.030020219	5.904194595	5.817848823	6.447413705	6.458396105	Black	OldStrata	Down
MvSl-1064-A1-R4_MC09-2g09201	0.001	0	0.0128	MvSl-1064-A2-R4_MC09g09476	0.001	0	0.0128	0	0	0	690705	692783	6.941856868	-0.583817052	0.002341651	0.036059607	6.551862779	6.687303437	7.325116068	7.072845096	Auto	Auto	Down
MvSl-1064-A1-R4_A1g00958	0.6111	0.0049	0.0081	MvSl-1064-A2-R4_A2g01187	0.2001	0.0015	0.0073	0.0034	0.0008	0.411	1995562	1995873	6.88895615	-0.561034724	0.003045807	0.044560866	6.492518793	6.66603944	7.218969306	7.061617078	Black	OldStrata	Down
MvSl-1064-A1-R4_MC12g10944	1.2783	0.0064	0.005	MvSl-1064-A2-R4_MC12g11207	1.2786	0.0064	0.005	0	0	-0.0003	500353	501562	6.770725445	-0.549908584	0.003241003	0.047201585	6.586331724	6.344134492	6.984767045	7.05388409	Auto	Auto	Down
MvSl-1064-A1-R4_MC13g11616	0.554	0.0043	0.0077	MvSl-1064-A2-R4_MC13g11877	0.554	0.0043	0.0077	0	0	0	774983	777187	6.770560779	0.561011114	0.002247595	0.034809225	7.096755232	6.94624915	6.410930537	6.513216536	Auto	Auto	Up
MvSl-1064-A1-R4_MC01-2g03077	0.001	0	0.0079	MvSl-1064-A2-R4_MC01g03359	0.001	0	0.0079	0	0	0	2821947	2826170	6.607617769	0.562050944	0.002688617	0.039973895	6.826342573	6.894621391	6.304354666	6.294410729	Auto	Auto	Up
MvSl-1064-A1-R4_MC09-2g09524	0.3534	0.0033	0.0094	MvSl-1064-A2-R4_MC09g09798	0.3534	0.0033	0.0094	0	0	0	1502732	1505737	7.555362712	0.61874627	0.002749325	0.040734807	7.853091235	7.809565519	7.081923582	7.333342701	Auto	Auto	Up
MvSl-1064-A1-R4_MC14g11805	0.6328	0.0161	0.0255	MvSl-1064-A2-R4_MC14g12066	0.6328	0.0161	0.0255	0	0	0	167027	167383	6.115163323	0.621999685	0.001381851	0.022983347	6.396232024	6.387814948	5.696850052	5.841464791	Auto	Auto	Up
MvSl-1064-A1-R4_MC08g08595	0.7906	0.0116	0.0146	MvSl-1064-A2-R4_MC08-1g08860	0.7906	0.0116	0.0146	0	0	0	855888	859077	5.953079758	0.627776268	0.002245609	0.034809225	6.108726596	6.345807048	5.683483358	5.522585937	Auto	Auto	Up
MvSl-1064-A1-R4_MC04-1g05323	0.6113	0.0037	0.006	MvSl-1064-A2-R4_MC04-1g05600	0.6113	0.0037	0.006	0	0	0	63200	65175	7.168839748	0.644965672	0.001138104	0.019695642	7.416676213	7.492638965	6.939878948	6.668527145	Auto	Auto	Up
MvSl-1064-A1-R4_A1g00648	0.2998	0.0028	0.0093	MvSl-1064-A2-R4_A2g00314	0.1836	0.0019	0.0105	0.0009	-0.0012	0.1162	724341	725782	6.475207556	0.646589946	0.000603139	0.011519531	6.784277302	6.739131388	6.086949815	6.144519081	Black	OldStrata	Up
MvSl-1064-A1-R4_MC10-2g09967	0.4297	0.0027	0.0064	MvSl-1064-A2-R4_MC10g10231	0.4296	0.0027	0.0064	0	0	0.0001	484067	485344	6.737566631	0.656538065	0.003049258	0.044560866	7.123896326	6.925707385	6.048076077	6.63702315	Auto	Auto	Up
MvSl-1064-A1-R4_MC03g05260	0.4905	0	0	MvSl-1064-A2-R4_MC03g05537	0.5068	0	0	0	0	-0.0163	2449225	2449601	5.204226127	0.65769881	0.003357843	0.048619332	5.499417525	5.489016466	4.723066048	4.94521846	Auto	Auto	Up
MvSl-1064-A1-R4_MC09-2g09527	0.001	0	0.0032	MvSl-1064-A2-R4_MC09g09801	0.001	0	0.0032	0	0	0	1514266	1514951	6.484585248	0.662388126	0.001077545	0.018761564	6.932865812	6.603099521	6.031759721	6.195151558	Auto	Auto	Up
MvSl-1064-A1-R4_A1g00242	98.9996	0.0045	0	MvSl-1064-A2-R4_A2g00644	0.2124	0.0047	0.0222	-0.0002	-0.0222	98.7872	1134595	1135956	5.994034638	0.66789462	0.000859995	0.015576484	6.264072184	6.31283723	5.510925333	5.724931509	Black	OldStrata	Up
MvSl-1064-A1-R4_A1g00779	0.5897	0.0033	0.0057	MvSl-1064-A2-R4_A2g00329	0.1313	0.0019	0.0145	0.0014	-0.0088	0.4584	782234	783980	7.820762219	0.677992555	0.001218585	0.020801494	8.145215707	8.094346283	7.433775815	7.450790475	Black	OldStrata	Up
MvSl-1064-A1-R4_MC01-1g02647	0.2637	0.0085	0.0321	MvSl-1064-A2-R4_MC01g02929	0.2637	0.0085	0.0321	0	0	0	1766685	1770043	6.440773738	0.684436817	0.002940914	0.043273453	6.982237947	6.453668877	5.852264695	6.238829857	Auto	Auto	Up
MvSl-1064-A1-R4_MC11g10335	1.4096	0.0167	0.0118	MvSl-1064-A2-R4_MC11g10596	1.4096	0.0167	0.0118	0	0	0	403477	405342	7.145271294	0.685980401	0.001018468	0.01789538	7.546718457	7.340725549	6.553268105	6.944251792	Auto	Auto	Up
MvSl-1064-A1-R4_MC13g11443	0.4342	0.0038	0.0087	MvSl-1064-A2-R4_MC13g11704	0.4342	0.0038	0.0087	0	0	0	359425	362943	7.185662813	0.688327726	0.001473327	0.024268734	7.683687077	7.263192152	6.673079167	6.918278045	Auto	Auto	Up
MvSl-1064-A1-R4_MC02g03374	0.3916	0.0171	0.0437	MvSl-1064-A2-R4_MC02g03654	0.4384	0.0204	0.0465	-0.0033	-0.0028	-0.0468	527610	533747	7.451486722	0.689665321	0.001100728	0.01912626	7.899805773	7.594283379	6.975656774	7.150759796	Auto	Auto	Up
MvSl-1064-A1-R4_MC11g10517	0.6551	0.0076	0.0115	MvSl-1064-A2-R4_MC11g10779	0.6551	0.0076	0.0115	0	0	0	873279	874178	6.839470173	0.6934159	0.00048138	0.009417195	7.178106325	7.109720025	6.240881126	6.635429746	Auto	Auto	Up
MvSl-1064-A1-R4_MC07g07597	0.8678	0.009	0.0104	MvSl-1064-A2-R4_MC07g07862	0.8678	0.009	0.0104	0	0	0	135056	136879	7.513843292	0.704108271	0.001716129	0.027681484	7.673703292	7.958288136	7.31311113	6.895160975	Auto	Auto	Up
MvSl-1064-A1-R4_MC05-3g06591	0.4114	0.0025	0.006	MvSl-1064-A2-R4_MC05g06854	0.3426	0.0024	0.0071	0.0001	-0.0011	0.0688	390272	393020	5.511231015	0.707273927	0.000946944	0.016865473	5.742943685	5.894128996	5.190214097	5.034974338	Auto	Auto	Up
MvSl-1064-A1-R4_MC01-2g03144	0.001	0	0.0105	MvSl-1064-A2-R4_MC01g03424	0.001	0	0.0105	0	0	0	2976089	2980943	4.959360341	0.708243776	0.002805345	0.041470322	5.35361987	5.177696991	4.462871657	4.655617067	Auto	Auto	Up
MvSl-1064-A1-R4_MC01-1g02545	0.001	0	0.0101	MvSl-1064-A2-R4_MC01g02827	0.001	0	0.0101	0	0	0	1536813	1536986	5.372113094	0.713898684	0.001496273	0.024599306	5.748027488	5.616420718	4.826680933	5.103424629	Auto	Auto	Up
MvSl-1064-A1-R4_MC11g10232	98.9996	0.0055	0.0001	MvSl-1064-A2-R4_MC11g10493	98.9996	0.0055	0.0001	0	0	0	165456	166548	6.111891479	0.717466385	0.000381323	0.007563645	6.564885332	6.271196574	5.673000739	5.744280167	Auto	Auto	Up
MvSl-1064-A1-R4_MC03g05077	0.517	0.0094	0.0181	MvSl-1064-A2-R4_MC03g05354	0.517	0.0094	0.0181	0	0	0	1994288	2003020	6.64685013	0.720775829	0.001850767	0.029354744	7.205621425	6.668714643	6.035271651	6.42281352	Auto	Auto	Up
MvSl-1064-A1-R4_A1g00854	1.1166	0.0033	0.003	MvSl-1064-A2-R4_A2g01111	0.2351	0.0022	0.0095	0.0011	-0.0065	0.8815	1796095	1800988	7.27391874	0.751578848	0.000343104	0.006853261	7.590182561	7.611418397	6.648830291	7.026183504	Purple	OldStrata	Up
MvSl-1064-A1-R4_MC12g11020	0.4636	0.0059	0.0128	MvSl-1064-A2-R4_MC12g11283	0.4636	0.0059	0.0128	0	0	0	689900	692574	6.675660318	0.753556187	0.000148115	0.003205669	7.039337205	6.965958867	6.395528555	6.088555329	Auto	Auto	Up
MvSl-1064-A1-R4_MC04-1g05942	0.0494	0.001	0.021	MvSl-1064-A2-R4_MC04-1g06218	0.0494	0.001	0.021	0	0	0	1554327	1556717	6.08649375	0.757018715	0.000186214	0.00394045	6.347661043	6.479038797	5.522649238	5.783655318	Auto	Auto	Up
MvSl-1064-A1-R4_MC13g11692	1.0287	0.0061	0.006	MvSl-1064-A2-R4_MC13g11953	1.0287	0.0061	0.006	0	0	0	939337	941503	5.31590912	0.76049825	0.000864962	0.015633314	5.763172285	5.516007666	4.965683246	4.802001691	Auto	Auto	Up
MvSl-1064-A1-R4_MC09-2g09089	0.0738	0.0016	0.0223	MvSl-1064-A2-R4_MC09g09364	0.0738	0.0016	0.0223	0	0	0	391574	393954	5.941290105	0.76236208	0.002501772	0.037854247	6.486447895	6.018884458	5.169056594	5.786529689	Auto	Auto	Up
MvSl-1064-A1-R4_MC03g05112	3.0494	0.0061	0.002	MvSl-1064-A2-R4_MC03g05389	3.0493	0.0061	0.002	0	0	1E-04	2088953	2089315	5.699129775	0.767192914	0.000150816	0.003255874	6.004251491	6.057161656	5.269885322	5.260528431	Auto	Auto	Up
MvSl-1064-A1-R4_MC05-2g06373	1.5481	0.0191	0.0123	MvSl-1064-A2-R4_MC05g06647	1.5422	0.0194	0.0126	-0.0003	-0.0003	0.0059	229114	231419	6.311726606	0.772612795	0.000638606	0.012051752	6.881165681	6.364903353	5.704222827	6.026690619	Auto	Auto	Up
MvSl-1064-A1-R4_MC10-2g10037	0.7895	0.0186	0.0236	MvSl-1064-A2-R4_MC10g10301	0.7895	0.0186	0.0236	0	0	0	568609	571317	6.205371874	0.775713973	0.000118481	0.002637832	6.634481107	6.440423316	5.633384516	5.887707484	Auto	Auto	Up
MvSl-1064-A1-R4_MC07g07612	0.9473	0.0037	0.0039	MvSl-1064-A2-R4_MC07g07877	0.9473	0.0037	0.0039	0	0	0	181738	182867	7.048399729	0.782407567	0.001336725	0.022451203	7.057367059	7.654567497	6.826892434	6.342080079	Auto	Auto	Up
MvSl-1064-A1-R4_MC01-1g02763	98.9996	0.0073	0.0001	MvSl-1064-A2-R4_MC01g03045	98.9996	0.0073	0.0001	0	0	0	2041497	2045395	8.791415703	0.787958756	0.001893383	0.029975055	9.016031194	9.239498888	8.334673399	8.353875796	Auto	Auto	Up
MvSl-1064-A1-R4_MC08g08472	0.1526	0.0028	0.0184	MvSl-1064-A2-R4_MC08-1g08737	0.1526	0.0028	0.0184	0	0	0	567564	568214	5.93540126	0.805701023	0.000214488	0.004439851	6.413932724	6.13564025	5.289624358	5.643247788	Auto	Auto	Up
MvSl-1064-A1-R4_MC02g03229	1.3733	0.0073	0.0053	MvSl-1064-A2-R4_MC02g03509	1.3733	0.0073	0.0053	0	0	0	158789	159670	4.751199091	0.806135047	0.001019423	0.01789538	5.233707227	4.94371942	4.312758806	4.272539874	Auto	Auto	Up
MvSl-1064-A1-R4_MC13g11462	98.9996	0.0093	0.0001	MvSl-1064-A2-R4_MC13g11723	98.9996	0.0093	0.0001	0	0	0	415327	415476	4.34980113	0.807174573	0.002622068	0.039120529	4.525012155	4.845467207	3.989765004	3.784378229	Auto	Auto	Up
MvSl-1064-A1-R4_MC06g06943	0.5316	0.0037	0.0069	MvSl-1064-A2-R4_MC06-1g07206	0.5316	0.0037	0.0069	0	0	0	220266	221920	5.987499241	0.808477899	0.000341303	0.006836635	6.114642797	6.525529651	5.69389036	5.338984151	Auto	Auto	Up
MvSl-1064-A1-R4_A1g00073	0.3145	0.006	0.019	MvSl-1064-A2-R4_A2g00073	0.3145	0.006	0.019	0	0	0	160618	163050	5.103829051	0.811477637	0.001586955	0.025743608	5.292301387	5.59407755	4.36206763	4.876735855	bPAR	bPAR	Up
MvSl-1064-A1-R4_MC01-2g03117	0.4432	0	0	MvSl-1064-A2-R4_MC01g03397	0.4885	0	0	0	0	-0.0453	2894136	2896739	7.541452385	0.833389279	0.000738686	0.013639358	8.094977789	7.670671649	6.758423341	7.318524595	Auto	Auto	Up
MvSl-1064-A1-R4_MC03g04423	0.7222	0.0045	0.0063	MvSl-1064-A2-R4_MC03g04701	0.7221	0.0045	0.0063	0	0	1E-04	403096	404129	6.690412138	0.841987833	5.26E-06	0.000147986	7.071123459	7.028737699	6.255006557	6.161225709	Auto	Auto	Up
MvSl-1064-A1-R4_MC11g10239	0.2319	0.0022	0.0096	MvSl-1064-A2-R4_MC11g10500	0.2319	0.0022	0.0096	0	0	0	181482	183273	5.162218079	0.849148153	0.001993251	0.031381766	5.774427453	5.2184361	4.376906652	4.924491	Auto	Auto	Up
MvSl-1064-A1-R4_MC02g03617	2.4189	0.0052	0.0021	MvSl-1064-A2-R4_MC02g03895	2.4189	0.0052	0.0021	0	0	0	1086136	1086456	5.296359824	0.854666215	0.000260415	0.005300681	5.472027568	5.825061482	4.768788472	4.843997649	Auto	Auto	Up
MvSl-1064-A1-R4_MC10-2g10050	0.752	0.0112	0.0149	MvSl-1064-A2-R4_MC10g10314	0.752	0.0112	0.0149	0	0	0	579936	581622	7.326310209	0.856270191	6.57E-05	0.001548164	7.62721142	7.752704867	6.62494401	7.019479899	Auto	Auto	Up
MvSl-1064-A1-R4_MC14g11775	0.4243	0.0056	0.0133	MvSl-1064-A2-R4_MC14g12036	0.4243	0.0056	0.0133	0	0	0	109461	110580	4.722148276	0.871340089	0.000743003	0.013689513	5.258856574	4.898851581	4.060408143	4.367740499	Auto	Auto	Up
MvSl-1064-A1-R4_A1g00970	0.5309	0.0029	0.0055	MvSl-1064-A2-R4_A2g01287	0.001	0	0.0126	0.0029	-0.0071	0.5299	2512310	2513349	6.837559554	0.874880085	6.97E-06	0.000192241	7.221699352	7.196165158	6.494949115	6.154566255	Black	OldStrata	Up
MvSl-1064-A1-R4_MC01-1g01740	0.5397	0.0056	0.0103	MvSl-1064-A2-R4_MC01g02021	0.5397	0.0056	0.0103	0	0	0	53416	54394	3.564506832	0.895446108	0.00247035	0.037578335	3.998285752	3.873886934	3.122900599	2.971985664	Auto	Auto	Up
MvSl-1064-A1-R4_MC10-2g10116	1.0346	0.0125	0.0121	MvSl-1064-A2-R4_MC10g10380	1.0346	0.0125	0.0121	0	0	0	694326	694586	5.774090125	0.89561803	0.000200164	0.004183869	5.99144767	6.296497892	5.504182933	4.960570938	Auto	Auto	Up
MvSl-1064-A1-R4_MC13g11584	0.5295	0.003	0.0056	MvSl-1064-A2-R4_MC13g11845	0.5295	0.003	0.0056	0	0	0	703687	705596	4.515121938	0.897924097	0.00058495	0.011212416	4.891767269	4.891999411	4.196283047	3.767019451	Auto	Auto	Up
MvSl-1064-A1-R4_MC02g03915	0.6589	0.0067	0.0102	MvSl-1064-A2-R4_MC02g04193	0.6589	0.0067	0.0102	0	0	0	1749117	1751879	3.488030744	0.900234537	0.003270196	0.047545753	3.985428639	3.727610951	2.841966829	3.08836837	Auto	Auto	Up
MvSl-1064-A1-R4_A1g00350	0.6035	0.0072	0.012	MvSl-1064-A2-R4_A2g00970	0.7923	0.0049	0.0061	0.0023	0.0059	-0.1888	1608112	1609203	4.674464515	0.902069081	0.000693619	0.012975377	4.77956537	5.282714221	4.225270795	4.079797675	Black	OldStrata	Up
MvSl-1064-A1-R4_MC11g10721	0.3748	0.002	0.0053	MvSl-1064-A2-R4_MC11g10986	0.3748	0.002	0.0053	0	0	0	1379145	1381294	3.397151928	0.913470449	0.003325092	0.048261816	3.950572065	3.576256754	2.852622281	2.888830688	Auto	Auto	Up
MvSl-1064-A1-R4_A1g01135	0.1168	0.0031	0.0265	MvSl-1064-A2-R4_A2g00602	0.42	0.0038	0.0089	-0.0007	0.0176	-0.3032	1112670	1116562	5.749579335	0.917019786	1.04E-05	0.000281899	6.122493514	6.147196214	5.311029848	5.121749635	Black	OldStrata	Up
MvSl-1064-A1-R4_MC09-2g09143	0.8263	0.0046	0.0055	MvSl-1064-A2-R4_MC09g09418	0.8263	0.0046	0.0055	0	0	0	524685	531893	5.5123405	0.924462066	2.37E-05	0.000611171	6.033692439	5.752520445	5.01394684	4.940064447	Auto	Auto	Up
MvSl-1064-A1-R4_MC03g04730	1.2359	0.0249	0.0202	MvSl-1064-A2-R4_MC03g05008	1.2359	0.0249	0.0202	0	0	0	1151193	1152134	5.571835549	0.941309491	6.37E-05	0.001505372	6.150599509	5.752520445	4.832075244	5.197134104	Auto	Auto	Up
MvSl-1064-A1-R4_MC01-1g02764	0.6447	0.0025	0.0039	MvSl-1064-A2-R4_MC01g03046	0.6447	0.0025	0.0039	0	0	0	2045748	2047942	8.064248284	0.947348825	3.80E-05	0.000952398	8.586616325	8.32382307	7.410977563	7.610571486	Auto	Auto	Up
MvSl-1064-A1-R4_MC12g10912	98.9996	0.0169	0.0002	MvSl-1064-A2-R4_MC12g11175	98.9996	0.0169	0.0002	0	0	0	412894	415158	3.29884009	0.948054165	0.00280867	0.041470322	3.854852985	3.500196473	2.610447149	2.878091043	Auto	Auto	Up
MvSl-1064-A1-R4_MC03g05244	0.3555	0.037	0.1041	MvSl-1064-A2-R4_MC03g05521	0.3555	0.037	0.1041	0	0	0	2407825	2409650	3.351942831	0.951125142	0.002340467	0.036059607	3.887470093	3.581944763	2.683885317	2.91007307	Auto	Auto	Up
MvSl-1064-A1-R4_MC10-1g09729	0.6329	0	0	MvSl-1064-A2-R4_MC10g09996	0.3892	0	0	0	0	0.2437	191437	192358	3.008256985	0.958533649	0.002421162	0.037027749	3.41147	3.387789116	2.451304939	2.455250276	Auto	Auto	Up
MvSl-1064-A1-R4_MC14g11916	0.3541	0.0019	0.0054	MvSl-1064-A2-R4_MC14g12177	0.3541	0.0019	0.0054	0	0	0	431351	431855	4.984477889	0.959937246	8.29E-05	0.001921304	5.19514158	5.549777468	4.391594598	4.46064975	Auto	Auto	Up
MvSl-1064-A1-R4_MC04-1g05677	98.9996	0.0075	0.0001	MvSl-1064-A2-R4_MC04-1g05953	98.9996	0.0075	0.0001	0	0	0	899230	899526	5.494072223	0.976347781	0.000669363	0.012576666	6.288702181	5.364192454	5.009192492	4.835695686	Auto	Auto	Up
MvSl-1064-A1-R4_MC12g10792	0.2212	0.0017	0.0077	MvSl-1064-A2-R4_MC12g11055	0.4347	0.0019	0.0044	-0.0002	0.0033	-0.2135	123465	124646	8.7823272	0.987346729	0.000127145	0.002808678	9.094462497	9.285105268	8.321310366	8.080233127	Auto	Auto	Up
MvSl-1064-A1-R4_MC04-1g05308	0.3314	0.007	0.0211	MvSl-1064-A2-R4_MC04-1g05585	0.3314	0.007	0.0211	0	0	0	46216	47141	4.35435216	0.991324397	0.000165722	0.003541903	4.689949139	4.831209763	3.895012163	3.645628494	Auto	Auto	Up
MvSl-1064-A1-R4_MC02g03205	2.1385	0.0265	0.0124	MvSl-1064-A2-R4_MC02g03485	2.1385	0.0265	0.0124	0	0	0	92362	93729	6.228889958	0.993299368	5.28E-06	0.000147986	6.854309207	6.389437651	5.733342827	5.558342957	Auto	Auto	Up
MvSl-1064-A1-R4_MC07g07983	0.4614	0.0243	0.0527	MvSl-1064-A2-R4_MC07g08248	0.4614	0.0243	0.0527	0	0	0	1072044	1072293	3.735667152	0.998664546	0.000574555	0.011062763	4.113063117	4.174196178	3.289010405	3.001973294	Auto	Auto	Up
MvSl-1064-A1-R4_MC10-2g10100	1.3973	0.0238	0.017	MvSl-1064-A2-R4_MC10g10364	1.3973	0.0238	0.017	0	0	0	664955	666359	4.176924027	0.999784759	0.00254669	0.038280846	4.952485134	4.096850028	3.365403496	3.790118383	Auto	Auto	Up
MvSl-1064-A1-R4_MC11g10369	98.9996	0.0032	0	MvSl-1064-A2-R4_MC11g10631	98.9996	0.0032	0	0	0	0	496257	498627	5.25569513	1.000204055	0.000119867	0.002661674	5.759400964	5.571382902	4.305020992	4.963113875	Auto	Auto	Up
MvSl-1064-A1-R4_MC04-1g05592	0.001	0	0.0193	MvSl-1064-A2-R4_MC04-1g05868	0.001	0	0.0193	0	0	0	682780	686191	4.792802081	1.000413436	4.26E-05	0.001050753	5.072844224	5.325724476	4.281555382	4.130450541	Auto	Auto	Up
MvSl-1064-A1-R4_MC12g11005	0.3947	0	0	MvSl-1064-A2-R4_MC12g11268	0.3836	0	0	0	0	0.0111	647337	652899	3.347832429	1.009915293	0.002980866	0.043785945	3.963742167	3.518108122	2.422986917	3.031350278	Auto	Auto	Up
MvSl-1064-A1-R4_MC09-2g09545	0.6056	0.0031	0.0051	MvSl-1064-A2-R4_MC09g09819	0.6056	0.0031	0.0051	0	0	0	1543700	1545536	5.681652728	1.013232718	2.35E-06	7.11E-05	6.22540936	5.961132087	4.975465997	5.192807103	Auto	Auto	Up
MvSl-1064-A1-R4_MC05-2g06375	0.1949	0.006	0.0308	MvSl-1064-A2-R4_MC05g06649	0.1949	0.006	0.0308	0	0	0	231831	233255	3.346372981	1.014309577	0.001176772	0.020282717	3.923865594	3.570546231	2.765090189	2.742563392	Auto	Auto	Up
MvSl-1064-A1-R4_MC01-1g02382	1.4035	0.007	0.005	MvSl-1064-A2-R4_MC01g02664	1.4035	0.007	0.005	0	0	0	1117355	1118182	2.805406753	1.015600349	0.002070079	0.032531448	3.298197579	3.124934353	2.240307638	2.185942725	Auto	Auto	Up
MvSl-1064-A1-R4_MC08g08762	98.9996	0.0125	0.0001	MvSl-1064-A2-R4_MC08-2g09043	98.9996	0.0125	0.0001	0	0	0	1254288	1255224	6.084534618	1.023509393	7.37E-07	2.41E-05	6.6542478	6.340783552	5.4207162	5.544825527	Auto	Auto	Up
MvSl-1064-A1-R4_MC08g08498	0.3761	0.0056	0.0149	MvSl-1064-A2-R4_MC08-1g08763	0.3761	0.0056	0.0149	0	0	0	628158	630126	9.013272156	1.023726587	0.000576199	0.011069486	9.153964105	9.671804327	8.623450174	8.165233557	Auto	Auto	Up
