gida1	dnds	dn	ds	gida2	dnds	dn	ds
MvSl-1064-A1-R4_A1g00505	0.4999	0.0048	0.0097	MvSl-1064-A2-R4_A2g01267	0.1724	0.0025	0.0147
MvSl-1064-A1-R4_A1g00506	0.5017	0.0059	0.0117	MvSl-1064-A2-R4_A2g01268	98.9996	0.003	0
MvSl-1064-A1-R4_A1g00507	0.6151	0.0084	0.0136	MvSl-1064-A2-R4_A2g01269	0.4634	0.0037	0.008
MvSl-1064-A1-R4_A1g00510	1.4	0.0047	0.0033	MvSl-1064-A2-R4_A2g01274	0.8435	0.003	0.0036
MvSl-1064-A1-R4_A1g00511	0.9998	0.0071	0.0071	MvSl-1064-A2-R4_A2g01275	0.6766	0.0071	0.0105
MvSl-1064-A1-R4_A1g00512	0.4543	0.0024	0.0053	MvSl-1064-A2-R4_A2g01276	0.7686	0.0045	0.0059
MvSl-1064-A1-R4_A1g00513	1.0272	0.0075	0.0073	MvSl-1064-A2-R4_A2g01277	0.9389	0.0095	0.0101
MvSl-1064-A1-R4_A1g01017	0.3098	0.0044	0.0143	MvSl-1064-A2-R4_A2g01279	0.4167	0.0091	0.0217
MvSl-1064-A1-R4_A1g00969	0.4438	0	0	MvSl-1064-A2-R4_A2g01286	0.4136	0	0
MvSl-1064-A1-R4_A1g00970	0.5309	0.0029	0.0055	MvSl-1064-A2-R4_A2g01287	0.001	0	0.0126
MvSl-1064-A1-R4_A1g00971	98.9996	0.0035	0	MvSl-1064-A2-R4_A2g01288	0.9985	0.0092	0.0092
MvSl-1064-A1-R4_A1g00972	98.9996	0.0076	0.0001	MvSl-1064-A2-R4_A2g01289	0.8572	0.018	0.021
MvSl-1064-A1-R4_A1g01184	0.8042	0.0126	0.0157	MvSl-1064-A2-R4_A2g01305	2.9452	0.0085	0.0029
MvSl-1064-A1-R4_A1g01407	0.2474	0.0047	0.0191	MvSl-1064-A2-R4_A2g01322	0.3564	0.0051	0.0143
MvSl-1064-A1-R4_A1g01406	0.6367	0.0086	0.0135	MvSl-1064-A2-R4_A2g01323	0.5124	0.0061	0.012
MvSl-1064-A1-R4_A1g01219	1.2604	0.0088	0.007	MvSl-1064-A2-R4_A2g01387	0.5188	0.0076	0.0146
MvSl-1064-A1-R4_A1g01220	0.3881	0.0037	0.0096	MvSl-1064-A2-R4_A2g01388	0.2634	0.0047	0.018
MvSl-1064-A1-R4_A1g01174	0.5402	0.0047	0.0086	MvSl-1064-A2-R4_A2g01392	0.5847	0.006	0.0103
MvSl-1064-A1-R4_A1g01173	1.2207	0.0055	0.0045	MvSl-1064-A2-R4_A2g01393	0.7965	0.0037	0.0047
MvSl-1064-A1-R4_A1g01271	0.001	0	0.0095	MvSl-1064-A2-R4_A2g01394	0.001	0	0.0352
MvSl-1064-A1-R4_A1g01272	0.1427	0.0024	0.0166	MvSl-1064-A2-R4_A2g01395	0.3207	0.0098	0.0306
MvSl-1064-A1-R4_A1g01261	0.6058	0.0046	0.0075	MvSl-1064-A2-R4_A2g01419	0.3619	0.0044	0.0123
MvSl-1064-A1-R4_A1g00153	0.5016	0.0041	0.0081	MvSl-1064-A2-R4_A2g01431	0.9958	0.0048	0.0048
MvSl-1064-A1-R4_A1g00154	0.5076	0.0023	0.0046	MvSl-1064-A2-R4_A2g01432	0.1421	0.0022	0.0155
MvSl-1064-A1-R4_A1g00155	0.4031	0.0028	0.007	MvSl-1064-A2-R4_A2g01433	0.4193	0.0038	0.009
MvSl-1064-A1-R4_A1g00175	0.8794	0.0046	0.0053	MvSl-1064-A2-R4_A2g01447	0.4329	0.0046	0.0105
MvSl-1064-A1-R4_A1g00516	0.7041	0.0101	0.0144	MvSl-1064-A2-R4_A2g01504	1.5803	0.0138	0.0087
MvSl-1064-A1-R4_A1g00517	98.9996	0.016	0.0002	MvSl-1064-A2-R4_A2g01505	98.9996	0.0071	0.0001
MvSl-1064-A1-R4_A1g00518	0.3727	0.0036	0.0097	MvSl-1064-A2-R4_A2g01506	0.4635	0.0059	0.0127
MvSl-1064-A1-R4_A1g00519	1.4633	0.0124	0.0085	MvSl-1064-A2-R4_A2g01511	1.0026	0.0083	0.0083
MvSl-1064-A1-R4_A1g00520	0.8054	0.0077	0.0096	MvSl-1064-A2-R4_A2g01512	1.0569	0.008	0.0075
MvSl-1064-A1-R4_A1g00521	0.621	0.0064	0.0104	MvSl-1064-A2-R4_A2g01513	2.5398	0.0065	0.0026
MvSl-1064-A1-R4_A1g01227	0.001	0	0.0073	MvSl-1064-A2-R4_A2g01519	0.2207	0.0024	0.0108
MvSl-1064-A1-R4_A1g00646	0.3205	0.0026	0.008	MvSl-1064-A2-R4_A2g01534	0.6414	0.007	0.0109
MvSl-1064-A1-R4_A1g00645	0.4994	0.0025	0.005	MvSl-1064-A2-R4_A2g01535	0.2517	0.0025	0.01
MvSl-1064-A1-R4_A1g01347	0.5607	0.0074	0.0133	MvSl-1064-A2-R4_A2g01555	0.5994	0.0048	0.008
MvSl-1064-A1-R4_A1g01348	0.5271	0.0089	0.0169	MvSl-1064-A2-R4_A2g01556	0.4874	0.014	0.0286
MvSl-1064-A1-R4_A1g01350	0.7321	0.0213	0.0291	MvSl-1064-A2-R4_A2g01557	0.4562	0.0246	0.054
MvSl-1064-A1-R4_A1g01351	0.189	0.0029	0.0153	MvSl-1064-A2-R4_A2g01558	0.0818	0.0015	0.0186
MvSl-1064-A1-R4_A1g01164	1.1952	0.0122	0.0102	MvSl-1064-A2-R4_A2g01564	1.3544	0.007	0.0051
MvSl-1064-A1-R4_A1g00977	2.1807	0.0058	0.0027	MvSl-1064-A2-R4_A2g01566	0.4312	0.0077	0.0179
MvSl-1064-A1-R4_A1g00913	0.4876	0.0034	0.0069	MvSl-1064-A2-R4_A2g01572	0.3512	0.0037	0.0105
MvSl-1064-A1-R4_A1g00920	0.6981	0.0069	0.0099	MvSl-1064-A2-R4_A2g01577	1.0084	0.0094	0.0094
MvSl-1064-A1-R4_A1g00921	0.512	0.0049	0.0096	MvSl-1064-A2-R4_A2g01578	0.5177	0.0103	0.0199
MvSl-1064-A1-R4_A1g00923	0.2034	0.0047	0.0229	MvSl-1064-A2-R4_A2g01579	0.8962	0.0095	0.0106
MvSl-1064-A1-R4_A1g00922	0.3661	0.0071	0.0193	MvSl-1064-A2-R4_A2g01580	0.2582	0.0072	0.0278
MvSl-1064-A1-R4_A1g00912	0.7775	0.0121	0.0156	MvSl-1064-A2-R4_A2g01608	0.5152	0.008	0.0156
MvSl-1064-A1-R4_A1g00911	0.5387	0.0099	0.0184	MvSl-1064-A2-R4_A2g01609	0.2829	0.0101	0.0355
MvSl-1064-A1-R4_A1g00794	98.9996	0.0101	0.0001	MvSl-1064-A2-R4_A2g01610	98.9996	0.0102	0.0001
MvSl-1064-A1-R4_A1g00328	0.7052	0.0086	0.0122	MvSl-1064-A2-R4_A2g01638	2.1254	0.0138	0.0065
MvSl-1064-A1-R4_A1g00448	2.202	0.0119	0.0054	MvSl-1064-A2-R4_A2g01642	2.5655	0.0067	0.0026
MvSl-1064-A1-R4_A1g00532	0.5917	0.004	0.0068	MvSl-1064-A2-R4_A2g01664	0.1913	0.0023	0.0118
MvSl-1064-A1-R4_A1g00530	0.3423	0.0054	0.0156	MvSl-1064-A2-R4_A2g01693	1.1404	0.0085	0.0075
MvSl-1064-A1-R4_A1g00528	0.2152	0.0058	0.027	MvSl-1064-A2-R4_A2g01700	0.1992	0.0028	0.0141
MvSl-1064-A1-R4_A1g00495	1.1214	0.0072	0.0064	MvSl-1064-A2-R4_A2g01715	0.6909	0.0038	0.0055
MvSl-1064-A1-R4_A1g00840	0.3726	0.0051	0.0136	MvSl-1064-A2-R4_A2g01736	0.5899	0.0042	0.0071
MvSl-1064-A1-R4_A1g00832	0.3851	0.0024	0.0062	MvSl-1064-A2-R4_A2g01747	0.5989	0.0056	0.0094
MvSl-1064-A1-R4_A1g01440	0.8477	0.0058	0.0069	MvSl-1064-A2-R4_A2g01753	0.8477	0.0058	0.0069
MvSl-1064-A1-R4_A1g01441	1.4912	0.0033	0.0022	MvSl-1064-A2-R4_A2g01754	1.4912	0.0033	0.0022
MvSl-1064-A1-R4_A1g01442	0.4532	0	0	MvSl-1064-A2-R4_A2g01755	0.4575	0	0
MvSl-1064-A1-R4_A1g01443	1.1212	0.0782	0.0698	MvSl-1064-A2-R4_A2g01756	1.1212	0.0782	0.0698
MvSl-1064-A1-R4_A1g01444	0.052	0.0008	0.0161	MvSl-1064-A2-R4_A2g01757	0.052	0.0008	0.0161
MvSl-1064-A1-R4_A1g01445	0.4092	0.0039	0.0095	MvSl-1064-A2-R4_A2g01758	0.4092	0.0039	0.0095
MvSl-1064-A1-R4_A1g01446	98.9996	0.0397	0.0004	MvSl-1064-A2-R4_A2g01759	98.9996	0.0397	0.0004
MvSl-1064-A1-R4_A1g01447	0.7998	0.0044	0.0055	MvSl-1064-A2-R4_A2g01760	0.9003	0.0049	0.0055
MvSl-1064-A1-R4_A1g01450	0.6099	0.0065	0.0107	MvSl-1064-A2-R4_A2g01763	0.6716	0.0071	0.0106
MvSl-1064-A1-R4_A1g01451	0.3202	0.0032	0.01	MvSl-1064-A2-R4_A2g01764	0.3202	0.0032	0.01
MvSl-1064-A1-R4_A1g01452	0.174	0.0254	0.1457	MvSl-1064-A2-R4_A2g01765	1.3251	0.0156	0.0118
MvSl-1064-A1-R4_A1g01453	0.1581	0.0017	0.0107	MvSl-1064-A2-R4_A2g01766	0.1581	0.0017	0.0107
MvSl-1064-A1-R4_A1g01454	0.8996	0.0113	0.0126	MvSl-1064-A2-R4_A2g01767	0.8996	0.0113	0.0126
MvSl-1064-A1-R4_A1g01455	0.1154	0	0	MvSl-1064-A2-R4_A2g01768	0.2879	0	0
MvSl-1064-A1-R4_A1g01456	0.001	0	0.022	MvSl-1064-A2-R4_A2g01769	0.001	0	0.022
MvSl-1064-A1-R4_A1g01457	0.001	0	0.0231	MvSl-1064-A2-R4_A2g01770	0.001	0	0.0231
MvSl-1064-A1-R4_A1g01458	0.2298	0.0024	0.0103	MvSl-1064-A2-R4_A2g01771	0.3133	0.0024	0.0078
MvSl-1064-A1-R4_A1g01460	0.8796	0.008	0.0091	MvSl-1064-A2-R4_A2g01773	0.8796	0.008	0.0091
MvSl-1064-A1-R4_A1g01461	0.1531	0.0025	0.0165	MvSl-1064-A2-R4_A2g01774	0.1292	0.0026	0.0198
MvSl-1064-A1-R4_A1g01462	0.2284	0.0054	0.0238	MvSl-1064-A2-R4_A2g01775	0.2284	0.0054	0.0238
MvSl-1064-A1-R4_A1g01463	98.9996	0.0142	0.0001	MvSl-1064-A2-R4_A2g01776	98.9996	0.0142	0.0001
MvSl-1064-A1-R4_A1g01464	98.9996	0.0356	0.0004	MvSl-1064-A2-R4_A2g01777	98.9996	0.0356	0.0004
MvSl-1064-A1-R4_A1g01465	98.9996	0.0096	0.0001	MvSl-1064-A2-R4_A2g01778	98.9996	0.0096	0.0001
MvSl-1064-A1-R4_A1g01466	1.3587	0.0045	0.0033	MvSl-1064-A2-R4_A2g01779	1.2483	0.0041	0.0033
MvSl-1064-A1-R4_A1g01467	2.2891	0.011	0.0048	MvSl-1064-A2-R4_A2g01780	1.5756	0.0085	0.0054
MvSl-1064-A1-R4_A1g01468	1.3145	0.0076	0.0058	MvSl-1064-A2-R4_A2g01781	1.3145	0.0076	0.0058
MvSl-1064-A1-R4_A1g01470	0.4739	0.0055	0.0116	MvSl-1064-A2-R4_A2g01783	0.4739	0.0055	0.0116
MvSl-1064-A1-R4_A1g01471	0.8127	0.0159	0.0196	MvSl-1064-A2-R4_A2g01784	0.8127	0.0159	0.0196
MvSl-1064-A1-R4_A1g01472	0.6414	0.0093	0.0145	MvSl-1064-A2-R4_A2g01785	0.6414	0.0093	0.0145
MvSl-1064-A1-R4_A1g01473	1.3667	0.004	0.0029	MvSl-1064-A2-R4_A2g01786	1.3667	0.004	0.0029
MvSl-1064-A1-R4_A1g01476	0.2801	0.0029	0.0103	MvSl-1064-A2-R4_A2g01789	0.2801	0.0029	0.0103
MvSl-1064-A1-R4_A1g01477	0.4797	0.0075	0.0157	MvSl-1064-A2-R4_A2g01790	0.4797	0.0075	0.0157
MvSl-1064-A1-R4_A1g01479	0.4071	0.026	0.0639	MvSl-1064-A2-R4_A2g01792	0.4071	0.026	0.0639
MvSl-1064-A1-R4_A1g01480	0.943	0.0469	0.0497	MvSl-1064-A2-R4_A2g01793	0.943	0.0469	0.0497
MvSl-1064-A1-R4_A1g01485	0.3993	0.0034	0.0085	MvSl-1064-A2-R4_A2g01798	0.3993	0.0034	0.0085
MvSl-1064-A1-R4_A1g01486	0.6697	0.0097	0.0145	MvSl-1064-A2-R4_A2g01799	0.6697	0.0097	0.0145
MvSl-1064-A1-R4_A1g01487	0.4741	0.0051	0.0108	MvSl-1064-A2-R4_A2g01800	0.4741	0.0051	0.0108
MvSl-1064-A1-R4_A1g01488	0.2494	0.0043	0.0173	MvSl-1064-A2-R4_A2g01801	0.2613	0.0043	0.0165
MvSl-1064-A1-R4_A1g01489	0.5275	0.0064	0.0122	MvSl-1064-A2-R4_A2g01802	0.5275	0.0064	0.0122
MvSl-1064-A1-R4_A1g01490	98.9996	0.0314	0.0003	MvSl-1064-A2-R4_A2g01803	98.9996	0.0314	0.0003
MvSl-1064-A1-R4_A1g01491	1.0229	0.0097	0.0095	MvSl-1064-A2-R4_A2g01804	1.0229	0.0097	0.0095
MvSl-1064-A1-R4_A1g01492	0.4629	0	0	MvSl-1064-A2-R4_A2g01805	0.2539	0	0
MvSl-1064-A1-R4_A1g01496	0.3535	0.0077	0.0217	MvSl-1064-A2-R4_A2g01809	0.3535	0.0077	0.0217
MvSl-1064-A1-R4_A1g01497	0.2955	0.0038	0.0128	MvSl-1064-A2-R4_A2g01810	0.2955	0.0038	0.0128
MvSl-1064-A1-R4_A1g01498	0.2148	0.0019	0.009	MvSl-1064-A2-R4_A2g01811	0.2148	0.0019	0.009
MvSl-1064-A1-R4_A1g01500	0.1914	0.0019	0.0098	MvSl-1064-A2-R4_A2g01813	0.1914	0.0019	0.0098
MvSl-1064-A1-R4_A1g01501	0.095	0.0013	0.0137	MvSl-1064-A2-R4_A2g01814	0.095	0.0013	0.0137
MvSl-1064-A1-R4_A1g01502	0.5585	0.0069	0.0124	MvSl-1064-A2-R4_A2g01815	0.5584	0.0069	0.0124
MvSl-1064-A1-R4_A1g01506	0.4594	0	0	MvSl-1064-A2-R4_A2g01819	0.001	0	0
MvSl-1064-A1-R4_MC09-2g09580	0.3475	0.0286	0.0823	MvSl-1064-A2-R4_C28g01908	0.3475	0.0286	0.0823
MvSl-1064-A1-R4_MC09-2g09579	0.2732	0.0282	0.1032	MvSl-1064-A2-R4_C28g01909	0.2732	0.0282	0.1032
MvSl-1064-A1-R4_MC01-1g01700	0.001	0	0.0059	MvSl-1064-A2-R4_MC01g01981	0.001	0	0.0059
MvSl-1064-A1-R4_MC01-1g01702	98.9996	0.0084	0.0001	MvSl-1064-A2-R4_MC01g01983	98.9996	0.0084	0.0001
MvSl-1064-A1-R4_MC01-1g01703	98.9996	0.0023	0	MvSl-1064-A2-R4_MC01g01984	98.9996	0.0023	0
MvSl-1064-A1-R4_MC01-1g01705	0.5294	0.0038	0.0072	MvSl-1064-A2-R4_MC01g01986	0.5294	0.0038	0.0072
MvSl-1064-A1-R4_MC01-1g01708	0.1654	0.0012	0.0075	MvSl-1064-A2-R4_MC01g01989	0.1654	0.0012	0.0075
MvSl-1064-A1-R4_MC01-1g01709	0.9739	0.0097	0.0099	MvSl-1064-A2-R4_MC01g01990	0.9739	0.0097	0.0099
MvSl-1064-A1-R4_MC01-1g01710	98.9996	0.0108	0.0001	MvSl-1064-A2-R4_MC01g01991	98.9996	0.0114	0.0001
MvSl-1064-A1-R4_MC01-1g01711	0.2681	0.0034	0.0126	MvSl-1064-A2-R4_MC01g01992	0.2681	0.0034	0.0126
MvSl-1064-A1-R4_MC01-1g01712	98.9996	0.0014	0	MvSl-1064-A2-R4_MC01g01993	98.9996	0.0014	0
MvSl-1064-A1-R4_MC01-1g01713	98.9996	0.0086	0.0001	MvSl-1064-A2-R4_MC01g01994	98.9996	0.0086	0.0001
MvSl-1064-A1-R4_MC01-1g01714	0.5901	0.0109	0.0185	MvSl-1064-A2-R4_MC01g01995	0.59	0.0109	0.0185
MvSl-1064-A1-R4_MC01-1g01716	0.2572	0.0182	0.0707	MvSl-1064-A2-R4_MC01g01997	0.2572	0.0182	0.0707
MvSl-1064-A1-R4_MC01-1g01723	0.7525	0.0166	0.022	MvSl-1064-A2-R4_MC01g02004	0.7525	0.0166	0.022
MvSl-1064-A1-R4_MC01-1g01724	0.5317	0.0169	0.0318	MvSl-1064-A2-R4_MC01g02005	0.5317	0.0169	0.0318
MvSl-1064-A1-R4_MC01-1g01725	3.2037	0.0063	0.002	MvSl-1064-A2-R4_MC01g02006	3.2036	0.0063	0.002
MvSl-1064-A1-R4_MC01-1g01726	1.1001	0.0083	0.0076	MvSl-1064-A2-R4_MC01g02007	1.1001	0.0083	0.0076
MvSl-1064-A1-R4_MC01-1g01728	0.497	0.0023	0.0045	MvSl-1064-A2-R4_MC01g02009	0.497	0.0023	0.0045
MvSl-1064-A1-R4_MC01-1g01729	1.2452	0.0063	0.0051	MvSl-1064-A2-R4_MC01g02010	1.2452	0.0063	0.0051
MvSl-1064-A1-R4_MC01-1g01730	0.1563	0.0025	0.0158	MvSl-1064-A2-R4_MC01g02011	0.1563	0.0025	0.0158
MvSl-1064-A1-R4_MC01-1g01731	0.0816	0.001	0.0127	MvSl-1064-A2-R4_MC01g02012	0.0816	0.001	0.0127
MvSl-1064-A1-R4_MC01-1g01732	1.5205	0.0083	0.0054	MvSl-1064-A2-R4_MC01g02013	1.5204	0.0083	0.0054
MvSl-1064-A1-R4_MC01-1g01733	0.9726	0.0109	0.0112	MvSl-1064-A2-R4_MC01g02014	0.9726	0.0109	0.0112
MvSl-1064-A1-R4_MC01-1g01734	0.4339	0.0046	0.0105	MvSl-1064-A2-R4_MC01g02015	0.4339	0.0046	0.0105
MvSl-1064-A1-R4_MC01-1g01735	0.3001	0.0055	0.0183	MvSl-1064-A2-R4_MC01g02016	0.3001	0.0055	0.0183
MvSl-1064-A1-R4_MC01-1g01740	0.5397	0.0056	0.0103	MvSl-1064-A2-R4_MC01g02021	0.5397	0.0056	0.0103
MvSl-1064-A1-R4_MC01-1g01743	98.9996	0.002	0	MvSl-1064-A2-R4_MC01g02024	98.9996	0.002	0
MvSl-1064-A1-R4_MC01-1g01744	0.3928	0.0044	0.0113	MvSl-1064-A2-R4_MC01g02025	0.3928	0.0044	0.0113
MvSl-1064-A1-R4_MC01-1g01747	0.001	0.0001	0.0588	MvSl-1064-A2-R4_MC01g02028	0.001	0.0001	0.0588
MvSl-1064-A1-R4_MC01-1g01748	1.4042	0.0063	0.0045	MvSl-1064-A2-R4_MC01g02029	1.4042	0.0063	0.0045
MvSl-1064-A1-R4_MC01-1g01751	0.6786	0.0048	0.0071	MvSl-1064-A2-R4_MC01g02032	0.6786	0.0048	0.0071
MvSl-1064-A1-R4_MC01-1g01752	0.001	0	0	MvSl-1064-A2-R4_MC01g02033	0.4074	0	0
MvSl-1064-A1-R4_MC01-1g01753	1.0863	0.0099	0.0091	MvSl-1064-A2-R4_MC01g02034	1.0863	0.0099	0.0091
MvSl-1064-A1-R4_MC01-1g01754	0.2785	0.0043	0.0155	MvSl-1064-A2-R4_MC01g02035	0.2785	0.0043	0.0155
MvSl-1064-A1-R4_MC01-1g01755	0.3873	0.0139	0.0359	MvSl-1064-A2-R4_MC01g02036	0.3873	0.0139	0.0359
MvSl-1064-A1-R4_MC01-1g01756	0.0825	0.0012	0.0144	MvSl-1064-A2-R4_MC01g02037	0.0825	0.0012	0.0144
MvSl-1064-A1-R4_MC01-1g01762	98.9996	0.0043	0	MvSl-1064-A2-R4_MC01g02043	98.9996	0.0043	0
MvSl-1064-A1-R4_MC01-1g01763	0.6558	0.0054	0.0083	MvSl-1064-A2-R4_MC01g02044	0.6558	0.0054	0.0083
MvSl-1064-A1-R4_MC01-1g01764	0.7501	0.013	0.0173	MvSl-1064-A2-R4_MC01g02045	0.7501	0.013	0.0173
MvSl-1064-A1-R4_MC01-1g01765	0.4167	0.0584	0.1402	MvSl-1064-A2-R4_MC01g02046	0.4167	0.0584	0.1402
MvSl-1064-A1-R4_MC01-1g01766	0.5518	0.0027	0.0049	MvSl-1064-A2-R4_MC01g02047	0.5518	0.0027	0.0049
MvSl-1064-A1-R4_MC01-1g01767	1.2353	0.0052	0.0042	MvSl-1064-A2-R4_MC01g02048	1.2353	0.0052	0.0042
MvSl-1064-A1-R4_MC01-1g01768	0.1952	0.0024	0.0122	MvSl-1064-A2-R4_MC01g02049	0.1952	0.0024	0.0122
MvSl-1064-A1-R4_MC01-1g01769	0.4201	0.005	0.0118	MvSl-1064-A2-R4_MC01g02050	0.4201	0.005	0.0118
MvSl-1064-A1-R4_MC01-1g01770	0.3018	0.0016	0.0052	MvSl-1064-A2-R4_MC01g02051	0.3018	0.0016	0.0052
MvSl-1064-A1-R4_MC01-1g01771	0.5705	0.0073	0.0127	MvSl-1064-A2-R4_MC01g02052	0.5705	0.0073	0.0127
MvSl-1064-A1-R4_MC01-1g01772	1.116	0.034	0.0305	MvSl-1064-A2-R4_MC01g02053	1.116	0.034	0.0305
MvSl-1064-A1-R4_MC01-1g01773	98.9996	0.0104	0.0001	MvSl-1064-A2-R4_MC01g02054	98.9996	0.0104	0.0001
MvSl-1064-A1-R4_MC01-1g01774	0.366	0.0051	0.0139	MvSl-1064-A2-R4_MC01g02055	0.366	0.0051	0.0139
MvSl-1064-A1-R4_MC01-1g01775	0.4581	0.0069	0.015	MvSl-1064-A2-R4_MC01g02056	0.4581	0.0069	0.015
MvSl-1064-A1-R4_MC01-1g01778	0.7752	0.0068	0.0088	MvSl-1064-A2-R4_MC01g02059	0.7752	0.0068	0.0088
MvSl-1064-A1-R4_MC01-1g01779	1.2293	0.0094	0.0077	MvSl-1064-A2-R4_MC01g02060	1.2293	0.0094	0.0077
MvSl-1064-A1-R4_MC01-1g01780	98.9996	0.004	0	MvSl-1064-A2-R4_MC01g02061	98.9996	0.004	0
MvSl-1064-A1-R4_MC01-1g01787	0.9338	0.014	0.015	MvSl-1064-A2-R4_MC01g02068	0.9338	0.014	0.015
MvSl-1064-A1-R4_MC01-1g01796	0.2157	0.0019	0.0087	MvSl-1064-A2-R4_MC01g02077	0.2157	0.0019	0.0087
MvSl-1064-A1-R4_MC01-1g01797	98.9996	0.0074	0.0001	MvSl-1064-A2-R4_MC01g02078	98.9996	0.0074	0.0001
MvSl-1064-A1-R4_MC01-1g01798	98.9996	0.008	0.0001	MvSl-1064-A2-R4_MC01g02079	98.9996	0.008	0.0001
MvSl-1064-A1-R4_MC01-1g01799	0.3952	0.0045	0.0113	MvSl-1064-A2-R4_MC01g02080	0.3952	0.0045	0.0113
MvSl-1064-A1-R4_MC01-1g01800	0.001	0	0.0064	MvSl-1064-A2-R4_MC01g02081	0.001	0	0.0064
MvSl-1064-A1-R4_MC01-1g01801	0.7852	0.0033	0.0042	MvSl-1064-A2-R4_MC01g02082	0.7852	0.0033	0.0042
MvSl-1064-A1-R4_MC01-1g01802	0.2234	0.0019	0.0085	MvSl-1064-A2-R4_MC01g02083	0.2234	0.0019	0.0085
MvSl-1064-A1-R4_MC01-1g01803	98.9996	0.0014	0	MvSl-1064-A2-R4_MC01g02084	98.9996	0.0014	0
MvSl-1064-A1-R4_MC01-1g01804	0.426	0.0028	0.0067	MvSl-1064-A2-R4_MC01g02085	0.426	0.0028	0.0067
MvSl-1064-A1-R4_MC01-1g01805	1.9973	0.0058	0.0029	MvSl-1064-A2-R4_MC01g02086	1.9972	0.0058	0.0029
MvSl-1064-A1-R4_MC01-1g01806	0.4299	0.0036	0.0084	MvSl-1064-A2-R4_MC01g02087	0.4299	0.0036	0.0084
MvSl-1064-A1-R4_MC01-1g01807	0.5148	0.0181	0.0351	MvSl-1064-A2-R4_MC01g02088	0.5148	0.0181	0.0351
MvSl-1064-A1-R4_MC01-1g01808	0.7983	0.0107	0.0134	MvSl-1064-A2-R4_MC01g02089	0.7983	0.0107	0.0134
MvSl-1064-A1-R4_MC01-1g01809	98.9996	0.0014	0	MvSl-1064-A2-R4_MC01g02090	98.9996	0.0014	0
MvSl-1064-A1-R4_MC01-1g01810	1.6453	0.0168	0.0102	MvSl-1064-A2-R4_MC01g02091	1.6453	0.0168	0.0102
MvSl-1064-A1-R4_MC01-1g01811	0.303	0.0025	0.0082	MvSl-1064-A2-R4_MC01g02092	0.303	0.0025	0.0082
MvSl-1064-A1-R4_MC01-1g01812	0.3187	0.003	0.0093	MvSl-1064-A2-R4_MC01g02093	0.3187	0.003	0.0093
MvSl-1064-A1-R4_MC01-1g01813	0.5901	0.005	0.0085	MvSl-1064-A2-R4_MC01g02094	0.5901	0.005	0.0085
MvSl-1064-A1-R4_MC01-1g01814	0.5181	0.0067	0.013	MvSl-1064-A2-R4_MC01g02095	0.5181	0.0067	0.013
MvSl-1064-A1-R4_MC01-1g01815	0.2922	0.0043	0.0149	MvSl-1064-A2-R4_MC01g02096	0.2922	0.0043	0.0149
MvSl-1064-A1-R4_MC01-1g01816	0.3584	0.0027	0.0076	MvSl-1064-A2-R4_MC01g02097	0.3584	0.0027	0.0076
MvSl-1064-A1-R4_MC01-1g01817	0.2406	0.0026	0.011	MvSl-1064-A2-R4_MC01g02098	0.2406	0.0026	0.011
MvSl-1064-A1-R4_MC01-1g01818	0.635	0.0043	0.0068	MvSl-1064-A2-R4_MC01g02099	0.635	0.0043	0.0068
MvSl-1064-A1-R4_MC01-1g01819	0.3614	0.0034	0.0093	MvSl-1064-A2-R4_MC01g02100	0.3176	0.0033	0.0103
MvSl-1064-A1-R4_MC01-1g01820	0.4352	0.0017	0.0038	MvSl-1064-A2-R4_MC01g02101	0.4352	0.0017	0.0038
MvSl-1064-A1-R4_MC01-1g01821	0.6174	0.0063	0.0102	MvSl-1064-A2-R4_MC01g02102	0.6174	0.0063	0.0102
MvSl-1064-A1-R4_MC01-1g01822	0.9431	0.0044	0.0046	MvSl-1064-A2-R4_MC01g02103	0.9431	0.0044	0.0046
MvSl-1064-A1-R4_MC01-1g01823	1.5514	0.0087	0.0056	MvSl-1064-A2-R4_MC01g02104	1.5514	0.0087	0.0056
MvSl-1064-A1-R4_MC01-1g01824	98.9996	0.0055	0.0001	MvSl-1064-A2-R4_MC01g02105	98.9996	0.0055	0.0001
MvSl-1064-A1-R4_MC01-1g01825	0.7066	0.009	0.0127	MvSl-1064-A2-R4_MC01g02106	0.7066	0.009	0.0127
MvSl-1064-A1-R4_MC01-1g01826	0.7402	0.0085	0.0115	MvSl-1064-A2-R4_MC01g02107	0.7402	0.0085	0.0115
MvSl-1064-A1-R4_MC01-1g01831	0.9448	0.0392	0.0415	MvSl-1064-A2-R4_MC01g02112	0.9448	0.0392	0.0415
MvSl-1064-A1-R4_MC01-1g01834	0.1954	0.0028	0.0141	MvSl-1064-A2-R4_MC01g02115	0.1954	0.0028	0.0141
MvSl-1064-A1-R4_MC01-1g01840	0.1658	0.0027	0.0161	MvSl-1064-A2-R4_MC01g02121	0.1658	0.0027	0.0161
MvSl-1064-A1-R4_MC01-1g01841	0.9109	0.0062	0.0069	MvSl-1064-A2-R4_MC01g02122	0.9109	0.0062	0.0069
MvSl-1064-A1-R4_MC01-1g01842	98.9996	0.0152	0.0002	MvSl-1064-A2-R4_MC01g02123	98.9996	0.0152	0.0002
MvSl-1064-A1-R4_MC01-1g01843	0.7104	0.0048	0.0068	MvSl-1064-A2-R4_MC01g02124	0.7104	0.0048	0.0068
