gid	gidmvsd	dnds	dn	ds
MvSl-1064-A1-R4_MC10-2g09905	MvSdioicae-1303-FR02-D-N206-PbcR_C014g07474	98.9996	0.004	0
MvSl-1064-A1-R4_MC09-2g09374	MvSdioicae-1303-FR02-D-N206-PbcR_C019g09010	1.4338	0.0055	0.0038
MvSl-1064-A1-R4_MC07g07757	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07176	0.3848	0.0032	0.0083
MvSl-1064-A1-R4_A1g00843	MvSdioicae-1303-FR02-D-N206-PbcR_C043g12099	0.2275	0.0041	0.0181
MvSl-1064-A1-R4_MC04-1g05662	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02899	0.384	0.006	0.0157
MvSl-1064-A1-R4_MC02g03633	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03582	0.5169	0	0
MvSl-1064-A1-R4_MC13g11494	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05601	1.7263	0.0049	0.0028
MvSl-1064-A1-R4_MC05-2g06341	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02045	0.2277	0.0026	0.0114
MvSl-1064-A1-R4_MC07g07910	MvSdioicae-1303-FR02-D-N206-PbcR_C024g09827	0.4762	0.0024	0.005
MvSl-1064-A1-R4_MC02g03330	MvSdioicae-1303-FR02-D-N206-PbcR_C023g09749	0.657	0.0038	0.0058
MvSl-1064-A1-R4_MC08g08416	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06065	0.5748	0.0053	0.0093
MvSl-1064-A1-R4_MC08g08393	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06087	0.001	0	0.0156
MvSl-1064-A1-R4_MC02g03317	MvSdioicae-1303-FR02-D-N206-PbcR_C023g09737	0.2535	0.0013	0.005
MvSl-1064-A1-R4_MC07g07691	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07241	98.9996	0.0033	0
MvSl-1064-A1-R4_MC08g08489	MvSdioicae-1303-FR02-D-N206-PbcR_C010g05981	0.001	0	0.0049
MvSl-1064-A1-R4_MC05-3g06717	MvSdioicae-1303-FR02-D-N206-PbcR_C027g10427	0.4047	0.7837	1.9366
MvSl-1064-A1-R4_MC12g10851	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05284	0.3445	0.0015	0.0044
MvSl-1064-A1-R4_MC05-3g06556	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02276	0.8697	0.0037	0.0042
MvSl-1064-A1-R4_MC03g04753	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00479	0.677	0.0036	0.0054
MvSl-1064-A1-R4_MC08g08286	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06192	0.2612	0.003	0.0115
MvSl-1064-A1-R4_MC10-1g09639	MvSdioicae-1303-FR02-D-N206-PbcR_C018g08591	0.1977	0.0036	0.0182
MvSl-1064-A1-R4_MC04-1g05306	MvSdioicae-1303-FR02-D-N206-PbcR_C030g10844	0.8219	0.0092	0.0112
MvSl-1064-A1-R4_MC07g08120	MvSdioicae-1303-FR02-D-N206-PbcR_C021g09362	0.3685	0	0
MvSl-1064-A1-R4_MC07g07838	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07090	1.307	0.0038	0.0029
MvSl-1064-A1-R4_MC01-1g02428	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01732	0.5727	0.0104	0.0181
MvSl-1064-A1-R4_MC08g08301	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06177	0.4357	0.0022	0.005
MvSl-1064-A1-R4_MC01-1g01884	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01150	0.3535	0.0058	0.0163
MvSl-1064-A1-R4_MC13g11567	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05671	1.6474	0.0037	0.0023
MvSl-1064-A1-R4_A1g01189	MvSdioicae-1303-FR02-D-N206-PbcR_C006g03845	98.9996	0.0052	0.0001
MvSl-1064-A1-R4_MC01-1g02673	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07911	0.1692	0.002	0.0116
MvSl-1064-A1-R4_MC13g11495	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05602	98.9996	0.0079	0.0001
MvSl-1064-A1-R4_MC05-3g06720	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02442	0.2954	0.0023	0.0077
MvSl-1064-A1-R4_MC13g11477	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05582	0.2018	0.0024	0.012
MvSl-1064-A1-R4_MC12g10784	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05358	0.1384	0.0015	0.0111
MvSl-1064-A1-R4_A1g01487	MvSdioicae-1303-FR02-D-N206-PbcR_C026g10139	0.4741	0.0051	0.0108
MvSl-1064-A1-R4_MC12g11007	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05128	0.5925	0.0038	0.0063
MvSl-1064-A1-R4_MC05-2g06381	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02097	0.7623	0.0059	0.0078
MvSl-1064-A1-R4_MC01-1g02671	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07913	0.9636	0.0115	0.0119
MvSl-1064-A1-R4_MC10-1g09713	MvSdioicae-1303-FR02-D-N206-PbcR_C018g08664	0.1425	0.0032	0.0224
MvSl-1064-A1-R4_MC01-2g03057	MvSdioicae-1303-FR02-D-N206-PbcR_C035g11423	0.001	0	0.0198
MvSl-1064-A1-R4_MC07g07649	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07291	0.1413	0.0022	0.0153
MvSl-1064-A1-R4_MC02g03637	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03578	0.182	0.0009	0.005
MvSl-1064-A1-R4_MC02g04046	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03186	0.2752	0.0027	0.0097
MvSl-1064-A1-R4_MC07g08064	MvSdioicae-1303-FR02-D-N206-PbcR_C042g12015	0.001	0	0.0133
MvSl-1064-A1-R4_MC13g11711	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05810	0.3315	0.0019	0.0057
MvSl-1064-A1-R4_MC03g05192	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00006	0.1724	0.003	0.0174
MvSl-1064-A1-R4_MC01-1g02369	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01680	0.176	0.0009	0.0051
MvSl-1064-A1-R4_MC03g04482	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00751	0.5362	0.0039	0.0073
MvSl-1064-A1-R4_MC12g10768	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05376	0.2899	0.0026	0.0091
MvSl-1064-A1-R4_A1g00407	MvSdioicae-1303-FR02-D-N206-PbcR_C017g08392	1.3523	0.0126	0.0093
MvSl-1064-A1-R4_MC02g03312	MvSdioicae-1303-FR02-D-N206-PbcR_C023g09732	1.7787	0.0063	0.0035
MvSl-1064-A1-R4_MC14g11897	MvSdioicae-1303-FR02-D-N206-PbcR_C028g10512	0.2	0.0013	0.0066
MvSl-1064-A1-R4_MC08g08575	MvSdioicae-1303-FR02-D-N206-PbcR_C010g05900	0.001	0	0.0131
MvSl-1064-A1-R4_MC01-1g02695	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07889	0.2512	0.004	0.0157
MvSl-1064-A1-R4_MC13g11512	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05620	0.3489	0.0037	0.0105
MvSl-1064-A1-R4_MC01-1g02166	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01488	0.3098	0.0048	0.0153
MvSl-1064-A1-R4_MC08g08498	MvSdioicae-1303-FR02-D-N206-PbcR_C010g05972	0.3761	0.0056	0.0149
MvSl-1064-A1-R4_MC11g10436	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04606	0.0864	0.0008	0.0098
MvSl-1064-A1-R4_MC02g04147	MvSdioicae-1303-FR02-D-N206-PbcR_C022g09483	0.3902	0.0027	0.007
MvSl-1064-A1-R4_MC02g04106	MvSdioicae-1303-FR02-D-N206-PbcR_C022g09441	0.7225	0.005	0.007
MvSl-1064-A1-R4_MC02g03793	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03423	2.8119	0.0051	0.0018
MvSl-1064-A1-R4_MC08g08588	MvSdioicae-1303-FR02-D-N206-PbcR_C010g05885	0.3414	0.0037	0.0108
MvSl-1064-A1-R4_MC03g05104	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00101	0.8845	0.0052	0.0059
MvSl-1064-A1-R4_MC01-1g02062	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01373	0.1713	0.0021	0.0125
MvSl-1064-A1-R4_MC13g11582	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05686	0.2002	0.001	0.0052
MvSl-1064-A1-R4_MC09-2g09049	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08093	0.5265	0.0058	0.0109
MvSl-1064-A1-R4_MC13g11573	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05677	0.001	0	0.0045
MvSl-1064-A1-R4_MC02g03231	MvSdioicae-1303-FR02-D-N206-PbcR_C023g09654	0.1646	0.0008	0.0046
MvSl-1064-A1-R4_MC05-2g06400	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02120	0.151	0.0022	0.0146
MvSl-1064-A1-R4_MC02g04090	MvSdioicae-1303-FR02-D-N206-PbcR_C022g09425	0.001	0	0.0154
MvSl-1064-A1-R4_MC02g03573	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03645	0.4654	0	0
MvSl-1064-A1-R4_MC02g03929	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03303	0.7706	0.0034	0.0044
MvSl-1064-A1-R4_MC11g10471	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04572	0.825	0.004	0.0048
MvSl-1064-A1-R4_MC12g11201	MvSdioicae-1303-FR02-D-N206-PbcR_C008g04930	0.1003	0.0019	0.0186
MvSl-1064-A1-R4_MC06g07498	MvSdioicae-1303-FR02-D-N206-PbcR_C027g10331	0.2859	0.0036	0.0125
MvSl-1064-A1-R4_MC11g10697	MvSdioicae-1303-FR02-D-N206-PbcR_C038g11714	0.2239	0.001	0.0046
MvSl-1064-A1-R4_MC08g08405	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06076	1.4162	0.0053	0.0037
MvSl-1064-A1-R4_MC07g07745	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07187	0.2974	0.0022	0.0075
MvSl-1064-A1-R4_MC14g11868	MvSdioicae-1303-FR02-D-N206-PbcR_C028g10539	1.0398	0.007	0.0067
MvSl-1064-A1-R4_MC02g03690	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03526	0.0787	0.0019	0.0247
MvSl-1064-A1-R4_MC05-1g06118	MvSdioicae-1303-FR02-D-N206-PbcR_C003g01829	0.5065	0.0019	0.0038
MvSl-1064-A1-R4_MC02g03688	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03528	0.0296	0.0008	0.027
MvSl-1064-A1-R4_MC03g04676	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00552	0.4761	0.0064	0.0135
MvSl-1064-A1-R4_MC01-2g03136	MvSdioicae-1303-FR02-D-N206-PbcR_C039g11790	0.001	0	0.0109
MvSl-1064-A1-R4_MC01-1g02193	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01512	0.0681	0.0011	0.0166
MvSl-1064-A1-R4_MC12g11165	MvSdioicae-1303-FR02-D-N206-PbcR_C008g04966	0.063	0.0009	0.0137
MvSl-1064-A1-R4_MC09-2g09149	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08194	0.354	0.0037	0.0106
MvSl-1064-A1-R4_MC03g04471	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00765	0.2125	0.0034	0.0159
MvSl-1064-A1-R4_MC06g07250	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06881	0.5515	0.0018	0.0033
MvSl-1064-A1-R4_MC08g08532	MvSdioicae-1303-FR02-D-N206-PbcR_C010g05919	0.001	0.0001	0.0537
MvSl-1064-A1-R4_MC01-1g02665	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07919	0.359	0.0042	0.0116
MvSl-1064-A1-R4_MC07g07697	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07235	0.0769	0.0011	0.0149
MvSl-1064-A1-R4_MC05-1g06140	MvSdioicae-1303-FR02-D-N206-PbcR_C003g01850	0.2708	0.0019	0.0071
MvSl-1064-A1-R4_MC01-1g02752	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07829	98.9996	0.0022	0
MvSl-1064-A1-R4_MC02g04116	MvSdioicae-1303-FR02-D-N206-PbcR_C022g09514	1.0947	0.0025	0.0023
MvSl-1064-A1-R4_MC13g11442	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05537	0.1559	0.0016	0.0103
MvSl-1064-A1-R4_MC02g03669	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03547	0.5036	0	0
MvSl-1064-A1-R4_MC14g11746	MvSdioicae-1303-FR02-D-N206-PbcR_C040g11844	98.9996	0.0064	0.0001
MvSl-1064-A1-R4_MC12g10959	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05173	0.001	0	0.0167
MvSl-1064-A1-R4_MC07g08058	MvSdioicae-1303-FR02-D-N206-PbcR_C042g12021	0.6708	0.0019	0.0029
MvSl-1064-A1-R4_MC11g10323	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04722	0.001	0	0.013
MvSl-1064-A1-R4_MC11g10486	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04556	0.191	0.0033	0.0171
MvSl-1064-A1-R4_MC08g08417	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06064	0.001	0	0.0137
MvSl-1064-A1-R4_MC03g05242	MvSdioicae-1303-FR02-D-N206-PbcR_C047g12310	0.2219	0.0022	0.0097
MvSl-1064-A1-R4_MC08g08870	MvSdioicae-1303-FR02-D-N206-PbcR_C025g09967	0.6205	0.0047	0.0076
MvSl-1064-A1-R4_MC08g08278	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06200	0.2114	0.0018	0.0087
MvSl-1064-A1-R4_MC15g12098	MvSdioicae-1303-FR02-D-N206-PbcR_C033g11150	1.6975	0.0075	0.0044
MvSl-1064-A1-R4_MC01-1g02423	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01727	0.189	0.0038	0.0202
MvSl-1064-A1-R4_A1g00359	MvSdioicae-1303-FR02-D-N206-PbcR_C011g06286	0.1151	0.0046	0.0404
MvSl-1064-A1-R4_MC01-2g03105	MvSdioicae-1303-FR02-D-N206-PbcR_C039g11758	0.3561	0.003	0.0085
MvSl-1064-A1-R4_MC01-1g02077	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01387	0.001	0	0.0272
MvSl-1064-A1-R4_MC07g08094	MvSdioicae-1303-FR02-D-N206-PbcR_C021g09388	1.9654	0.0067	0.0034
MvSl-1064-A1-R4_MC08g08586	MvSdioicae-1303-FR02-D-N206-PbcR_C010g05887	1.8772	0.0107	0.0057
MvSl-1064-A1-R4_MC03g05228	MvSdioicae-1303-FR02-D-N206-PbcR_C047g12326	0.001	0	0.0059
MvSl-1064-A1-R4_MC03g04523	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00712	0.303	0.0026	0.0087
MvSl-1064-A1-R4_MC02g03575	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03643	0.8728	0	0
MvSl-1064-A1-R4_MC08g08659	MvSdioicae-1303-FR02-D-N206-PbcR_C034g11345	1.2131	0.006	0.005
MvSl-1064-A1-R4_MC03g04704	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00526	1.4944	0.004	0.0027
MvSl-1064-A1-R4_MC02g03306	MvSdioicae-1303-FR02-D-N206-PbcR_C023g09726	98.9996	0.0028	0
MvSl-1064-A1-R4_MC03g04751	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00481	0.2669	0.0018	0.0066
MvSl-1064-A1-R4_MC13g11664	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05765	0.5286	0.0048	0.0091
MvSl-1064-A1-R4_MC03g04804	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00423	0.5191	0.005	0.0097
MvSl-1064-A1-R4_MC05-2g06362	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02075	0.3814	0	0
MvSl-1064-A1-R4_MC03g04498	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00735	0.3931	0.0043	0.0108
MvSl-1064-A1-R4_MC02g03260	MvSdioicae-1303-FR02-D-N206-PbcR_C023g09683	0.4587	0.0052	0.0113
MvSl-1064-A1-R4_MC12g10977	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05157	0.1252	0.0021	0.017
MvSl-1064-A1-R4_MC09-2g08947	MvSdioicae-1303-FR02-D-N206-PbcR_C048g12370	0.6295	0.0113	0.018
MvSl-1064-A1-R4_MC04-1g05330	MvSdioicae-1303-FR02-D-N206-PbcR_C030g10819	1.0291	0.0505	0.0491
MvSl-1064-A1-R4_MC01-2g03109	MvSdioicae-1303-FR02-D-N206-PbcR_C039g11762	0.9541	0.0018	0.0019
MvSl-1064-A1-R4_MC01-1g02269	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01583	98.9996	0.0026	0
MvSl-1064-A1-R4_MC01-1g01802	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01068	0.2234	0.0019	0.0085
MvSl-1064-A1-R4_MC05-2g06463	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02181	0.1499	0.0012	0.0081
MvSl-1064-A1-R4_MC01-1g02236	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01552	3.4655	0.007	0.002
MvSl-1064-A1-R4_MC11g10523	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04521	98.9996	0.008	0.0001
MvSl-1064-A1-R4_MC08g08289	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06189	1.5644	0.0043	0.0028
MvSl-1064-A1-R4_MC01-1g02039	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01288	0.3818	0.0034	0.0089
MvSl-1064-A1-R4_MC08g08850	MvSdioicae-1303-FR02-D-N206-PbcR_C025g09987	0.001	0	0.0111
MvSl-1064-A1-R4_MC13g11645	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05746	0.4151	0.0048	0.0116
MvSl-1064-A1-R4_MC14g11786	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02414	1.5933	0.0312	0.0196
MvSl-1064-A1-R4_MC07g07833	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07095	0.8495	0.0034	0.004
MvSl-1064-A1-R4_MC11g10663	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04371	0.3279	0.0033	0.0099
MvSl-1064-A1-R4_MC01-1g01834	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01097	0.1954	0.0028	0.0141
MvSl-1064-A1-R4_MC01-1g02054	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01365	0.973	0.0024	0.0025
MvSl-1064-A1-R4_MC01-1g01803	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01069	98.9996	0.0014	0
MvSl-1064-A1-R4_MC11g10269	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04774	0.6038	0.0026	0.0043
MvSl-1064-A1-R4_MC15g12127	MvSdioicae-1303-FR02-D-N206-PbcR_C044g12168	0.0475	0.0008	0.0172
MvSl-1064-A1-R4_MC01-1g02400	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01704	0.5838	0.006	0.0102
MvSl-1064-A1-R4_MC01-1g01769	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01045	0.4201	0.005	0.0118
MvSl-1064-A1-R4_MC08g08372	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06107	0.7897	0.0047	0.0059
MvSl-1064-A1-R4_MC12g10847	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05289	0.9523	0.0036	0.0038
MvSl-1064-A1-R4_MC05-2g06468	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02186	0.5152	0	0
MvSl-1064-A1-R4_MC01-2g03112	MvSdioicae-1303-FR02-D-N206-PbcR_C039g11765	0.1566	0.0008	0.0049
MvSl-1064-A1-R4_MC06g06980	MvSdioicae-1303-FR02-D-N206-PbcR_C020g09135	2.6006	0.011	0.0042
MvSl-1064-A1-R4_MC02g03822	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03395	0.1355	0.0041	0.0303
MvSl-1064-A1-R4_MC01-1g02204	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01523	0.9047	0.0037	0.0041
MvSl-1064-A1-R4_MC11g10363	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04677	1.9036	0.0053	0.0028
MvSl-1064-A1-R4_MC10-2g10018	MvSdioicae-1303-FR02-D-N206-PbcR_C014g07580	0.5062	0.0052	0.0103
MvSl-1064-A1-R4_MC01-1g01935	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01204	0.5591	0.0031	0.0055
MvSl-1064-A1-R4_MC10-1g09635	MvSdioicae-1303-FR02-D-N206-PbcR_C018g08586	0.001	0	0.0172
MvSl-1064-A1-R4_MC11g10566	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04484	0.4808	0.0014	0.0029
MvSl-1064-A1-R4_A1g00801	MvSdioicae-1303-FR02-D-N206-PbcR_C006g04242	1.5222	0.0149	0.0098
MvSl-1064-A1-R4_MC08g08295	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06183	0.001	0	0.0147
MvSl-1064-A1-R4_MC07g07725	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07208	0.1539	0.0019	0.0124
MvSl-1064-A1-R4_MC03g04603	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00676	0.3924	0.0032	0.0081
MvSl-1064-A1-R4_MC03g04388	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00859	0.2486	0.0018	0.0073
MvSl-1064-A1-R4_MC08g08552	MvSdioicae-1303-FR02-D-N206-PbcR_C010g05936	0.4764	0.0053	0.0111
MvSl-1064-A1-R4_MC03g04407	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00840	0.1821	0.0013	0.007
MvSl-1064-A1-R4_MC16g12176	MvSdioicae-1303-FR02-D-N206-PbcR_C046g12277	0.9333	0.0087	0.0093
MvSl-1064-A1-R4_MC03g04754	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00478	0.4989	0	0
MvSl-1064-A1-R4_MC03g05026	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00216	98.9996	0.0293	0.0003
MvSl-1064-A1-R4_MC08g08345	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06132	0.4551	0.0044	0.0096
MvSl-1064-A1-R4_A1g00155	MvSdioicae-1303-FR02-D-N206-PbcR_C011g06623	0.4031	0.0028	0.007
MvSl-1064-A1-R4_MC07g07909	MvSdioicae-1303-FR02-D-N206-PbcR_C024g09826	0.635	0.005	0.0079
MvSl-1064-A1-R4_MC07g08087	MvSdioicae-1303-FR02-D-N206-PbcR_C021g09395	0.001	0	0.0097
MvSl-1064-A1-R4_MC12g11258	MvSdioicae-1303-FR02-D-N206-PbcR_C041g11967	0.9714	0.0033	0.0034
MvSl-1064-A1-R4_MC01-1g01797	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01063	98.9996	0.0074	0.0001
MvSl-1064-A1-R4_MC01-1g02139	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01456	0.5313	0.0047	0.0089
MvSl-1064-A1-R4_MC14g11919	MvSdioicae-1303-FR02-D-N206-PbcR_C028g10488	1.2932	0.0087	0.0067
MvSl-1064-A1-R4_MC07g07651	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07289	0.1472	0.001	0.0066
MvSl-1064-A1-R4_MC03g04917	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00268	0.3885	0.0061	0.0157
MvSl-1064-A1-R4_MC05-3g06719	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02441	1.1978	0.0017	0.0014
MvSl-1064-A1-R4_MC08g08500	MvSdioicae-1303-FR02-D-N206-PbcR_C010g05970	98.9996	0.0057	0.0001
MvSl-1064-A1-R4_A1g00516	MvSdioicae-1303-FR02-D-N206-PbcR_C011g06586	0.7041	0.0101	0.0144
MvSl-1064-A1-R4_MC07g07908	MvSdioicae-1303-FR02-D-N206-PbcR_C024g09825	0.078	0.0008	0.0098
MvSl-1064-A1-R4_MC06g07042	MvSdioicae-1303-FR02-D-N206-PbcR_C020g09075	0.6681	0.0065	0.0098
MvSl-1064-A1-R4_MC03g04648	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00585	1.3646	0.0038	0.0028
MvSl-1064-A1-R4_MC01-1g02333	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01646	1.0009	0.0035	0.0035
MvSl-1064-A1-R4_MC08g08373	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06106	0.5425	0.0036	0.0067
MvSl-1064-A1-R4_MC12g10973	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05161	0.215	0.0024	0.0114
MvSl-1064-A1-R4_MC02g03223	MvSdioicae-1303-FR02-D-N206-PbcR_C023g09646	0.5014	0.0044	0.0087
MvSl-1064-A1-R4_A1g00069	MvSdioicae-1303-FR02-D-N206-PbcR_C017g08499	0.322	0.0023	0.0073
MvSl-1064-A1-R4_MC04-1g05332	MvSdioicae-1303-FR02-D-N206-PbcR_C030g10817	0.5116	0.0051	0.0099
MvSl-1064-A1-R4_MC02g04224	MvSdioicae-1303-FR02-D-N206-PbcR_C022g09553	0.592	0.0067	0.0113
MvSl-1064-A1-R4_MC13g11587	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05691	0.001	0	0.0185
MvSl-1064-A1-R4_MC01-1g02212	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01531	0.5212	0.0054	0.0104
MvSl-1064-A1-R4_MC14g11867	MvSdioicae-1303-FR02-D-N206-PbcR_C028g10540	0.7671	0.0153	0.02
MvSl-1064-A1-R4_MC10-2g09994	MvSdioicae-1303-FR02-D-N206-PbcR_C014g07556	1.0322	0.0105	0.0102
MvSl-1064-A1-R4_MC11g10485	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04557	0.2121	0.0034	0.016
MvSl-1064-A1-R4_MC04-1g05883	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02682	0.2336	0.0033	0.0143
MvSl-1064-A1-R4_MC03g04513	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00721	98.9996	0.0032	0
MvSl-1064-A1-R4_MC06g07429	MvSdioicae-1303-FR02-D-N206-PbcR_C027g10413	0.4534	0.0087	0.0191
MvSl-1064-A1-R4_MC05-3g06555	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02275	0.9209	0.004	0.0044
MvSl-1064-A1-R4_MC06g07242	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06873	0.2226	0.0026	0.0118
MvSl-1064-A1-R4_MC06g07046	MvSdioicae-1303-FR02-D-N206-PbcR_C020g09071	0.8343	0.0044	0.0053
MvSl-1064-A1-R4_MC12g11094	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05038	0.2169	0.0036	0.0167
MvSl-1064-A1-R4_MC11g10356	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04684	0.2192	0.004	0.0183
MvSl-1064-A1-R4_MC10-2g10071	MvSdioicae-1303-FR02-D-N206-PbcR_C014g07633	0.001	0	0.0151
MvSl-1064-A1-R4_MC05-2g06360	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02073	0.1184	0.0014	0.012
MvSl-1064-A1-R4_MC01-1g02463	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01764	0.4105	0.004	0.0098
MvSl-1064-A1-R4_MC01-1g02800	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07777	0.203	0.0019	0.0094
