Haploid	Gene	Genomicloc	intronnr	intronmean	introntotal	ploidy
A1	MvSl-1064-A1-R4_MC01-1g01992	aAutosome	5	67.8	339	diploidy
A1	MvSl-1064-A1-R4_MC01-1g01993	aAutosome	10	111.7	1117	diploidy
A1	MvSl-1064-A1-R4_MC01-1g01994	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g01995	aAutosome	6	81	486	diploidy
A1	MvSl-1064-A1-R4_MC01-1g01996	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g01997	aAutosome	4	83	332	diploidy
A1	MvSl-1064-A1-R4_MC01-1g01998	aAutosome	3	75.3333	226	diploidy
A1	MvSl-1064-A1-R4_MC01-1g01999	aAutosome	1	161	161	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02000	aAutosome	1	89	89	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02001	aAutosome	2	69	138	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02002	aAutosome	5	76.4	382	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02003	aAutosome	2	59	118	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02004	aAutosome	2	71	142	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02005	aAutosome	3	68.6667	206	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02006	aAutosome	1	99	99	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02007	aAutosome	5	76.8	384	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02008	aAutosome	4	62.75	251	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02009	aAutosome	1	172	172	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02010	aAutosome	13	102.923	1338	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02011	aAutosome	9	69	621	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02012	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02013	aAutosome	2	158.5	317	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02014	aAutosome	4	89	356	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02015	aAutosome	1	245	245	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02016	aAutosome	5	87.2	436	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02017	aAutosome	4	107.75	431	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02018	aAutosome	1	89	89	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02019	aAutosome	2	97	194	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02020	aAutosome	1	89	89	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02021	aAutosome	3	164	492	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02022	aAutosome	2	93.5	187	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02023	aAutosome	1	96	96	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02024	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02025	aAutosome	3	49	147	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02026	aAutosome	4	80.5	322	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02027	aAutosome	6	96.8333	581	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02028	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02029	aAutosome	9	69.7778	628	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02030	aAutosome	4	67.25	269	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02031	aAutosome	2	73.5	147	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02032	aAutosome	6	67.5	405	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02033	aAutosome	1	139	139	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02034	aAutosome	2	77	154	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02035	aAutosome	3	81.6667	245	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02036	aAutosome	3	72.6667	218	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02037	aAutosome	5	92.6	463	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02038	aAutosome	3	98	294	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02039	aAutosome	1	80	80	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02040	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02041	aAutosome	1	89	89	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02042	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02043	aAutosome	3	118.667	356	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02044	aAutosome	5	86.8	434	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02045	aAutosome	7	98	686	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02046	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02047	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02048	aAutosome	2	88	176	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02049	aAutosome	16	88.3125	1413	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02050	aAutosome	3	64	192	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02051	aAutosome	8	81	648	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02052	aAutosome	6	72.5	435	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02053	aAutosome	2	78.5	157	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02054	aAutosome	5	88.6	443	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02055	aAutosome	1	42	42	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02056	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02057	aAutosome	1	47	47	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02058	aAutosome	11	72.4545	797	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02059	aAutosome	4	209.25	837	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02060	aAutosome	1	85	85	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02061	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02062	aAutosome	5	105	525	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02063	aAutosome	6	106	636	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02064	aAutosome	5	90.8	454	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02065	aAutosome	1	74	74	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02066	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02067	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02068	aAutosome	9	71.7778	646	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02069	aAutosome	2	109	218	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02070	aAutosome	1	392	392	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02071	aAutosome	3	81.3333	244	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02072	aAutosome	3	140.333	421	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02073	aAutosome	5	79.4	397	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02074	aAutosome	3	75.3333	226	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02075	aAutosome	1	70	70	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02076	aAutosome	1	112	112	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02077	aAutosome	5	83.8	419	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02078	aAutosome	7	119	833	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02079	aAutosome	6	85.1667	511	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02080	aAutosome	4	98	392	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02081	aAutosome	8	83	664	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02082	aAutosome	8	79.625	637	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02083	aAutosome	2	232.5	465	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02084	aAutosome	4	155.75	623	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02085	aAutosome	3	92.6667	278	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02086	aAutosome	7	81.2857	569	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02087	aAutosome	5	169.4	847	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02088	aAutosome	10	94.4	944	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02089	aAutosome	2	111	222	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02090	aAutosome	2	214	428	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02091	aAutosome	8	93.625	749	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02092	aAutosome	8	77.25	618	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02093	aAutosome	5	138.6	693	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02094	aAutosome	4	107.75	431	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02095	aAutosome	3	63.6667	191	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02097	aAutosome	19	88.5263	1682	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02098	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02099	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02100	aAutosome	4	82.75	331	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02101	aAutosome	1	73	73	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02102	aAutosome	3	84.6667	254	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02103	aAutosome	2	73.5	147	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02104	aAutosome	6	111.333	668	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02105	aAutosome	2	85.5	171	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02106	aAutosome	2	78.5	157	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02107	aAutosome	8	85	680	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02108	aAutosome	1	50	50	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02109	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02110	aAutosome	2	77	154	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02111	aAutosome	6	86.5	519	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02112	aAutosome	3	148.333	445	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02113	aAutosome	2	59.5	119	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02114	aAutosome	6	91.6667	550	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02115	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02116	aAutosome	3	67.3333	202	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02117	aAutosome	1	149	149	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02118	aAutosome	1	95	95	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02119	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02120	aAutosome	9	106.333	957	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02121	aAutosome	4	109.75	439	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02122	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02123	aAutosome	4	89	356	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02124	aAutosome	1	441	441	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02125	aAutosome	3	83.6667	251	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02126	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02127	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02128	aAutosome	7	76.1429	533	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02129	aAutosome	8	89.5	716	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02130	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02131	aAutosome	3	75.6667	227	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02132	aAutosome	2	170	340	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02133	aAutosome	4	115.75	463	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02134	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02135	aAutosome	3	209	627	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02136	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02137	aAutosome	12	75.4167	905	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02138	aAutosome	4	114.75	459	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02139	aAutosome	4	136.75	547	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02140	aAutosome	3	87.6667	263	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02141	aAutosome	4	135.25	541	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02142	aAutosome	3	106	318	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02143	aAutosome	4	118.5	474	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02144	aAutosome	2	98	196	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02145	aAutosome	2	120	240	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02146	aAutosome	4	115.5	462	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02147	aAutosome	2	42.5	85	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02148	aAutosome	6	93.3333	560	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02149	aAutosome	6	87.5	525	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02150	aAutosome	7	121.143	848	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02151	aAutosome	9	136.667	1230	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02152	aAutosome	2	125	250	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02153	aAutosome	1	58	58	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02154	aAutosome	3	163	489	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02155	aAutosome	6	66.8333	401	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02156	aAutosome	2	100.5	201	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02157	aAutosome	13	80.7692	1050	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02158	aAutosome	7	97.1429	680	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02159	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02160	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02161	aAutosome	2	75.5	151	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02162	aAutosome	3	142.333	427	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02163	aAutosome	5	105.6	528	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02164	aAutosome	2	100.5	201	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02165	aAutosome	5	79.2	396	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02166	aAutosome	1	222	222	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02167	aAutosome	4	98.5	394	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02168	aAutosome	5	76.4	382	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02169	aAutosome	1	136	136	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02170	aAutosome	4	111	444	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02171	aAutosome	5	83.4	417	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02174	aAutosome	3	124.667	374	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02175	aAutosome	4	127	508	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02176	aAutosome	4	176.25	705	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02177	aAutosome	3	139	417	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02179	aAutosome	9	111.222	1001	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02180	aAutosome	6	72.1667	433	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02181	aAutosome	3	76.6667	230	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02182	aAutosome	4	65	260	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02183	aAutosome	2	104	208	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02184	aAutosome	1	74	74	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02185	aAutosome	4	77.25	309	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02186	aAutosome	2	72	144	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02188	aAutosome	8	133.75	1070	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02189	aAutosome	3	135.667	407	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02190	aAutosome	4	121.25	485	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02191	aAutosome	3	69.3333	208	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02192	aAutosome	6	96.3333	578	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02193	aAutosome	2	104.5	209	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02194	aAutosome	3	113.667	341	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02195	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02196	aAutosome	7	74.4286	521	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02197	aAutosome	2	199	398	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02198	aAutosome	6	84.8333	509	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02199	aAutosome	3	87.6667	263	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02200	aAutosome	2	71.5	143	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02201	aAutosome	3	77.6667	233	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02202	aAutosome	2	118.5	237	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02203	aAutosome	7	104.571	732	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02204	aAutosome	1	88	88	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02205	aAutosome	6	83.1667	499	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02206	aAutosome	3	63.6667	191	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02207	aAutosome	1	135	135	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02208	aAutosome	2	70	140	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02209	aAutosome	6	89.5	537	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02210	aAutosome	9	70.6667	636	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02211	aAutosome	9	71.2222	641	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02212	aAutosome	16	84.625	1354	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02213	aAutosome	1	79	79	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02214	aAutosome	1	405	405	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02215	aAutosome	2	97.5	195	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02216	aAutosome	9	120.111	1081	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02217	aAutosome	1	161	161	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02218	aAutosome	3	73	219	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02219	aAutosome	7	91.7143	642	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02220	aAutosome	5	119	595	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02221	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02222	aAutosome	9	67	603	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02223	aAutosome	5	92.6	463	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02224	aAutosome	3	62	186	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02225	aAutosome	3	80.6667	242	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02226	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02227	aAutosome	6	124.333	746	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02228	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02229	aAutosome	1	78	78	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02230	aAutosome	4	104.75	419	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02231	aAutosome	1	172	172	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02232	aAutosome	8	97.375	779	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02233	aAutosome	7	104.143	729	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02234	aAutosome	3	92.6667	278	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02235	aAutosome	2	109.5	219	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02236	aAutosome	2	78	156	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02237	aAutosome	2	72	144	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02238	aAutosome	2	83.5	167	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02239	aAutosome	2	93.5	187	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02240	aAutosome	5	86.8	434	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02241	aAutosome	2	74.5	149	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02242	aAutosome	1	77	77	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02243	aAutosome	1	86	86	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02244	aAutosome	6	131.833	791	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02245	aAutosome	6	99.8333	599	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02246	aAutosome	6	99	594	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02247	aAutosome	3	116.333	349	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02248	aAutosome	4	83.75	335	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02249	aAutosome	3	80.6667	242	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02250	aAutosome	2	80	160	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02251	aAutosome	2	138	276	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02252	aAutosome	4	89.25	357	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02253	aAutosome	3	94.3333	283	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02254	aAutosome	1	61	61	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02255	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02256	aAutosome	1	46	46	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02257	aAutosome	9	94	846	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02258	aAutosome	3	66.3333	199	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02259	aAutosome	1	52	52	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02261	aAutosome	4	85.25	341	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02262	aAutosome	5	74	370	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02263	aAutosome	13	72.9231	948	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02264	aAutosome	6	81.3333	488	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02265	aAutosome	6	74.1667	445	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02266	aAutosome	2	112	224	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02267	aAutosome	3	62.3333	187	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02268	aAutosome	10	82	820	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02269	aAutosome	2	57	114	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02270	aAutosome	6	84.3333	506	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02271	aAutosome	8	70.75	566	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02272	aAutosome	3	86	258	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02273	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02274	aAutosome	9	67.5556	608	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02275	aAutosome	2	84.5	169	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02276	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02277	aAutosome	2	124.5	249	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02278	aAutosome	7	79.4286	556	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02279	aAutosome	3	118.667	356	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02280	aAutosome	12	147.167	1766	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02281	aAutosome	10	125.2	1252	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02282	aAutosome	2	80.5	161	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02283	aAutosome	1	56	56	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02284	aAutosome	3	99	297	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02285	aAutosome	5	74	370	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02286	aAutosome	4	138.25	553	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02287	aAutosome	1	124	124	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02288	aAutosome	1	469	469	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02289	aAutosome	3	81.6667	245	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02290	aAutosome	3	91.3333	274	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02291	aAutosome	3	97	291	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02292	aAutosome	5	74.4	372	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02293	aAutosome	3	100.667	302	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02294	aAutosome	3	93	279	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02295	aAutosome	3	99.3333	298	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02296	aAutosome	4	80.25	321	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02297	aAutosome	1	81	81	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02298	aAutosome	3	109	327	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02299	aAutosome	2	65	130	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02300	aAutosome	1	53	53	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02301	aAutosome	4	190	760	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02302	aAutosome	1	92	92	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02303	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02304	aAutosome	1	83	83	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02305	aAutosome	3	81	243	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02306	aAutosome	7	93.5714	655	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02307	aAutosome	8	111.75	894	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02308	aAutosome	8	108.25	866	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02309	aAutosome	2	70.5	141	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02310	aAutosome	3	186.333	559	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02311	aAutosome	12	85.5833	1027	diploidy
A1	MvSl-1064-A1-R4_MC01-1g02312	aAutosome	7	106.714	747	diploidy
