gid	gname	chr	start	end	logCPM	logFC.water.rich	logFC.water.diploid	logFC.rich.diploid	PV.water.rich	PV.water.diploid	PV.rich.diploid	FDR.water.rich	FDR.water.diploid	FDR.rich.diploid	water1	water2	rich1	rich2	di1	di2	averagewater	averagedi	log2ratio_waterdi	averagerich	log2ratio_richdi	log2ratio_waterrich
MvSl-1064-A1-R4_A1g00266	MvSl-1064-A1-R4_A1	MAT	613296	614267	12.29062147	-0.275535378	0.020136413	0.295671791	0.328689356	0.943111546	0.295399695	0.462526938	1	0.415682206	12.05200407	12.33368177	12.53550321	12.41096926	12.15703576	12.20126878	12.19284292	12.17915227	0.00162083	12.47323623	0.034422109	-0.032801279
MvSl-1064-A1-R4_A1g01000	MvSl-1064-A1-R4_A1	MAT	2146292	2147054	10.3265126	0.009964188	0.299098608	0.289134419	0.974259564	0.334918104	0.354303319	1	0.540933021	0.484077209	10.36990957	10.47283653	10.10572223	10.6599109	10.17566805	10.07536769	10.42137305	10.12551787	0.041549674	10.38281656	0.036202163	0.005347511
MvSl-1064-A1-R4_A1g00293	MvSl-1064-A1-R4_A1	MAT	681942	682555	11.17201447	-0.171187489	0.13221377	0.303401259	0.533937353	0.631786593	0.272934745	0.678244746	0.829440499	0.391095519	11.03139686	11.26796328	11.23514197	11.40741413	10.95420906	11.08692756	11.14968007	11.02056831	0.016803691	11.32127805	0.038838209	-0.022034518
MvSl-1064-A1-R4_A1g01240	MvSl-1064-A1-R4_A1	MAT	2751079	2752602	12.51600427	-0.320422965	0.063266099	0.383689064	0.264652015	0.825754434	0.182534614	0.399956422	0.967841855	0.2968556	12.34378323	12.49386083	12.7785293	12.7015906	12.4520074	12.25706842	12.41882203	12.35453791	0.007487283	12.74005995	0.044331014	-0.036843731
MvSl-1064-A1-R4_A1g00342	MvSl-1064-A1-R4_A1	MAT	767711	767993	12.09815093	0.948645751	1.322539084	0.373893333	0.001777557	1.59E-05	0.219162436	0.005967514	0.000152783	0.343810665	12.49572551	12.9504617	11.67965003	11.89978954	11.61765529	11.19778162	12.7230936	11.40771846	0.157439221	11.78971979	0.047519148	0.109920073
MvSl-1064-A1-R4_A1g00416	MvSl-1064-A1-R4_A1	MAT	943341	944388	10.40712692	-0.467622054	-0.107419662	0.360202391	0.11281872	0.716523014	0.223127899	0.203160147	0.893278028	0.343810665	10.15639367	10.25159766	10.79424611	10.53276571	10.34484465	10.27689477	10.20399566	10.31086971	-0.015031836	10.66350591	0.048515813	-0.06354765
MvSl-1064-A1-R4_A1g00340	MvSl-1064-A1-R4_A1	MAT	766367	766927	12.7722666	3.385788073	3.819818813	0.43403074	1.39E-15	1.12E-18	0.272557118	4.07E-14	5.26E-17	0.391095519	13.61569817	14.5105331	10.21439015	11.14295522	10.24573668	10.39713204	14.06311563	10.32143436	0.446272779	10.67867268	0.049088862	0.397183917
MvSl-1064-A1-R4_A1g01172	MvSl-1064-A1-R4_A1	MAT	2591902	2593301	9.674529501	-0.307154002	0.085343374	0.392497377	0.357232559	0.799424237	0.243542804	0.490661956	0.956054431	0.365703252	9.383574435	9.778907262	9.651183086	10.10061741	9.334835307	9.660603054	9.581240848	9.497719181	0.012631408	9.875900246	0.056331164	-0.043699756
MvSl-1064-A1-R4_A1g01338	MvSl-1064-A1-R4_A1	MAT	2970367	2971159	10.55671064	1.021474528	1.432891132	0.411416604	0.000904311	4.39E-06	0.190463494	0.003219896	4.69E-05	0.307621451	11.1317876	11.33397462	9.965761314	10.43455754	9.651125334	9.958623069	11.23288111	9.804874201	0.196156985	10.20015942	0.057020676	0.139136309
MvSl-1064-A1-R4_A1g00716	MvSl-1064-A1-R4_A1	MAT	1524220	1524556	10.86009838	-2.562840482	-2.100676406	0.462164076	1.24E-16	7.79E-12	0.105434396	4.48E-15	1.59E-10	0.18629198	8.95507304	9.024017856	11.34352808	11.68308599	11.06978676	11.05884324	8.989545448	11.064315	-0.299594062	11.51330704	0.057388151	-0.356982214
MvSl-1064-A1-R4_A1g01400	MvSl-1064-A1-R4_A1	MAT	3130971	3131616	7.988825566	-1.974933288	-1.580955087	0.3939782	3.49E-05	0.001005856	0.368982476	0.000178483	0.005433937	0.499774535	7.046798079	6.249703334	8.040888507	8.92788941	7.880426767	8.41817012	6.648250707	8.149298443	-0.293701079	8.484388959	0.058134895	-0.351835974
MvSl-1064-A1-R4_A1g00884	MvSl-1064-A1-R4_A1	MAT	1904427	1905635	13.61188444	0.313398176	0.895336505	0.581938329	0.443733696	0.029857289	0.156440685	0.58147656	0.101687869	0.258898316	13.68171363	14.20749771	13.21052001	13.99428063	12.61476155	13.4211923	13.94460567	13.01797692	0.099201876	13.60240032	0.063355995	0.035845881
MvSl-1064-A1-R4_A1g00759	MvSl-1064-A1-R4_A1	MAT	1610298	1611449	12.15897718	-0.642687413	-0.068121455	0.574565958	0.019056352	0.803642169	0.036218081	0.048413436	0.956232455	0.077024877	11.85339441	11.93265664	12.57680059	12.49133153	11.96268514	11.96012793	11.89302553	11.96140653	-0.008271269	12.53406606	0.067467457	-0.075738725
MvSl-1064-A1-R4_A1g00227	MvSl-1064-A1-R4_A1	MAT	516570	517975	10.55752783	-0.778285419	-0.269932347	0.508353072	0.015382492	0.401394136	0.11249088	0.041312979	0.59542666	0.193665618	10.40353757	9.905874038	10.72245771	11.14295522	10.24573668	10.61668135	10.15470581	10.43120902	-0.038757938	10.93270647	0.067744213	-0.106502151
MvSl-1064-A1-R4_A1g00639	MvSl-1064-A1-R4_A1	MAT	1384621	1385073	9.770513618	0.449334712	0.926075736	0.476741023	0.170733235	0.005408141	0.157710138	0.276705587	0.022296724	0.260083386	9.928974969	10.38214014	9.579110473	9.859512529	9.217683093	9.298344754	10.15555756	9.258013924	0.133494811	9.719311501	0.070151387	0.063343423
MvSl-1064-A1-R4_A1g00877	MvSl-1064-A1-R4_A1	MAT	1885757	1886437	10.02324183	0.087830769	0.570908433	0.483077664	0.774011295	0.064997842	0.121834681	0.904108093	0.186220914	0.207472101	10.28224161	10.15263842	10.09542509	10.16736758	9.472703672	9.812497009	10.21744002	9.64260034	0.083539615	10.13139633	0.071338865	0.01220075
MvSl-1064-A1-R4_A1g01238	MvSl-1064-A1-R4_A1	MAT	2748046	2748321	6.486878691	0.113330972	0.501136222	0.38780525	0.834734523	0.368530565	0.50412647	0.956890795	0.57164807	0.643857177	6.582134407	6.713659227	6.234288018	6.782433937	5.976323456	6.400544024	6.647896817	6.18843374	0.103323673	6.508360978	0.072719953	0.03060372
MvSl-1064-A1-R4_A1g00914	MvSl-1064-A1-R4_A1	MAT	1975648	1977845	15.56591396	0.830913588	1.607306958	0.77639337	0.073035383	0.000658438	0.09379941	0.144838101	0.003820567	0.168266118	15.68024761	16.63009931	15.2397936	15.5463359	14.51974733	14.72323863	16.15517346	14.62149298	0.143905611	15.39306475	0.07418987	0.069715741
MvSl-1064-A1-R4_A1g00176	MvSl-1064-A1-R4_A1	MAT	383416	384228	10.42250735	-0.545031636	-0.006468012	0.538563624	0.10223325	0.984603055	0.10786863	0.188429911	1	0.187771319	9.921256754	10.46696431	10.54465483	10.94314732	10.45986113	9.949911232	10.19411053	10.20488618	-0.00152419	10.74390107	0.074257835	-0.075782025
MvSl-1064-A1-R4_A1g00353	MvSl-1064-A1-R4_A1	MAT	796977	799849	13.11457861	0.6885879	1.362171547	0.673583647	0.049089925	0.000124292	0.055033593	0.103929121	0.000973624	0.108679784	13.30247453	13.99797429	12.81035684	13.17391264	12.14333378	12.49723361	13.65022441	12.32028369	0.147889192	12.99213474	0.076603023	0.071286169
MvSl-1064-A1-R4_A1g00827	MvSl-1064-A1-R4_A1	MAT	1755412	1756194	10.06682569	-0.95009055	-0.354479001	0.595611549	0.090712402	0.52649045	0.286163135	0.172610644	0.725661324	0.405784107	7.915548076	10.3442025	10.16600779	10.81368764	9.994198408	9.878255271	9.129875288	9.936226839	-0.122102957	10.48984771	0.078223719	-0.200326675
MvSl-1064-A1-R4_A1g00947	MvSl-1064-A1-R4_A1	MAT	2037276	2039069	8.786480218	-0.630765677	-0.096776439	0.533989238	0.121230001	0.81408067	0.192114144	0.213257643	0.963773085	0.309224821	8.388299223	8.662277251	9.534072805	8.629532642	8.907692886	8.28596808	8.525288237	8.596830483	-0.012056247	9.081802723	0.07917384	-0.091230087
MvSl-1064-A1-R4_A1g00103	MvSl-1064-A1-R4_A1	MAT	226869	229344	6.293788099	1.204980948	1.602171354	0.397190406	0.058644697	0.013992158	0.590076361	0.122623717	0.053034792	0.722598536	6.928581259	6.933992465	6.377146352	5.270167862	5.095010095	5.919293281	6.931286862	5.507151688	0.331816881	5.823657107	0.080619067	0.251197815
MvSl-1064-A1-R4_A1g00596	MvSl-1064-A1-R4_A1	MAT	1308902	1309126	5.560080823	0.210537414	0.628211665	0.417674252	0.758171643	0.376531371	0.58233709	0.894763823	0.580228669	0.716488042	5.614755014	5.877139744	5.457434477	5.688986326	5.601942769	4.933815107	5.745947379	5.267878938	0.12532259	5.573210402	0.081286428	0.044036161
MvSl-1064-A1-R4_A1g00612	MvSl-1064-A1-R4_A1	MAT	1338048	1338317	8.991892897	-1.669670734	-1.142282322	0.527388412	6.91E-06	0.002231759	0.135712473	4.11E-05	0.010926318	0.228619579	7.565543276	8.262111108	9.622784626	9.519653135	8.885916043	9.198909281	7.913827192	9.042412662	-0.192332196	9.57121888	0.081994903	-0.274327099
MvSl-1064-A1-R4_A1g00410	MvSl-1064-A1-R4_A1	MAT	934508	935674	11.48606257	0.507804988	1.193922928	0.68611794	0.11863687	0.00030135	0.037407035	0.209621537	0.002113949	0.079195074	11.74389073	12.16621142	11.82071869	10.99460449	10.67195107	10.88237171	11.95505107	10.77716139	0.149643059	11.40766159	0.082025854	0.067617204
MvSl-1064-A1-R4_A1g00950	MvSl-1064-A1-R4_A1	MAT	2043844	2044328	4.593518454	-0.358948787	0.14098527	0.499934057	0.716554331	0.892559683	0.634601854	0.871838956	0.996907187	0.768718741	5.061691818	3.654595526	4.821009328	4.677613573	4.753997759	4.215987328	4.358143672	4.484992544	-0.041391829	4.74931145	0.082612782	-0.124004611
MvSl-1064-A1-R4_A1g00951	MvSl-1064-A1-R4_A1	MAT	2044644	2046301	10.54481245	-0.485835723	0.14044867	0.626284393	0.098672556	0.635679065	0.034859929	0.184765344	0.832226074	0.074813547	10.38120623	10.43121999	11.07142205	10.68290825	10.32069861	10.21279679	10.40621311	10.2667477	0.019465921	10.87716515	0.083323368	-0.063857447
MvSl-1064-A1-R4_A1g00095	MvSl-1064-A1-R4_A1	MAT	217252	218206	10.26169389	-2.620778485	-2.005619085	0.6151594	9.56E-12	1.37E-07	0.083250586	1.45E-10	1.75E-06	0.154655239	7.819163997	8.836349805	10.96232575	11.01287029	10.61352131	10.09920101	8.327756901	10.35636116	-0.314517323	10.98759802	0.085358853	-0.399876176
MvSl-1064-A1-R4_A1g00697	MvSl-1064-A1-R4_A1	MAT	1494572	1495446	13.26157422	-1.429162574	-0.605446795	0.823715779	3.15E-05	0.073760166	0.015054937	0.000166549	0.203925166	0.036473302	12.25906241	12.64713664	13.59919596	14.13694923	13.09105722	13.04938623	12.45309952	13.07022173	-0.069778748	13.8680726	0.085483678	-0.155262426
MvSl-1064-A1-R4_A1g00232	MvSl-1064-A1-R4_A1	MAT	527440	527715	8.119419059	-1.46769335	-0.916537411	0.551155939	0.000383026	0.02899728	0.163427406	0.001573387	0.099479719	0.268569514	7.257621529	7.293812387	9.027799878	8.221876014	7.965944068	8.28596808	7.275716958	8.125956074	-0.159448146	8.624837946	0.085959784	-0.24540793
MvSl-1064-A1-R4_A1g01246	MvSl-1064-A1-R4_A1	MAT	2763043	2764376	6.475674429	-0.116060114	0.338592184	0.454652299	0.854224499	0.600640199	0.490211568	0.965504109	0.795213785	0.632965486	6.125282949	6.864221201	7.023919608	6.151504108	6.628381955	5.768910961	6.494752075	6.198646458	0.067321233	6.587711858	0.087824232	-0.020503
MvSl-1064-A1-R4_A1g00758	MvSl-1064-A1-R4_A1	MAT	1609522	1610175	12.12581159	-0.808655408	-0.058260985	0.750394423	0.003773932	0.834433142	0.007231207	0.011443535	0.973027929	0.019201511	11.69493746	11.8783876	12.65950874	12.52989405	11.74710337	11.94047245	11.78666253	11.84378791	-0.006975293	12.5947014	0.088686357	-0.09566165
MvSl-1064-A1-R4_A1g00839	MvSl-1064-A1-R4_A1	MAT	1780431	1784944	14.82048081	-0.422446721	0.517987855	0.940434577	0.285736785	0.191144509	0.018313804	0.412833194	0.392305324	0.042823322	14.71713074	14.88245472	15.44836197	14.95940655	14.34421868	14.22208263	14.79979273	14.28315065	0.051262719	15.20388426	0.090125696	-0.038862977
MvSl-1064-A1-R4_A1g00917	MvSl-1064-A1-R4_A1	MAT	1980177	1980386	5.344002255	1.122916858	2.218188581	1.095271723	0.17753256	0.017328	0.308359891	0.284779192	0.064636192	0.432624325	6.228960007	5.561627799	5.89753088	3.654595526	4.753997759	4.215987328	5.895293903	4.484992544	0.394458152	4.776063203	0.090716342	0.303741811
MvSl-1064-A1-R4_A1g00201	MvSl-1064-A1-R4_A1	MAT	446323	447356	12.53030399	0.556832435	1.330257861	0.773425426	0.101093058	0.000116206	0.023904043	0.187061958	0.000925708	0.053245972	12.53038509	13.44527276	12.35305264	12.63828779	11.69169711	11.77030065	12.98782893	11.73099888	0.146834424	12.49567021	0.091102421	0.055732003
MvSl-1064-A1-R4_A1g01267	MvSl-1064-A1-R4_A1	MAT	2807188	2811238	13.33597777	-0.456595598	0.42186215	0.878457748	0.15401969	0.188501778	0.006459992	0.253997384	0.388578226	0.017449404	13.13156705	13.41509262	13.68582219	13.78503712	12.9127435	12.80319761	13.27332984	12.85797056	0.045867388	13.73542965	0.095239087	-0.049371699
MvSl-1064-A1-R4_A1g00472	MvSl-1064-A1-R4_A1	MAT	1047860	1048111	6.773649914	-1.563082199	-1.037844777	0.525237422	0.003517423	0.060570543	0.292634774	0.010805157	0.180034907	0.413028059	6.125282949	5.727991797	7.468896959	7.155608751	6.913105728	6.760788823	5.926637373	6.836947276	-0.206138512	7.312252855	0.096963659	-0.303102172
MvSl-1064-A1-R4_A1g01234	MvSl-1064-A1-R4_A1	MAT	2738181	2740408	13.59248019	-0.584299516	0.341193339	0.925492855	0.084141802	0.312851512	0.006543093	0.162600947	0.51412661	0.017572878	13.37207064	13.54340494	13.91022235	14.16631481	13.26774047	12.95458362	13.45773779	13.11116204	0.03764036	14.03826858	0.098569453	-0.060929093
MvSl-1064-A1-R4_A1g00325	MvSl-1064-A1-R4_A1	MAT	738413	739348	4.164126434	-3.86176299	-3.219170328	0.642592662	0.02574059	0.076501331	0.590378378	0.062041423	0.206641527	0.722598536	3.654595526	3.654595526	4.352605324	4.677613573	4.753997759	3.654595526	3.654595526	4.204296643	-0.202152721	4.515109448	0.102896495	-0.305049216
MvSl-1064-A1-R4_A1g00578	MvSl-1064-A1-R4_A1	MAT	1280349	1280637	8.093567076	1.671597619	2.022771282	0.351173664	0.000673358	5.00E-05	0.50741041	0.002472488	0.000427231	0.646295103	8.537115918	9.326031117	7.591196019	7.155608751	6.132437525	7.587295957	8.931573517	6.859866741	0.380733813	7.373402385	0.10414994	0.276583873
MvSl-1064-A1-R4_A1g01157	MvSl-1064-A1-R4_A1	MAT	2564528	2564734	4.543832893	-2.405605002	-1.987307777	0.418297225	0.048631856	0.119622754	0.660902126	0.103425214	0.279714897	0.792408161	4.153364272	3.654595526	5.457434477	4.254944124	5.370628505	3.654595526	3.903979899	4.512612015	-0.209017119	4.856189301	0.105861917	-0.314879036
MvSl-1064-A1-R4_A1g00452	MvSl-1064-A1-R4_A1	MAT	1015602	1016332	12.08637263	-0.910437908	-0.009953086	0.900484822	0.002685946	0.973752432	0.003036669	0.008545633	1	0.009033129	11.43254627	11.95170431	12.70931467	12.53147867	11.89887987	11.52843858	11.69212529	11.71365923	-0.002654635	12.62039667	0.107565427	-0.110220062
MvSl-1064-A1-R4_A1g00413	MvSl-1064-A1-R4_A1	MAT	939062	939680	14.33149083	0.442360279	1.478084134	1.035723854	0.328328185	0.001358535	0.023383984	0.462526938	0.007016608	0.052335584	14.27229541	15.26019101	14.06533519	14.68288504	12.93146703	13.70882078	14.76624321	13.32014391	0.148693157	14.37411011	0.109862974	0.038830183
MvSl-1064-A1-R4_A1g00539	MvSl-1064-A1-R4_A1	MAT	1193951	1194157	8.330376495	0.018307438	0.677467212	0.659159774	0.957265192	0.055976387	0.068525293	1	0.170837026	0.130392258	8.596477144	8.440506622	8.416686176	8.581388334	7.78951914	7.943839405	8.518491883	7.866679272	0.114843272	8.499037255	0.111544661	0.003298611
MvSl-1064-A1-R4_A1g00299	MvSl-1064-A1-R4_A1	MAT	690280	690676	9.464093939	-1.201240366	-0.428377562	0.772862804	0.000226611	0.194240109	0.016542316	0.000995394	0.392911021	0.039667798	8.761177418	8.941726509	10.23329774	9.808142857	9.302322605	9.242366277	8.851451963	9.272344441	-0.06702003	10.0207203	0.11198015	-0.17900018
MvSl-1064-A1-R4_A1g00381	MvSl-1064-A1-R4_A1	MAT	864443	864622	3.981394943	-3.325907512	-2.365511746	0.960395766	0.068110217	0.209925658	0.512988837	0.137278123	0.392911021	0.64983998	3.654595526	3.654595526	4.352605324	4.254944124	4.306581242	3.654595526	3.654595526	3.980588384	-0.123269952	4.303774724	0.112620868	-0.23589082
MvSl-1064-A1-R4_A1g00989	MvSl-1064-A1-R4_A1	MAT	2123214	2123681	3.972579766	0.528324998	2.991321986	2.462996988	0.718901436	0.118891679	0.225177117	0.871838956	0.279622749	0.343810665	4.523293559	3.654595526	3.654595526	4.254944124	3.654595526	3.654595526	4.088944542	3.654595526	0.162016752	3.954769825	0.113881986	0.048134766
MvSl-1064-A1-R4_A1g01019	MvSl-1064-A1-R4_A1	MAT	2200588	2202941	12.38394153	-0.724974636	0.277824854	1.002799489	0.012344042	0.338033271	0.000592588	0.034127645	0.544094649	0.00207848	12.08864387	12.25066729	12.96682194	12.82042722	12.04359327	11.73016064	12.16965558	11.88687695	0.033918613	12.89362458	0.117288158	-0.083369545
MvSl-1064-A1-R4_A1g01186	MvSl-1064-A1-R4_A1	MAT	2621476	2622538	10.65894094	-0.982314255	-0.115231914	0.867082341	0.001714468	0.714139393	0.005713164	0.005800461	0.892674241	0.015702849	10.22696418	10.23095608	11.2676044	11.13880283	10.64627398	9.967282615	10.22896013	10.3067783	-0.010933955	11.20320361	0.120317893	-0.131251849
MvSl-1064-A1-R4_A1g01218	MvSl-1064-A1-R4_A1	MAT	2703817	2704714	13.20246445	0.32089498	1.454325339	1.13343036	0.390487221	0.000138214	0.002792467	0.524851812	0.001064924	0.008424723	13.60127964	13.73943086	13.75369245	12.79294492	11.96008217	12.43928027	13.67035525	12.19968122	0.164207284	13.27331869	0.121685678	0.042521606
MvSl-1064-A1-R4_A1g00486	MvSl-1064-A1-R4_A1	MAT	1070238	1070447	5.025198448	0.194372684	0.867828943	0.673456259	0.803997511	0.307946462	0.465094951	0.92642473	0.507841534	0.604470763	5.270499382	5.157220877	5.457434477	4.677613573	5.095010095	4.215987328	5.21386013	4.655498712	0.163416159	5.067524025	0.122345301	0.041070857
MvSl-1064-A1-R4_A1g00125	MvSl-1064-A1-R4_A1	MAT	283790	285460	10.78748373	-0.985120626	-0.041856147	0.943264479	0.000665239	0.885680238	0.00116478	0.002461906	0.996643377	0.003775495	10.32965982	10.41910567	11.4843473	11.21177641	10.46721245	10.36472545	10.37438274	10.41596895	-0.005771551	11.34806186	0.123648867	-0.129420418
MvSl-1064-A1-R4_A1g00536	MvSl-1064-A1-R4_A1	MAT	1190911	1191630	9.788745697	-0.905453482	-0.064529481	0.840924001	0.006256801	0.847433472	0.01154356	0.0183157	0.981019045	0.028858899	9.337923399	9.485564593	10.40154472	10.20757063	9.726577363	9.184127774	9.411743996	9.455352568	-0.006669175	10.30455768	0.124079419	-0.130748594
MvSl-1064-A1-R4_A1g01191	MvSl-1064-A1-R4_A1	MAT	2629993	2631280	12.55116022	-2.342567949	-1.239107246	1.103460703	6.08E-14	4.46E-05	0.000230748	1.36E-12	0.000388485	0.000860725	11.01335938	11.11865254	13.32511555	13.4766519	12.51010424	12.0586362	11.06600596	12.28437022	-0.150689291	13.40088372	0.125504245	-0.276193537
MvSl-1064-A1-R4_A1g01263	MvSl-1064-A1-R4_A1	MAT	2802481	2802996	9.320189879	-0.146331396	0.69931338	0.845644776	0.702548684	0.074477571	0.032189623	0.859890316	0.204704436	0.069399645	9.522689388	9.389494712	9.977023009	9.108602815	9.051567476	8.443216581	9.45609205	8.747392029	0.112391127	9.542812912	0.125561637	-0.013170509
MvSl-1064-A1-R4_A1g01013	MvSl-1064-A1-R4_A1	MAT	2182886	2184721	9.028282024	-0.281761516	0.513102117	0.794863633	0.474583595	0.203144755	0.049482604	0.617514542	0.392911021	0.098130059	8.537115918	9.462140192	9.191436998	9.480812172	8.795364717	8.313395422	8.999628055	8.55438007	0.07320207	9.336124585	0.126160506	-0.052958435
MvSl-1064-A1-R4_A1g00488	MvSl-1064-A1-R4_A1	MAT	1072863	1073165	7.165227382	-0.179472439	0.302776469	0.482248908	0.738920559	0.581591047	0.385100224	0.877949765	0.774356351	0.515661268	7.352503513	7.000544555	7.108277088	7.555147156	5.976323456	7.445752005	7.176524034	6.711037731	0.096749372	7.331712122	0.127614272	-0.030864899
MvSl-1064-A1-R4_A1g01125	MvSl-1064-A1-R4_A1	MAT	2495995	2496449	7.242700888	0.319130573	0.919918324	0.600787751	0.480809395	0.050720311	0.223120373	0.619124426	0.158923642	0.343810665	7.565543276	7.58156617	7.335262088	7.219917286	6.273295883	7.048813763	7.573554723	6.661054823	0.185219947	7.277589687	0.127710058	0.057509889
MvSl-1064-A1-R4_A1g00494	MvSl-1064-A1-R4_A1	MAT	1096994	1097182	6.838767334	-1.588092416	-1.170594853	0.417497563	0.026221569	0.105124994	0.538282213	0.062243118	0.262812486	0.67464704	5.614755014	6.249703334	7.108277088	7.555147156	7.641422041	5.768910961	5.932229174	6.705166501	-0.176698824	7.331712122	0.128876983	-0.305575807
MvSl-1064-A1-R4_A1g00148	MvSl-1064-A1-R4_A1	MAT	324832	325195	4.314156096	0.571733497	1.533015872	0.961282374	0.613651655	0.234123483	0.514341431	0.767064568	0.426504019	0.64983998	4.523293559	4.593287381	4.352605324	4.254944124	3.654595526	4.215987328	4.55829047	3.935291427	0.212022383	4.303774724	0.129132086	0.082890297
MvSl-1064-A1-R4_A1g00906	MvSl-1064-A1-R4_A1	MAT	1954787	1955203	5.594625879	-0.168150808	0.528537626	0.696688434	0.80421551	0.46665058	0.34911195	0.92642473	0.657788046	0.478374975	5.892484755	5.373548278	6.075713049	5.494722048	5.370628505	5.192025128	5.633016517	5.281326817	0.093007281	5.785217548	0.131470791	-0.03846351
MvSl-1064-A1-R4_A1g01345	MvSl-1064-A1-R4_A1	MAT	2983942	2984265	3.877324738	-0.30078487	2.162257705	2.463042575	0.853667746	0.270097429	0.225142552	0.965504109	0.463945933	0.343810665	4.153364272	3.654595526	4.352605324	3.654595526	3.654595526	3.654595526	3.903979899	3.654595526	0.095233881	4.003600425	0.131586251	-0.03635237
MvSl-1064-A1-R4_A1g01304	MvSl-1064-A1-R4_A1	MAT	2890415	2890576	3.878717996	-0.30078274	2.162260091	2.463042831	0.853668687	0.270097276	0.225142673	0.965504109	0.463945933	0.343810665	3.654595526	4.198976763	4.352605324	3.654595526	3.654595526	3.654595526	3.926786144	3.654595526	0.103637286	4.003600425	0.131586251	-0.027948965
MvSl-1064-A1-R4_A1g00199	MvSl-1064-A1-R4_A1	MAT	438734	438964	3.975983208	0.528279863	2.991375562	2.463095699	0.718925248	0.118889141	0.225167652	0.871838956	0.279622749	0.343810665	4.153364272	4.198976763	4.352605324	3.654595526	3.654595526	3.654595526	4.176170517	3.654595526	0.192468876	4.003600425	0.131586251	0.060882625
MvSl-1064-A1-R4_A1g01042	MvSl-1064-A1-R4_A1	MAT	2244616	2244963	4.153490562	1.434335677	3.897722853	2.463387176	0.26900046	0.027655504	0.225305713	0.403930403	0.097000649	0.343810665	4.523293559	4.593287381	4.352605324	3.654595526	3.654595526	3.654595526	4.55829047	3.654595526	0.318781117	4.003600425	0.131586251	0.187194866
MvSl-1064-A1-R4_A1g00187	MvSl-1064-A1-R4_A1	MAT	413919	415494	9.990111049	-0.655563675	0.321029569	0.976593244	0.029277432	0.295769201	0.001450176	0.068120757	0.4912068	0.004605288	9.841714785	9.807070846	10.40987887	10.53276571	9.501630769	9.514641081	9.824392815	9.508135925	0.047205718	10.47132229	0.1392092	-0.092003482
MvSl-1064-A1-R4_A1g00121	MvSl-1064-A1-R4_A1	MAT	274757	275079	12.56921979	-1.497964742	-0.250451283	1.247513459	6.03E-06	0.442259795	0.000149954	3.68E-05	0.635545244	0.000597274	11.49367291	12.10514028	13.11562897	13.50918418	12.23662239	11.90710625	11.79940659	12.07186432	-0.032934189	13.31240658	0.141122905	-0.174057095
MvSl-1064-A1-R4_A1g00658	MvSl-1064-A1-R4_A1	MAT	1418198	1418380	8.637154068	1.16216511	1.831584043	0.669418933	0.029774669	0.000845594	0.227960683	0.068936425	0.004764069	0.346736313	8.877424329	9.788356343	8.714547639	7.651562929	6.628381955	8.200411454	9.332890336	7.414396705	0.331994636	8.183055284	0.142310291	0.189684345
MvSl-1064-A1-R4_A1g00324	MvSl-1064-A1-R4_A1	MAT	737420	737716	6.119740341	-2.324079034	-1.576581273	0.747497761	0.000408902	0.0246152	0.187447206	0.001656758	0.088993416	0.303793747	4.817463838	5.157220877	6.736477757	6.865190999	6.132437525	6.179893107	4.987342358	6.156165316	-0.303760733	6.800834378	0.143679784	-0.447440517
MvSl-1064-A1-R4_A1g00770	MvSl-1064-A1-R4_A1	MAT	1635321	1635701	7.022832179	1.289835024	1.991453862	0.701618838	0.019408381	0.000607285	0.268237326	0.048520952	0.003592951	0.387912441	7.257621529	8.178342277	6.377146352	6.782433937	5.601942769	6.294432853	7.717981903	5.948187811	0.375773461	6.579790145	0.145591371	0.23018209
MvSl-1064-A1-R4_A1g00328	MvSl-1064-A1-R4_A1	MAT	742628	743237	10.85314901	-1.949875145	-0.884877359	1.064997786	3.44E-07	0.01887442	0.004193728	2.79E-06	0.069304509	0.011873809	9.254384025	10.05424239	11.46847622	11.79550276	10.96981996	10.05925722	9.654313207	10.51453859	-0.123140005	11.63198949	0.145712329	-0.268852334
MvSl-1064-A1-R4_A1g01395	MvSl-1064-A1-R4_A1	MAT	3121131	3121426	11.33388937	-1.795431179	-0.579983905	1.215447275	1.17E-08	0.062073986	8.50E-05	1.34E-07	0.180634673	0.000356674	10.22696418	10.46696431	11.74038885	12.44667977	10.94896766	10.90508448	10.34696424	10.92702607	-0.078693257	12.09353431	0.146335124	-0.225028382
MvSl-1064-A1-R4_A1g00288	MvSl-1064-A1-R4_A1	MAT	665245	665589	5.405738479	-1.813006911	-1.06672852	0.746278391	0.01733501	0.197256359	0.277998689	0.045516507	0.392911021	0.397140985	5.061691818	4.198976763	6.075713049	5.860169451	5.370628505	5.410961655	4.63033429	5.39079508	-0.219381716	5.96794125	0.146735264	-0.36611698
MvSl-1064-A1-R4_A1g00298	MvSl-1064-A1-R4_A1	MAT	689704	690217	10.71503023	-1.190026111	-0.093424699	1.096601412	6.44E-05	0.75503005	0.000238175	0.000299525	0.929398682	0.000881434	10.22696418	10.14530322	11.38639116	11.35109813	10.47452649	10.05925722	10.1861337	10.26689186	-0.011392935	11.36874464	0.147073464	-0.158466399
