gida1	Up 	up5k	part8	youngold	haploid	DE
MvSl-1064-A1-R4_A1g00958	k5	0	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC08g08595	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-2g02971	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02647	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g01740	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10585	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10592	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09089	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03997	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-1g06213	k5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00779	k5	0	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC06g07078	k5	4	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11785	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08499	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09967	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09480	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03308	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11462	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g10944	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03915	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05505	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g06958	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05744	k5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10351	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g04195	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08565	k5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g06909	k5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10587	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-2g06374	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-2g06418	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11005	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09804	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-2g06449	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-3g06705	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03852	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-2g03144	k5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10716	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04440	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09489	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02351	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10100	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11747	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09305	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08737	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g06868	k5	3	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09687	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g04133	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03513	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10296	k5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-3g06742	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC15g12117	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04646	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11509	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04519	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g10991	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g05260	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08304	k5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10701	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09104	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11961	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09963	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04915	k5	4	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07347	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-3g06512	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03890	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-3g06617	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07914	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05309	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-2g06105	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-2g02961	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00380	k5	0	Red	ColorStrata	A1	NON
MvSl-1064-A1-R4_MC02g03510	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00029	k5	0	bPAR	bPAR	A1	NON
MvSl-1064-A1-R4_MC04-1g05683	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03973	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g05186	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09145	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10180	k5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09055	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02444	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03650	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04485	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07590	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02646	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10110	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g10771	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-1g06150	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11115	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g10777	k5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g04151	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08306	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07600	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09531	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04701	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00003	k5	1	bPAR	bPAR	A1	NON
MvSl-1064-A1-R4_MC01-1g01985	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09736	k5	3	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09728	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10686	k5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-2g06454	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10385	k5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05877	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02098	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g01783	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04773	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07090	k5	3	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05909	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02739	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10528	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g10922	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09345	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11623	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02401	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g04119	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04411	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-1g08905	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10174	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10656	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11381	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04353	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g05099	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07517	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11356	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09640	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g06913	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g10762	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10673	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05989	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g10912	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07998	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10028	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11928	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g05103	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07824	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09998	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05815	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g01911	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09143	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04881	k5	3	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00403	k5	0	Red	ColorStrata	A1	NON
MvSl-1064-A1-R4_MC01-1g01823	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04878	k5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05312	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04462	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g08079	k5	3	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09514	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10176	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04695	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10569	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04944	k5	3	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05673	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05955	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11081	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g01956	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04822	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10025	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03374	k5	4	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00245	k5	0	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC11g10400	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03613	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07202	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09716	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g04141	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09091	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11907	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g01189	k5	0	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC01-1g02350	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05745	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC15g12057	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10319	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07242	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-3g06536	k5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03262	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07142	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04653	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00009	k5	0	bPAR	bPAR	A1	NON
MvSl-1064-A1-R4_MC02g03808	k5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-2g03063	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g01921	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08694	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09407	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g04188	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07114	k5	4	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC15g12083	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11544	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08496	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09144	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08319	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02316	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07013	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11490	k5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09066	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-2g03119	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11299	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00869	k5	1	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC04-1g06040	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03317	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03384	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09989	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07870	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10349	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02516	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00307	k5	0	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC04-1g05551	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-2g06441	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05728	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11089	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g01905	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g01962	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-3g06812	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g04185	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00118	k5	0	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC06g06922	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02141	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05871	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11240	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04584	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04738	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g05187	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g01184	k5	2	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC04-1g05336	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g08153	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09054	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC15g12106	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09302	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04534	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02477	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03754	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03316	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08271	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07236	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10088	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05689	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11671	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00379	k5	0	Red	ColorStrata	A1	NON
MvSl-1064-A1-R4_MC01-1g01926	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07786	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g01903	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05554	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09328	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03751	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g06940	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07287	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02012	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11583	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07232	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04656	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07806	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08713	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g05177	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09112	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07868	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08392	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03860	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10570	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g10812	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11305	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-1g06196	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04480	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05519	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10016	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09405	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03204	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g01219	k5	1	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC02g03992	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04493	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07235	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10221	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-2g06373	k5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g08143	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10390	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11254	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02301	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09950	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07706	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09472	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11417	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05690	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04721	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11122	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11516	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g05039	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g05263	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-2g06383	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10465	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11386	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05679	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07704	k5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC15g12072	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11974	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09439	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11111	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11576	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10258	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03297	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g01406	k5	1	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC10-2g09964	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11863	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g04131	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05672	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09823	k5	3	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03768	k5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g08016	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11004	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04782	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00028	k5	0	bPAR	bPAR	A1	NON
MvSl-1064-A1-R4_MC03g04377	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05676	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09068	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04771	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11532	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11374	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00843	k5	0	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_A1g00215	k5	0	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC01-1g02855	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04972	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03782	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-2g03013	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05473	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g01922	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00051	k5	0	bPAR	bPAR	A1	NON
MvSl-1064-A1-R4_MC03g04387	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04789	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02812	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11761	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03842	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08311	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11328	k5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g01369	k5	0	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC07g07951	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11013	k5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07885	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08857	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g01453	k5	0	bPAR	bPAR	A1	NON
MvSl-1064-A1-R4_MC06g06933	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g08212	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02070	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08776	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC15g12122	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02346	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05311	k5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09549	k5	1	Auto	Auto	A1	NON
