gid	Down	downak5	part8	youngold	haploid	DE
MvSl-1064-A1-R4_MC01-1g02509	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10239	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10344	ak5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07960	ak5 	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00886	ak5	1	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC05-2g06317	ak5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-2g03077	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03664	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10109	ak5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09524	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03482	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00958	ak5	2	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC08g08595	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-2g02971	ak5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02647	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g01740	ak5 	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10585	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10592	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09089	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03997	ak5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-1g06213	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00779	ak5 	1	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC06g07078	ak5	7	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11785	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08499	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09967	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09480	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03308	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11462	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g10944	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03915	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05505	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g06958	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05744	ak5 	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10351	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g04195	ak5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08565	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g06909	ak5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10587	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-2g06374	ak5 	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-2g06418	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11005	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09804	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-2g06449	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-3g06705	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03852	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-2g03144	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10716	ak5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04440	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09489	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02351	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10100	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11747	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09305	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08737	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g06868	ak5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09687	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g04133	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03513	ak5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10296	ak5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-3g06742	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC15g12117	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04646	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11509	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04519	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g10991	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g05260	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08304	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10701	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09104	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11961	ak5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09963	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04915	ak5 	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07347	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-3g06512	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03890	ak5 	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-3g06617	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07914	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05309	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-2g06105	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-2g02961	ak5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00380	ak5 	0	Red	ColorStrata	A1	NON
MvSl-1064-A1-R4_MC02g03510	ak5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00029	ak5	0	bPAR	bPAR	A1	NON
MvSl-1064-A1-R4_MC04-1g05683	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03973	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g05186	ak5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09145	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10180	ak5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09055	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02444	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03650	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04485	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07590	ak5 	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02646	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10110	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g10771	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-1g06150	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11115	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g10777	ak5 	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g04151	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08306	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07600	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09531	ak5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04701	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00003	ak5 	1	bPAR	bPAR	A1	NON
MvSl-1064-A1-R4_MC01-1g01985	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09736	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09728	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10686	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-2g06454	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10385	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05877	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02098	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g01783	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04773	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07090	ak5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05909	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02739	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10528	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g10922	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09345	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11623	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02401	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g04119	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04411	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-1g08905	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10174	ak5	3	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10656	ak5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11381	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04353	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g05099	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07517	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11356	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09640	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g06913	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g10762	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10673	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05989	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g10912	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07998	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10028	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11928	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g05103	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07824	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09998	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05815	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g01911	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09143	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04881	ak5	3	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00403	ak5 	0	Red	ColorStrata	A1	NON
MvSl-1064-A1-R4_MC01-1g01823	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04878	ak5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05312	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04462	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g08079	ak5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09514	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10176	ak5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04695	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10569	ak5 	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04944	ak5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05673	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05955	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11081	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g01956	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04822	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10025	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03374	ak5	4	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00245	ak5 	2	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC11g10400	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03613	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07202	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09716	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g04141	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09091	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11907	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g01189	ak5	0	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC01-1g02350	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05745	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC15g12057	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10319	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07242	ak5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-3g06536	ak5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03262	ak5 	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07142	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04653	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00009	ak5 	0	bPAR	bPAR	A1	NON
MvSl-1064-A1-R4_MC02g03808	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-2g03063	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g01921	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08694	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09407	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g04188	ak5 	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07114	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC15g12083	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11544	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08496	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09144	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08319	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02316	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07013	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11490	ak5 	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09066	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-2g03119	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11299	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00869	ak5	2	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC04-1g06040	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03317	ak5 	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03384	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09989	ak5	3	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07870	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10349	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02516	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00307	ak5 	0	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC04-1g05551	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-2g06441	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05728	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11089	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g01905	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g01962	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-3g06812	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g04185	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00118	ak5 	1	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC06g06922	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02141	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05871	ak5 	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11240	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04584	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04738	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g05187	ak5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g01184	ak5	0	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC04-1g05336	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g08153	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09054	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC15g12106	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09302	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04534	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02477	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03754	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03316	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08271	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07236	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10088	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05689	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11671	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00379	ak5	0	Red	ColorStrata	A1	NON
MvSl-1064-A1-R4_MC01-1g01926	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07786	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g01903	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05554	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09328	ak5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03751	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g06940	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07287	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02012	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11583	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07232	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04656	ak5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07806	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08713	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g05177	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09112	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07868	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC08g08392	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03860	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10570	ak5	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g10812	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11305	ak5 	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-1g06196	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04480	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05519	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10016	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09405	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03204	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g01219	ak5	0	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC02g03992	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04493	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC06g07235	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10221	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-2g06373	ak5 	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g08143	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10390	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11254	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g02301	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09950	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07706	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09472	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11417	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05690	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04721	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11122	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11516	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g05039	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g05263	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC05-2g06383	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10465	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11386	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05679	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g07704	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC15g12072	ak5	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11974	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09439	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11111	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11576	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC11g10258	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03297	ak5	3	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g01406	ak5 	1	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC10-2g09964	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11863	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g04131	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05672	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09823	ak5	4	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03768	ak5 	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC07g08016	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11004	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04782	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00028	ak5	0	bPAR	bPAR	A1	NON
MvSl-1064-A1-R4_MC03g04377	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05676	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09068	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04771	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11532	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11374	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_A1g00843	ak5	0	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_A1g00215	ak5 	1	Black	OldStrata	A1	NON
MvSl-1064-A1-R4_MC01-1g02855	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC03g04972	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC02g03782	ak5 	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-2g03013	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC04-1g05473	ak5	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC01-1g01922	ak5 	0	Auto	Auto	A1	NON
