gida1	a1up5k	a1upto10k	a1upto15k	a1upto20k	a1down5k	a1downto10k	a1downto15k	a1downto20k	gida2	a2up5k	a2upto10k	a2upto15k	a2upto20k	a2down5k	a2downto10k	a2downto15k	a2downto20k	upk5diff	upk10diff	upk15diff	upk20diff	downk5diff	downk10diff	downk15diff	downk20diff	part8	youngold	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE
MvSl-1064-A1-R4_MC04-1g05858	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC04-1g06134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1379179	1380269	4.943722722	-1.283344825	1.22E-07	7.42E-06	4.05228433	4.268873817	5.455725201	5.431889558	Down
MvSl-1064-A1-R4_MC02g04109	0	0	0	0	0	2	0	0	MvSl-1064-A2-R4_MC02g04387	0	0	0	0	0	3	0	0	0	0	0	0	0	-1	0	0	Auto	Auto	2261251	2262287	3.886993464	-1.274349691	5.69E-05	0.002371315	3.31173618	2.889712255	4.099422929	4.616713883	Down
MvSl-1064-A1-R4_MC09-2g09380	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC09g09654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1174572	1177521	4.935196752	-1.271405934	2.50E-05	0.001142797	4.316212987	3.995770712	4.956906462	5.78850885	Down
MvSl-1064-A1-R4_MC04-1g06041	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC04-2g06323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1809294	1812293	5.231805074	-1.26793515	2.48E-07	1.47E-05	4.667824029	4.226140736	5.811777792	5.639019769	Down
MvSl-1064-A1-R4_MC13g11416	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC13g11677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	312829	313365	1.708949175	-1.267204856	0.001724591	0.041885596	0.704812036	1.166807851	1.998333186	2.345978909	Down
MvSl-1064-A1-R4_MC01-1g02753	1	1	0	0	3	3	0	0	MvSl-1064-A2-R4_MC01g03035	1	1	0	0	4	9	0	0	0	0	0	0	-1	-6	0	0	Auto	Auto	2038956	2039464	3.324489581	-1.258569734	0.000108666	0.004074743	2.563628825	2.567520039	3.537429518	4.041233484	Down
MvSl-1064-A1-R4_MC02g03922	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC02g04200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1791625	1791813	4.347987051	-1.256186019	0.000104907	0.003966975	3.967070113	3.07625342	4.68421123	4.978017532	Down
MvSl-1064-A1-R4_MC06g07191	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC06-2g07456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	918292	919338	5.231293964	-1.25491873	4.25E-05	0.001823967	4.584449538	4.350720432	5.153458388	6.131316837	Down
MvSl-1064-A1-R4_A1g00112	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Green	ColorStrata	240393	243364	3.023105628	-1.252850822	0.000476871	0.014438235	2.62673098	1.796069305	3.383006776	3.619741093	Down
MvSl-1064-A1-R4_MC06g07420	1	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC06-2g07685	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1481630	1481950	2.573197835	-1.214773204	0.000732493	0.02083	1.61224131	2.048818249	2.814056534	3.238251998	Down
MvSl-1064-A1-R4_A1g01135	0	0	1	0	0	0	1	2	MvSl-1064-A2-R4_A2g00602	1	0	1	1	2	1	0	0	-1	0	0	-1	-2	-1	1	2	Black	OldStrata	1098507	1099824	6.611775105	-1.204929387	5.19E-10	4.38E-08	5.808054036	5.962216007	7.159687439	7.018733077	Down
MvSl-1064-A1-R4_MC07g07835	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	738016	738171	1.998643858	-1.200994841	0.002125	0.04908313	1.454217731	1.099527591	2.182488695	2.687999607	Down
MvSl-1064-A1-R4_MC01-2g03005	0	1	2	0	0	0	0	0	MvSl-1064-A2-R4_MC01g03287	0	1	4	0	0	0	0	0	0	0	-2	0	0	0	0	0	Auto	Auto	2655535	2656816	7.545723256	-1.193110621	7.73E-07	4.25E-05	7.01277273	6.619172148	7.746457515	8.252856004	Down
MvSl-1064-A1-R4_MC09-2g09507	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC09g09781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1487505	1489480	2.319555989	-1.16721351	0.001629208	0.039784631	1.79916092	1.435888721	2.526897608	2.98094086	Down
MvSl-1064-A1-R4_MC02g04224	0	1	1	1	0	2	0	0	MvSl-1064-A2-R4_MC02g04502	0	2	1	1	0	2	0	0	0	-1	0	0	0	0	0	0	Auto	Auto	2555603	2555884	5.302031428	-1.164988822	0.000405132	0.012519963	5.008335009	4.045775561	5.357055376	6.086780899	Down
MvSl-1064-A1-R4_A1g01432	0	2	2	1	0	0	1	0	MvSl-1064-A2-R4_A2g01152	0	0	3	1	0	0	1	3	0	2	-1	0	0	0	0	-3	Blue	OldStrata	1872072	1874749	4.786658517	-1.159646231	2.85E-05	0.001257004	4.387179667	3.727076352	5.339395471	5.15366469	Down
MvSl-1064-A1-R4_MC05-1g06258	0	1	1	2	2	0	3	1	MvSl-1064-A2-R4_MC05g06531	0	2	1	0	3	2	3	1	0	-1	0	2	-1	-2	0	0	Auto	Auto	144137	145430	3.601086318	-1.149648682	0.000172377	0.006011067	2.833457663	2.995279871	4.213097929	3.881767134	Down
MvSl-1064-A1-R4_A1g00923	0	0	0	1	0	1	3	1	MvSl-1064-A2-R4_A2g01579	0	0	0	1	4	2	0	4	0	0	0	0	-4	-1	3	-3	Black	OldStrata	3044289	3046699	3.805110604	-1.149395277	0.000164305	0.005797241	3.357099967	2.839048453	4.22713419	4.295543186	Down
MvSl-1064-A1-R4_MC10-1g09732	2	0	0	0	3	0	0	0	MvSl-1064-A2-R4_MC10g09999	2	0	0	0	4	0	0	0	0	0	0	0	-1	0	0	0	Auto	Auto	203892	205308	4.661446028	-1.14378495	2.93E-05	0.001286153	3.85558323	4.09410511	4.82006334	5.366804087	Down
MvSl-1064-A1-R4_MC10-2g10125	1	1	0	0	1	0	2	1	MvSl-1064-A2-R4_MC10g10389	1	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	Auto	Auto	1	557	2.733106679	-1.143094912	0.001165377	0.030185287	2.19859622	1.89858543	2.904177145	3.414220388	Down
MvSl-1064-A1-R4_MC10-2g09980	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC10g10244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	507694	508405	3.483726914	-1.133288885	0.000187545	0.00648949	2.885989102	2.732049082	3.854689765	4.009095196	Down
MvSl-1064-A1-R4_MC07g08078	2	0	0	0	1	0	0	0	MvSl-1064-A2-R4_MC07g08343	3	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	Auto	Auto	1327687	1330788	2.809785754	-1.131569712	0.000612663	0.017943431	2.02207773	2.248371186	3.152375506	3.351521898	Down
MvSl-1064-A1-R4_MC11g10248	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC11g10509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	224902	225393	3.833287793	-1.123353197	9.59E-05	0.003687193	3.069795572	3.256934869	4.278586442	4.285515997	Down
MvSl-1064-A1-R4_A1g01347	0	2	1	4	0	1	1	0	MvSl-1064-A2-R4_A2g01555	6	0	0	0	0	0	0	0	-6	2	1	4	0	1	1	0	Black	OldStrata	2916000	2917527	6.909300479	-1.100870441	3.61E-09	2.60E-07	6.319561498	6.190532239	7.29410493	7.416117366	Down
MvSl-1064-A1-R4_MC13g11714	0	0	0	0	2	1	1	2	MvSl-1064-A2-R4_MC13g11975	0	0	0	0	2	1	1	3	0	0	0	0	0	0	0	-1	Auto	Auto	1024015	1025846	4.790430764	-1.092084012	6.97E-05	0.002812962	4.327652945	3.93434883	4.956906462	5.463363321	Down
MvSl-1064-A1-R4_MC07g07592	1	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g07857	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	161744	163781	3.169398761	-1.087076565	0.001587208	0.038864918	2.113034995	2.849324548	3.682014156	3.52063736	Down
MvSl-1064-A1-R4_MC08g08447	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC08-1g08712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	526662	529635	3.561405557	-1.084302529	0.00082421	0.02252002	3.157882092	2.640341333	3.799396199	4.170356444	Down
MvSl-1064-A1-R4_MC14g11772	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC14g12033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	118622	118777	3.283587862	-1.075764912	0.001164907	0.030185287	2.936674776	2.294226366	3.619535857	3.804291236	Down
MvSl-1064-A1-R4_MC10-2g09962	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC10g10226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	486361	488599	2.916813048	-1.072933843	0.000979191	0.026232711	2.231448704	2.338668854	3.202966839	3.474307156	Down
MvSl-1064-A1-R4_MC09-2g09506	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC09g09780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1486130	1486630	3.437211533	-1.051461852	0.000933748	0.025281716	2.767785944	2.869659727	3.608854597	4.076553422	Down
MvSl-1064-A1-R4_MC03g04831	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC03g05109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1415907	1416257	3.569262851	-1.046440144	0.000595572	0.017532696	2.790010332	3.102265205	4.076347744	3.903784253	Down
MvSl-1064-A1-R4_A1g00718	2	0	2	0	0	3	2	0	MvSl-1064-A2-R4_A2g00298	0	0	0	1	1	0	0	0	2	0	2	-1	-1	3	2	0	Black	OldStrata	646353	651020	5.220816347	-1.040016496	4.72E-05	0.002013732	4.430266347	4.768563686	5.868847683	5.384136111	Down
MvSl-1064-A1-R4_MC08g08762	0	0	2	1	0	0	0	0	MvSl-1064-A2-R4_MC08-2g09043	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1274320	1277179	5.980757973	-1.02592204	8.41E-07	4.60E-05	5.418130622	5.338199531	6.241544474	6.548187485	Down
MvSl-1064-A1-R4_MC01-1g02769	0	0	0	0	0	1	0	0	MvSl-1064-A2-R4_MC01g03051	0	0	0	0	0	0	4	0	0	0	0	0	0	1	-4	0	Auto	Auto	2085598	2091183	3.989329851	-1.025439061	0.00033331	0.010592652	3.41544799	3.361149143	4.244489629	4.554053564	Down
MvSl-1064-A1-R4_MC08g08498	0	0	0	0	0	1	0	0	MvSl-1064-A2-R4_MC08-1g08763	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Auto	Auto	658631	661719	8.924701454	-1.020544368	0.000557002	0.016474748	8.076646536	8.538577761	9.584645425	9.060810892	Down
MvSl-1064-A1-R4_MC02g03327	0	0	0	1	0	0	0	0	MvSl-1064-A2-R4_MC02g03607	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	420251	421194	4.870936908	-1.013852949	0.000374427	0.011815548	3.866082	4.596231901	5.138682923	5.422769482	Down
MvSl-1064-A1-R4_MC04-1g05592	1	1	0	0	0	0	0	0	MvSl-1064-A2-R4_MC04-1g05868	2	2	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	Auto	Auto	708158	709958	4.734569754	-0.996288457	5.74E-05	0.002372098	4.070556224	4.230078291	5.268209329	5.010847731	Down
MvSl-1064-A1-R4_MC11g10369	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC11g10631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	517406	518087	5.199562052	-0.994428537	0.000152562	0.005425644	4.912827538	4.249606456	5.515564129	5.69942807	Down
MvSl-1064-A1-R4_MC04-1g05308	0	1	0	0	0	0	0	0	MvSl-1064-A2-R4_MC04-1g05585	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	56761	58056	4.296351659	-0.991829959	0.000237915	0.007861758	3.583916873	3.839595422	4.775389701	4.629982903	Down
MvSl-1064-A1-R4_MC02g03205	0	0	0	0	0	0	0	1	MvSl-1064-A2-R4_MC02g03485	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Auto	Auto	113598	114750	6.172057437	-0.991142723	5.10E-06	0.000255473	5.502985633	5.677932506	6.335240591	6.794333089	Down
MvSl-1064-A1-R4_MC10-1g09727	0	0	0	0	0	2	3	0	MvSl-1064-A2-R4_MC10g09994	0	0	0	0	0	2	4	0	0	0	0	0	0	0	-1	0	Auto	Auto	198465	198924	5.116737909	-0.974006106	2.66E-05	0.001193308	4.652743429	4.438418576	5.509834235	5.531411427	Down
MvSl-1064-A1-R4_MC04-1g05677	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC04-1g05953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	921744	923465	5.435406001	-0.973325609	0.000702102	0.020038983	4.780336458	4.951397478	5.308373385	6.226982022	Down
MvSl-1064-A1-R4_MC10-1g09729	0	0	0	0	0	2	3	0	MvSl-1064-A2-R4_MC10g09996	0	0	0	0	0	2	4	0	0	0	0	0	0	0	-1	0	Auto	Auto	201208	202435	3.0029089	-0.970616227	0.002008153	0.046927622	2.442585572	2.437334896	3.395490318	3.401896783	Down
MvSl-1064-A1-R4_A1g01383	0	1	0	0	0	1	0	1	MvSl-1064-A2-R4_A2g00527	1	1	0	1	1	3	1	1	-1	0	0	-1	-1	-2	-1	0	Black	OldStrata	914330	919259	6.100234915	-0.970293611	1.90E-06	0.000101103	5.486068927	5.58260104	6.344123031	6.648089509	Down
MvSl-1064-A1-R4_MC12g10792	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC12g11055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	144581	145511	8.771770549	-0.968541633	0.000190083	0.00655201	8.077493796	8.327153887	9.271276126	9.074099695	Down
MvSl-1064-A1-R4_MC01-1g02764	0	0	2	1	0	0	0	0	MvSl-1064-A2-R4_MC01g03046	0	0	8	1	0	0	0	0	0	0	-6	0	0	0	0	0	Auto	Auto	2075547	2076338	8.107144815	-0.967973199	2.73E-05	0.001218546	7.634886184	7.44594715	8.373327006	8.63689239	Down
MvSl-1064-A1-R4_MC14g11916	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC14g12177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	442312	443079	4.890482236	-0.960087485	0.000129071	0.00472136	4.361438404	4.30291961	5.461673627	5.093632573	Down
MvSl-1064-A1-R4_MC13g11325	1	0	1	0	1	1	1	0	MvSl-1064-A2-R4_MC13g11586	1	0	4	0	1	1	2	0	0	0	-3	0	0	0	-1	0	Auto	Auto	109343	111790	4.899127441	-0.951842697	0.000114259	0.00426661	4.444347286	4.241826881	5.158960405	5.419716599	Down
MvSl-1064-A1-R4_MC05-2g06481	1	0	0	0	1	0	0	0	MvSl-1064-A2-R4_MC05g06755	2	0	0	0	2	0	0	0	-1	0	0	0	-1	0	0	0	Auto	Auto	331413	333406	4.71134313	-0.94850011	0.000522173	0.015599061	4.342766466	3.953527899	4.840751219	5.329877264	Down
MvSl-1064-A1-R4_A1g01376	1	2	0	0	1	0	0	0	MvSl-1064-A2-R4_A2g00418	2	0	2	0	2	1	2	0	-1	2	-2	0	-1	-1	-2	0	Black	OldStrata	901642	902941	6.910273938	-0.932897325	6.99E-06	0.000340661	6.463056937	6.27013482	7.065178846	7.505220707	Down
MvSl-1064-A1-R4_MC10-2g10108	0	0	0	0	0	1	0	0	MvSl-1064-A2-R4_MC10g10372	0	0	0	0	0	2	0	0	0	0	0	0	0	-1	0	0	Auto	Auto	695051	697492	5.035643428	-0.909003792	0.000462745	0.014105852	4.549050716	4.472057674	5.116232061	5.666323751	Down
MvSl-1064-A1-R4_MC01-2g03070	1	0	0	0	1	0	0	0	MvSl-1064-A2-R4_MC01g03352	5	0	0	0	5	0	0	0	-4	0	0	0	-4	0	0	0	Auto	Auto	2829814	2830219	4.275028606	-0.907767263	0.000737638	0.020830807	3.62776498	3.865140108	4.637680068	4.671641805	Down
MvSl-1064-A1-R4_MC13g11584	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC13g11845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	719964	721644	4.459554923	-0.897729294	0.000800527	0.022211519	3.711654919	4.140867986	4.836179482	4.836385646	Down
MvSl-1064-A1-R4_MC10-2g10116	0	0	0	1	1	0	1	0	MvSl-1064-A2-R4_MC10g10380	0	0	0	2	1	0	1	0	0	0	0	-1	0	0	0	0	Auto	Auto	714201	715295	5.721807124	-0.891041261	0.000244871	0.008038596	4.912827538	5.453831945	6.246721191	5.932545207	Down
MvSl-1064-A1-R4_MC03g04760	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC03g05038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1241565	1243427	4.571818543	-0.875694241	0.000699018	0.020014697	3.891999455	4.226140736	5.038767557	4.836385646	Down
MvSl-1064-A1-R4_A1g00350	0	0	0	0	0	3	1	2	MvSl-1064-A2-R4_A2g00970	0	0	0	1	2	0	1	0	0	0	0	-1	-2	3	0	2	Black	OldStrata	1578575	1582088	5.564054596	-0.874838285	0.000315199	0.010124776	4.974773109	5.143179539	6.202115432	5.605826551	Down
MvSl-1064-A1-R4_MC06g07527	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC06-2g07792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1730735	1731537	5.937820989	-0.873852152	0.001096046	0.028721531	5.022483064	5.756474011	6.532521761	6.042811855	Down
MvSl-1064-A1-R4_MC14g11775	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC14g12036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	120826	121056	4.68631852	-0.872575741	0.000806931	0.02228478	4.335229496	4.018715264	4.858894658	5.227101353	Down
MvSl-1064-A1-R4_A1g00383	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00388	0	1	0	0	0	1	2	2	0	-1	0	0	0	-1	-2	-2	Black	OldStrata	889992	892373	6.656703558	-0.871056138	5.45E-05	0.002292666	6.375747128	5.898079961	6.86877104	7.169013238	Down
MvSl-1064-A1-R4_A1g00246	0	2	1	1	2	1	0	2	MvSl-1064-A2-R4_A2g00241	0	0	0	0	2	1	1	1	0	2	1	1	0	0	-1	1	Black	OldStrata	578151	581054	6.339144649	-0.87018279	2.74E-06	0.000142691	5.879750058	5.798181317	6.677575124	6.739072215	Down
MvSl-1064-A1-R4_MC10-2g10050	0	0	0	0	0	0	0	1	MvSl-1064-A2-R4_MC10g10314	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Auto	Auto	589803	593363	7.271533947	-0.855598663	6.36E-05	0.002602839	6.965955787	6.569534839	7.699092279	7.570678845	Down
MvSl-1064-A1-R4_MC02g03617	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC02g03895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1116373	1120136	5.243202499	-0.849511588	0.000320186	0.01024823	4.794146685	4.718990546	5.772835875	5.413591385	Down
MvSl-1064-A1-R4_MC01-2g03146	2	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC01g03426	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	3027756	3032363	5.790026286	-0.846453934	0.000203857	0.006946626	5.463776422	5.128487886	5.972470771	6.309292006	Down
MvSl-1064-A1-R4_MC07g07613	0	0	2	0	0	0	0	0	MvSl-1064-A2-R4_MC07g07878	0	0	7	0	0	0	0	0	0	0	-5	0	0	0	0	0	Auto	Auto	212439	213558	4.412739123	-0.837852706	0.001936578	0.045793166	4.13708589	3.698941113	4.770605725	4.766011962	Down
MvSl-1064-A1-R4_MC01-1g02779	0	1	0	0	0	1	1	1	MvSl-1064-A2-R4_MC01g03061	0	4	0	0	0	1	1	1	0	-3	0	0	0	0	0	0	Auto	Auto	2125745	2127140	5.840748331	-0.828561829	5.48E-05	0.002293202	5.295326586	5.436896602	6.198557913	6.191623041	Down
MvSl-1064-A1-R4_A1g00073	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	160618	163050	5.047452751	-0.809938536	0.001932034	0.045793166	4.821376762	4.306653354	5.538258808	5.234069758	Down
MvSl-1064-A1-R4_MC02g03229	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC02g03509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	180261	181082	4.694794209	-0.801395888	0.00124105	0.031687434	4.221273039	4.257344306	4.8878996	5.173736997	Down
MvSl-1064-A1-R4_MC06g06943	0	1	0	0	0	0	0	0	MvSl-1064-A2-R4_MC06-1g07206	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	254802	255403	5.934766589	-0.800805451	0.00047533	0.014438235	5.289488327	5.64734091	6.471186853	6.057617598	Down
MvSl-1064-A1-R4_MC08g08472	0	0	0	0	1	0	0	0	MvSl-1064-A2-R4_MC08-1g08737	0	0	0	0	2	0	0	0	0	0	0	0	-1	0	0	0	Auto	Auto	594809	596582	5.879844303	-0.799889993	0.000294357	0.009592838	5.592639818	5.236172276	6.081754534	6.353157738	Down
MvSl-1064-A1-R4_MC08g08445	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC08-1g08710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	521110	523550	5.328446674	-0.798328746	0.000312169	0.010063531	4.788638448	4.956159686	5.685308514	5.657279719	Down
MvSl-1064-A1-R4_A1g00120	0	0	0	0	2	3	0	0	MvSl-1064-A2-R4_A2g00240	0	0	0	1	1	2	1	1	0	0	0	-1	1	1	-1	-1	Black	OldStrata	576253	577851	5.140298661	-0.792847587	0.000683586	0.0197038	4.815971707	4.552875999	5.387058752	5.569098733	Down
MvSl-1064-A1-R4_MC01-1g02763	0	1	2	3	0	0	0	0	MvSl-1064-A2-R4_MC01g03045	0	4	5	4	0	0	0	0	0	-3	-3	-1	0	0	0	0	Auto	Auto	2070788	2075231	8.73935376	-0.786351088	0.001845083	0.044114733	8.304564111	8.28187556	9.187051848	8.963147375	Down
MvSl-1064-A1-R4_A1g00854	0	1	1	2	1	0	1	0	MvSl-1064-A2-R4_A2g01111	0	0	0	0	0	4	1	1	0	1	1	2	1	-4	0	-1	Purple	OldStrata	1790347	1792433	7.941803392	-0.781652594	0.000507902	0.015274542	7.623328635	7.362311807	8.382958589	8.169209426	Down
MvSl-1064-A1-R4_MC07g07612	0	1	1	0	0	0	0	0	MvSl-1064-A2-R4_MC07g07877	0	2	5	0	0	0	0	0	0	-1	-4	0	0	0	0	0	Auto	Auto	211262	212074	6.999632385	-0.779653409	0.00134321	0.033909441	6.295489262	6.779566184	7.60783089	7.003010862	Down
MvSl-1064-A1-R4_MC02g04208	1	2	0	0	0	0	0	2	MvSl-1064-A2-R4_MC02g04486	1	3	0	0	0	0	0	2	0	-1	0	0	0	0	0	0	Auto	Auto	2500661	2500881	4.753540611	-0.779439246	0.001342192	0.033909441	4.357723299	4.265040875	4.977811302	5.191745332	Down
MvSl-1064-A1-R4_MC10-2g10037	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC10g10301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	577103	578173	6.148075754	-0.772694941	0.000121505	0.004481176	5.832350757	5.577974017	6.383822462	6.574505457	Down
MvSl-1064-A1-R4_MC03g05112	2	2	0	0	0	0	0	3	MvSl-1064-A2-R4_MC03g05389	3	5	0	0	0	0	0	5	-1	-3	0	0	0	0	0	-2	Auto	Auto	2115480	2116104	5.642827298	-0.765757523	0.000237418	0.007861758	5.205170435	5.214474057	6.001343433	5.946400609	Down
MvSl-1064-A1-R4_MC13g11692	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC13g11953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	961955	965850	5.25789324	-0.758476305	0.00098058	0.026232711	4.74379866	4.910271175	5.460188818	5.701943368	Down
MvSl-1064-A1-R4_MC04-1g05942	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC04-1g06218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1572799	1575269	6.03277707	-0.753489619	0.000209245	0.007040137	5.734041452	5.468905622	6.42550531	6.291031236	Down
MvSl-1064-A1-R4_MC12g11020	0	0	0	2	0	0	0	0	MvSl-1064-A2-R4_MC12g11283	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	717932	718708	6.61828294	-0.752000608	0.000143414	0.005141115	6.033198905	6.338296295	6.910141285	6.979360746	Down
MvSl-1064-A1-R4_MC05-3g06591	0	0	0	0	0	0	1	2	MvSl-1064-A2-R4_MC05g06854	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	-1	Auto	Auto	398756	401241	6.140517674	-0.741340343	0.000103391	0.003926212	5.668075338	5.775459008	6.461571991	6.46474388	Down
MvSl-1064-A1-R4_MC01-1g01957	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC01g02238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	332185	334318	6.919484384	-0.738962711	0.000404059	0.012519963	6.619390476	6.376988973	7.011447221	7.440044864	Down
MvSl-1064-A1-R4_MC03g05077	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC03g05354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	2027563	2027868	6.589125611	-0.717857862	0.001847069	0.044114733	6.366533499	5.979861802	6.612896894	7.144720522	Down
MvSl-1064-A1-R4_MC03g04423	0	0	0	0	1	0	0	0	MvSl-1064-A2-R4_MC03g04701	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	426752	428683	7.456343691	-0.717484929	0.000424567	0.013030726	6.962902247	7.138640211	7.76009758	7.780971817	Down
MvSl-1064-A1-R4_MC01-1g02545	0	0	0	0	0	2	1	0	MvSl-1064-A2-R4_MC01g02827	0	0	0	0	0	2	2	0	0	0	0	0	0	0	-1	0	Auto	Auto	1547798	1548623	5.311169243	-0.712920115	0.001760978	0.042653752	5.045759134	4.763138932	5.556438928	5.68551499	Down
MvSl-1064-A1-R4_MC07g07597	0	0	1	0	0	0	0	1	MvSl-1064-A2-R4_MC07g07862	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	-4	Auto	Auto	174550	177259	7.456968903	-0.703524497	0.001849864	0.044114733	6.838473187	7.256737743	7.903017483	7.614393684	Down
