gid	location	chr	start	end	log2FC	intron_nr	mean	sum	group
MvSl-1064-A1-R4_MC08g08445	MvSl-1064-A1-R4_MC08	Chr08	545880	552149	-0.798314109	8	178.75	1430	DE
MvSl-1064-A1-R4_MC08g08472	MvSl-1064-A1-R4_MC08	Chr08	622555	623825	-0.799902044	1	198	198	DE
MvSl-1064-A1-R4_MC08g08498	MvSl-1064-A1-R4_MC08	Chr08	690817	693672	-1.020494813	6	140.333	842	DE
MvSl-1064-A1-R4_MC08g08647	MvSl-1064-A1-R4_MC08	Chr08	1049752	1052546	2.581679028	8	94.25	754	DE
MvSl-1064-A1-R4_MC08g08665	MvSl-1064-A1-R4_MC08	Chr08	1093774	1094085	1.581058268	2	178	356	DE
MvSl-1064-A1-R4_MC08g08762	MvSl-1064-A1-R4_MC08	Chr08	1297904	1300149	-1.025931299	1	43	43	DE
MvSl-1064-A1-R4_MC08g08835	MvSl-1064-A1-R4_MC08	Chr08	1507577	1509754	-1.553541328	3	106.667	320	DE
MvSl-1064-A1-R4_MC09-2g08945	MvSl-1064-A1-R4_MC09-2	Chr09	122911	123324	1.980753289	1	141	141	DE
MvSl-1064-A1-R4_MC09-2g09067	MvSl-1064-A1-R4_MC09-2	Chr09	391574	393954	-5.754218814	5	87.2	436	DE
MvSl-1064-A1-R4_MC09-2g09215	MvSl-1064-A1-R4_MC09-2	Chr09	784918	785094	1.413346671	6	165	990	DE
MvSl-1064-A1-R4_MC09-2g09232	MvSl-1064-A1-R4_MC09-2	Chr09	825754	830191	1.692316994	2	135.5	271	DE
MvSl-1064-A1-R4_MC09-2g09340	MvSl-1064-A1-R4_MC09-2	Chr09	1106688	1107914	0.703577393	5	80.8	404	DE
MvSl-1064-A1-R4_MC09-2g09380	MvSl-1064-A1-R4_MC09-2	Chr09	1199582	1201096	-1.271449075	1	252	252	DE
MvSl-1064-A1-R4_MC09-2g09506	MvSl-1064-A1-R4_MC09-2	Chr09	1515570	1516664	-1.051476241	1	80	80	DE
MvSl-1064-A1-R4_MC09-2g09527	MvSl-1064-A1-R4_MC09-2	Chr09	1550158	1552168	-0.65887378	4	80.75	323	DE
MvSl-1064-A1-R4_MC09-2g09541	MvSl-1064-A1-R4_MC09-2	Chr09	1580756	1581629	-1.582185073	5	101.8	509	DE
MvSl-1064-A1-R4_MC09-2g09545	MvSl-1064-A1-R4_MC09-2	Chr09	1589632	1590186	-1.064109719	2	85.5	171	DE
MvSl-1064-A1-R4_MC09-2g09566	MvSl-1064-A1-R4_MC10-2	Chr10	25719	27254	-3.143776031	2	104	208	DE
MvSl-1064-A1-R4_MC10-1g09620	MvSl-1064-A1-R4_MC10-2	Chr10	81247	81645	1.108046416	2	139.5	279	DE
MvSl-1064-A1-R4_MC10-1g09718	MvSl-1064-A1-R4_MC10-2	Chr10	210089	212095	0.784862468	7	77.1429	540	DE
MvSl-1064-A1-R4_MC10-1g09730	MvSl-1064-A1-R4_MC10-2	Chr10	222279	222725	-1.675891802	5	106.8	534	DE
MvSl-1064-A1-R4_MC10-1g09732	MvSl-1064-A1-R4_MC10-2	Chr10	224561	225761	-1.143802708	4	167.5	670	DE
MvSl-1064-A1-R4_MC10-1g09733	MvSl-1064-A1-R4_MC10-1	Chr10	224612	227162	1.244019648	1	239	239	DE
MvSl-1064-A1-R4_MC10-1g09734	MvSl-1064-A1-R4_MC10-2	Chr10	226029	227197	1.0122441	6	109.833	659	DE
MvSl-1064-A1-R4_MC10-1g09785	MvSl-1064-A1-R4_MC10-2	Chr10	284000	284197	1.841106986	5	155.8	779	DE
MvSl-1064-A1-R4_MC10-1g09809	MvSl-1064-A1-R4_MC10-2	Chr10	309722	312089	-0.667180083	2	59	118	DE
MvSl-1064-A1-R4_MC10-1g09814	MvSl-1064-A1-R4_MC10-2	Chr10	316220	317941	1.884314319	6	93.3333	560	DE
MvSl-1064-A1-R4_MC10-1g09833	MvSl-1064-A1-R4_MC10-1	Chr10	338697	340016	-1.537434242	8	166.75	1334	DE
MvSl-1064-A1-R4_MC10-1g09854	MvSl-1064-A1-R4_MC10-1	Chr10	366740	368605	-4.099725871	2	330.5	661	DE
MvSl-1064-A1-R4_MC10-2g09873	MvSl-1064-A1-R4_MC10-1	Chr10	379321	381148	-0.742634868	1	47	47	DE
MvSl-1064-A1-R4_MC10-2g09885	MvSl-1064-A1-R4_MC10-1	Chr10	398901	400457	3.676828507	1	372	372	DE
MvSl-1064-A1-R4_MC10-2g09886	MvSl-1064-A1-R4_MC10-2	Chr10	399487	401761	-1.847299065	1	51	51	DE
MvSl-1064-A1-R4_MC10-2g09933	MvSl-1064-A1-R4_MC10-2	Chr10	451155	452243	3.781624847	1	271	271	DE
MvSl-1064-A1-R4_MC10-2g09942	MvSl-1064-A1-R4_MC10-1	Chr10	463549	468551	-0.840044849	4	69	276	DE
MvSl-1064-A1-R4_MC10-2g09980	MvSl-1064-A1-R4_MC10-1	Chr10	517526	520063	-1.133289565	1	137	137	DE
MvSl-1064-A1-R4_MC10-2g10026	MvSl-1064-A1-R4_MC10-2	Chr10	575022	576333	0.610271596	5	185.6	928	DE
MvSl-1064-A1-R4_MC10-2g10050	MvSl-1064-A1-R4_MC10-1	Chr10	604423	605658	-0.855587675	1	164	164	DE
MvSl-1064-A1-R4_MC10-2g10098	MvSl-1064-A1-R4_MC10-2	Chr10	695051	697492	1.144339926	3	126.667	380	DE
MvSl-1064-A1-R4_MC10-2g10108	MvSl-1064-A1-R4_MC10-2	Chr10	724656	727993	-0.909026835	2	91.5	183	DE
MvSl-1064-A1-R4_MC10-2g10116	MvSl-1064-A1-R4_MC11	Chr11	5223	6816	-0.891002969	7	100.286	702	DE
MvSl-1064-A1-R4_MC10-2g10125	MvSl-1064-A1-R4_MC11	Chr11	20365	25661	-1.143118874	9	102.667	924	DE
MvSl-1064-A1-R4_MC10-2g10132	MvSl-1064-A1-R4_MC11	Chr11	32687	34858	-1.296467973	1	81	81	DE
MvSl-1064-A1-R4_MC11g10201	MvSl-1064-A1-R4_MC11	Chr11	144280	144774	-2.876708525	1	51	51	DE
MvSl-1064-A1-R4_MC11g10231	MvSl-1064-A1-R4_MC11	Chr11	211104	212018	-1.28712	1	163	163	DE
MvSl-1064-A1-R4_MC11g10248	MvSl-1064-A1-R4_MC11	Chr11	242201	242398	-1.123340919	6	73.8333	443	DE
MvSl-1064-A1-R4_MC11g10255	MvSl-1064-A1-R4_MC11	Chr11	250669	252335	-1.515490835	4	119.25	477	DE
MvSl-1064-A1-R4_MC11g10335	MvSl-1064-A1-R4_MC11	Chr11	449737	452062	-0.695343065	2	60.5	121	DE
MvSl-1064-A1-R4_MC11g10346	MvSl-1064-A1-R4_MC11	Chr11	491321	493060	-2.317300325	6	129.667	778	DE
MvSl-1064-A1-R4_MC11g10369	MvSl-1064-A1-R4_MC11	Chr11	564884	566298	-0.994440395	3	78	234	DE
MvSl-1064-A1-R4_MC11g10508	MvSl-1064-A1-R4_MC11	Chr11	896165	897640	-1.472193727	5	67.8	339	DE
MvSl-1064-A1-R4_MC11g10517	MvSl-1064-A1-R4_MC11	Chr11	919825	923088	-0.691713662	4	77	308	DE
MvSl-1064-A1-R4_MC11g10575	MvSl-1064-A1-R4_MC11	Chr11	1068704	1069784	-2.345213867	3	104.333	313	DE
MvSl-1064-A1-R4_MC11g10576	MvSl-1064-A1-R4_MC11	Chr11	1070132	1072201	-5.186088066	4	100.75	403	DE
MvSl-1064-A1-R4_MC11g10594	MvSl-1064-A1-R4_MC11	Chr11	1101395	1103865	1.17100994	7	84.7143	593	DE
MvSl-1064-A1-R4_MC11g10618	MvSl-1064-A1-R4_MC11	Chr11	1160696	1164186	1.869417413	8	138.375	1107	DE
MvSl-1064-A1-R4_MC11g10627	MvSl-1064-A1-R4_MC11	Chr11	1199775	1204067	-2.115657648	3	86.6667	260	DE
MvSl-1064-A1-R4_MC11g10654	MvSl-1064-A1-R4_MC11	Chr11	1268416	1268911	-1.724472199	2	186	372	DE
MvSl-1064-A1-R4_MC11g10688	MvSl-1064-A1-R4_MC11	Chr11	1342717	1345035	1.572185685	1	140	140	DE
MvSl-1064-A1-R4_MC11g10722	MvSl-1064-A1-R4_MC12	Chr12	5848	9319	-1.583339112	5	100.2	501	DE
MvSl-1064-A1-R4_MC11g10730	MvSl-1064-A1-R4_MC12	Chr12	23219	24603	-3.427925512	4	147.25	589	DE
MvSl-1064-A1-R4_MC12g10761	MvSl-1064-A1-R4_MC12	Chr12	87886	92708	1.286774496	4	82.75	331	DE
MvSl-1064-A1-R4_MC12g10779	MvSl-1064-A1-R4_MC12	Chr12	139852	140109	-1.353987494	1	95	95	DE
MvSl-1064-A1-R4_MC12g10792	MvSl-1064-A1-R4_MC12	Chr12	178609	179984	-0.968515183	2	174	348	DE
MvSl-1064-A1-R4_MC12g10810	MvSl-1064-A1-R4_MC12	Chr12	211548	214912	3.067786419	1	55	55	DE
MvSl-1064-A1-R4_MC12g10849	MvSl-1064-A1-R4_MC12	Chr12	315412	315903	1.854980751	2	98	196	DE
MvSl-1064-A1-R4_MC12g11020	MvSl-1064-A1-R4_MC12	Chr12	742400	743576	-0.751989496	3	59.3333	178	DE
MvSl-1064-A1-R4_MC12g11112	MvSl-1064-A1-R4_MC12	Chr12	976481	977308	-1.576709108	7	90.1429	631	DE
MvSl-1064-A1-R4_MC12g11286	MvSl-1064-A1-R4_MC01-1	Chr01	27347	32415	1.598148608	8	268.875	2151	DE
MvSl-1064-A1-R4_MC13g11325	MvSl-1064-A1-R4_MC13	Chr13	145539	147253	-0.951850955	3	146.333	439	DE
MvSl-1064-A1-R4_MC13g11330	MvSl-1064-A1-R4_MC13	Chr13	154196	158501	0.743834965	5	80.6	403	DE
MvSl-1064-A1-R4_MC13g11331	MvSl-1064-A1-R4_MC13	Chr13	158550	159079	2.282346365	11	69.7273	767	DE
MvSl-1064-A1-R4_MC13g11418	MvSl-1064-A1-R4_MC13	Chr13	342385	345247	-1.329352966	1	53	53	DE
MvSl-1064-A1-R4_MC13g11429	MvSl-1064-A1-R4_MC13	Chr13	377143	378651	7.317495501	2	76	152	DE
MvSl-1064-A1-R4_MC13g11443	MvSl-1064-A1-R4_MC13	Chr13	415327	415476	-0.684927694	1	71	71	DE
MvSl-1064-A1-R4_MC13g11584	MvSl-1064-A1-R4_MC13	Chr13	746658	747842	-0.897711895	8	84.5	676	DE
MvSl-1064-A1-R4_MC13g11616	MvSl-1064-A1-R4_MC13	Chr13	810561	811633	-0.579929401	7	100.429	703	DE
MvSl-1064-A1-R4_MC13g11645	MvSl-1064-A1-R4_MC13	Chr13	884408	885523	0.961665249	8	94	752	DE
MvSl-1064-A1-R4_MC13g11692	MvSl-1064-A1-R4_MC13	Chr13	996102	997532	-0.758477434	5	106.2	531	DE
MvSl-1064-A1-R4_MC13g11715	MvSl-1064-A1-R4_MC14	Chr14	23854	24536	-1.388354126	3	106.333	319	DE
MvSl-1064-A1-R4_MC14g11775	MvSl-1064-A1-R4_MC14	Chr14	138823	141895	-0.87259249	3	97.6667	293	DE
MvSl-1064-A1-R4_MC14g11804	MvSl-1064-A1-R4_MC14	Chr14	197560	197983	-1.719539125	1	225	225	DE
MvSl-1064-A1-R4_MC14g11805	MvSl-1064-A1-R4_MC14	Chr14	198088	198312	-0.620472464	7	92.5714	648	DE
MvSl-1064-A1-R4_MC14g11845	MvSl-1064-A1-R4_MC14	Chr14	294736	295985	1.890821085	7	128.143	897	DE
MvSl-1064-A1-R4_MC14g11898	MvSl-1064-A1-R4_MC14	Chr14	434183	434753	1.901110579	2	154.5	309	DE
MvSl-1064-A1-R4_MC14g11916	MvSl-1064-A1-R4_MC14	Chr14	463841	467568	-0.960056913	10	108.8	1088	DE
MvSl-1064-A1-R4_MC14g11962	MvSl-1064-A1-R4_MC14	Chr14	572936	573493	-1.007363758	3	121	363	DE
MvSl-1064-A1-R4_MC15g12029	MvSl-1064-A1-R4_MC15	Chr15	64738	66884	0.760391762	5	163.8	819	DE
MvSl-1064-A1-R4_MC15g12082	MvSl-1064-A1-R4_MC15	Chr15	214376	215732	1.790837885	4	101.75	407	DE
MvSl-1064-A1-R4_MC15g12133	MvSl-1064-A1-R4_MC15	Chr15	338080	339343	-1.671400763	2	64.5	129	DE
MvSl-1064-A1-R4_MC15g12148	MvSl-1064-A1-R4_MC16	Chr16	3693	5975	-6.841667516	2	85	170	DE
MvSl-1064-A1-R4_MC16g12196	MvSl-1064-A1-R4_MC17	Chr17	25191	27421	-1.654295179	7	171	1197	DE
MvSl-1064-A1-R4_A1g00003	MvSl-1064-A1-R4_A1	aMAT	3408016	3408225	0.871198494	4	4503	125.5	NONDE
MvSl-1064-A1-R4_A1g00004	MvSl-1064-A1-R4_A1	aMAT	2563	6967	-0.092774478	4	9746	75.25	NONDE
MvSl-1064-A1-R4_A1g00006	MvSl-1064-A1-R4_A1	aMAT	10297	11118	0.008686399	3	11793	308.333	NONDE
MvSl-1064-A1-R4_A1g00007	MvSl-1064-A1-R4_A1	aMAT	11416	12757	0.210262502	5	16606	103.2	NONDE
MvSl-1064-A1-R4_A1g00008	MvSl-1064-A1-R4_A1	aMAT	13778	17299	0.432991252	3	19558	85	NONDE
MvSl-1064-A1-R4_A1g00009	MvSl-1064-A1-R4_A1	aMAT	17742	19664	0.706101624	2	22148	121.5	NONDE
MvSl-1064-A1-R4_A1g00010	MvSl-1064-A1-R4_A1	aMAT	21256	22638	0.529466874	4	23532	152.75	NONDE
MvSl-1064-A1-R4_A1g00011	MvSl-1064-A1-R4_A1	aMAT	23065	24689	0.617651921	2	25119	67.5	NONDE
MvSl-1064-A1-R4_A1g00013	MvSl-1064-A1-R4_A1	aMAT	25010	25687	0.051676877	6	29488	75.6667	NONDE
MvSl-1064-A1-R4_A1g00014	MvSl-1064-A1-R4_A1	aMAT	27672	29826	-0.536342383	3	31616	74	NONDE
MvSl-1064-A1-R4_A1g00015	MvSl-1064-A1-R4_A1	aMAT	31145	31816	-0.530987916	2	32264	42	NONDE
MvSl-1064-A1-R4_A1g00017	MvSl-1064-A1-R4_A1	aMAT	32832	32999	-0.889547079	8	35962	87.375	NONDE
MvSl-1064-A1-R4_A1g00019	MvSl-1064-A1-R4_A1	aMAT	37426	37720	0.040083759	3	39184	216.667	NONDE
MvSl-1064-A1-R4_A1g00023	MvSl-1064-A1-R4_A1	aMAT	41703	42358	0.460352738	4	42621	203	NONDE
MvSl-1064-A1-R4_A1g00025	MvSl-1064-A1-R4_A1	aMAT	44670	45575	-0.216576115	7	46867	87.7143	NONDE
MvSl-1064-A1-R4_A1g00026	MvSl-1064-A1-R4_A1	aMAT	46588	48824	-0.188268234	13	55480	92.1538	NONDE
MvSl-1064-A1-R4_A1g00028	MvSl-1064-A1-R4_A1	aMAT	56765	57706	-0.69499053	3	59828	56.6667	NONDE
MvSl-1064-A1-R4_A1g00029	MvSl-1064-A1-R4_A1	aMAT	59218	59891	1.067582076	2	60425	77	NONDE
MvSl-1064-A1-R4_A1g00030	MvSl-1064-A1-R4_A1	aMAT	60303	60627	0.185886544	1	61018	85	NONDE
MvSl-1064-A1-R4_A1g00031	MvSl-1064-A1-R4_A1	aMAT	60777	61230	-0.118574157	7	62981	93.5714	NONDE
MvSl-1064-A1-R4_A1g00032	MvSl-1064-A1-R4_A1	aMAT	61566	63177	0.061240754	12	66033	93.6667	NONDE
MvSl-1064-A1-R4_A1g00033	MvSl-1064-A1-R4_A1	aMAT	63513	66190	-0.284616013	3	67285	51.6667	NONDE
MvSl-1064-A1-R4_A1g00036	MvSl-1064-A1-R4_A1	aMAT	68795	70180	0.003551398	3	71758	93	NONDE
MvSl-1064-A1-R4_A1g00037	MvSl-1064-A1-R4_A1	aMAT	71408	72880	0.137660032	2	75040	85.5	NONDE
MvSl-1064-A1-R4_A1g00039	MvSl-1064-A1-R4_A1	aMAT	77299	78423	0.295471116	12	79425	90.0833	NONDE
MvSl-1064-A1-R4_A1g00040	MvSl-1064-A1-R4_A1	aMAT	79342	82258	-0.153782551	7	83876	87.5714	NONDE
MvSl-1064-A1-R4_A1g00046	MvSl-1064-A1-R4_A1	aMAT	89113	90244	0.172808324	7	91653	83.1429	NONDE
MvSl-1064-A1-R4_A1g00047	MvSl-1064-A1-R4_A1	aMAT	90443	91903	0.101448809	5	93457	74	NONDE
MvSl-1064-A1-R4_A1g00049	MvSl-1064-A1-R4_A1	aMAT	94248	95819	0.016501789	7	96717	79.1429	NONDE
MvSl-1064-A1-R4_A1g00050	MvSl-1064-A1-R4_A1	aMAT	96486	99661	-0.305565903	3	101420	72.6667	NONDE
MvSl-1064-A1-R4_A1g00051	MvSl-1064-A1-R4_A1	aMAT	101324	106023	0.525224843	4	106704	85	NONDE
MvSl-1064-A1-R4_A1g00052	MvSl-1064-A1-R4_A1	aMAT	106474	107890	-0.24696277	1	108461	180	NONDE
MvSl-1064-A1-R4_A1g00053	MvSl-1064-A1-R4_A1	aMAT	108409	108819	0.092722371	5	112076	71.4	NONDE
MvSl-1064-A1-R4_A1g00054	MvSl-1064-A1-R4_A1	aMAT	111120	112733	-0.264670368	7	115144	76.7143	NONDE
MvSl-1064-A1-R4_A1g00055	MvSl-1064-A1-R4_A1	aMAT	113646	115349	-0.468008418	2	116254	72	NONDE
MvSl-1064-A1-R4_A1g00056	MvSl-1064-A1-R4_A1	aMAT	115614	117044	0.138986425	6	119361	94.6667	NONDE
MvSl-1064-A1-R4_A1g00058	MvSl-1064-A1-R4_A1	aMAT	121712	122035	0.348340275	1	123779	128	NONDE
MvSl-1064-A1-R4_A1g00060	MvSl-1064-A1-R4_A1	aMAT	124165	124371	0.159124156	5	126386	119.8	NONDE
MvSl-1064-A1-R4_A1g00061	MvSl-1064-A1-R4_A1	aMAT	125081	126633	0.162009488	3	128939	100.333	NONDE
MvSl-1064-A1-R4_A1g00062	MvSl-1064-A1-R4_A1	aMAT	128311	129271	-0.149956869	5	131063	129	NONDE
MvSl-1064-A1-R4_A1g00063	MvSl-1064-A1-R4_A1	aMAT	130054	132843	0.061904548	3	133794	108.333	NONDE
MvSl-1064-A1-R4_A1g00064	MvSl-1064-A1-R4_A1	aMAT	133237	134512	-0.174246289	3	136000	151.667	NONDE
MvSl-1064-A1-R4_A1g00065	MvSl-1064-A1-R4_A1	aMAT	135668	136821	0.256054292	10	138062	81.9	NONDE
MvSl-1064-A1-R4_A1g00066	MvSl-1064-A1-R4_A1	aMAT	137505	140273	0.031593411	2	141401	73	NONDE
MvSl-1064-A1-R4_A1g00067	MvSl-1064-A1-R4_A1	aMAT	141157	141857	-0.223086763	8	144387	105	NONDE
MvSl-1064-A1-R4_A1g00068	MvSl-1064-A1-R4_A1	aMAT	142411	144606	-0.392762525	3	146535	124.667	NONDE
MvSl-1064-A1-R4_A1g00069	MvSl-1064-A1-R4_A1	aMAT	145335	146902	-0.260923672	2	150124	98	NONDE
MvSl-1064-A1-R4_A1g00070	MvSl-1064-A1-R4_A1	aMAT	149220	153705	0.338336875	1	156679	84	NONDE
MvSl-1064-A1-R4_A1g00071	MvSl-1064-A1-R4_A1	aMAT	154349	157189	0.520825111	4	158676	97.5	NONDE
MvSl-1064-A1-R4_A1g00072	MvSl-1064-A1-R4_A1	aMAT	158422	160299	0.103669735	4	162812	110.25	NONDE
MvSl-1064-A1-R4_A1g00074	MvSl-1064-A1-R4_A1	aMAT	165329	166779	0.569611229	10	168793	124.3	NONDE
MvSl-1064-A1-R4_A1g00076	MvSl-1064-A1-R4_A1	aMAT	171697	173594	-0.042967715	1	175808	125	NONDE
MvSl-1064-A1-R4_A1g00077	MvSl-1064-A1-R4_A1	aMAT	173863	176567	0.049928904	1	178442	93	NONDE
MvSl-1064-A1-R4_A1g00106	MvSl-1064-A1-R4_A1	aMAT	192447	192848	-0.635472111	3	233200	81	NONDE
MvSl-1064-A1-R4_A1g00109	MvSl-1064-A1-R4_A1	aMAT	234418	236731	0.203157286	2	239283	71	NONDE
MvSl-1064-A1-R4_A1g00110	MvSl-1064-A1-R4_A1	aMAT	238849	239016	-0.239746971	2	242988	200.5	NONDE
MvSl-1064-A1-R4_A1g00113	MvSl-1064-A1-R4_A1	aMAT	244443	244638	0.078226036	2	250406	84	NONDE
MvSl-1064-A1-R4_A1g00118	MvSl-1064-A1-R4_A1	aMAT	3110528	3114459	-0.640841648	2	270801	66.5	NONDE
MvSl-1064-A1-R4_A1g00144	MvSl-1064-A1-R4_A1	aMAT	1139524	1144406	0.362255569	3	320361	121.333	NONDE
MvSl-1064-A1-R4_A1g00153	MvSl-1064-A1-R4_A1	aMAT	2573298	2575010	0.232458835	9	338414	72.3333	NONDE
MvSl-1064-A1-R4_A1g00175	MvSl-1064-A1-R4_A1	aMAT	2578833	2582754	0.179277963	3	381761	85.6667	NONDE
MvSl-1064-A1-R4_A1g00184	MvSl-1064-A1-R4_A1	aMAT	1966448	1967834	-0.151634745	2	406383	124.5	NONDE
MvSl-1064-A1-R4_A1g00185	MvSl-1064-A1-R4_A1	aMAT	912091	913460	-0.391179053	13	407934	82.2308	NONDE
MvSl-1064-A1-R4_A1g00186	MvSl-1064-A1-R4_A1	aMAT	914330	919259	-0.052625562	4	413085	124.25	NONDE
MvSl-1064-A1-R4_A1g00193	MvSl-1064-A1-R4_A1	aMAT	1550514	1551842	0.702608647	8	427653	105.75	NONDE
MvSl-1064-A1-R4_A1g00210	MvSl-1064-A1-R4_A1	aMAT	1119790	1125248	0.094374743	4	471766	105	NONDE
MvSl-1064-A1-R4_A1g00211	MvSl-1064-A1-R4_A1	aMAT	1116801	1118832	-0.182895244	8	474080	76.5	NONDE
MvSl-1064-A1-R4_A1g00240	MvSl-1064-A1-R4_A1	aMAT	718774	719371	0.497981281	5	542757	78.8	NONDE
MvSl-1064-A1-R4_A1g00245	MvSl-1064-A1-R4_A1	aMAT	1060653	1061300	0.822763866	1	551184	72	NONDE
MvSl-1064-A1-R4_A1g00280	MvSl-1064-A1-R4_A1	aMAT	713060	718328	-0.225684153	9	642204	70	NONDE
MvSl-1064-A1-R4_A1g00281	MvSl-1064-A1-R4_A1	aMAT	704230	705173	-0.066072746	9	646878	77	NONDE
MvSl-1064-A1-R4_A1g00290	MvSl-1064-A1-R4_A1	aMAT	407531	411380	-0.171909394	4	671202	86.75	NONDE
MvSl-1064-A1-R4_A1g00307	MvSl-1064-A1-R4_A1	aMAT	1993924	1995401	0.482989826	1	704289	80	NONDE
MvSl-1064-A1-R4_A1g00311	MvSl-1064-A1-R4_A1	aMAT	1396587	1398849	-0.024241788	9	714094	86.1111	NONDE
MvSl-1064-A1-R4_A1g00327	MvSl-1064-A1-R4_A1	aMAT	1158935	1161921	0.092850987	4	741848	91.75	NONDE
MvSl-1064-A1-R4_A1g00351	MvSl-1064-A1-R4_A1	aMAT	1488010	1490661	-0.242191733	9	794974	70.8889	NONDE
MvSl-1064-A1-R4_A1g00352	MvSl-1064-A1-R4_A1	aMAT	1486271	1487768	-0.189240511	2	796195	60	NONDE
MvSl-1064-A1-R4_A1g00359	MvSl-1064-A1-R4_A1	aMAT	679143	681507	0.268073831	8	819195	125.375	NONDE
MvSl-1064-A1-R4_A1g00367	MvSl-1064-A1-R4_A1	aMAT	245502	246121	0.55317147	4	835898	75.25	NONDE
MvSl-1064-A1-R4_A1g00368	MvSl-1064-A1-R4_A1	aMAT	248916	251783	0.047631159	3	837652	85.6667	NONDE
MvSl-1064-A1-R4_A1g00369	MvSl-1064-A1-R4_A1	aMAT	270179	271004	0.088019809	5	840913	75.8	NONDE
MvSl-1064-A1-R4_A1g00370	MvSl-1064-A1-R4_A1	aMAT	319920	320757	0.071834435	5	843708	64.8	NONDE
MvSl-1064-A1-R4_A1g00371	MvSl-1064-A1-R4_A1	aMAT	330602	330868	0.323685138	6	848281	91.3333	NONDE
MvSl-1064-A1-R4_A1g00372	MvSl-1064-A1-R4_A1	aMAT	337815	342587	-0.153090469	5	851873	79	NONDE
MvSl-1064-A1-R4_A1g00373	MvSl-1064-A1-R4_A1	aMAT	342659	343448	-0.309993049	3	853030	100	NONDE
MvSl-1064-A1-R4_A1g00374	MvSl-1064-A1-R4_A1	aMAT	343906	345432	-0.126027095	4	854635	71.5	NONDE
MvSl-1064-A1-R4_A1g00375	MvSl-1064-A1-R4_A1	aMAT	355987	356282	0.630356769	1	857101	75	NONDE
MvSl-1064-A1-R4_A1g00380	MvSl-1064-A1-R4_A1	aMAT	901642	902941	0.520490676	2	863199	210.5	NONDE
MvSl-1064-A1-R4_A1g00390	MvSl-1064-A1-R4_A1	aMAT	896092	900842	0.02557557	1	886124	280	NONDE
MvSl-1064-A1-R4_A1g00391	MvSl-1064-A1-R4_A1	aMAT	895253	895922	-0.025817744	6	892108	102.5	NONDE
MvSl-1064-A1-R4_A1g00394	MvSl-1064-A1-R4_A1	aMAT	889992	892373	0.026695248	3	895482	108.333	NONDE
MvSl-1064-A1-R4_A1g00395	MvSl-1064-A1-R4_A1	aMAT	885400	886813	0.272243153	9	900028	73.2222	NONDE
MvSl-1064-A1-R4_A1g00396	MvSl-1064-A1-R4_A1	aMAT	863010	863649	0.170097067	5	902635	83.6	NONDE
MvSl-1064-A1-R4_A1g00397	MvSl-1064-A1-R4_A1	aMAT	861883	862053	0.122156205	3	904059	121	NONDE
MvSl-1064-A1-R4_A1g00398	MvSl-1064-A1-R4_A1	aMAT	856916	857392	0.150737593	4	904615	183.75	NONDE
MvSl-1064-A1-R4_A1g00399	MvSl-1064-A1-R4_A1	aMAT	854394	856791	-0.035908126	2	907586	74.5	NONDE
MvSl-1064-A1-R4_A1g00401	MvSl-1064-A1-R4_A1	aMAT	849156	852184	0.358466712	4	912884	93.5	NONDE
MvSl-1064-A1-R4_A1g00402	MvSl-1064-A1-R4_A1	aMAT	844814	848787	0.029052116	3	916935	82.3333	NONDE
MvSl-1064-A1-R4_A1g00403	MvSl-1064-A1-R4_A1	aMAT	841678	844038	0.477123411	7	920436	66.7143	NONDE
MvSl-1064-A1-R4_A1g00404	MvSl-1064-A1-R4_A1	aMAT	838903	841231	-0.312501154	5	925477	70.4	NONDE
MvSl-1064-A1-R4_A1g00405	MvSl-1064-A1-R4_A1	aMAT	837338	838797	0.555792081	5	926338	80.2	NONDE
MvSl-1064-A1-R4_A1g00406	MvSl-1064-A1-R4_A1	aMAT	1134595	1135956	-0.245088081	1	929339	83	NONDE
MvSl-1064-A1-R4_A1g00432	MvSl-1064-A1-R4_A1	aMAT	1584006	1586510	0.147701251	3	983856	111.667	NONDE
MvSl-1064-A1-R4_A1g00433	MvSl-1064-A1-R4_A1	aMAT	1578575	1582088	0.348274381	3	986847	74.3333	NONDE
MvSl-1064-A1-R4_A1g00441	MvSl-1064-A1-R4_A1	aMAT	1136196	1138565	0.104254767	7	998926	118	NONDE
MvSl-1064-A1-R4_A1g00478	MvSl-1064-A1-R4_A1	aMAT	3092860	3095963	0.123482527	3	1055188	85	NONDE
MvSl-1064-A1-R4_A1g00481	MvSl-1064-A1-R4_A1	aMAT	641110	646152	-0.001846554	2	1061208	49.5	NONDE
MvSl-1064-A1-R4_A1g00492	MvSl-1064-A1-R4_A1	aMAT	741065	742055	0.443340488	1	1092582	52	NONDE
MvSl-1064-A1-R4_A1g00503	MvSl-1064-A1-R4_A1	aMAT	1995562	1995873	-0.31062679	8	1108497	78.625	NONDE
MvSl-1064-A1-R4_A1g00504	MvSl-1064-A1-R4_A1	aMAT	2004135	2004905	0.045809758	4	1111376	76.5	NONDE
MvSl-1064-A1-R4_A1g00505	MvSl-1064-A1-R4_A1	aMAT	2051926	2054309	0.172207716	8	1113312	114.625	NONDE
MvSl-1064-A1-R4_A1g00506	MvSl-1064-A1-R4_A1	aMAT	2054540	2055464	0.018095169	8	1117012	80	NONDE
