gene	location	chr	start	end	log2FC	intron_nr	mean	sum
MvSl-1064-A1-R4_A1g01453	MvSl-1064-A1-R4_A1	aMAT	3245830	3247989	-0.485091207971924	5	3246094	136.2
MvSl-1064-A1-R4_A1g01454	MvSl-1064-A1-R4_A1	aMAT	3248498	3249284	0.16478745157054	2	3248877	216.5
MvSl-1064-A1-R4_A1g01456	MvSl-1064-A1-R4_A1	aMAT	3249927	3250459	0.347804662488141	1	3250004	74
MvSl-1064-A1-R4_A1g01458	MvSl-1064-A1-R4_A1	aMAT	3251205	3254042	0.112703934419169	7	3251590	71.1429
MvSl-1064-A1-R4_A1g01460	MvSl-1064-A1-R4_A1	aMAT	3259899	3261228	-0.108500821663793	3	3260185	84.3333
MvSl-1064-A1-R4_A1g01461	MvSl-1064-A1-R4_A1	aMAT	3261448	3262668	0.00737838487276538	1	3262302	153
MvSl-1064-A1-R4_A1g01462	MvSl-1064-A1-R4_A1	aMAT	3263169	3264801	0.261111031368894	5	3263322	88.4
MvSl-1064-A1-R4_A1g01465	MvSl-1064-A1-R4_A1	aMAT	3270671	3271230	0.549349498797049	1	3270813	92
MvSl-1064-A1-R4_A1g01467	MvSl-1064-A1-R4_A1	aMAT	3277429	3279145	-0.0673441127114442	6	3278996	85.6667
MvSl-1064-A1-R4_A1g01468	MvSl-1064-A1-R4_A1	aMAT	3279617	3281427	-0.223213305882832	1	3279718	71
MvSl-1064-A1-R4_A1g01469	MvSl-1064-A1-R4_A1	aMAT	3282569	3282769	-0.012777942117294	1	3282748	75
MvSl-1064-A1-R4_A1g01470	MvSl-1064-A1-R4_A1	aMAT	3284420	3286879	0.198377479950982	3	3284603	108
MvSl-1064-A1-R4_A1g01471	MvSl-1064-A1-R4_A1	aMAT	3289330	3291290	0.0133834416404223	3	3290999	126.667
MvSl-1064-A1-R4_A1g01472	MvSl-1064-A1-R4_A1	aMAT	3291750	3292872	0.0801603597080558	1	3292061	76
MvSl-1064-A1-R4_A1g01473	MvSl-1064-A1-R4_A1	aMAT	3293435	3294595	-0.0673371259188746	3	3293651	114
MvSl-1064-A1-R4_A1g01474	MvSl-1064-A1-R4_A1	aMAT	3296413	3296999	-0.175437614491989	2	3296775	112
MvSl-1064-A1-R4_A1g01476	MvSl-1064-A1-R4_A1	aMAT	3299543	3301627	-0.162510547928055	1	3299909	69
MvSl-1064-A1-R4_A1g01477	MvSl-1064-A1-R4_A1	aMAT	3302338	3304876	0.0910243299635147	4	3302632	63.25
MvSl-1064-A1-R4_A1g01478	MvSl-1064-A1-R4_A1	aMAT	3306303	3307087	0.620669911659167	3	3306566	125.667
MvSl-1064-A1-R4_A1g01479	MvSl-1064-A1-R4_A1	aMAT	3307916	3308481	0.538807867098644	1	3308233	311
MvSl-1064-A1-R4_A1g01481	MvSl-1064-A1-R4_A1	aMAT	3309866	3311402	0.0103076568641589	1	3310497	64
MvSl-1064-A1-R4_A1g01484	MvSl-1064-A1-R4_A1	aMAT	3316489	3317553	1.09768381665265	3	3316692	138
MvSl-1064-A1-R4_A1g01485	MvSl-1064-A1-R4_A1	aMAT	3318298	3320270	0.200082739656739	4	3318834	78.5
MvSl-1064-A1-R4_A1g01486	MvSl-1064-A1-R4_A1	aMAT	3320827	3323669	-0.281833757463826	2	3321253	67
MvSl-1064-A1-R4_A1g01487	MvSl-1064-A1-R4_A1	aMAT	3323907	3326513	0.54463488291319	4	3326309	86.25
MvSl-1064-A1-R4_A1g01488	MvSl-1064-A1-R4_A1	aMAT	3327895	3332234	-0.514368775803522	6	3331227	93.8333
MvSl-1064-A1-R4_A1g01489	MvSl-1064-A1-R4_A1	aMAT	3332557	3333382	-0.0518835845915134	3	3332753	140.333
MvSl-1064-A1-R4_A1g01494	MvSl-1064-A1-R4_A1	aMAT	3345781	3348549	-0.0777954107790991	1	3347785	42
MvSl-1064-A1-R4_A1g01495	MvSl-1064-A1-R4_A1	aMAT	3349202	3350492	-0.202284898815349	3	3349564	70.3333
MvSl-1064-A1-R4_A1g01497	MvSl-1064-A1-R4_A1	aMAT	3352840	3353961	-0.217250175879593	4	3353771	107.25
MvSl-1064-A1-R4_A1g01498	MvSl-1064-A1-R4_A1	aMAT	3354193	3355369	-0.0687535098019596	4	3355099	105.25
MvSl-1064-A1-R4_A1g01500	MvSl-1064-A1-R4_A1	aMAT	3362914	3366464	0.066253855666206	5	3363012	84.4
MvSl-1064-A1-R4_A1g01501	MvSl-1064-A1-R4_A1	aMAT	3366984	3368475	-0.0198180102773538	4	3368237	106.75
MvSl-1064-A1-R4_A1g01502	MvSl-1064-A1-R4_A1	aMAT	3368989	3374123	0.116427332868029	3	3369121	73.6667
MvSl-1064-A1-R4_A1g01503	MvSl-1064-A1-R4_A1	aMAT	3375330	3376702	0.385902179149968	1	3375405	68
MvSl-1064-A1-R4_A1g01505	MvSl-1064-A1-R4_A1	aMAT	3379816	3381017	-0.0559877824957036	3	3380138	118.667
MvSl-1064-A1-R4_A1g01508	MvSl-1064-A1-R4_A1	aMAT	3383505	3385066	0.410649458161045	4	3383745	105.5
MvSl-1064-A1-R4_A1g01509	MvSl-1064-A1-R4_A1	aMAT	3385519	3388997	0.123501930848028	7	3388784	108.714
MvSl-1064-A1-R4_A1g01512	MvSl-1064-A1-R4_A1	aMAT	3397281	3400814	-0.909247300166614	5	3397340	102.6
MvSl-1064-A1-R4_C36g01618	MvSl-1064-A1-R4_MC06	Chr06	92064	92597	-0.147153652207952	2	18229	136
MvSl-1064-A1-R4_MC01-1g01697	MvSl-1064-A1-R4_MC01-2	Chr01	32646	40126	-0.261625927623017	4	4133	143.25
MvSl-1064-A1-R4_MC01-1g01698	MvSl-1064-A1-R4_MC01-1	Chr01	32702	34145	-0.408628564075709	1	5349	227
MvSl-1064-A1-R4_MC01-1g01699	MvSl-1064-A1-R4_MC01-1	Chr01	34395	36740	-0.160848538691245	2	7905	203.5
MvSl-1064-A1-R4_MC01-1g01701	MvSl-1064-A1-R4_MC01-1	Chr01	38506	38703	-0.177454968742499	1	11145	78
MvSl-1064-A1-R4_MC01-1g01703	MvSl-1064-A1-R4_MC01-2	Chr01	40258	42105	0.0131084143249451	3	16702	78
MvSl-1064-A1-R4_MC01-1g01705	MvSl-1064-A1-R4_MC01-2	Chr01	42719	43578	0.206001450615458	4	19891	91
MvSl-1064-A1-R4_MC01-1g01707	MvSl-1064-A1-R4_MC01-1	Chr01	43768	46576	0.136387204734872	1	21344	79
MvSl-1064-A1-R4_MC01-1g01708	MvSl-1064-A1-R4_MC01-2	Chr01	44063	44338	0.383898193974393	1	22545	72
MvSl-1064-A1-R4_MC01-1g01709	MvSl-1064-A1-R4_MC01-2	Chr01	45147	45873	0.0963110328883668	7	23971	103
MvSl-1064-A1-R4_MC01-1g01710	MvSl-1064-A1-R4_MC01-2	Chr01	46447	50073	-0.664299045602141	1	25774	78
MvSl-1064-A1-R4_MC01-1g01711	MvSl-1064-A1-R4_MC01-1	Chr01	47762	50177	-0.0376478138200497	5	28191	68.8
MvSl-1064-A1-R4_MC01-1g01712	MvSl-1064-A1-R4_MC01-1	Chr01	50663	51012	0.251755456499671	7	32955	81.1429
MvSl-1064-A1-R4_MC01-1g01716	MvSl-1064-A1-R4_MC01-2	Chr01	53094	53351	0.10190871984648	1	40046	107
MvSl-1064-A1-R4_MC01-1g01717	MvSl-1064-A1-R4_MC01-2	Chr01	53416	54394	0.043428778407585	6	41266	76.8333
MvSl-1064-A1-R4_MC01-1g01719	MvSl-1064-A1-R4_MC01-2	Chr01	54485	55279	-0.31196247212824	5	44177	92.6
MvSl-1064-A1-R4_MC01-1g01720	MvSl-1064-A1-R4_MC01-1	Chr01	54941	55780	-0.205554566815015	3	49615	125.333
MvSl-1064-A1-R4_MC01-1g01722	MvSl-1064-A1-R4_MC01-1	Chr01	56989	59088	-1.00160431721753	2	51827	138.5
MvSl-1064-A1-R4_MC01-1g01723	MvSl-1064-A1-R4_MC01-2	Chr01	58727	62058	-0.254426502335677	1	54538	95
MvSl-1064-A1-R4_MC01-1g01725	MvSl-1064-A1-R4_MC01-2	Chr01	62246	62460	0.0369507204328254	3	58478	95
MvSl-1064-A1-R4_MC01-1g01726	MvSl-1064-A1-R4_MC01-2	Chr01	62800	63622	-0.000983396813999205	3	62789	143
MvSl-1064-A1-R4_MC01-1g01727	MvSl-1064-A1-R4_MC01-1	Chr01	63482	64936	-0.0664060578816825	4	64614	108.75
MvSl-1064-A1-R4_MC01-1g01728	MvSl-1064-A1-R4_MC01-2	Chr01	64173	65414	0.0411854436922623	6	68293	105
MvSl-1064-A1-R4_MC01-1g01729	MvSl-1064-A1-R4_MC01-1	Chr01	65118	68396	-0.160762148807448	2	71472	74.5
MvSl-1064-A1-R4_MC01-1g01730	MvSl-1064-A1-R4_MC01-2	Chr01	65569	70766	0.0835288571158089	3	72875	92.6667
MvSl-1064-A1-R4_MC01-1g01731	MvSl-1064-A1-R4_MC01-1	Chr01	69002	71895	-0.0462242490509939	3	75462	189.333
MvSl-1064-A1-R4_MC01-1g01734	MvSl-1064-A1-R4_MC01-1	Chr01	74937	77937	-0.0723380254539052	2	83630	71
MvSl-1064-A1-R4_MC01-1g01735	MvSl-1064-A1-R4_MC01-2	Chr01	75022	76808	0.782469374147872	5	85890	84.8
MvSl-1064-A1-R4_MC01-1g01737	MvSl-1064-A1-R4_MC01-2	Chr01	78808	79141	0.523927643174038	3	87925	101.333
MvSl-1064-A1-R4_MC01-1g01738	MvSl-1064-A1-R4_MC01-2	Chr01	79481	80370	0.146540999638086	1	88582	125
MvSl-1064-A1-R4_MC01-1g01739	MvSl-1064-A1-R4_MC01-1	Chr01	80441	81806	-0.448742359307619	1	89150	180
MvSl-1064-A1-R4_MC01-1g01741	MvSl-1064-A1-R4_MC01-1	Chr01	82333	84625	-0.0425621721780679	4	93310	76
MvSl-1064-A1-R4_MC01-1g01742	MvSl-1064-A1-R4_MC01-2	Chr01	82745	84951	-0.151604908524337	4	95015	134.75
MvSl-1064-A1-R4_MC01-1g01743	MvSl-1064-A1-R4_MC01-1	Chr01	84894	86574	-0.0875156096309191	3	99177	78.6667
MvSl-1064-A1-R4_MC01-1g01744	MvSl-1064-A1-R4_MC01-2	Chr01	86866	87045	-0.0784099249008952	5	99636	90.6
MvSl-1064-A1-R4_MC01-1g01745	MvSl-1064-A1-R4_MC01-1	Chr01	86967	87292	-0.120818619316458	1	102489	115
MvSl-1064-A1-R4_MC01-1g01746	MvSl-1064-A1-R4_MC01-1	Chr01	87426	88128	0.0164280252991485	1	103026	142
MvSl-1064-A1-R4_MC01-1g01748	MvSl-1064-A1-R4_MC01-1	Chr01	88284	89008	-0.117331364183616	2	106397	82.5
MvSl-1064-A1-R4_MC01-1g01749	MvSl-1064-A1-R4_MC01-1	Chr01	89101	89709	-0.0255696948801009	2	107607	103
MvSl-1064-A1-R4_MC01-1g01750	MvSl-1064-A1-R4_MC01-1	Chr01	90175	90465	-0.137257260590895	8	110114	70.625
MvSl-1064-A1-R4_MC01-1g01751	MvSl-1064-A1-R4_MC01-1	Chr01	91732	94066	0.119359799819332	9	113146	77.2222
MvSl-1064-A1-R4_MC01-1g01754	MvSl-1064-A1-R4_MC01-2	Chr01	97489	102257	-0.0526943680579096	3	119753	92.3333
MvSl-1064-A1-R4_MC01-1g01755	MvSl-1064-A1-R4_MC01-1	Chr01	98343	99340	0.12517329785534	1	120674	96
MvSl-1064-A1-R4_MC01-1g01756	MvSl-1064-A1-R4_MC01-1	Chr01	99569	101557	0.266260260675885	4	121986	106.25
MvSl-1064-A1-R4_MC01-1g01757	MvSl-1064-A1-R4_MC01-2	Chr01	102313	102663	0.038172711740044	2	125835	94.5
MvSl-1064-A1-R4_MC01-1g01758	MvSl-1064-A1-R4_MC01-1	Chr01	102345	102735	-0.357268401785909	5	129356	96
MvSl-1064-A1-R4_MC01-1g01760	MvSl-1064-A1-R4_MC01-2	Chr01	102931	107759	-0.0238878462614502	3	131782	94
MvSl-1064-A1-R4_MC01-1g01761	MvSl-1064-A1-R4_MC01-1	Chr01	104686	105082	-0.571016531926005	1	134018	190
MvSl-1064-A1-R4_MC01-1g01763	MvSl-1064-A1-R4_MC01-1	Chr01	107424	108928	-0.0219043804901906	3	135423	94.3333
MvSl-1064-A1-R4_MC01-1g01765	MvSl-1064-A1-R4_MC01-2	Chr01	109906	111144	-0.0452878987829959	4	140903	68.5
MvSl-1064-A1-R4_MC01-1g01766	MvSl-1064-A1-R4_MC01-2	Chr01	111245	113069	-0.0195565382943073	5	142563	77
MvSl-1064-A1-R4_MC01-1g01767	MvSl-1064-A1-R4_MC01-1	Chr01	112385	117687	0.149848449862262	2	145423	88.5
MvSl-1064-A1-R4_MC01-1g01768	MvSl-1064-A1-R4_MC01-2	Chr01	113827	116639	0.446927555570169	6	146922	78
MvSl-1064-A1-R4_MC01-1g01769	MvSl-1064-A1-R4_MC01-2	Chr01	117575	119790	-0.287148880802205	3	154327	83.6667
MvSl-1064-A1-R4_MC01-1g01770	MvSl-1064-A1-R4_MC01-1	Chr01	117869	118075	0.0175952001297351	6	156636	147.167
MvSl-1064-A1-R4_MC01-1g01771	MvSl-1064-A1-R4_MC01-1	Chr01	118140	118733	0.26709300881353	7	158121	97
MvSl-1064-A1-R4_MC01-1g01775	MvSl-1064-A1-R4_MC01-1	Chr01	121727	123360	0.0476055475894929	4	170443	55.25
MvSl-1064-A1-R4_MC01-1g01776	MvSl-1064-A1-R4_MC01-2	Chr01	121825	124163	0.0528398005838373	4	170931	100.5
MvSl-1064-A1-R4_MC01-1g01778	MvSl-1064-A1-R4_MC01-2	Chr01	126905	129614	1.06975944673398	8	174494	83.125
MvSl-1064-A1-R4_MC01-1g01779	MvSl-1064-A1-R4_MC01-1	Chr01	127744	129495	0.596149370899601	11	177585	87.1818
MvSl-1064-A1-R4_MC01-1g01780	MvSl-1064-A1-R4_MC01-2	Chr01	129678	131320	0.0201467063666761	3	180225	74.6667
MvSl-1064-A1-R4_MC01-1g01782	MvSl-1064-A1-R4_MC01-1	Chr01	130098	130541	0.0546232622946592	3	186719	73
MvSl-1064-A1-R4_MC01-1g01783	MvSl-1064-A1-R4_MC01-1	Chr01	131345	132820	-1.41727628241662	7	189887	96.4286
MvSl-1064-A1-R4_MC01-1g01785	MvSl-1064-A1-R4_MC01-2	Chr01	131474	135462	-0.310192975401878	1	193136	119
MvSl-1064-A1-R4_MC01-1g01786	MvSl-1064-A1-R4_MC01-1	Chr01	133861	134311	0.648538572260089	1	195820	73
MvSl-1064-A1-R4_MC01-1g01788	MvSl-1064-A1-R4_MC01-1	Chr01	135152	138674	0.100078677110745	10	197919	102.7
MvSl-1064-A1-R4_MC01-1g01789	MvSl-1064-A1-R4_MC01-2	Chr01	135945	138065	0.297880723700716	5	203507	93.2
MvSl-1064-A1-R4_MC01-1g01790	MvSl-1064-A1-R4_MC01-2	Chr01	138617	140551	0.0229080754130787	9	206219	64.8889
MvSl-1064-A1-R4_MC01-1g01792	MvSl-1064-A1-R4_MC01-1	Chr01	139680	141036	-0.324368431182901	2	210287	58.5
MvSl-1064-A1-R4_MC01-1g01794	MvSl-1064-A1-R4_MC01-2	Chr01	141451	143951	-0.243996656925226	1	214008	132
MvSl-1064-A1-R4_MC01-1g01796	MvSl-1064-A1-R4_MC01-1	Chr01	143961	145787	-0.312158538571686	3	216553	100.333
MvSl-1064-A1-R4_MC01-1g01797	MvSl-1064-A1-R4_MC01-2	Chr01	145083	149260	0.343332240069702	3	219382	83.6667
MvSl-1064-A1-R4_MC01-1g01799	MvSl-1064-A1-R4_MC01-2	Chr01	149352	149537	0.241597453462597	2	222065	90
MvSl-1064-A1-R4_MC01-1g01800	MvSl-1064-A1-R4_MC01-2	Chr01	150131	151767	0.178347167357748	2	223227	158
MvSl-1064-A1-R4_MC01-1g01801	MvSl-1064-A1-R4_MC01-2	Chr01	152307	152821	0.0338987260843477	7	224673	79.7143
MvSl-1064-A1-R4_MC01-1g01802	MvSl-1064-A1-R4_MC01-1	Chr01	153279	154906	0.216797643180637	8	234501	86.5
MvSl-1064-A1-R4_MC01-1g01803	MvSl-1064-A1-R4_MC01-2	Chr01	153965	154705	0.262654770106636	3	236188	218.667
MvSl-1064-A1-R4_MC01-1g01804	MvSl-1064-A1-R4_MC01-1	Chr01	155329	157048	0.228768456763097	5	238622	98
MvSl-1064-A1-R4_MC01-1g01805	MvSl-1064-A1-R4_MC01-2	Chr01	156507	157066	0.0491033453305547	6	243231	103.5
MvSl-1064-A1-R4_MC01-1g01806	MvSl-1064-A1-R4_MC01-2	Chr01	157454	158792	0.146426982197966	7	248180	88
MvSl-1064-A1-R4_MC01-1g01808	MvSl-1064-A1-R4_MC01-2	Chr01	159095	159891	0.171807183726888	2	256860	71
MvSl-1064-A1-R4_MC01-1g01809	MvSl-1064-A1-R4_MC01-2	Chr01	160702	162814	0.0363690514507024	6	257658	105
MvSl-1064-A1-R4_MC01-1g01810	MvSl-1064-A1-R4_MC01-1	Chr01	160989	161301	-0.0136830569824958	2	259596	95.5
MvSl-1064-A1-R4_MC01-1g01811	MvSl-1064-A1-R4_MC01-1	Chr01	161400	162011	0.182682987137879	1	261062	70
MvSl-1064-A1-R4_MC01-1g01812	MvSl-1064-A1-R4_MC01-1	Chr01	163073	165096	-0.155999198906443	3	265609	243.667
MvSl-1064-A1-R4_MC01-1g01813	MvSl-1064-A1-R4_MC01-2	Chr01	163110	164564	0.240512116365132	11	271804	79
MvSl-1064-A1-R4_MC01-1g01814	MvSl-1064-A1-R4_MC01-2	Chr01	164989	167859	0.349481964140982	4	272911	86.75
MvSl-1064-A1-R4_MC01-1g01816	MvSl-1064-A1-R4_MC01-2	Chr01	168828	169862	-0.0113025255623509	4	277546	71.5
MvSl-1064-A1-R4_MC01-1g01817	MvSl-1064-A1-R4_MC01-2	Chr01	170688	177559	0.327388186447786	12	281184	76.25
MvSl-1064-A1-R4_MC01-1g01818	MvSl-1064-A1-R4_MC01-1	Chr01	170856	172085	-0.0581466673177842	5	283465	74.8
MvSl-1064-A1-R4_MC01-1g01819	MvSl-1064-A1-R4_MC01-1	Chr01	172464	173411	0.0824571776238101	8	287280	76.375
MvSl-1064-A1-R4_MC01-1g01820	MvSl-1064-A1-R4_MC01-1	Chr01	174222	176203	0.449811818725283	2	288718	74
MvSl-1064-A1-R4_MC01-1g01821	MvSl-1064-A1-R4_MC01-1	Chr01	177325	179771	-0.136554736875594	1	290709	70
MvSl-1064-A1-R4_MC01-1g01822	MvSl-1064-A1-R4_MC01-1	Chr01	179989	180974	0.370117012975071	11	294312	73.2727
MvSl-1064-A1-R4_MC01-1g01823	MvSl-1064-A1-R4_MC01-2	Chr01	180152	181057	-0.539304215662161	1	298885	59
MvSl-1064-A1-R4_MC01-1g01824	MvSl-1064-A1-R4_MC01-2	Chr01	183147	185097	0.147937196065878	5	300448	75.8
MvSl-1064-A1-R4_MC01-1g01826	MvSl-1064-A1-R4_MC01-2	Chr01	185263	186838	-0.42490675645238	3	305204	75
MvSl-1064-A1-R4_MC01-1g01827	MvSl-1064-A1-R4_MC01-2	Chr01	187113	191879	-0.639826842092737	2	307454	79
MvSl-1064-A1-R4_MC01-1g01828	MvSl-1064-A1-R4_MC01-1	Chr01	188081	190102	-0.232329186537544	2	308674	64.5
MvSl-1064-A1-R4_MC01-1g01830	MvSl-1064-A1-R4_MC01-2	Chr01	193362	193753	-0.376003812442758	2	313822	85
MvSl-1064-A1-R4_MC01-1g01834	MvSl-1064-A1-R4_MC01-1	Chr01	196406	196696	-0.289766097200766	4	317386	96
MvSl-1064-A1-R4_MC01-1g01840	MvSl-1064-A1-R4_MC01-2	Chr01	203961	204488	0.130510300657331	7	326110	97.8571
MvSl-1064-A1-R4_MC01-1g01841	MvSl-1064-A1-R4_MC01-2	Chr01	204930	205888	0.246089344853585	4	330738	69
MvSl-1064-A1-R4_MC01-1g01843	MvSl-1064-A1-R4_MC01-2	Chr01	206237	206677	-0.131186181461196	9	335535	78.3333
MvSl-1064-A1-R4_MC01-1g01844	MvSl-1064-A1-R4_MC01-2	Chr01	207759	208675	0.28060966324912	10	337584	109.3
MvSl-1064-A1-R4_MC01-1g01845	MvSl-1064-A1-R4_MC01-1	Chr01	208885	209391	0.001588930296698	5	340388	81.8
MvSl-1064-A1-R4_MC01-1g01846	MvSl-1064-A1-R4_MC01-1	Chr01	209435	212158	0.276424961697022	9	347955	67.3333
MvSl-1064-A1-R4_MC01-1g01849	MvSl-1064-A1-R4_MC01-2	Chr01	213128	214520	-0.0262438273847487	2	356394	206.5
MvSl-1064-A1-R4_MC01-1g01850	MvSl-1064-A1-R4_MC01-1	Chr01	213503	214855	-0.0357127590746106	4	357522	68.75
MvSl-1064-A1-R4_MC01-1g01851	MvSl-1064-A1-R4_MC01-2	Chr01	214605	217333	-0.130873540235672	3	359343	104
MvSl-1064-A1-R4_MC01-1g01852	MvSl-1064-A1-R4_MC01-1	Chr01	215051	215275	-0.160524547766245	3	363679	140.333
MvSl-1064-A1-R4_MC01-1g01853	MvSl-1064-A1-R4_MC01-1	Chr01	216288	218016	0.0345109028835442	3	366060	80.6667
MvSl-1064-A1-R4_MC01-1g01854	MvSl-1064-A1-R4_MC01-2	Chr01	218170	220822	-0.331170390637592	6	369881	85.6667
MvSl-1064-A1-R4_MC01-1g01855	MvSl-1064-A1-R4_MC01-1	Chr01	218298	219658	0.190514648043961	9	374108	105.778
MvSl-1064-A1-R4_MC01-1g01856	MvSl-1064-A1-R4_MC01-1	Chr01	220356	220748	0.0241046736202537	3	374981	99.6667
MvSl-1064-A1-R4_MC01-1g01857	MvSl-1064-A1-R4_MC01-1	Chr01	221010	222146	0.14347894353762	5	376426	70.8
MvSl-1064-A1-R4_MC01-1g01858	MvSl-1064-A1-R4_MC01-2	Chr01	221604	222563	0.23288745747975	2	379866	95
MvSl-1064-A1-R4_MC01-1g01859	MvSl-1064-A1-R4_MC01-1	Chr01	222918	223767	0.104892984468102	3	387225	104
MvSl-1064-A1-R4_MC01-1g01860	MvSl-1064-A1-R4_MC01-2	Chr01	222937	226196	0.0684938545174594	4	388250	69.75
MvSl-1064-A1-R4_MC01-1g01861	MvSl-1064-A1-R4_MC01-1	Chr01	224600	229189	-0.0898946931799789	2	394523	74
MvSl-1064-A1-R4_MC01-1g01862	MvSl-1064-A1-R4_MC01-2	Chr01	226298	226627	0.052741117850983	3	398769	84
MvSl-1064-A1-R4_MC01-1g01863	MvSl-1064-A1-R4_MC01-2	Chr01	226682	228215	0.115915802320361	4	402165	81.5
MvSl-1064-A1-R4_MC01-1g01864	MvSl-1064-A1-R4_MC01-2	Chr01	228271	229895	0.289666961556558	2	403384	79.5
MvSl-1064-A1-R4_MC01-1g01867	MvSl-1064-A1-R4_MC01-2	Chr01	233843	236295	-0.126813220105145	4	408231	66
MvSl-1064-A1-R4_MC01-1g01869	MvSl-1064-A1-R4_MC01-2	Chr01	236989	238466	-0.00431219511309043	2	413636	80
MvSl-1064-A1-R4_MC01-1g01870	MvSl-1064-A1-R4_MC01-1	Chr01	238383	242643	0.209508962876735	7	414375	80
MvSl-1064-A1-R4_MC01-1g01871	MvSl-1064-A1-R4_MC01-2	Chr01	238981	239297	0.0467368808237643	4	418239	120.25
MvSl-1064-A1-R4_MC01-1g01872	MvSl-1064-A1-R4_MC01-2	Chr01	239944	240135	0.0558969608310027	2	419258	84.5
MvSl-1064-A1-R4_MC01-1g01874	MvSl-1064-A1-R4_MC01-2	Chr01	242790	243815	-0.0698731904392795	5	423506	84
MvSl-1064-A1-R4_MC01-1g01875	MvSl-1064-A1-R4_MC01-1	Chr01	243081	244937	0.000232580952707387	5	425481	89.8
MvSl-1064-A1-R4_MC01-1g01876	MvSl-1064-A1-R4_MC01-2	Chr01	244635	246801	0.0395203392043604	5	427514	67.6
MvSl-1064-A1-R4_MC01-1g01877	MvSl-1064-A1-R4_MC01-2	Chr01	247210	250524	0.114260487479212	2	429034	73
MvSl-1064-A1-R4_MC01-1g01878	MvSl-1064-A1-R4_MC01-1	Chr01	247532	251651	0.308878279928764	5	429901	100.8
MvSl-1064-A1-R4_MC01-1g01879	MvSl-1064-A1-R4_MC01-2	Chr01	251621	262064	0.0304025019140481	6	431797	74.8333
MvSl-1064-A1-R4_MC01-1g01880	MvSl-1064-A1-R4_MC01-1	Chr01	252903	254669	0.462614824277584	3	434326	94.6667
MvSl-1064-A1-R4_MC01-1g01881	MvSl-1064-A1-R4_MC01-1	Chr01	255430	257164	0.174818531236255	5	435292	79
MvSl-1064-A1-R4_MC01-1g01882	MvSl-1064-A1-R4_MC01-1	Chr01	257524	258981	0.00562628518022105	3	438295	83.6667
MvSl-1064-A1-R4_MC01-1g01883	MvSl-1064-A1-R4_MC01-1	Chr01	259208	259788	0.363037580544548	3	443869	73
MvSl-1064-A1-R4_MC01-1g01884	MvSl-1064-A1-R4_MC01-1	Chr01	260689	262486	-0.312875220602658	5	446760	63.4
MvSl-1064-A1-R4_MC01-1g01885	MvSl-1064-A1-R4_MC01-2	Chr01	262810	263039	0.204524669162638	1	449464	72
MvSl-1064-A1-R4_MC01-1g01886	MvSl-1064-A1-R4_MC01-1	Chr01	263259	265900	-0.121473195648104	18	450278	76.9444
MvSl-1064-A1-R4_MC01-1g01887	MvSl-1064-A1-R4_MC01-2	Chr01	263562	265391	-0.24459058654632	1	459446	68
MvSl-1064-A1-R4_MC01-1g01888	MvSl-1064-A1-R4_MC01-2	Chr01	266009	266376	-0.388490547790117	1	464994	87
MvSl-1064-A1-R4_MC01-1g01889	MvSl-1064-A1-R4_MC01-2	Chr01	266776	267597	0.0360239863735583	5	467149	124.4
MvSl-1064-A1-R4_MC01-1g01890	MvSl-1064-A1-R4_MC01-1	Chr01	268099	272189	0.121529187273121	3	469364	69.3333
MvSl-1064-A1-R4_MC01-1g01891	MvSl-1064-A1-R4_MC01-2	Chr01	268160	269557	-0.203688250578169	2	473352	78.5
MvSl-1064-A1-R4_MC01-1g01892	MvSl-1064-A1-R4_MC01-2	Chr01	269901	270905	-0.638508141412429	1	477734	119
MvSl-1064-A1-R4_MC01-1g01893	MvSl-1064-A1-R4_MC01-2	Chr01	271193	272634	0.0840083829695534	2	482450	78
MvSl-1064-A1-R4_MC01-1g01895	MvSl-1064-A1-R4_MC01-2	Chr01	273921	277133	-0.207794654527421	2	485158	102.5
MvSl-1064-A1-R4_MC01-1g01896	MvSl-1064-A1-R4_MC01-1	Chr01	275112	275783	-0.165956105759155	2	487220	76.5
MvSl-1064-A1-R4_MC01-1g01897	MvSl-1064-A1-R4_MC01-1	Chr01	276238	278053	-0.0182884058995527	4	494093	62.75
MvSl-1064-A1-R4_MC01-1g01898	MvSl-1064-A1-R4_MC01-2	Chr01	277610	283254	-0.0863263891000277	1	495163	107
MvSl-1064-A1-R4_MC01-1g01899	MvSl-1064-A1-R4_MC01-1	Chr01	278463	281477	0.164199653917049	3	497251	202.333
MvSl-1064-A1-R4_MC01-1g01900	MvSl-1064-A1-R4_MC01-1	Chr01	282789	284551	-0.120467061221688	2	498830	101.5
MvSl-1064-A1-R4_MC01-1g01901	MvSl-1064-A1-R4_MC01-1	Chr01	284671	287579	-0.067959343761404	3	501909	68.6667
MvSl-1064-A1-R4_MC01-1g01902	MvSl-1064-A1-R4_MC01-2	Chr01	285344	285855	0.158152093053065	2	504038	73
MvSl-1064-A1-R4_MC01-1g01903	MvSl-1064-A1-R4_MC01-2	Chr01	287495	289865	-1.24390517499149	6	505383	82.8333
MvSl-1064-A1-R4_MC01-1g01904	MvSl-1064-A1-R4_MC01-1	Chr01	287915	288953	-0.238812203532176	5	507495	89.6
MvSl-1064-A1-R4_MC01-1g01905	MvSl-1064-A1-R4_MC01-1	Chr01	290125	291307	0.460374124699271	3	511931	88.3333
