gida1	a1prot	a1cds	gida2	a2prot	a2cds	part8	youngold	intron_nr_a1	intron_nr_byprota1	intron_nr_byprota1_transf	intron_mean_a1	intron_total_a1	intron_total_byprota1	intron_total_byprota1_trans	intron_nr_a2	intron_nr_byprota2	intron_nr_byprota2_trans	intron_mean_a2	intron_total_a2	intron_total_byprota2	intron_total_byprota2_trans	intron_nr_diff	intron_mean_diff	intron_total_diff	start	end	logCPM	logFC.A1.A2	abs	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE	DE2
MvSl-1064-A1-R4_A1g00113	899	2700	MvSl-1064-A2-R4_A2g00123	899	2700	Green	ColorStrata	2	0.002224694	0.047166663	84	168	0.186874305	0.432289608	2	0.002224694	0.047166663	84	168	0.186874305	0.432289608	0	0	0	244443	244638	7.97963765	-0.0750358	0.07503575	0.73876846	0.99994992	7.96674954	7.91613139	7.82895257	8.18279471	NON	NON
MvSl-1064-A1-R4_A1g00367	543	1632	MvSl-1064-A2-R4_A2g00124	543	1632	Red	ColorStrata	4	0.007366483	0.085828215	75.25	301	0.554327808	0.744531939	4	0.007366483	0.085828215	75.25	301	0.554327808	0.744531939	0	0	0	248916	251783	4.02388587	-0.5532182	0.55321819	0.04056844	0.32842761	3.74217388	3.70693705	4.30889509	4.2393572	NON	NON
MvSl-1064-A1-R4_A1g00368	400	1203	MvSl-1064-A2-R4_A2g00125	400	1203	Red	ColorStrata	3	0.0075	0.08660254	85.6667	257	0.6425	0.801560977	3	0.0075	0.08660254	86	258	0.645	0.80311892	0	-0.3333	-1	270179	271004	6.24573164	-0.0435655	0.04356553	0.83978503	0.99994992	6.01904706	6.40315743	6.42259857	6.09320606	NON	NON
MvSl-1064-A1-R4_A1g00369	649	1950	MvSl-1064-A2-R4_A2g00126	649	1950	Red	ColorStrata	5	0.00770416	0.087773346	75.8	379	0.583975347	0.764182797	5	0.00770416	0.087773346	75.8	379	0.583975347	0.764182797	0	0	0	272261	274501	7.10402066	-0.0864629	0.0864629	0.65543502	0.99994992	7.00789478	7.11070408	7.25355216	7.03103936	NON	NON
MvSl-1064-A1-R4_A1g00370	678	2037	MvSl-1064-A2-R4_A2g00127	672	2019	Red	ColorStrata	5	0.007374631	0.085875673	64.8	324	0.477876106	0.691285835	5	0.007440476	0.086258195	64.8	324	0.482142857	0.694365075	0	0	0	319920	320757	6.47246844	0.01621131	0.01621131	0.93114206	0.99994992	6.53063156	6.4286342	6.46488106	6.46379328	NON	NON
MvSl-1064-A1-R4_A1g00371	1141	3426	MvSl-1064-A2-R4_A2g00128	1130	3393	Red	ColorStrata	6	0.005258545	0.072515827	88.6667	548	0.480280456	0.693022695	6	0.005309735	0.072867925	91.3333	532	0.47079646	0.686146092	0	-2.6666	16	337815	342587	6.61643802	-0.1961767	0.1961767	0.30032784	0.88541286	6.59552706	6.43021166	6.68654216	6.73550556	NON	NON
MvSl-1064-A1-R4_A1g00372	877	2634	MvSl-1064-A2-R4_A2g00129	875	2628	Red	ColorStrata	5	0.005701254	0.075506651	79	395	0.450399088	0.67111779	5	0.005714286	0.075592895	79	395	0.451428571	0.671884344	0	0	0	342659	343448	7.38039018	0.16874036	0.16874036	0.39238775	0.94473725	7.46918451	7.45516563	7.32654997	7.25975159	NON	NON
MvSl-1064-A1-R4_A1g00373	354	1065	MvSl-1064-A2-R4_A2g00130	354	1065	Red	ColorStrata	3	0.008474576	0.092057462	100	300	0.847457627	0.920574618	3	0.008474576	0.092057462	100	300	0.847457627	0.920574618	0	0	0	343906	345432	5.68657226	0.31210242	0.31210242	0.17926227	0.73396222	5.68580656	5.96766438	5.75196043	5.24807046	NON	NON
MvSl-1064-A1-R4_A1g00374	703	2112	MvSl-1064-A2-R4_A2g00131	703	2112	Red	ColorStrata	4	0.0056899	0.075431429	71.5	286	0.406827881	0.637830605	4	0.0056899	0.075431429	71.5	286	0.406827881	0.637830605	0	0	0	357937	361103	7.80410136	0.12908618	0.12908618	0.5688573	0.9930078	7.93394477	7.79708811	7.51105696	7.9342961	NON	NON
MvSl-1064-A1-R4_A1g00375	133	402	MvSl-1064-A2-R4_A2g00132	138	417	Red	ColorStrata	1	0.007518797	0.086710997	75	75	0.563909774	0.750939261	1	0.007246377	0.085125653	75	75	0.543478261	0.737209781	0	0	0	368181	370216	3.70917476	0.05816793	0.05816793	0.84035149	0.99994992	3.8069395	3.66467866	3.53376047	3.8128533	NON	NON
MvSl-1064-A1-R4_A1g01392	1213	3642	MvSl-1064-A2-R4_A2g00153	1207	3624	Black	OldStrata	4	0.003297609	0.057424814	72.5	308	0.253915911	0.503900696	4	0.003314002	0.057567366	77	290	0.24026512	0.490168461	0	-4.5	18	380085	382864	5.35151434	-0.2437126	0.2437126	0.29502314	0.88106866	5.224618	5.22572118	5.66999166	5.23339888	NON	NON
MvSl-1064-A1-R4_A1g01393	401	1206	MvSl-1064-A2-R4_A2g00154	471	1416	Black	OldStrata	2	0.004987531	0.070622455	81	232	0.578553616	0.76062712	3	0.006369427	0.079808688	77.3333	162	0.343949045	0.586471691	-1	3.6667	70	406221	406733	6.05851499	0.3978728	0.3978728	0.03988637	0.32537075	6.27643974	6.20915063	5.82817228	5.8634108	NON	NON
MvSl-1064-A1-R4_A1g00209	621	1866	MvSl-1064-A2-R4_A2g00160	580	1743	Black	OldStrata	1	0.001610306	0.040128618	61	61	0.098228663	0.313414523	3	0.005172414	0.071919495	204.667	614	1.05862069	1.028892944	-2	-143.667	-553	407531	411380	5.17590552	0.16172078	0.16172078	0.46523498	0.97618821	5.28881717	5.2184361	5.12798192	5.05656715	NON	NON
MvSl-1064-A1-R4_A1g01415	364	1095	MvSl-1064-A2-R4_A2g00163	364	1095	Black	OldStrata	10	0.027472527	0.165748386	107.8	1078	2.961538462	1.720912102	10	0.027472527	0.165748386	107.7	1077	2.958791209	1.72011372	0	0.1	1	411533	413382	6.90532097	0.39982018	0.39982018	0.0412516	0.33175909	6.92053564	7.24358843	6.65264615	6.72954349	NON	NON
MvSl-1064-A1-R4_A1g00290	1078	3237	MvSl-1064-A2-R4_A2g00169	1078	3237	Black	OldStrata	4	0.003710575	0.06091449	86.75	345	0.320037106	0.565718221	4	0.003710575	0.06091449	86.25	347	0.321892393	0.567355615	0	0.5	-2	427406	429655	7.27359485	0.17848147	0.17848147	0.38055429	0.93541077	7.46995392	7.24089444	7.27500049	7.08164801	NON	NON
MvSl-1064-A1-R4_A1g00772	343	1032	MvSl-1064-A2-R4_A2g00179	360	1083	Blue	OldStrata	3	0.008746356	0.093521953	65.6667	248	0.72303207	0.850312925	3	0.008333333	0.091287093	82.6667	197	0.547222222	0.739744701	0	-17	51	468377	470856	3.86108266	-0.4478976	0.44789756	0.20691182	0.77582856	3.28426726	3.89688676	4.44889518	3.54737417	NON	NON
MvSl-1064-A1-R4_A1g01388	748	2247	MvSl-1064-A2-R4_A2g00186	858	2577	Black	OldStrata	2	0.002673797	0.051708769	64	131	0.17513369	0.418489773	2	0.002331002	0.048280455	65.5	128	0.149184149	0.38624364	0	-1.5	3	471540	472718	5.48745068	0.40627117	0.40627117	0.16525786	0.70582747	5.5099303	5.82386187	5.67300074	4.7081031	NON	NON
MvSl-1064-A1-R4_A1g01252	321	966	MvSl-1064-A2-R4_A2g00195	294	885	Orange	ColorStrata	4	0.012461059	0.111629114	130.25	521	1.62305296	1.273990957	4	0.013605442	0.116642369	149.75	599	2.037414966	1.427380456	0	-19.5	-78	473140	476235	6.6045101	-0.1113741	0.11137411	0.54969738	0.99096192	6.55404138	6.54167278	6.64653592	6.67164004	NON	NON
MvSl-1064-A1-R4_A1g01253	182	549	MvSl-1064-A2-R4_A2g00196	169	510	Black	OldStrata	4	0.021978022	0.148249863	105	420	2.307692308	1.519109051	4	0.023668639	0.153846154	95	380	2.24852071	1.499506822	0	10	40	525538	526703	6.667842774	-0.854931713	0.854931713	4.91E-05	0.001193109	5.95783539	6.370665454	7.131438766	6.927422143	Down	DE
MvSl-1064-A1-R4_A1g00800	445	1338	MvSl-1064-A2-R4_A2g00203	457	1374	Black	OldStrata	9	0.020224719	0.142213639	96.1111	819	1.840449438	1.356631652	8	0.01750547	0.13230824	102.375	865	1.892778993	1.375783047	1	-6.2639	-46	545893	546933	6.75254765	-0.1346871	0.1346871	0.48175954	0.97871377	6.62484076	6.74040353	6.96095961	6.6599319	NON	NON
MvSl-1064-A1-R4_A1g00801	348	1047	MvSl-1064-A2-R4_A2g00204	348	1047	Blue	OldStrata	2	0.005747126	0.075809804	76	152	0.436781609	0.660894552	2	0.005747126	0.075809804	76	152	0.436781609	0.660894552	0	0	0	547576	548488	3.71699403	-0.0321846	0.03218455	0.92059792	0.99994992	3.44316049	3.91952567	4.00417307	3.39750413	NON	NON
MvSl-1064-A1-R4_A1g00591	443	1332	MvSl-1064-A2-R4_A2g00208	446	1341	Black	OldStrata	1	0.002257336	0.047511434	0	0	0	0	1	0.002242152	0.047351372	0	0	0	0	0	0	0	552007	553387	3.876731588	-4.272358924	4.272358924	9.78E-25	1.35E-22	1.027525212	0.060947975	4.380592681	5.139844794	Down	DE
MvSl-1064-A1-R4_A1g00593	1188	3567	MvSl-1064-A2-R4_A2g00210	1188	3567	Blue	OldStrata	6	0.005050505	0.071066905	89.6667	541	0.455387205	0.674823833	6	0.005050505	0.071066905	90.1667	538	0.452861953	0.672950186	0	-0.5	3	576253	577851	8.1022408	0.03423789	0.03423789	0.87966239	0.99994992	8.20559097	8.02739954	7.96406594	8.1966373	NON	NON
MvSl-1064-A1-R4_A1g00726	261	786	MvSl-1064-A2-R4_A2g00239	270	813	Black	OldStrata	6	0.022988506	0.151619609	111	689	2.639846743	1.624760519	7	0.025925926	0.161015297	114.833	777	2.877777778	1.69640142	-1	-3.833	-88	578151	581054	7.51333996	-0.3237502	0.32375023	0.12374545	0.62870495	7.27857922	7.40390491	7.81812019	7.49627089	NON	NON
MvSl-1064-A1-R4_A1g00120	557	1674	MvSl-1064-A2-R4_A2g00240	530	1593	Black	OldStrata	7	0.012567325	0.112104081	66	567	1.017953321	1.008936728	7	0.013207547	0.114924093	81	462	0.871698113	0.933647746	0	-15	105	581878	584313	3.55221295	0.68841107	0.68841107	0.02317953	0.2213405	4.02784745	3.64850709	3.17477196	3.16104793	NON	NON
MvSl-1064-A1-R4_A1g00246	344	1035	MvSl-1064-A2-R4_A2g00241	344	1035	Black	OldStrata	2	0.005813953	0.076249285	173	346	1.005813953	1.002902764	2	0.005813953	0.076249285	170	340	0.988372093	0.994169047	0	-3	-6	616404	620052	6.804052816	1.489921975	1.489921975	1.13E-15	1.03E-13	7.381123455	7.345749247	5.832215722	5.916858268	Up	DE
MvSl-1064-A1-R4_A1g00165	889	2670	MvSl-1064-A2-R4_A2g00290	904	2715	Black	OldStrata	6	0.006749156	0.082153249	82.8333	497	0.559055118	0.747699885	6	0.006637168	0.081468817	85.3333	512	0.566371681	0.752576695	0	-2.5	-15	621126	622892	7.334891887	-0.801032568	0.801032568	5.23E-05	0.001260356	6.838905348	6.920104979	7.656871623	7.703989183	Down	DE
MvSl-1064-A1-R4_A1g00481	182	549	MvSl-1064-A2-R4_A2g00295	174	525	Black	OldStrata	2	0.010989011	0.104828484	49.5	99	0.543956044	0.737533758	2	0.011494253	0.107211253	65.5	131	0.752873563	0.86768287	0	16	32	641110	646152	3.113213048	1.429781111	1.429781111	1.96E-05	0.000511192	3.700822991	3.587610434	1.954027479	2.46962929	Up	DE
MvSl-1064-A1-R4_A1g00718	460	1383	MvSl-1064-A2-R4_A2g00298	460	1383	Black	OldStrata	2	0.004347826	0.065938047	71.5	143	0.310869565	0.557556782	2	0.004347826	0.065938047	71	142	0.308695652	0.555603863	0	-0.5	-1	646353	651020	5.277681998	1.042239841	1.042239841	4.09E-05	0.001013304	5.444107525	5.924666038	4.826680933	4.482085104	Up	DE
MvSl-1064-A1-R4_A1g00254	738	2217	MvSl-1064-A2-R4_A2g00300	746	2241	Black	OldStrata	3	0.004065041	0.063757671	73	219	0.296747967	0.544745782	3	0.004021448	0.063414886	72.6667	218	0.292225201	0.54057858	0	0.3333	1	651956	657345	4.805555172	-1.92950017	1.92950017	2.21E-12	1.51E-10	3.782372513	3.272927838	5.291583489	5.630506344	Down	DE
MvSl-1064-A1-R4_A1g00359	340	1023	MvSl-1064-A2-R4_A2g00301	340	1023	Black	OldStrata	8	0.023529412	0.153392998	125.375	1002	2.947058824	1.716699981	8	0.023529412	0.153392998	125.25	1003	2.95	1.717556404	0	0.125	-1	667810	671393	8.67303811	-0.2463368	0.24633677	0.3547927	0.92099603	8.27459234	8.77209433	8.88373083	8.69180706	NON	NON
MvSl-1064-A1-R4_A1g00281	1324	3975	MvSl-1064-A2-R4_A2g00303	1289	3870	Black	OldStrata	8	0.006042296	0.077732207	77	553	0.417673716	0.646276811	9	0.006982157	0.083559301	69.125	693	0.537626067	0.733229887	-1	7.875	-140	679143	681507	6.15564299	0.0839626	0.0839626	0.7044063	0.99994992	6.40349949	5.95566583	5.9435565	6.26482817	NON	NON
MvSl-1064-A1-R4_A1g00280	1470	4413	MvSl-1064-A2-R4_A2g00304	1470	4413	Black	OldStrata	9	0.006122449	0.07824608	70	630	0.428571429	0.654653671	9	0.006122449	0.07824608	70	630	0.428571429	0.654653671	0	0	0	713060	718328	7.92119028	0.22753977	0.22753977	0.28441895	0.87526913	7.95525637	8.10178909	7.82422341	7.78131472	NON	NON
MvSl-1064-A1-R4_A1g00168	534	1605	MvSl-1064-A2-R4_A2g00313	530	1593	Black	OldStrata	4	0.007490637	0.086548464	107.75	431	0.807116105	0.898396407	6	0.011320755	0.106399035	92.5	555	1.047169811	1.023313154	-2	15.25	-124	718774	719371	3.593941903	-1.420237846	1.420237846	8.84E-05	0.002041729	3.081721694	2.266854998	3.793595981	4.41679926	Down	DE
MvSl-1064-A1-R4_A1g00648	502	1509	MvSl-1064-A2-R4_A2g00314	505	1518	Black	OldStrata	3	0.005976096	0.077305211	109.667	329	0.655378486	0.809554499	3	0.005940594	0.077075249	109.667	329	0.651485149	0.807146299	0	0	0	724341	725782	6.475207556	0.646589946	0.646589946	0.000603139	0.011519531	6.784277302	6.739131388	6.086949815	6.144519081	Up	DE
MvSl-1064-A1-R4_A1g00647	286	861	MvSl-1064-A2-R4_A2g00315	225	678	Black	OldStrata	6	0.020979021	0.144841365	84.3333	442	1.545454545	1.243163121	3	0.013333333	0.115470054	147.333	506	2.248888889	1.499629584	3	-62.9997	-64	741065	742055	7.48005412	-0.0637624	0.06376242	0.78998071	0.99994992	7.33710165	7.55071503	7.79240849	7.16242436	NON	NON
MvSl-1064-A1-R4_A1g00778	827	2484	MvSl-1064-A2-R4_A2g00328	826	2481	Black	OldStrata	7	0.008464329	0.092001787	77.1429	540	0.652962515	0.80806096	7	0.008474576	0.092057462	76.8571	538	0.651331719	0.807051249	0	0.2858	2	742628	743237	4.8758325	0.38997749	0.38997749	0.14093305	0.65324295	5.04006043	5.0725344	4.31661221	4.95035413	NON	NON
MvSl-1064-A1-R4_A1g00779	1011	3036	MvSl-1064-A2-R4_A2g00329	1002	3009	Black	OldStrata	10	0.009891197	0.099454496	96	960	0.949554896	0.974451074	10	0.00998004	0.09990015	95.2	952	0.9500998	0.97473063	0	-0.8	-8	782234	783980	7.820762219	0.677992555	0.677992555	0.001218585	0.020801494	8.145215707	8.094346283	7.433775815	7.450790475	Up	DE
MvSl-1064-A1-R4_A1g01282	224	675	MvSl-1064-A2-R4_A2g00349	224	675	Black	OldStrata	3	0.013392857	0.115727512	114.333	343	1.53125	1.237436867	3	0.013392857	0.115727512	115	345	1.540178571	1.241039311	0	-0.667	-2	787640	790425	2.11267171	0.53211219	0.53211219	0.16035695	0.69412233	2.2991112	2.38868711	1.46380823	2.11453783	NON	NON
MvSl-1064-A1-R4_A1g00869	609	1830	MvSl-1064-A2-R4_A2g00351	609	1830	Black	OldStrata	10	0.016420361	0.128141957	84.8	840	1.379310345	1.174440439	10	0.016420361	0.128141957	84	848	1.392446634	1.18001976	0	0.8	-8	790625	795162	9.33889061	-0.7805231	0.78052307	0.01374773	0.14933846	8.70473613	9.06594433	9.98459529	9.28556907	NON	NON
MvSl-1064-A1-R4_A1g00405	548	1647	MvSl-1064-A2-R4_A2g00365	548	1647	Red	ColorStrata	5	0.009124088	0.09552009	80.2	401	0.731751825	0.855424938	5	0.009124088	0.09552009	80.2	401	0.731751825	0.855424938	0	0	0	795631	796542	4.74657249	-0.5517223	0.55172229	0.04209753	0.33697733	4.39493257	4.49677306	5.2797886	4.64298488	NON	NON
MvSl-1064-A1-R4_A1g00404	266	801	MvSl-1064-A2-R4_A2g00366	264	795	Red	ColorStrata	5	0.018796992	0.137102124	70.4	352	1.323308271	1.150351368	5	0.018939394	0.137620471	70.4	352	1.333333333	1.154700538	0	0	0	817323	819348	3.13455041	0.36770123	0.36770123	0.23455508	0.81084164	3.29819758	3.3076701	2.86319961	3.01183224	NON	NON
MvSl-1064-A1-R4_A1g00403	1342	4029	MvSl-1064-A2-R4_A2g00367	1342	4029	Red	ColorStrata	7	0.005216095	0.072222541	66.7143	467	0.347988077	0.589905143	7	0.005216095	0.072222541	66.7143	467	0.347988077	0.589905143	0	0	0	834376	836308	6.77331963	-0.47493	0.47493003	0.00934517	0.11284166	6.4680804	6.56411762	7.05680177	6.92285734	NON	NON
MvSl-1064-A1-R4_A1g00402	1560	4683	MvSl-1064-A2-R4_A2g00368	1530	4593	Red	ColorStrata	3	0.001923077	0.043852901	82.3333	247	0.158333333	0.397911213	4	0.002614379	0.051130999	79.75	319	0.208496732	0.456614424	-1	2.5833	-72	837338	838797	6.47307898	-0.1396827	0.1396827	0.53689743	0.98991415	6.64746225	6.10535173	6.37719552	6.6886419	NON	NON
MvSl-1064-A1-R4_A1g00401	331	996	MvSl-1064-A2-R4_A2g00369	330	993	Red	ColorStrata	4	0.012084592	0.109929942	93.5	374	1.129909366	1.06297195	4	0.012121212	0.110096377	93.5	374	1.133333333	1.064581295	0	0	0	838903	841231	7.40625847	-0.3510493	0.35104933	0.25059864	0.83023862	6.76371715	7.56658032	7.93396601	7.08515418	NON	NON
MvSl-1064-A1-R4_A1g00400	787	2364	MvSl-1064-A2-R4_A2g00370	787	2364	Red	ColorStrata	7	0.008894536	0.094310849	91.2857	639	0.811944091	0.901079404	7	0.008894536	0.094310849	90.8571	636	0.808132147	0.898961705	0	0.4286	3	841678	844038	4.786379612	-1.080405595	1.080405595	0.00015815	0.0034056	4.473765263	3.737837858	5.076642639	5.366138491	Down	DE
MvSl-1064-A1-R4_A1g00399	160	483	MvSl-1064-A2-R4_A2g00371	160	483	Red	ColorStrata	2	0.0125	0.111803399	74.5	149	0.93125	0.965012953	2	0.0125	0.111803399	74.5	149	0.93125	0.965012953	0	0	0	844814	848787	8.03422836	0.03049351	0.03049351	0.91564884	0.99994992	7.66028319	8.35550823	8.30200302	7.66625275	NON	NON
MvSl-1064-A1-R4_A1g00398	123	372	MvSl-1064-A2-R4_A2g00372	123	372	Red	ColorStrata	4	0.032520325	0.180333927	183.75	735	5.975609756	2.444506035	4	0.032520325	0.180333927	183.75	735	5.975609756	2.444506035	0	0	0	849156	852184	8.0944776	-0.1473744	0.14737441	0.51172077	0.9829017	7.91344534	8.11729511	8.24904865	8.07847511	NON	NON
MvSl-1064-A1-R4_A1g00397	124	375	MvSl-1064-A2-R4_A2g00373	124	375	Red	ColorStrata	3	0.024193548	0.155542754	121	363	2.927419355	1.710970296	3	0.024193548	0.155542754	120.667	362	2.919354839	1.708611963	0	0.333	1	852461	853825	9.2030414	-0.117033	0.11703297	0.68902127	0.99994992	8.96140678	9.30490909	9.48746187	8.99071436	NON	NON
MvSl-1064-A1-R4_A1g00396	293	882	MvSl-1064-A2-R4_A2g00374	293	882	Red	ColorStrata	5	0.017064846	0.130632486	83.6	418	1.42662116	1.194412475	5	0.017064846	0.130632486	83.6	418	1.42662116	1.194412475	0	0	0	854394	856791	7.61086496	-0.1690132	0.16901316	0.42299623	0.96310067	7.40666478	7.63246924	7.81471832	7.55981267	NON	NON
MvSl-1064-A1-R4_A1g00395	1363	4092	MvSl-1064-A2-R4_A2g00375	1363	4092	Red	ColorStrata	9	0.006603081	0.081259347	73.2222	659	0.483492296	0.695336103	9	0.006603081	0.081259347	73.2222	659	0.483492296	0.695336103	0	0	0	856916	857392	8.22796926	-0.2696941	0.26969411	0.23376478	0.80941883	8.09273162	8.08110275	8.2990845	8.41180184	NON	NON
MvSl-1064-A1-R4_A1g00394	114	345	MvSl-1064-A2-R4_A2g00376	114	345	Red	ColorStrata	3	0.026315789	0.162221421	108.333	325	2.850877193	1.688454084	3	0.026315789	0.162221421	108.333	325	2.850877193	1.688454084	0	0	0	863010	863649	6.31004327	-0.0069441	0.00694409	0.97586511	0.99994992	6.09881203	6.48815472	6.55163415	6.02790569	NON	NON
MvSl-1064-A1-R4_A1g00391	588	1767	MvSl-1064-A2-R4_A2g00379	616	1851	Red	ColorStrata	6	0.010204082	0.101015254	104.8	524	0.891156463	0.944010838	5	0.008116883	0.090093746	102.5	615	0.998376623	0.999187982	1	2.3	-91	882195	884498	6.5428046	0.07033911	0.07033911	0.71205382	0.99994992	6.62068938	6.53288984	6.40912705	6.59910486	NON	NON
MvSl-1064-A1-R4_A1g00390	377	1134	MvSl-1064-A2-R4_A2g00380	377	1134	Red	ColorStrata	1	0.00265252	0.05150262	280	283	0.75066313	0.866408177	1	0.00265252	0.05150262	283	280	0.74270557	0.861803673	0	-3	3	885400	886813	5.12855878	-0.0220699	0.02206991	0.92239994	0.99994992	5.14206271	5.09259617	5.05373844	5.22070338	NON	NON
MvSl-1064-A1-R4_A1g00389	385	1158	MvSl-1064-A2-R4_A2g00383	300	903	Red	ColorStrata	3	0.007792208	0.088273483	191	1146	2.976623377	1.72528936	6	0.02	0.141421356	106.333	319	1.063333333	1.031180553	-3	84.667	827	889992	892373	4.72333407	-0.2034185	0.20341851	0.397901	0.94747027	4.66865954	4.56728593	4.72596655	4.91138347	NON	NON
MvSl-1064-A1-R4_A1g00383	162	489	MvSl-1064-A2-R4_A2g00388	171	516	Black	OldStrata	2	0.012345679	0.111111111	73	146	0.901234568	0.949333749	1	0.005847953	0.076471911	157	157	0.918128655	0.958190302	-1	84	11	893809	894012	2.973716818	1.958261326	1.958261326	1.19E-06	3.77E-05	3.887470093	3.307670096	1.120141884	2.114537831	Up	DE
MvSl-1064-A1-R4_A1g00380	72	219	MvSl-1064-A2-R4_A2g00393	72	219	Red	ColorStrata	2	0.027777778	0.166666667	210.5	421	5.847222222	2.418103021	2	0.027777778	0.166666667	210.5	421	5.847222222	2.418103021	0	0	0	895253	895922	6.24565136	-0.5372098	0.53720979	0.0051005	0.06866801	6.01483522	5.88840237	6.52856235	6.44935569	NON	NON
MvSl-1064-A1-R4_A1g01189	347	1044	MvSl-1064-A2-R4_A2g00403	347	1044	Black	OldStrata	2	0.005763689	0.075918962	81	158	0.455331412	0.674782492	2	0.005763689	0.075918962	79	162	0.46685879	0.683270656	0	2	-4	896092	900842	7.15224106	0.51695404	0.51695404	0.01150068	0.13039691	7.39941328	7.37512009	6.66024772	7.05448041	NON	NON
MvSl-1064-A1-R4_A1g01375	390	1173	MvSl-1064-A2-R4_A2g00417	427	1284	Black	OldStrata	2	0.005128205	0.071611487	71	142	0.364102564	0.603409118	2	0.004683841	0.068438591	65.5	131	0.306791569	0.553887686	0	-5.5	-11	901642	902941	4.90234178	0.846875736	0.846875736	0.000520405	0.010111233	5.246336701	5.277465751	4.579713548	4.235155183	Up	DE
MvSl-1064-A1-R4_A1g01376	840	2523	MvSl-1064-A2-R4_A2g00418	913	2742	Black	OldStrata	11	0.013095238	0.114434427	71.8182	790	0.94047619	0.969781517	12	0.013143483	0.114645031	99.3333	1192	1.30558598	1.142622414	1	27.5151	402	903456	904193	5.367418152	0.760387737	0.760387737	0.001064882	0.018655082	5.83181894	5.546872142	4.774403219	5.084863863	Up	DE
MvSl-1064-A1-R4_A1g01378	156	471	MvSl-1064-A2-R4_A2g00420	80	243	Black	OldStrata	2	0.012820513	0.113227703	110	110	0.705128205	0.839719123	1	0.0125	0.111803399	83.5	167	2.0875	1.444818328	1	26.5	-57	904475	905581	3.39696986	0.30449022	0.30449022	0.38344262	0.93926961	3.91032465	3.03656452	3.16625521	3.3043116	NON	NON
MvSl-1064-A1-R4_A1g00624	256	771	MvSl-1064-A2-R4_A2g00431	257	774	Purple	OldStrata	7	0.02734375	0.165359457	107.286	751	2.93359375	1.712773701	7	0.027237354	0.165037432	99	693	2.696498054	1.642101719	0	8.286	58	907140	907771	6.80534784	-0.708893366	0.708893366	0.000113263	0.002541427	6.408324205	6.408769044	7.180897076	7.049702941	Down	DE
MvSl-1064-A1-R4_A1g00185	926	2781	MvSl-1064-A2-R4_A2g00443	926	2781	Purple	OldStrata	13	0.014038877	0.118485767	82.2308	1069	1.154427646	1.074442947	13	0.014038877	0.118485767	82.9231	1078	1.164146868	1.078956379	0	-0.6923	-9	908654	911656	8.46564825	0.41632197	0.41632197	0.0748328	0.47494103	8.69884097	8.61746512	8.26807822	8.21648937	NON	NON
MvSl-1064-A1-R4_A1g00186	450	1353	MvSl-1064-A2-R4_A2g00444	450	1353	Purple	OldStrata	4	0.008888889	0.094280904	124.25	497	1.104444444	1.050925518	4	0.008888889	0.094280904	124.25	497	1.104444444	1.050925518	0	0	0	912091	913460	7.53797843	0.05542004	0.05542004	0.78440863	0.99994992	7.46841469	7.65625343	7.49796601	7.52193816	NON	NON
MvSl-1064-A1-R4_A1g01383	678	2037	MvSl-1064-A2-R4_A2g00527	674	2025	Black	OldStrata	7	0.010324484	0.101609467	79.4286	556	0.820058997	0.905571089	5	0.007418398	0.08613012	117.6	588	0.872403561	0.93402546	-2	38.1714	32	914330	919259	5.723893005	1.918429351	1.918429351	1.22E-17	1.27E-15	6.540920131	6.204549133	4.483585726	4.453433268	Up	DE
MvSl-1064-A1-R4_A1g00230	229	690	MvSl-1064-A2-R4_A2g00529	321	966	Purple	OldStrata	4	0.017467249	0.13216372	119	476	2.07860262	1.441735974	4	0.012461059	0.111629114	110.25	441	1.373831776	1.172105702	0	-8.75	-35	919803	924298	5.230187082	1.402672746	1.402672746	2.99E-09	1.32E-07	5.838983877	5.685414554	4.170964231	4.537736211	Up	DE
MvSl-1064-A1-R4_A1g00568	131	396	MvSl-1064-A2-R4_A2g00548	68	207	Black	OldStrata	1	0.007633588	0.087370406	231	231	1.763358779	1.3279152	1	0.014705882	0.121267813	0	0	0	0	0	231	231	925930	927977	5.23731927	0.29865481	0.29865481	0.20457514	0.77234789	5.54686269	5.18705741	4.95583371	5.19497223	NON	NON
MvSl-1064-A1-R4_A1g00575	991	2976	MvSl-1064-A2-R4_A2g00559	994	2985	Black	OldStrata	7	0.007063572	0.08404506	117.714	814	0.821392533	0.906307085	7	0.007042254	0.083918136	116.286	824	0.828973843	0.910480007	0	1.428	-10	928859	929481	6.51030159	-0.4175083	0.41750829	0.03365229	0.28626211	6.31890989	6.25437596	6.55978547	6.83534691	NON	NON
MvSl-1064-A1-R4_A1g00576	161	486	MvSl-1064-A2-R4_A2g00560	136	411	Black	OldStrata	1	0.00621118	0.078811041	0	0	0	0	1	0.007352941	0.085749293	0	0	0	0	0	0	0	983405	984033	3.92964028	-0.1561067	0.1561067	0.61974619	0.99446363	4.05681556	3.61005321	3.66045197	4.28478921	NON	NON
