gida1	a1prot	a1cds	gida2	a2prot	a2cds	part8	youngold	intron_nr_a1	intron_mean_a1	intron_total_a1	intron_nr_a2	intron_mean_a2	intron_total_a2	intron_nr_diff	intron_mean_diff	intron_total_diff	start	end	logCPM	logFC.A1.A2	abs	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE	DE2
MvSl-1064-A1-R4_A1g00726	261	786	MvSl-1064-A2-R4_A2g00239	270	813	Black	OldStrata	6	111	689	7	114.833	777	-1	-3.833	-88	578151	581054	7.51333996	-0.3237502	0.32375023	0.12374545	0.62870495	7.27857922	7.40390491	7.81812019	7.49627089	NON	NON
MvSl-1064-A1-R4_A1g00120	557	1674	MvSl-1064-A2-R4_A2g00240	530	1593	Black	OldStrata	7	66	567	7	81	462	0	-15	105	581878	584313	3.55221295	0.68841107	0.68841107	0.02317953	0.2213405	4.02784745	3.64850709	3.17477196	3.16104793	NON	NON
MvSl-1064-A1-R4_A1g00246	344	1035	MvSl-1064-A2-R4_A2g00241	344	1035	Black	OldStrata	2	173	346	2	170	340	0	-3	-6	616404	620052	6.804052816	1.489921975	1.489921975	1.13E-15	1.03E-13	7.381123455	7.345749247	5.832215722	5.916858268	Up	DE
MvSl-1064-A1-R4_A1g00165	889	2670	MvSl-1064-A2-R4_A2g00290	904	2715	Black	OldStrata	6	82.8333	497	6	85.3333	512	0	-2.5	-15	621126	622892	7.334891887	-0.801032568	0.801032568	5.23E-05	0.001260356	6.838905348	6.920104979	7.656871623	7.703989183	Down	DE
MvSl-1064-A1-R4_A1g00481	182	549	MvSl-1064-A2-R4_A2g00295	174	525	Black	OldStrata	2	49.5	99	2	65.5	131	0	16	32	641110	646152	3.113213048	1.429781111	1.429781111	1.96E-05	0.000511192	3.700822991	3.587610434	1.954027479	2.46962929	Up	DE
MvSl-1064-A1-R4_A1g00718	460	1383	MvSl-1064-A2-R4_A2g00298	460	1383	Black	OldStrata	2	71.5	143	2	71	142	0	-0.5	-1	646353	651020	5.277681998	1.042239841	1.042239841	4.09E-05	0.001013304	5.444107525	5.924666038	4.826680933	4.482085104	Up	DE
MvSl-1064-A1-R4_A1g00254	738	2217	MvSl-1064-A2-R4_A2g00300	746	2241	Black	OldStrata	3	73	219	3	72.6667	218	0	0.3333	1	651956	657345	4.805555172	-1.92950017	1.92950017	2.21E-12	1.51E-10	3.782372513	3.272927838	5.291583489	5.630506344	Down	DE
MvSl-1064-A1-R4_A1g00359	340	1023	MvSl-1064-A2-R4_A2g00301	340	1023	Black	OldStrata	8	125.375	1002	8	125.25	1003	0	0.125	-1	667810	671393	8.67303811	-0.2463368	0.24633677	0.3547927	0.92099603	8.27459234	8.77209433	8.88373083	8.69180706	NON	NON
MvSl-1064-A1-R4_A1g00281	1324	3975	MvSl-1064-A2-R4_A2g00303	1289	3870	Black	OldStrata	8	77	553	9	69.125	693	-1	7.875	-140	679143	681507	6.15564299	0.0839626	0.0839626	0.7044063	0.99994992	6.40349949	5.95566583	5.9435565	6.26482817	NON	NON
MvSl-1064-A1-R4_A1g00280	1470	4413	MvSl-1064-A2-R4_A2g00304	1470	4413	Black	OldStrata	9	70	630	9	70	630	0	0	0	713060	718328	7.92119028	0.22753977	0.22753977	0.28441895	0.87526913	7.95525637	8.10178909	7.82422341	7.78131472	NON	NON
MvSl-1064-A1-R4_A1g00168	534	1605	MvSl-1064-A2-R4_A2g00313	530	1593	Black	OldStrata	4	107.75	431	6	92.5	555	-2	15.25	-124	718774	719371	3.593941903	-1.420237846	1.420237846	8.84E-05	0.002041729	3.081721694	2.266854998	3.793595981	4.41679926	Down	DE
MvSl-1064-A1-R4_A1g00648	502	1509	MvSl-1064-A2-R4_A2g00314	505	1518	Black	OldStrata	3	109.667	329	3	109.667	329	0	0	0	724341	725782	6.475207556	0.646589946	0.646589946	0.000603139	0.011519531	6.784277302	6.739131388	6.086949815	6.144519081	Up	DE
MvSl-1064-A1-R4_A1g00647	286	861	MvSl-1064-A2-R4_A2g00315	225	678	Black	OldStrata	6	84.3333	442	3	147.333	506	3	-62.9997	-64	741065	742055	7.48005412	-0.0637624	0.06376242	0.78998071	0.99994992	7.33710165	7.55071503	7.79240849	7.16242436	NON	NON
MvSl-1064-A1-R4_A1g00778	827	2484	MvSl-1064-A2-R4_A2g00328	826	2481	Black	OldStrata	7	77.1429	540	7	76.8571	538	0	0.2858	2	742628	743237	4.8758325	0.38997749	0.38997749	0.14093305	0.65324295	5.04006043	5.0725344	4.31661221	4.95035413	NON	NON
MvSl-1064-A1-R4_A1g00779	1011	3036	MvSl-1064-A2-R4_A2g00329	1002	3009	Black	OldStrata	10	96	960	10	95.2	952	0	-0.8	-8	782234	783980	7.820762219	0.677992555	0.677992555	0.001218585	0.020801494	8.145215707	8.094346283	7.433775815	7.450790475	Up	DE
MvSl-1064-A1-R4_A1g01282	224	675	MvSl-1064-A2-R4_A2g00349	224	675	Black	OldStrata	3	114.333	343	3	115	345	0	-0.667	-2	787640	790425	2.11267171	0.53211219	0.53211219	0.16035695	0.69412233	2.2991112	2.38868711	1.46380823	2.11453783	NON	NON
MvSl-1064-A1-R4_A1g00869	609	1830	MvSl-1064-A2-R4_A2g00351	609	1830	Black	OldStrata	10	84.8	840	10	84	848	0	0.8	-8	790625	795162	9.33889061	-0.7805231	0.78052307	0.01374773	0.14933846	8.70473613	9.06594433	9.98459529	9.28556907	NON	NON
MvSl-1064-A1-R4_A1g00405	548	1647	MvSl-1064-A2-R4_A2g00365	548	1647	Red	ColorStrata	5	80.2	401	5	80.2	401	0	0	0	795631	796542	4.74657249	-0.5517223	0.55172229	0.04209753	0.33697733	4.39493257	4.49677306	5.2797886	4.64298488	NON	NON
MvSl-1064-A1-R4_A1g00404	266	801	MvSl-1064-A2-R4_A2g00366	264	795	Red	ColorStrata	5	70.4	352	5	70.4	352	0	0	0	817323	819348	3.13455041	0.36770123	0.36770123	0.23455508	0.81084164	3.29819758	3.3076701	2.86319961	3.01183224	NON	NON
MvSl-1064-A1-R4_A1g00403	1342	4029	MvSl-1064-A2-R4_A2g00367	1342	4029	Red	ColorStrata	7	66.7143	467	7	66.7143	467	0	0	0	834376	836308	6.77331963	-0.47493	0.47493003	0.00934517	0.11284166	6.4680804	6.56411762	7.05680177	6.92285734	NON	NON
MvSl-1064-A1-R4_A1g00402	1560	4683	MvSl-1064-A2-R4_A2g00368	1530	4593	Red	ColorStrata	3	82.3333	247	4	79.75	319	-1	2.5833	-72	837338	838797	6.47307898	-0.1396827	0.1396827	0.53689743	0.98991415	6.64746225	6.10535173	6.37719552	6.6886419	NON	NON
MvSl-1064-A1-R4_A1g00401	331	996	MvSl-1064-A2-R4_A2g00369	330	993	Red	ColorStrata	4	93.5	374	4	93.5	374	0	0	0	838903	841231	7.40625847	-0.3510493	0.35104933	0.25059864	0.83023862	6.76371715	7.56658032	7.93396601	7.08515418	NON	NON
MvSl-1064-A1-R4_A1g00400	787	2364	MvSl-1064-A2-R4_A2g00370	787	2364	Red	ColorStrata	7	91.2857	639	7	90.8571	636	0	0.4286	3	841678	844038	4.786379612	-1.080405595	1.080405595	0.00015815	0.0034056	4.473765263	3.737837858	5.076642639	5.366138491	Down	DE
MvSl-1064-A1-R4_A1g00399	160	483	MvSl-1064-A2-R4_A2g00371	160	483	Red	ColorStrata	2	74.5	149	2	74.5	149	0	0	0	844814	848787	8.03422836	0.03049351	0.03049351	0.91564884	0.99994992	7.66028319	8.35550823	8.30200302	7.66625275	NON	NON
MvSl-1064-A1-R4_A1g00398	123	372	MvSl-1064-A2-R4_A2g00372	123	372	Red	ColorStrata	4	183.75	735	4	183.75	735	0	0	0	849156	852184	8.0944776	-0.1473744	0.14737441	0.51172077	0.9829017	7.91344534	8.11729511	8.24904865	8.07847511	NON	NON
MvSl-1064-A1-R4_A1g00397	124	375	MvSl-1064-A2-R4_A2g00373	124	375	Red	ColorStrata	3	121	363	3	120.667	362	0	0.333	1	852461	853825	9.2030414	-0.117033	0.11703297	0.68902127	0.99994992	8.96140678	9.30490909	9.48746187	8.99071436	NON	NON
MvSl-1064-A1-R4_A1g00396	293	882	MvSl-1064-A2-R4_A2g00374	293	882	Red	ColorStrata	5	83.6	418	5	83.6	418	0	0	0	854394	856791	7.61086496	-0.1690132	0.16901316	0.42299623	0.96310067	7.40666478	7.63246924	7.81471832	7.55981267	NON	NON
MvSl-1064-A1-R4_A1g00395	1363	4092	MvSl-1064-A2-R4_A2g00375	1363	4092	Red	ColorStrata	9	73.2222	659	9	73.2222	659	0	0	0	856916	857392	8.22796926	-0.2696941	0.26969411	0.23376478	0.80941883	8.09273162	8.08110275	8.2990845	8.41180184	NON	NON
MvSl-1064-A1-R4_A1g00394	114	345	MvSl-1064-A2-R4_A2g00376	114	345	Red	ColorStrata	3	108.333	325	3	108.333	325	0	0	0	863010	863649	6.31004327	-0.0069441	0.00694409	0.97586511	0.99994992	6.09881203	6.48815472	6.55163415	6.02790569	NON	NON
MvSl-1064-A1-R4_A1g00391	588	1767	MvSl-1064-A2-R4_A2g00379	616	1851	Red	ColorStrata	6	104.8	524	5	102.5	615	1	2.3	-91	882195	884498	6.5428046	0.07033911	0.07033911	0.71205382	0.99994992	6.62068938	6.53288984	6.40912705	6.59910486	NON	NON
MvSl-1064-A1-R4_A1g00390	377	1134	MvSl-1064-A2-R4_A2g00380	377	1134	Red	ColorStrata	1	280	283	1	283	280	0	-3	3	885400	886813	5.12855878	-0.0220699	0.02206991	0.92239994	0.99994992	5.14206271	5.09259617	5.05373844	5.22070338	NON	NON
MvSl-1064-A1-R4_A1g00389	385	1158	MvSl-1064-A2-R4_A2g00383	300	903	Red	ColorStrata	3	191	1146	6	106.333	319	-3	84.667	827	889992	892373	4.72333407	-0.2034185	0.20341851	0.397901	0.94747027	4.66865954	4.56728593	4.72596655	4.91138347	NON	NON
MvSl-1064-A1-R4_A1g00383	162	489	MvSl-1064-A2-R4_A2g00388	171	516	Black	OldStrata	2	73	146	1	157	157	-1	84	11	893809	894012	2.973716818	1.958261326	1.958261326	1.19E-06	3.77E-05	3.887470093	3.307670096	1.120141884	2.114537831	Up	DE
MvSl-1064-A1-R4_A1g00380	72	219	MvSl-1064-A2-R4_A2g00393	72	219	Red	ColorStrata	2	210.5	421	2	210.5	421	0	0	0	895253	895922	6.24565136	-0.5372098	0.53720979	0.0051005	0.06866801	6.01483522	5.88840237	6.52856235	6.44935569	NON	NON
MvSl-1064-A1-R4_A1g01189	347	1044	MvSl-1064-A2-R4_A2g00403	347	1044	Black	OldStrata	2	81	158	2	79	162	0	2	-4	896092	900842	7.15224106	0.51695404	0.51695404	0.01150068	0.13039691	7.39941328	7.37512009	6.66024772	7.05448041	NON	NON
MvSl-1064-A1-R4_A1g01375	390	1173	MvSl-1064-A2-R4_A2g00417	427	1284	Black	OldStrata	2	71	142	2	65.5	131	0	-5.5	-11	901642	902941	4.90234178	0.846875736	0.846875736	0.000520405	0.010111233	5.246336701	5.277465751	4.579713548	4.235155183	Up	DE
MvSl-1064-A1-R4_A1g01376	840	2523	MvSl-1064-A2-R4_A2g00418	913	2742	Black	OldStrata	11	71.8182	790	12	99.3333	1192	1	27.5151	402	903456	904193	5.367418152	0.760387737	0.760387737	0.001064882	0.018655082	5.83181894	5.546872142	4.774403219	5.084863863	Up	DE
MvSl-1064-A1-R4_A1g01378	156	471	MvSl-1064-A2-R4_A2g00420	80	243	Black	OldStrata	2	110	110	1	83.5	167	1	26.5	-57	904475	905581	3.39696986	0.30449022	0.30449022	0.38344262	0.93926961	3.91032465	3.03656452	3.16625521	3.3043116	NON	NON
MvSl-1064-A1-R4_A1g00624	256	771	MvSl-1064-A2-R4_A2g00431	257	774	Purple	OldStrata	7	107.286	751	7	99	693	0	8.286	58	907140	907771	6.80534784	-0.708893366	0.708893366	0.000113263	0.002541427	6.408324205	6.408769044	7.180897076	7.049702941	Down	DE
MvSl-1064-A1-R4_A1g00185	926	2781	MvSl-1064-A2-R4_A2g00443	926	2781	Purple	OldStrata	13	82.2308	1069	13	82.9231	1078	0	-0.6923	-9	908654	911656	8.46564825	0.41632197	0.41632197	0.0748328	0.47494103	8.69884097	8.61746512	8.26807822	8.21648937	NON	NON
MvSl-1064-A1-R4_A1g00186	450	1353	MvSl-1064-A2-R4_A2g00444	450	1353	Purple	OldStrata	4	124.25	497	4	124.25	497	0	0	0	912091	913460	7.53797843	0.05542004	0.05542004	0.78440863	0.99994992	7.46841469	7.65625343	7.49796601	7.52193816	NON	NON
MvSl-1064-A1-R4_A1g01383	678	2037	MvSl-1064-A2-R4_A2g00527	674	2025	Black	OldStrata	7	79.4286	556	5	117.6	588	-2	38.1714	32	914330	919259	5.723893005	1.918429351	1.918429351	1.22E-17	1.27E-15	6.540920131	6.204549133	4.483585726	4.453433268	Up	DE
MvSl-1064-A1-R4_A1g00230	229	690	MvSl-1064-A2-R4_A2g00529	321	966	Purple	OldStrata	4	119	476	4	110.25	441	0	-8.75	-35	919803	924298	5.230187082	1.402672746	1.402672746	2.99E-09	1.32E-07	5.838983877	5.685414554	4.170964231	4.537736211	Up	DE
MvSl-1064-A1-R4_A1g00568	131	396	MvSl-1064-A2-R4_A2g00548	68	207	Black	OldStrata	1	231	231	1	0	0	0	231	231	925930	927977	5.23731927	0.29865481	0.29865481	0.20457514	0.77234789	5.54686269	5.18705741	4.95583371	5.19497223	NON	NON
MvSl-1064-A1-R4_A1g00575	991	2976	MvSl-1064-A2-R4_A2g00559	994	2985	Black	OldStrata	7	117.714	814	7	116.286	824	0	1.428	-10	928859	929481	6.51030159	-0.4175083	0.41750829	0.03365229	0.28626211	6.31890989	6.25437596	6.55978547	6.83534691	NON	NON
MvSl-1064-A1-R4_A1g00576	161	486	MvSl-1064-A2-R4_A2g00560	136	411	Black	OldStrata	1	0	0	1	0	0	0	0	0	983405	984033	3.92964028	-0.1561067	0.1561067	0.61974619	0.99446363	4.05681556	3.61005321	3.66045197	4.28478921	NON	NON
MvSl-1064-A1-R4_A1g00757	297	894	MvSl-1064-A2-R4_A2g00565	284	855	Black	OldStrata	1	99	49	2	49	198	-1	50	-149	985209	987129	1.4627131	-0.0384442	0.03844416	0.93074302	0.99994992	1.7081222	1.12036799	1.85151387	0.97705356	NON	NON
MvSl-1064-A1-R4_A1g00756	71	216	MvSl-1064-A2-R4_A2g00566	71	216	Black	OldStrata	1	0	0	1	0	0	0	0	0	998707	1000561	0.6054595	0.18832805	0.18832805	0.67979999	0.99994992	0.84976812	0.50600138	0.40408779	0.61257514	NON	NON
MvSl-1064-A1-R4_A1g00752	410	1233	MvSl-1064-A2-R4_A2g00568	599	1800	Black	OldStrata	2	64	128	5	100.2	501	-3	-36.2	-373	1010063	1012204	3.566412471	-5.754454425	5.754454425	7.24E-43	2.69E-40	-0.58227834	-1.382795818	4.627030059	4.46064975	Down	DE
MvSl-1064-A1-R4_A1g00751	972	2919	MvSl-1064-A2-R4_A2g00569	971	2916	Black	OldStrata	10	72.7	727	10	72.7	727	0	0	0	1054963	1057437	8.12443547	-0.3270158	0.32701583	0.14251799	0.65615681	8.02680788	7.8727056	8.22720805	8.3284611	NON	NON
MvSl-1064-A1-R4_A1g00750	728	2187	MvSl-1064-A2-R4_A2g00570	728	2187	Black	OldStrata	4	79.5	318	4	79.5	318	0	0	0	1060653	1061300	6.0975852	0.01426939	0.01426939	0.94361721	0.99994992	6.17061566	6.03556153	5.95101298	6.21768852	NON	NON
MvSl-1064-A1-R4_A1g00594	467	1404	MvSl-1064-A2-R4_A2g00575	547	1644	Black	OldStrata	3	102.333	307	4	73	292	-1	29.333	15	1098507	1099824	5.062947197	-1.835910271	1.835910271	7.11E-13	5.02E-11	4.101193311	3.61560977	5.788490022	5.622485418	Down	DE
MvSl-1064-A1-R4_A1g00749	1116	3351	MvSl-1064-A2-R4_A2g00576	1110	3333	Black	OldStrata	2	81.5	163	2	81.5	163	0	0	0	1108286	1110870	6.60089232	-0.4329808	0.43298079	0.20867714	0.7774405	6.84958705	5.64251148	6.35300888	7.1429307	NON	NON
MvSl-1064-A1-R4_A1g00745	164	495	MvSl-1064-A2-R4_A2g00577	294	885	Black	OldStrata	3	74.3333	223	4	72.5	290	1	-1.8333	67	1111101	1112366	5.847982363	1.868153555	1.868153555	2.87E-17	2.95E-15	6.606064743	6.377222655	4.504006589	4.749937641	Up	DE
MvSl-1064-A1-R4_A1g01135	265	798	MvSl-1064-A2-R4_A2g00602	384	1155	Black	OldStrata	3	80.6667	242	1	87	87	-2	6.3333	-155	1112670	1116562	5.749579335	0.917019786	0.917019786	1.04E-05	0.000281899	6.122493514	6.147196214	5.311029848	5.121749635	Up	DE
MvSl-1064-A1-R4_A1g00245	94	285	MvSl-1064-A2-R4_A2g00611	94	285	Black	OldStrata	1	72	72	1	72	72	0	0	0	1116801	1118832	4.6851817	-0.7901018	0.79010184	0.01264054	0.13979816	3.74726039	4.60688107	5.27187142	4.73215689	NON	NON
MvSl-1064-A1-R4_A1g00635	628	1887	MvSl-1064-A2-R4_A2g00615	553	1662	Black	OldStrata	10	66.5	665	8	87.5	700	2	-21	-35	1119790	1125248	4.330083151	-1.412656761	1.412656761	5.32E-05	0.001272819	3.919366053	2.803275682	4.699649704	5.025272808	Down	DE
MvSl-1064-A1-R4_A1g00241	346	1041	MvSl-1064-A2-R4_A2g00643	342	1029	Black	OldStrata	1	0	0	1	0	0	0	0	0	1132727	1134319	7.2002928	0.56967886	0.56967886	0.00360873	0.051746	7.35886513	7.548538	6.88319288	6.89182809	NON	NON
MvSl-1064-A1-R4_A1g00242	191	576	MvSl-1064-A2-R4_A2g00644	191	576	Black	OldStrata	4	84.25	337	4	84.5	338	0	0.25	1	1134595	1135956	5.994034638	0.66789462	0.66789462	0.000859995	0.015576484	6.264072184	6.31283723	5.510925333	5.724931509	Up	DE
MvSl-1064-A1-R4_A1g00270	380	1143	MvSl-1064-A2-R4_A2g00647	380	1143	Black	OldStrata	3	208	624	3	209	627	0	-1	-3	1136196	1138565	5.488642924	-1.168558114	1.168558114	2.01E-07	7.28E-06	4.954685599	4.609668146	5.962125924	5.954405817	Down	DE
MvSl-1064-A1-R4_A1g00269	1021	3066	MvSl-1064-A2-R4_A2g00651	804	2415	Black	OldStrata	5	116.6	583	4	106.25	425	1	10.35	158	1139524	1144406	6.339085605	-4.216289271	4.216289271	2.19E-61	1.56E-58	3.359271189	2.691962548	7.291736728	7.236816721	Down	DE
MvSl-1064-A1-R4_A1g00763	1235	3708	MvSl-1064-A2-R4_A2g00660	1234	3705	Black	OldStrata	5	67.4	337	6	69.8333	419	-1	-2.4333	-82	1144687	1148015	0.613957131	-4.029433889	4.029433889	3.44E-10	1.77E-08	-1.379573498	-2.757536787	1.010226695	1.91884176	Down	DE
MvSl-1064-A1-R4_A1g00211	827	2484	MvSl-1064-A2-R4_A2g00698	827	2484	Black	OldStrata	8	76.5	612	8	76.5	612	0	0	0	1148624	1150396	9.07326425	0.18522778	0.18522778	0.48091242	0.97871377	9.24240437	9.07869862	8.97463788	8.98070954	NON	NON
MvSl-1064-A1-R4_A1g00210	252	759	MvSl-1064-A2-R4_A2g00699	252	759	Black	OldStrata	4	105.25	420	4	105	421	0	0.25	-1	1150800	1151468	5.31697591	-0.1069963	0.10699629	0.62858883	0.99936966	5.17452144	5.34592264	5.38995764	5.34874091	NON	NON
MvSl-1064-A1-R4_A1g01418	904	2715	MvSl-1064-A2-R4_A2g00702	937	2814	Black	OldStrata	9	84.5556	761	10	88	880	1	3.4444	119	1151741	1153580	3.681246951	3.351221404	3.351221404	4.10E-19	4.50E-17	4.636124231	4.419462633	0.619046564	1.667639135	Up	DE
MvSl-1064-A1-R4_A1g00292	547	1644	MvSl-1064-A2-R4_A2g00711	547	1644	Black	OldStrata	8	90.125	721	8	90	720	0	0.125	1	1153924	1156082	6.888217476	-0.906844922	0.906844922	6.74E-06	0.000186342	6.208912143	6.506963213	7.397851347	7.133366457	Down	DE
MvSl-1064-A1-R4_A1g00406	179	540	MvSl-1064-A2-R4_A2g00732	179	540	Red	ColorStrata	1	83	83	1	83	83	0	0	0	1156584	1158695	5.60860844	0.2477663	0.2477663	0.23659211	0.81320412	5.72629651	5.72707853	5.5989919	5.34874091	NON	NON
MvSl-1064-A1-R4_A1g00441	342	1029	MvSl-1064-A2-R4_A2g00737	342	1029	Purple	OldStrata	7	117.857	825	7	118	826	0	-0.143	-1	1158935	1161921	5.44807866	-0.2024597	0.20245972	0.40672468	0.95251621	5.26063629	5.42241669	5.80641372	5.22706509	NON	NON
MvSl-1064-A1-R4_A1g00144	157	474	MvSl-1064-A2-R4_A2g00759	160	483	Black	OldStrata	3	114.333	343	3	121.333	364	0	-7	-21	1162650	1164414	6.38920876	-0.41266	0.41265996	0.05356662	0.39106834	6.04922067	6.2790963	6.79064183	6.33522564	NON	NON
MvSl-1064-A1-R4_A1g01369	631	1896	MvSl-1064-A2-R4_A2g00773	609	1830	Black	OldStrata	5	93.1667	515	6	103	559	-1	-9.8333	-44	1164814	1164982	9.01886789	0.6599059	0.6599059	0.01563487	0.16481197	9.09234045	9.50134935	8.70159702	8.59961515	NON	NON
MvSl-1064-A1-R4_A1g01368	1872	5619	MvSl-1064-A2-R4_A2g00774	1851	5556	Black	OldStrata	7	64.375	515	8	64	448	-1	0.375	67	1166037	1167381	5.96899255	-0.1735371	0.17353706	0.48039608	0.97871377	6.05845801	5.67613792	5.70569287	6.33326123	NON	NON
MvSl-1064-A1-R4_A1g01367	542	1629	MvSl-1064-A2-R4_A2g00775	581	1746	Black	OldStrata	3	65	195	1	70	70	2	-5	125	1174940	1175619	3.93185658	0.24241273	0.24241273	0.38764311	0.94127489	4.06905459	4.02350551	3.62980677	3.96269259	NON	NON
MvSl-1064-A1-R4_A1g01366	758	2277	MvSl-1064-A2-R4_A2g00776	758	2277	Black	OldStrata	1	138	138	1	138	138	0	0	0	1176877	1180058	6.38559225	-0.0696238	0.06962382	0.70938583	0.99994992	6.31805554	6.38212107	6.39005306	6.44935569	NON	NON
MvSl-1064-A1-R4_A1g00194	478	1437	MvSl-1064-A2-R4_A2g00791	582	1749	Black	OldStrata	8	143.5	1148	6	82.3333	494	2	61.1667	654	1183296	1185232	2.66213177	-0.3779836	0.37798363	0.25321488	0.83382562	2.54090379	2.38868711	2.77632657	2.89949098	NON	NON
MvSl-1064-A1-R4_A1g01290	419	1260	MvSl-1064-A2-R4_A2g00797	449	1350	Black	OldStrata	9	92.8889	836	9	80	720	0	-12.8889	-116	1185421	1186806	5.58068721	1.448121849	1.448121849	1.49E-11	9.04E-10	6.188489281	6.064290424	4.765972884	4.594603927	Up	DE
MvSl-1064-A1-R4_A1g01288	270	813	MvSl-1064-A2-R4_A2g00799	270	813	Black	OldStrata	1	0	0	1	0	0	0	0	0	1186986	1189109	5.740145903	1.137327982	1.137327982	1.02E-06	3.26E-05	6.014835218	6.359946026	5.247855824	4.849505868	Up	DE
MvSl-1064-A1-R4_A1g00327	207	624	MvSl-1064-A2-R4_A2g00818	215	648	Black	OldStrata	4	85.75	367	4	91.75	343	0	-6	24	1199905	1206247	4.13665606	-0.0870173	0.08701726	0.7429086	0.99994992	4.05681556	4.12828782	4.17096423	4.18810673	NON	NON
MvSl-1064-A1-R4_A1g01404	368	1107	MvSl-1064-A2-R4_A2g00821	610	1833	Black	OldStrata	1	71	71	1	0	0	0	71	71	1207176	1208666	2.637666471	-5.516663924	5.516663924	2.10E-31	4.08E-29	-1.56888085	-1.382795818	3.553488082	3.676947153	Down	DE
MvSl-1064-A1-R4_A1g01405	344	1035	MvSl-1064-A2-R4_A2g00822	219	660	Black	OldStrata	2	102	204	5	109	545	-3	-7	-341	1209281	1212345	4.73545644	-0.032796	0.03279596	0.8924428	0.99994992	4.69785243	4.7400315	4.87713036	4.61415143	NON	NON
MvSl-1064-A1-R4_A1g01137	595	1788	MvSl-1064-A2-R4_A2g00825	597	1794	Black	OldStrata	6	77.5	465	6	75.8333	455	0	1.6667	10	1213232	1215281	6.186903311	-0.592036629	0.592036629	0.001899747	0.030020219	5.904194595	5.817848823	6.447413705	6.458396105	Down	DE
MvSl-1064-A1-R4_A1g01154	184	555	MvSl-1064-A2-R4_A2g00832	184	555	Blue	OldStrata	2	191	382	2	191	382	0	0	0	1217849	1218338	7.34548836	-0.0696411	0.06964113	0.72995223	0.99994992	7.19402649	7.41788602	7.43599167	7.32150042	NON	NON
MvSl-1064-A1-R4_A1g01159	424	1275	MvSl-1064-A2-R4_A2g00833	424	1275	Blue	OldStrata	2	180	360	2	180	360	0	0	0	1257109	1257735	7.05567244	0.35785852	0.35785852	0.06060236	0.41882749	7.13993923	7.30204894	6.93987895	6.78736634	NON	NON
MvSl-1064-A1-R4_A1g01160	474	1425	MvSl-1064-A2-R4_A2g00834	473	1422	Blue	OldStrata	5	124.2	621	5	124.2	621	0	0	0	1274366	1278155	7.24373885	0.29922353	0.29922353	0.12429295	0.62877827	7.34131251	7.42818498	7.03299243	7.13787518	NON	NON
MvSl-1064-A1-R4_A1g01161	478	1437	MvSl-1064-A2-R4_A2g00835	390	1173	Blue	OldStrata	3	92	276	3	92	276	0	0	0	1278622	1279107	5.81568097	-0.2321901	0.23219007	0.25919993	0.84190738	5.60124933	5.78370459	5.89412675	5.95950894	NON	NON
MvSl-1064-A1-R4_A1g01162	186	561	MvSl-1064-A2-R4_A2g00836	177	534	Blue	OldStrata	2	68	136	2	68.5	137	0	0.5	1	1294048	1294371	2.364437833	5.639008765	5.639008765	1.34E-25	2.01E-23	3.024213886	3.529926858	-2.271875237	-1.413437522	Up	DE
MvSl-1064-A1-R4_A1g01163	227	684	MvSl-1064-A2-R4_A2g00837	226	681	Blue	OldStrata	4	87	348	4	86.75	347	0	-0.25	-1	1297181	1298512	4.000940946	3.617225151	3.617225151	5.65E-30	9.85E-28	4.932528437	4.816810011	1.222272509	1.393758781	Up	DE
MvSl-1064-A1-R4_A1g01212	922	2769	MvSl-1064-A2-R4_A2g00841	846	2541	Black	OldStrata	7	79.5714	557	6	76.1667	457	1	3.4047	100	1300472	1304579	3.681776849	-1.916759575	1.916759575	3.57E-07	1.23E-05	2.379931553	2.512986091	3.708169298	4.787726912	Down	DE
MvSl-1064-A1-R4_A1g01049	93	282	MvSl-1064-A2-R4_A2g00858	180	543	Centro	Centro	1	45	45	3	87	261	2	42	216	1304949	1306659	5.68079335	0.997497083	0.997497083	2.45E-06	7.38E-05	6.151558982	6.03244923	4.950883604	5.231290704	Up	DE
MvSl-1064-A1-R4_A1g00533	318	957	MvSl-1064-A2-R4_A2g00864	307	924	Black	OldStrata	4	160.667	964	6	107.25	429	-2	53.417	535	1356910	1358431	6.01365558	-0.1120057	0.11200567	0.56436219	0.99268324	5.96221672	5.95127786	6.1115565	6.0242574	NON	NON
MvSl-1064-A1-R4_A1g00534	377	1134	MvSl-1064-A2-R4_A2g00865	377	1134	Black	OldStrata	9	110	990	9	110	990	0	0	0	1360313	1362886	7.63040081	-0.3448068	0.3448068	0.0882569	0.52072864	7.37661712	7.51585356	7.79517301	7.78993464	NON	NON
MvSl-1064-A1-R4_A1g00541	2042	6129	MvSl-1064-A2-R4_A2g00866	2040	6123	Black	OldStrata	3	71.3333	218	3	72.6667	214	0	-1.3334	4	1369568	1370214	6.08750458	-0.1027151	0.10271512	0.68250076	0.99994992	6.19594927	5.85473202	5.73478351	6.45297866	NON	NON
MvSl-1064-A1-R4_A1g00542	390	1173	MvSl-1064-A2-R4_A2g00867	390	1173	Black	OldStrata	4	79.5	318	4	79.5	318	0	0	0	1378554	1381105	5.769783827	1.135990453	1.135990453	4.33E-08	1.67E-06	6.255172849	6.198082282	5.030464746	5.15326876	Up	DE
