gene	haploid	chr	intronnr	intronmean	introntotal	DE_status	Expression
MvSl-1064-A1-R4_A1g01488	A1	bPAR	6	93.8333	563	NON	9.29222
MvSl-1064-A1-R4_A1g01489	A1	bPAR	3	140.333	421	NON	6.04177
MvSl-1064-A1-R4_A1g01494	A1	bPAR	1	42	42	NON	6.2211
MvSl-1064-A1-R4_A1g01495	A1	bPAR	3	70.3333	211	NON	5.28085
MvSl-1064-A1-R4_A1g01496	A1	bPAR	1	0	0	NON	1.8712
MvSl-1064-A1-R4_A1g01497	A1	bPAR	4	107.25	429	NON	5.20441
MvSl-1064-A1-R4_A1g01498	A1	bPAR	4	105.25	421	NON	4.97696
MvSl-1064-A1-R4_A1g01500	A1	bPAR	5	84.4	422	NON	7.94196
MvSl-1064-A1-R4_A1g01501	A1	bPAR	4	106.75	427	NON	6.25275
MvSl-1064-A1-R4_A1g01502	A1	bPAR	3	73.6667	221	NON	7.12027
MvSl-1064-A1-R4_A1g01503	A1	bPAR	1	68	68	NON	3.0383
MvSl-1064-A1-R4_A1g01504	A1	bPAR	1	0	0	NON	0.387319
MvSl-1064-A1-R4_A1g01505	A1	bPAR	3	118.667	356	NON	3.23893
MvSl-1064-A1-R4_A1g01508	A1	bPAR	4	105.5	422	NON	7.87022
MvSl-1064-A1-R4_A1g01509	A1	bPAR	7	108.714	761	NON	6.07762
MvSl-1064-A1-R4_A1g01512	A1	bPAR	5	102.6	513	NON	0.442559
MvSl-1064-A1-R4_A1g01515	A1	bPAR	1	0	0	DE	4.63554
MvSl-1064-A1-R4_C36g01618	A1	aAutosome	2	136	272	NON	5.34363
MvSl-1064-A1-R4_MC01-1g01697	A1	aAutosome	4	143.25	573	NON	1.38411
MvSl-1064-A1-R4_MC01-1g01698	A1	aAutosome	1	227	227	NON	1.42259
MvSl-1064-A1-R4_MC01-1g01699	A1	aAutosome	2	203.5	407	NON	3.71672
MvSl-1064-A1-R4_MC01-1g01701	A1	aAutosome	1	78	78	NON	7.53201
MvSl-1064-A1-R4_MC01-1g01702	A1	aAutosome	1	0	0	NON	2.24253
MvSl-1064-A1-R4_MC01-1g01703	A1	aAutosome	3	78	234	NON	5.08718
MvSl-1064-A1-R4_MC01-1g01704	A1	aAutosome	1	0	0	NON	1.32321
MvSl-1064-A1-R4_MC01-1g01705	A1	aAutosome	4	91	364	NON	4.4233
MvSl-1064-A1-R4_MC01-1g01707	A1	aAutosome	1	79	79	NON	4.57228
MvSl-1064-A1-R4_MC01-1g01708	A1	aAutosome	1	72	72	NON	7.5623
MvSl-1064-A1-R4_MC01-1g01709	A1	aAutosome	7	103	721	NON	5.81092
MvSl-1064-A1-R4_MC01-1g01710	A1	aAutosome	1	78	78	NON	3.40913
MvSl-1064-A1-R4_MC01-1g01711	A1	aAutosome	5	68.8	344	NON	7.18419
MvSl-1064-A1-R4_MC01-1g01712	A1	aAutosome	7	81.1429	568	NON	7.20692
MvSl-1064-A1-R4_MC01-1g01713	A1	aAutosome	1	0	0	NON	3.87133
MvSl-1064-A1-R4_MC01-1g01716	A1	aAutosome	1	107	107	NON	4.05054
MvSl-1064-A1-R4_MC01-1g01717	A1	aAutosome	6	76.8333	461	NON	5.55426
MvSl-1064-A1-R4_MC01-1g01718	A1	aAutosome	1	0	0	NON	4.86244
MvSl-1064-A1-R4_MC01-1g01719	A1	aAutosome	5	92.6	463	NON	1.2481
MvSl-1064-A1-R4_MC01-1g01720	A1	aAutosome	3	125.333	376	NON	6.65284
MvSl-1064-A1-R4_MC01-1g01722	A1	aAutosome	2	138.5	277	NON	0.291202
MvSl-1064-A1-R4_MC01-1g01723	A1	aAutosome	1	95	95	NON	3.12535
MvSl-1064-A1-R4_MC01-1g01724	A1	aAutosome	1	0	0	NON	1.66812
MvSl-1064-A1-R4_MC01-1g01725	A1	aAutosome	3	95	285	NON	5.58305
MvSl-1064-A1-R4_MC01-1g01726	A1	aAutosome	3	143	429	NON	6.74847
MvSl-1064-A1-R4_MC01-1g01727	A1	aAutosome	4	108.75	435	NON	4.51103
MvSl-1064-A1-R4_MC01-1g01728	A1	aAutosome	6	105	630	NON	7.25625
MvSl-1064-A1-R4_MC01-1g01729	A1	aAutosome	2	74.5	149	NON	4.35857
MvSl-1064-A1-R4_MC01-1g01730	A1	aAutosome	3	92.6667	278	NON	4.79476
MvSl-1064-A1-R4_MC01-1g01731	A1	aAutosome	3	189.333	568	NON	10.4914
MvSl-1064-A1-R4_MC01-1g01734	A1	aAutosome	2	71	142	NON	4.0037
MvSl-1064-A1-R4_MC01-1g01735	A1	aAutosome	5	84.8	424	NON	2.50627
MvSl-1064-A1-R4_MC01-1g01737	A1	aAutosome	3	101.333	304	NON	0.596567
MvSl-1064-A1-R4_MC01-1g01738	A1	aAutosome	1	125	125	NON	0.511805
MvSl-1064-A1-R4_MC01-1g01739	A1	aAutosome	1	180	180	NON	3.79176
MvSl-1064-A1-R4_MC01-1g01740	A1	aAutosome	1	0	0	NON	3.00281
MvSl-1064-A1-R4_MC01-1g01741	A1	aAutosome	4	76	304	NON	6.12949
MvSl-1064-A1-R4_MC01-1g01742	A1	aAutosome	4	134.75	539	NON	6.97814
MvSl-1064-A1-R4_MC01-1g01743	A1	aAutosome	3	78.6667	236	NON	6.14839
MvSl-1064-A1-R4_MC01-1g01744	A1	aAutosome	5	90.6	453	NON	7.76724
MvSl-1064-A1-R4_MC01-1g01745	A1	aAutosome	1	115	115	NON	0.840545
MvSl-1064-A1-R4_MC01-1g01746	A1	aAutosome	1	142	142	NON	4.13439
MvSl-1064-A1-R4_MC01-1g01748	A1	aAutosome	2	82.5	165	NON	4.87456
MvSl-1064-A1-R4_MC01-1g01749	A1	aAutosome	2	103	206	NON	2.06941
MvSl-1064-A1-R4_MC01-1g01750	A1	aAutosome	8	70.625	565	NON	4.5525
MvSl-1064-A1-R4_MC01-1g01751	A1	aAutosome	9	77.2222	695	NON	7.72797
MvSl-1064-A1-R4_MC01-1g01752	A1	aAutosome	1	0	0	NON	3.32701
MvSl-1064-A1-R4_MC01-1g01753	A1	aAutosome	1	0	0	NON	4.50651
MvSl-1064-A1-R4_MC01-1g01754	A1	aAutosome	3	92.3333	277	NON	5.0174
MvSl-1064-A1-R4_MC01-1g01755	A1	aAutosome	1	96	96	NON	6.54413
MvSl-1064-A1-R4_MC01-1g01756	A1	aAutosome	4	106.25	425	NON	5.45539
MvSl-1064-A1-R4_MC01-1g01757	A1	aAutosome	2	94.5	189	NON	0.51749
MvSl-1064-A1-R4_MC01-1g01758	A1	aAutosome	5	96	480	NON	3.51906
MvSl-1064-A1-R4_MC01-1g01760	A1	aAutosome	3	94	282	NON	5.68992
MvSl-1064-A1-R4_MC01-1g01761	A1	aAutosome	1	190	190	NON	0.697062
MvSl-1064-A1-R4_MC01-1g01762	A1	aAutosome	1	0	0	NON	2.48403
MvSl-1064-A1-R4_MC01-1g01763	A1	aAutosome	3	94.3333	283	NON	6.12032
MvSl-1064-A1-R4_MC01-1g01764	A1	aAutosome	1	0	0	NON	0.95493
MvSl-1064-A1-R4_MC01-1g01765	A1	aAutosome	4	68.5	274	NON	3.33935
MvSl-1064-A1-R4_MC01-1g01766	A1	aAutosome	5	77	385	NON	6.19495
MvSl-1064-A1-R4_MC01-1g01767	A1	aAutosome	2	88.5	177	NON	6.20124
MvSl-1064-A1-R4_MC01-1g01768	A1	aAutosome	6	78	468	NON	7.83813
MvSl-1064-A1-R4_MC01-1g01769	A1	aAutosome	3	83.6667	251	NON	5.89285
MvSl-1064-A1-R4_MC01-1g01770	A1	aAutosome	6	147.167	883	NON	7.15463
MvSl-1064-A1-R4_MC01-1g01771	A1	aAutosome	7	97	679	NON	7.39731
MvSl-1064-A1-R4_MC01-1g01775	A1	aAutosome	4	55.25	221	NON	6.26086
MvSl-1064-A1-R4_MC01-1g01776	A1	aAutosome	4	100.5	402	NON	2.85727
MvSl-1064-A1-R4_MC01-1g01778	A1	aAutosome	8	83.125	665	NON	0.585451
MvSl-1064-A1-R4_MC01-1g01779	A1	aAutosome	11	87.1818	959	NON	4.06242
MvSl-1064-A1-R4_MC01-1g01780	A1	aAutosome	3	74.6667	224	NON	5.67914
MvSl-1064-A1-R4_MC01-1g01782	A1	aAutosome	3	73	219	NON	6.09002
MvSl-1064-A1-R4_MC01-1g01783	A1	aAutosome	7	96.4286	675	NON	-0.258542
MvSl-1064-A1-R4_MC01-1g01785	A1	aAutosome	1	119	119	NON	1.8484
MvSl-1064-A1-R4_MC01-1g01786	A1	aAutosome	1	73	73	NON	2.57103
MvSl-1064-A1-R4_MC01-1g01788	A1	aAutosome	10	102.7	1027	NON	6.53479
MvSl-1064-A1-R4_MC01-1g01789	A1	aAutosome	5	93.2	466	NON	8.12668
MvSl-1064-A1-R4_MC01-1g01790	A1	aAutosome	9	64.8889	584	NON	6.30488
MvSl-1064-A1-R4_MC01-1g01791	A1	aAutosome	1	0	0	NON	0.968809
MvSl-1064-A1-R4_MC01-1g01792	A1	aAutosome	2	58.5	117	NON	2.60789
MvSl-1064-A1-R4_MC01-1g01794	A1	aAutosome	1	132	132	NON	1.52952
MvSl-1064-A1-R4_MC01-1g01796	A1	aAutosome	3	100.333	301	NON	6.61718
MvSl-1064-A1-R4_MC01-1g01797	A1	aAutosome	3	83.6667	251	NON	4.8636
MvSl-1064-A1-R4_MC01-1g01798	A1	aAutosome	1	0	0	NON	6.28524
MvSl-1064-A1-R4_MC01-1g01799	A1	aAutosome	2	90	180	NON	5.43776
MvSl-1064-A1-R4_MC01-1g01800	A1	aAutosome	2	158	316	NON	7.73704
MvSl-1064-A1-R4_MC01-1g01801	A1	aAutosome	7	79.7143	558	NON	6.70398
MvSl-1064-A1-R4_MC01-1g01802	A1	aAutosome	8	86.5	692	NON	8.89676
MvSl-1064-A1-R4_MC01-1g01803	A1	aAutosome	3	218.667	656	NON	8.16805
MvSl-1064-A1-R4_MC01-1g01804	A1	aAutosome	5	98	490	NON	5.75425
MvSl-1064-A1-R4_MC01-1g01805	A1	aAutosome	6	103.5	621	NON	5.91327
MvSl-1064-A1-R4_MC01-1g01806	A1	aAutosome	7	88	616	NON	7.27982
MvSl-1064-A1-R4_MC01-1g01808	A1	aAutosome	2	71	142	NON	6.57877
MvSl-1064-A1-R4_MC01-1g01809	A1	aAutosome	6	105	630	NON	7.51496
MvSl-1064-A1-R4_MC01-1g01810	A1	aAutosome	2	95.5	191	NON	3.90709
MvSl-1064-A1-R4_MC01-1g01811	A1	aAutosome	1	70	70	NON	4.44038
MvSl-1064-A1-R4_MC01-1g01812	A1	aAutosome	3	243.667	731	NON	6.04646
MvSl-1064-A1-R4_MC01-1g01813	A1	aAutosome	11	79	869	NON	5.92571
MvSl-1064-A1-R4_MC01-1g01814	A1	aAutosome	4	86.75	347	NON	4.59787
MvSl-1064-A1-R4_MC01-1g01816	A1	aAutosome	4	71.5	286	NON	6.8728
MvSl-1064-A1-R4_MC01-1g01817	A1	aAutosome	12	76.25	915	NON	7.26865
MvSl-1064-A1-R4_MC01-1g01818	A1	aAutosome	5	74.8	374	NON	6.06997
MvSl-1064-A1-R4_MC01-1g01819	A1	aAutosome	8	76.375	611	NON	6.79817
MvSl-1064-A1-R4_MC01-1g01820	A1	aAutosome	2	74	148	NON	5.72069
MvSl-1064-A1-R4_MC01-1g01821	A1	aAutosome	1	70	70	NON	10.2704
MvSl-1064-A1-R4_MC01-1g01822	A1	aAutosome	11	73.2727	806	NON	6.73621
MvSl-1064-A1-R4_MC01-1g01823	A1	aAutosome	1	59	59	NON	6.96952
MvSl-1064-A1-R4_MC01-1g01824	A1	aAutosome	5	75.8	379	NON	7.50493
MvSl-1064-A1-R4_MC01-1g01826	A1	aAutosome	3	75	225	NON	1.63916
MvSl-1064-A1-R4_MC01-1g01827	A1	aAutosome	2	79	158	NON	3.58755
MvSl-1064-A1-R4_MC01-1g01828	A1	aAutosome	2	64.5	129	NON	5.43512
MvSl-1064-A1-R4_MC01-1g01829	A1	aAutosome	2	49.5	99	DE	4.2018
MvSl-1064-A1-R4_MC01-1g01830	A1	aAutosome	2	85	170	NON	4.70906
MvSl-1064-A1-R4_MC01-1g01834	A1	aAutosome	4	96	384	NON	0.821665
MvSl-1064-A1-R4_MC01-1g01840	A1	aAutosome	7	97.8571	685	NON	3.95641
MvSl-1064-A1-R4_MC01-1g01841	A1	aAutosome	4	69	276	NON	5.83202
MvSl-1064-A1-R4_MC01-1g01843	A1	aAutosome	9	78.3333	705	NON	0.025355
MvSl-1064-A1-R4_MC01-1g01844	A1	aAutosome	10	109.3	1093	NON	4.98398
MvSl-1064-A1-R4_MC01-1g01845	A1	aAutosome	5	81.8	409	NON	6.4692
MvSl-1064-A1-R4_MC01-1g01846	A1	aAutosome	9	67.3333	606	NON	7.75854
MvSl-1064-A1-R4_MC01-1g01849	A1	aAutosome	2	206.5	413	NON	7.53364
MvSl-1064-A1-R4_MC01-1g01850	A1	aAutosome	4	68.75	275	NON	3.63684
MvSl-1064-A1-R4_MC01-1g01851	A1	aAutosome	3	104	312	NON	6.31278
MvSl-1064-A1-R4_MC01-1g01852	A1	aAutosome	3	140.333	421	NON	5.89167
MvSl-1064-A1-R4_MC01-1g01853	A1	aAutosome	3	80.6667	242	NON	6.28042
MvSl-1064-A1-R4_MC01-1g01854	A1	aAutosome	6	85.6667	514	NON	2.52239
MvSl-1064-A1-R4_MC01-1g01855	A1	aAutosome	9	105.778	952	NON	7.22927
MvSl-1064-A1-R4_MC01-1g01856	A1	aAutosome	3	99.6667	299	NON	6.978
MvSl-1064-A1-R4_MC01-1g01857	A1	aAutosome	5	70.8	354	NON	3.6081
MvSl-1064-A1-R4_MC01-1g01858	A1	aAutosome	2	95	190	NON	3.35262
MvSl-1064-A1-R4_MC01-1g01859	A1	aAutosome	3	104	312	NON	8.35072
MvSl-1064-A1-R4_MC01-1g01860	A1	aAutosome	4	69.75	279	NON	5.96836
MvSl-1064-A1-R4_MC01-1g01861	A1	aAutosome	2	74	148	NON	8.41234
MvSl-1064-A1-R4_MC01-1g01862	A1	aAutosome	3	84	252	NON	7.794
MvSl-1064-A1-R4_MC01-1g01863	A1	aAutosome	4	81.5	326	NON	6.21698
MvSl-1064-A1-R4_MC01-1g01864	A1	aAutosome	2	79.5	159	NON	5.2536
MvSl-1064-A1-R4_MC01-1g01865	A1	aAutosome	1	0	0	NON	4.95406
MvSl-1064-A1-R4_MC01-1g01867	A1	aAutosome	4	66	264	NON	5.8844
MvSl-1064-A1-R4_MC01-1g01868	A1	aAutosome	1	0	0	NON	5.47431
MvSl-1064-A1-R4_MC01-1g01869	A1	aAutosome	2	80	160	NON	5.97067
MvSl-1064-A1-R4_MC01-1g01870	A1	aAutosome	7	80	560	NON	8.46182
MvSl-1064-A1-R4_MC01-1g01871	A1	aAutosome	4	120.25	481	NON	6.41165
MvSl-1064-A1-R4_MC01-1g01872	A1	aAutosome	2	84.5	169	NON	6.32771
MvSl-1064-A1-R4_MC01-1g01873	A1	aAutosome	1	0	0	NON	6.94147
MvSl-1064-A1-R4_MC01-1g01874	A1	aAutosome	5	84	420	NON	6.61983
MvSl-1064-A1-R4_MC01-1g01875	A1	aAutosome	5	89.8	449	NON	7.79358
MvSl-1064-A1-R4_MC01-1g01876	A1	aAutosome	5	67.6	338	NON	8.74138
MvSl-1064-A1-R4_MC01-1g01877	A1	aAutosome	2	73	146	NON	4.32809
MvSl-1064-A1-R4_MC01-1g01878	A1	aAutosome	5	100.8	504	NON	6.50604
MvSl-1064-A1-R4_MC01-1g01879	A1	aAutosome	6	74.8333	449	NON	4.08523
MvSl-1064-A1-R4_MC01-1g01880	A1	aAutosome	3	94.6667	284	NON	7.86211
MvSl-1064-A1-R4_MC01-1g01881	A1	aAutosome	5	79	395	NON	7.09469
MvSl-1064-A1-R4_MC01-1g01882	A1	aAutosome	3	83.6667	251	NON	6.04934
MvSl-1064-A1-R4_MC01-1g01883	A1	aAutosome	3	73	219	NON	4.48683
MvSl-1064-A1-R4_MC01-1g01884	A1	aAutosome	5	63.4	317	NON	5.17536
MvSl-1064-A1-R4_MC01-1g01885	A1	aAutosome	1	72	72	NON	5.95373
MvSl-1064-A1-R4_MC01-1g01886	A1	aAutosome	18	76.9444	1385	NON	7.24125
MvSl-1064-A1-R4_MC01-1g01887	A1	aAutosome	1	68	68	NON	9.51328
MvSl-1064-A1-R4_MC01-1g01888	A1	aAutosome	1	87	87	NON	5.76829
MvSl-1064-A1-R4_MC01-1g01889	A1	aAutosome	5	124.4	622	NON	6.838
MvSl-1064-A1-R4_MC01-1g01890	A1	aAutosome	3	69.3333	208	NON	5.57455
MvSl-1064-A1-R4_MC01-1g01891	A1	aAutosome	2	78.5	157	NON	2.71745
MvSl-1064-A1-R4_MC01-1g01892	A1	aAutosome	1	119	119	NON	2.52764
MvSl-1064-A1-R4_MC01-1g01893	A1	aAutosome	2	78	156	NON	6.41595
MvSl-1064-A1-R4_MC01-1g01894	A1	aAutosome	1	0	0	NON	8.47736
MvSl-1064-A1-R4_MC01-1g01895	A1	aAutosome	2	102.5	205	NON	6.12717
MvSl-1064-A1-R4_MC01-1g01896	A1	aAutosome	2	76.5	153	NON	5.21357
MvSl-1064-A1-R4_MC01-1g01897	A1	aAutosome	4	62.75	251	NON	7.08298
MvSl-1064-A1-R4_MC01-1g01898	A1	aAutosome	1	107	107	NON	3.87139
MvSl-1064-A1-R4_MC01-1g01899	A1	aAutosome	3	202.333	607	NON	8.16624
MvSl-1064-A1-R4_MC01-1g01900	A1	aAutosome	2	101.5	203	NON	4.89546
MvSl-1064-A1-R4_MC01-1g01901	A1	aAutosome	3	68.6667	206	NON	6.06957
MvSl-1064-A1-R4_MC01-1g01902	A1	aAutosome	2	73	146	NON	6.59174
MvSl-1064-A1-R4_MC01-1g01903	A1	aAutosome	6	82.8333	497	NON	-0.360923
MvSl-1064-A1-R4_MC01-1g01904	A1	aAutosome	5	89.6	448	NON	6.10088
MvSl-1064-A1-R4_MC01-1g01905	A1	aAutosome	3	88.3333	265	NON	6.90929
MvSl-1064-A1-R4_MC01-1g01906	A1	aAutosome	15	100.467	1507	NON	8.09621
MvSl-1064-A1-R4_MC01-1g01907	A1	aAutosome	9	77.5556	698	NON	6.50039
MvSl-1064-A1-R4_MC01-1g01909	A1	aAutosome	1	74	74	NON	2.68593
MvSl-1064-A1-R4_MC01-1g01910	A1	aAutosome	1	48	48	NON	2.73894
MvSl-1064-A1-R4_MC01-1g01911	A1	aAutosome	6	66.3333	398	NON	2.75824
MvSl-1064-A1-R4_MC01-1g01912	A1	aAutosome	4	100.25	401	NON	5.88284
MvSl-1064-A1-R4_MC01-1g01913	A1	aAutosome	12	78.75	945	NON	7.73876
MvSl-1064-A1-R4_MC01-1g01915	A1	aAutosome	4	73	292	NON	5.84941
MvSl-1064-A1-R4_MC01-1g01916	A1	aAutosome	4	65	260	NON	5.4151
MvSl-1064-A1-R4_MC01-1g01917	A1	aAutosome	5	63.2	316	NON	6.54584
MvSl-1064-A1-R4_MC01-1g01918	A1	aAutosome	2	66.5	133	NON	6.61092
MvSl-1064-A1-R4_MC01-1g01919	A1	aAutosome	5	118	590	NON	8.91278
MvSl-1064-A1-R4_MC01-1g01921	A1	aAutosome	5	197.2	986	NON	6.56467
MvSl-1064-A1-R4_MC01-1g01922	A1	aAutosome	7	75.1429	526	NON	5.96614
MvSl-1064-A1-R4_MC01-1g01923	A1	aAutosome	8	115.875	927	NON	6.93216
MvSl-1064-A1-R4_MC01-1g01924	A1	aAutosome	1	80	80	NON	6.54345
MvSl-1064-A1-R4_MC01-1g01925	A1	aAutosome	5	147.2	736	NON	7.33215
MvSl-1064-A1-R4_MC01-1g01926	A1	aAutosome	1	427	427	NON	4.15707
MvSl-1064-A1-R4_MC01-1g01927	A1	aAutosome	9	76.3333	687	NON	5.44353
MvSl-1064-A1-R4_MC01-1g01928	A1	aAutosome	6	85.3333	512	NON	8.07129
MvSl-1064-A1-R4_MC01-1g01929	A1	aAutosome	7	122.429	857	NON	4.25028
MvSl-1064-A1-R4_MC01-1g01931	A1	aAutosome	5	102.2	511	NON	5.00304
MvSl-1064-A1-R4_MC01-1g01932	A1	aAutosome	3	65	195	NON	6.1816
MvSl-1064-A1-R4_MC01-1g01933	A1	aAutosome	1	0	0	NON	6.77667
MvSl-1064-A1-R4_MC01-1g01934	A1	aAutosome	3	103	309	NON	6.1692
MvSl-1064-A1-R4_MC01-1g01935	A1	aAutosome	7	118.286	828	NON	6.88102
MvSl-1064-A1-R4_MC01-1g01936	A1	aAutosome	1	80	80	NON	5.84287
MvSl-1064-A1-R4_MC01-1g01937	A1	aAutosome	1	0	0	NON	3.11253
MvSl-1064-A1-R4_MC01-1g01938	A1	aAutosome	4	158.75	635	NON	7.91224
MvSl-1064-A1-R4_MC01-1g01939	A1	aAutosome	5	78.8	394	NON	5.6479
MvSl-1064-A1-R4_MC01-1g01940	A1	aAutosome	2	114.5	229	NON	5.78387
MvSl-1064-A1-R4_MC01-1g01941	A1	aAutosome	3	107	321	NON	6.58117
MvSl-1064-A1-R4_MC01-1g01942	A1	aAutosome	4	89.25	357	NON	4.67129
MvSl-1064-A1-R4_MC01-1g01943	A1	aAutosome	4	202.75	811	NON	6.67574
MvSl-1064-A1-R4_MC01-1g01944	A1	aAutosome	9	85.2222	767	NON	5.98178
MvSl-1064-A1-R4_MC01-1g01945	A1	aAutosome	13	80	1040	NON	7.26472
MvSl-1064-A1-R4_MC01-1g01946	A1	aAutosome	7	93.8571	657	NON	4.21567
MvSl-1064-A1-R4_MC01-1g01947	A1	aAutosome	3	84	252	NON	6.39629
MvSl-1064-A1-R4_MC01-1g01948	A1	aAutosome	3	104.667	314	NON	6.35822
MvSl-1064-A1-R4_MC01-1g01949	A1	aAutosome	3	84	252	NON	5.84737
MvSl-1064-A1-R4_MC01-1g01950	A1	aAutosome	7	121.143	848	NON	3.48932
MvSl-1064-A1-R4_MC01-1g01951	A1	aAutosome	6	95.1667	571	NON	6.09933
MvSl-1064-A1-R4_MC01-1g01952	A1	aAutosome	2	185	370	DE	7.42216
MvSl-1064-A1-R4_MC01-1g01953	A1	aAutosome	2	68	136	NON	6.05821
MvSl-1064-A1-R4_MC01-1g01954	A1	aAutosome	5	80.6	403	NON	6.21718
MvSl-1064-A1-R4_MC01-1g01955	A1	aAutosome	2	85	170	NON	8.85626
MvSl-1064-A1-R4_MC01-1g01956	A1	aAutosome	1	0	0	NON	2.79834
MvSl-1064-A1-R4_MC01-1g01957	A1	aAutosome	3	178	534	DE	6.50895
MvSl-1064-A1-R4_MC01-1g01958	A1	aAutosome	1	60	60	NON	6.36243
MvSl-1064-A1-R4_MC01-1g01959	A1	aAutosome	5	90.8	454	NON	6.26937
MvSl-1064-A1-R4_MC01-1g01960	A1	aAutosome	2	178	356	NON	4.76025
MvSl-1064-A1-R4_MC01-1g01961	A1	aAutosome	1	0	0	NON	4.56619
MvSl-1064-A1-R4_MC01-1g01962	A1	aAutosome	6	117.333	704	NON	6.24939
MvSl-1064-A1-R4_MC01-1g01963	A1	aAutosome	1	0	0	NON	5.23566
MvSl-1064-A1-R4_MC01-1g01964	A1	aAutosome	1	0	0	NON	3.64537
MvSl-1064-A1-R4_MC01-1g01965	A1	aAutosome	5	85.8	429	NON	3.54821
MvSl-1064-A1-R4_MC01-1g01966	A1	aAutosome	1	93	93	NON	5.42517
MvSl-1064-A1-R4_MC01-1g01967	A1	aAutosome	3	74.3333	223	NON	5.38809
MvSl-1064-A1-R4_MC01-1g01968	A1	aAutosome	6	86.8333	521	NON	6.42413
MvSl-1064-A1-R4_MC01-1g01969	A1	aAutosome	2	98	196	NON	7.30299
MvSl-1064-A1-R4_MC01-1g01970	A1	aAutosome	1	0	0	DE	5.7244
MvSl-1064-A1-R4_MC01-1g01971	A1	aAutosome	1	105	105	NON	0.650654
MvSl-1064-A1-R4_MC01-1g01972	A1	aAutosome	14	65.7143	920	NON	7.49046
MvSl-1064-A1-R4_MC01-1g01973	A1	aAutosome	3	75.3333	226	NON	6.89312
MvSl-1064-A1-R4_MC01-1g01974	A1	aAutosome	6	63.5	381	NON	7.13759
MvSl-1064-A1-R4_MC01-1g01975	A1	aAutosome	9	71	639	NON	5.91118
MvSl-1064-A1-R4_MC01-1g01976	A1	aAutosome	1	0	0	NON	4.64668
MvSl-1064-A1-R4_MC01-1g01977	A1	aAutosome	3	63.3333	190	NON	3.3312
MvSl-1064-A1-R4_MC01-1g01978	A1	aAutosome	1	163	163	NON	4.23878
MvSl-1064-A1-R4_MC01-1g01982	A1	aAutosome	1	0	0	NON	3.14862
MvSl-1064-A1-R4_MC01-1g01983	A1	aAutosome	1	0	0	NON	1.08712
MvSl-1064-A1-R4_MC01-1g01984	A1	aAutosome	2	126.5	253	NON	7.16435
MvSl-1064-A1-R4_MC01-1g01985	A1	aAutosome	4	86.5	346	NON	6.49654
MvSl-1064-A1-R4_MC01-1g01986	A1	aAutosome	2	219.5	439	NON	0.949517
MvSl-1064-A1-R4_MC01-1g01987	A1	aAutosome	4	209	836	NON	9.9458
MvSl-1064-A1-R4_MC01-1g01988	A1	aAutosome	6	102.667	616	NON	9.863
MvSl-1064-A1-R4_MC01-1g01989	A1	aAutosome	6	77.8333	467	NON	3.54707
MvSl-1064-A1-R4_MC01-1g01990	A1	aAutosome	1	100	100	NON	5.66847
MvSl-1064-A1-R4_MC01-1g01992	A1	aAutosome	5	67.8	339	NON	7.38976
MvSl-1064-A1-R4_MC01-1g01993	A1	aAutosome	10	111.7	1117	NON	9.33498
MvSl-1064-A1-R4_MC01-1g01994	A1	aAutosome	1	0	0	NON	0.565591
MvSl-1064-A1-R4_MC01-1g01995	A1	aAutosome	6	81	486	NON	4.68781
MvSl-1064-A1-R4_MC01-1g01997	A1	aAutosome	4	83	332	NON	3.73303
MvSl-1064-A1-R4_MC01-1g01998	A1	aAutosome	3	75.3333	226	NON	9.07654
MvSl-1064-A1-R4_MC01-1g01999	A1	aAutosome	1	161	161	NON	11.6558
MvSl-1064-A1-R4_MC01-1g02000	A1	aAutosome	1	89	89	NON	7.05336
MvSl-1064-A1-R4_MC01-1g02001	A1	aAutosome	2	69	138	NON	5.55428
MvSl-1064-A1-R4_MC01-1g02002	A1	aAutosome	5	76.4	382	NON	6.13895
MvSl-1064-A1-R4_MC01-1g02003	A1	aAutosome	2	59	118	NON	6.31126
MvSl-1064-A1-R4_MC01-1g02005	A1	aAutosome	3	68.6667	206	NON	0.459505
MvSl-1064-A1-R4_MC01-1g02007	A1	aAutosome	5	76.8	384	NON	4.78459
MvSl-1064-A1-R4_MC01-1g02008	A1	aAutosome	4	62.75	251	NON	7.49658
MvSl-1064-A1-R4_MC01-1g02009	A1	aAutosome	1	172	172	NON	7.89882
MvSl-1064-A1-R4_MC01-1g02010	A1	aAutosome	13	102.923	1338	NON	8.64508
MvSl-1064-A1-R4_MC01-1g02011	A1	aAutosome	9	69	621	NON	8.88346
MvSl-1064-A1-R4_MC01-1g02012	A1	aAutosome	1	0	0	NON	1.24804
MvSl-1064-A1-R4_MC01-1g02013	A1	aAutosome	2	158.5	317	NON	7.03594
MvSl-1064-A1-R4_MC01-1g02014	A1	aAutosome	4	89	356	NON	3.63146
MvSl-1064-A1-R4_MC01-1g02015	A1	aAutosome	1	245	245	NON	6.41516
MvSl-1064-A1-R4_MC01-1g02016	A1	aAutosome	5	87.2	436	NON	4.40218
MvSl-1064-A1-R4_MC01-1g02017	A1	aAutosome	4	107.75	431	NON	6.65096
MvSl-1064-A1-R4_MC01-1g02018	A1	aAutosome	1	89	89	NON	5.33817
MvSl-1064-A1-R4_MC01-1g02019	A1	aAutosome	2	97	194	NON	4.36552
MvSl-1064-A1-R4_MC01-1g02020	A1	aAutosome	1	89	89	NON	6.08587
