genea2	dna2	dna2se	dsa2	dsa2se	dndsa2	chr	chrom	DE	genea1	dna1	dna1se	dsa1	dsa1se	dndsa1
MvSl-1064-A2-R4_MC01g02176	0.0032	0.0032	0.02622	0.01523	0.12204	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01895	0.0032	0.00319	0.02622	0.01523	0.122044
MvSl-1064-A2-R4_MC01g02177	0.00255	0.00114	0.00321	0.00184	0.794145	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01896	0.00255	0.00115	0.00321	0.00187	0.794368
MvSl-1064-A2-R4_MC01g02181	0.00804	0.00404	0.02484	0.01125	0.323658	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01900	0.00804	0.00404	0.02484	0.01125	0.32367
MvSl-1064-A2-R4_MC01g02184	0.00612	0.00443	0.02636	0.01918	0.232161	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01903	0.00612	0.00443	0.02636	0.01918	0.232169
MvSl-1064-A2-R4_MC01g02186	0.00474	0.00213	0.00662	0.00384	0.715904	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01905	0.00474	0.00212	0.00662	0.00383	0.716001
MvSl-1064-A2-R4_MC01g02187	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01906	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC01g02193	0.00528	0.00374	0.00659	0.0066	0.801092	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01912	0.00528	0.00375	0.00659	0.00661	0.801202
MvSl-1064-A2-R4_MC01g02199	0.0027	0.00135	0.00559	0.00279	0.482919	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01918	0.0027	0.00135	0.00559	0.0028	0.482997
MvSl-1064-A2-R4_MC01g02202	0.00695	0.00494	0.01539	0.01099	0.451563	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01921	0.00695	0.00495	0.01539	0.01101	0.451589
MvSl-1064-A2-R4_MC01g02204	0.00001	0	0.0116	0.00115	0.000861995	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01923	0.00001	0	0.0116	0	0.000862062
MvSl-1064-A2-R4_MC01g02205	0.00287	0.00206	0.01317	0.00771	0.217903	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01924	0.00287	0.00205	0.01317	0.00768	0.217918
MvSl-1064-A2-R4_MC01g02206	0.0035	0.00157	0.00829	0.00371	0.422144	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01925	0.0035	0.00157	0.00829	0.00372	0.42219
MvSl-1064-A2-R4_MC01g02207	0.01001	0.00505	0.01699	0.00993	0.589135	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01926	0.01001	0.00505	0.01699	0.00994	0.589167
MvSl-1064-A2-R4_MC01g02213	0.00265	0.00084	0.01131	0.0036	0.234285	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01932	0.00265	0.00153	0.01131	0.0043	0.234304
MvSl-1064-A2-R4_MC01g02215	0.00321	0.00144	0.01086	0.00445	0.295553	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01934	0.00321	0.00144	0.01086	0.00446	0.295577
MvSl-1064-A2-R4_MC01g02216	0.00442	0.00257	0.00705	0.00503	0.626861	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01935	0.00442	0.00256	0.00705	0.00501	0.626941
MvSl-1064-A2-R4_MC01g02217	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01936	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC01g02220	0.00768	0.00545	0.00743	0.00744	1.03351	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01939	0.00768	0.0054	0.00743	0.00731	1.03363
MvSl-1064-A2-R4_MC01g02221	0.00673	0.00392	0.02294	0.01162	0.293361	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01940	0.00673	0.00392	0.02294	0.01161	0.293373
MvSl-1064-A2-R4_MC01g02224	0.00417	0.00295	0.00004	0	101.707	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01943	0.00417	0.00296	0.00004	0.00017	103.99
MvSl-1064-A2-R4_MC01g02229	0	0.00004	0.00002	0.01399	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01948	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC01g02232	0.00105	0.00105	0.01093	0.00491	0.0960571	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01951	0.00105	0.00046	0.01093	0.00442	0.096065
MvSl-1064-A2-R4_MC01g02234	0.00605	0.00431	0.0074	0.00748	0.817457	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01953	0.00605	0.00428	0.0074	0.00739	0.817557
MvSl-1064-A2-R4_MC01g02235	0.01183	0.00595	0.01352	0.00961	0.874935	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01954	0.01183	0.00595	0.01352	0.00962	0.874994
MvSl-1064-A2-R4_MC01g02237	0.00633	0.00452	0.00006	0.0021	103.77	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01956	0.00633	0.00448	0.00006	0	105.324
MvSl-1064-A2-R4_MC01g02246	0.01052	0.00609	0.00804	0.00803	1.30829	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01965	0.01052	0.00608	0.00804	0.00798	1.30844
MvSl-1064-A2-R4_MC01g02247	0.00204	0.00118	0.00888	0.00365	0.229704	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01966	0.00204	0.00118	0.00888	0.00364	0.229727
MvSl-1064-A2-R4_MC01g02248	0.00128	0.00128	0.00313	0.00313	0.408815	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01967	0.00128	0.00127	0.00313	0.0031	0.408933
MvSl-1064-A2-R4_MC01g02253	0.00485	0.00185	0.01502	0.00538	0.322881	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01972	0.00485	0.00185	0.01502	0.00538	0.322901
MvSl-1064-A2-R4_MC01g02255	0.0047	0.00073	0.01053	0.0016	0.446301	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01974	0.0047	0.00239	0.01053	0.00536	0.44634
MvSl-1064-A2-R4_MC01g02266	0.0137	0.00436	0.02304	0.00879	0.594592	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01985	0.0137	0.00436	0.02304	0.00879	0.594615
MvSl-1064-A2-R4_MC01g02268	0.00676	0.00294	0.00656	0.0043	1.03033	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g01987	0.00676	0.0029	0.00656	0.00415	1.03047
MvSl-1064-A2-R4_MC01g02281	0.00378	0.0019	0.01353	0.00557	0.279359	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02000	0.00378	0.0019	0.01353	0.00557	0.279377
MvSl-1064-A2-R4_MC01g02292	0.00664	0.00472	0.00007	0.0004	93.5211	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02011	0.00664	0.00471	0.00007	0	94.7218
MvSl-1064-A2-R4_MC01g02298	0.00001	0	0.00737	0.00035	0.00135667	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02017	0.00001	0.00005	0.00737	0.00752	0.00135683
MvSl-1064-A2-R4_MC01g02299	0.00199	0.00115	0.00291	0.00205	0.683614	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02018	0.00199	0.00115	0.00291	0.00205	0.683825
MvSl-1064-A2-R4_MC01g02301	0.00085	0.00085	0.007	0.00351	0.121411	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02020	0.00085	0.00085	0.007	0.00352	0.121427
MvSl-1064-A2-R4_MC01g02310	0.00178	0.00178	0.00002	0.00008	84.7619	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02029	0.00178	0.00178	0.00002	0.00008	88.5572
MvSl-1064-A2-R4_MC01g02313	0.007	0.00405	0.00007	0.00022	98.5915	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02032	0.007	0.00405	0.00007	0.00025	99.8573
MvSl-1064-A2-R4_MC01g02314	0.01208	0.00495	0.01004	0.00711	1.20307	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02033	0.01208	0.00495	0.01004	0.0071	1.20318
MvSl-1064-A2-R4_MC01g02320	0.00479	0.00215	0.01184	0.00532	0.404527	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02039	0.00479	0.00215	0.01184	0.00533	0.404557
MvSl-1064-A2-R4_MC01g02334	0.00438	0.00309	0.00391	0.00388	1.11992	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02053	0.00438	0.00312	0.00391	0.00395	1.12018
MvSl-1064-A2-R4_MC01g02335	0	0	0.00461	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02054	0	0	0.00461	0	0
MvSl-1064-A2-R4_MC01g02336	0.00002	0	0.02462	0.00464	0.000812315	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02055	0.00002	0	0.02462	0.00466	0.000812344
MvSl-1064-A2-R4_MC01g02337	0.01065	0.00483	0.00674	0.00334	1.57988	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02056	0.01065	0.00509	0.00674	0.00453	1.5801
MvSl-1064-A2-R4_MC01g02338	0.00519	0.00257	0.00265	0.00255	1.95775	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02057	0.00519	0.00256	0.00265	0.0025	1.95842
MvSl-1064-A2-R4_MC01g02341	0.00162	0.00162	0.00515	0.00516	0.314502	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02060	0.00272	0.00193	0.01545	0.00776	0.176051
MvSl-1064-A2-R4_MC01g02343	0.00002	0	0.02267	0.0019	0.000882184	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02062	0.00002	0	0.02267	0.00177	0.000882219
MvSl-1064-A2-R4_MC01g02348	0.00386	0.00224	0.00004	0.0002	94.1463	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02067	0.00386	0.00224	0.00004	0.00017	96.2594
MvSl-1064-A2-R4_MC01g02349	0.00288	0.00166	0.00866	0.00434	0.332525	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02068	0.00815	0.00577	0.00008	0.00044	101.748
MvSl-1064-A2-R4_MC01g02353	0.00113	0.00113	0.00308	0.00308	0.366764	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02072	0.00113	0.00113	0.00308	0.00309	0.366871
MvSl-1064-A2-R4_MC01g02354	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02073	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC01g02362	0.0044	0.00309	0.00742	0.0073	0.592912	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02081	0.0044	0.00311	0.00742	0.00739	0.592984
MvSl-1064-A2-R4_MC01g02383	0.00003	0	0.03375	0.00469	0.000888863	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02102	0.00003	0	0.03375	0.0046	0.000888886
MvSl-1064-A2-R4_MC01g02384	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02103	0	0.00002	0.00002	0	0
MvSl-1064-A2-R4_MC01g02386	0.00575	0.00257	0.0092	0.00532	0.624932	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02105	0.00575	0.00258	0.0092	0.00532	0.624993
MvSl-1064-A2-R4_MC01g02390	0.00199	0.002	0.0081	0.00817	0.245649	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02109	0.00199	0.002	0.0081	0.00815	0.245676
MvSl-1064-A2-R4_MC01g02392	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02111	0	0.00004	0.00001	0.01645	0
MvSl-1064-A2-R4_MC01g02396	0.00207	0.00207	0.00549	0.0039	0.376981	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02115	0.00207	0.00207	0.00549	0.0039	0.377042
MvSl-1064-A2-R4_MC01g02403	0.00877	0.00334	0.00643	0.00458	1.36371	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02122	0.00877	0.00333	0.00643	0.00457	1.3639
MvSl-1064-A2-R4_MC01g02405	0.00363	0.00364	0.00004	0	88.5366	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02124	0.00363	0.00364	0.00004	0.00014	90.5237
MvSl-1064-A2-R4_MC01g02408	0.00231	0.00232	0.01802	0.00911	0.128184	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02127	0.00231	0.00232	0.01802	0.00911	0.12819
MvSl-1064-A2-R4_MC01g02410	0.00197	0.00197	0.00002	0.00006	93.8095	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02129	0.00197	0.00197	0.00002	0.00005	98.01
MvSl-1064-A2-R4_MC01g02412	0.00438	0.00252	0.00374	0.00369	1.17081	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02131	0.00438	0.00252	0.00374	0.00368	1.17109
MvSl-1064-A2-R4_MC01g02422	0.00244	0.00174	0.01208	0.00704	0.20197	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02141	0.00244	0.00174	0.01208	0.00704	0.201985
MvSl-1064-A2-R4_MC01g02429	0.00883	0.00443	0.00009	0.00076	97.033	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02148	0.00883	0.00443	0.00009	0.00079	98.0022
MvSl-1064-A2-R4_MC01g02438	0.00001	0	0.00715	0.00047	0.00139841	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02157	0.00001	0	0.00715	0.00047	0.00139858
MvSl-1064-A2-R4_MC01g02440	0.00304	0.00305	0.0548	0.02504	0.0554734	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02159	0.00304	0.00306	0.0548	0.02504	0.0554744
MvSl-1064-A2-R4_MC01g02442	0.00203	0.00143	0.00541	0.00382	0.375162	aAutosome	aAutosome	Up	MvSl-1064-A1-R4_MC01-1g02161	0.00203	0.00143	0.00541	0.00382	0.375224
MvSl-1064-A2-R4_MC01g02444	0.00304	0.00216	0.02042	0.01189	0.148866	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02163	0.00304	0.00216	0.02042	0.01189	0.148873
MvSl-1064-A2-R4_MC01g02445	0.00911	0.0053	0.00009	0.00005	100.11	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02164	0.00911	0.0053	0.00009	0.00078	101.11
MvSl-1064-A2-R4_MC01g02448	0.01263	0.00733	0.00013	0.0004	96.4122	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02167	0.01263	0.00733	0.00013	0.00058	97.0792
MvSl-1064-A2-R4_MC01g02465	0.00407	0.00289	0.01152	0.0082	0.353268	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02183	0.00407	0.00289	0.01152	0.00819	0.353296
MvSl-1064-A2-R4_MC01g02471	0.00203	0.00204	0.02169	0.01261	0.0935872	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02189	0.00203	0.00204	0.02169	0.01261	0.0935911
MvSl-1064-A2-R4_MC01g02473	0.00523	0.00166	0.00574	0.00258	0.910991	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02191	0.00523	0.00166	0.00574	0.00257	0.911134
MvSl-1064-A2-R4_MC01g02474	0.00388	0.0039	0.00932	0.00936	0.416264	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02192	0.00388	0.00389	0.00932	0.00934	0.416305
MvSl-1064-A2-R4_MC01g02477	0.0068	0.00257	0.00851	0.00381	0.798966	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02195	0.0068	0.00258	0.00851	0.00382	0.799051
MvSl-1064-A2-R4_MC01g02478	0.0049	0.00174	0.01018	0.00386	0.481289	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02196	0.0049	0.00174	0.01018	0.00386	0.481331
MvSl-1064-A2-R4_MC01g02480	0.0079	0.0056	0.00008	0	97.5309	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02198	0.0079	0.0056	0.00008	0.00039	98.6267
MvSl-1064-A2-R4_MC01g02485	0.00161	0.00161	0.00756	0.00537	0.212935	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02203	0.00161	0.00088	0.00756	0.0045	0.21296
MvSl-1064-A2-R4_MC01g02491	0.00511	0.00296	0.0086	0.0061	0.594117	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02209	0.00511	0.00295	0.0086	0.00608	0.594179
MvSl-1064-A2-R4_MC01g02492	0	0	0.00373	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02210	0	0	0.00373	0	0
MvSl-1064-A2-R4_MC01g02498	0.00546	0.00387	0.00006	0.00024	89.5082	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02216	0.00546	0.00387	0.00006	0	90.8486
MvSl-1064-A2-R4_MC01g02502	0.00316	0.00159	0.00922	0.00415	0.342696	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02220	0.00316	0.00158	0.00922	0.00414	0.342729
MvSl-1064-A2-R4_MC01g02506	0.00873	0.00291	0.00611	0.00352	1.42857	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02224	0.00873	0.00291	0.00611	0.0035	1.42878
MvSl-1064-A2-R4_MC01g02509	0.00681	0.00395	0.00912	0.00529	0.746629	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02227	0.00681	0.00485	0.00912	0.0092	0.746702
MvSl-1064-A2-R4_MC01g02513	0.00382	0.00383	0.00004	0.00004	93.1707	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02231	0.00382	0.00383	0.00004	0	95.2618
MvSl-1064-A2-R4_MC01g02515	0	0.00051	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02233	0	0.00004	0.00002	0	0
MvSl-1064-A2-R4_MC01g02516	0.0044	0.00147	0.01183	0.00376	0.371904	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02234	0.0044	0.00147	0.01183	0.00377	0.371933
MvSl-1064-A2-R4_MC01g02518	0.01072	0.00404	0.00307	0.00291	3.49072	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02236	0.01072	0.00408	0.00307	0.00309	3.49174
MvSl-1064-A2-R4_MC01g02523	0.00494	0.00285	0.00715	0.00505	0.690812	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02241	0.00494	0.00284	0.00715	0.00504	0.690899
MvSl-1064-A2-R4_MC01g02526	0.00662	0.00469	0.00807	0.00808	0.820221	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02244	0.00662	0.00471	0.00807	0.00814	0.820312
MvSl-1064-A2-R4_MC01g02527	0.00368	0.00369	0.01089	0.01093	0.337894	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02245	0.00368	0.00369	0.01089	0.01091	0.337922
MvSl-1064-A2-R4_MC01g02530	0.00872	0.00505	0.00766	0.00764	1.13823	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02248	0.00872	0.00505	0.00766	0.00764	1.13837
MvSl-1064-A2-R4_MC01g02532	0.00322	0.00132	0.00732	0.003	0.439831	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02250	0.00322	0.00132	0.00732	0.00301	0.439885
MvSl-1064-A2-R4_MC01g02534	0.00651	0.00461	0.00007	0.00035	91.6901	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02252	0.00651	0.00462	0.00007	0.00066	92.8673
MvSl-1064-A2-R4_MC01g02536	0.00875	0.0062	0.02098	0.01492	0.417044	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02254	0.00875	0.0062	0.02098	0.01492	0.417062
MvSl-1064-A2-R4_MC01g02537	0.00001	0	0.00777	0.00033	0.00128684	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02255	0.00001	0	0.00777	0	0.00128698
MvSl-1064-A2-R4_MC01g02539	0.00344	0.00244	0.00795	0.00566	0.43265	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02257	0.00344	0.00243	0.00795	0.00563	0.432699
MvSl-1064-A2-R4_MC01g02545	0.00212	0.00212	0.01038	0.00738	0.204219	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02263	0.00212	0.00211	0.01038	0.00737	0.204237
MvSl-1064-A2-R4_MC01g02553	0.00431	0.00305	0.00004	0	105.122	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02271	0.00431	0.00305	0.00004	0	107.481
MvSl-1064-A2-R4_MC01g02554	0.00745	0.00528	0.00008	0.00035	91.9753	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02272	0.00745	0.00528	0.00008	0.00026	93.0087
MvSl-1064-A2-R4_MC01g02556	0.00282	0.00106	0.00194	0.00135	1.45286	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02274	0.00282	0.00105	0.00194	0.00131	1.45353
MvSl-1064-A2-R4_MC01g02564	0.00001	0	0.01292	0	0.000773934	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02282	0.00001	0	0.01292	0	0.000773988
MvSl-1064-A2-R4_MC01g02571	0.02254	0.01016	0.00023	0.00104	97.5758	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02289	0.02254	0.01016	0.00023	0.00104	97.9574
MvSl-1064-A2-R4_MC01g02572	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02290	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC01g02574	0.0104	0.00522	0.01452	0.01034	0.716204	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02292	0.0104	0.00521	0.01452	0.0103	0.716249
MvSl-1064-A2-R4_MC01g02576	0.00413	0.00207	0.00872	0.00507	0.47357	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02294	0.00413	0.00207	0.00872	0.00507	0.473618
MvSl-1064-A2-R4_MC01g02578	0.00885	0.00514	0.01069	0.00761	0.827799	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02296	0.00885	0.00514	0.01069	0.00761	0.827869
MvSl-1064-A2-R4_MC01g02581	0.00357	0.00179	0.02601	0.00794	0.13725	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02299	0.00357	0.0018	0.02601	0.00795	0.137254
MvSl-1064-A2-R4_MC01g02584	0.00326	0.00233	0.02813	0.01278	0.115886	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02302	0.00326	0.00233	0.02813	0.01278	0.11589
MvSl-1064-A2-R4_MC01g02588	0.00001	0	0.0122	0.0004	0.000819605	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02306	0.00001	0	0.0122	0.00095	0.000819665
MvSl-1064-A2-R4_MC01g02591	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02309	0	0.00003	0.00001	0	0
MvSl-1064-A2-R4_MC01g02598	0.00242	0.00242	0.01613	0.01145	0.150022	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02316	0.00242	0.00242	0.01613	0.01145	0.15003
MvSl-1064-A2-R4_MC01g02599	0.00444	0.00213	0.013	0.00563	0.341512	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02317	0.00444	0.00219	0.013	0.00576	0.341536
MvSl-1064-A2-R4_MC01g02601	0.00002	0	0.02374	0.00178	0.000842424	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02319	0.00002	0.00006	0.02374	0.01731	0.000842456
MvSl-1064-A2-R4_MC01g02602	0.00354	0.00205	0.01353	0.00679	0.261621	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02320	0.00354	0.00205	0.01353	0.00678	0.261639
MvSl-1064-A2-R4_MC01g02607	0.00436	0.00437	0.01116	0.0112	0.390646	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02325	0.00436	0.00435	0.01116	0.01116	0.390678
MvSl-1064-A2-R4_MC01g02616	0.0042	0.00241	0.00569	0.004	0.738007	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02334	0.0042	0.00242	0.00569	0.00401	0.738124
MvSl-1064-A2-R4_MC01g02619	0	0.00006	0.00001	0.0064	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02337	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC01g02620	0.00702	0.00188	0.00635	0.0026	1.10534	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02338	0.00702	0.00188	0.00635	0.00261	1.10549
MvSl-1064-A2-R4_MC01g02627	0.00888	0.00515	0.01054	0.01065	0.842425	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02345	0.00888	0.00514	0.01054	0.01062	0.842497
MvSl-1064-A2-R4_MC01g02628	0.00518	0.003	0.01348	0.00783	0.384244	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02346	0.00518	0.003	0.01348	0.00782	0.38427
MvSl-1064-A2-R4_MC01g02640	0.00653	0.00267	0.00543	0.0038	1.20236	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02358	0.00653	0.00267	0.00543	0.00381	1.20256
MvSl-1064-A2-R4_MC01g02645	0.00385	0.00385	0.017	0.01207	0.226457	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02363	0.00385	0.00386	0.017	0.01208	0.226469
MvSl-1064-A2-R4_MC01g02647	0.00178	0.00125	0.01892	0.00603	0.0940754	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02365	0.00178	0.00126	0.01892	0.00603	0.0940798
MvSl-1064-A2-R4_MC01g02651	0.00239	0.00241	0.00754	0.00764	0.316934	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02369	0.00239	0.00241	0.00754	0.00765	0.316972
MvSl-1064-A2-R4_MC01g02662	0.00342	0.00197	0.00291	0.00289	1.17485	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02380	0.00342	0.00196	0.00291	0.00283	1.17522
MvSl-1064-A2-R4_MC01g02666	0.00001	0	0.0124	0.00068	0.000806387	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02384	0.00001	0	0.0124	0.00084	0.000806445
MvSl-1064-A2-R4_MC01g02667	0.0048	0.00278	0.01061	0.00617	0.452361	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02385	0.0048	0.00279	0.01061	0.00619	0.452399
MvSl-1064-A2-R4_MC01g02668	0.00272	0.00275	0.00003	0.00093	87.7419	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC01-1g02386	0.00272	0.00272	0.00003	0	90.3654
