gida1	comp	youngold	DE	a1intronnr	a1intronmean	a1introntotal
MvSl-1064-A1-R4_MC11g10592	Auto	Auto	NON	5	103.6	518
MvSl-1064-A1-R4_MC09-2g09089	Auto	Auto	NON	9	91.1111	820
MvSl-1064-A1-R4_MC02g03997	Auto	Auto	NON	2	182	364
MvSl-1064-A1-R4_MC05-1g06213	Auto	Auto	NON	8	95.5	764
MvSl-1064-A1-R4_A1g00779	Black	OldStrata	NON	10	96	960
MvSl-1064-A1-R4_MC06g07078	Auto	Auto	NON	8	181.375	1451
MvSl-1064-A1-R4_MC14g11785	Auto	Auto	NON	2	390	780
MvSl-1064-A1-R4_MC08g08499	Auto	Auto	NON	1	266	266
MvSl-1064-A1-R4_MC10-2g09967	Auto	Auto	NON	2	75	150
MvSl-1064-A1-R4_MC09-2g09480	Auto	Auto	NON	2	73.5	147
MvSl-1064-A1-R4_MC02g03308	Auto	Auto	NON	4	155	620
MvSl-1064-A1-R4_MC13g11462	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC12g10944	Auto	Auto	NON	4	85.5	342
MvSl-1064-A1-R4_MC02g03915	Auto	Auto	NON	1	104	104
MvSl-1064-A1-R4_MC04-1g05505	Auto	Auto	NON	3	68.6667	206
MvSl-1064-A1-R4_MC06g06958	Auto	Auto	NON	1	103	103
MvSl-1064-A1-R4_MC04-1g05744	Auto	Auto	NON	8	145.125	1161
MvSl-1064-A1-R4_MC11g10351	Auto	Auto	NON	1	276	276
MvSl-1064-A1-R4_MC02g04195	Auto	Auto	NON	2	121.5	243
MvSl-1064-A1-R4_MC08g08565	Auto	Auto	NON	1	44	44
MvSl-1064-A1-R4_MC06g06909	Auto	Auto	NON	1	239	239
MvSl-1064-A1-R4_MC11g10587	Auto	Auto	NON	7	70.5714	494
MvSl-1064-A1-R4_MC05-2g06374	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC05-2g06418	Auto	Auto	NON	4	66.75	267
MvSl-1064-A1-R4_MC12g11005	Auto	Auto	NON	1	134	134
MvSl-1064-A1-R4_MC10-1g09804	Auto	Auto	NON	4	188	752
MvSl-1064-A1-R4_MC05-2g06449	Auto	Auto	NON	3	166.333	499
MvSl-1064-A1-R4_MC05-3g06705	Auto	Auto	NON	1	61	61
MvSl-1064-A1-R4_MC02g03852	Auto	Auto	NON	1	101	101
MvSl-1064-A1-R4_MC01-2g03144	Auto	Auto	NON	3	85.6667	257
MvSl-1064-A1-R4_MC11g10716	Auto	Auto	NON	5	91.2	456
MvSl-1064-A1-R4_MC03g04440	Auto	Auto	NON	7	108.429	759
MvSl-1064-A1-R4_MC09-2g09489	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC01-1g02351	Auto	Auto	NON	31	86.0968	2669
MvSl-1064-A1-R4_MC10-2g10100	Auto	Auto	NON	3	65	195
MvSl-1064-A1-R4_MC14g11747	Auto	Auto	NON	3	102.333	307
MvSl-1064-A1-R4_MC09-2g09305	Auto	Auto	NON	8	99	792
MvSl-1064-A1-R4_MC08g08737	Auto	Auto	NON	2	99	198
MvSl-1064-A1-R4_MC06g06868	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC10-1g09687	Auto	Auto	NON	4	73	292
MvSl-1064-A1-R4_MC02g04133	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC02g03513	Auto	Auto	NON	2	78	156
MvSl-1064-A1-R4_MC11g10296	Auto	Auto	NON	9	123.111	1108
MvSl-1064-A1-R4_MC05-3g06742	Auto	Auto	NON	4	128.5	514
MvSl-1064-A1-R4_MC15g12117	Auto	Auto	NON	9	81.6667	735
MvSl-1064-A1-R4_MC03g04646	Auto	Auto	NON	8	70	560
MvSl-1064-A1-R4_MC13g11509	Auto	Auto	NON	6	78.8333	473
MvSl-1064-A1-R4_MC03g04519	Auto	Auto	NON	3	116	348
MvSl-1064-A1-R4_MC12g10991	Auto	Auto	NON	3	119.667	359
MvSl-1064-A1-R4_MC03g05260	Auto	Auto	NON	2	167.5	335
MvSl-1064-A1-R4_MC08g08304	Auto	Auto	NON	2	80	160
MvSl-1064-A1-R4_MC11g10701	Auto	Auto	NON	7	64.8571	454
MvSl-1064-A1-R4_MC09-2g09104	Auto	Auto	NON	4	156	624
MvSl-1064-A1-R4_MC14g11961	Auto	Auto	NON	3	88.6667	266
MvSl-1064-A1-R4_MC10-2g09963	Auto	Auto	NON	5	82.6	413
MvSl-1064-A1-R4_MC03g04915	Auto	Auto	NON	4	80.25	321
MvSl-1064-A1-R4_MC06g07347	Auto	Auto	NON	2	73.5	147
MvSl-1064-A1-R4_MC05-3g06512	Auto	Auto	NON	6	110.833	665
MvSl-1064-A1-R4_MC02g03890	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC05-3g06617	Auto	Auto	NON	1	103	103
MvSl-1064-A1-R4_MC07g07914	Auto	Auto	NON	9	75.8889	683
MvSl-1064-A1-R4_MC04-1g05309	Auto	Auto	NON	1	105	105
MvSl-1064-A1-R4_MC04-2g06105	Auto	Auto	NON	3	71.6667	215
MvSl-1064-A1-R4_MC01-2g02961	Auto	Auto	NON	4	83.25	333
MvSl-1064-A1-R4_A1g00380	Red	ColorStrata	NON	2	210.5	421
MvSl-1064-A1-R4_MC02g03510	Auto	Auto	NON	1	91	91
MvSl-1064-A1-R4_A1g00029	bPAR	bPAR	NON	2	77	154
MvSl-1064-A1-R4_MC04-1g05683	Auto	Auto	NON	4	97	388
MvSl-1064-A1-R4_MC02g03973	Auto	Auto	NON	1	350	350
MvSl-1064-A1-R4_MC03g05186	Auto	Auto	NON	6	83	498
MvSl-1064-A1-R4_MC09-2g09145	Auto	Auto	NON	3	93.3333	280
MvSl-1064-A1-R4_MC11g10180	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC09-2g09055	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC01-1g02444	Auto	Auto	NON	6	73.6667	442
MvSl-1064-A1-R4_MC02g03650	Auto	Auto	NON	6	78.3333	470
MvSl-1064-A1-R4_MC03g04485	Auto	Auto	NON	1	58	58
MvSl-1064-A1-R4_MC07g07590	Auto	Auto	NON	7	93.8571	657
MvSl-1064-A1-R4_MC01-1g02646	Auto	Auto	NON	9	78.5556	707
MvSl-1064-A1-R4_MC10-2g10110	Auto	Auto	NON	1	82	82
MvSl-1064-A1-R4_MC12g10771	Auto	Auto	NON	5	94.2	471
MvSl-1064-A1-R4_MC05-1g06150	Auto	Auto	NON	5	115.4	577
MvSl-1064-A1-R4_MC12g11115	Auto	Auto	NON	6	101.833	611
MvSl-1064-A1-R4_MC12g10777	Auto	Auto	NON	3	67.6667	203
MvSl-1064-A1-R4_MC02g04151	Auto	Auto	NON	8	87.125	697
MvSl-1064-A1-R4_MC08g08306	Auto	Auto	NON	3	78.3333	235
MvSl-1064-A1-R4_MC07g07600	Auto	Auto	NON	4	82	328
MvSl-1064-A1-R4_MC09-2g09531	Auto	Auto	NON	4	68	272
MvSl-1064-A1-R4_MC03g04701	Auto	Auto	NON	4	80.5	322
MvSl-1064-A1-R4_A1g00003	bPAR	bPAR	NON	4	125.5	502
MvSl-1064-A1-R4_MC01-1g01985	Auto	Auto	NON	4	86.5	346
MvSl-1064-A1-R4_MC10-1g09736	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC10-1g09728	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC11g10686	Auto	Auto	NON	2	352	704
MvSl-1064-A1-R4_MC05-2g06454	Auto	Auto	NON	3	88.3333	265
MvSl-1064-A1-R4_MC11g10385	Auto	Auto	NON	2	80.5	161
MvSl-1064-A1-R4_MC04-1g05877	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC01-1g02098	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC01-1g01783	Auto	Auto	NON	7	96.4286	675
MvSl-1064-A1-R4_MC03g04773	Auto	Auto	NON	2	69.5	139
MvSl-1064-A1-R4_MC06g07090	Auto	Auto	NON	5	150.8	754
MvSl-1064-A1-R4_MC04-1g05909	Auto	Auto	NON	1	191	191
MvSl-1064-A1-R4_MC01-1g02739	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC11g10528	Auto	Auto	NON	1	261	261
MvSl-1064-A1-R4_MC12g10922	Auto	Auto	NON	5	80.8	404
MvSl-1064-A1-R4_MC09-2g09345	Auto	Auto	NON	1	116	116
MvSl-1064-A1-R4_MC13g11623	Auto	Auto	NON	1	86	86
MvSl-1064-A1-R4_MC01-1g02401	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC02g04119	Auto	Auto	NON	7	94.5714	662
MvSl-1064-A1-R4_MC03g04411	Auto	Auto	NON	6	86.6667	520
MvSl-1064-A1-R4_MC09-1g08905	Auto	Auto	NON	10	75.1	751
MvSl-1064-A1-R4_MC11g10174	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC11g10656	Auto	Auto	NON	7	109	763
MvSl-1064-A1-R4_MC13g11381	Auto	Auto	NON	3	82	246
MvSl-1064-A1-R4_MC03g04353	Auto	Auto	NON	2	117.5	235
MvSl-1064-A1-R4_MC03g05099	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC06g07517	Auto	Auto	NON	2	97	194
MvSl-1064-A1-R4_MC13g11356	Auto	Auto	NON	3	141.333	424
MvSl-1064-A1-R4_MC10-1g09640	Auto	Auto	NON	5	76.4	382
MvSl-1064-A1-R4_MC06g06913	Auto	Auto	NON	8	88.625	709
MvSl-1064-A1-R4_MC12g10762	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC11g10673	Auto	Auto	NON	2	65	130
MvSl-1064-A1-R4_MC04-1g05989	Auto	Auto	NON	1	136	136
MvSl-1064-A1-R4_MC12g10912	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC07g07998	Auto	Auto	NON	3	162	486
MvSl-1064-A1-R4_MC10-2g10028	Auto	Auto	NON	3	128.333	385
MvSl-1064-A1-R4_MC14g11928	Auto	Auto	NON	1	142	142
MvSl-1064-A1-R4_MC03g05103	Auto	Auto	NON	3	80.3333	241
MvSl-1064-A1-R4_MC07g07824	Auto	Auto	NON	4	82.25	329
MvSl-1064-A1-R4_MC10-2g09998	Auto	Auto	NON	5	122.6	613
MvSl-1064-A1-R4_MC04-1g05815	Auto	Auto	NON	5	197	985
MvSl-1064-A1-R4_MC01-1g01911	Auto	Auto	NON	6	66.3333	398
MvSl-1064-A1-R4_MC09-2g09143	Auto	Auto	NON	1	49	49
MvSl-1064-A1-R4_MC03g04881	Auto	Auto	NON	2	61	122
MvSl-1064-A1-R4_A1g00403	Red	ColorStrata	NON	7	66.7143	467
MvSl-1064-A1-R4_MC01-1g01823	Auto	Auto	NON	1	59	59
MvSl-1064-A1-R4_MC03g04878	Auto	Auto	NON	2	67.5	135
MvSl-1064-A1-R4_MC04-1g05312	Auto	Auto	NON	5	216.4	1082
MvSl-1064-A1-R4_MC03g04462	Auto	Auto	NON	4	103.25	413
MvSl-1064-A1-R4_MC07g08079	Auto	Auto	NON	3	125.667	377
MvSl-1064-A1-R4_MC09-2g09514	Auto	Auto	NON	5	65.6	328
MvSl-1064-A1-R4_MC11g10176	Auto	Auto	NON	2	116	232
MvSl-1064-A1-R4_MC03g04695	Auto	Auto	NON	4	78.75	315
MvSl-1064-A1-R4_MC11g10569	Auto	Auto	NON	1	47	47
MvSl-1064-A1-R4_MC03g04944	Auto	Auto	NON	1	237	237
MvSl-1064-A1-R4_MC04-1g05673	Auto	Auto	NON	3	78.6667	236
MvSl-1064-A1-R4_MC04-1g05955	Auto	Auto	NON	5	76.4	382
MvSl-1064-A1-R4_MC12g11081	Auto	Auto	NON	7	135.714	950
MvSl-1064-A1-R4_MC01-1g01956	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC03g04822	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC10-2g10025	Auto	Auto	NON	5	149.4	747
MvSl-1064-A1-R4_MC02g03374	Auto	Auto	NON	8	157.75	1262
MvSl-1064-A1-R4_A1g00245	Black	OldStrata	NON	1	72	72
MvSl-1064-A1-R4_MC11g10400	Auto	Auto	NON	3	121.333	364
MvSl-1064-A1-R4_MC02g03613	Auto	Auto	NON	2	99.5	199
MvSl-1064-A1-R4_MC06g07202	Auto	Auto	NON	2	74	148
MvSl-1064-A1-R4_MC10-1g09716	Auto	Auto	NON	3	145.667	437
MvSl-1064-A1-R4_MC02g04141	Auto	Auto	NON	2	111.5	223
MvSl-1064-A1-R4_MC09-2g09091	Auto	Auto	NON	8	72.625	581
MvSl-1064-A1-R4_MC14g11907	Auto	Auto	NON	1	66	66
MvSl-1064-A1-R4_A1g01189	Black	OldStrata	NON	2	79	158
MvSl-1064-A1-R4_MC01-1g02350	Auto	Auto	NON	2	51	102
MvSl-1064-A1-R4_MC04-1g05745	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC15g12057	Auto	Auto	NON	2	96	192
MvSl-1064-A1-R4_MC11g10319	Auto	Auto	NON	4	78	312
MvSl-1064-A1-R4_MC06g07242	Auto	Auto	NON	7	89.5714	627
MvSl-1064-A1-R4_MC05-3g06536	Auto	Auto	NON	2	85.5	171
MvSl-1064-A1-R4_MC02g03262	Auto	Auto	NON	9	81.6667	735
MvSl-1064-A1-R4_MC06g07142	Auto	Auto	NON	2	90.5	181
MvSl-1064-A1-R4_MC03g04653	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_A1g00009	bPAR	bPAR	NON	2	121.5	243
MvSl-1064-A1-R4_MC02g03808	Auto	Auto	NON	2	56	112
MvSl-1064-A1-R4_MC01-2g03063	Auto	Auto	NON	4	76	304
MvSl-1064-A1-R4_MC01-1g01921	Auto	Auto	NON	5	197.2	986
MvSl-1064-A1-R4_MC08g08694	Auto	Auto	NON	3	100.333	301
MvSl-1064-A1-R4_MC09-2g09407	Auto	Auto	NON	2	77.5	155
MvSl-1064-A1-R4_MC02g04188	Auto	Auto	NON	4	184	736
MvSl-1064-A1-R4_MC06g07114	Auto	Auto	NON	1	92	92
MvSl-1064-A1-R4_MC15g12083	Auto	Auto	NON	9	122.778	1105
MvSl-1064-A1-R4_MC13g11544	Auto	Auto	NON	3	73	219
MvSl-1064-A1-R4_MC08g08496	Auto	Auto	NON	3	87.3333	262
MvSl-1064-A1-R4_MC09-2g09144	Auto	Auto	NON	2	138.5	277
MvSl-1064-A1-R4_MC08g08319	Auto	Auto	NON	2	48	96
MvSl-1064-A1-R4_MC01-1g02316	Auto	Auto	NON	8	95.875	767
MvSl-1064-A1-R4_MC06g07013	Auto	Auto	NON	1	123	123
MvSl-1064-A1-R4_MC13g11490	Auto	Auto	NON	3	84	252
MvSl-1064-A1-R4_MC09-2g09066	Auto	Auto	NON	1	58	58
MvSl-1064-A1-R4_MC01-2g03119	Auto	Auto	NON	3	149.667	449
MvSl-1064-A1-R4_MC13g11299	Auto	Auto	NON	4	79.25	317
MvSl-1064-A1-R4_A1g00869	Black	OldStrata	NON	10	84.8	848
MvSl-1064-A1-R4_MC04-1g06040	Auto	Auto	NON	1	104	104
MvSl-1064-A1-R4_MC02g03317	Auto	Auto	NON	1	465	465
MvSl-1064-A1-R4_MC02g03384	Auto	Auto	NON	2	63.5	127
MvSl-1064-A1-R4_MC10-2g09989	Auto	Auto	NON	2	86.5	173
MvSl-1064-A1-R4_MC07g07870	Auto	Auto	NON	1	185	185
MvSl-1064-A1-R4_MC11g10349	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC01-1g02516	Auto	Auto	NON	8	83.875	671
MvSl-1064-A1-R4_A1g00307	Black	OldStrata	NON	1	80	80
MvSl-1064-A1-R4_MC04-1g05551	Auto	Auto	NON	5	93.8	469
MvSl-1064-A1-R4_MC05-2g06441	Auto	Auto	NON	2	91.5	183
MvSl-1064-A1-R4_MC04-1g05728	Auto	Auto	NON	2	103.5	207
MvSl-1064-A1-R4_MC12g11089	Auto	Auto	NON	3	69.6667	209
MvSl-1064-A1-R4_MC01-1g01905	Auto	Auto	NON	3	88.3333	265
MvSl-1064-A1-R4_MC01-1g01962	Auto	Auto	NON	6	117.333	704
MvSl-1064-A1-R4_MC05-3g06812	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC02g04185	Auto	Auto	NON	4	169	676
MvSl-1064-A1-R4_A1g00118	Black	OldStrata	NON	2	66.5	133
MvSl-1064-A1-R4_MC06g06922	Auto	Auto	NON	1	50	50
MvSl-1064-A1-R4_MC01-1g02141	Auto	Auto	NON	4	135.25	541
MvSl-1064-A1-R4_MC04-1g05871	Auto	Auto	NON	8	109.875	879
MvSl-1064-A1-R4_MC12g11240	Auto	Auto	NON	4	87	348
MvSl-1064-A1-R4_MC03g04584	Auto	Auto	NON	1	113	113
MvSl-1064-A1-R4_MC03g04738	Auto	Auto	NON	9	92.5556	833
MvSl-1064-A1-R4_MC03g05187	Auto	Auto	NON	2	137.5	275
MvSl-1064-A1-R4_A1g01184	Black	OldStrata	NON	1	97	97
MvSl-1064-A1-R4_MC04-1g05336	Auto	Auto	NON	6	80.8333	485
MvSl-1064-A1-R4_MC07g08153	Auto	Auto	NON	1	41	41
MvSl-1064-A1-R4_MC09-2g09054	Auto	Auto	NON	1	64	64
MvSl-1064-A1-R4_MC15g12106	Auto	Auto	NON	4	138.25	553
MvSl-1064-A1-R4_MC09-2g09302	Auto	Auto	NON	3	100.667	302
MvSl-1064-A1-R4_MC03g04534	Auto	Auto	NON	6	70.3333	422
MvSl-1064-A1-R4_MC01-1g02477	Auto	Auto	NON	3	71.3333	214
MvSl-1064-A1-R4_MC02g03754	Auto	Auto	NON	5	105	525
MvSl-1064-A1-R4_MC02g03316	Auto	Auto	NON	1	115	115
MvSl-1064-A1-R4_MC08g08271	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC06g07236	Auto	Auto	NON	9	80.7778	727
MvSl-1064-A1-R4_MC10-2g10088	Auto	Auto	NON	6	106.167	637
MvSl-1064-A1-R4_MC04-1g05689	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC13g11671	Auto	Auto	NON	2	44.5	89
MvSl-1064-A1-R4_A1g00379	Red	ColorStrata	NON	1	0	0
MvSl-1064-A1-R4_MC01-1g01926	Auto	Auto	NON	1	427	427
MvSl-1064-A1-R4_MC07g07786	Auto	Auto	NON	9	88.4444	796
MvSl-1064-A1-R4_MC01-1g01903	Auto	Auto	NON	6	82.8333	497
MvSl-1064-A1-R4_MC04-1g05554	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC09-2g09328	Auto	Auto	NON	1	75	75
MvSl-1064-A1-R4_MC02g03751	Auto	Auto	NON	4	104	416
MvSl-1064-A1-R4_MC06g06940	Auto	Auto	NON	6	112.5	675
MvSl-1064-A1-R4_MC06g07287	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC01-1g02012	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC13g11583	Auto	Auto	NON	7	74.2857	520
MvSl-1064-A1-R4_MC06g07232	Auto	Auto	NON	2	83	166
MvSl-1064-A1-R4_MC03g04656	Auto	Auto	NON	2	101.5	203
MvSl-1064-A1-R4_MC07g07806	Auto	Auto	NON	9	73.1111	658
MvSl-1064-A1-R4_MC08g08713	Auto	Auto	NON	3	76	228
MvSl-1064-A1-R4_MC03g05177	Auto	Auto	NON	6	93.6667	562
MvSl-1064-A1-R4_MC09-2g09112	Auto	Auto	NON	4	73.75	295
MvSl-1064-A1-R4_MC07g07868	Auto	Auto	NON	3	142	426
MvSl-1064-A1-R4_MC08g08392	Auto	Auto	NON	2	192.5	385
MvSl-1064-A1-R4_MC02g03860	Auto	Auto	NON	5	81.2	406
MvSl-1064-A1-R4_MC11g10570	Auto	Auto	NON	2	82	164
MvSl-1064-A1-R4_MC12g10812	Auto	Auto	NON	2	169	338
MvSl-1064-A1-R4_MC13g11305	Auto	Auto	NON	1	64	64
MvSl-1064-A1-R4_MC05-1g06196	Auto	Auto	NON	7	128	896
MvSl-1064-A1-R4_MC03g04480	Auto	Auto	NON	8	96.25	770
MvSl-1064-A1-R4_MC04-1g05519	Auto	Auto	NON	2	81.5	163
MvSl-1064-A1-R4_MC10-2g10016	Auto	Auto	NON	1	679	679
MvSl-1064-A1-R4_MC09-2g09405	Auto	Auto	NON	2	79	158
MvSl-1064-A1-R4_MC02g03204	Auto	Auto	NON	1	63	63
MvSl-1064-A1-R4_A1g01219	Black	OldStrata	NON	4	152	608
MvSl-1064-A1-R4_MC02g03992	Auto	Auto	NON	4	113.75	455
MvSl-1064-A1-R4_MC03g04493	Auto	Auto	NON	8	115.5	924
MvSl-1064-A1-R4_MC06g07235	Auto	Auto	NON	5	77.4	387
MvSl-1064-A1-R4_MC11g10221	Auto	Auto	NON	8	126.5	1012
MvSl-1064-A1-R4_MC05-2g06373	Auto	Auto	NON	8	74.375	595
MvSl-1064-A1-R4_MC07g08143	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC11g10390	Auto	Auto	NON	1	146	146
MvSl-1064-A1-R4_MC12g11254	Auto	Auto	NON	8	72.25	578
MvSl-1064-A1-R4_MC01-1g02301	Auto	Auto	NON	4	190	760
MvSl-1064-A1-R4_MC10-2g09950	Auto	Auto	NON	2	149	298
MvSl-1064-A1-R4_MC07g07706	Auto	Auto	NON	6	93.6667	562
MvSl-1064-A1-R4_MC09-2g09472	Auto	Auto	NON	4	79.25	317
MvSl-1064-A1-R4_MC13g11417	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC04-1g05690	Auto	Auto	NON	2	72	144
MvSl-1064-A1-R4_MC03g04721	Auto	Auto	NON	2	75	150
MvSl-1064-A1-R4_MC12g11122	Auto	Auto	NON	5	97	485
MvSl-1064-A1-R4_MC13g11516	Auto	Auto	NON	13	74.7692	972
MvSl-1064-A1-R4_MC03g05039	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC03g05263	Auto	Auto	NON	1	43	43
MvSl-1064-A1-R4_MC05-2g06383	Auto	Auto	NON	3	108	324
MvSl-1064-A1-R4_MC11g10465	Auto	Auto	NON	3	147.667	443
MvSl-1064-A1-R4_MC13g11386	Auto	Auto	NON	7	136	952
MvSl-1064-A1-R4_MC04-1g05679	Auto	Auto	NON	1	151	151
MvSl-1064-A1-R4_MC07g07704	Auto	Auto	NON	4	78.75	315
MvSl-1064-A1-R4_MC15g12072	Auto	Auto	NON	2	90.5	181
MvSl-1064-A1-R4_MC14g11974	Auto	Auto	NON	1	59	59
MvSl-1064-A1-R4_MC09-2g09439	Auto	Auto	NON	6	70.6667	424
MvSl-1064-A1-R4_MC12g11111	Auto	Auto	NON	6	73.8333	443
MvSl-1064-A1-R4_MC13g11576	Auto	Auto	NON	6	83.8333	503
MvSl-1064-A1-R4_MC11g10258	Auto	Auto	NON	4	79	316
MvSl-1064-A1-R4_MC02g03297	Auto	Auto	NON	16	106.75	1708
MvSl-1064-A1-R4_A1g01406	Black	OldStrata	NON	8	162.375	1299
MvSl-1064-A1-R4_MC10-2g09964	Auto	Auto	NON	4	100.25	401
MvSl-1064-A1-R4_MC14g11863	Auto	Auto	NON	7	78.1429	547
MvSl-1064-A1-R4_MC02g04131	Auto	Auto	NON	2	156	312
MvSl-1064-A1-R4_MC04-1g05672	Auto	Auto	NON	11	100.545	1106
MvSl-1064-A1-R4_MC10-1g09823	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC02g03768	Auto	Auto	NON	3	250.333	751
MvSl-1064-A1-R4_MC07g08016	Auto	Auto	NON	5	82.8	414
MvSl-1064-A1-R4_MC12g11004	Auto	Auto	NON	3	110.333	331
MvSl-1064-A1-R4_MC03g04782	Auto	Auto	NON	1	147	147
MvSl-1064-A1-R4_A1g00028	bPAR	bPAR	NON	3	56.6667	170
MvSl-1064-A1-R4_MC03g04377	Auto	Auto	NON	6	103.5	621
MvSl-1064-A1-R4_MC04-1g05676	Auto	Auto	NON	2	77.5	155
MvSl-1064-A1-R4_MC09-2g09068	Auto	Auto	NON	4	111.5	446
MvSl-1064-A1-R4_MC03g04771	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC13g11532	Auto	Auto	NON	8	105.75	846
MvSl-1064-A1-R4_MC13g11374	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_A1g00843	Black	OldStrata	NON	2	129.5	259
MvSl-1064-A1-R4_A1g00215	Black	OldStrata	NON	1	0	0
MvSl-1064-A1-R4_MC01-1g02855	Auto	Auto	NON	2	83	166
MvSl-1064-A1-R4_MC03g04972	Auto	Auto	NON	6	98.1667	589
MvSl-1064-A1-R4_MC02g03782	Auto	Auto	NON	1	346	346
MvSl-1064-A1-R4_MC01-2g03013	Auto	Auto	NON	4	89.5	358
MvSl-1064-A1-R4_MC04-1g05473	Auto	Auto	NON	3	78.3333	235
MvSl-1064-A1-R4_MC01-1g01922	Auto	Auto	NON	7	75.1429	526
MvSl-1064-A1-R4_A1g00051	bPAR	bPAR	NON	4	85	340
MvSl-1064-A1-R4_MC03g04387	Auto	Auto	NON	1	90	90
MvSl-1064-A1-R4_MC03g04789	Auto	Auto	NON	6	102.167	613
MvSl-1064-A1-R4_MC01-1g02812	Auto	Auto	NON	3	69.3333	208
MvSl-1064-A1-R4_MC14g11761	Auto	Auto	NON	5	85.8	429
MvSl-1064-A1-R4_MC02g03842	Auto	Auto	NON	1	98	98
MvSl-1064-A1-R4_MC08g08311	Auto	Auto	NON	8	77.875	623
MvSl-1064-A1-R4_MC13g11328	Auto	Auto	NON	2	106.5	213
MvSl-1064-A1-R4_A1g01369	Black	OldStrata	NON	5	103	515
MvSl-1064-A1-R4_MC07g07951	Auto	Auto	NON	6	92.1667	553
MvSl-1064-A1-R4_MC12g11013	Auto	Auto	NON	3	133.333	400
MvSl-1064-A1-R4_MC07g07885	Auto	Auto	NON	4	87.75	351
MvSl-1064-A1-R4_MC08g08857	Auto	Auto	NON	4	83.75	335
MvSl-1064-A1-R4_A1g01453	bPAR	bPAR	NON	5	136.2	681
MvSl-1064-A1-R4_MC06g06933	Auto	Auto	NON	7	89.2857	625
MvSl-1064-A1-R4_MC07g08212	Auto	Auto	NON	3	67.6667	203
MvSl-1064-A1-R4_MC01-1g02070	Auto	Auto	NON	1	392	392
MvSl-1064-A1-R4_MC08g08776	Auto	Auto	NON	3	66.6667	200
MvSl-1064-A1-R4_MC15g12122	Auto	Auto	NON	2	78	156
MvSl-1064-A1-R4_MC01-1g02346	Auto	Auto	NON	3	350.667	1052
MvSl-1064-A1-R4_MC04-1g05311	Auto	Auto	NON	4	81.5	326
MvSl-1064-A1-R4_MC09-2g09549	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC07g08045	Auto	Auto	NON	1	0	0
MvSl-1064-A1-R4_MC03g04690	Auto	Auto	NON	7	139.857	979
MvSl-1064-A1-R4_MC07g08113	Auto	Auto	NON	3	78.3333	235
MvSl-1064-A1-R4_MC04-1g05682	Auto	Auto	NON	6	82.3333	494
MvSl-1064-A1-R4_MC09-2g09458	Auto	Auto	NON	7	102.857	720
MvSl-1064-A1-R4_MC01-1g02514	Auto	Auto	NON	4	202.25	809
MvSl-1064-A1-R4_MC01-1g02617	Auto	Auto	NON	1	68	68
MvSl-1064-A1-R4_MC09-2g08967	Auto	Auto	NON	1	283	283
MvSl-1064-A1-R4_MC02g03874	Auto	Auto	NON	4	68.5	274
MvSl-1064-A1-R4_MC08g08307	Auto	Auto	NON	2	91.5	183
MvSl-1064-A1-R4_MC08g08740	Auto	Auto	NON	3	91	273
MvSl-1064-A1-R4_MC10-1g09790	Auto	Auto	NON	1	292	292
