gid	gname	chr	start	end	logCPM	logFC.water.rich	logFC.water.diploid	logFC.rich.diploid	PV.water.rich	PV.water.diploid	PV.rich.diploid	FDR.water.rich	FDR.water.diploid	FDR.rich.diploid	water1	water2	rich1	rich2	di1	di2	meanwater	meanrich	meandi	log2(waterdi)	log2(richdi)
MvSl-1064-A2-R4_A2g00916	MvSl-1064-A1-R4_A2	MAT	1952534	1952924	10.7542076	0.417667391	0.732248491	0.3145811	0.13966373	0.010548312	0.267575687	0.230506092	0.025358794	0.452080491	10.91869875	11.2740945	10.7315622	10.65092864	9.981364732	10.68752957	11.09639662	10.69124542	10.33444715	0.102630048	0.048968709
MvSl-1064-A2-R4_A2g00332	MvSl-1064-A1-R4_A2	MAT	738391	738792	7.082498738	0.251216345	0.535131344	0.283914999	0.538262905	0.215244351	0.490006873	0.665746224	0.322554579	0.666667246	7.210614686	7.429378681	6.759681765	7.347250608	6.977134191	6.658468996	7.319996683	7.053466186	6.817801594	0.102536379	0.049025779
MvSl-1064-A2-R4_A2g00986	MvSl-1064-A1-R4_A2	MAT	2128636	2129629	11.3538142	1.589391655	1.94638379	0.356992135	1.94E-11	9.43E-16	0.132943647	2.45E-10	1.74E-14	0.285194463	12.25183075	12.29438974	10.69153279	10.68576746	10.42272545	10.24002605	12.27311024	10.68865012	10.33137575	0.248468523	0.049047286
MvSl-1064-A2-R4_A2g00433	MvSl-1064-A1-R4_A2	MAT	957508	959884	12.24260276	0.578196342	0.993583903	0.415387561	0.021812189	9.70E-05	0.100147058	0.049163666	0.000382873	0.226096196	12.68022985	12.7376968	12.24502667	12.00950009	11.8436259	11.57978277	12.70896332	12.12726338	11.71170433	0.117895316	0.050302993
MvSl-1064-A2-R4_A2g01156	MvSl-1064-A1-R4_A2	MAT	2499437	2501054	9.728597963	0.617741383	0.971864774	0.354123391	0.063440663	0.004218377	0.291880669	0.121028867	0.011300005	0.479054939	10.04251804	10.35121725	9.237333878	9.876153685	9.467102466	8.981995888	10.19686765	9.556743781	9.224549177	0.144575731	0.051040735
MvSl-1064-A2-R4_A2g00766	MvSl-1064-A1-R4_A2	MAT	1617720	1618010	7.018879616	-0.915472827	-0.545347197	0.37012563	0.071347628	0.301401483	0.432551949	0.132686057	0.421946118	0.60604162	6.939723795	5.837049558	6.759681765	7.742985854	7.084966206	6.89009075	6.388386677	7.251333809	6.987528478	-0.129330619	0.053464131
MvSl-1064-A2-R4_A2g00438	MvSl-1064-A1-R4_A2	MAT	971289	972629	8.759177011	-0.154787741	0.18098166	0.335769401	0.623914414	0.577511863	0.281963951	0.741525867	0.728228374	0.467040458	8.694763321	8.817923868	9.069001429	8.73416985	8.494452179	8.65996792	8.756343595	8.901585639	8.57721005	0.029820115	0.053553895
MvSl-1064-A2-R4_A2g01655	MvSl-1064-A1-R4_A2	MAT	3651159	3652583	10.38839586	1.350602716	1.716072159	0.365469443	7.34E-08	3.01E-11	0.152855893	4.86E-07	2.83E-10	0.318655229	11.23933599	11.19794087	9.875317986	9.876153685	9.516088249	9.511667994	11.21863843	9.875735835	9.513878122	0.237792142	0.053854703
MvSl-1064-A2-R4_A2g01406	MvSl-1064-A1-R4_A2	MAT	3112335	3113282	9.738147868	-0.77667367	-0.372816289	0.403857381	0.014622213	0.246650957	0.193519573	0.035998495	0.359207169	0.362533356	9.269644454	9.360746243	9.747280991	10.35711378	9.747027507	9.620464437	9.315195348	10.05219738	9.683745972	-0.05597921	0.053873765
MvSl-1064-A2-R4_A2g00340	MvSl-1064-A1-R4_A2	MAT	757429	758038	12.70416082	-1.00716926	-0.517766971	0.489402289	0.000373566	0.066183609	0.080344845	0.001379527	0.119222738	0.19294426	12.38260796	11.84196857	13.1852292	13.09977451	12.70814213	12.59835213	12.11228827	13.14250185	12.65324713	-0.063036217	0.054732275
MvSl-1064-A2-R4_A2g00709	MvSl-1064-A1-R4_A2	MAT	1505786	1506055	5.233366629	1.503292412	1.831061494	0.327769082	0.05738296	0.031978353	0.710644833	0.111112323	0.064329995	0.840739996	5.545092968	6.450918058	4.21929665	5.281219206	4.20429071	4.937684185	5.998005513	4.750257928	4.570987447	0.391976991	0.055499994
MvSl-1064-A2-R4_A2g00665	MvSl-1064-A1-R4_A2	MAT	1417896	1419666	10.57724748	-1.872736485	-1.44145626	0.431280226	1.57E-12	5.79E-08	0.07993172	2.13E-11	3.94E-07	0.19294426	9.177883309	9.373990866	11.0671838	11.20678943	10.72731511	10.69137196	9.275937088	11.13698661	10.70934353	-0.207305108	0.056488881
MvSl-1064-A2-R4_A2g00236	MvSl-1064-A1-R4_A2	MAT	514910	515908	12.27157136	-0.937205645	-0.457209579	0.479996066	0.000354751	0.080818749	0.064169085	0.00131947	0.14309347	0.165051826	11.79710203	11.71240872	12.5778567	12.79560519	12.39115168	12.00722091	11.75475538	12.68673094	12.1991863	-0.053540405	0.056535449
MvSl-1064-A2-R4_A2g00483	MvSl-1064-A1-R4_A2	MAT	1046736	1047926	12.42200649	-0.893892548	-0.399678974	0.494213574	0.00673774	0.223966901	0.130889576	0.018627871	0.331779049	0.283137701	11.37636982	12.34906792	12.97740003	12.67940515	12.14865569	12.51299609	11.86271887	12.82840259	12.33082589	-0.055834725	0.057072104
MvSl-1064-A2-R4_A2g00177	MvSl-1064-A1-R4_A2	MAT	405893	406045	8.82047388	-1.028503253	-0.73806118	0.290442072	0.008594289	0.062428921	0.436844979	0.022785883	0.114860329	0.610402308	8.10278192	8.227403079	9.388061663	8.92570913	8.306745456	9.296455391	8.1650925	9.156885396	8.801600424	-0.108296648	0.057091089
MvSl-1064-A2-R4_A2g01489	MvSl-1064-A1-R4_A2	MAT	3290499	3291386	15.47280087	0.900500157	1.515596353	0.615096196	0.010273221	2.06E-05	0.078450123	0.026424156	8.94E-05	0.192221391	16.20120403	16.08238954	15.10535195	15.36800775	14.49214297	14.75160778	16.14179679	15.23667985	14.62187538	0.142672817	0.059420206
MvSl-1064-A2-R4_A2g01144	MvSl-1064-A1-R4_A2	MAT	2472735	2475006	10.25358698	0.692448629	1.136860617	0.444411988	0.038222178	0.000844254	0.187053365	0.078416136	0.002567525	0.360845484	10.44149836	11.06950509	9.701945955	10.41256328	9.895109609	9.384530588	10.75550173	10.05725462	9.639820099	0.157996698	0.061158411
MvSl-1064-A2-R4_A2g00595	MvSl-1064-A1-R4_A2	MAT	1261314	1261646	8.78671536	1.293077932	1.653208865	0.360130934	0.000182442	4.11E-06	0.314772738	0.000727824	1.99E-05	0.4964789	9.887008732	9.250170024	8.49561852	8.148507777	8.116550497	7.836461491	9.568589378	8.322063148	7.976505994	0.262549324	0.061184305
MvSl-1064-A2-R4_A2g00330	MvSl-1064-A1-R4_A2	MAT	734714	735851	11.89055172	-1.555911345	-1.02329203	0.532619314	5.26E-08	0.000312301	0.054670185	3.53E-07	0.001048556	0.148760451	10.80060712	10.98570806	12.14058664	12.70118096	11.67484484	12.1227019	10.89315759	12.4208838	11.89877337	-0.127390649	0.061954975
MvSl-1064-A2-R4_A2g00875	MvSl-1064-A1-R4_A2	MAT	1846746	1847566	9.849634715	0.907892332	1.31860244	0.410710108	0.00184659	1.08E-05	0.166190748	0.00571669	4.84E-05	0.338270145	10.35336352	10.61377431	9.517995959	9.655974388	9.093874719	9.265860187	10.48356891	9.586985174	9.179867453	0.191584708	0.062603878
MvSl-1064-A2-R4_A2g00851	MvSl-1064-A1-R4_A2	MAT	1793528	1793970	9.143634034	-1.568592983	-1.137560922	0.431032061	2.44E-06	0.000760086	0.160732998	1.34E-05	0.002353079	0.3320344	8.10278192	8.105655329	9.774908596	9.502085985	9.286889794	9.147776446	8.104218625	9.63849729	9.21733312	-0.185676298	0.064458846
MvSl-1064-A2-R4_A2g01485	MvSl-1064-A1-R4_A2	MAT	3286655	3287279	7.827818583	-2.813610465	-2.413826084	0.39978438	2.93E-10	1.72E-07	0.242689658	2.75E-09	1.02E-06	0.421042124	6.038026115	5.493055427	8.169048982	8.605715626	8.06480824	7.968989308	5.765540771	8.387382304	8.016898774	-0.475588328	0.065176359
MvSl-1064-A2-R4_A2g01200	MvSl-1064-A1-R4_A2	MAT	2591127	2591291	5.032148631	3.514214523	3.924862962	0.410648439	0.000100677	0.000105256	0.743765511	0.000413097	0.000412252	0.8641051	6.939723795	5.67528098	3.935762933	3.877988403	3.759702068	3.70647688	6.307502388	3.906875668	3.733089474	0.75669876	0.065645257
MvSl-1064-A2-R4_A2g00344	MvSl-1064-A1-R4_A2	MAT	763085	763512	9.26514697	-2.517243706	-2.057656934	0.459586772	4.86E-11	9.13E-08	0.171168212	5.72E-10	5.97E-07	0.344035141	6.863233303	7.826188829	10.04830011	9.709047278	9.416394764	9.449499335	7.344711066	9.878673696	9.432947049	-0.361002832	0.06660879
MvSl-1064-A2-R4_A2g00244	MvSl-1064-A1-R4_A2	MAT	530396	530787	8.214349557	0.611359676	0.948483884	0.337124209	0.082987764	0.009726418	0.350598313	0.148974562	0.023608253	0.52691665	8.821460707	8.5409732	8.250025343	7.915479609	7.367175201	8.066889495	8.681216953	8.082752476	7.717032348	0.169851144	0.066800514
MvSl-1064-A2-R4_A2g01481	MvSl-1064-A1-R4_A2	MAT	3281806	3282401	7.863756836	-1.373225227	-0.979848532	0.393376695	0.000332297	0.01361154	0.249959398	0.001263215	0.031137904	0.427910625	6.508843797	7.324131817	8.2341896	8.349078524	8.011140993	7.808429786	6.916487807	8.291634062	7.90978539	-0.193598928	0.068017895
MvSl-1064-A2-R4_A2g00338	MvSl-1064-A1-R4_A2	MAT	751910	752161	4.730216339	-0.382687991	-0.074580114	0.308107877	0.685031702	0.941443262	0.728200194	0.797660788	1	0.853695012	4.790459237	4.377359676	4.456155131	5.164464933	5.048771656	4.12537752	4.583909456	4.810310032	4.587074588	-0.000995819	0.068555515
MvSl-1064-A2-R4_A2g01064	MvSl-1064-A1-R4_A2	MAT	2314418	2314573	5.477350098	0.90397723	1.255856581	0.35187935	0.442911584	0.303098309	0.769878512	0.56820171	0.421946118	0.87325514	3.906463375	6.880194231	3.935762933	5.978920526	5.718510654	3.70647688	5.393328803	4.957341729	4.712493767	0.19468528	0.073076003
MvSl-1064-A2-R4_A2g00594	MvSl-1064-A1-R4_A2	MAT	1260063	1261146	10.19355001	3.356725969	3.787134557	0.430408589	9.54E-26	1.30E-29	0.194239341	3.80E-24	9.60E-28	0.362533356	11.29134863	11.81065298	8.083255839	8.401611184	7.805828023	7.863958902	11.55100081	8.242433511	7.834893462	0.560032293	0.073156687
MvSl-1064-A2-R4_A2g01088	MvSl-1064-A1-R4_A2	MAT	2358545	2359837	4.607135004	-0.459180762	-0.345146062	0.114034699	0.658891134	0.751242407	0.904627214	0.771624356	0.882709829	0.992780436	4.790459237	3.87969288	4.456155131	4.898104883	3.759702068	5.131152904	4.335076058	4.677130007	4.445427486	-0.036264854	0.073301371
MvSl-1064-A2-R4_A2g00152	MvSl-1064-A1-R4_A2	MAT	341812	342213	8.86702742	-2.475727412	-1.990050623	0.485676789	2.11E-10	4.59E-07	0.148491055	2.05E-09	2.53E-06	0.310809211	6.939723795	7.210598562	9.291897985	9.655974388	8.76148799	9.213380615	7.075161178	9.473936187	8.987434302	-0.345146305	0.076054635
MvSl-1064-A2-R4_A2g00510	MvSl-1064-A1-R4_A2	MAT	1082337	1082885	4.888735573	-3.070135179	-2.705675208	0.364459971	0.007145946	0.026666449	0.62021268	0.019547377	0.05492651	0.787837729	3.113756926	3.87969288	5.139299501	5.38922813	5.048771656	4.937684185	3.496724903	5.264263816	4.99322792	-0.513968462	0.076259029
MvSl-1064-A2-R4_A2g01733	MvSl-1064-A1-R4_A2	MAT	3820294	3821497	12.024891	-1.094798091	-0.46038653	0.634411561	0.000948188	0.162132988	0.052568516	0.003225088	0.257916169	0.143798532	10.94212987	11.80087904	12.7338066	12.28676843	11.5533816	12.16890712	11.37150446	12.51028752	11.86114436	-0.060820071	0.076871739
MvSl-1064-A2-R4_A2g00847	MvSl-1064-A1-R4_A2	MAT	1788593	1788976	9.107302193	-0.413070037	0.090009948	0.503079985	0.186289737	0.779125208	0.102980235	0.283269982	0.904510729	0.230479573	8.880867359	9.066582864	9.276517675	9.483928239	8.88597478	8.891367447	8.973725112	9.380222957	8.888671113	0.013739244	0.077654467
MvSl-1064-A2-R4_A2g00906	MvSl-1064-A1-R4_A2	MAT	1932492	1934423	11.48362611	-0.974559747	-0.345766079	0.628793668	9.14E-05	0.165941234	0.010397834	0.000381145	0.26187315	0.038954203	11.16560726	10.77721665	11.86145032	12.04399188	11.24881448	11.40361724	10.97141196	11.9527211	11.32621586	-0.045916727	0.077673162
MvSl-1064-A2-R4_A2g00715	MvSl-1064-A1-R4_A2	MAT	1519464	1519694	3.923565418	0.524223385	0.911081359	0.386857974	0.666619233	0.500727531	0.761716652	0.777973235	0.643970481	0.873187382	3.906463375	4.377359676	3.582529161	4.147759517	4.20429071	3.113756926	4.141911526	3.865144339	3.659023818	0.17883793	0.079063484
MvSl-1064-A2-R4_A2g00428	MvSl-1064-A1-R4_A2	MAT	946493	946798	3.520395171	-3.267946834	-2.41204175	0.855905084	0.142217548	0.302544807	0.58092813	0.23173156	0.421946118	0.748977165	3.113756926	3.113756926	3.113756926	4.147759517	3.759702068	3.113756926	3.113756926	3.630758222	3.436729497	-0.142379977	0.079234559
MvSl-1064-A2-R4_A2g00626	MvSl-1064-A1-R4_A2	MAT	1336549	1336899	3.520395171	-3.267946834	-2.41204175	0.855905084	0.142217548	0.302544807	0.58092813	0.23173156	0.421946118	0.748977165	3.113756926	3.113756926	3.113756926	4.147759517	3.759702068	3.113756926	3.113756926	3.630758222	3.436729497	-0.142379977	0.079234559
MvSl-1064-A2-R4_A2g01568	MvSl-1064-A1-R4_A2	MAT	3433814	3434293	4.480976915	0.133549102	0.426031974	0.292482873	0.895959359	0.697570189	0.771910249	0.985555295	0.84066151	0.87325514	5.088023658	3.87969288	4.21929665	4.743880427	3.759702068	4.714192844	4.483858269	4.481588538	4.236947456	0.081715439	0.080984961
MvSl-1064-A2-R4_A2g01448	MvSl-1064-A1-R4_A2	MAT	3208501	3208976	8.44199838	1.521687314	1.998854574	0.47716726	1.45E-05	6.91E-08	0.201124382	6.94E-05	4.58E-07	0.368728034	9.645764448	9.050174928	7.654032865	8.08567872	7.279099862	7.562101544	9.347969688	7.869855793	7.420600703	0.333117077	0.084801221
MvSl-1064-A2-R4_A2g00909	MvSl-1064-A1-R4_A2	MAT	1939366	1940814	9.440900031	1.112025252	1.64901984	0.536994588	0.000183012	1.02E-07	0.08049849	0.000727824	6.51E-07	0.19294426	10.33931339	10.05488991	9.095537812	9.110639337	8.589063411	8.562635878	10.19710165	9.103088575	8.575849644	0.249807632	0.086076506
MvSl-1064-A2-R4_A2g00980	MvSl-1064-A1-R4_A2	MAT	2112426	2112717	8.779637311	-0.7304834	-0.194371898	0.536111502	0.038042229	0.590178547	0.11750089	0.078357898	0.740588128	0.258501958	8.759502387	8.007089329	8.995754601	9.281560327	8.434556402	8.780302104	8.383295858	9.138657464	8.607429253	-0.038064873	0.08639982
MvSl-1064-A2-R4_A2g01150	MvSl-1064-A1-R4_A2	MAT	2483005	2483970	11.41026642	-0.617083605	0.048479523	0.665563128	0.02034267	0.856137893	0.011997361	0.046536107	0.968541118	0.043680534	11.17750207	11.19421228	11.75726873	11.84378209	10.77639518	11.42454415	11.18585717	11.80052541	11.10046967	0.011055095	0.088230377
MvSl-1064-A2-R4_A2g00219	MvSl-1064-A1-R4_A2	MAT	492996	494714	8.35839967	-2.165781563	-1.583225939	0.582555624	2.41E-06	0.00068083	0.154232804	1.34E-05	0.002120417	0.320234376	7.438592802	5.982494148	8.547799058	9.288551382	8.551960094	8.223692542	6.710543475	8.91817522	8.387826318	-0.321867376	0.088451557
MvSl-1064-A2-R4_A2g01466	MvSl-1064-A1-R4_A2	MAT	3253970	3255359	5.814288261	0.73412269	1.0376227	0.30350001	0.228923259	0.11200363	0.636537773	0.330595879	0.188618491	0.798762205	6.170897301	6.450918058	5.498702839	5.833536137	4.818211178	5.833807781	6.310907679	5.666119488	5.32600948	0.244792522	0.089306029
MvSl-1064-A2-R4_A2g00188	MvSl-1064-A1-R4_A2	MAT	421930	422088	6.854552981	-1.687670066	-1.216213219	0.471456847	0.000494227	0.017985737	0.243878683	0.001773255	0.038698514	0.421349475	5.334583991	6.114609358	7.393874254	7.235926614	6.733789756	6.993301687	5.724596674	7.314900434	6.863545722	-0.261780016	0.091884159
MvSl-1064-A2-R4_A2g00189	MvSl-1064-A1-R4_A2	MAT	422636	426797	12.84476493	-1.264871859	-0.431700815	0.833171044	8.81E-05	0.176133518	0.009001434	0.000370226	0.275942511	0.035255617	11.92960518	12.39364354	13.65734247	13.19307445	12.26499647	12.8900954	12.16162436	13.42520846	12.57754593	-0.048514524	0.094094031
MvSl-1064-A2-R4_A2g01603	MvSl-1064-A1-R4_A2	MAT	3524930	3525520	12.27467896	-2.981693294	-2.167462709	0.814230585	1.05E-21	9.76E-13	0.004425844	3.20E-20	1.17E-11	0.020421827	10.35336352	9.84264236	12.97561533	13.20004319	12.00504562	12.50864724	10.09800294	13.08782926	12.25684643	-0.279517832	0.094637997
MvSl-1064-A2-R4_A2g01035	MvSl-1064-A1-R4_A2	MAT	2267519	2268034	9.37273257	0.200846272	0.820485553	0.619639281	0.512764718	0.009668982	0.046544681	0.641887068	0.023579545	0.131323575	9.551410468	9.784315278	9.299527086	9.628687367	8.76148799	8.956677729	9.667862873	9.464107227	8.859082859	0.126039659	0.095309068
MvSl-1064-A2-R4_A2g01290	MvSl-1064-A1-R4_A2	MAT	2796767	2797500	4.899085016	0.81584891	1.235291027	0.419442117	0.380493499	0.218014121	0.671984611	0.495504128	0.324703141	0.817449515	3.906463375	6.114609358	4.659555351	4.898104883	4.818211178	4.12537752	5.010536367	4.778830117	4.471794349	0.164111207	0.09580364
MvSl-1064-A2-R4_A2g01128	MvSl-1064-A1-R4_A2	MAT	2439042	2439278	3.983548685	-0.329604998	-0.138948447	0.190656551	0.798102011	0.919358719	0.872263598	0.900914278	1	0.961535779	3.113756926	4.377359676	3.935762933	4.147759517	3.113756926	4.449618543	3.745558301	4.041761225	3.781687735	-0.013849462	0.095953853
MvSl-1064-A2-R4_A2g00783	MvSl-1064-A1-R4_A2	MAT	1649389	1650591	3.225728287	-1.963124611	0	1.963124611	0.377147375	1	0.32266327	0.493790259	1	0.4964789	3.113756926	3.113756926	3.113756926	3.545895894	3.113756926	3.113756926	3.113756926	3.32982641	3.113756926	0	0.096790643
MvSl-1064-A2-R4_A2g00938	MvSl-1064-A1-R4_A2	MAT	2006591	2007076	3.225728287	-1.963124611	0	1.963124611	0.377147375	1	0.32266327	0.493790259	1	0.4964789	3.113756926	3.113756926	3.113756926	3.545895894	3.113756926	3.113756926	3.113756926	3.32982641	3.113756926	0	0.096790643
MvSl-1064-A2-R4_A2g01398	MvSl-1064-A1-R4_A2	MAT	3092266	3092550	3.225728287	-1.963124611	0	1.963124611	0.377147375	1	0.32266327	0.493790259	1	0.4964789	3.113756926	3.113756926	3.113756926	3.545895894	3.113756926	3.113756926	3.113756926	3.32982641	3.113756926	0	0.096790643
MvSl-1064-A2-R4_A2g00257	MvSl-1064-A1-R4_A2	MAT	557446	557871	3.336699189	0.791889235	2.75527975	1.963390515	0.659686587	0.207265202	0.322185486	0.771624356	0.315649995	0.4964789	3.906463375	3.113756926	3.113756926	3.545895894	3.113756926	3.113756926	3.510110151	3.32982641	3.113756926	0.172859979	0.096790643
MvSl-1064-A2-R4_A2g00946	MvSl-1064-A1-R4_A2	MAT	2024263	2024860	3.946261834	3.568009	5.527740929	1.959731929	0.019772513	0.005551741	0.329181507	0.045432841	0.014496213	0.503511359	3.113756926	5.837049558	3.113756926	3.545895894	3.113756926	3.113756926	4.475403242	3.32982641	3.113756926	0.523361352	0.096790643
MvSl-1064-A2-R4_A2g01082	MvSl-1064-A1-R4_A2	MAT	2349021	2350066	3.714418912	2.924702233	4.8919438	1.967241567	0.027283438	0.007481255	0.315733663	0.059285221	0.018959848	0.4964789	4.790459237	4.377359676	3.113756926	3.545895894	3.113756926	3.113756926	4.583909456	3.32982641	3.113756926	0.557922222	0.096790643
MvSl-1064-A2-R4_A2g00287	MvSl-1064-A1-R4_A2	MAT	625729	626241	4.150007657	4.025780372	5.992896744	1.967116372	0.000759884	0.000273018	0.315930604	0.00265446	0.000947318	0.4964789	4.790459237	5.837049558	3.113756926	3.545895894	3.113756926	3.113756926	5.313754398	3.32982641	3.113756926	0.771075222	0.096790643
MvSl-1064-A2-R4_A2g01304	MvSl-1064-A1-R4_A2	MAT	2838533	2838880	9.439289156	1.04577473	1.621277118	0.575502388	0.001549863	2.26E-06	0.089491033	0.004915824	1.16E-05	0.209352327	10.23693377	10.1192249	8.928463566	9.329800876	8.190842468	8.877942956	10.17807934	9.129132221	8.534392712	0.254104939	0.097189232
MvSl-1064-A2-R4_A2g00138	MvSl-1064-A1-R4_A2	MAT	319144	319700	4.92696283	2.021659121	2.454248478	0.432589357	0.011511747	0.00596944	0.660604963	0.028891132	0.015431002	0.807133926	6.292556508	5.493055427	4.21929665	4.571173904	3.759702068	4.449618543	5.892805968	4.395235277	4.104660306	0.521691931	0.098677563
MvSl-1064-A2-R4_A2g00844	MvSl-1064-A1-R4_A2	MAT	1784111	1784371	9.770717382	4.506520885	5.017041001	0.510520116	8.76E-37	1.81E-39	0.215871678	9.06E-35	1.87E-37	0.384931757	11.20875028	11.35980516	6.759681765	6.983634964	6.357343898	6.456535164	11.28427772	6.871658364	6.406939531	0.816606798	0.101022938
MvSl-1064-A2-R4_A2g01040	MvSl-1064-A1-R4_A2	MAT	2278645	2279789	6.939814292	-1.802476806	-1.279935132	0.522541674	0.000483146	0.018483722	0.233333624	0.00174676	0.039454988	0.410022716	6.404749557	4.746685133	7.335698618	7.52352017	7.185295979	6.658468996	5.575717345	7.429609394	6.921882488	-0.312007022	0.102121915
MvSl-1064-A2-R4_A2g01212	MvSl-1064-A1-R4_A2	MAT	2608097	2608867	6.940854562	-0.582518136	0.017947455	0.60046559	0.205152061	0.970832724	0.175297006	0.30743077	1	0.345910504	6.696893012	6.72346051	6.759681765	7.615349857	6.665951642	6.719952856	6.710176761	7.187515811	6.692952249	0.003708049	0.102850503
MvSl-1064-A2-R4_A2g00259	MvSl-1064-A1-R4_A2	MAT	559895	561018	3.226961429	-1.984092974	0	1.984092974	0.374234762	1	0.319852952	0.493790259	1	0.4964789	3.113756926	3.113756926	3.582529161	3.113756926	3.113756926	3.113756926	3.113756926	3.348143044	3.113756926	0	0.10470484
MvSl-1064-A2-R4_A2g00412	MvSl-1064-A1-R4_A2	MAT	908946	909176	3.226961429	-1.984092974	0	1.984092974	0.374234762	1	0.319852952	0.493790259	1	0.4964789	3.113756926	3.113756926	3.582529161	3.113756926	3.113756926	3.113756926	3.113756926	3.348143044	3.113756926	0	0.10470484
MvSl-1064-A2-R4_A2g00657	MvSl-1064-A1-R4_A2	MAT	1397361	1397591	3.226961429	-1.984092974	0	1.984092974	0.374234762	1	0.319852952	0.493790259	1	0.4964789	3.113756926	3.113756926	3.582529161	3.113756926	3.113756926	3.113756926	3.113756926	3.348143044	3.113756926	0	0.10470484
MvSl-1064-A2-R4_A2g01070	MvSl-1064-A1-R4_A2	MAT	2325473	2325637	3.226961429	-1.984092974	0	1.984092974	0.374234762	1	0.319852952	0.493790259	1	0.4964789	3.113756926	3.113756926	3.582529161	3.113756926	3.113756926	3.113756926	3.113756926	3.348143044	3.113756926	0	0.10470484
MvSl-1064-A2-R4_A2g01499	MvSl-1064-A1-R4_A2	MAT	3301743	3301946	3.226961429	-1.984092974	0	1.984092974	0.374234762	1	0.319852952	0.493790259	1	0.4964789	3.113756926	3.113756926	3.582529161	3.113756926	3.113756926	3.113756926	3.113756926	3.348143044	3.113756926	0	0.10470484
MvSl-1064-A2-R4_A2g01647	MvSl-1064-A1-R4_A2	MAT	3632177	3632369	3.537532324	2.190816999	4.174089864	1.983272865	0.149838669	0.039263401	0.318743954	0.241328947	0.077477779	0.4964789	3.113756926	4.746685133	3.582529161	3.113756926	3.113756926	3.113756926	3.93022103	3.348143044	3.113756926	0.335954124	0.10470484
MvSl-1064-A2-R4_A2g00784	MvSl-1064-A1-R4_A2	MAT	1652423	1653893	11.51110374	-0.013894598	0.812625092	0.826519689	0.952716177	0.000665731	0.000484142	1	0.002085956	0.003090138	11.61665503	11.8324052	11.699333	11.78443662	10.85846173	10.97600877	11.72453012	11.74188481	10.91723525	0.10292256	0.105056464
MvSl-1064-A2-R4_A2g01034	MvSl-1064-A1-R4_A2	MAT	2266194	2267443	10.53471518	0.693943792	1.45453974	0.760595949	0.018524016	1.71E-06	0.011185462	0.042945814	9.00E-06	0.041480808	11.21260914	11.05313055	10.09726939	10.72236857	9.924438063	9.41273333	11.13286984	10.40981898	9.668585696	0.203448765	0.106568206
MvSl-1064-A2-R4_A2g01026	MvSl-1064-A1-R4_A2	MAT	2240650	2241764	8.205868369	-1.018611026	-0.375090517	0.643520509	0.00828122	0.347411167	0.080328973	0.022183371	0.472662036	0.19294426	7.438592802	7.864229158	8.296515614	8.943535435	7.741369052	8.265532024	7.65141098	8.620025524	8.003450538	-0.064896309	0.107070016
MvSl-1064-A2-R4_A2g00450	MvSl-1064-A1-R4_A2	MAT	1002310	1002988	6.684005555	-1.204467836	-0.620936096	0.58353174	0.018468969	0.254709772	0.20551614	0.042945814	0.368865411	0.375283007	5.545092968	6.347288246	6.803264932	7.347250608	6.665951642	6.456535164	5.946190607	7.07525777	6.561243403	-0.142003532	0.108813468
MvSl-1064-A2-R4_A2g00807	MvSl-1064-A1-R4_A2	MAT	1699700	1700089	4.621266813	0.444933111	0.859570426	0.414637316	0.623263831	0.387535958	0.661052854	0.741525867	0.516381676	0.807133926	4.790459237	5.040474215	4.456155131	4.743880427	4.818211178	3.70647688	4.915466726	4.600017779	4.262344029	0.205681365	0.109992394
MvSl-1064-A2-R4_A2g01581	MvSl-1064-A1-R4_A2	MAT	3473396	3474561	7.956191022	0.879322317	1.478017365	0.598695048	0.00794909	3.40E-05	0.091666492	0.021404581	0.000146606	0.213475569	8.455221292	8.778625727	7.654032865	7.87889047	7.032057431	7.345116814	8.616923509	7.766461668	7.188587123	0.261464633	0.111549224
MvSl-1064-A2-R4_A2g01318	MvSl-1064-A1-R4_A2	MAT	2870384	2870859	3.612716156	-0.537583195	0.337857021	0.875440216	0.728970836	0.85040814	0.558737816	0.837506494	0.968541118	0.731310003	3.113756926	3.87969288	3.582529161	3.877988403	3.759702068	3.113756926	3.496724903	3.730258782	3.436729497	0.024967997	0.118239417
MvSl-1064-A2-R4_A2g01517	MvSl-1064-A1-R4_A2	MAT	3338727	3339119	10.28966895	0.089872947	0.998845064	0.908972116	0.770799297	0.001633268	0.003757274	0.879698094	0.004717317	0.017986211	10.50581011	10.66316252	10.03007279	10.848359	9.722191472	9.458546281	10.58448631	10.43921589	9.590368876	0.142293042	0.122355141
MvSl-1064-A2-R4_A2g00360	MvSl-1064-A1-R4_A2	MAT	790696	790899	4.352547544	-5.248328192	-4.181038334	1.067289858	0.008992734	0.056562168	0.356213612	0.023600222	0.105884096	0.533804167	3.113756926	3.113756926	3.582529161	5.489711024	4.20429071	4.12537752	3.113756926	4.536120093	4.164834115	-0.419602709	0.123199802
MvSl-1064-A2-R4_A2g00449	MvSl-1064-A1-R4_A2	MAT	1001048	1001233	8.477813155	0.489181549	1.259063732	0.769882183	0.188619495	0.001311109	0.045664999	0.285971492	0.003895652	0.131323575	9.254750528	8.631985523	8.047457175	8.83311587	7.805828023	7.690516605	8.943368026	8.440286523	7.748172314	0.206962206	0.123435936
