gida1	part8	youngold	intron_nr_a1	intron_mean_a1	intron_total_a1	intron_nr_a2	intron_mean_a2	intron_total_a2	intron_nr_diff	intron_mean_diff	intron_total_diff	start	end	logCPM	logFC.A1.A2	abs	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE								
MvSl-1064-A1-R4_MC15g12121	Auto	Auto	10	67.2	672	10	67.2	672	0	0	0	277836	279747	4.53071878	1.909067798	1.909067798	6.57E-12	4.10E-10	5.415636473	4.907937475	3.24115428	3.328180143	Up								
MvSl-1064-A1-R4_A1g01383	Black	OldStrata	7	79.4286	556	5	117.6	588	-2	38.1714	32	914330	919259	5.723893005	1.918429351	1.918429351	1.22E-17	1.27E-15	6.540920131	6.204549133	4.483585726	4.453433268	Up								
MvSl-1064-A1-R4_MC02g03893	Auto	Auto	2	223.5	447	2	223.5	447	0	0	0	1694164	1698896	5.706666893	1.925451973	1.925451973	1.11E-14	9.20E-13	6.630357414	6.043828329	4.316612205	4.564776917	Up								
MvSl-1064-A1-R4_MC06g07296	Auto	Auto	13	96.2308	1251	13	96.2308	1251	0	0	0	1173410	1175964	4.601826071	1.929546221	1.929546221	2.56E-11	1.51E-09	5.40280005	5.100543404	3.003674239	3.613614841	Up								
MvSl-1064-A1-R4_MC10-1g09794	Auto	Auto	2	60	120	2	60	120	0	0	0	266742	267496	5.200385096	1.942385937	1.942385937	8.97E-17	9.02E-15	5.883553711	5.8417521	4.03724266	3.80720307	Up								
MvSl-1064-A1-R4_A1g00383	Black	OldStrata	2	73	146	1	157	157	-1	84	11	893809	894012	2.973716818	1.958261326	1.958261326	1.19E-06	3.77E-05	3.887470093	3.307670096	1.120141884	2.114537831	Up								
MvSl-1064-A1-R4_MC11g10628	Auto	Auto	1	0	0	1	0	0	0	0	0	1138918	1139508	0.408178288	1.960889372	1.960889372	0.000108992	0.002458496	1.092917539	0.919382715	-0.788054896	-0.74869004	Up								
MvSl-1064-A1-R4_MC06g07064	Auto	Auto	5	122.4	612	5	122.4	612	0	0	0	532964	537850	2.46464478	1.960960458	1.960960458	1.30E-06	4.10E-05	3.455644311	2.660052231	1.084425927	1.300315986	Up								
MvSl-1064-A1-R4_MC03g04909	Auto	Auto	4	184.5	738	4	184.5	738	0	0	0	1597021	1598099	4.094421482	1.966043025	1.966043025	2.64E-12	1.79E-10	4.67934361	4.831209763	2.753765606	2.856368893	Up								
MvSl-1064-A1-R4_MC02g04198	Auto	Auto	3	172.333	517	3	172.333	517	0	0	0	2450386	2452210	0.630684749	1.982177055	1.982177055	9.49E-05	0.002156923	1.38165766	1.088755239	-1.080635737	-0.201239106	Up								
MvSl-1064-A1-R4_MC01-1g01827	Auto	Auto	2	79	158	2	79	158	0	0	0	155329	157048	4.688492935	1.988514603	1.988514603	1.14E-11	6.98E-10	5.641417899	5.006395177	3.208344888	3.533753084	Up								
MvSl-1064-A1-R4_MC11g10630	Auto	Auto	1	0	0	1	0	0	0	0	0	1143521	1145206	2.394159431	1.991407592	1.991407592	8.94E-06	0.000244239	2.431401251	3.47596301	1.37790071	0.760247891	Up								
MvSl-1064-A1-R4_MC11g10735	Auto	Auto	1	54	54	1	54	54	0	0	0	1424266	1428049	2.355457261	2.004357253	2.004357253	2.68E-07	9.56E-06	3.113582545	2.89751781	0.668129848	1.363278739	Up								
MvSl-1064-A1-R4_MC14g11965	Auto	Auto	5	84	420	5	84	420	0	0	0	546722	550595	3.571178344	2.034267952	2.034267952	4.35E-10	2.17E-08	3.994012766	4.457088976	2.121981614	2.334747695	Up								
MvSl-1064-A1-R4_MC02g03362	Auto	Auto	2	47	94	2	47	94	0	0	0	509780	510497	5.133122763	2.042368447	2.042368447	1.52E-09	7.01E-08	6.202445266	5.284459477	3.365403496	4.103042393	Up								
MvSl-1064-A1-R4_MC10-1g09823	Auto	Auto	1	0	0	1	0	0	0	0	0	300108	300658	1.88980763	2.050451786	2.050451786	3.59E-06	0.000103703	2.901827791	2.070448421	0.344942075	0.760247891	Up								
MvSl-1064-A1-R4_MC09-2g08966	Auto	Auto	3	130.333	391	3	130.333	391	0	0	0	124914	125426	3.265027026	2.05949936	2.05949936	3.30E-07	1.16E-05	4.378635616	3.307670096	1.694533862	2.096120404	Up								
MvSl-1064-A1-R4_MC07g08004	Auto	Auto	5	91.2	456	5	91.2	456	0	0	0	1124271	1124576	5.496277189	2.069579251	2.069579251	7.60E-11	4.25E-09	6.547495674	5.698564264	3.725664103	4.431564678	Up								
MvSl-1064-A1-R4_MC05-3g06733	Auto	Auto	1	47	47	1	47	47	0	0	0	632784	634814	7.177510451	2.074478968	2.074478968	3.00E-24	3.94E-22	7.972190463	7.758053271	5.76329914	5.828971854	Up								
MvSl-1064-A1-R4_MC01-1g01978	Auto	Auto	1	163	163	1	163	163	0	0	0	352636	356043	5.931386702	2.105009706	2.105009706	5.56E-16	5.28E-14	6.919972667	6.259708951	4.335726313	4.69592413	Up								
MvSl-1064-A1-R4_MC12g10966	Auto	Auto	2	75.5	151	2	75.5	151	0	0	0	555127	556274	3.629361555	2.12623426	2.12623426	1.59E-10	8.66E-09	4.536810227	4.064711888	1.993076691	2.411232829	Up								
MvSl-1064-A1-R4_MC08g08367	Auto	Auto	9	76.1111	685	9	76.1111	685	0	0	0	312848	317889	3.81216244	2.150414622	2.150414622	1.18E-08	4.86E-07	4.837949365	4.080870447	1.89339741	2.742563392	Up								
MvSl-1064-A1-R4_MC04-1g05388	Auto	Auto	2	77.5	155	2	77.5	155	0	0	0	196274	196470	1.377178982	2.153663353	2.153663353	6.23E-05	0.001474833	2.353491325	1.639889002	-1.080635737	0.612575144	Up								
MvSl-1064-A1-R4_MC02g03676	Auto	Auto	1	66	66	1	66	66	0	0	0	1223395	1223826	0.906972995	2.189753815	2.189753815	3.96E-06	0.000113628	1.458100474	1.661539042	-0.336915477	-0.621320598	Up								
MvSl-1064-A1-R4_MC02g03891	Auto	Auto	3	230.333	691	3	230.333	691	0	0	0	1689978	1693166	6.164949462	2.21026572	2.21026572	3.50E-16	3.36E-14	7.227170793	6.423099475	4.517461662	4.81613661	Up								
MvSl-1064-A1-R4_MC16g12194	Auto	Auto	1	102	102	1	102	102	0	0	0	50983	51374	0.077584683	2.218431815	2.218431815	0.000161159	0.003461684	0.189710021	1.088755239	-1.448050013	-1.04311097	Up								
MvSl-1064-A1-R4_MC01-1g02787	Auto	Auto	3	95.6667	287	3	95.6667	287	0	0	0	2125745	2127140	2.61570149	2.286433325	2.286433325	3.74E-10	1.89E-08	3.455644311	3.178476098	1.047803276	1.129723972	Up								
MvSl-1064-A1-R4_MC14g11989	Auto	Auto	9	180.556	1625	9	180.556	1625	0	0	0	591523	594158	1.269542921	2.306650565	2.306650565	6.96E-07	2.29E-05	2.106727046	1.785030108	-0.661372867	0.123706941	Up								
MvSl-1064-A1-R4_MC03g04419	Auto	Auto	8	68.125	545	8	68.125	545	0	0	0	389570	391739	3.532135476	2.351411102	2.351411102	2.16E-13	1.58E-11	4.355506104	4.159055131	1.830107123	2.03941395	Up								
MvSl-1064-A1-R4_MC11g10573	Auto	Auto	9	78.1111	703	10	79.2	792	1	1.0889	89	1014781	1015475	3.809894194	2.371397114	2.371397114	1.88E-13	1.40E-11	4.77956537	4.261849869	2.223986578	2.168420084	Up								
MvSl-1064-A1-R4_MC05-3g06760	Auto	Auto	4	64.25	257	4	64.25	257	0	0	0	687412	690448	0.110296257	2.406505	2.406505	0.000213704	0.004434365	1.328348589	-0.149133665	-1.674086286	-1.04311097	Up								
MvSl-1064-A1-R4_MC01-1g02871	Auto	Auto	2	93.5	187	2	93.5	187	0	0	0	2337505	2339194	2.232606078	2.407514665	2.407514665	4.86E-08	1.87E-06	3.263116288	2.559854427	0.151396553	0.977053557	Up								
MvSl-1064-A1-R4_MC05-3g06813	Auto	Auto	10	92.3	923	10	92.3	923	0	0	0	817253	818315	4.833596031	2.412579449	2.412579449	8.70E-20	1.00E-17	5.741669931	5.396828899	3.304616064	3.041011162	Up								
MvSl-1064-A1-R4_A1g00349	Black	OldStrata	9	97.1111	874	9	108.667	978	0	11.5559	104	1701948	1703146	10.89651077	2.448345756	2.448345756	1.57E-10	8.58E-09	11.86238788	11.4096367	9.013437315	9.375056075	Up								
MvSl-1064-A1-R4_MC02g03384	Auto	Auto	2	63.5	127	2	63.5	127	0	0	0	549572	549877	7.47162282	2.468218596	2.468218596	2.51E-28	4.13E-26	8.386200395	8.057055749	5.849607542	5.674617612	Up								
MvSl-1064-A1-R4_MC02g03455	Auto	Auto	2	77	154	2	77	154	0	0	0	724443	725309	1.733229493	2.515322922	2.515322922	5.57E-07	1.87E-05	2.575632427	2.335805348	0.668129848	-1.04311097	Up								
MvSl-1064-A1-R4_MC02g03366	Auto	Auto	1	0	0	1	0	0	0	0	0	510570	514733	0.531627403	2.548127895	2.548127895	1.26E-05	0.000335816	1.708122203	0.506001378	-1.080635737	-1.04311097	Up								
MvSl-1064-A1-R4_MC01-2g02957	Auto	Auto	3	70	210	3	70	210	0	0	0	2530520	2530747	3.101767908	2.559863191	2.559863191	2.59E-13	1.88E-11	3.878225923	3.83630708	1.084425927	1.564239262	Up								
MvSl-1064-A1-R4_MC05-2g06318	Auto	Auto	15	81	1215	15	81	1215	0	0	0	186773	187370	5.355995492	2.561929224	2.561929224	1.24E-21	1.51E-19	6.333357088	5.883804636	3.320054721	3.790118383	Up								
MvSl-1064-A1-R4_MC04-1g05312	Auto	Auto	5	216.4	1082	5	216.4	1082	0	0	0	54684	56011	1.902024203	2.569657342	2.569657342	8.35E-10	4.01E-08	2.517278055	2.75374075	-0.072197335	0.388749813	Up								
MvSl-1064-A1-R4_MC02g03469	Auto	Auto	3	355.333	1066	3	355.333	1066	0	0	0	757207	758019	1.825162889	2.571153308	2.571153308	3.01E-09	1.32E-07	2.787970465	2.294831804	0.218838248	-0.029636685	Up								
MvSl-1064-A1-R4_A1g00030	bPAR	bPAR	1	85	85	1	85	85	0	0	0	60303	60627	7.934547299	2.637888472	2.637888472	2.29E-30	4.36E-28	8.812093292	8.61919494	6.147697071	6.014483292	Up								
MvSl-1064-A1-R4_MC04-2g06086	Auto	Auto	1	40	40	1	40	40	0	0	0	1916355	1917286	7.25538436	2.668295191	2.668295191	1.25E-33	2.74E-31	8.192598088	7.877049645	5.461313647	5.289185375	Up								
MvSl-1064-A1-R4_MC13g11715	Auto	Auto	3	106.333	319	2	139	278	-1	32.667	-41	1003792	1007748	6.681233035	2.720484396	2.720484396	3.79E-30	6.89E-28	7.738354321	7.154305965	4.856103113	4.655617067	Up								
MvSl-1064-A1-R4_MC10-2g09910	Auto	Auto	2	66	132	2	66	132	0	0	0	413125	414807	3.145276226	2.747021883	2.747021883	2.95E-14	2.35E-12	4.136513711	3.680670957	1.084425927	1.363278739	Up								
MvSl-1064-A1-R4_MC01-2g02966	Auto	Auto	1	164	164	1	164	164	0	0	0	2548787	2549811	1.036846779	2.759774207	2.759774207	3.28E-08	1.29E-06	2.008470668	1.50268715	-0.661372867	-0.888402933	Up								
MvSl-1064-A1-R4_MC05-1g06164	Auto	Auto	2	69	138	2	69	138	0	0	0	56477	57173	1.967763798	2.787799389	2.787799389	2.27E-11	1.35E-09	2.787970465	2.681404005	0.218838248	-0.112887976	Up								
MvSl-1064-A1-R4_MC10-1g09803	Auto	Auto	2	217	434	2	217	434	0	0	0	278595	279408	2.649387799	2.808228437	2.808228437	1.73E-10	9.34E-09	3.436877839	3.426239624	-0.155154508	1.234479489	Up								
MvSl-1064-A1-R4_MC01-2g02960	Auto	Auto	14	101.714	1424	14	101.714	1424	0	0	0	2533966	2535470	8.98160372	2.87796983	2.87796983	4.34E-24	5.63E-22	9.949103137	9.627457448	6.905751604	6.934566353	Up								
MvSl-1064-A1-R4_MC08g08800	Auto	Auto	1	114	114	1	114	114	0	0	0	1353520	1356257	0.722463561	2.90765464	2.90765464	2.02E-05	0.000525997	2.122471675	0.244290534	-0.788054896	-1.641674788	Up								
MvSl-1064-A1-R4_MC01-1g02870	Auto	Auto	7	109.143	764	7	109.143	764	0	0	0	2328123	2333632	2.896040511	2.909305747	2.909305747	1.23E-14	1.01E-12	3.882855412	3.47596301	0.715598022	0.977053557	Up								
MvSl-1064-A1-R4_MC11g10617	Auto	Auto	7	126.286	884	7	126.286	884	0	0	0	1110845	1113375	4.172432066	2.919051001	2.919051001	1.26E-19	1.41E-17	5.242739547	4.666986316	1.993076691	2.185942725	Up								
MvSl-1064-A1-R4_MC11g10647	Auto	Auto	2	77	154	2	77	154	0	0	0	1198955	1199307	3.629124807	2.921963186	2.921963186	9.54E-17	9.48E-15	4.710929135	4.096850028	1.49134371	1.616865351	Up								
MvSl-1064-A1-R4_MC10-1g09827	Auto	Auto	2	70	140	2	70	140	0	0	0	302529	305064	0.754171533	2.9356142	2.9356142	7.11E-08	2.69E-06	1.355249339	1.639889002	-1.942237596	-0.621320598	Up								
MvSl-1064-A1-R4_MC06g07032	Auto	Auto	3	78.3333	235	3	78.3333	235	0	0	0	39986	41872	2.999144651	2.952178564	2.952178564	3.85E-12	2.52E-10	4.215713089	3.222838747	0.761554	1.055407329	Up								
MvSl-1064-A1-R4_MC14g11962	Auto	Auto	3	121	363	3	121	363	0	0	0	532089	535474	5.830845739	2.963976662	2.963976662	9.93E-36	2.30E-33	6.724278234	6.579126186	3.479795336	3.889717373	Up								
MvSl-1064-A1-R4_MC05-2g06438	Auto	Auto	2	84.5	169	2	84.5	169	0	0	0	274678	276195	6.508123474	2.967757884	2.967757884	3.02E-28	4.79E-26	7.661967544	6.904868906	4.490424847	4.2393572	Up								
MvSl-1064-A1-R4_MC04-1g05313	Auto	Auto	6	108	648	6	108	648	0	0	0	55965	58043	3.243034856	2.983108569	2.983108569	1.06E-13	8.09E-12	4.436462706	3.529926858	1.047803276	1.2003992	Up								
MvSl-1064-A1-R4_MC03g04424	Auto	Auto	6	99.6667	598	6	105	630	0	5.3333	32	404345	405628	4.967195115	3.05218518	3.05218518	3.43E-30	6.38E-28	5.784358862	5.809388225	2.533069284	2.961849654	Up								
MvSl-1064-A1-R4_MC07g07850	Auto	Auto	1	0	0	1	0	0	0	0	0	740104	743065	1.218267338	3.069014089	3.069014089	9.10E-10	4.35E-08	2.198716135	1.765168443	-0.544922319	-1.216424298	Up								
MvSl-1064-A1-R4_MC14g11878	Auto	Auto	1	69	69	1	69	69	0	0	0	341003	341770	0.073481276	3.084526249	3.084526249	6.11E-07	2.02E-05	1.060591845	0.506001378	-1.942237596	-1.641674788	Up								
MvSl-1064-A1-R4_MC05-2g06335	Auto	Auto	9	80	720	9	80	720	0	0	0	200561	204281	5.158497303	3.089655278	3.089655278	2.86E-26	4.45E-24	6.284334694	5.627463865	2.798540151	3.031350278	Up								
MvSl-1064-A1-R4_A1g01007	Black	OldStrata	4	118.25	473	4	218.75	875	0	100.5	402	1400757	1402594	5.551066322	3.100208392	3.100208392	7.75E-33	1.66E-30	6.550408546	6.204549133	3.032075479	3.526894011	Up								
MvSl-1064-A1-R4_MC01-1g01783	Auto	Auto	7	96.4286	675	7	96.4286	675	0	0	0	107424	108928	1.670533368	3.179057277	3.179057277	5.64E-11	3.21E-09	2.620673914	2.308619354	-1.252678073	-0.029636685	Up								
MvSl-1064-A1-R4_MC04-1g05437	Auto	Auto	2	105.5	211	2	105.5	211	0	0	0	329838	336992	1.769787212	3.227926308	3.227926308	1.09E-12	7.54E-11	2.737743416	2.401610136	-0.544922319	-0.396043736	Up								
MvSl-1064-A1-R4_MC11g10186	Auto	Auto	1	48	48	1	48	48	0	0	0	68118	72083	1.561002567	3.292341455	3.292341455	4.89E-12	3.17E-10	2.379931553	2.362488512	-0.336915477	-1.216424298	Up								
MvSl-1064-A1-R4_A1g01418	Black	OldStrata	9	84.5556	761	10	88	880	1	3.4444	119	1151741	1153580	3.681246951	3.351221404	3.351221404	4.10E-19	4.50E-17	4.636124231	4.419462633	0.619046564	1.667639135	Up								
MvSl-1064-A1-R4_MC10-1g09822	Auto	Auto	3	57.6667	173	3	57.6667	173	0	0	0	299656	302127	0.464469447	3.354716109	3.354716109	6.94E-09	2.95E-07	1.185763506	1.296746649	-1.252678073	-2.24728276	Up								
MvSl-1064-A1-R4_MC06g07297	Auto	Auto	1	81	81	1	81	81	0	0	0	1176406	1177519	1.217816975	3.364025075	3.364025075	1.91E-06	5.85E-05	2.717152529	0.642902881	-1.674086286	-0.621320598	Up								
MvSl-1064-A1-R4_A1g01220	Black	OldStrata	8	86.125	689	7	101.286	709	-1	15.161	20	2575916	2576612	7.468211439	3.396664551	3.396664551	9.23E-53	4.64E-50	8.302720479	8.368936168	4.992427797	4.892830517	Up								
MvSl-1064-A1-R4_MC03g05022	Auto	Auto	6	76.3333	458	6	76.3333	458	0	0	0	1847049	1847753	4.301879555	3.407276008	3.407276008	2.10E-25	2.95E-23	5.29056033	5.021124448	1.37790071	2.114537831	Up								
MvSl-1064-A1-R4_MC02g03663	Auto	Auto	4	64	256	4	64	256	0	0	0	1191973	1193730	1.351177029	3.428231195	3.428231195	5.01E-08	1.92E-06	2.392972146	1.898779072	-0.155154508	-3.311053328	Up								
MvSl-1064-A1-R4_MC04-1g05389	Auto	Auto	1	0	0	1	0	0	0	0	0	201540	202270	1.178924801	3.436033959	3.436033959	7.34E-11	4.13E-09	2.213493155	1.724605488	-1.674086286	-0.74869004	Up								
MvSl-1064-A1-R4_MC08g08311	Auto	Auto	8	77.875	623	8	77.875	623	0	0	0	148462	150755	5.425151267	3.48446359	3.48446359	2.70E-42	9.60E-40	6.32061709	6.272955811	2.585112866	3.041011162	Up								
MvSl-1064-A1-R4_MC03g04884	Auto	Auto	6	109.667	658	6	109.667	658	0	0	0	1524735	1525630	0.997693093	3.487763833	3.487763833	3.63E-10	1.85E-08	1.38165766	2.133777516	-1.252678073	-1.413437522	Up								
MvSl-1064-A1-R4_MC15g12148	Auto	Auto	2	85	170	2	85	170	0	0	0	343988	344673	1.364667243	3.539818991	3.539818991	8.96E-13	6.23E-11	2.213493155	2.164429209	-0.788054896	-1.413437522	Up								
MvSl-1064-A1-R4_MC11g10686	Auto	Auto	2	352	704	2	352	704	0	0	0	1291550	1292525	1.066380131	3.561324445	3.561324445	6.79E-11	3.84E-09	1.903030167	1.861850355	-2.271875237	-0.74869004	Up								
MvSl-1064-A1-R4_MC02g04245	Auto	Auto	3	85	255	3	85	255	0	0	0	2560247	2562613	5.51559217	3.568390977	3.568390977	9.33E-41	2.75E-38	6.632420734	6.109295843	2.852622281	2.834314674	Up								
MvSl-1064-A1-R4_MC18g12262	Auto	Auto	5	80.6	403	5	80.6	403	0	0	0	30731	36545	4.887312416	3.600671827	3.600671827	1.93E-31	3.84E-29	5.896202638	5.623332584	1.74115494	2.539450147	Up								
MvSl-1064-A1-R4_A1g01163	Blue	OldStrata	4	87	348	4	86.75	347	0	-0.25	-1	1297181	1298512	4.000940946	3.617225151	3.617225151	5.65E-30	9.85E-28	4.932528437	4.816810011	1.222272509	1.393758781	Up								
MvSl-1064-A1-R4_MC01-2g03166	Auto	Auto	1	83	83	1	83	83	0	0	0	1	793	6.29110169	3.777867735	3.777867735	5.88E-30	1.01E-27	6.6262219	7.589702986	3.702290233	3.069611614	Up								
MvSl-1064-A1-R4_MC09-2g09566	Auto	Auto	2	104	208	2	104	208	0	0	0	11976	14195	2.190122709	3.777916732	3.777916732	1.82E-10	9.66E-09	3.586277028	2.194443197	0.006247939	-1.413437522	Up								
MvSl-1064-A1-R4_MC01-2g02969	Auto	Auto	1	196	196	1	196	196	0	0	0	2551682	2553176	1.811111339	3.836313458	3.836313458	1.20E-15	1.08E-13	2.836507544	2.476807781	-0.788054896	-1.04311097	Up								
MvSl-1064-A1-R4_MC08g08369	Auto	Auto	4	100.75	403	4	100.75	403	0	0	0	321102	322279	4.673939168	3.920386229	3.920386229	5.46E-42	1.87E-39	5.664455287	5.476856353	1.718032715	1.667639135	Up								
MvSl-1064-A1-R4_MC13g11558	Auto	Auto	2	81	162	2	81	162	0	0	0	635916	636083	4.624593895	3.920682846	3.920682846	1.62E-25	2.30E-23	5.954540642	4.907937475	1.621649621	1.667639135	Up								
MvSl-1064-A1-R4_MC01-1g02885	Auto	Auto	5	142.6	713	5	142.6	713	0	0	0	2382803	2384819	1.080464856	4.060510593	4.060510593	1.90E-13	1.40E-11	2.025318506	1.823951484	-1.674086286	-1.641674788	Up								
MvSl-1064-A1-R4_MC03g04760	Auto	Auto	1	446	446	1	445	445	0	-1	-1	1218516	1220123	0.905965344	4.062554469	4.062554469	8.58E-12	5.28E-10	2.041971863	1.377457876	-1.674086286	-1.912931964	Up								
MvSl-1064-A1-R4_MC04-1g05833	Auto	Auto	13	82.6154	1074	13	82.6154	1074	0	0	0	1299353	1300536	4.897929805	4.106005149	4.106005149	9.62E-42	3.16E-39	6.026388335	5.554124517	1.596513013	1.876302765	Up								
MvSl-1064-A1-R4_MC03g05134	Auto	Auto	2	170	340	2	170	340	0	0	0	2130759	2136537	0.758317278	4.124870169	4.124870169	3.64E-10	1.85E-08	0.993682877	2.021057832	-1.448050013	-2.683265469	Up								
MvSl-1064-A1-R4_MC01-1g02004	Auto	Auto	2	71	142	2	71	142	0	0	0	379579	380191	2.199764694	4.168341743	4.168341743	5.70E-19	6.09E-17	3.241650607	2.906612081	-1.252678073	-0.504289504	Up								
MvSl-1064-A1-R4_MC12g11139	Auto	Auto	1	210	210	1	210	210	0	0	0	985207	991308	2.564482448	4.251451781	4.251451781	8.00E-21	9.37E-19	3.695569789	3.178476098	-0.336915477	-0.888402933	Up								
MvSl-1064-A1-R4_MC03g05097	Auto	Auto	2	85.5	171	2	85.5	171	0	0	0	2054587	2059584	4.079858089	4.287244089	4.287244089	1.31E-36	3.39E-34	4.868614448	5.112382777	0.568234379	0.977053557	Up								
MvSl-1064-A1-R4_MC13g11612	Auto	Auto	1	93	93	1	93	93	0	0	0	763339	763589	3.517047267	4.338193165	4.338193165	1.58E-25	2.29E-23	4.751995442	4.015121096	0.006247939	0.388749813	Up								
MvSl-1064-A1-R4_A1g01021	Black	OldStrata	2	126.5	253	6	112	672	4	-14.5	419	1578575	1582088	0.474419236	4.38716508	4.38716508	9.01E-11	5.00E-09	1.644116926	0.882984303	-1.942237596	-2.683265469	Up								
MvSl-1064-A1-R4_MC03g04707	Auto	Auto	14	81.8571	1146	14	81.8571	1146	0	0	0	1089857	1091821	5.392705339	4.42885232	4.42885232	2.10E-57	1.20E-54	6.484164706	6.139502532	1.808377949	2.03941395	Up								
MvSl-1064-A1-R4_A1g00283	Black	OldStrata	5	102.4	512	3	113	339	-2	10.6	-173	2725136	2725813	4.281422989	4.449535004	4.449535004	7.83E-39	2.16E-36	5.294040345	5.112382777	0.404087788	1.165494325	Up								
MvSl-1064-A1-R4_MC04-1g05803	Auto	Auto	1	126	126	1	126	126	0	0	0	1237345	1237580	0.571105655	4.496130829	4.496130829	3.13E-12	2.08E-10	1.38165766	1.45389196	-1.942237596	-2.683265469	Up								
MvSl-1064-A1-R4_MC06g07138	Auto	Auto	7	81.7143	572	7	81.7143	572	0	0	0	751375	753633	10.19101875	4.561588205	4.561588205	1.40E-36	3.52E-34	11.16542721	11.09571466	6.512693671	6.626634428	Up								
MvSl-1064-A1-R4_MC04-1g05832	Auto	Auto	3	105.333	316	3	105.333	316	0	0	0	1298642	1299283	1.458209676	4.670637681	4.670637681	7.40E-16	6.96E-14	1.991423754	2.627420108	-2.271875237	-1.413437522	Up								
MvSl-1064-A1-R4_MC12g10807	Auto	Auto	4	79.75	319	4	79.75	319	0	0	0	163948	164272	1.856390069	4.741697158	4.741697158	1.03E-15	9.55E-14	3.197736654	2.118203948	-1.252678073	-1.912931964	Up								
MvSl-1064-A1-R4_MC04-1g06027	Auto	Auto	1	57	57	1	57	57	0	0	0	1744862	1749659	1.135503313	4.799070086	4.799070086	3.11E-12	2.07E-10	2.468833222	1.35105268	-3.311053328	-1.413437522	Up								
MvSl-1064-A1-R4_MC10-1g09730	Auto	Auto	5	106.8	534	5	106.8	534	0	0	0	193004	193818	5.982856328	4.870518345	4.870518345	2.70E-84	2.88E-81	7.041926735	6.810516161	2.04973754	2.132723103	Up								
MvSl-1064-A1-R4_MC01-2g03096	Auto	Auto	1	223	223	1	223	223	0	0	0	2862188	2867899	4.182573109	4.964591213	4.964591213	1.12E-46	4.57E-44	5.155516628	5.094587083	0.08064689	0.448044861	Up								
MvSl-1064-A1-R4_A1g00029	bPAR	bPAR	2	77	154	2	77	154	0	0	0	59218	59891	6.297648826	4.988993955	4.988993955	1.54E-87	1.88E-84	7.418271616	7.059641211	2.207478765	2.365830005	Up								
MvSl-1064-A1-R4_A1g00642	Black	OldStrata	1	0	0	1	0	0	0	0	0	1645733	1648754	6.20721473	5.102816982	5.102816982	1.06E-97	2.26E-94	7.238954872	7.082392035	2.068140537	2.114537831	Up								
MvSl-1064-A1-R4_MC02g03579	Auto	Auto	9	77	693	9	77	693	0	0	0	974889	975798	6.679898125	5.13562295	5.13562295	6.40E-82	6.08E-79	7.845403359	7.393834789	2.334536787	2.694402553	Up								
MvSl-1064-A1-R4_MC04-1g05282	Auto	Auto	1	103	103	1	103	103	0	0	0	16788	17024	3.05924008	5.175785008	5.175785008	2.74E-32	5.72E-30	3.864247648	4.116578781	-1.080635737	-0.74869004	Up								
MvSl-1064-A1-R4_MC03g04877	Auto	Auto	5	70.4	352	5	70.4	352	0	0	0	1504690	1506478	0.966498436	5.334386647	5.334386647	2.70E-16	2.62E-14	1.921147466	1.785030108	-2.271875237	-2.683265469	Up								
MvSl-1064-A1-R4_A1g01459	bPAR	bPAR	1	0	0	1	0	0	0	0	0	3256296	3256583	0.60440484	5.483609744	5.483609744	2.93E-14	2.35E-12	1.554104671	1.403388459	-2.271875237	-3.311053328	Up								
MvSl-1064-A1-R4_A1g01162	Blue	OldStrata	2	68	136	2	68.5	137	0	0.5	1	1294048	1294371	2.364437833	5.639008765	5.639008765	1.34E-25	2.01E-23	3.024213886	3.529926858	-2.271875237	-1.413437522	Up								
MvSl-1064-A1-R4_MC04-1g05315	Auto	Auto	1	190	190	1	190	190	0	0	0	59297	59753	3.002029932	5.661959534	5.661959534	1.23E-29	2.07E-27	4.259091348	3.553277775	-1.080635737	-1.641674788	Up								
MvSl-1064-A1-R4_MC09-2g09067	Auto	Auto	5	87.2	436	5	87.2	436	0	0	0	342285	345006	4.409488434	5.758129797	5.758129797	1.52E-41	4.80E-39	5.739119042	4.880506305	-0.544922319	0.049071526	Up								
MvSl-1064-A1-R4_MC01-1g02832	Auto	Auto	3	131	393	3	131	393	0	0	0	2224752	2226292	9.013904198	5.803490373	5.803490373	4.04E-65	3.14E-62	10.13576806	9.82303096	4.358333902	4.002793118	Up								
MvSl-1064-A1-R4_A1g01302	Black	OldStrata	5	83.6	418	2	53	106	-3	-30.6	-312	2775123	2776609	6.148703738	6.307186831	6.307186831	4.82E-106	2.06E-102	6.951716635	7.283842363	0.619046564	1.129723972	Up								
MvSl-1064-A1-R4_MC11g10576	Auto	Auto	4	100.75	403	4	100.75	403	0	0	0	1017295	1019497	7.506970083	7.060461854	7.060461854	9.53E-92	1.36E-88	8.797915678	8.110915982	1.74115494	1.165494325	Up								
MvSl-1064-A1-R4_MC01-2g03006	Auto	Auto	1	0	0	1	0	0	0	0	0	2639620	2640860	3.482810008	7.968465271	7.968465271	3.83E-49	1.72E-46	4.602838231	4.296856705	-2.699854245	-2.24728276	Up								
MvSl-1064-A1-R4_MC15g12144	Auto	Auto	1	41	41	1	41	41	0	0	0	338080	339343	2.128334011	7.970795062	7.970795062	5.29E-30	9.41E-28	3.241650607	2.89751781	-3.311053328	-2.683265469	Up								
