gida1	part8	youngold	intron_nr_a1	intron_mean_a1	intron_total_a1	DE	DE2
MvSl-1064-A1-R4_A1g00511	Black	OldStrata	7	75.8571	531	NON	NON
MvSl-1064-A1-R4_A1g00512	Black	OldStrata	7	105.429	738	NON	NON
MvSl-1064-A1-R4_A1g00513	Black	OldStrata	9	71.3333	642	NON	NON
MvSl-1064-A1-R4_A1g00514	Black	OldStrata	2	82	164	NON	NON
MvSl-1064-A1-R4_A1g00515	Black	OldStrata	3	69.6667	209	NON	NON
MvSl-1064-A1-R4_A1g00517	Black	OldStrata	2	216	432	NON	NON
MvSl-1064-A1-R4_A1g00518	Black	OldStrata	6	94.1667	565	NON	NON
MvSl-1064-A1-R4_A1g00519	Black	OldStrata	1	71	71	NON	NON
MvSl-1064-A1-R4_A1g00520	Black	OldStrata	2	72	144	NON	NON
MvSl-1064-A1-R4_A1g00521	Black	OldStrata	3	106.667	320	NON	NON
MvSl-1064-A1-R4_A1g00525	Black	OldStrata	3	105.333	316	NON	NON
MvSl-1064-A1-R4_A1g00528	Black	OldStrata	2	85	170	NON	NON
MvSl-1064-A1-R4_A1g00530	Black	OldStrata	7	81.7143	572	NON	NON
MvSl-1064-A1-R4_A1g00532	Black	OldStrata	1	74	74	NON	NON
MvSl-1064-A1-R4_A1g00533	Black	OldStrata	4	107.25	429	NON	NON
MvSl-1064-A1-R4_A1g00534	Black	OldStrata	9	110	990	NON	NON
MvSl-1064-A1-R4_A1g00541	Black	OldStrata	3	71.3333	214	NON	NON
MvSl-1064-A1-R4_A1g00543	Black	OldStrata	9	97.2222	875	NON	NON
MvSl-1064-A1-R4_A1g00544	Black	OldStrata	2	153.5	307	NON	NON
MvSl-1064-A1-R4_A1g00546	Black	OldStrata	2	72.5	145	NON	NON
MvSl-1064-A1-R4_A1g00568	Black	OldStrata	1	231	231	NON	NON
MvSl-1064-A1-R4_A1g00575	Black	OldStrata	7	116.286	814	NON	NON
MvSl-1064-A1-R4_A1g00576	Black	OldStrata	1	0	0	NON	NON
MvSl-1064-A1-R4_A1g00593	Blue	OldStrata	6	90.1667	541	NON	NON
MvSl-1064-A1-R4_A1g00645	Black	OldStrata	5	89.4	447	NON	NON
MvSl-1064-A1-R4_A1g00647	Black	OldStrata	3	147.333	442	NON	NON
MvSl-1064-A1-R4_A1g00669	Orange	ColorStrata	2	101	202	NON	NON
MvSl-1064-A1-R4_A1g00693	Black	OldStrata	5	98.6	493	NON	NON
MvSl-1064-A1-R4_A1g00694	Black	OldStrata	4	76.5	306	NON	NON
MvSl-1064-A1-R4_A1g00726	Black	OldStrata	6	114.833	689	NON	NON
MvSl-1064-A1-R4_A1g00749	Black	OldStrata	2	81.5	163	NON	NON
MvSl-1064-A1-R4_A1g00750	Black	OldStrata	4	79.5	318	NON	NON
MvSl-1064-A1-R4_A1g00751	Black	OldStrata	10	72.7	727	NON	NON
MvSl-1064-A1-R4_A1g00756	Black	OldStrata	1	0	0	NON	NON
MvSl-1064-A1-R4_A1g00757	Black	OldStrata	2	99	198	NON	NON
MvSl-1064-A1-R4_A1g00772	Blue	OldStrata	3	82.6667	248	NON	NON
MvSl-1064-A1-R4_A1g00778	Black	OldStrata	7	76.8571	538	NON	NON
MvSl-1064-A1-R4_A1g00794	Black	OldStrata	4	87.25	349	NON	NON
MvSl-1064-A1-R4_A1g00800	Black	OldStrata	8	102.375	819	NON	NON
MvSl-1064-A1-R4_A1g00801	Blue	OldStrata	2	76	152	NON	NON
MvSl-1064-A1-R4_A1g00832	Black	OldStrata	5	112.8	564	NON	NON
MvSl-1064-A1-R4_A1g00840	Black	OldStrata	2	75.5	151	NON	NON
MvSl-1064-A1-R4_A1g00842	Black	OldStrata	6	114.333	686	NON	NON
MvSl-1064-A1-R4_A1g00843	Black	OldStrata	2	129.5	259	NON	NON
MvSl-1064-A1-R4_A1g00845	Black	OldStrata	3	92.3333	277	NON	NON
MvSl-1064-A1-R4_A1g00869	Black	OldStrata	10	84.8	848	NON	NON
MvSl-1064-A1-R4_A1g00911	Black	OldStrata	6	87.8333	527	NON	NON
MvSl-1064-A1-R4_A1g00912	Black	OldStrata	4	90.25	361	NON	NON
MvSl-1064-A1-R4_A1g00913	Black	OldStrata	7	62.1429	435	NON	NON
MvSl-1064-A1-R4_A1g00920	Black	OldStrata	4	115.5	462	NON	NON
MvSl-1064-A1-R4_A1g00921	Black	OldStrata	7	96.5714	676	NON	NON
MvSl-1064-A1-R4_A1g00957	Black	OldStrata	2	105.5	211	NON	NON
MvSl-1064-A1-R4_A1g00960	Black	OldStrata	4	67.5	270	NON	NON
MvSl-1064-A1-R4_A1g00968	Black	OldStrata	4	89.5	358	NON	NON
MvSl-1064-A1-R4_A1g00998	Blue	OldStrata	3	109.667	329	NON	NON
MvSl-1064-A1-R4_A1g01017	Purple	OldStrata	17	99.3529	1689	NON	NON
MvSl-1064-A1-R4_A1g01154	Blue	OldStrata	2	191	382	NON	NON
MvSl-1064-A1-R4_A1g01159	Blue	OldStrata	2	180	360	NON	NON
MvSl-1064-A1-R4_A1g01160	Blue	OldStrata	5	124.2	621	NON	NON
MvSl-1064-A1-R4_A1g01161	Blue	OldStrata	3	92	276	NON	NON
MvSl-1064-A1-R4_A1g01173	Black	OldStrata	5	155.2	776	NON	NON
MvSl-1064-A1-R4_A1g01189	Black	OldStrata	2	79	158	NON	NON
MvSl-1064-A1-R4_A1g01219	Black	OldStrata	4	152	608	NON	NON
MvSl-1064-A1-R4_A1g01227	Purple	OldStrata	2	145	290	NON	NON
MvSl-1064-A1-R4_A1g01228	Black	OldStrata	1	126	126	NON	NON
MvSl-1064-A1-R4_A1g01252	Orange	ColorStrata	4	130.25	521	NON	NON
MvSl-1064-A1-R4_A1g01271	Black	OldStrata	5	101.6	508	NON	NON
MvSl-1064-A1-R4_A1g01272	Black	OldStrata	3	100.333	301	NON	NON
MvSl-1064-A1-R4_A1g01282	Black	OldStrata	3	115	345	NON	NON
MvSl-1064-A1-R4_A1g01317	Purple	OldStrata	7	102.143	715	NON	NON
MvSl-1064-A1-R4_A1g01346	Black	OldStrata	5	380.4	1902	NON	NON
MvSl-1064-A1-R4_A1g01348	Black	OldStrata	1	91	91	NON	NON
MvSl-1064-A1-R4_A1g01350	Black	OldStrata	2	77.5	155	NON	NON
MvSl-1064-A1-R4_A1g01351	Black	OldStrata	5	120.4	602	NON	NON
MvSl-1064-A1-R4_A1g01359	Black	OldStrata	5	78.2	391	NON	NON
MvSl-1064-A1-R4_A1g01366	Black	OldStrata	1	138	138	NON	NON
MvSl-1064-A1-R4_A1g01367	Black	OldStrata	3	65	195	NON	NON
MvSl-1064-A1-R4_A1g01368	Black	OldStrata	7	64	448	NON	NON
MvSl-1064-A1-R4_A1g01369	Black	OldStrata	5	103	515	NON	NON
MvSl-1064-A1-R4_A1g01378	Black	OldStrata	2	83.5	167	NON	NON
MvSl-1064-A1-R4_A1g01388	Black	OldStrata	2	65.5	131	NON	NON
MvSl-1064-A1-R4_A1g01392	Black	OldStrata	4	72.5	290	NON	NON
MvSl-1064-A1-R4_A1g01393	Black	OldStrata	2	81	162	NON	NON
MvSl-1064-A1-R4_A1g01405	Black	OldStrata	5	109	545	NON	NON
MvSl-1064-A1-R4_A1g01406	Black	OldStrata	8	162.375	1299	NON	NON
MvSl-1064-A1-R4_A1g01407	Black	OldStrata	5	98	490	NON	NON
MvSl-1064-A1-R4_A1g01415	Black	OldStrata	10	107.8	1078	NON	NON
MvSl-1064-A1-R4_A1g01431	Blue	OldStrata	13	88.6154	1152	NON	NON
MvSl-1064-A1-R4_A1g01440	bPAR	bPAR	6	113.5	681	NON	NON
MvSl-1064-A1-R4_A1g01441	bPAR	bPAR	6	72	432	NON	NON
MvSl-1064-A1-R4_A1g01444	bPAR	bPAR	3	126.333	379	NON	NON
MvSl-1064-A1-R4_A1g01445	bPAR	bPAR	2	62	124	NON	NON
MvSl-1064-A1-R4_A1g01446	bPAR	bPAR	1	0	0	NON	NON
MvSl-1064-A1-R4_A1g01447	bPAR	bPAR	4	160.75	643	NON	NON
MvSl-1064-A1-R4_A1g01450	bPAR	bPAR	5	86.6	433	NON	NON
MvSl-1064-A1-R4_A1g01451	bPAR	bPAR	5	90.4	452	NON	NON
MvSl-1064-A1-R4_A1g01453	bPAR	bPAR	5	136.2	681	NON	NON
MvSl-1064-A1-R4_A1g01458	bPAR	bPAR	7	71.1429	498	NON	NON
MvSl-1064-A1-R4_A1g01460	bPAR	bPAR	3	84.3333	253	NON	NON
MvSl-1064-A1-R4_A1g01461	bPAR	bPAR	1	153	153	NON	NON
MvSl-1064-A1-R4_A1g01462	bPAR	bPAR	5	88.4	442	NON	NON
MvSl-1064-A1-R4_A1g01465	bPAR	bPAR	1	92	92	NON	NON
MvSl-1064-A1-R4_A1g01467	bPAR	bPAR	6	85.6667	514	NON	NON
MvSl-1064-A1-R4_A1g01468	bPAR	bPAR	1	71	71	NON	NON
MvSl-1064-A1-R4_A1g01469	bPAR	bPAR	1	75	75	NON	NON
MvSl-1064-A1-R4_A1g01470	bPAR	bPAR	3	108	324	NON	NON
MvSl-1064-A1-R4_A1g01471	bPAR	bPAR	3	126.667	380	NON	NON
MvSl-1064-A1-R4_A1g01472	bPAR	bPAR	1	76	76	NON	NON
MvSl-1064-A1-R4_A1g01473	bPAR	bPAR	3	114	342	NON	NON
MvSl-1064-A1-R4_A1g01474	bPAR	bPAR	2	112	224	NON	NON
MvSl-1064-A1-R4_A1g01475	bPAR	bPAR	1	0	0	NON	NON
MvSl-1064-A1-R4_A1g01476	bPAR	bPAR	1	69	69	NON	NON
MvSl-1064-A1-R4_A1g01477	bPAR	bPAR	4	63.25	253	NON	NON
MvSl-1064-A1-R4_A1g01478	bPAR	bPAR	3	125.667	377	NON	NON
MvSl-1064-A1-R4_A1g01481	bPAR	bPAR	1	64	64	NON	NON
MvSl-1064-A1-R4_A1g01482	bPAR	bPAR	3	115	345	NON	NON
MvSl-1064-A1-R4_A1g01484	bPAR	bPAR	3	138	414	NON	NON
MvSl-1064-A1-R4_A1g01485	bPAR	bPAR	4	78.5	314	NON	NON
MvSl-1064-A1-R4_A1g01486	bPAR	bPAR	2	67	134	NON	NON
MvSl-1064-A1-R4_A1g01487	bPAR	bPAR	4	86.25	345	NON	NON
MvSl-1064-A1-R4_A1g01488	bPAR	bPAR	6	93.8333	563	NON	NON
MvSl-1064-A1-R4_A1g01489	bPAR	bPAR	3	140.333	421	NON	NON
MvSl-1064-A1-R4_A1g01495	bPAR	bPAR	3	70.3333	211	NON	NON
MvSl-1064-A1-R4_A1g01496	bPAR	bPAR	1	0	0	NON	NON
MvSl-1064-A1-R4_A1g01497	bPAR	bPAR	4	107.25	429	NON	NON
MvSl-1064-A1-R4_A1g01498	bPAR	bPAR	4	105.25	421	NON	NON
MvSl-1064-A1-R4_A1g01500	bPAR	bPAR	5	84.4	422	NON	NON
MvSl-1064-A1-R4_A1g01501	bPAR	bPAR	4	106.75	427	NON	NON
MvSl-1064-A1-R4_A1g01502	bPAR	bPAR	3	73.6667	221	NON	NON
MvSl-1064-A1-R4_A1g01505	bPAR	bPAR	3	118.667	356	NON	NON
MvSl-1064-A1-R4_A1g01508	bPAR	bPAR	4	105.5	422	NON	NON
MvSl-1064-A1-R4_A1g01509	bPAR	bPAR	7	108.714	761	NON	NON
MvSl-1064-A1-R4_A1g01512	bPAR	bPAR	5	102.6	513	NON	NON
MvSl-1064-A1-R4_A1g01516	bPAR	bPAR	2	88.5	177	NON	NON
MvSl-1064-A1-R4_C24g01531	Auto	Auto	2	148.5	297	NON	NON
MvSl-1064-A1-R4_C36g01618	Auto	Auto	2	136	272	NON	NON
MvSl-1064-A1-R4_MC01-1g01697	Auto	Auto	4	143.25	573	NON	NON
MvSl-1064-A1-R4_MC01-1g01698	Auto	Auto	1	227	227	NON	NON
MvSl-1064-A1-R4_MC01-1g01701	Auto	Auto	1	78	78	NON	NON
MvSl-1064-A1-R4_MC01-1g01703	Auto	Auto	3	78	234	NON	NON
MvSl-1064-A1-R4_MC01-1g01705	Auto	Auto	4	91	364	NON	NON
MvSl-1064-A1-R4_MC01-1g01707	Auto	Auto	1	79	79	NON	NON
MvSl-1064-A1-R4_MC01-1g01709	Auto	Auto	7	103	721	NON	NON
MvSl-1064-A1-R4_MC01-1g01710	Auto	Auto	1	78	78	NON	NON
MvSl-1064-A1-R4_MC01-1g01711	Auto	Auto	5	68.8	344	NON	NON
MvSl-1064-A1-R4_MC01-1g01712	Auto	Auto	7	81.1429	568	NON	NON
MvSl-1064-A1-R4_MC01-1g01713	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC01-1g01715	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC01-1g01716	Auto	Auto	1	107	107	NON	NON
MvSl-1064-A1-R4_MC01-1g01717	Auto	Auto	6	76.8333	461	NON	NON
MvSl-1064-A1-R4_MC01-1g01719	Auto	Auto	5	92.6	463	NON	NON
MvSl-1064-A1-R4_MC01-1g01720	Auto	Auto	3	125.333	376	NON	NON
MvSl-1064-A1-R4_MC01-1g01725	Auto	Auto	3	95	285	NON	NON
MvSl-1064-A1-R4_MC01-1g01726	Auto	Auto	3	143	429	NON	NON
MvSl-1064-A1-R4_MC01-1g01727	Auto	Auto	4	108.75	435	NON	NON
MvSl-1064-A1-R4_MC01-1g01728	Auto	Auto	6	105	630	NON	NON
MvSl-1064-A1-R4_MC01-1g01729	Auto	Auto	2	74.5	149	NON	NON
MvSl-1064-A1-R4_MC01-1g01730	Auto	Auto	3	92.6667	278	NON	NON
MvSl-1064-A1-R4_MC01-1g01731	Auto	Auto	3	189.333	568	NON	NON
MvSl-1064-A1-R4_MC01-1g01734	Auto	Auto	2	71	142	NON	NON
MvSl-1064-A1-R4_MC01-1g01735	Auto	Auto	5	84.8	424	NON	NON
MvSl-1064-A1-R4_MC01-1g01738	Auto	Auto	1	125	125	NON	NON
MvSl-1064-A1-R4_MC01-1g01741	Auto	Auto	4	76	304	NON	NON
MvSl-1064-A1-R4_MC01-1g01742	Auto	Auto	4	134.75	539	NON	NON
MvSl-1064-A1-R4_MC01-1g01743	Auto	Auto	3	78.6667	236	NON	NON
MvSl-1064-A1-R4_MC01-1g01744	Auto	Auto	5	90.6	453	NON	NON
MvSl-1064-A1-R4_MC01-1g01745	Auto	Auto	1	115	115	NON	NON
MvSl-1064-A1-R4_MC01-1g01746	Auto	Auto	1	142	142	NON	NON
MvSl-1064-A1-R4_MC01-1g01748	Auto	Auto	2	82.5	165	NON	NON
MvSl-1064-A1-R4_MC01-1g01749	Auto	Auto	2	103	206	NON	NON
MvSl-1064-A1-R4_MC01-1g01750	Auto	Auto	8	70.625	565	NON	NON
MvSl-1064-A1-R4_MC01-1g01751	Auto	Auto	9	77.2222	695	NON	NON
MvSl-1064-A1-R4_MC01-1g01752	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC01-1g01753	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC01-1g01754	Auto	Auto	3	92.3333	277	NON	NON
MvSl-1064-A1-R4_MC01-1g01755	Auto	Auto	1	96	96	NON	NON
MvSl-1064-A1-R4_MC01-1g01756	Auto	Auto	4	106.25	425	NON	NON
MvSl-1064-A1-R4_MC01-1g01757	Auto	Auto	2	94.5	189	NON	NON
MvSl-1064-A1-R4_MC01-1g01758	Auto	Auto	5	96	480	NON	NON
MvSl-1064-A1-R4_MC01-1g01760	Auto	Auto	3	94	282	NON	NON
MvSl-1064-A1-R4_MC01-1g01765	Auto	Auto	4	68.5	274	NON	NON
MvSl-1064-A1-R4_MC01-1g01766	Auto	Auto	5	77	385	NON	NON
MvSl-1064-A1-R4_MC01-1g01767	Auto	Auto	2	88.5	177	NON	NON
MvSl-1064-A1-R4_MC01-1g01768	Auto	Auto	6	78	468	NON	NON
MvSl-1064-A1-R4_MC01-1g01769	Auto	Auto	3	83.6667	251	NON	NON
MvSl-1064-A1-R4_MC01-1g01770	Auto	Auto	6	147.167	883	NON	NON
MvSl-1064-A1-R4_MC01-1g01771	Auto	Auto	7	97	679	NON	NON
MvSl-1064-A1-R4_MC01-1g01775	Auto	Auto	4	55.25	221	NON	NON
MvSl-1064-A1-R4_MC01-1g01778	Auto	Auto	8	83.125	665	NON	NON
MvSl-1064-A1-R4_MC01-1g01779	Auto	Auto	11	87.1818	959	NON	NON
MvSl-1064-A1-R4_MC01-1g01780	Auto	Auto	3	74.6667	224	NON	NON
MvSl-1064-A1-R4_MC01-1g01782	Auto	Auto	3	73	219	NON	NON
MvSl-1064-A1-R4_MC01-1g01788	Auto	Auto	10	102.7	1027	NON	NON
MvSl-1064-A1-R4_MC01-1g01789	Auto	Auto	5	93.2	466	NON	NON
MvSl-1064-A1-R4_MC01-1g01790	Auto	Auto	9	64.8889	584	NON	NON
MvSl-1064-A1-R4_MC01-1g01792	Auto	Auto	2	58.5	117	NON	NON
MvSl-1064-A1-R4_MC01-1g01794	Auto	Auto	1	132	132	NON	NON
MvSl-1064-A1-R4_MC01-1g01796	Auto	Auto	3	100.333	301	NON	NON
MvSl-1064-A1-R4_MC01-1g01797	Auto	Auto	3	83.6667	251	NON	NON
MvSl-1064-A1-R4_MC01-1g01798	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC01-1g01799	Auto	Auto	2	90	180	NON	NON
MvSl-1064-A1-R4_MC01-1g01800	Auto	Auto	2	158	316	NON	NON
MvSl-1064-A1-R4_MC01-1g01801	Auto	Auto	7	79.7143	558	NON	NON
MvSl-1064-A1-R4_MC01-1g01802	Auto	Auto	8	86.5	692	NON	NON
MvSl-1064-A1-R4_MC01-1g01803	Auto	Auto	3	218.667	656	NON	NON
MvSl-1064-A1-R4_MC01-1g01804	Auto	Auto	5	98	490	NON	NON
MvSl-1064-A1-R4_MC01-1g01805	Auto	Auto	6	103.5	621	NON	NON
MvSl-1064-A1-R4_MC01-1g01806	Auto	Auto	7	88	616	NON	NON
MvSl-1064-A1-R4_MC01-1g01808	Auto	Auto	2	71	142	NON	NON
MvSl-1064-A1-R4_MC01-1g01809	Auto	Auto	6	105	630	NON	NON
MvSl-1064-A1-R4_MC01-1g01810	Auto	Auto	2	95.5	191	NON	NON
MvSl-1064-A1-R4_MC01-1g01811	Auto	Auto	1	70	70	NON	NON
MvSl-1064-A1-R4_MC01-1g01812	Auto	Auto	3	243.667	731	NON	NON
MvSl-1064-A1-R4_MC01-1g01813	Auto	Auto	11	79	869	NON	NON
MvSl-1064-A1-R4_MC01-1g01814	Auto	Auto	4	86.75	347	NON	NON
MvSl-1064-A1-R4_MC01-1g01816	Auto	Auto	4	71.5	286	NON	NON
MvSl-1064-A1-R4_MC01-1g01817	Auto	Auto	12	76.25	915	NON	NON
MvSl-1064-A1-R4_MC01-1g01818	Auto	Auto	5	74.8	374	NON	NON
MvSl-1064-A1-R4_MC01-1g01819	Auto	Auto	8	76.375	611	NON	NON
MvSl-1064-A1-R4_MC01-1g01820	Auto	Auto	2	74	148	NON	NON
MvSl-1064-A1-R4_MC01-1g01821	Auto	Auto	1	70	70	NON	NON
MvSl-1064-A1-R4_MC01-1g01822	Auto	Auto	11	73.2727	806	NON	NON
MvSl-1064-A1-R4_MC01-1g01823	Auto	Auto	1	59	59	NON	NON
MvSl-1064-A1-R4_MC01-1g01824	Auto	Auto	5	75.8	379	NON	NON
MvSl-1064-A1-R4_MC01-1g01826	Auto	Auto	3	75	225	NON	NON
MvSl-1064-A1-R4_MC01-1g01828	Auto	Auto	2	64.5	129	NON	NON
MvSl-1064-A1-R4_MC01-1g01830	Auto	Auto	2	85	170	NON	NON
MvSl-1064-A1-R4_MC01-1g01834	Auto	Auto	4	96	384	NON	NON
MvSl-1064-A1-R4_MC01-1g01835	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC01-1g01840	Auto	Auto	7	97.8571	685	NON	NON
MvSl-1064-A1-R4_MC01-1g01841	Auto	Auto	4	69	276	NON	NON
MvSl-1064-A1-R4_MC01-1g01843	Auto	Auto	9	78.3333	705	NON	NON
MvSl-1064-A1-R4_MC01-1g01844	Auto	Auto	10	109.3	1093	NON	NON
MvSl-1064-A1-R4_MC01-1g01845	Auto	Auto	5	81.8	409	NON	NON
MvSl-1064-A1-R4_MC01-1g01846	Auto	Auto	9	67.3333	606	NON	NON
MvSl-1064-A1-R4_MC01-1g01849	Auto	Auto	2	206.5	413	NON	NON
MvSl-1064-A1-R4_MC01-1g01850	Auto	Auto	4	68.75	275	NON	NON
MvSl-1064-A1-R4_MC01-1g01851	Auto	Auto	3	104	312	NON	NON
MvSl-1064-A1-R4_MC01-1g01852	Auto	Auto	3	140.333	421	NON	NON
MvSl-1064-A1-R4_MC01-1g01853	Auto	Auto	3	80.6667	242	NON	NON
MvSl-1064-A1-R4_MC01-1g01854	Auto	Auto	6	85.6667	514	NON	NON
MvSl-1064-A1-R4_MC01-1g01855	Auto	Auto	9	105.778	952	NON	NON
MvSl-1064-A1-R4_MC01-1g01856	Auto	Auto	3	99.6667	299	NON	NON
MvSl-1064-A1-R4_MC01-1g01857	Auto	Auto	5	70.8	354	NON	NON
MvSl-1064-A1-R4_MC01-1g01858	Auto	Auto	2	95	190	NON	NON
MvSl-1064-A1-R4_MC01-1g01859	Auto	Auto	3	104	312	NON	NON
MvSl-1064-A1-R4_MC01-1g01860	Auto	Auto	4	69.75	279	NON	NON
MvSl-1064-A1-R4_MC01-1g01861	Auto	Auto	2	74	148	NON	NON
MvSl-1064-A1-R4_MC01-1g01862	Auto	Auto	3	84	252	NON	NON
MvSl-1064-A1-R4_MC01-1g01863	Auto	Auto	4	81.5	326	NON	NON
MvSl-1064-A1-R4_MC01-1g01864	Auto	Auto	2	79.5	159	NON	NON
MvSl-1064-A1-R4_MC01-1g01865	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC01-1g01867	Auto	Auto	4	66	264	NON	NON
MvSl-1064-A1-R4_MC01-1g01868	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC01-1g01869	Auto	Auto	2	80	160	NON	NON
MvSl-1064-A1-R4_MC01-1g01870	Auto	Auto	7	80	560	NON	NON
MvSl-1064-A1-R4_MC01-1g01871	Auto	Auto	4	120.25	481	NON	NON
MvSl-1064-A1-R4_MC01-1g01872	Auto	Auto	2	84.5	169	NON	NON
MvSl-1064-A1-R4_MC01-1g01873	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC01-1g01874	Auto	Auto	5	84	420	NON	NON
MvSl-1064-A1-R4_MC01-1g01875	Auto	Auto	5	89.8	449	NON	NON
MvSl-1064-A1-R4_MC01-1g01876	Auto	Auto	5	67.6	338	NON	NON
MvSl-1064-A1-R4_MC01-1g01877	Auto	Auto	2	73	146	NON	NON
MvSl-1064-A1-R4_MC01-1g01878	Auto	Auto	5	100.8	504	NON	NON
MvSl-1064-A1-R4_MC01-1g01879	Auto	Auto	6	74.8333	449	NON	NON
MvSl-1064-A1-R4_MC01-1g01880	Auto	Auto	3	94.6667	284	NON	NON
MvSl-1064-A1-R4_MC01-1g01881	Auto	Auto	5	79	395	NON	NON
MvSl-1064-A1-R4_MC01-1g01882	Auto	Auto	3	83.6667	251	NON	NON
MvSl-1064-A1-R4_MC01-1g01883	Auto	Auto	3	73	219	NON	NON
MvSl-1064-A1-R4_MC01-1g01884	Auto	Auto	5	63.4	317	NON	NON
MvSl-1064-A1-R4_MC01-1g01885	Auto	Auto	1	72	72	NON	NON
MvSl-1064-A1-R4_MC01-1g01886	Auto	Auto	18	76.9444	1385	NON	NON
MvSl-1064-A1-R4_MC01-1g01887	Auto	Auto	1	68	68	NON	NON
MvSl-1064-A1-R4_MC01-1g01888	Auto	Auto	1	87	87	NON	NON
MvSl-1064-A1-R4_MC01-1g01889	Auto	Auto	5	124.4	622	NON	NON
MvSl-1064-A1-R4_MC01-1g01890	Auto	Auto	3	69.3333	208	NON	NON
MvSl-1064-A1-R4_MC01-1g01891	Auto	Auto	2	78.5	157	NON	NON
MvSl-1064-A1-R4_MC01-1g01892	Auto	Auto	1	119	119	NON	NON
MvSl-1064-A1-R4_MC01-1g01893	Auto	Auto	2	78	156	NON	NON
MvSl-1064-A1-R4_MC01-1g01894	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC01-1g01895	Auto	Auto	2	102.5	205	NON	NON
MvSl-1064-A1-R4_MC01-1g01896	Auto	Auto	2	76.5	153	NON	NON
MvSl-1064-A1-R4_MC01-1g01897	Auto	Auto	4	62.75	251	NON	NON
MvSl-1064-A1-R4_MC01-1g01898	Auto	Auto	1	107	107	NON	NON
MvSl-1064-A1-R4_MC01-1g01899	Auto	Auto	3	202.333	607	NON	NON
MvSl-1064-A1-R4_MC01-1g01900	Auto	Auto	2	101.5	203	NON	NON
MvSl-1064-A1-R4_MC01-1g01901	Auto	Auto	3	68.6667	206	NON	NON
MvSl-1064-A1-R4_MC01-1g01902	Auto	Auto	2	73	146	NON	NON
MvSl-1064-A1-R4_MC01-1g01903	Auto	Auto	6	82.8333	497	NON	NON
MvSl-1064-A1-R4_MC01-1g01904	Auto	Auto	5	89.6	448	NON	NON
MvSl-1064-A1-R4_MC01-1g01905	Auto	Auto	3	88.3333	265	NON	NON
MvSl-1064-A1-R4_MC01-1g01906	Auto	Auto	15	100.467	1507	NON	NON
MvSl-1064-A1-R4_MC01-1g01907	Auto	Auto	9	77.5556	698	NON	NON
MvSl-1064-A1-R4_MC01-1g01909	Auto	Auto	1	74	74	NON	NON
MvSl-1064-A1-R4_MC01-1g01910	Auto	Auto	1	48	48	NON	NON
MvSl-1064-A1-R4_MC01-1g01911	Auto	Auto	6	66.3333	398	NON	NON
MvSl-1064-A1-R4_MC01-1g01912	Auto	Auto	4	100.25	401	NON	NON
MvSl-1064-A1-R4_MC01-1g01913	Auto	Auto	12	78.75	945	NON	NON
MvSl-1064-A1-R4_MC01-1g01915	Auto	Auto	4	73	292	NON	NON
MvSl-1064-A1-R4_MC01-1g01916	Auto	Auto	4	65	260	NON	NON
MvSl-1064-A1-R4_MC01-1g01918	Auto	Auto	2	66.5	133	NON	NON
MvSl-1064-A1-R4_MC01-1g01919	Auto	Auto	5	118	590	NON	NON
MvSl-1064-A1-R4_MC01-1g01921	Auto	Auto	5	197.2	986	NON	NON
MvSl-1064-A1-R4_MC01-1g01922	Auto	Auto	7	75.1429	526	NON	NON
MvSl-1064-A1-R4_MC01-1g01923	Auto	Auto	8	115.875	927	NON	NON
MvSl-1064-A1-R4_MC01-1g01924	Auto	Auto	1	80	80	NON	NON
MvSl-1064-A1-R4_MC01-1g01925	Auto	Auto	5	147.2	736	NON	NON
MvSl-1064-A1-R4_MC01-1g01926	Auto	Auto	1	427	427	NON	NON
MvSl-1064-A1-R4_MC01-1g01927	Auto	Auto	9	76.3333	687	NON	NON
MvSl-1064-A1-R4_MC01-1g01928	Auto	Auto	6	85.3333	512	NON	NON
MvSl-1064-A1-R4_MC01-1g01929	Auto	Auto	7	122.429	857	NON	NON
MvSl-1064-A1-R4_MC01-1g01931	Auto	Auto	5	102.2	511	NON	NON
MvSl-1064-A1-R4_MC01-1g01932	Auto	Auto	3	65	195	NON	NON
MvSl-1064-A1-R4_MC01-1g01933	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC01-1g01934	Auto	Auto	3	103	309	NON	NON
MvSl-1064-A1-R4_MC01-1g01935	Auto	Auto	7	118.286	828	NON	NON
MvSl-1064-A1-R4_MC01-1g01936	Auto	Auto	1	80	80	NON	NON
MvSl-1064-A1-R4_MC01-1g01937	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A1-R4_MC01-1g01938	Auto	Auto	4	158.75	635	NON	NON
