gida1	prot	cds	part8	youngold	intron_nr	intron_mean	intron_total	DE	DE2	haploid
MvSl-1064-A1-R4_A1g00921	552	1659	Black	OldStrata	7	96.5714	650	NON	NON	A1
MvSl-1064-A1-R4_A1g00923	103	312	Black	OldStrata	1	0	0	Up	DE	A1
MvSl-1064-A1-R4_A1g00912	341	1026	Black	OldStrata	4	90.25	361	NON	NON	A1
MvSl-1064-A1-R4_A1g00911	87	264	Black	OldStrata	6	89	534	NON	NON	A1
MvSl-1064-A1-R4_A1g00794	113	342	Black	OldStrata	4	88.75	355	NON	NON	A1
MvSl-1064-A1-R4_A1g00328	175	528	Black	OldStrata	1	131.25	82	NON	NON	A1
MvSl-1064-A1-R4_A1g00448	513	1542	Black	OldStrata	8	75	600	Down	DE	A1
MvSl-1064-A1-R4_A1g00478	739	2220	Blue	OldStrata	5	83	255	NON	NON	A1
MvSl-1064-A1-R4_A1g00532	620	1863	Black	OldStrata	1	74	74	NON	NON	A1
MvSl-1064-A1-R4_A1g00929	210	633	Black	OldStrata	2	69	138	Up	DE	A1
MvSl-1064-A1-R4_A1g00118	230	693	Black	OldStrata	2	66.5	133	Up	DE	A1
MvSl-1064-A1-R4_A1g00530	869	2610	Black	OldStrata	7	81.7143	572	NON	NON	A1
MvSl-1064-A1-R4_A1g00528	169	510	Black	OldStrata	2	85	170	NON	NON	A1
MvSl-1064-A1-R4_A1g00495	342	1029	Blue	OldStrata	2	144.5	289	Down	DE	A1
MvSl-1064-A1-R4_A1g00840	575	1728	Black	OldStrata	2	75.5	119	NON	NON	A1
MvSl-1064-A1-R4_A1g00832	785	2358	Black	OldStrata	5	112.8	552	NON	NON	A1
MvSl-1064-A1-R4_A1g01440	739	2220	bPAR	bPAR	6	113.5	681	NON	NON	A1
MvSl-1064-A1-R4_A1g01441	560	1683	bPAR	bPAR	6	72	432	NON	NON	A1
MvSl-1064-A1-R4_A1g01444	512	1539	bPAR	bPAR	3	126.333	379	NON	NON	A1
MvSl-1064-A1-R4_A1g01445	893	2682	bPAR	bPAR	2	62	124	NON	NON	A1
MvSl-1064-A1-R4_A1g01446	79	240	bPAR	bPAR	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_A1g01447	1001	3006	bPAR	bPAR	4	160.75	643	NON	NON	A1
MvSl-1064-A1-R4_A1g01450	794	2385	bPAR	bPAR	5	86.6	433	NON	NON	A1
MvSl-1064-A1-R4_A1g01451	418	1257	bPAR	bPAR	5	90.4	452	NON	NON	A1
MvSl-1064-A1-R4_A1g01453	492	1479	bPAR	bPAR	5	136.2	681	NON	NON	A1
MvSl-1064-A1-R4_A1g01458	779	2340	bPAR	bPAR	7	71.1429	498	NON	NON	A1
MvSl-1064-A1-R4_A1g01459	95	288	bPAR	bPAR	1	0	0	Up	DE	A1
MvSl-1064-A1-R4_A1g01460	358	1077	bPAR	bPAR	3	84.3333	253	NON	NON	A1
MvSl-1064-A1-R4_A1g01461	355	1068	bPAR	bPAR	1	153	153	NON	NON	A1
MvSl-1064-A1-R4_A1g01462	396	1191	bPAR	bPAR	5	88.4	442	NON	NON	A1
MvSl-1064-A1-R4_A1g01465	155	468	bPAR	bPAR	1	92	92	NON	NON	A1
MvSl-1064-A1-R4_A1g01467	400	1203	bPAR	bPAR	6	85.6667	514	NON	NON	A1
MvSl-1064-A1-R4_A1g01468	579	1740	bPAR	bPAR	1	71	71	NON	NON	A1
MvSl-1064-A1-R4_A1g01469	41	126	bPAR	bPAR	1	75	75	NON	NON	A1
MvSl-1064-A1-R4_A1g01470	711	2136	bPAR	bPAR	3	108	324	NON	NON	A1
MvSl-1064-A1-R4_A1g01471	526	1581	bPAR	bPAR	3	127	380	NON	NON	A1
MvSl-1064-A1-R4_A1g01472	348	1047	bPAR	bPAR	1	76	76	NON	NON	A1
MvSl-1064-A1-R4_A1g01473	272	819	bPAR	bPAR	3	114	342	NON	NON	A1
MvSl-1064-A1-R4_A1g01474	120	363	bPAR	bPAR	2	112	224	NON	NON	A1
MvSl-1064-A1-R4_A1g01475	64	195	bPAR	bPAR	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_A1g01476	671	2016	bPAR	bPAR	1	69	69	NON	NON	A1
MvSl-1064-A1-R4_A1g01477	761	2286	bPAR	bPAR	4	63.25	253	NON	NON	A1
MvSl-1064-A1-R4_A1g01478	135	408	bPAR	bPAR	3	125.667	377	NON	NON	A1
MvSl-1064-A1-R4_A1g01481	490	1473	bPAR	bPAR	1	64	64	NON	NON	A1
MvSl-1064-A1-R4_A1g01482	226	681	bPAR	bPAR	3	115	345	NON	NON	A1
MvSl-1064-A1-R4_A1g01484	216	651	bPAR	bPAR	3	138	414	NON	NON	A1
MvSl-1064-A1-R4_A1g01485	552	1659	bPAR	bPAR	4	78.5	314	NON	NON	A1
MvSl-1064-A1-R4_A1g01486	902	2709	bPAR	bPAR	2	67	134	NON	NON	A1
MvSl-1064-A1-R4_A1g01487	753	2262	bPAR	bPAR	4	86.25	345	NON	NON	A1
MvSl-1064-A1-R4_A1g01488	1258	3777	bPAR	bPAR	6	93.8333	563	NON	NON	A1
MvSl-1064-A1-R4_A1g01489	134	405	bPAR	bPAR	3	140.333	421	NON	NON	A1
MvSl-1064-A1-R4_A1g01493	553	1662	bPAR	bPAR	7	92.2857	646	Down	DE	A1
MvSl-1064-A1-R4_A1g01494	908	2727	bPAR	bPAR	1	42	42	Down	DE	A1
MvSl-1064-A1-R4_A1g01495	359	1080	bPAR	bPAR	3	70.3333	211	NON	NON	A1
MvSl-1064-A1-R4_A1g01496	74	225	bPAR	bPAR	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_A1g01497	230	693	bPAR	bPAR	4	107.25	429	NON	NON	A1
MvSl-1064-A1-R4_A1g01498	251	756	bPAR	bPAR	4	105.25	421	NON	NON	A1
MvSl-1064-A1-R4_A1g01500	1042	3129	bPAR	bPAR	5	84.4	422	NON	NON	A1
MvSl-1064-A1-R4_A1g01501	354	1065	bPAR	bPAR	4	106.75	427	NON	NON	A1
MvSl-1064-A1-R4_A1g01502	1637	4914	bPAR	bPAR	3	73.6667	221	NON	NON	A1
MvSl-1064-A1-R4_A1g01505	281	846	bPAR	bPAR	3	118.667	356	NON	NON	A1
MvSl-1064-A1-R4_A1g01508	379	1140	bPAR	bPAR	4	105.5	422	NON	NON	A1
MvSl-1064-A1-R4_A1g01509	905	2718	bPAR	bPAR	7	108.714	761	NON	NON	A1
MvSl-1064-A1-R4_A1g01512	1006	3021	bPAR	bPAR	5	102.6	513	NON	NON	A1
MvSl-1064-A1-R4_A1g00003	1300	3903	bPAR	bPAR	4	125.5	1077	NON	NON	A1
MvSl-1064-A1-R4_A1g01516	142	429	bPAR	bPAR	2	88.5	177	NON	NON	A1
MvSl-1064-A1-R4_MC06g07032	262	789	Auto	Auto	3	78.3333	235	Up	DE	A1
MvSl-1064-A1-R4_MC06g07033	1511	4536	Auto	Auto	16	79.75	1276	Up	DE	A1
MvSl-1064-A1-R4_MC09-2g09580	1082	3249	Auto	Auto	1	268	268	Down	DE	A1
MvSl-1064-A1-R4_MC09-2g09578	1018	3057	Auto	Auto	4	181	724	NON	NON	A1
MvSl-1064-A1-R4_MC12g11286	3862	11589	Auto	Auto	8	268.875	2151	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01697	841	2526	Auto	Auto	4	143.25	573	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01698	50	153	Auto	Auto	1	227	227	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01699	615	1848	Auto	Auto	2	203.5	407	Down	DE	A1
MvSl-1064-A1-R4_MC01-1g01701	762	2289	Auto	Auto	1	78	78	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01703	555	1668	Auto	Auto	3	78	234	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01705	770	2313	Auto	Auto	4	91	364	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01707	143	432	Auto	Auto	1	79	79	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01709	243	732	Auto	Auto	7	103	721	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01710	218	657	Auto	Auto	1	78	78	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01711	1574	4725	Auto	Auto	5	68.8	344	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01712	291	876	Auto	Auto	7	81.1429	568	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01713	781	2346	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01715	65	198	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01716	90	273	Auto	Auto	1	107	107	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01717	405	1218	Auto	Auto	6	76.8333	461	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01719	781	2346	Auto	Auto	5	92.6	463	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01720	679	2040	Auto	Auto	3	125.333	376	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01722	431	1296	Auto	Auto	2	138.5	277	Up	DE	A1
MvSl-1064-A1-R4_MC01-1g01725	604	1815	Auto	Auto	3	95	285	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01726	1093	3282	Auto	Auto	3	143	429	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01727	339	1020	Auto	Auto	4	108.75	435	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01728	882	2649	Auto	Auto	6	105	630	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01729	914	2745	Auto	Auto	2	74.5	149	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01730	380	1143	Auto	Auto	3	92.6667	278	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01731	810	2433	Auto	Auto	3	189.333	568	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01734	716	2151	Auto	Auto	2	71	142	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01735	418	1257	Auto	Auto	5	84.8	424	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01738	199	600	Auto	Auto	1	125	125	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01740	96	291	Auto	Auto	1	0	0	Up	DE	A1
MvSl-1064-A1-R4_MC01-1g01741	676	2031	Auto	Auto	4	76	304	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01742	644	1935	Auto	Auto	4	134.75	539	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01743	253	762	Auto	Auto	3	78.6667	236	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01744	511	1536	Auto	Auto	5	90.6	453	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01745	91	276	Auto	Auto	1	115	115	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01746	145	438	Auto	Auto	1	142	142	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01748	237	714	Auto	Auto	2	82.5	165	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01749	432	1299	Auto	Auto	2	103	206	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01750	861	2586	Auto	Auto	8	70.625	565	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01751	1535	4608	Auto	Auto	9	77.2222	695	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01752	68	207	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01753	197	594	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01754	302	909	Auto	Auto	3	92.3333	277	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01755	313	942	Auto	Auto	1	96	96	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01756	402	1209	Auto	Auto	4	106.25	424	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01757	465	1398	Auto	Auto	2	94.5	189	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01758	423	1272	Auto	Auto	5	96	480	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01760	397	1194	Auto	Auto	3	94	282	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01765	360	1083	Auto	Auto	4	68.5	274	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01766	516	1551	Auto	Auto	5	77	385	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01767	549	1650	Auto	Auto	2	88.5	177	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01768	1989	5970	Auto	Auto	6	78	468	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01769	458	1377	Auto	Auto	3	83.6667	251	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01770	278	837	Auto	Auto	6	147.167	883	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01771	313	942	Auto	Auto	7	97	679	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01775	1473	4422	Auto	Auto	4	55.25	221	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01777	263	792	Auto	Auto	2	78	156	Up	DE	A1
MvSl-1064-A1-R4_MC01-1g01778	438	1317	Auto	Auto	8	83.125	665	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01779	495	1488	Auto	Auto	11	87.1818	959	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01780	253	762	Auto	Auto	3	74.6667	224	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01782	689	2070	Auto	Auto	3	73	219	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01783	448	1347	Auto	Auto	7	96.4286	675	Up	DE	A1
MvSl-1064-A1-R4_MC01-1g01788	1383	4152	Auto	Auto	10	102.7	1027	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01789	792	2379	Auto	Auto	5	93.2	466	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01790	546	1641	Auto	Auto	9	64.8889	584	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01792	868	2607	Auto	Auto	2	58.5	117	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01794	406	1221	Auto	Auto	1	132	132	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01796	475	1428	Auto	Auto	3	100.333	301	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01797	369	1110	Auto	Auto	3	83.6667	251	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01798	130	393	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01799	318	957	Auto	Auto	2	90	180	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01800	177	534	Auto	Auto	2	158	316	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01801	1343	4032	Auto	Auto	7	79.7143	558	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01802	1561	4686	Auto	Auto	8	86.5	692	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01803	288	867	Auto	Auto	3	218.667	656	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01804	1256	3771	Auto	Auto	5	98	490	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01805	411	1236	Auto	Auto	6	103.5	621	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01806	1167	3504	Auto	Auto	7	88	616	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01808	530	1593	Auto	Auto	2	71	142	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01809	275	828	Auto	Auto	6	105	630	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01810	129	390	Auto	Auto	2	95.5	191	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01811	575	1728	Auto	Auto	1	70	70	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01812	636	1911	Auto	Auto	3	243.667	731	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01813	1073	3222	Auto	Auto	11	79	869	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01814	701	2106	Auto	Auto	4	86.75	347	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01816	509	1530	Auto	Auto	4	71.5	286	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01817	699	2100	Auto	Auto	12	76.25	915	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01818	462	1389	Auto	Auto	5	74.8	374	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01819	765	2298	Auto	Auto	8	76.375	546	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01820	296	891	Auto	Auto	2	74	148	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01821	370	1113	Auto	Auto	1	70	70	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01822	767	2304	Auto	Auto	11	73.2727	806	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01823	671	2016	Auto	Auto	1	59	59	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01824	256	771	Auto	Auto	5	75.8	379	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01826	834	2505	Auto	Auto	3	75	225	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01827	278	837	Auto	Auto	2	79	158	Up	DE	A1
MvSl-1064-A1-R4_MC01-1g01828	238	717	Auto	Auto	2	64.5	129	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01829	758	2277	Auto	Auto	2	49.5	99	Up	DE	A1
MvSl-1064-A1-R4_MC01-1g01830	578	1737	Auto	Auto	2	85	170	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01834	662	1989	Auto	Auto	4	96	384	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01835	95	288	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01840	723	2172	Auto	Auto	7	97.8571	685	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01841	846	2541	Auto	Auto	4	69	276	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01843	626	1881	Auto	Auto	9	78.3333	705	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01844	228	687	Auto	Auto	10	109.3	1093	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01845	309	930	Auto	Auto	5	81.8	409	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01846	2252	6759	Auto	Auto	9	67.3333	606	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01849	1087	3264	Auto	Auto	2	206.5	413	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01850	362	1089	Auto	Auto	4	68.75	275	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01851	1004	3015	Auto	Auto	3	104	312	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01852	298	897	Auto	Auto	3	140.333	421	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01853	515	1548	Auto	Auto	3	80.6667	242	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01854	958	2877	Auto	Auto	6	85.6667	514	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01855	769	2310	Auto	Auto	9	105.778	952	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01856	129	390	Auto	Auto	3	99.6667	299	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01857	884	2655	Auto	Auto	5	70.8	354	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01858	140	423	Auto	Auto	2	95	190	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01859	2164	6495	Auto	Auto	3	104	312	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01860	347	1044	Auto	Auto	4	69.75	279	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01861	1326	3981	Auto	Auto	2	74	148	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01862	147	444	Auto	Auto	3	84	252	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01863	1014	3045	Auto	Auto	4	81.5	326	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01864	337	1014	Auto	Auto	2	79.5	159	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01865	224	675	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01867	581	1746	Auto	Auto	4	66	264	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01868	439	1320	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01869	655	1968	Auto	Auto	2	80	160	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01870	799	2400	Auto	Auto	7	80	560	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01871	295	888	Auto	Auto	4	120.25	481	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01872	147	444	Auto	Auto	2	84.5	169	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01873	524	1575	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01874	592	1779	Auto	Auto	5	84	420	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01875	465	1398	Auto	Auto	5	89.8	449	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01876	214	645	Auto	Auto	5	67.6	338	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01877	333	1002	Auto	Auto	2	73	146	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01878	295	888	Auto	Auto	5	100.8	504	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01879	420	1263	Auto	Auto	6	74.8333	449	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01880	221	666	Auto	Auto	3	94.6667	284	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01881	591	1776	Auto	Auto	5	79	395	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01882	1440	4323	Auto	Auto	3	83.6667	251	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01883	218	657	Auto	Auto	3	73	219	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01884	898	2697	Auto	Auto	5	63.4	317	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01885	335	1008	Auto	Auto	1	72	72	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01886	2677	8034	Auto	Auto	18	76.9444	1385	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01887	916	2751	Auto	Auto	1	68	68	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01888	179	540	Auto	Auto	1	87	87	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01889	387	1164	Auto	Auto	5	124.4	622	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01890	1363	4092	Auto	Auto	3	69.3333	208	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01891	694	2085	Auto	Auto	2	78.5	157	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01892	919	2760	Auto	Auto	1	119	119	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01893	1117	3354	Auto	Auto	2	78	156	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01894	497	1494	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01895	177	534	Auto	Auto	2	102.5	205	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01896	1021	3066	Auto	Auto	2	76.5	153	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01897	1179	3540	Auto	Auto	4	62.75	251	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01898	84	255	Auto	Auto	1	107	107	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01899	320	963	Auto	Auto	3	202.333	607	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01900	493	1482	Auto	Auto	2	101.5	203	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01901	636	1911	Auto	Auto	3	68.6667	206	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01902	454	1365	Auto	Auto	2	73	146	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01903	317	954	Auto	Auto	6	82.8333	497	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01904	338	1017	Auto	Auto	5	89.6	448	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01905	1215	3648	Auto	Auto	3	88.3333	265	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01906	913	2742	Auto	Auto	15	100.467	1469	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01907	1092	3279	Auto	Auto	9	77.5556	698	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01909	189	570	Auto	Auto	1	74	74	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01910	75	228	Auto	Auto	1	48	48	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01911	432	1299	Auto	Auto	6	66.3333	398	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01912	335	1008	Auto	Auto	4	100.25	401	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01913	1073	3222	Auto	Auto	12	78.75	945	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01915	703	2112	Auto	Auto	4	73	292	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01916	886	2661	Auto	Auto	4	65	260	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01917	1236	3711	Auto	Auto	5	63.2	316	Up	DE	A1
MvSl-1064-A1-R4_MC01-1g01918	1104	3315	Auto	Auto	2	66.5	133	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01919	303	912	Auto	Auto	5	118	590	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01921	592	1779	Auto	Auto	5	197.2	986	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01922	781	2346	Auto	Auto	7	75.1429	526	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01923	396	1191	Auto	Auto	8	115.875	927	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01924	648	1947	Auto	Auto	1	80	80	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01925	923	2772	Auto	Auto	5	147.2	736	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01926	514	1545	Auto	Auto	1	427	427	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01927	1639	4920	Auto	Auto	9	76.3333	687	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01928	1051	3156	Auto	Auto	6	85.3333	512	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01929	522	1569	Auto	Auto	7	122.429	857	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01931	245	738	Auto	Auto	5	102.2	511	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01932	945	2838	Auto	Auto	3	65	195	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01933	674	2025	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01934	825	2478	Auto	Auto	3	103	309	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01935	623	1872	Auto	Auto	7	118.286	828	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01936	498	1497	Auto	Auto	1	80	80	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01937	50	153	Auto	Auto	1	0	0	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01938	345	1038	Auto	Auto	4	158.75	635	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01939	444	1335	Auto	Auto	5	78.8	394	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01940	176	531	Auto	Auto	2	114.5	229	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01941	431	1296	Auto	Auto	3	107	320	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01942	217	654	Auto	Auto	4	89.25	357	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01943	513	1542	Auto	Auto	4	202.75	811	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01944	689	2070	Auto	Auto	9	85.2222	767	NON	NON	A1
MvSl-1064-A1-R4_MC01-1g01945	1076	3231	Auto	Auto	13	80	1040	NON	NON	A1
