gid	TEaverage	averageGC3	averageGC0	intronmeannr	intronmeanlength	intronmeantotal	Part8	youngold	logFC.A1.A2	abs	a1prot	a2prot	meanprot	ratioprot	DE	DE2	a1cds	a2cds	ratiocds	meancds
MvSl-1064-A1-R4_A1g00507	0.235294118	57.275	58.06	13	96.5	1254.5	Black	OldStrata	0.015950984	0.015950984	1401	1291	1346	1.085205267	NON	NON	4206	3876	1.085139319	4041
MvSl-1064-A1-R4_A1g00511	0.176470588	57.865	57.865	7	75.8571	531	Black	OldStrata	-0.09768498	0.09768498	353	353	353	1	NON	NON	1062	1062	1	1062
MvSl-1064-A1-R4_A1g00512	0.294117647	57.295	57.295	7	105.2145	736.5	Black	OldStrata	0.047038026	0.047038026	207	207	207	1	NON	NON	624	624	1	624
MvSl-1064-A1-R4_A1g00513	0.294117647	58.535	58.585	9	71.3333	642	Black	OldStrata	-0.036290579	0.036290579	575	562	568.5	1.023131673	NON	NON	1689	1728	0.977430556	1708.5
MvSl-1064-A1-R4_A1g00514	1.647058824	56.825	56.845	2	82	164	Black	OldStrata	-0.1411675	0.1411675	1554	1572	1563	0.988549618	NON	NON	4665	4719	0.988556898	4692
MvSl-1064-A1-R4_A1g00515	1.470588235	57.275	57.06	3	69.6667	209	Black	OldStrata	-0.639906605	0.639906605	1039	1038	1038.5	1.000963391	NON	NON	3120	3117	1.000962464	3118.5
MvSl-1064-A1-R4_A1g00516	0.411764706	59.4	57.54	5.5	133.75	734.5	Black	OldStrata	-0.952952226	0.952952226	327	335	331	1.024464832	Down	DE	984	1008	1.024390244	996
MvSl-1064-A1-R4_A1g00517	0.176470588	51.27	51.27	2	218.5	437	Black	OldStrata	0.385115618	0.385115618	78	78	78	1	NON	NON	237	237	1	237
MvSl-1064-A1-R4_A1g00518	0.470588235	54.98	54.785	6	94.1667	565	Black	OldStrata	-0.22566182	0.22566182	424	424	424	1	NON	NON	1275	1275	1	1275
MvSl-1064-A1-R4_A1g00519	0.294117647	55.555	55.485	1	71	71	Black	OldStrata	-0.326955786	0.326955786	695	695	695	1	NON	NON	2088	2088	1	2088
MvSl-1064-A1-R4_A1g00520	0.235294118	54.7	54.725	2	72	144	Black	OldStrata	-0.207815574	0.207815574	655	655	655	1	NON	NON	1968	1968	1	1968
MvSl-1064-A1-R4_A1g00521	0.058823529	57.125	57.335	3	106.8335	320.5	Black	OldStrata	-0.291387191	0.291387191	888	887	887.5	1.001127396	NON	NON	2667	2664	1.001126126	2665.5
MvSl-1064-A1-R4_A1g00522	0.470588235	55.645	55.925	6	83.6667	502	Black	OldStrata	-4.655908909	4.655908909	418	418	418	1	Down	DE	1257	1257	1	1257
MvSl-1064-A1-R4_A1g00525	0.470588235	67.005	66.22	3	105.333	316	Black	OldStrata	-0.425729346	0.425729346	342	334	338	1.023952096	NON	NON	1029	1005	1.023880597	1017
MvSl-1064-A1-R4_A1g00528	0.411764706	53.335	53.335	2	85	170	Black	OldStrata	0.697456225	0.697456225	169	169	169	1	NON	NON	510	510	1	510
MvSl-1064-A1-R4_A1g00530	0.294117647	55.785	56.255	7	81.7143	572	Black	OldStrata	-0.003825303	0.003825303	869	868	868.5	1.001152074	NON	NON	2610	2607	1.001150748	2608.5
MvSl-1064-A1-R4_A1g00532	0.117647059	57.085	56.6	1	74	74	Black	OldStrata	-0.183549618	0.183549618	620	620	620	1	NON	NON	1863	1863	1	1863
MvSl-1064-A1-R4_A1g00533	0.352941176	51.725	50.105	5	133.9585	696.5	Black	OldStrata	-0.112005668	0.112005668	318	307	312.5	1.035830619	NON	NON	924	957	0.965517241	940.5
MvSl-1064-A1-R4_A1g00534	0.352941176	60.585	60.495	9	110	990	Black	OldStrata	-0.344806798	0.344806798	377	377	377	1	NON	NON	1134	1134	1	1134
MvSl-1064-A1-R4_A1g00541	0.176470588	57.985	57.96	3	72	216	Black	OldStrata	-0.102715119	0.102715119	2040	2042	2041	0.999020568	NON	NON	6123	6129	0.999021047	6126
MvSl-1064-A1-R4_A1g00542	0.294117647	56.99	57.165	4	79.5	318	Black	OldStrata	1.135990453	1.135990453	390	390	390	1	Up	DE	1173	1173	1	1173
MvSl-1064-A1-R4_A1g00543	0.352941176	61.83	61.735	9	97.2222	875	Black	OldStrata	0.054014046	0.054014046	729	729	729	1	NON	NON	2190	2190	1	2190
MvSl-1064-A1-R4_A1g00544	0.411764706	58.865	58.24	2.5	167.5835	426	Black	OldStrata	0.079283405	0.079283405	640	580	610	1.103448276	NON	NON	1743	1923	0.906396256	1833
MvSl-1064-A1-R4_A1g00546	0.764705882	55.07	56.34	2	66.5	133	Black	OldStrata	0.588387201	0.588387201	114	154	134	0.74025974	NON	NON	465	345	1.347826087	405
MvSl-1064-A1-R4_A1g00568	0.764705882	55.43	60.145	1	115.5	115.5	Black	OldStrata	0.298654805	0.298654805	68	131	99.5	0.519083969	NON	NON	207	396	0.522727273	301.5
MvSl-1064-A1-R4_A1g00575	0.882352941	61.71	61.305	7	117	819	Black	OldStrata	-0.417508294	0.417508294	994	991	992.5	1.003027245	NON	NON	2976	2985	0.996984925	2980.5
MvSl-1064-A1-R4_A1g00576	0.764705882	63.99	69.1	1	0	0	Black	OldStrata	-0.156106697	0.156106697	136	161	148.5	0.844720497	NON	NON	411	486	0.845679012	448.5
MvSl-1064-A1-R4_A1g00591	1.058823529	60.395	60.03	1	0	0	Black	OldStrata	-4.272358924	4.272358924	443	446	444.5	1.006772009	Down	DE	1332	1341	1.006756757	1336.5
MvSl-1064-A1-R4_A1g00593	1.235294118	60.585	60.515	6	89.9167	539.5	Blue	OldStrata	0.034237888	0.034237888	1188	1188	1188	1	NON	NON	3567	3567	1	3567
MvSl-1064-A1-R4_A1g00594	0.647058824	56.445	55.02	3.5	87.6665	299.5	Black	OldStrata	-1.835910271	1.835910271	467	547	507	1.17130621	Down	DE	1404	1644	1.170940171	1524
MvSl-1064-A1-R4_A1g00624	0.882352941	61.8	62.795	7	103.143	722	Purple	OldStrata	-0.708893366	0.708893366	256	257	256.5	1.00390625	Down	DE	771	774	1.003891051	772.5
MvSl-1064-A1-R4_A1g00626	0.705882353	55.68	53.725	NA	NA	NA	Black	OldStrata	-1.254644399	1.254644399	680	639	659.5	0.939705882	Down	DE	2043	1920	0.93979442	1981.5
MvSl-1064-A1-R4_A1g00628	1.176470588	53.86	52.805	NA	NA	NA	Black	OldStrata	-3.018808589	3.018808589	176	231	203.5	1.3125	Down	DE	531	696	1.310734463	613.5
MvSl-1064-A1-R4_A1g00635	0.647058824	52.84	53.34	9	77	682.5	Black	OldStrata	-1.412656761	1.412656761	628	553	590.5	0.880573248	Down	DE	1887	1662	0.880763116	1774.5
MvSl-1064-A1-R4_A1g00642	0.470588235	56.905	58.62	1	0	0	Black	OldStrata	5.102816982	5.102816982	69	86	77.5	0.802325581	Up	DE	210	261	0.804597701	235.5
MvSl-1064-A1-R4_A1g00644	0.529411765	59.325	59.17	1	100.5	100.5	Black	OldStrata	-1.306575235	1.306575235	789	784	786.5	0.993662864	Down	DE	2370	2355	0.993670886	2362.5
MvSl-1064-A1-R4_A1g00645	0.764705882	59.055	59.165	5	89.4	447	Black	OldStrata	0.00278244	0.00278244	839	842	840.5	0.996437055	NON	NON	2529	2520	1.003571429	2524.5
MvSl-1064-A1-R4_A1g00646	0.529411765	60.115	60.165	2	86	172	Black	OldStrata	-1.506373241	1.506373241	696	696	696	1	Down	DE	2091	2091	1	2091
MvSl-1064-A1-R4_A1g00647	0.705882353	61.79	61.43	4.5	115.83315	474	Black	OldStrata	-0.06376242	0.06376242	286	225	255.5	1.271111111	NON	NON	678	861	0.787456446	769.5
MvSl-1064-A1-R4_A1g00648	0.705882353	57.92	58.1	3	109.667	329	Black	OldStrata	0.646589946	0.646589946	502	505	503.5	0.994059406	Up	DE	1509	1518	0.994071146	1513.5
MvSl-1064-A1-R4_A1g00668	1.176470588	59.2	59.815	6.5	128.5835	837	Orange	ColorStrata	-5.711873018	5.711873018	651	636	643.5	0.976958525	Down	DE	1956	1911	0.976993865	1933.5
MvSl-1064-A1-R4_A1g00669	0.764705882	62.965	62.465	2	92	184	Orange	ColorStrata	-0.013902852	0.013902852	725	711	718	1.019690577	NON	NON	2136	2178	0.980716253	2157
MvSl-1064-A1-R4_A1g00693	0.411764706	62.885	62.885	5	98.6	493	Black	OldStrata	-0.01304676	0.01304676	334	334	334	1	NON	NON	1005	1005	1	1005
MvSl-1064-A1-R4_A1g00694	0.529411765	61.21	61.45	4	76.625	306.5	Black	OldStrata	0.19734445	0.19734445	782	781	781.5	1.00128041	NON	NON	2349	2346	1.001278772	2347.5
MvSl-1064-A1-R4_A1g00718	0.941176471	63.85	64.425	2	71.25	142.5	Black	OldStrata	1.042239841	1.042239841	460	460	460	1	Up	DE	1383	1383	1	1383
MvSl-1064-A1-R4_A1g00726	1.058823529	58.91	57.815	6.5	112.9165	733	Black	OldStrata	-0.323750225	0.323750225	261	270	265.5	0.966666667	NON	NON	786	813	0.966789668	799.5
MvSl-1064-A1-R4_A1g00745	0.529411765	60.4	63.225	3.5	73.41665	256.5	Black	OldStrata	1.868153555	1.868153555	164	294	229	0.557823129	Up	DE	495	885	0.559322034	690
MvSl-1064-A1-R4_A1g00749	0.529411765	54.46	54.16	2	81.5	163	Black	OldStrata	-0.432980787	0.432980787	1116	1110	1113	1.005405405	NON	NON	3351	3333	1.00540054	3342
MvSl-1064-A1-R4_A1g00750	0.882352941	55.33	55.33	4	79.5	318	Black	OldStrata	0.014269393	0.014269393	728	728	728	1	NON	NON	2187	2187	1	2187
MvSl-1064-A1-R4_A1g00751	0.529411765	58.62	58.54	10	72.7	727	Black	OldStrata	-0.32701583	0.32701583	971	972	971.5	0.998971193	NON	NON	2916	2919	0.998972251	2917.5
MvSl-1064-A1-R4_A1g00752	0.705882353	59.12	59.86	3.5	82.1	314.5	Black	OldStrata	-5.754454425	5.754454425	410	599	504.5	1.46097561	Down	DE	1233	1800	1.459854015	1516.5
MvSl-1064-A1-R4_A1g00756	0.764705882	57.64	60.645	1	0	0	Black	OldStrata	0.188328051	0.188328051	71	71	71	1	NON	NON	216	216	1	216
MvSl-1064-A1-R4_A1g00757	0.882352941	56.545	56.025	1.5	74	123.5	Black	OldStrata	-0.038444163	0.038444163	284	297	290.5	0.956228956	NON	NON	855	894	0.956375839	874.5
MvSl-1064-A1-R4_A1g00763	1.294117647	57.35	59.61	5.5	68.61665	378	Black	OldStrata	-4.029433889	4.029433889	1235	1234	1234.5	0.999190283	Down	DE	3708	3705	0.999190939	3706.5
MvSl-1064-A1-R4_A1g00772	0.823529412	60.125	59.835	3	74.1667	222.5	Blue	OldStrata	-0.447897559	0.447897559	360	343	351.5	1.049562682	NON	NON	1083	1032	1.049418605	1057.5
MvSl-1064-A1-R4_A1g00778	1.470588235	55.555	55.665	7	77	539	Black	OldStrata	0.389977485	0.389977485	826	827	826.5	0.99879081	NON	NON	2484	2481	1.00120919	2482.5
MvSl-1064-A1-R4_A1g00779	1.470588235	60.36	60.6	10	95.6	956	Black	OldStrata	0.677992555	0.677992555	1011	1002	1006.5	1.008982036	Up	DE	3036	3009	1.008973081	3022.5
MvSl-1064-A1-R4_A1g00794	1.294117647	59.505	58.915	4	88	352	Black	OldStrata	0.026871625	0.026871625	113	113	113	1	NON	NON	342	342	1	342
MvSl-1064-A1-R4_A1g00800	1.117647059	64.795	64.845	8.5	99.24305	842	Black	OldStrata	-0.134687097	0.134687097	445	457	451	0.973741794	NON	NON	1338	1374	0.973799127	1356
MvSl-1064-A1-R4_A1g00801	1.058823529	58.595	58.55	2	76	152	Blue	OldStrata	-0.032184551	0.032184551	348	348	348	1	NON	NON	1047	1047	1	1047
MvSl-1064-A1-R4_A1g00832	0.705882353	64.55	63.885	5.5	102.4	558	Black	OldStrata	0.093408117	0.093408117	790	785	787.5	1.006369427	NON	NON	2373	2358	1.006361323	2365.5
MvSl-1064-A1-R4_A1g00840	0.764705882	62.735	62.55	1.5	97.25	135	Black	OldStrata	0.269924924	0.269924924	575	594	584.5	0.968013468	NON	NON	1728	1785	0.968067227	1756.5
MvSl-1064-A1-R4_A1g00842	0.882352941	65.385	63.815	5.5	107.6665	595.5	Black	OldStrata	-0.32013805	0.32013805	466	519	492.5	0.897880539	NON	NON	1560	1401	1.113490364	1480.5
MvSl-1064-A1-R4_A1g00843	0.882352941	62.725	63.41	2.5	122.4165	302.5	Black	OldStrata	-0.541148688	0.541148688	371	342	356.5	1.084795322	NON	NON	1029	1116	0.922043011	1072.5
MvSl-1064-A1-R4_A1g00845	1	59.485	59.6	3.5	91.66665	320.5	Black	OldStrata	0.042076431	0.042076431	1506	1538	1522	0.979193758	NON	NON	4521	4617	0.979207277	4569
MvSl-1064-A1-R4_A1g00853	1.235294118	60.98	60.62	5.5	137.2165	743.5	Purple	OldStrata	-1.487301401	1.487301401	872	842	857	0.96559633	Down	DE	2619	2529	0.965635739	2574
MvSl-1064-A1-R4_A1g00854	1.058823529	62.265	62.335	8.5	98.1736	835	Purple	OldStrata	0.751578848	0.751578848	900	860	880	1.046511628	Up	DE	2703	2583	1.046457607	2643
MvSl-1064-A1-R4_A1g00869	1.352941176	57.815	57.785	10	84.4	844	Black	OldStrata	-0.780523068	0.780523068	609	609	609	1	NON	NON	1830	1830	1	1830
MvSl-1064-A1-R4_A1g00911	1.235294118	65.53	64.775	6	88.41665	530.5	Black	OldStrata	-0.242165576	0.242165576	87	87	87	1	NON	NON	264	264	1	264
MvSl-1064-A1-R4_A1g00912	1.117647059	61.505	61.505	4	90.25	361	Black	OldStrata	-0.203998749	0.203998749	341	341	341	1	NON	NON	1026	1026	1	1026
MvSl-1064-A1-R4_A1g00913	0.941176471	62.11	60.56	7.5	58.88395	440	Black	OldStrata	-0.556748515	0.556748515	1231	924	1077.5	1.332251082	NON	NON	3696	2775	1.331891892	3235.5
MvSl-1064-A1-R4_A1g00920	1.352941176	60.93	59.795	3.5	105.41665	374	Black	OldStrata	-0.976671928	0.976671928	1628	1991	1809.5	0.817679558	NON	NON	5976	4887	1.222836096	5431.5
MvSl-1064-A1-R4_A1g00921	1.235294118	62.385	62.28	7	94.71425	663	Black	OldStrata	0.145781482	0.145781482	552	550	551	1.003636364	NON	NON	1653	1659	0.996383363	1656
MvSl-1064-A1-R4_A1g00923	1.176470588	62.18	63.94	1	0	0	Black	OldStrata	1.125181115	1.125181115	103	103	103	1	Up	DE	312	312	1	312
MvSl-1064-A1-R4_A1g00929	0.529411765	61.69	61.135	2	69	138	Black	OldStrata	1.834083721	1.834083721	210	210	210	1	Up	DE	633	633	1	633
MvSl-1064-A1-R4_A1g00957	0.882352941	57.49	58.685	2	105.25	210.5	Black	OldStrata	0.390662934	0.390662934	237	237	237	1	NON	NON	714	714	1	714
MvSl-1064-A1-R4_A1g00958	0.882352941	60.9	61.23	4	73.125	292.5	Black	OldStrata	-0.561034724	0.561034724	649	649	649	1	Down	DE	1950	1950	1	1950
MvSl-1064-A1-R4_A1g00960	0.882352941	59.21	59.68	4	71.625	286.5	Black	OldStrata	-0.16311838	0.16311838	227	216	221.5	1.050925926	NON	NON	684	651	1.050691244	667.5
MvSl-1064-A1-R4_A1g00968	1.117647059	65.23	63.105	4	77.5	310	Black	OldStrata	0.269146409	0.269146409	275	243	259	1.131687243	NON	NON	828	732	1.131147541	780
MvSl-1064-A1-R4_A1g00970	1	62.77	62.21	3	71.3333	214	Black	OldStrata	0.874880085	0.874880085	470	470	470	1	Up	DE	1413	1413	1	1413
MvSl-1064-A1-R4_A1g00972	0.941176471	58.355	58.44	3	81.3333	244	Black	OldStrata	-1.734381671	1.734381671	382	382	382	1	Down	DE	1149	1149	1	1149
MvSl-1064-A1-R4_A1g00977	0.764705882	55.555	56.9	4	111.125	444.5	Black	OldStrata	-3.065033979	3.065033979	359	301	330	0.838440111	Down	DE	1080	906	0.838888889	993
MvSl-1064-A1-R4_A1g00997	0.823529412	57.42	57.33	4	90.75	363	Blue	OldStrata	-3.509378289	3.509378289	628	690	659	1.098726115	Down	DE	1887	2073	1.098569157	1980
MvSl-1064-A1-R4_A1g00998	0.823529412	64.575	64.645	3	109.667	329	Blue	OldStrata	0.375035839	0.375035839	230	230	230	1	NON	NON	693	693	1	693
MvSl-1064-A1-R4_A1g01007	1.352941176	59.245	59.37	4	168.5	674	Black	OldStrata	3.100208392	3.100208392	1968	1979	1973.5	0.994441637	Up	DE	5907	5940	0.994444444	5923.5
MvSl-1064-A1-R4_A1g01017	1.058823529	60.17	59.965	17	98	1666	Purple	OldStrata	-0.275205453	0.275205453	1066	1051	1058.5	1.014272122	NON	NON	3201	3156	1.014258555	3178.5
MvSl-1064-A1-R4_A1g01021	1.176470588	54.59	52.73	4	119.25	462.5	Black	OldStrata	4.38716508	4.38716508	246	304	275	0.809210526	Up	DE	741	915	0.809836066	828
MvSl-1064-A1-R4_A1g01049	1.176470588	66.315	62.615	2	66	153	Centro	Centro	0.997497083	0.997497083	93	180	136.5	0.516666667	Up	DE	282	543	0.519337017	412.5
MvSl-1064-A1-R4_A1g01135	0.647058824	59.65	62.295	2	83.83335	164.5	Black	OldStrata	0.917019786	0.917019786	265	384	324.5	0.690104167	Up	DE	798	1155	0.690909091	976.5
MvSl-1064-A1-R4_A1g01137	0.705882353	56.065	56.27	6	76.66665	460	Black	OldStrata	-0.592036629	0.592036629	595	597	596	1.003361345	Down	DE	1788	1794	1.003355705	1791
MvSl-1064-A1-R4_A1g01138	0.705882353	57.895	61.14	NA	NA	NA	Black	OldStrata	2.365433726	2.365433726	151	189	170	0.798941799	Up	DE	456	570	0.8	513
MvSl-1064-A1-R4_A1g01154	1.117647059	66.665	67.03	2	191	382	Blue	OldStrata	-0.069641132	0.069641132	184	184	184	1	NON	NON	555	555	1	555
MvSl-1064-A1-R4_A1g01159	0.764705882	62.82	62.98	2	180	360	Blue	OldStrata	0.357858524	0.357858524	424	424	424	1	NON	NON	1275	1275	1	1275
MvSl-1064-A1-R4_A1g01160	0.588235294	63.125	62.975	5	124.2	621	Blue	OldStrata	0.299223533	0.299223533	473	474	473.5	0.997890295	NON	NON	1425	1422	1.002109705	1423.5
MvSl-1064-A1-R4_A1g01161	0.529411765	58.805	59.76	3	92	276	Blue	OldStrata	-0.232190071	0.232190071	478	390	434	1.225641026	NON	NON	1173	1437	0.816283925	1305
MvSl-1064-A1-R4_A1g01162	0.294117647	64.17	63.11	2	68.25	136.5	Blue	OldStrata	5.639008765	5.639008765	186	177	181.5	1.050847458	Up	DE	561	534	1.050561798	547.5
MvSl-1064-A1-R4_A1g01163	0.294117647	57.895	57.34	4	86.875	347.5	Blue	OldStrata	3.617225151	3.617225151	227	226	226.5	1.004424779	Up	DE	684	681	1.004405286	682.5
MvSl-1064-A1-R4_A1g01164	0.470588235	57.54	57.5	9.5	83.2111	790.5	Black	OldStrata	-0.782988706	0.782988706	1029	1059	1044	1.029154519	Down	DE	3090	3180	1.029126214	3135
MvSl-1064-A1-R4_A1g01173	0.764705882	60.935	62.7	5	156.1	780.5	Black	OldStrata	-0.529087108	0.529087108	562	517	539.5	1.087040619	NON	NON	1689	1554	1.086872587	1621.5
MvSl-1064-A1-R4_A1g01174	0.705882353	64.905	62.785	5	93.4	467	Black	OldStrata	-1.343688683	1.343688683	406	321	363.5	0.790640394	Down	DE	1221	966	0.791154791	1093.5
MvSl-1064-A1-R4_A1g01189	1.470588235	63.84	63.94	2	80	160	Black	OldStrata	0.516954041	0.516954041	347	347	347	1	NON	NON	1044	1044	1	1044
MvSl-1064-A1-R4_A1g01212	0.647058824	65.24	66.705	6.5	77.86905	507	Black	OldStrata	-1.916759575	1.916759575	922	846	884	0.917570499	Down	DE	2769	2541	0.917659805	2655
MvSl-1064-A1-R4_A1g01219	0.647058824	65.445	65.17	4	151.75	607	Black	OldStrata	-0.829550149	0.829550149	1022	1024	1023	0.998046875	NON	NON	3075	3069	1.001955034	3072
MvSl-1064-A1-R4_A1g01220	0.764705882	55.78	55.08	7.5	93.7055	699	Black	OldStrata	3.396664551	3.396664551	296	255	275.5	1.160784314	Up	DE	891	768	1.16015625	829.5
MvSl-1064-A1-R4_A1g01227	0.470588235	65.415	64.655	2.5	120.16665	288	Purple	OldStrata	-0.280852976	0.280852976	172	173	172.5	0.994219653	NON	NON	519	522	0.994252874	520.5
MvSl-1064-A1-R4_A1g01228	0.470588235	58.065	58.875	1	126	126	Black	OldStrata	0.221258167	0.221258167	183	183	183	1	NON	NON	552	552	1	552
MvSl-1064-A1-R4_A1g01252	1.411764706	58.23	59.945	4	140	560	Orange	ColorStrata	-0.111374107	0.111374107	321	294	307.5	1.091836735	NON	NON	966	885	1.091525424	925.5
MvSl-1064-A1-R4_A1g01253	1.352941176	57.195	56.96	4	100	400	Black	OldStrata	-0.854931713	0.854931713	182	169	175.5	0.928571429	Down	DE	549	510	0.928961749	529.5
MvSl-1064-A1-R4_A1g01261	1.058823529	63.115	62.96	7	141.5	990.5	Orange	ColorStrata	-2.188677548	2.188677548	2309	2310	2309.5	1.000433088	Down	DE	6930	6933	1.0004329	6931.5
MvSl-1064-A1-R4_A1g01271	1.352941176	66.795	66.665	5	97	485	Black	OldStrata	-0.520789943	0.520789943	130	137	133.5	0.948905109	NON	NON	414	393	1.053435115	403.5
MvSl-1064-A1-R4_A1g01272	1.235294118	65.49	65.58	3	100.333	301	Black	OldStrata	0.130280609	0.130280609	183	183	183	1	NON	NON	552	552	1	552
MvSl-1064-A1-R4_A1g01282	1.176470588	51.41	51.705	3	114.6665	344	Black	OldStrata	0.532112185	0.532112185	224	224	224	1	NON	NON	675	675	1	675
MvSl-1064-A1-R4_A1g01288	1	55.965	55.66	1	0	0	Black	OldStrata	1.137327982	1.137327982	270	270	270	1	Up	DE	813	813	1	813
MvSl-1064-A1-R4_A1g01290	1.058823529	55.995	56.22	9	86.44445	778	Black	OldStrata	1.448121849	1.448121849	419	449	434	0.933184855	Up	DE	1260	1350	0.933333333	1305
MvSl-1064-A1-R4_A1g01302	0.764705882	57.33	55.065	3.5	68.3	262	Black	OldStrata	6.307186831	6.307186831	795	483	639	1.645962733	Up	DE	2388	1452	1.644628099	1920
MvSl-1064-A1-R4_A1g01317	0.882352941	62.545	61.415	7.5	103.634	778	Purple	OldStrata	0.067848033	0.067848033	270	310	290	0.870967742	NON	NON	813	933	0.871382637	873
MvSl-1064-A1-R4_A1g01346	2.411764706	64.335	69.58	5	291.2	1456	Black	OldStrata	-0.29082474	0.29082474	165	242	203.5	0.681818182	NON	NON	729	498	1.463855422	613.5
MvSl-1064-A1-R4_A1g01347	2	63.385	63.21	5	89.4	447	Black	OldStrata	1.102009758	1.102009758	2125	2123	2124	1.000942063	Up	DE	6378	6372	1.00094162	6375
MvSl-1064-A1-R4_A1g01348	0.764705882	63.45	63.68	1	91	91	Black	OldStrata	0.084837282	0.084837282	791	791	791	1	NON	NON	2376	2376	1	2376
MvSl-1064-A1-R4_A1g01350	0.764705882	56.955	57.115	2	77.25	154.5	Black	OldStrata	-0.142316764	0.142316764	629	629	629	1	NON	NON	1890	1890	1	1890
MvSl-1064-A1-R4_A1g01351	0.823529412	71.605	71.305	5	120.4	602	Black	OldStrata	-0.066627592	0.066627592	279	279	279	1	NON	NON	840	840	1	840
MvSl-1064-A1-R4_A1g01359	0.588235294	54.425	53.705	5	72.2	361	Black	OldStrata	0.538735354	0.538735354	455	494	474.5	0.921052632	NON	NON	1368	1485	0.921212121	1426.5
MvSl-1064-A1-R4_A1g01366	0.705882353	62.235	62.69	1	138	138	Black	OldStrata	-0.069623816	0.069623816	758	758	758	1	NON	NON	2277	2277	1	2277
MvSl-1064-A1-R4_A1g01367	0.705882353	57.4	56.96	2	67.5	132.5	Black	OldStrata	0.242412729	0.242412729	542	581	561.5	0.932874355	NON	NON	1629	1746	0.932989691	1687.5
MvSl-1064-A1-R4_A1g01368	0.823529412	59.355	59.445	7.5	64.1875	481.5	Black	OldStrata	-0.173537055	0.173537055	1872	1851	1861.5	1.011345219	NON	NON	5556	5619	0.988788041	5587.5
MvSl-1064-A1-R4_A1g01369	0.647058824	66.585	66.72	5.5	98.08335	537	Black	OldStrata	0.659905903	0.659905903	631	609	620	1.036124795	NON	NON	1896	1830	1.036065574	1863
MvSl-1064-A1-R4_A1g01375	0.882352941	55.54	55.45	2	68.25	136.5	Black	OldStrata	0.846875736	0.846875736	390	427	408.5	0.913348946	Up	DE	1173	1284	0.913551402	1228.5
MvSl-1064-A1-R4_A1g01376	0.764705882	56.34	55.325	11.5	85.57575	991	Black	OldStrata	0.760387737	0.760387737	840	913	876.5	0.920043812	Up	DE	2523	2742	0.920131291	2632.5
MvSl-1064-A1-R4_A1g01378	0.764705882	53.61	56.175	1.5	96.75	138.5	Black	OldStrata	0.304490218	0.304490218	80	156	118	0.512820513	NON	NON	243	471	0.515923567	357
MvSl-1064-A1-R4_A1g01383	0.882352941	55.155	54.815	6	98.5143	572	Black	OldStrata	1.918429351	1.918429351	678	674	676	1.005934718	Up	DE	2037	2025	1.005925926	2031
MvSl-1064-A1-R4_A1g01384	1.588235294	62.935	63.27	1	103	103	Black	OldStrata	-0.947792045	0.947792045	1008	989	998.5	0.981150794	Down	DE	3027	2970	0.981169475	2998.5
MvSl-1064-A1-R4_A1g01388	1	65.465	64.86	2	64.75	129.5	Black	OldStrata	0.406271174	0.406271174	748	858	803	0.871794872	NON	NON	2247	2577	0.871944121	2412
MvSl-1064-A1-R4_A1g01392	1.411764706	58.015	58.185	4	74.75	299	Black	OldStrata	-0.243712597	0.243712597	1207	1213	1210	0.995053586	NON	NON	3624	3642	0.995057661	3633
MvSl-1064-A1-R4_A1g01393	1.117647059	55.6	56.25	2.5	79.16665	197	Black	OldStrata	0.3978728	0.3978728	471	401	436	1.174563591	NON	NON	1206	1416	0.851694915	1311
MvSl-1064-A1-R4_A1g01404	1.352941176	59.395	58.865	1	35.5	35.5	Black	OldStrata	-5.516663924	5.516663924	368	610	489	1.657608696	Down	DE	1107	1833	1.655826558	1470
MvSl-1064-A1-R4_A1g01405	1.352941176	53.62	52.88	3.5	105.5	374.5	Black	OldStrata	-0.032795964	0.032795964	219	344	281.5	0.636627907	NON	NON	1035	660	1.568181818	847.5
MvSl-1064-A1-R4_A1g01406	1.882352941	57.455	57.43	8	163.625	1309	Black	OldStrata	-0.847111802	0.847111802	1222	1224	1223	0.998366013	NON	NON	3675	3669	1.001635323	3672
MvSl-1064-A1-R4_A1g01407	1.705882353	59.535	59.115	4.5	110.5	491	Black	OldStrata	-0.341690369	0.341690369	489	490	489.5	0.997959184	NON	NON	1473	1470	1.002040816	1471.5
MvSl-1064-A1-R4_A1g01415	1.294117647	58.265	58.035	10	107.75	1077.5	Black	OldStrata	0.39982018	0.39982018	364	364	364	1	NON	NON	1095	1095	1	1095
MvSl-1064-A1-R4_A1g01418	1.470588235	53.59	53.98	9.5	86.2778	820.5	Black	OldStrata	3.351221404	3.351221404	904	937	920.5	0.964781217	Up	DE	2715	2814	0.964818763	2764.5
MvSl-1064-A1-R4_A1g01431	1.352941176	61.73	62.065	12.5	89.22435	1115	Blue	OldStrata	0.17831449	0.17831449	1644	1705	1674.5	0.964222874	NON	NON	4935	5118	0.964243845	5026.5
MvSl-1064-A1-R4_A1g01432	1.117647059	65.875	65.575	4	84.125	336.5	Blue	OldStrata	1.19652809	1.19652809	167	167	167	1	Up	DE	504	504	1	504
MvSl-1064-A1-R4_A1g01440	0.529411765	61.51	61.51	6	113.5	681	bPAR	bPAR	0.045862676	0.045862676	739	739	739	1	NON	NON	2220	2220	1	2220
MvSl-1064-A1-R4_A1g01441	0.529411765	58.41	58.41	6	72	432	bPAR	bPAR	-0.034947562	0.034947562	560	560	560	1	NON	NON	1683	1683	1	1683
