gida1	a1GC0	a1GC3	gida2	a2GC0	a2GC3	start	end	logCPM	logFC.A1.A2	abs	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	part8	youngold	GC0diff	GC3diff	DE
MvSl-1064-A1-R4_MC10-1g09814	55.78	59.69	MvSl-1064-A2-R4_MC10g10081	55.78	59.69	286844	287131	8.117220395	-1.374157275	1.374157275	3.57E-06	0.00010337	7.21483074	7.328935107	9.042667062	8.098853181	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_A1g00080	54.82	57.24	MvSl-1064-A2-R4_A2g00080	54.39	57.24	180716	185718	5.542369321	-1.367630539	1.367630539	5.04E-10	2.49E-08	4.671337984	4.740031501	5.91079222	6.21449043	bPAR	bPAR	0.43	0	Down
MvSl-1064-A1-R4_MC09-2g09580	58.97	63.34	MvSl-1064-A2-R4_C28g01908	58.97	63.34	4141	7652	4.070377367	-1.359168185	1.359168185	1.02E-06	3.26E-05	3.291249234	3.200827934	4.462871657	4.720180125	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC05-3g06520	58.15	61.87	MvSl-1064-A2-R4_MC05g06783	58.15	61.87	339369	346823	8.672557277	-1.351995767	1.351995767	9.12E-08	3.36E-06	7.936173671	7.74575384	9.286872863	9.098443482	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_A1g01174	60.03	69.78	MvSl-1064-A2-R4_A2g01392	58.49	67.08	2576791	2577822	6.028028533	-1.343688683	1.343688683	9.53E-11	5.26E-09	5.23551822	5.179573941	6.693226827	6.389170415	Black	OldStrata	1.54	2.7	Down
MvSl-1064-A1-R4_MC05-3g06511	50.56	60	MvSl-1064-A2-R4_MC05g06774	50.56	60	331413	333406	3.330650203	-1.323522772	1.323522772	4.59E-05	0.001128361	2.456463497	2.616376624	3.585779566	4.070393899	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC01-1g01699	55.3	62.99	MvSl-1064-A2-R4_MC01g01980	55.3	62.99	14920	16821	5.539113531	-1.319583218	1.319583218	4.78E-10	2.37E-08	4.759566915	4.71436641	6.118195214	5.986008145	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC18g12256	58.09	64.56	MvSl-1064-A2-R4_MC18g12506	58.09	64.56	17583	18462	1.00675433	-1.312042703	1.312042703	0.003376836	0.048764482	0.248288386	0.300568733	1.189025871	1.787266256	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC11g10236	63.27	69.12	MvSl-1064-A2-R4_MC11g10497	63.3	69.4	174537	177515	4.097848589	-1.307956371	1.307956371	5.20E-06	0.000146683	3.534257775	3.044825592	4.589301813	4.6302411	Auto	Auto	-0.03	-0.28	Down
MvSl-1064-A1-R4_A1g00644	60.04	58.61	MvSl-1064-A2-R4_A2g01002	59.87	58.47	1751427	1752854	5.076743613	-1.306575235	1.306575235	7.95E-08	3.00E-06	4.42698439	4.128287818	5.70716142	5.457345095	Black	OldStrata	0.17	0.14	Down
MvSl-1064-A1-R4_MC12g11205	53.27	58.88	MvSl-1064-A2-R4_MC12g11468	53.27	58.88	1134446	1134742	6.151825048	-1.294487564	1.294487564	7.61E-09	3.20E-07	5.380057763	5.352593011	6.90190936	6.366297761	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC03g04840	55.46	61.76	MvSl-1064-A2-R4_MC03g05118	55.46	61.76	1414458	1415377	3.522511215	-1.277030027	1.277030027	2.05E-05	0.000533001	2.706745819	2.812981797	3.970327643	4.079797675	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_A1g00626	52.77	58.59	MvSl-1064-A2-R4_A2g01445	52.29	55.16	2709667	2711246	3.045373552	-1.254644399	1.254644399	9.35E-05	0.002143854	2.366772009	2.238324918	3.629806773	3.449210104	Black	OldStrata	0.48	3.43	Down
MvSl-1064-A1-R4_MC03g05154	56.35	71.49	MvSl-1064-A2-R4_MC03g05431	56.35	71.49	2187002	2188631	6.1323058	-1.253849334	1.253849334	1.44E-09	6.69E-08	5.476628825	5.266911179	6.759131448	6.482525974	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC05-3g06513	63.83	64.81	MvSl-1064-A2-R4_MC05g06776	63.83	64.81	333219	334279	5.629104666	-1.224846913	1.224846913	7.12E-05	0.001667724	5.276555713	4.371006289	5.736222758	6.416332957	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC01-2g03113	55.38	61.49	MvSl-1064-A2-R4_MC01g03393	55.38	61.49	2893115	2893489	3.905020513	-1.190902817	1.190902817	0.000162498	0.003481686	3.516492693	2.793503825	4.466344721	4.29289804	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC11g10594	58.82	70.81	MvSl-1064-A2-R4_MC11g10858	58.82	70.81	1066922	1067246	2.965279865	-1.179155962	1.179155962	0.000603667	0.011519531	2.198716135	2.349208619	3.696387111	3.125165782	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_A1g00270	55.56	67.19	MvSl-1064-A2-R4_A2g00647	55.38	67.19	1136196	1138565	5.488642924	-1.168558114	1.168558114	2.01E-07	7.28E-06	4.954685599	4.609668146	5.962125924	5.954405817	Black	OldStrata	0.18	0	Down
MvSl-1064-A1-R4_MC08g08647	54.74	59.74	MvSl-1064-A2-R4_MC08-1g08912	54.74	59.74	1005844	1008701	7.66948414	-1.164412299	1.164412299	5.76E-07	1.92E-05	6.988158069	6.958872491	8.379341756	7.84646536	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC04-1g05504	53.82	57.25	MvSl-1064-A2-R4_MC04-1g05781	53.82	57.25	503362	503958	8.09070929	-1.156400131	1.156400131	6.34E-07	2.09E-05	7.471491512	7.325124766	8.706561436	8.3881057	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC05-3g06515	58.53	73.36	MvSl-1064-A2-R4_MC05g06778	58.53	73.36	333921	340706	9.819871578	-1.154134943	1.154134943	0.000191032	0.004012616	8.923572537	9.311450405	10.36291659	10.20159216	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC10-2g10098	57.28	75.77	MvSl-1064-A2-R4_MC10g10362	57.28	75.77	662159	664366	7.745759317	-1.143945715	1.143945715	9.67E-05	0.002192478	7.100734902	7.026132275	8.627333663	7.612192567	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC10-1g09620	56.03	64.66	MvSl-1064-A2-R4_MC10g09887	56.03	64.66	57521	59809	3.238135729	-1.130350536	1.130350536	0.000316192	0.006390374	2.48109779	2.670767618	3.820983268	3.560867851	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC05-3g06514	58.93	64.83	MvSl-1064-A2-R4_MC05g06777	58.93	64.83	333416	334242	8.716049418	-1.117604784	1.117604784	7.85E-06	0.000215865	8.068044298	8.035713102	9.073168251	9.259428012	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC11g10722	58.55	61.18	MvSl-1064-A2-R4_MC11g10987	58.55	61.18	1381368	1381643	8.385266482	-1.116450817	1.116450817	2.95E-06	8.72E-05	7.728099971	7.715994213	8.965156385	8.698880666	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC06g07140	54.93	60.46	MvSl-1064-A2-R4_MC06-2g07405	54.93	60.46	755046	757789	6.632849507	-1.114499409	1.114499409	4.48E-09	1.93E-07	5.947928485	5.995634083	7.116043396	7.05388409	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC05-3g06731	56.22	66.13	MvSl-1064-A2-R4_MC05g06995	56.22	66.13	630141	632459	3.765130384	-1.110557998	1.110557998	0.000131366	0.002887019	3.081721694	3.148124546	4.36206763	4.056172296	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC01-1g02359	52.19	53.55	MvSl-1064-A2-R4_MC01g02641	52.19	53.55	1072505	1073440	5.292900413	-1.095470345	1.095470345	5.27E-05	0.001266383	4.226680541	4.972152642	5.817334016	5.657448678	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC08g08437	54.4	56.6	MvSl-1064-A2-R4_MC08-1g08702	54.4	56.6	479562	479717	3.061135831	-1.091716353	1.091716353	0.000949362	0.016873374	2.59832894	2.238324918	3.654374789	3.343875908	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_A1g00400	54.31	57.99	MvSl-1064-A2-R4_A2g00370	54.23	58.25	841678	844038	4.786379612	-1.080405595	1.080405595	0.00015815	0.0034056	4.473765263	3.737837858	5.076642639	5.366138491	Red	ColorStrata	0.08	-0.26	Down
MvSl-1064-A1-R4_MC03g05159	64.82	77.55	MvSl-1064-A2-R4_MC03g05436	64.82	77.55	2193893	2194681	6.132922671	-1.075091541	1.075091541	4.00E-08	1.56E-06	5.425189389	5.569952562	6.587160452	6.558482363	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC07g08057	62	67.83	MvSl-1064-A2-R4_MC07g08322	62	67.83	1250646	1252658	4.443322735	-1.074575189	1.074575189	4.64E-05	0.00113626	3.630992488	3.976776292	4.955833706	4.807672288	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC03g04642	58.42	79.24	MvSl-1064-A2-R4_MC03g04920	58.42	79.24	921260	925020	6.442336358	-1.07257881	1.07257881	4.09E-07	1.40E-05	5.650948475	5.953473513	6.688773822	7.051496346	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC01-1g02008	59.72	66.35	MvSl-1064-A2-R4_MC01g02289	59.72	66.35	383122	384434	8.284435452	-1.070633349	1.070633349	0.001409225	0.023393131	8.088980224	7.023522137	8.399011342	8.986970675	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC05-3g06518	59.8	67.86	MvSl-1064-A2-R4_MC05g06781	59.8	67.86	337264	338212	7.957817206	-1.068391232	1.068391232	3.10E-06	9.11E-05	7.418670191	7.230067876	8.214872627	8.555851874	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC04-1g05744	56.54	60.3	MvSl-1064-A2-R4_MC04-1g06020	56.54	60.3	1069684	1072396	5.761746384	-1.064099059	1.064099059	4.61E-07	1.55E-05	5.249924908	5.012726144	6.248969728	6.145638895	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC05-3g06707	54.27	72.32	MvSl-1064-A2-R4_MC05g06971	54.27	72.32	565851	570084	7.153368434	-1.033030577	1.033030577	8.62E-08	3.20E-06	6.600454225	6.491936086	7.641976279	7.514155763	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC05-3g06517	64.29	73.21	MvSl-1064-A2-R4_MC05g06780	64.29	73.21	336152	336708	8.124266244	-1.030728333	1.030728333	5.92E-06	0.000164757	7.432946047	7.600601549	8.637574636	8.45580219	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC01-1g02180	54.7	55.49	MvSl-1064-A2-R4_MC01g02462	54.86	55.71	653570	656228	4.206258925	-1.019676864	1.019676864	0.000391311	0.007743791	3.398596286	3.802602029	4.810375916	4.420504806	Auto	Auto	-0.16	-0.22	Down
MvSl-1064-A1-R4_MC06g06896	56.26	74.02	MvSl-1064-A2-R4_MC06-1g07159	56.26	74.02	106884	109986	6.132855032	-1.014107806	1.014107806	4.50E-07	1.53E-05	5.521851848	5.558458507	6.679078233	6.414476008	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC03g04915	59.43	71.18	MvSl-1064-A2-R4_MC03g05193	59.43	71.18	1601268	1603634	2.885315329	-1.008182435	1.008182435	0.003442003	0.049621725	1.991423754	2.57133741	3.289010405	3.320267757	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC03g04895	60.2	72.26	MvSl-1064-A2-R4_MC03g05173	60.2	72.26	1588368	1590325	5.86251617	-0.997991256	0.997991256	5.44E-05	0.001296378	5.585715557	4.894287085	6.231726911	6.321418272	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC01-1g02603	57.1	67.25	MvSl-1064-A2-R4_MC01g02885	57.1	67.25	1669135	1669419	4.793482327	-0.994476219	0.994476219	0.001648449	0.026690519	3.625478263	4.634512433	5.337821767	5.063693531	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_A1g00078	54.55	62.34	MvSl-1064-A2-R4_A2g00078	54.55	62.34	177417	178892	7.162015405	-0.993002656	0.993002656	8.92E-05	0.002056118	6.188489281	6.891761894	7.771153038	7.347523635	bPAR	bPAR	0	0	Down
MvSl-1064-A1-R4_MC01-1g02267	51.84	52.94	MvSl-1064-A2-R4_MC01g02549	51.84	52.94	862521	862738	3.806879058	-0.991272367	0.991272367	0.001068189	0.018674741	3.298197579	3.170947863	4.452402015	3.94221645	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC13g11645	55.36	57.84	MvSl-1064-A2-R4_MC13g11906	55.36	57.84	837582	839150	7.735144653	-0.981775324	0.981775324	0.000253469	0.005171621	6.958859706	7.341564048	8.467334208	7.726989333	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC03g05141	52.34	58.53	MvSl-1064-A2-R4_MC03g05418	52.34	58.53	2155040	2156556	8.179241109	-0.964512004	0.964512004	0.000392699	0.007744282	7.194957523	7.945108079	8.580227637	8.584624025	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC05-3g06519	57.6	60.25	MvSl-1064-A2-R4_MC05g06782	57.6	60.25	339298	341280	7.956580056	-0.96196907	0.96196907	0.000215078	0.004441316	7.704103852	7.007233021	8.445064211	8.267273141	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_A1g00516	55.69	63.11	MvSl-1064-A2-R4_A2g01504	54.66	60.42	2776699	2777667	8.659814433	-0.952952226	0.952952226	0.000213002	0.00443055	8.032808644	8.176295153	9.232840031	8.861394841	Black	OldStrata	1.03	2.69	Down
MvSl-1064-A1-R4_A1g01384	59.96	65.91	MvSl-1064-A2-R4_A2g01135	59.87	66.67	1838292	1841771	7.461687284	-0.947792045	0.947792045	4.74E-06	0.000134121	6.799048222	7.016713595	7.929883853	7.784912615	Black	OldStrata	0.09	-0.76	Down
MvSl-1064-A1-R4_MC11g10214	58.42	61.62	MvSl-1064-A2-R4_MC11g10474	58.42	61.62	121781	122734	6.027313228	-0.947429324	0.947429324	1.43E-06	4.46E-05	5.431523038	5.524893671	6.45617382	6.392947516	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC12g10989	52.21	56.37	MvSl-1064-A2-R4_MC12g11252	52.21	56.37	610583	611894	3.738704173	-0.932000816	0.932000816	0.00126676	0.021487163	3.345920955	3.053039625	4.096716189	4.166203106	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_A1g01494	57.83	69.86	MvSl-1064-A2-R4_A2g01807	57.83	69.86	3345781	3348549	7.318336786	-0.924508323	0.924508323	0.000134886	0.002956775	6.995657804	6.535823429	7.431556554	7.939793523	bPAR	bPAR	0	0	Down
MvSl-1064-A1-R4_MC01-1g02849	49.83	52.8	MvSl-1064-A2-R4_MC01g03131	49.83	52.8	2271169	2273596	5.393877774	-0.916923323	0.916923323	0.000105321	0.002381983	4.835563292	4.896571138	5.991348637	5.534603684	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_A1g00154	53.7	57.01	MvSl-1064-A2-R4_A2g01432	53.24	56.56	2689352	2692677	5.199460696	-0.909654782	0.909654782	5.39E-05	0.001286072	4.614019113	4.737485441	5.671496984	5.491215484	Black	OldStrata	0.46	0.45	Down
MvSl-1064-A1-R4_A1g00292	54.74	66.06	MvSl-1064-A2-R4_A2g00711	55.23	68.25	1153924	1156082	6.888217476	-0.906844922	0.906844922	6.74E-06	0.000186342	6.208912143	6.506963213	7.397851347	7.133366457	Black	OldStrata	-0.49	-2.19	Down
MvSl-1064-A1-R4_MC01-1g02838	51.62	59.28	MvSl-1064-A2-R4_MC01g03120	51.62	59.28	2240124	2240829	6.602323489	-0.8850548	0.8850548	0.000322432	0.006501119	5.650948475	6.432574622	7.004609411	6.951313348	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC01-1g02009	59.51	71.61	MvSl-1064-A2-R4_MC01g02290	59.51	71.61	384760	385725	8.653767833	-0.88374669	0.88374669	0.001742734	0.028004957	8.418843169	7.80804965	8.85420971	9.184997472	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC11g10585	57.11	69.43	MvSl-1064-A2-R4_MC11g10849	57.11	69.43	1046508	1046713	4.85536541	-0.880292822	0.880292822	0.002602405	0.038895041	3.854852985	4.722113991	5.192312882	5.266717306	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC12g11233	60.3	63.32	MvSl-1064-A2-R4_MC12g11496	60.3	63.32	1206947	1212539	4.439638949	-0.874554805	0.874554805	0.000537918	0.010380722	3.994012766	3.887730785	4.777202419	4.846754387	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC01-1g02299	57.23	66.25	MvSl-1064-A2-R4_MC01g02581	57.23	66.25	934290	936000	4.239779755	-0.871000447	0.871000447	0.00172334	0.027745456	3.674363583	3.812312661	4.373211181	4.81613661	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_A1g01253	52.64	61.75	MvSl-1064-A2-R4_A2g00196	51.57	62.35	525538	526703	6.667842774	-0.854931713	0.854931713	4.91E-05	0.001193109	5.95783539	6.370665454	7.131438766	6.927422143	Black	OldStrata	1.07	-0.6	Down
MvSl-1064-A1-R4_MC03g05043	60.09	64.47	MvSl-1064-A2-R4_MC03g05320	60.09	64.47	1888458	1891265	4.683588438	-0.850427141	0.850427141	0.000634546	0.012006499	4.116998116	4.279459464	4.918287191	5.16656897	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC02g03664	53.36	61.27	MvSl-1064-A2-R4_MC02g03942	53.36	61.27	1194204	1196896	4.647290283	-0.84941929	0.84941929	0.00251016	0.037914057	4.04859814	4.272441398	5.299393515	4.649314797	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC04-1g05945	58.16	67.86	MvSl-1064-A2-R4_MC04-1g06221	58.16	67.86	1558563	1559650	6.6175212	-0.846596623	0.846596623	0.000901037	0.016148777	5.827022471	6.387002911	7.262069885	6.62823757	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC07g07855	57.86	73.89	MvSl-1064-A2-R4_MC07g08120	57.86	73.89	752109	754135	6.66469805	-0.839449408	0.839449408	7.72E-05	0.001797234	6.12932802	6.240057518	6.774622523	7.237342038	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC03g04747	51.56	60.89	MvSl-1064-A2-R4_MC03g05025	51.56	60.89	1190549	1191676	5.497499333	-0.837537799	0.837537799	0.000136352	0.002973659	4.873274833	5.154981038	5.881174868	5.831757427	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC05-2g06483	59.88	68.77	MvSl-1064-A2-R4_MC05g06757	59.88	68.77	321091	322684	4.616354971	-0.837132444	0.837132444	0.000705447	0.013139146	4.027847453	4.247605778	4.973026522	4.978278085	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC02g03224	56.7	63.45	MvSl-1064-A2-R4_MC02g03504	56.7	63.45	146032	148493	5.581384381	-0.827229126	0.827229126	0.00151778	0.024857282	4.884860353	5.306957742	6.226616025	5.573400197	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC07g08138	53.96	68.32	MvSl-1064-A2-R4_MC07g08403	53.96	68.32	1457721	1458150	5.554091834	-0.826312022	0.826312022	0.0001684	0.003590153	5.00863394	5.156887755	6.065355509	5.733893915	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC07g08104	56.81	69.29	MvSl-1064-A2-R4_MC07g08369	56.81	69.29	1370639	1371031	7.286967096	-0.819537186	0.819537186	0.00062101	0.011797812	7.100238043	6.472929357	7.511477277	7.756974574	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC03g04352	51.35	62.84	MvSl-1064-A2-R4_MC03g04630	51.35	62.84	218308	218823	5.809221157	-0.813359118	0.813359118	0.000792672	0.014479812	5.615227258	5.019029451	6.270982352	6.03879552	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC12g10776	51.83	58.41	MvSl-1064-A2-R4_MC12g11039	51.83	58.41	69956	74714	7.935226591	-0.812700819	0.812700819	0.00183539	0.029273786	7.056342829	7.79555907	8.31482298	8.254873527	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_A1g00165	55.58	65.51	MvSl-1064-A2-R4_A2g00290	55.51	65.19	621126	622892	7.334891887	-0.801032568	0.801032568	5.23E-05	0.001260356	6.838905348	6.920104979	7.656871623	7.703989183	Black	OldStrata	0.07	0.32	Down
MvSl-1064-A1-R4_MC04-1g05865	57.27	72.96	MvSl-1064-A2-R4_MC04-1g06141	57.27	72.96	1369950	1372160	7.516792192	-0.799610004	0.799610004	0.000193094	0.004045989	6.857840708	7.242242063	7.837023804	7.886534929	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC02g04181	54.37	55.19	MvSl-1064-A2-R4_MC02g04459	54.37	55.19	2412588	2413529	6.129770527	-0.798356861	0.798356861	9.45E-05	0.002153424	5.512919938	5.825061482	6.543436513	6.402347229	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC04-1g05729	58.55	58.55	MvSl-1064-A2-R4_MC04-1g06005	58.55	58.55	1035061	1037563	5.769394008	-0.7976718	0.7976718	0.000143502	0.003113702	5.425189389	5.201908905	6.064209963	6.162332636	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC06g07298	56.77	70.8	MvSl-1064-A2-R4_MC06-2g07563	56.77	70.8	1178498	1181711	6.934805112	-0.785742372	0.785742372	2.88E-05	0.000725311	6.425878059	6.551127679	7.343174373	7.203330105	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_A1g01164	55.86	59.22	MvSl-1064-A2-R4_A2g01564	55.75	59.25	3033187	3035601	4.608905741	-0.782988706	0.782988706	0.001693951	0.027375404	4.05681556	4.272441398	5.004422425	4.890160511	Black	OldStrata	0.11	-0.03	Down
MvSl-1064-A1-R4_MC10-1g09718	54.4	64.02	MvSl-1064-A2-R4_MC10g09985	54.4	64.02	173527	184494	6.974633796	-0.781146008	0.781146008	0.000730169	0.013540603	6.315489423	6.721202626	7.56104659	7.013358564	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC15g12029	52.38	78.57	MvSl-1064-A2-R4_MC15g12278	52.38	78.57	44970	45507	8.402279132	-0.754645564	0.754645564	0.001183869	0.020323077	7.926676951	8.024530651	8.719353158	8.742275611	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC01-2g03112	51.45	63.24	MvSl-1064-A2-R4_MC01g03392	51.45	63.24	2892242	2893054	5.899566254	-0.753072657	0.753072657	0.002149137	0.033588616	5.433102115	5.517492473	6.531052049	5.842846241	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC05-3g06516	52.64	59.37	MvSl-1064-A2-R4_MC05g06779	52.64	59.37	335094	339137	5.164718662	-0.748506772	0.748506772	0.001415449	0.023405559	4.852183515	4.629028336	5.345386096	5.624093174	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC08g08768	57.7	60.09	MvSl-1064-A2-R4_MC08-2g09049	57.7	60.09	1262694	1263659	6.401389632	-0.726763597	0.726763597	0.001500458	0.024620759	5.739119042	6.21006917	6.91658272	6.491361529	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC12g10761	57.4	67.2	MvSl-1064-A2-R4_MC12g11024	57.4	67.2	35162	35617	4.887916669	-0.721254003	0.721254003	0.002550009	0.038280846	4.605641585	4.354485626	5.125787359	5.279015973	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC02g04171	55.25	63.64	MvSl-1064-A2-R4_MC02g04449	55.25	63.64	2391779	2393227	5.727709886	-0.712761873	0.712761873	0.001931428	0.030464537	5.132375371	5.502575187	6.203910505	5.856588467	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_A1g00624	59.79	63.81	MvSl-1064-A2-R4_A2g00431	60.47	65.12	907140	907771	6.80534784	-0.708893366	0.708893366	0.000113263	0.002541427	6.408324205	6.408769044	7.180897076	7.049702941	Purple	OldStrata	-0.68	-1.31	Down
MvSl-1064-A1-R4_MC01-1g02848	54.57	51.33	MvSl-1064-A2-R4_MC01g03130	54.57	51.33	2268999	2270752	5.816341118	-0.704662556	0.704662556	0.000953111	0.016904871	5.331776523	5.508560623	6.252997086	5.987257952	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC09-2g09340	57.72	70.83	MvSl-1064-A2-R4_MC09g09614	57.72	70.83	1043601	1045792	7.518692087	-0.702099413	0.702099413	0.000896124	0.016121834	7.086256065	7.164292889	7.985706489	7.649772848	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC01-1g02351	54.09	66.98	MvSl-1064-A2-R4_MC01g02633	54.09	66.98	1049308	1050374	4.85559816	-0.691663591	0.691663591	0.003470111	0.049878603	4.378635616	4.558658007	5.194408617	5.126294747	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC05-1g06149	55.54	67.93	MvSl-1064-A2-R4_MC05g06421	55.54	67.93	37960	43677	6.745506222	-0.678128307	0.678128307	0.00094465	0.016859739	6.227230793	6.495707567	7.225645143	6.838812703	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC11g10344	56.63	72.58	MvSl-1064-A2-R4_MC11g10605	56.63	72.58	421333	421740	8.118151678	-0.669008997	0.669008997	0.002716265	0.040314839	7.807555137	7.680646216	8.349090081	8.476641893	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC04-1g05310	57.61	64.13	MvSl-1064-A2-R4_MC04-1g05587	57.61	64.13	51262	53882	5.411211465	-0.667337928	0.667337928	0.002500425	0.037854247	5.126531589	4.950330846	5.614726618	5.793690659	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC04-1g05441	55.54	61.3	MvSl-1064-A2-R4_MC04-1g05718	55.54	61.3	357258	362613	7.462737057	-0.66247332	0.66247332	0.001219037	0.020801494	7.206545006	6.972469385	7.752427468	7.76026812	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC09-2g09142	55.84	66.5	MvSl-1064-A2-R4_MC09g09417	55.84	66.5	523492	523677	7.827837632	-0.657293378	0.657293378	0.002222492	0.034608531	7.358865128	7.559030006	8.059421226	8.177055986	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC08g08840	56.56	62.17	MvSl-1064-A2-R4_MC08-2g09121	56.56	62.17	1456618	1458909	5.928880697	-0.653726695	0.653726695	0.001298261	0.021884336	5.667141541	5.45842182	6.143364311	6.291378442	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC13g11330	51.37	57.71	MvSl-1064-A2-R4_MC13g11591	51.37	57.71	105993	107860	6.012093121	-0.637160617	0.637160617	0.002644193	0.039381899	5.785595495	5.521937747	6.445655281	6.128749724	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC14g11748	58.09	60.98	MvSl-1064-A2-R4_MC14g12009	58.09	60.98	38927	40489	6.680379386	-0.6216778	0.6216778	0.00098001	0.017310139	6.293925773	6.378857309	6.977483436	6.938448335	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC05-2g06394	61.1	68.97	MvSl-1064-A2-R4_MC05g06668	61.1	68.97	241192	246474	5.945783577	-0.615043751	0.615043751	0.002552355	0.038280846	5.677836817	5.532257094	6.09930562	6.333261228	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC01-1g01952	57.24	72.64	MvSl-1064-A2-R4_MC01g02233	57.24	72.64	318422	318709	7.189220724	-0.607244261	0.607244261	0.001796447	0.028813924	6.777456423	6.927383873	7.494568332	7.427040625	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC10-2g10026	54.38	61.86	MvSl-1064-A2-R4_MC10g10290	54.38	61.86	555640	556844	6.907613423	-0.600349985	0.600349985	0.001377782	0.022960352	6.567763338	6.586218614	7.263068671	7.085154184	Auto	Auto	0	0	Down
