gid	youngold	logFC.A1.A2	ratioprot	DE	DE2	ratiocds
MvSl-1064-A1-R4_MC01-1g01892	Auto	0.630030909	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01893	Auto	-0.083131437	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01894	Auto	0.154709503	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01895	Auto	0.210009051	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01896	Auto	0.168603193	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01897	Auto	0.021438883	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01898	Auto	0.094807532	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01899	Auto	-0.160558183	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01900	Auto	0.124383933	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01901	Auto	0.069747992	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01902	Auto	-0.156803308	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01903	Auto	1.24605743	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01904	Auto	0.243723475	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01905	Auto	-0.457399353	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01906	Auto	0.099866244	0.985961123	NON	NON	1.014223195
MvSl-1064-A1-R4_MC01-1g01907	Auto	0.026513699	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01912	Auto	0.071041096	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01913	Auto	-0.099737611	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01915	Auto	-0.082978255	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01916	Auto	0.026383556	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01918	Auto	-0.06421192	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01919	Auto	-0.020882426	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01921	Auto	0.617855507	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01922	Auto	-0.577227316	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01923	Auto	-0.089773681	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01924	Auto	-0.131650994	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01925	Auto	-0.046675945	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01926	Auto	0.617004752	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01927	Auto	0.062563847	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01928	Auto	0.054031001	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01931	Auto	0.412493847	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01932	Auto	-0.310060487	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01933	Auto	0.01727225	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01934	Auto	0.07377394	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01935	Auto	-0.112200978	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01936	Auto	0.239222759	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01938	Auto	0.154665021	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01939	Auto	0.070765432	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01940	Auto	0.168934067	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01941	Auto	-0.016906219	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01942	Auto	0.151039578	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01943	Auto	0.007131058	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01944	Auto	-0.412706301	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01945	Auto	0.046093486	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01946	Auto	0.146012183	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01947	Auto	0.028028918	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01948	Auto	-0.007317554	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01949	Auto	0.054206452	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01951	Auto	0.132009842	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01953	Auto	-0.101722295	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01954	Auto	-0.228349434	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01955	Auto	-0.137357395	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01957	Auto	0.482540707	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01958	Auto	0.367022947	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01959	Auto	0.308317594	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01960	Auto	0.170624469	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01962	Auto	-0.537996649	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01963	Auto	-0.233798972	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01965	Auto	0.195236681	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01966	Auto	-0.056289541	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01967	Auto	-0.401116809	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01968	Auto	-0.141521619	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01969	Auto	-0.169105522	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01972	Auto	0.10654158	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01973	Auto	-0.058170242	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01974	Auto	0.023054304	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01984	Auto	-0.302533367	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01985	Auto	-0.563748337	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01987	Auto	-0.144761656	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01988	Auto	-0.096301333	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01989	Auto	0.169093763	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01990	Auto	0.221200469	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01995	Auto	-0.24655439	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01998	Auto	-0.328477067	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g01999	Auto	-0.107119368	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02000	Auto	-0.279247776	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02001	Auto	0.058037345	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02002	Auto	0.418163895	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02003	Auto	0.009701989	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02011	Auto	0.274870613	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02013	Auto	-0.068070451	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02015	Auto	0.139818072	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02016	Auto	0.178449132	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02017	Auto	0.090123369	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02018	Auto	-0.288983171	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02020	Auto	0.420077837	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02021	Auto	0.033850323	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02029	Auto	0.033837707	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02030	Auto	0.052641347	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02031	Auto	0.219901644	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02032	Auto	-0.029032975	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02033	Auto	-0.117435063	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02034	Auto	-0.543728434	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02035	Auto	-0.236348415	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02036	Auto	-0.137391308	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02037	Auto	0.030379846	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02039	Auto	-0.018435582	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02043	Auto	0.05146981	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02044	Auto	0.192511659	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02045	Auto	0.026201133	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02049	Auto	-0.083354203	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02050	Auto	-0.118535972	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02051	Auto	0.044887788	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02052	Auto	-0.203442973	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02053	Auto	-0.169891133	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02054	Auto	0.050411353	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02057	Auto	-0.037268256	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02058	Auto	0.033589345	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02060	Auto	0.112496277	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02062	Auto	0.182090756	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02067	Auto	-0.03371055	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02068	Auto	-0.167469789	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02071	Auto	-0.139856329	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02072	Auto	-0.429972363	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02073	Auto	-0.255830961	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02074	Auto	-0.385445842	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02075	Auto	-0.252630023	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02076	Auto	-0.124889678	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02077	Auto	-0.129931074	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02078	Auto	0.235296041	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02079	Auto	0.215289395	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02080	Auto	-0.027841016	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02081	Auto	0.258471122	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02084	Auto	-0.288745327	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02085	Auto	-0.088543182	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02086	Auto	-0.090759591	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02087	Auto	-0.003079632	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02088	Auto	-0.004762563	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02089	Auto	0.091429224	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02090	Auto	0.332708327	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02091	Auto	-0.384475552	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02092	Auto	-0.080767757	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02093	Auto	-0.185627585	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02094	Auto	-0.027612975	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02100	Auto	0.188903439	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02102	Auto	-0.210429356	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02103	Auto	-0.236323463	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02104	Auto	-0.122596151	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02105	Auto	-0.095442439	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02106	Auto	-0.347898629	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02107	Auto	-0.307677147	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02108	Auto	-0.131409701	1.002898551	NON	NON	1.002890173
MvSl-1064-A1-R4_MC01-1g02109	Auto	-0.217228665	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02110	Auto	-0.024327805	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02111	Auto	0.539967288	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02112	Auto	0.039559795	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02113	Auto	-0.011848438	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02114	Auto	-0.162617614	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02116	Auto	-0.184068446	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02118	Auto	0.052019958	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02120	Auto	-0.119727373	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02122	Auto	0.001803278	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02123	Auto	-0.130922243	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02125	Auto	-0.247665779	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02128	Auto	0.002274471	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02129	Auto	-0.392102225	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02130	Auto	-0.1688273	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02131	Auto	-0.156226481	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02132	Auto	-0.122405647	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02133	Auto	-0.088669562	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02137	Auto	-0.40225518	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02138	Auto	-0.039992194	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02139	Auto	-0.255045001	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02140	Auto	-0.315527397	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02141	Auto	-0.449405124	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02142	Auto	0.006900269	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02143	Auto	-0.050943018	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02144	Auto	-0.216514119	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02145	Auto	-0.473910031	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02146	Auto	0.266494222	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02147	Auto	0.251014149	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02148	Auto	-0.307771752	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02149	Auto	0.153703933	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02150	Auto	-0.173895655	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02151	Auto	-0.251992619	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02155	Auto	0.233685449	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02156	Auto	0.160184967	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02157	Auto	-0.21365519	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02158	Auto	-0.165910207	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02162	Auto	-0.267599834	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02163	Auto	-0.080765975	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02164	Auto	-0.013138579	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02165	Auto	-0.041967475	0.9671875	NON	NON	1.033870968
MvSl-1064-A1-R4_MC01-1g02166	Auto	0.122125477	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02167	Auto	-0.132865245	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02168	Auto	-0.015972788	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02181	Auto	-0.129073629	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02182	Auto	-0.114866747	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02183	Auto	-0.197664238	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02184	Auto	0.16135876	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02189	Auto	0.38246202	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02190	Auto	-0.030051821	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02191	Auto	-0.270464518	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02192	Auto	0.056179992	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02193	Auto	0.006547595	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02194	Auto	-0.021865163	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02195	Auto	0.122597684	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02196	Auto	0.077736071	0.999682035	NON	NON	0.999682136
MvSl-1064-A1-R4_MC01-1g02197	Auto	0.163977616	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02198	Auto	-0.142096867	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02199	Auto	-0.006856645	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02200	Auto	-0.150059078	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02201	Auto	-0.02823761	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02202	Auto	-0.149578216	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02203	Auto	-0.000259519	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02204	Auto	-0.313081692	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02205	Auto	0.223978527	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02209	Auto	0.075484057	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02210	Auto	-0.011692224	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02211	Auto	-0.189929175	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02212	Auto	0.467733535	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02216	Auto	-0.46585615	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02217	Auto	0.012621392	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02218	Auto	-0.002273395	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02219	Auto	-0.00423589	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02220	Auto	0.220620098	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02223	Auto	0.127291604	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02224	Auto	-0.135914887	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02225	Auto	-0.081988199	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02227	Auto	-0.010549782	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02230	Auto	0.01624292	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02232	Auto	0.32517549	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02234	Auto	0.262278494	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02236	Auto	0.053477138	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02237	Auto	0.132213985	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02238	Auto	-0.342017419	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02239	Auto	-0.210698254	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02240	Auto	0.420791791	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02241	Auto	-0.095377529	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02244	Auto	0.154238696	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02245	Auto	-0.195967933	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02246	Auto	-0.372216139	1.020833333	NON	NON	1.020806242
MvSl-1064-A1-R4_MC01-1g02248	Auto	-0.359762791	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02249	Auto	-0.209162439	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02250	Auto	-0.260056055	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02251	Auto	0.035003269	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02252	Auto	-0.023126866	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02253	Auto	-0.126410502	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02256	Auto	0.091036014	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02257	Auto	0.07413044	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02261	Auto	0.164257611	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02263	Auto	-0.021342072	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02265	Auto	-0.407215593	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02268	Auto	-0.208987263	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02269	Auto	-0.068559778	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02270	Auto	-0.005700726	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02271	Auto	-0.400138903	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02272	Auto	-0.378625823	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02273	Auto	-0.028078999	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02274	Auto	0.065889847	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02275	Auto	-0.152346588	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02277	Auto	0.103529653	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02278	Auto	-0.138944609	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02279	Auto	0.070614178	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02280	Auto	0.042604536	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02281	Auto	-0.138980678	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02286	Auto	-0.257175955	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02289	Auto	0.484014342	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02290	Auto	-0.080195481	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02291	Auto	-0.213516291	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02292	Auto	0.183165923	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02293	Auto	0.100894064	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02294	Auto	-0.184002866	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02295	Auto	0.130325681	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02296	Auto	-0.099826353	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02297	Auto	-0.154883445	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02298	Auto	-0.108629889	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02301	Auto	0.444878027	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02302	Auto	-0.055602216	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02303	Auto	0.386804526	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02304	Auto	-0.36186943	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02305	Auto	-0.242116079	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02306	Auto	0.089681089	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02307	Auto	-0.180545528	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02308	Auto	0.092660155	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02309	Auto	0.006771382	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02310	Auto	0.038897547	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02311	Auto	-0.407854459	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02312	Auto	-0.096819307	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02313	Auto	-0.374660743	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02315	Auto	0.008405245	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02316	Auto	-0.470872508	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02317	Auto	0.399587744	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02319	Auto	0.004827315	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02320	Auto	-0.527387925	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02321	Auto	-0.190598507	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02322	Auto	-0.465700454	0.996539792	NON	NON	1.003460208
MvSl-1064-A1-R4_MC01-1g02323	Auto	-0.392716539	0.891534392	NON	NON	1.121481481
MvSl-1064-A1-R4_MC01-1g02326	Auto	-0.061303843	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02330	Auto	0.150649333	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02331	Auto	0.202806079	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02332	Auto	0.188773088	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02333	Auto	0.205114472	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02334	Auto	0.140792374	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02335	Auto	0.259183333	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02336	Auto	0.075548393	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02338	Auto	0.271407379	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02341	Auto	0.349804593	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02342	Auto	0.002367652	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02343	Auto	0.069341167	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02344	Auto	0.060383247	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02345	Auto	0.184648461	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02346	Auto	0.512081302	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02348	Auto	-0.087831178	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02349	Auto	0.148204088	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02354	Auto	0.517951799	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02355	Auto	-0.000545761	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02356	Auto	-0.114644743	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02357	Auto	0.102279805	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02358	Auto	-0.071036012	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02363	Auto	-0.122739488	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02364	Auto	-0.219364167	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02365	Auto	-0.387750745	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02366	Auto	-0.099051782	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02367	Auto	-0.085779655	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02369	Auto	0.251230562	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02371	Auto	-0.338795029	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02372	Auto	0.184650093	1	NON	NON	1
MvSl-1064-A1-R4_MC01-1g02373	Auto	-0.101350544	1	NON	NON	1
